[00:00:01.291 --> 00:00:02.873]  You want answers?
[03:46:18.871 --> 03:46:20.492]  And this is why I'm not going to be satisfied.
[03:46:20.492 --> 03:46:26.777]  I may not succeed, but I'm not going to be satisfied until I see this guy in an American courtroom being prosecuted for first-degree murder.
[03:46:27.515 --> 03:46:31.277]  And if the jury convicts him, Alex, as you know, it'll be up to them to decide the appropriate punishment.
[03:46:31.277 --> 03:46:34.719]  One of their options being the imposition of the death penalty.
[03:46:34.719 --> 03:46:41.242]  The other option being life imprisonment, and life imprisonment without the possibility of parole.
[03:46:41.242 --> 03:46:41.842]  Are you there, Alex?
[03:46:41.842 --> 03:46:52.008]  Yes, I'm just stunned by the magnitude of what you're talking about, and again, I cut my teeth on talk radio attacking Bill Clinton for the Chinese generals and the missile secrets and the Arkansans, but compared to
[03:46:53.456 --> 03:46:54.397]  George Bush.
[03:46:54.397 --> 03:46:55.818]  I mean, I'm no fan of Bill Clinton.
[03:46:55.818 --> 03:46:57.960]  I know people that worked with him, were around him.
[03:46:57.960 --> 03:46:59.602]  The guy slept four hours a night.
[03:46:59.602 --> 03:47:02.144]  He constantly read all the government agency reports.
[03:47:02.144 --> 03:47:06.248]  He had at least pride in himself that he wanted to be sharp and know what was going on.
[03:47:06.248 --> 03:47:11.873]  And I mean, just a side issue, I've been reading the military reports themselves.
[03:47:11.873 --> 03:47:15.337]  Many of the VAs, roaches, flies, rats,
[03:47:16.487 --> 03:47:37.120]  No good health care, people that aren't even real doctors have been hired, overflowing toilets at bases everywhere, the C-130's falling apart, toilets overflowing, the men crapping in the aisles on the way over to Iraq, and then they've built all these pleasure planes for the brass, and it seems like we are Rome in 409 right before 410.
[03:47:37.120 --> 03:47:43.523]  I mean, it just seems like sectors of the government are just completely let them eat cake Marie Antoinette.
[03:47:45.327 --> 03:47:49.209]  Yeah, well, I can't disagree with anything that you say, Alex.
[03:47:49.209 --> 03:47:50.729]  As they say, I guess it's a new term.
[03:47:50.729 --> 03:47:53.911]  I'm still in the 19th century with a yellow pad and pencil.
[03:47:53.911 --> 03:47:54.931]  You're spot on.
[03:47:54.931 --> 03:47:55.892]  Is that a new term?
[03:47:55.892 --> 03:47:56.472]  Spot on?
[03:47:56.472 --> 03:47:59.233]  No, no, that's a good term.
[03:47:59.233 --> 03:48:00.234]  I'm not that familiar with it.
[03:48:00.234 --> 03:48:01.414]  I just heard it recently.
[03:48:01.414 --> 03:48:03.215]  Well, take the handling of the economy.
[03:48:03.215 --> 03:48:10.318]  The dollar's plunging, all these prices are up, and Bush is prancing around, what, two weeks ago saying the economy's just fine.
[03:48:10.318 --> 03:48:12.039]  Yeah.
[03:48:12.039 --> 03:48:13.400]  Talking about Clinton's
[03:48:14.298 --> 03:48:16.640]  Alleged crimes vis-a-vis Bush's.
[03:48:16.640 --> 03:48:35.896]  As you know, at the hearings Friday in Congress, there was a professor from Northwestern, Mr. Presser, I don't know his first name, but anyway, he was denouncing all the horrible things that George Bush did, but had no trouble with what... No, all the horrible things he said that Clinton did, but had no trouble with what George Bush did.
[03:48:35.896 --> 03:48:37.117]  And I just said to Mr. Presser,
[03:48:38.331 --> 03:48:47.173]  You apparently think it's worse what Clinton did, lying to the American public about consensual sex.
[03:48:47.173 --> 03:48:56.676]  And you feel that's worse than George Bush lying to the American public about going to war and all the death, horror, and suffering that has resulted from it.
[03:48:56.676 --> 03:48:59.917]  And I said, I would ask you this question, Mr. Presser.
[03:48:59.917 --> 03:49:04.558]  What previously recognized form of logic would allow you to reach a conclusion like that?
[03:49:04.558 --> 03:49:05.258]  And he was silent.
[03:49:06.826 --> 03:49:07.466]  Well, that's it.
[03:49:07.466 --> 03:49:11.869]  There's a craziness spreading across the country, but I don't give the Democrats cover.
[03:49:11.869 --> 03:49:13.649]  They should have already pulled out of Iraq.
[03:49:13.649 --> 03:49:18.512]  They should already be in full-blown impeachment hearings a year and a half ago, but we don't see that.
[03:49:18.512 --> 03:49:26.376]  Instead, we see Nancy Pelosi prancing around with Bush everywhere, so I think it's just going to continue under the Democrats.
[03:49:26.376 --> 03:49:26.876]  I want to take
[03:49:27.518 --> 03:49:31.422]  Some phone calls, uh, for our, uh, guest.
[03:49:31.422 --> 03:49:36.247]  And, uh, I don't want to keep you too much longer in the next hour, but can you do five minutes in the next hour?
[03:49:36.247 --> 03:49:36.928]  Yeah, absolutely.
[03:49:36.928 --> 03:49:38.549]  Listen, I'm honored to be on this show.
[03:49:38.549 --> 03:49:40.892]  You're a stand-up guy, and I, uh, I can't thank you enough.
[03:49:40.892 --> 03:49:43.414]  You know, I've been blacked out by the major media in this country.
[03:49:43.414 --> 03:49:45.977]  Yeah, talk about the blackout in the minute we've got left before break.
[03:49:45.977 --> 03:49:47.819]  Oh, okay, good.
[03:49:47.819 --> 03:49:48.780]  Go ahead.
[03:49:48.780 --> 03:49:49.821]  Oh, right now?
[03:49:49.821 --> 03:49:50.502]  Well, um,
[03:49:51.132 --> 03:50:02.782]  My publisher said she had never seen another book in her over 30 years that had been totally blacked out by the mainstream national media, up until a New York Times article about two weeks ago pointing out the blackout.
[03:50:02.782 --> 03:50:04.563]  It was a total, complete blackout.
[03:50:04.563 --> 03:50:09.167]  No network, no cable.
[03:50:09.167 --> 03:50:09.828]  Total blackout.
[03:50:09.828 --> 03:50:13.711]  It got so bad that ABC Radio refused to take money from my publisher.
[03:50:14.420 --> 03:50:22.275]  To take out a radio spot on the news, on their network, for the book, Prosecution of George W. Bush for Murder.
[03:50:22.275 --> 03:50:27.104]  But despite that, the book, because of people like you and incredible word of mouth,
[03:50:27.879 --> 03:50:29.940]  And that's because they know they're complicit going along with it.
[03:50:29.940 --> 03:50:32.142]  We'll be right back with your phone calls and Vincent Bugliosi.
[03:50:46.917 --> 03:50:52.562]  Are you tired of hearing that a cure for cancer is coming, but it will be available sometime in the future?
[03:50:52.562 --> 03:50:55.205]  At LaysMedInc, the future is here.
[03:50:55.205 --> 03:50:58.868]  Now it's cancer's turn to die with our patented methodology.
[03:50:58.868 --> 03:51:10.099]  Without cutting, bleeding, drugs, or damaging radiation, we can kill skin cancer and breast tumors of any size, and many other types of cancer without adverse side effects at our outpatient facility.
[03:51:10.279 --> 03:51:13.722]  We offer a real solution using real science.
[03:51:13.722 --> 03:51:17.846]  Our unique approach to cancer treatment is what everyone has been waiting for.
[03:51:17.846 --> 03:51:21.309]  A simple, easy way to eliminate the threat of cancer.
[03:51:21.309 --> 03:51:23.591]  Laser technology at its best.
[03:51:23.591 --> 03:51:26.794]  To receive an information packet, call our Treatment Center at 501-255-8000.
[03:51:28.916 --> 03:51:29.196]  That's 501-255-0528.
[03:51:29.196 --> 03:51:30.458]  Or visit our website at leismedinc.com.
[03:51:30.458 --> 03:51:32.321]  That's L-A-S-E-M-E-D-I-N-C dot com today.
[03:51:44.898 --> 03:51:46.859]  Our beloved Republic is on her knees.
[03:51:46.859 --> 03:51:50.461]  The forces of globalism are destroying national sovereignty worldwide.
[03:51:50.461 --> 03:51:52.923]  But in Liberty's darkest hour, there is hope.
[03:51:52.923 --> 03:51:55.965]  The first time in modern history, the people are beginning to wake up.
[03:51:55.965 --> 03:52:01.688]  It is essential that patriots worldwide accelerate their fellow man's understanding of the New World Order Master Plan.
[03:52:01.688 --> 03:52:05.611]  We have a short time frame to fully awaken and energize the people to meet this threat.
[03:52:05.931 --> 03:52:11.133]  In the Info War, PrisonPlanet.tv is a powerful weapon in the battle to regain our freedom.
[03:52:11.133 --> 03:52:14.174]  PrisonPlanet.tv is a vault of forbidden information.
[03:52:14.174 --> 03:52:21.398]  All 18 of my documentary films can be downloaded or streamed in super high quality directly to your computer or iPhone and shared with others.
[03:52:21.398 --> 03:52:27.380]  Thousands of special video reports, from tainted vaccines to martial law, can be found in this online video library.
[03:52:27.380 --> 03:52:31.882]  My weekly news television broadcast, thousands of exclusive audio interviews, and so much more.
[03:52:32.182 --> 03:52:35.063]  The Info War is waiting for you to set it free.
[03:52:35.063 --> 03:52:37.104]  Join PrisonPlanet.tv.
[03:52:37.104 --> 03:52:39.105]  Burn the info bombs to disk.
[03:52:39.105 --> 03:52:41.226]  Put them on the file sharing networks.
[03:52:41.226 --> 03:52:43.006]  Bring down the new world order.
[03:52:43.006 --> 03:52:43.727]  PrisonPlanet.tv
[03:52:45.325 --> 03:52:54.232]  More than 700 chemicals have been found in our drinking water and did you know that you have greater exposure to these chemicals while taking hot showers than when drinking the water?
[03:52:54.232 --> 03:52:59.396]  That's because many chemicals are inhaled when they evaporate and others are absorbed into the skin.
[03:52:59.396 --> 03:53:10.525]  The KDF Dual Media Shower Filter works with both hot and cold water and it's designed to reduce chlorine, lead, mercury and iron and it inhibits the growth of bacteria, mold, algae and fungus.
[03:53:10.905 --> 03:53:16.690]  The KDF Dual Media Shower Filter typically lasts 10,000 gallons or one year, whichever comes first.
[03:53:16.690 --> 03:53:22.955]  Hospitals, restaurants and water treatment facilities use this media to reduce chlorine, iron, heavy metals and bacteria.
[03:53:22.955 --> 03:53:23.996]  What about you?
[03:53:23.996 --> 03:53:30.421]  Order your KDF Shower Filter normally, $49 for our special price of only $39.99 with free shipping.
[03:53:30.421 --> 03:53:32.682]  Call the Berkey guy and order now by calling 1-877-886-3653.
[03:53:32.682 --> 03:53:32.943]  That's 1-877-886-3653.
[03:53:39.708 --> 03:53:49.135]  Or simply click on the banner at GCNlive.com to order online now.
[03:53:49.135 --> 03:53:52.937]  All right, Vincent Bugliosi is going to be with us 20 minutes into the next hour.
[03:53:52.937 --> 03:53:55.539]  We move Dr. Nick Begich back.
[03:53:55.539 --> 03:53:58.882]  We'll get into the economy with Bob Chapman on this Friday edition in the fourth hour.
[03:54:00.157 --> 03:54:01.318]  I'm Alex Jones, your host.
[03:54:01.318 --> 03:54:04.181]  Don't forget the online video and bookstore at InfoWars.com.
[03:54:04.181 --> 03:54:11.787]  Films like Truth Rising, Endgame, Terror Storm, a history government-sponsored terror, and more, available at InfoWars.com.
[03:54:11.787 --> 03:54:17.172]  By the way, Terror Storm, out for over a year and a half, does get into the White House memo, and them wanting to get a U.S.
[03:54:17.172 --> 03:54:18.393]  plane shot down, and the rest of it.
[03:54:18.393 --> 03:54:19.314]  That's just one of many things.
[03:54:20.447 --> 03:54:31.575]  Covered in Terror Storm, available at InfoWars.com or by calling toll free 888-253-3139 or see all my films and many other films and e-books, you name it.
[03:54:31.575 --> 03:54:41.843]  Weekly TV reports at PrisonPlanet.tv, only 15 cents a day, $5.95 a month, or get a yearly subscription and get three months free at PrisonPlanet.tv.
[03:54:41.843 --> 03:54:44.745]  We have one of the most successful prosecutors in U.S.
