[00:00:00.169 --> 00:00:01.729]  Wait and feel great!
[03:39:30.825 --> 03:39:37.510]  I just feel like focusing on one issue like that one, we're never going to get the 84 tapes that are still classified.
[03:39:38.150 --> 03:39:38.391]  I don't
[03:39:57.549 --> 03:40:01.493]  It's more of a, you know, we already know they allowed whatever happened at the Pentagon to happen.
[03:40:01.533 --> 03:40:11.063]  I mean, that was something I've discussed with you years ago, Ray, is that Norm Mineta now, on six or seven different occasions, speaks about with, you know, whatever hit the Pentagon, we had about twenty
[03:40:11.866 --> 03:40:12.026]  Hey.
[03:40:12.086 --> 03:40:12.646]  Is this you, Mike?
[03:40:12.786 --> 03:40:12.907]  Hey.
[03:40:37.304 --> 03:40:41.447]  Yeah, this is kind of off subject, but I have an idea for the iPhone, for the widget.
[03:40:41.907 --> 03:40:44.249]  Like, uh, you know the Obama?
[03:40:44.269 --> 03:40:47.691]  You click on the widget and it brings up Obama's little site.
[03:40:48.112 --> 03:40:48.412]  Okay.
[03:40:48.952 --> 03:40:51.114]  I think Alex needs to have one of these so he can
[03:40:51.934 --> 03:40:54.137]  If you look at Obama's thing, you can just go with it.
[03:41:09.938 --> 03:41:12.940]  We're trying to become more of a mainstream outlet to people.
[03:41:12.980 --> 03:41:14.201]  I mean, we can only do so much.
[03:41:14.221 --> 03:41:30.873]  I mean, when you literally have a staff, and I'm not part of that staff, I'm a staff of one, but when you have a staff like Alex of ten people and two of those guys work in the newsroom and they're also your main editors, I mean, they're also your main cameraman, it is tough to do everything, but we do need your help.
[03:41:31.214 --> 03:41:32.535]  Alright, let's jump to yet another call.
[03:41:32.555 --> 03:41:34.636]  Let's go to Carlisle in Texas.
[03:41:34.676 --> 03:41:37.158]  Carlisle, you're on the line with Ray McGovern and myself.
[03:41:38.584 --> 03:41:41.806]  Hey, I actually have something to plug.
[03:41:41.826 --> 03:41:44.207]  It's kind of off the subject from what you guys have been talking about.
[03:41:44.427 --> 03:41:44.688]  Okay.
[03:41:45.028 --> 03:41:52.592]  But it has to do with how Chief Osvedo wants to forcibly use the federal grants to forcibly take people's blood that refuse breathalyzers.
[03:41:52.992 --> 03:41:53.293]  Okay.
[03:41:53.793 --> 03:41:58.135]  And I know Alex Jones had Chief Osvedo, you know, on about that.
[03:41:58.175 --> 03:42:00.777]  He was saying how he wants to have a dialogue and engage the public.
[03:42:00.817 --> 03:42:03.198]  But, you know, we've been trying to contact him for the last four months.
[03:42:03.619 --> 03:42:07.421]  So what we were going to do was on Halloween night at 9 o'clock on 4th and LaVaca,
[03:42:08.106 --> 03:42:09.267]  We're in a state of protest.
[03:42:09.287 --> 03:42:16.311]  We're trying, you know, get his air and get him to actually come down here and explain how that program is supposed to prevent drunk driving, but it doesn't prevent it at all.
[03:42:16.591 --> 03:42:18.792]  Okay, so what time is that going to take place?
[03:42:18.812 --> 03:42:22.074]  It's going to be at 9 o'clock on Friday, on Halloween night.
[03:42:22.434 --> 03:42:23.195]  Okay, alright man.
[03:42:23.395 --> 03:42:23.775]  You got it.
[03:42:23.815 --> 03:42:24.415]  Thanks for the plug.
[03:42:24.635 --> 03:42:27.437]  Alright, let's jump to Andy in North Carolina.
[03:42:27.517 --> 03:42:28.258]  Andy, what's on your mind?
[03:42:29.578 --> 03:42:30.599]  Mr. McGovern, how are you there?
[03:42:31.403 --> 03:42:31.924]  Hi, Andy.
[03:42:32.324 --> 03:42:32.925]  Hey, Jason.
[03:42:32.965 --> 03:42:33.445]  How are you, bud?
[03:42:33.485 --> 03:42:33.865]  Good, man.
[03:42:34.266 --> 03:42:43.935]  Hey, listen, Mr. McGovern, I was going to ask you, and correct me if I'm wrong, did you mention that you were slightly dismayed by the fact that Hillary didn't get the nomination?
[03:42:45.977 --> 03:42:55.386]  Not dismayed, just really, really, really, really, really happy that someone who did something crass for political purpose
[03:42:56.224 --> 03:42:58.426]  And as a result, 4,200 U.S.
[03:42:59.447 --> 03:43:10.595]  servicemen are killed, that it turned out to be just the opposite of what she expected, the war turned sour, and the person who was against the war from the beginning won the nomination.
[03:43:11.036 --> 03:43:18.642]  That should be an object lesson to all people who make important decisions based on their ambitions to be president or whatever.
[03:43:19.719 --> 03:43:27.262]  Well, I certainly agree that to see Hillary go down is a good thing, and that is a victory if that's the case.
[03:43:28.043 --> 03:43:30.023]  My thing is a little bit larger point.
[03:43:30.444 --> 03:43:40.468]  I was left dumbfounded because I guess I had become intellectually lazy that Hillary was going to be given the nomination, and we would just continue as we had because I figured if Bush was going to create this police state,
[03:43:40.928 --> 03:43:45.492]  If he's going to leave it, he's going to leave it to someone that's going to continue on that thing.
[03:43:45.532 --> 03:43:54.260]  And I think while we were all sleeping, and maybe you could speak to this, or maybe you disagree, that this thing that Tarpley talks about, I used to think he was a windbag, really, but I got to listen to him.
[03:43:54.641 --> 03:43:57.543]  This whole Obama thing and the fascism thing, he's on to it.
[03:43:57.604 --> 03:44:04.530]  And I think that maybe we've sleptwalked through this, and we're going to get a dictator that everybody loves, which is way more scary than one that's hated.
[03:44:05.106 --> 03:44:05.927]  Well, let me say this.
[03:44:06.327 --> 03:44:07.728]  I'm definitely fearful of that.
[03:44:08.109 --> 03:44:16.055]  I think Carpley has somewhat of an ultra-perspective on, you know, Obama bringing, you know, super-fascism to the United States.
[03:44:16.215 --> 03:44:16.836]  I don't see that.
[03:44:17.116 --> 03:44:23.701]  But I do, unfortunately, I mean, I differ from Mr. McGovern, and I do see him bringing in more globalization.
[03:44:23.741 --> 03:44:25.823]  I did not like his speech in Berlin again.
[03:44:25.863 --> 03:44:30.187]  I mean, a million-and-a-half-man youth brigade talking about global citizenship.
[03:44:31.067 --> 03:44:32.849]  He seems to be on the wrong side of the coin on the
[03:44:33.269 --> 03:44:34.190]  We're good to go.
[03:44:55.821 --> 03:44:59.105]  Well, you know, compared to what sort of thing?
[03:44:59.145 --> 03:45:01.508]  And you're quite right, we're going to have to wait and see.
[03:45:12.455 --> 03:45:18.299]  Well, I'm less concerned about the global aspects that seem to trouble so many people.
[03:45:19.539 --> 03:45:39.231]  If adopting a global perspective means going back and realizing that the new guidelines for war, for example, was set up after World War II and resulted in the Charter of the United Nations, which prohibits any country from conducting a
[03:45:40.177 --> 03:45:48.565]  preventive attack or a quote preemptive end quote attack of the kind that Bush and Cheney have done.
[03:45:49.626 --> 03:45:57.694]  You're not allowed to attack another country unless there's an imminent threat to your country and there was nobody argues there was an imminent threat.
[03:45:58.414 --> 03:46:04.060]  This proof that they could change not only international law as as contained in the UN Charter
[03:46:04.560 --> 03:46:15.244]  But national law, because as you know, once the Senate approves such a charter, and it did something like 95 to 2, once the Senate approves it, it becomes law of the land.
[03:46:15.784 --> 03:46:24.927]  And so a war of aggression is just not a really good thing to do, and to be Obama is focusing in on this kind of thing, that we would have a modicum of respect for the law.
[03:46:25.368 --> 03:46:28.029]  Well, I had my hats off to that kind of perspective.
[03:46:28.709 --> 03:46:31.030]  Alright, let's jump to Ryan in Kentucky.
[03:46:31.110 --> 03:46:31.950]  Ryan, what's on your mind?
[03:46:33.342 --> 03:46:45.385]  Let's talk about the recent news, the public health emergency for anthrax, botulism, and smallpox until 2015, and how that could possibly play in the future.
[03:46:45.865 --> 03:46:55.367]  And also, on how the Coast Guard is actually the agency in charge of a biotech or a pandemic flu release.
[03:46:55.707 --> 03:46:59.168]  Well, to be honest, I don't really know much about this new warning.
[03:46:59.228 --> 03:47:02.409]  Maybe you could send that over to Aaron at InfoWars.com.
[03:47:02.429 --> 03:47:02.849]  I mean, again,
[03:47:03.544 --> 03:47:05.286]  Is Obama going to have the coattails to end this war?
[03:47:22.802 --> 03:47:26.626]  Well, I mean, I'll let Ray answer that on his perspective.
[03:47:26.686 --> 03:47:28.868]  Obviously, he's optimistic and hopeful that he does.
[03:47:28.988 --> 03:47:29.769]  I don't believe so.
[03:47:29.929 --> 03:47:33.373]  I mean, I see these de-escalation plans that are already in place.
[03:47:33.393 --> 03:47:36.416]  They're talking about they're going to take a few thousand here and a few thousand there.
[03:47:37.097 --> 03:47:41.862]  But all it will take, in my mind at least, is an insurgency to keep the excuse to have
[03:47:42.606 --> 03:47:43.507]  Have these people there?
[03:47:43.667 --> 03:47:46.889]  I mean, Obama's been very slick with his stance on the war.
[03:47:46.969 --> 03:47:52.091]  He's, you know, obviously said that we have to take care of problems at home before we can take care of problems abroad.
[03:47:52.552 --> 03:47:53.732]  He's very well spoken.
[03:47:54.013 --> 03:47:56.434]  But I will leave that question to Mr. McGovern.
[03:47:56.474 --> 03:47:58.295]  Do you think he's going to end this war?
[03:48:00.276 --> 03:48:03.478]  Well, you know, the war is over, folks.
[03:48:04.759 --> 03:48:06.820]  The Iraqis have invited us out.
[03:48:08.041 --> 03:48:12.183]  We cannot stay there legally past the 31st of December.
[03:48:13.520 --> 03:48:23.247]  Uh, we will stay past the 31st of December, but we will incur the opprobrium of the whole world and the Iraqis.
[03:48:23.887 --> 03:48:30.132]  So it's just a matter of time, and it's just a matter of setting the timetable for withdrawal.
[03:48:30.792 --> 03:48:48.344]  Now, if we linger on like we did in Saigon and Bayernsphere and South Vietnam, then it's going to be a case of picking up the residual American presence off the rooftops of the billion-dollar embassy we just created there in the Green Zone, and it's going to be a horror.
[03:48:50.026 --> 03:48:50.926]  Need not be so.
[03:48:51.367 --> 03:48:53.668]  We need to listen to the Iraqis.
[03:48:54.128 --> 03:48:56.089]  70% of the Iraqis, according to U.S.
[03:48:56.229 --> 03:49:00.011]  Army-sponsored surveys, 70% want us out of there.
[03:49:00.211 --> 03:49:00.491]  Okay?
[03:49:00.991 --> 03:49:11.716]  So all we have to do is disavow any intention to grab more than our share of the oil, disavow any intention to build permanent military bases,
[03:49:12.436 --> 03:49:18.278]  And just say, okay, you can take this for real, international community.
[03:49:18.798 --> 03:49:28.182]  And then and only then, you know, the Arab League countries, India, Pakistan, the West Europeans, they'll come in behind us and help us exit as gracefully as we can.
[03:49:28.702 --> 03:49:35.545]  Because they like us, they all hate us by now, but they're interested, they're more interested in stability in that area than we are.
[03:49:35.685 --> 03:49:38.906]  And of course, they're also interested in getting a portion of the oil.
[03:49:39.566 --> 03:49:40.186]  So it's over.
[03:49:40.346 --> 03:49:52.849]  It's just a matter of whether we linger for two, three, four more years and take the kinds of casualties that we've had since the surge, or whether we, in a more enlightened way, say, okay, Malachy, we understand the pressures you're under.
[03:49:53.169 --> 03:49:59.231]  We're not going to press to stay any longer than you want us, and just help us exit in as graceful a way as is possible.
[03:49:59.691 --> 03:50:04.812]  That's the answer, and for those who, you know, think that we have to stay there to referee
[03:50:05.672 --> 03:50:06.533]  I'm with you there.
[03:50:22.879 --> 03:50:33.248]  Ray, you just talked about the oil, and I was just wondering your opinion on whether or not this current economic crisis is going to continue to drop the price of oil by the barrel.
