[00:00:27.172 --> 00:00:28.052]  News.
[03:16:17.332 --> 03:16:20.494]  Some say that they took the idea of the Matrix from you.
[03:16:20.494 --> 03:16:21.395]  Is that true?
[03:16:21.395 --> 03:16:30.080]  Well, I had a video called Matrix of Power about 10 years before the movie Matrix came out.
[03:16:30.080 --> 03:16:37.504]  But I don't think that they... Well, maybe they might have been influenced by the Matrix because it was a big seller when it came out.
[03:16:37.504 --> 03:16:38.284]  One never knows.
[03:16:38.284 --> 03:16:39.365]  But what I do know
[03:16:40.134 --> 03:16:49.897]  Is that there's that directly from my video, uh, with one of my first videos ever done was called the basic slide presentation.
[03:16:49.897 --> 03:16:55.760]  And if you get my basic slide presentation, that's the one that made me famous all over the world.
[03:16:55.760 --> 03:17:08.424]  And, and it was a two hour video out of that at the very beginning of the basic slide presentation, uh, and get that and watch it and then get the movie Da Vinci code.
[03:17:09.179 --> 03:17:35.153]  And it is exactly, word for word, exactly, in the Da Vinci Code, at the beginning of the movie, they introduce Tom Hanks as the world's foremost researcher in occult societies and secret societies, and he comes up on the stage, this is in the movie, Da Vinci Code, and he comes up on the stage and he's got a screen and a slide projector,
[03:17:35.825 --> 03:17:57.455]  And on the screen, being projected on the screen, is the symbol on the back of the dollar bill with the pyramid, and he walks in front of the projection, so some of it is being projected on him, and he's now pointing to the pyramid, the all-seeing eye, etc., and talking about the Illuminati and secret societies on the dollar bill, etc.
[03:17:57.455 --> 03:18:02.778]  That came directly out of my basic slide presentation, period.
[03:18:03.942 --> 03:18:04.642]  Period.
[03:18:04.642 --> 03:18:10.385]  It came directly out of my video, and nobody ever called me to send me a check.
[03:18:10.385 --> 03:18:16.347]  Da Vinci Code, of course the whole idea of Da Vinci Code was a rip-off of Bajent, Lee, and Lincoln.
[03:18:16.347 --> 03:18:30.353]  The entire movie, Da Vinci Code, was an absolute rip-off of the British writers Bajent, Lee, and Lincoln and their book that appeared about 15 years before the movie called Holy Blood, Holy Grail.
[03:18:30.353 --> 03:18:33.134]  And so the producers of Da Vinci Code ripped off
[03:18:34.042 --> 03:18:34.442]  I think so.
[03:18:52.389 --> 03:18:53.690]  There's a lot of good people out there.
[03:19:19.742 --> 03:19:28.805]  Then let me say, then, if you're up for that, just remember that when you ask for something, you know, make sure you're ready for it.
[03:19:28.805 --> 03:19:32.907]  Because, you know, make sure what you ask for, you're ready for.
[03:19:32.907 --> 03:19:35.748]  Because it might be something that you weren't expecting.
[03:19:35.748 --> 03:19:39.529]  Well, I don't entirely... I understand your information.
[03:19:39.529 --> 03:19:41.310]  I've read it, looked at it, I've covered it.
[03:19:41.310 --> 03:19:44.971]  And I understand it all has a basis in fact, and you believe your interpretation.
[03:19:45.937 --> 03:19:46.418]  Of course.
[03:19:46.418 --> 03:19:46.838]  Of course.
[03:19:46.838 --> 03:19:47.199]  Of course.
[03:20:04.249 --> 03:20:04.849]  We'll be right back.
[03:20:22.403 --> 03:20:24.364]  Our beloved Republic is on her knees.
[03:20:24.364 --> 03:20:27.986]  The forces of globalism are destroying national sovereignty worldwide.
[03:20:27.986 --> 03:20:30.087]  But in Liberty's darkest hour, there is hope.
[03:20:30.087 --> 03:20:33.488]  For the first time in modern history, the people are beginning to wake up.
[03:20:33.488 --> 03:20:39.211]  It is essential that Patriots worldwide accelerate their fellow man's understanding of the New World Order Master Plan.
[03:20:39.211 --> 03:20:43.133]  We have a short time frame to fully awaken and energize the people to meet this threat.
[03:20:43.453 --> 03:20:48.655]  In the Info War, PrisonPlanet.tv is a powerful weapon in the battle to regain our freedom.
[03:20:48.655 --> 03:20:51.696]  PrisonPlanet.tv is a vault of forbidden information.
[03:20:51.696 --> 03:20:58.918]  All 18 of my documentary films can be downloaded or streamed in super high quality directly to your computer or iPhone and shared with others.
[03:20:58.918 --> 03:21:04.900]  Thousands of special video reports, from tainted vaccines to martial law, can be found in this online video library.
[03:21:04.900 --> 03:21:09.421]  My weekly news television broadcast, thousands of exclusive audio interviews, and so much more.
[03:21:09.741 --> 03:21:11.042]  Hi, this is Dave from Ready Reserve Foods.
[03:21:11.042 --> 03:21:18.105]  I have been waiting patiently for the government and mainstream media to inform you of what is turning out to be the biggest problem facing the world in the last 50 years.
[03:21:32.253 --> 03:21:37.796]  For the last three years, the Earth has consumed more food than it has been able to produce, and it has now finally caught up with this.
[03:21:37.796 --> 03:21:44.659]  In the U.S., commodities such as flour and rice are already being rationed, and the next rice crop won't be available for another four to five months.
[03:21:44.659 --> 03:21:51.103]  It's fall in the Southern Hemisphere, and many countries are short the food necessary to make it through the winter, and have stopped exporting certain commodities altogether.
[03:21:51.912 --> 03:21:53.493]  Remember our trade deficit?
[03:21:53.493 --> 03:21:59.155]  Trillions of dollars have stacked up outside the country and are now rushing in to buy our food production at any price.
[03:21:59.155 --> 03:22:05.478]  By late summer, if not early fall, it is likely our government will step in and control food and food exports under martial law.
[03:22:05.478 --> 03:22:06.938]  Call Ready Reserve Foods at 1-800-453-2202.
[03:22:06.938 --> 03:22:07.018]  1-800-453-2202.
[03:22:07.018 --> 03:22:09.379]  Or visit us at www.readyreservefoods.com.
[03:22:09.379 --> 03:22:09.439]  1-800-453-2202.
[03:22:22.560 --> 03:22:26.482]  When making important financial decisions, you should always know the facts.
[03:22:26.482 --> 03:22:30.303]  That's why Midas Resources is willing to pay you to read the facts.
[03:22:30.303 --> 03:22:39.487]  Midas Resources, a team of hand-picked financial specialists with decades of financial experience who are ready to provide you with state-of-the-art, up-to-date financial services.
[03:22:39.487 --> 03:22:43.728]  Midas Resources offers a host of services and stands behind their products.
[03:22:43.728 --> 03:22:47.950]  In fact, if you call and order their free Midas Report, Midas Resources will pay you
[03:22:48.570 --> 03:22:54.233]  This detailed report will provide you with financial history on the safest and most profitable areas to invest in.
[03:22:54.233 --> 03:22:59.816]  If you read the report, Midas Resources will send you a free Walking Liberty Silver Half Dollar.
[03:22:59.816 --> 03:23:01.137]  So, what are you waiting for?
[03:23:01.137 --> 03:23:07.320]  Get the facts and call Midas Resources toll free at 888-292-2709.
[03:23:07.320 --> 03:23:10.222]  That's 888-292-2709.
[03:23:10.222 --> 03:23:15.585]  And remember, if you read the Midas Report, you'll receive a free Walking Liberty Silver Half Dollar.
[03:23:23.177 --> 03:23:31.883]  When I learned that the accumulation of acidic waste was the likely cause of my painful joints, lack of energy, and weight gain, I knew I would have to change to a more alkaline diet.
[03:23:31.883 --> 03:23:33.904]  But it just seems so difficult.
[03:23:33.904 --> 03:23:43.731]  Then a friend suggested I try a Jupiter water ionizer from SnyderHealth.com and detox my body even before I changed my diet by drinking alkaline ionized water.
[03:23:43.731 --> 03:23:44.492]  Drinking water?
[03:23:45.012 --> 03:23:46.673]  Now that's something I can handle.
[03:23:46.673 --> 03:23:52.356]  The guys at Snyder Health took the time to explain all of the different options and help me choose the ionizer that was right for me.
[03:23:52.356 --> 03:23:54.757]  I use my new Jupiter ionizer for everything.
[03:23:54.757 --> 03:24:04.462]  For drinking, for cooking, and since I've been drinking the water, I have more energy, my joint pains are gone, and I already lost 7 pounds, and my skin looks great!
[03:24:04.462 --> 03:24:07.083]  Give them a call today at 877-356-2508 to find out which ionizer is right for you.
[03:24:11.465 --> 03:24:16.356]  They offer a full 30-day money-back guarantee and free shipping, so there's absolutely no risk.
[03:24:16.356 --> 03:24:19.182]  You can visit them on the web at SnyderHealth.com.
[03:24:19.182 --> 03:24:21.768]  That's S-N-Y-D-E-R Health dot com.
[03:24:24.700 --> 03:24:31.206]  Alright, we're going to skip the next break if you're an InfoWars.com internet stream listener or PrisonPlanet.tv subscriber.
[03:24:31.206 --> 03:24:34.268]  Everybody else, we'll continue after the next break with Jordan Maxwell.
[03:24:34.268 --> 03:24:39.292]  We're going to go 20 minutes at least into overdrive to take phone calls for Jordan Maxwell.
[03:24:39.292 --> 03:24:42.815]  I'll give you that number at the end of the show.
[03:24:42.815 --> 03:24:50.942]  Okay, Jordan, should we start at the end with the globalist master plan, the New World Order, what they want to build on Earth?
[03:24:50.942 --> 03:24:53.444]  Sometimes that's the best way to start, or should we start at the beginning?
[03:24:54.147 --> 03:24:57.488]  Well, I'll tell you what, start at the beginning, and let me say this.
[03:24:57.488 --> 03:25:10.153]  I don't really want to get into the political part of this, because we don't have a whole lot of time left, and besides, everyone who needs to know already knows how bad off we are.
[03:25:10.931 --> 03:25:13.733]  I'd like to talk about some subjects that maybe we don't know.
[03:25:13.733 --> 03:25:17.415]  Okay, but I do want to get your take on what their final master plan is.
[03:25:17.415 --> 03:25:23.759]  I mean, I know what your view is, but also I want to get your latest take, your latest analysis on what their endgame is.
[03:25:23.759 --> 03:25:26.680]  But sure, go ahead and start at the beginning.
[03:25:26.680 --> 03:25:34.105]  Okay, well, then everybody should get a piece of paper and a pencil and write down a couple of words I'm going to give you.
[03:25:34.105 --> 03:25:39.388]  Because I believe these are key words to open up a can of worms that you will not believe.
[03:25:40.265 --> 03:25:47.109]  It's going to open up a whole world of research to you that you've never known existed.
[03:25:47.109 --> 03:25:50.652]  The first word is Hanseatic League.
[03:25:50.652 --> 03:25:55.795]  Spell H-A-N-S-E-A-T-I-C.
[03:25:55.795 --> 03:25:57.676]  Hanseatic League.
[03:25:57.676 --> 03:25:59.697]  It's on my website.
[03:25:59.697 --> 03:26:08.443]  If you go to my website and go to the Research Department, it goes to the Research, you will see a box saying, Words to Research.
[03:26:09.198 --> 03:26:15.423]  Go on the Words to Research and check down into the H's and you'll see Hanseatic League.
[03:26:15.423 --> 03:26:21.667]  The Hanseatic League is extremely important to the Illuminati story today.
[03:26:21.667 --> 03:26:32.635]  And connected to the Hanseatic League, which most people don't even know exists, is something called, and write it down, Teutonic Zionism.
[03:26:32.635 --> 03:26:36.558]  It is not Semitic Jewish Zionism, no.
[03:26:37.270 --> 03:26:38.891]  The word is Teutonic.
[03:26:38.891 --> 03:26:43.235]  T-E-U-T-O-N-I-C.
[03:26:43.235 --> 03:26:47.478]  The Teutonic Knights are the German branch of the Knights Templars.
[03:26:47.478 --> 03:26:48.539]  That's right.
[03:26:48.539 --> 03:26:49.920]  That's the name of the tomb.
[03:26:49.920 --> 03:26:52.802]  The Teutonic Zionism.
[03:26:52.802 --> 03:26:59.387]  It's a whole secret order that has been in operation for a thousand years.
[03:26:59.387 --> 03:27:03.651]  It is the whole story behind America, England,
[03:27:04.361 --> 03:27:17.145]  And the things which are going on on the earth today, and if you don't understand Hanseatic League and Teutonic Zionism, you're never going to figure out the name of the tune and how this thing is being played.
[03:27:17.145 --> 03:27:27.808]  And I've been looking at this for 48 years, and I'm telling you that unless and until you have the whole story, you're not going to get to the bottom of anything.
[03:27:27.808 --> 03:27:33.930]  Because like I said in the beginning, the first hour, your decisions in life are only as good as your information.
[03:27:34.500 --> 03:27:40.201]  And the really extraordinary information has never been allowed to be given to the people.
[03:27:40.201 --> 03:27:45.422]  So I'm just getting you started into a truly arcane occult research.
