[00:14:10.250 --> 00:14:11.692]  You, Alex, are fearless.
[03:39:29.615 --> 03:39:30.375]  Trump's the president.
[03:39:30.455 --> 03:39:31.016]  Trump won.
[03:39:31.436 --> 03:39:34.218]  You know, OK, why is Mueller trying to destroy the country?
[03:39:34.938 --> 03:39:41.263]  So I just want to go to the callers and get your opinions on this, your angles on this, what you think needs to be happening with the Mueller investigation.
[03:39:41.283 --> 03:39:42.143]  Where do you think it goes from here?
[03:39:42.624 --> 03:39:44.345]  Did you say Ken in Dallas, guys?
[03:39:46.380 --> 03:39:46.741]  Kevin?
[03:39:47.181 --> 03:39:48.063]  Alright, Kevin, go ahead.
[03:39:48.083 --> 03:39:51.469]  Can you hear me?
[03:39:52.430 --> 03:39:52.791]  Yeah, Kevin.
[03:39:52.811 --> 03:39:55.636]  What do you think needs to be done to this Robert Mueller investigation?
[03:39:57.032 --> 03:39:59.995]  Okay, with this, I mean, this is just out of control.
[03:40:00.035 --> 03:40:16.689]  I mean, the fact that the whole investigation is based off of a phony dossier is just, it's insane, and that they keep, they're not reporting, the special counsel doesn't report to anyone when they're supposed to be reporting back, what is it, every six months to their higher-ups to make sure?
[03:40:17.492 --> 03:40:21.253]  You know, that they're not above the law, that they're not God, basically.
[03:40:21.293 --> 03:40:27.314]  I mean, and you have Mueller on this witch hunt for two years, spending millions of dollars, I mean, taxpayers' money.
[03:40:27.714 --> 03:40:33.375]  You got Jeff Sessions completely compromised, you know, and Rosenstein as well.
[03:40:33.435 --> 03:40:36.495]  I mean, it's unbelievable what we have going on right now.
[03:40:36.595 --> 03:40:39.756]  All the corruption, it's just insane what needs to happen.
[03:40:39.796 --> 03:40:45.497]  I mean, I understand, what I think is, I understand that people and their families are probably being threatened.
[03:40:46.683 --> 03:40:54.466]  That, you know, they really, right now, anybody in the White House is being threatened.
[03:40:54.726 --> 03:40:56.347]  And they're ruining people's lives, too.
[03:40:56.407 --> 03:40:57.548]  I mean, look at what's happening.
[03:40:57.828 --> 03:41:03.670]  Michael Caputo, Paul Manafort, Michael Flynn, Roger Stone, even Alex Jones.
[03:41:03.710 --> 03:41:05.531]  I mean, they're ruining people's lives.
[03:41:06.231 --> 03:41:30.260]  I debate every day with my co-workers and colleagues, and I try to get in their heads that we're in a civil war with business suits and ties right now, and, you know, anybody who's going up against these neocons or the globalist puppets that have been in office for 30 years or more, you know, all these lifer politicians, these are the same people who led us into Iraq, these are the same people who, you know,
[03:41:30.700 --> 03:41:31.641]  We're good to go.
[03:41:45.973 --> 03:41:56.396]  I mean, I debate every single day to them, you know, with these... My coworkers are all very, you know, leftist, but I deal with it every day, and I get it through their heads, like, you know, the facts are there.
[03:41:56.816 --> 03:41:57.817]  These are the same people.
[03:41:57.877 --> 03:42:05.899]  These people are absolutely corrupt, and I mean, Loretta... No, see, that's the craziest part about it, though, is that there's people that actually believe it.
[03:42:05.939 --> 03:42:09.860]  I mean, that's the craziest thing to me, is that you have people that are so dumbed down
[03:42:10.535 --> 03:42:14.298]  They'll come up to me and they'll say, oh, you're going down for colluding with Russia.
[03:42:14.398 --> 03:42:15.959]  It's like, really, dude?
[03:42:16.259 --> 03:42:17.700]  Like, you're that stupid?
[03:42:18.381 --> 03:42:19.942]  But they actually believe this.
[03:42:20.202 --> 03:42:24.245]  And the longer this Mueller thing goes on, the longer their belief is going to maintain.
[03:42:25.086 --> 03:42:27.387]  That there's something there when there is nothing there.
[03:42:27.427 --> 03:42:28.308]  They have found nothing.
[03:42:28.348 --> 03:42:29.989]  If they did find anything, they would have leaked it.
[03:42:30.109 --> 03:42:42.656]  All they have is some payment to a damn hooker who gets more television time than a veteran that can't even get surgery because a VA hospital in Los Angeles can't even get itself cleaned up enough to perform a surgery.
[03:42:43.096 --> 03:42:47.099]  Oh, but let's let in another thousand illegal immigrants and let's focus on Stormy Daniels.
[03:42:47.119 --> 03:42:47.699]  Forget the veterans.
[03:42:48.099 --> 03:42:49.380]  Alright, more of your calls on the other side.
[03:42:49.400 --> 03:42:50.401]  Fourth Hour, Alex Jones Show.
[03:42:50.421 --> 03:42:50.921]  Don't go anywhere.
[03:42:54.165 --> 03:42:56.469]  Infowars Life is launching its newest product.
[03:42:56.509 --> 03:42:58.251]  We're really, really proud of it.
[03:42:58.672 --> 03:43:01.496]  It's a best source prebiotic fiber.
[03:43:02.606 --> 03:43:13.658]  And it's got the very best concentrated fibers from berries and fruits and other compounds that have been known to be the very best for your body and for regularity and so much more.
[03:43:14.099 --> 03:43:23.169]  And it synergistically works with our 50 billion live active culture flora life as well as MycoZx that targets the yeast, the mold, and the funguses in the gut.
[03:43:23.689 --> 03:43:29.255]  So this is the time to take advantage of getting this new incredible fiber product and these other products.
[03:43:29.476 --> 03:43:34.641]  You get them separately or together and make really, really big savings and get high quality products at the same time.
[03:43:34.902 --> 03:43:36.884]  And I'm doing this to introduce these products to you.
[03:43:37.184 --> 03:43:39.206]  Bodies sold out in a month.
[03:43:40.452 --> 03:43:43.276]  Strongest concentrated turmeric formula we could come up with.
[03:43:43.476 --> 03:43:44.878]  It sold out for another month and a half.
[03:43:45.499 --> 03:43:48.063]  We sold it at 50% off till it sold out.
[03:43:48.824 --> 03:43:50.786]  And I think it's gonna be the same way with this fiber.
[03:43:51.347 --> 03:43:53.611]  Get yours today in fullwarslife.com.
[03:43:54.468 --> 03:43:55.209]  I'm so excited.
[03:43:55.269 --> 03:44:04.835]  The new product at Infowarslife.com, in a glass bottle, two-month servings, filled to the brim, filled to the absolute top, the real red pill.
[03:44:05.435 --> 03:44:10.599]  This is a heart and brain pill, a nootropic, but it doesn't have any stimulants in it.
[03:44:10.939 --> 03:44:13.741]  But boy, does it stimulate, because it's beyond that.
[03:44:13.941 --> 03:44:22.707]  Quite frankly, I just went off what I saw medical doctors prescribing to their patients, but it wasn't prescription, but they were charging people $100, $200.
[03:44:24.808 --> 03:44:29.610]  For the formulae, and I came up with our own formula, working with some scientists and developers.
[03:44:30.130 --> 03:44:32.891]  Non-GMO, made right here in America, 120 capsules.
[03:44:33.031 --> 03:44:43.915]  And ladies and gentlemen, you add the preglanone to it, which is the precursor to all the hormones that your body has to have to even make the hormones in your glands.
[03:44:44.415 --> 03:44:45.696]  It is amazing!
[03:44:47.096 --> 03:44:52.058]  Red Pill, now available at InfoWarsStore.com, and your purchase fugs the operation.
[03:44:53.840 --> 03:45:05.389]  I knew about iodine a long time ago and the effects of iodine because looking at, again, the root cause of what's going on, we are all exposed to endocrine-disrupting chemicals every single day.
[03:45:05.429 --> 03:45:06.369]  We're exposed to lead.
[03:45:06.409 --> 03:45:07.430]  We're exposed to mercury.
[03:45:07.470 --> 03:45:12.474]  We're exposed to bromine, chlorine, and fluoride, the other toxic halogens.
[03:45:12.854 --> 03:45:17.858]  But think about what's going on right now in America and around the world.
[03:45:17.958 --> 03:45:20.080]  What does an iodine deficiency do?
[03:45:20.880 --> 03:45:22.262]  Well, causes you to gain weight.
[03:45:22.382 --> 03:45:26.005]  Think of all the thyroid problems that we're having and we're seeing right now around the world.
[03:45:26.106 --> 03:45:31.110]  Our bodies absolutely must have the good halogen, iodine, or we will die.
[03:45:31.471 --> 03:45:36.936]  And you look at all of the thyroid problems and all the people that don't have energy, that have all sorts of hormone problems.
[03:45:37.317 --> 03:45:42.542]  And from my research, and a lot of just mainline research, it leads back to iodine over
[03:45:42.882 --> 03:45:43.843]  And over and over again.
[03:45:43.903 --> 03:45:50.807]  If you've been in this field as long as I have, like 20-something years, you know it's very hard to detoxify and to get those things out of the body.
[03:45:51.047 --> 03:45:53.228]  Iodine is one of those miracle substances.
[03:45:53.328 --> 03:45:54.869]  I mean, this is so massive.
[03:45:54.949 --> 03:46:08.177]  Just iodine alone is just as critical as vitamin C. I would say it's even more critical because you look at all of the glandular tissue in the body, the reproductive tissue, the ovaries, the breast tissue in women, the prostate gland.
[03:46:08.197 --> 03:46:08.918]  Fertility is key.
[03:46:09.458 --> 03:46:19.645]  Fertility, but all your glands are what, really, your pituitary gland, which gets calcified with fluoride, the parathyroid, the pancreas, the GI tract, actually.
[03:46:19.685 --> 03:46:26.070]  The whole GI tract is a gland that needs iodine because the GI tract produces serotonin and all these things.
[03:46:26.450 --> 03:46:30.473]  Iodine is the miracle substance that pretty much everybody needs.
[03:46:30.513 --> 03:46:34.035]  And you're carrying your kid on your shoulder up a big hill, and you get up to take him off, it's like you're flying.
[03:46:34.536 --> 03:46:35.937]  All of a sudden, it was like, boom!
[03:46:36.397 --> 03:46:38.138]  Started losing weight, all this energy.
[03:46:38.158 --> 03:46:40.559]  I guess the iodine was sucking garbage out.
[03:46:40.899 --> 03:46:45.361]  It's as important as vitamin C. You gotta have vitamin C. You gotta have iodine to live.
[03:46:45.381 --> 03:46:46.421]  You gotta have water to live.
[03:46:46.581 --> 03:46:50.083]  Get your Survival Shield X2 Nascent Iodine.
[03:46:50.243 --> 03:46:53.684]  Now 25% off at Infowarsstore.com.
[03:46:57.225 --> 03:46:59.867]  You're listening to the Alex Jones Show.
[03:47:14.978 --> 03:47:18.901]  If you are receiving this transmission, you are the resistance.
[03:47:19.341 --> 03:47:21.763]  You're listening to Alex Jones.
[03:47:24.105 --> 03:47:31.010]  Well, Donald Trump just knocked it out of the park at the NRA convention in Dallas.
[03:47:31.170 --> 03:47:42.399]  He invoked, obviously, the Second Amendment, free speech, the nonsense of the Russian collusion probe, a total phony narrative to undermine the president and this country.
[03:47:43.573 --> 03:47:47.175]  Then he compares London, gun-free London, to a war zone.
[03:47:48.375 --> 03:47:50.777]  And Matt Drudge picks that up and runs with the headline, front page.
[03:47:51.757 --> 03:47:52.657]  Red-linked it, Drudge.
[03:47:53.238 --> 03:47:56.059]  Judge, question Mueller's power in Manafort.
[03:47:57.040 --> 03:48:00.001]  Case, basically saying they're lying.
[03:48:00.101 --> 03:48:02.282]  They're only, you know, trying to get rid of the President.
[03:48:02.302 --> 03:48:03.663]  There's nothing to this Russian thing.
[03:48:04.163 --> 03:48:05.364]  So it's really all coming down.
[03:48:05.484 --> 03:48:07.485]  I mean, it really is all coming down.
[03:48:08.065 --> 03:48:10.106]  Meanwhile, you've got all of the
[03:48:12.028 --> 03:48:15.670]  I'm not just trying to play partisan politics here, I'm just saying it how it is.
[03:48:16.150 --> 03:48:27.036]  All of these liberal show hosts, like Charlie Rose, I forget, there's like five of them now, that have like dozens of women accusing them of sexual assault.
[03:48:27.396 --> 03:48:28.957]  They're getting sued now.
[03:48:29.317 --> 03:48:34.460]  These are the same people that were reporting on Trump being a misogynist, on Trump abusing women.
[03:48:35.140 --> 03:48:36.501]  No, they're abusing women.
[03:48:37.182 --> 03:48:38.582]  They're colluding with Russia.
[03:48:39.042 --> 03:48:39.783]  That's them!
[03:48:40.672 --> 03:48:41.433]  They are the phonies.
[03:48:41.633 --> 03:48:42.554]  They are the liars.
[03:48:42.914 --> 03:48:44.035]  Yeah, Tom Brokaw.
[03:48:44.515 --> 03:48:46.317]  There's been like five of them now.
[03:48:47.417 --> 03:48:48.979]  So it's really all coming down.
[03:48:49.059 --> 03:48:57.185]  So the question then becomes, and I'm not addressing this to the audience, it's like, what do the globalists, what does the deep state do next in their final moments of panic?
[03:48:57.526 --> 03:48:59.347]  Do they launch a false flag?
[03:48:59.367 --> 03:49:00.748]  Do they release a bio weapon?
[03:49:01.429 --> 03:49:02.289]  Who knows what they're going to do?
[03:49:02.369 --> 03:49:04.992]  They are in their last legs right now.
[03:49:05.132 --> 03:49:05.592]  This is it.
[03:49:06.193 --> 03:49:07.514]  And I've been saying this for a week now.
[03:49:08.094 --> 03:49:09.015]  By the end of June,
[03:49:10.442 --> 03:49:11.103]  It's going down.
[03:49:11.483 --> 03:49:13.845]  Something big is going down by the end of June.
[03:49:14.305 --> 03:49:15.086]  I would predict that.
[03:49:15.146 --> 03:49:16.427]  Now, let's go back out to the phone lines.
[03:49:16.447 --> 03:49:18.289]  We've got James calling in from New York.
[03:49:18.329 --> 03:49:24.814]  My question today for the audience, what do you think is the what do we do with the Mueller investigation?
