[00:00:09.844 --> 00:00:11.406]  Dragon Energy activates!
[03:19:29.966 --> 03:19:30.906]  You are the InfoWars.
[03:19:31.346 --> 03:19:43.653]  Americana and true freedom and true Western civilization and true Christianity is the light of the world and we're bringing it back into the world boldly and the enemy is attacking us because they know we have the answer.
[03:19:43.913 --> 03:19:47.035]  We have the light in the dark of the night and so do all of you.
[03:19:47.315 --> 03:19:48.176]  So I ask you today
[03:19:48.516 --> 03:19:50.277]  You're listening to the Alex Jones Show!
[03:20:19.008 --> 03:20:22.910]  You are listening to an InfoWars.com Frontline Report.
[03:20:23.350 --> 03:20:27.291]  If you are receiving this transmission, you are the resistance.
[03:20:27.871 --> 03:20:31.153]  And now, your host, Roger Stone.
[03:20:33.504 --> 03:20:36.046]  Welcome back to the Alex Jones Show.
[03:20:36.446 --> 03:20:42.971]  I'm your genial host, Roger Stone, and we are the cutting edge.
[03:20:43.111 --> 03:20:44.852]  We are the resistance.
[03:20:45.393 --> 03:20:58.723]  That's why you saw an extraordinary hearing in Congress yesterday, where Democrats who used to believe in the First Amendment and civil liberties now speak openly about the need to gag us.
[03:20:59.403 --> 03:21:08.188]  To strangle us, to kill our First Amendment rights and our right to disagree with them and express ourselves.
[03:21:09.108 --> 03:21:14.511]  In fact, it's un-American to see congressmen like Ted Douche, I mean Deutsch,
[03:21:15.311 --> 03:21:20.316]  Uh, cavorting around talking about silencing our First Amendment rights.
[03:21:20.757 --> 03:21:33.869]  Congressman, I know you're dumb, but try reading the Constitution, the First Amendment part, and maybe you'll understand that America is based on a concept of freedom, and that includes free speech.
[03:21:34.730 --> 03:21:51.851]  Joining us later on the War Room will be Congressman Deutch's opponent, Javier Manderes, the Republican, who is going to discuss the outlandish extremist position of Congressman Deutch when it comes to censorship.
[03:21:52.745 --> 03:22:06.795]  But the stunning admission by Mark Zuckerberg that he favors slow strangulation of info wars instead of outright decapitation is an outrage in itself.
[03:22:07.947 --> 03:22:27.110]  All one has to do is be on Facebook today, where I have 150,000 followers at the Stone Cold Truth, yet when I post something I have written, I get two reposts, seven reposts, three reposts.
[03:22:27.844 --> 03:22:36.415]  And then every once in a while they'll let you have a hundred so as not to catch on to their manipulation of the algorithms.
[03:22:37.216 --> 03:22:44.124]  These illegal monopolistic practices have got to be exposed in a court of law.
[03:22:44.625 --> 03:22:46.708]  And that is where this fight is going.
[03:22:47.148 --> 03:22:50.611]  The fight for censorship will be fought out at all levels.
[03:22:51.191 --> 03:22:57.056]  In the streets through peaceful protest, on the net, and in the courts.
[03:22:57.796 --> 03:23:13.909]  Not to mention pushing this administration to have the assistant or deputy attorney general for antitrust to bring an immediate action against Facebook, Twitter, Google, Amazon, and others.
[03:23:14.707 --> 03:23:33.100]  You see, it's not just the future of InfoWars, it's not just the future broadcasts of Alex Jones, or Roger Stone, or David Knight, or Owen Schroyer, or Rob Dew, and so many of the other incredibly talented people here at InfoWars.
[03:23:33.900 --> 03:23:38.022]  It's the future of Donald Trump and this administration.
[03:23:38.582 --> 03:23:42.264]  It's the future of a free and fair election.
[03:23:42.944 --> 03:23:44.965]  They worry about Russian hacking.
[03:23:45.525 --> 03:23:47.926]  I worry about leftist censorship.
[03:23:48.526 --> 03:23:58.711]  You see, 2016 was the first year in which the mainstream media lost their stranglehold monopoly on political discourse.
[03:23:59.671 --> 03:24:14.301]  Prior to 2016, when critical mass was finally reached, if it didn't happen on ABC, NBC, CBS, CNN, and sometimes on Fox, well, it didn't happen at all.
[03:24:15.305 --> 03:24:23.351]  The rise of a free and open internet gave rise to a robust and alternative media.
[03:24:23.892 --> 03:24:34.320]  And that alternative media gave Donald Trump a forum for a counter-narrative to the lies being spread by the network.
[03:24:34.400 --> 03:24:35.401]  You remember those.
[03:24:36.061 --> 03:24:38.702]  Hillary Clinton was a sure thing.
[03:24:39.263 --> 03:24:40.703]  The odds of her winning?
[03:24:40.723 --> 03:24:40.703]  90%.
[03:24:41.604 --> 03:25:01.114]  The extraordinary extent to which the mainstream media went to create an atmosphere in which it was unquestioned that Hillary would win, seeking to create a self-fulfilling prophecy, was extraordinary.
[03:25:01.974 --> 03:25:25.891]  And without InfoWars, without Breitbart, without The Daily Caller, without terrific talking heads like Sean Hannity and Tucker Carlson and Laura Ingraham and others, and without InfoWars being in the vanguard, the election of Donald Trump would just never have been possible.
[03:25:27.003 --> 03:25:34.892]  Now, they would like to run the 2018 elections and the 2020 elections without our voices.
[03:25:35.853 --> 03:25:43.441]  And it's important that our fellow conservatives understand, we at InfoWars are the test case.
[03:25:44.362 --> 03:25:45.424]  We go first.
[03:25:46.144 --> 03:25:47.806]  If they decapitate us,
[03:25:48.834 --> 03:25:50.415]  They're coming for Sean Hannity.
[03:25:50.996 --> 03:25:52.817]  They're coming for Tucker Carlson.
[03:25:53.417 --> 03:25:55.559]  They're coming for Laura Ingraham.
[03:25:56.099 --> 03:25:58.161]  They're coming for Michael Savage.
[03:25:58.721 --> 03:26:00.983]  They're coming for Rush Limbaugh.
[03:26:01.503 --> 03:26:10.930]  They're coming for Breitbart, The Daily Caller, and so many other conservative outlets, like The Gateway Pundit, and so many others.
[03:26:11.750 --> 03:26:17.653]  This is the way in which we are not only the tip of the spear, but we are the test case.
[03:26:18.433 --> 03:26:27.078]  So object to the censorship of InfoWars or face the same censorship yourself in the days ahead.
[03:26:28.157 --> 03:26:36.164]  This would be a spectacular time to remind you that we need your support in this epic war against censorship.
[03:26:36.925 --> 03:26:44.891]  You have no idea the millions of dollars it will cost Alex Jones and InfoWars to fight the malicious,
[03:26:45.652 --> 03:26:51.797]  Baseless harassment lawsuits that have been filed against InfoWars across the country.
[03:26:52.558 --> 03:26:56.621]  These stories, these lawsuits have two purposes.
[03:26:57.381 --> 03:27:12.473]  One is to generate vicious negative headlines that can then be cited in turn as the basis for silencing our voices at YouTube, on Facebook, on Twitter, and so on.
[03:27:13.414 --> 03:27:23.782]  It is going to cost literally millions of dollars to fight this Soros-funded onslaught against InfoWars.
[03:27:24.662 --> 03:27:26.324]  We cannot do it alone.
[03:27:27.184 --> 03:27:34.529]  Therefore, I ask you to go to the InfoWars site now and find the location where you can make a contribution.
[03:27:35.470 --> 03:27:52.664]  If you're not in the market for one of our great nutraceuticals, if you're not looking for any of our great First Amendment-oriented t-shirts, if you don't want to buy my terrific book, Stone's Rules, at a very special price, well then do the next best thing.
[03:27:53.224 --> 03:27:58.909]  Go to the donation portion of the site and send us $50 or $100 or $250 or $500.
[03:28:03.953 --> 03:28:09.716]  Yes, some InfoWarriors have sent as much as $1,000 or more.
[03:28:10.316 --> 03:28:10.717]  Why?
[03:28:10.817 --> 03:28:16.499]  Because they know that this is the single most important challenge we face.
[03:28:17.320 --> 03:28:30.547]  Whether we win in 2018 and 2020, whether we can keep the new American Revolution going, whether the free ideas expressed here at InfoWars are allowed to continue,
[03:28:31.347 --> 03:28:32.688]  Really, up to you.
[03:28:32.708 --> 03:28:35.589]  The entire question is up to you.
[03:28:36.230 --> 03:28:37.430]  We need your support.
[03:28:38.011 --> 03:28:41.332]  We do not exaggerate the stakes or the dangers.
[03:28:41.753 --> 03:28:43.373]  We are not crying wolf.
[03:28:43.894 --> 03:28:50.057]  This is an all-out war of censorship, an effort to strangle our First Amendment rights.
[03:28:50.497 --> 03:28:55.720]  It was there on full display on the House floor of Congress yesterday.
[03:28:56.300 --> 03:29:01.483]  Please go to TheInfoWars.com site now and support us with your dollars.
[03:29:01.843 --> 03:29:06.005]  This country is now officially in a state of civil war.
[03:29:06.786 --> 03:29:14.790]  Multiple members of Congress, rabid Democrats, have called for a military coup against President Donald J. Trump.
[03:29:15.210 --> 03:29:24.215]  We also have former Deputy Director of the FBI and Deputy Director of the CIA coming out and calling for the, quote, deep state to remove the President.
[03:29:25.075 --> 03:29:32.543]  Ladies and gentlemen, if you saw that going on in Russia, our news media would accurately say that they were in a state of civil war.
[03:29:32.823 --> 03:29:36.307]  If you saw that happening in the EU, that would be an accurate assumption.
[03:29:36.807 --> 03:29:43.654]  Even a few weeks ago, USA Today interviewed professors that said they believe we were already in the early stages of a civil war.
[03:29:44.575 --> 03:29:54.346]  I have been ridiculed for pointing out that Democrats the last year and a half were quietly planning it in their own policy papers funded by George Soros and others.
[03:29:54.686 --> 03:29:58.490]  But now it's out in the open and this country is in maximum danger.
[03:29:59.111 --> 03:30:06.338]  They are trying to induce Trump derangement syndrome onto CNN and MSNBC and NPR audiences.
[03:30:07.219 --> 03:30:24.456]  To believe the hysteria that Russia wants to build walls, that Russia wants to expand our military, that Russia wants to bring our economy back, that Russia wants to devastate its own oil and gas imports as Trump has done, that Russia wants Trump to ship anti-tank missiles to Ukraine to attack Russians?
[03:30:25.177 --> 03:30:30.221]  The truth is, Trump's been too hardcore on Russia, because Russia hasn't done anything to the U.S.
[03:30:30.741 --> 03:30:36.786]  It's the communist Chinese that are on record owning Hollywood, owning our national debt, and trying to basically break this country up.
[03:30:37.087 --> 03:30:38.388]  They're allied with the Democrats.
[03:30:38.708 --> 03:30:39.508]  They're the real traitors.
[03:30:39.949 --> 03:30:51.358]  That's why Congressman Stephen Cohen has called for a military coup against the president, because he is a traitor, working with the chi-coms, working with the multinational corporations.
[03:30:51.718 --> 03:31:00.001]  That's why Phil Mudd of the CIA and the FBI has come out on CNN just last night and said Trump is a traitor.
[03:31:00.061 --> 03:31:08.144]  He needs to be overthrown for meeting with the Russian leader and being nice, at least in the things he said, but not in Trump's actions.
[03:31:08.304 --> 03:31:08.945]  It's incredible.
[03:31:09.365 --> 03:31:18.148]  And then we've got, of course, rabid wolf Blitzer attacking Senator Rand Paul for pointing out that Trump's just trying to stop a new Cold War from taking place.
[03:31:18.168 --> 03:31:18.368]  Okay.
[03:31:44.622 --> 03:31:50.346]  The 25th Amendment invoked, and they're calling for people inside Trump's cabinet to call for him to be removed.
[03:31:50.726 --> 03:31:52.688]  This isn't just a civil war they've kicked off.
[03:31:53.128 --> 03:32:07.419]  It is an attempted coup that is in plain view, and the public and everyone else must respond by calling Congress, calling the President, and calling other individuals in our government and telling them, stand by the election, stand by the voters, stand by the Republic.
[03:32:07.759 --> 03:32:09.240]  My goodness, the country's coming back.
[03:32:09.380 --> 03:32:10.561]  So many great things are happening.
[03:32:10.761 --> 03:32:13.503]  We're making the nation great again, and these traitors can't stand it.
[03:32:13.823 --> 03:32:16.826]  That said, InfoWars is under unprecedented attack as well.
[03:32:17.266 --> 03:32:20.810]  As you see thousands of articles a week saying, shut us down, take us off the air.
[03:32:21.170 --> 03:32:29.158]  Without you spreading the word, the articles, the videos, without you buying products at InfoWarsStore.com, they will defeat us as a key outpost in the fight against globalism.
[03:32:29.258 --> 03:32:29.979]  Spread the articles.
[03:32:30.019 --> 03:32:30.920]  Spread the videos.
[03:32:31.160 --> 03:32:35.624]  Subscribe to the new official InfoWars app at InfoWars.com forward slash app.
