[00:00:23.547 --> 00:00:24.727]  From the front lines.
[03:31:39.857 --> 03:31:41.438]  Our average markup is about 130 percent or so.
[03:31:41.458 --> 03:31:42.799]  Some are 90 percent, some are 150.
[03:31:42.839 --> 03:31:44.280]  You've got marketing other costs that go in.
[03:31:47.202 --> 03:31:48.043]  But here's an example.
[03:31:48.864 --> 03:31:56.450]  The average male or female enhancement, over-the-counter supplement has some real stuff in it.
[03:31:56.470 --> 03:31:58.192]  It just has a little bit in it.
[03:31:58.652 --> 03:32:04.817]  Many times the bottle, this is a nice glass bottle, costs more than the ingredients that these companies put out.
[03:32:05.498 --> 03:32:10.604]  Because I work with the top four formulators in the country, and they say, listen, no one puts as much as you do into these.
[03:32:10.885 --> 03:32:19.235]  They said your leading competitors might put $6, $7 in, and you're putting $15, $20, $30, $40, depending on the product, in them.
[03:32:19.635 --> 03:32:20.656]  Nobody else does that.
[03:32:20.736 --> 03:32:23.400]  Well, we do, and that's why they're so powerful.
[03:32:23.920 --> 03:32:40.056]  Bottom line, you're getting top-of-the-line supplements that people absolutely love, that have blown me away, that fund the info war, and we are industry leaders in quality testing and the amount of the best product that we put into the product that ends up getting delivered to your door.
[03:32:40.476 --> 03:32:49.418]  So, you get the best supplements at the very, very best price, and you fund the InfoWar that's given the whole world incredible results against the Globalists, a 360 win.
[03:32:49.438 --> 03:32:51.799]  Again, Alpha Power sold out for months.
[03:32:52.179 --> 03:32:57.660]  The second shipment is now in at InfoWarsLive.com or InfoWarsStore.com by calling toll-free, AAA-253-3139.
[03:32:57.700 --> 03:32:58.300]  A total 360 win.
[03:32:58.340 --> 03:32:59.541]  You're listening to the Alex Jones Show.
[03:33:19.308 --> 03:33:27.694]  Discover trends and global developments years before they happen, right here on the Alex Jones Show.
[03:33:32.162 --> 03:33:34.042]  Welcome back to the Alex Jones Show!
[03:33:34.422 --> 03:33:36.743]  Joel Gilbert coming to you right from the left coast.
[03:33:37.503 --> 03:33:40.904]  You know me from my recent film, of course, it's Trump the Art of the Insult.
[03:33:41.184 --> 03:33:46.425]  Don't forget to go to the Alex Jones Store, support InfoWars and get this great new film.
[03:33:46.445 --> 03:33:49.765]  I'm going to be taking some calls shortly for my guest.
[03:33:50.045 --> 03:33:50.726]  It's going to be 1-877-789-2539.
[03:33:50.746 --> 03:33:51.006]  That's 877-789-ALEX.
[03:33:59.505 --> 03:34:03.847]  My guest is the iconic Hollywood film director and writer.
[03:34:04.468 --> 03:34:12.092]  He's known for such films as Miracle on Ice, Hanoi Hilton, Ruby Ridge, Kissinger, Nixon, so many more films.
[03:34:12.632 --> 03:34:16.334]  He was one of the founders of the Hollywood conservative group Friends of Abe.
[03:34:16.354 --> 03:34:20.296]  Let's take a quick look at some movie clips to remind you of Lionel's films.
[03:34:25.498 --> 03:34:26.459]  There were 20 of them.
[03:34:27.580 --> 03:34:29.224]  They didn't know how they were gonna do it.
[03:34:30.047 --> 03:34:31.531]  But they knew they wanted to win.
[03:34:31.551 --> 03:34:31.731]  Okay.
[03:34:49.016 --> 03:34:53.180]  Just a few of the films from Lionel Chatwin joining us now from the Hollywood Hills.
[03:34:54.101 --> 03:34:55.423]  Lionel, welcome to InfoWars.
[03:34:56.084 --> 03:34:57.125]  I'm very happy to be here.
[03:34:57.185 --> 03:34:57.985]  Thanks for having me, Joel.
[03:34:59.167 --> 03:35:10.679]  OK, well, before we get into the Hollywood left liberal bias and everything going on in Hollywood, today Harvey Weinstein was finally brought into court.
[03:35:11.440 --> 03:35:14.121]  Can you give us some perspective being in Hollywood all this time?
[03:35:14.141 --> 03:35:16.222]  Does the Me Too movement have it right?
[03:35:16.423 --> 03:35:21.005]  Or is there more to this scenario than people really understand?
[03:35:22.526 --> 03:35:31.410]  Well, you know, Hollywood, the entertainment business generally, has always been something of a twilight in terms of morality, in terms of the way people interact.
[03:35:31.910 --> 03:35:33.291]  It's just in the nature of the beast.
[03:35:34.852 --> 03:35:37.573]  And clearly there is abuse.
[03:35:37.593 --> 03:35:39.114]  Abusive attitudes of
[03:35:40.173 --> 03:35:41.214]  People towards one another.
[03:35:42.114 --> 03:35:45.015]  But it has less to do with gender than what would be led to believe.
[03:35:46.436 --> 03:35:54.900]  When in the very beginning of my career, most of the people for whom I worked were men, development executives and development was largely male preserved.
[03:35:55.420 --> 03:35:58.381]  By the 1990s, it was almost universally women.
[03:36:00.022 --> 03:36:03.823]  And I mean, there are all kinds of stories at two levels.
[03:36:04.424 --> 03:36:07.365]  One are women in power who exploited that power
[03:36:08.401 --> 03:36:11.943]  To enhance their entertainment, or however you'd like to say that.
[03:36:12.683 --> 03:36:20.606]  And so the abusive behavior in Hollywood is not only a function of gender, it's really a function of power.
[03:36:21.066 --> 03:36:30.090]  And those who are in power will tend to exploit that power for their own pleasure, enjoyment, or whatever.
[03:36:30.630 --> 03:36:36.373]  The other thing is, you'll hear this from people who have
[03:36:37.310 --> 03:36:39.871]  One person in particular had a hilarious story.
[03:36:39.931 --> 03:36:41.071]  They weren't hilarious, actually.
[03:36:41.591 --> 03:36:53.955]  But during the casting sessions for programs, women, young women, particularly the shows that were headed or aimed at a younger audience, they'd come into audition and they'd do what's called the Sharon Stone.
[03:36:53.995 --> 03:37:02.398]  You know, they'd flash, sending a clear message of availability should the right thing turn out.
[03:37:02.438 --> 03:37:02.578]  So
[03:37:03.656 --> 03:37:07.359]  So, the sexual abuse is real, it's dehumanizing, it's unpleasant.
[03:37:09.400 --> 03:37:18.387]  I know many men, including myself when I was younger and looked a little better, and was in better shape, I suppose, who have experienced it on the other side.
[03:37:19.048 --> 03:37:21.149]  So, it's endemic.
[03:37:22.110 --> 03:37:27.634]  I'm glad they're catching up to thugs like Harvey Weinstein, because Harvey is a thug, was a thug, and everyone knew he was a thug.
[03:37:27.994 --> 03:37:30.176]  The only person I ever saw up to him, actually, was Brad Pitt.
[03:37:30.979 --> 03:37:32.200]  Okay, well, as a
[03:38:00.423 --> 03:38:11.675]  You're known as a filmmaker who's told these great American stories of freedom, trying to explain the stories of American heroism and courage and American values for many years.
[03:38:12.276 --> 03:38:18.643]  What have you been up against in Hollywood in the past, you know, in your career, and has it gotten worse?
[03:38:18.683 --> 03:38:22.426]  Are these stories true that liberals and the left don't want to hear?
[03:38:23.187 --> 03:38:28.009]  Conservatives' points of view or conservative films, even if it would make them a ton of money.
[03:38:28.189 --> 03:38:29.529]  Can you give us the background?
[03:38:29.589 --> 03:38:40.672]  Yeah, I think there are various reasons why the liberal point of view prevailed in spite of the fact that it was really counterintuitive in terms of the economic interest in the studios.
[03:38:43.193 --> 03:38:45.374]  The problem today are the streaming services.
[03:38:46.468 --> 03:38:53.313]  Netflix, and Amazon, Hulu, and some of the newer channel stars, and so on and so forth.
[03:38:53.893 --> 03:38:55.874]  They're concerned with their business, not ratings.
[03:38:56.214 --> 03:38:59.036]  Ratings no longer kind of generate in that world.
[03:38:59.096 --> 03:39:00.117]  It's what they call churn.
[03:39:00.617 --> 03:39:05.760]  And churn is a number of people, the difference between the number of people who sign on in a month and the number of people that don't sign on.
[03:39:06.180 --> 03:39:10.403]  And if you've got more people signing on than quitting, then you have a positive churn if more quit them.
[03:39:11.003 --> 03:39:13.625]  And so they feel the best way to improve their churn
[03:39:14.863 --> 03:39:17.405]  is to win awards.
[03:39:17.785 --> 03:39:33.395]  So the objective of much of the programming on Netflix, Showtime and all of these outlets is to win an Emmy or if they could get a qualifying release to win an Oscar or to be nominated or to get, you know, that kind of publicity during award season.
[03:39:33.415 --> 03:39:34.716]  They feel that will attract people.
[03:39:35.317 --> 03:39:40.260]  Well, of course, the only way you can get those awards is by catering to that very small audience.
[03:39:40.896 --> 03:39:52.269]  The Academy, when I've been in the Academy for a very long time, my first produced film, The Apprenticeship of Denny Kravitz, I got an Oscar nomination, so I've been a member ever since.
[03:39:53.070 --> 03:39:57.715]  But the Academy, two years ago, after the Oscar So White campaign,
[03:39:58.576 --> 03:40:02.379]  The Board of Governors simply decided there was no debate, there was no vote, there was no notice.
[03:40:02.760 --> 03:40:10.566]  Just one day in the mail, in the email comes a notice, we have decided that all people over a certain age can no longer vote.
[03:40:11.267 --> 03:40:14.009]  Anyone who's not had a credit in 10 years or a significant
[03:40:14.611 --> 03:40:22.992]  The role in 10 years is out of the organization in terms of voting, and we will create a new group of voting associate members.
[03:40:23.032 --> 03:40:24.313]  The first three were women.
[03:40:25.853 --> 03:40:27.113]  All three wore hijabs.
[03:40:27.573 --> 03:40:33.934]  One had never made a film, as I recall, but said that she wanted to be a filmmaker, and being a member of the Academy would no doubt help.
[03:40:34.754 --> 03:40:38.915]  I'm not sure about that, but, you know, so it was done by FIAT.
[03:40:39.375 --> 03:40:43.216]  So the control of what is measured
[03:40:43.937 --> 03:40:57.272]  A success by the members of the industry very much drives the new end users, and that's very left wing.
[03:40:58.133 --> 03:40:59.434]  In that sense, it's much worse.
[03:40:59.835 --> 03:41:03.098]  In the 80s, I was actually openly backlisted by
[03:41:04.734 --> 03:41:17.184]  HBO, the head of production there, told—I was on the lot at what was then Lorimer, and so three Lorimer producers independently went in and talked about having me do something.
[03:41:17.204 --> 03:41:23.870]  They said, oh no, he's a conservative, and therefore he cannot write caring women or gay men.
[03:41:24.577 --> 03:41:25.838]  We're gay women and caring women.
[03:41:25.858 --> 03:41:26.518]  It was one or the other.
[03:41:26.538 --> 03:41:27.138]  I'm not quite sure.
[03:41:27.918 --> 03:41:35.181]  They're very open about it, that I was a conservative and as far as they were concerned, that disqualified me from being employed by
[03:41:37.952 --> 03:41:38.312]  HBO.
[03:41:38.653 --> 03:41:39.793]  I confronted them on this.
[03:41:40.313 --> 03:41:43.254]  They became very concerned, and I told them, don't worry, I'm not suing you.
[03:41:43.855 --> 03:41:44.595]  I'm a conservative.
[03:41:44.635 --> 03:41:45.815]  We don't have any tort lawyers.
[03:41:46.636 --> 03:41:48.496]  They failed to see the humor in that.
[03:41:49.277 --> 03:41:51.398]  But eventually, of course, they did hire me again.
[03:41:52.698 --> 03:41:54.679]  And I got some awards for them.
[03:41:54.739 --> 03:41:56.420]  So I guess they thought it was okay.
[03:41:56.440 --> 03:42:00.181]  But now there's no open blacklisting of that sort.
[03:42:01.582 --> 03:42:02.182]  But there is
[03:42:03.875 --> 03:42:13.142]  A very stiff whitelisting process that goes on, which is much more insidious and much more dangerous, much more anti-democratic than a blacklist.
[03:42:13.162 --> 03:42:14.443]  Because a blacklist you can confront.
[03:42:15.124 --> 03:42:16.064]  You can do what I did.
[03:42:16.084 --> 03:42:20.868]  It's just that they meet with me and just confront them and embarrass them.
[03:42:20.988 --> 03:42:21.769]  It was a lot of fun.
[03:42:22.830 --> 03:42:25.192]  One of my better days at the entertainment business.
[03:42:25.712 --> 03:42:28.054]  But you can't do that with a whitelist, you see.
[03:42:28.855 --> 03:42:32.798]  A whitelist is really a list of who's employable as opposed to who's not employable.
[03:42:34.967 --> 03:42:39.409]  We're going to come back in a couple minutes.
[03:42:39.429 --> 03:42:40.349]  We've got another segment.
[03:42:40.369 --> 03:42:44.190]  We'll take some phone calls with Lionel Chetwynd from the Hollywood Hills.
[03:42:44.230 --> 03:42:44.971]  You can call in at 877-789-ALEX.
