[00:00:00.209 --> 00:00:00.750]  We've got it.
[03:22:57.203 --> 03:23:01.244]  And Trump is, all Trump is, is a person that has come in and said, you know what?
[03:23:01.724 --> 03:23:05.285]  I'm going to unbuckle the latches that are holding you down.
[03:23:05.685 --> 03:23:08.906]  But it's up to you to make the change and be the change you want to see in this world.
[03:23:09.526 --> 03:23:12.648]  He's like, this is a super rich country in pole position.
[03:23:13.209 --> 03:23:23.276]  Why, because a bunch of leftist robber baron kids have needle dick syndrome, should we sign it over to the Chinese that half their country doesn't have running water and bow down to them?
[03:23:23.616 --> 03:23:26.878]  I mean, it's like, it's not even like a wimpy thing like, oh, I love America.
[03:23:27.699 --> 03:23:28.680]  Dude, this is BS!
[03:23:28.780 --> 03:23:29.561]  We're in command!
[03:23:29.941 --> 03:23:31.983]  Why would we try to make people poor?
[03:23:32.443 --> 03:23:37.748]  Why would we try to, like, break up families so a bunch of professors, you know, that have needle dick syndrome can feel powerful?
[03:23:38.189 --> 03:23:39.250]  That's why they're so scared.
[03:23:39.270 --> 03:23:42.273]  Because the real obviousness is in American supremacy.
[03:23:42.733 --> 03:23:44.375]  Not through weapons, but through ideas.
[03:23:44.815 --> 03:23:46.336]  And Russia is like a woman!
[03:23:47.489 --> 03:23:49.070]  Like Marilyn Monroe in bed waiting for us.
[03:23:49.670 --> 03:23:50.491]  Everything is ready.
[03:23:50.671 --> 03:23:51.852]  They don't want radical Islam.
[03:23:51.892 --> 03:23:52.312]  No one does.
[03:23:52.352 --> 03:23:53.913]  They want 57 Chevys.
[03:23:54.293 --> 03:23:55.194]  They want power.
[03:23:55.254 --> 03:23:55.954]  They want success.
[03:23:55.974 --> 03:23:56.935]  They want space programs.
[03:23:57.155 --> 03:23:58.996]  They want huge space operations.
[03:23:59.056 --> 03:24:01.097]  They want... Just get out of the way, man!
[03:24:01.257 --> 03:24:02.738]  Move, bitch!
[03:24:03.078 --> 03:24:04.239]  Get out the way!
[03:24:04.379 --> 03:24:05.160]  Move, bitch!
[03:24:05.460 --> 03:24:06.220]  So this is it.
[03:24:06.340 --> 03:24:07.741]  And we will not fail.
[03:24:08.162 --> 03:24:09.102]  No, not at this point.
[03:24:09.122 --> 03:24:12.304]  But imagine being a chicken crap globalist from the chicken, you know it, dimension.
[03:24:12.324 --> 03:24:13.705]  The chicken, S-H, dimension.
[03:24:13.945 --> 03:24:14.726]  It's my coined term.
[03:24:15.763 --> 03:24:19.607]  They see freedom and middle classes and expansion as scary.
[03:24:20.248 --> 03:24:21.229]  I know, we can't have that.
[03:24:21.249 --> 03:24:26.314]  God, everyone's getting along and they're all intermarrying and being happy.
[03:24:26.835 --> 03:24:29.998]  Let's teach them in the name of diversity that everyone hates each other.
[03:24:30.378 --> 03:24:30.919]  Exactly.
[03:24:31.540 --> 03:24:33.782]  And so humanity goes straight up.
[03:24:33.962 --> 03:24:36.323]  They really have created, half the population is mentally ill.
[03:24:36.603 --> 03:24:40.444]  And they, you can show them a video of Jim Acosta hitting a woman's arm and they're like, he didn't touch her.
[03:24:40.744 --> 03:24:41.344]  He didn't touch her.
[03:24:41.504 --> 03:24:42.404]  He said he didn't touch her.
[03:24:42.424 --> 03:24:43.324]  He said it on TV.
[03:24:43.364 --> 03:24:44.445]  That must mean it's true.
[03:24:44.465 --> 03:24:47.685]  Well, let's talk about the IT guy in control of the situation in Florida.
[03:24:47.705 --> 03:24:49.426]  He's a special little character.
[03:24:49.486 --> 03:24:51.746]  Well, so right now they're having this recount in Florida.
[03:24:51.766 --> 03:24:53.427]  They're having one in Arizona and one in Georgia.
[03:24:53.447 --> 03:24:55.107]  And it looks like they're trying to steal these things.
[03:24:55.707 --> 03:25:00.869]  And so the lady in charge of the, in Broward County, seems to be the key, which is what we said that night.
[03:25:01.209 --> 03:25:01.829]  Stone brought it up.
[03:25:02.429 --> 03:25:04.449]  And now they find these provisional ballots.
[03:25:05.310 --> 03:25:05.590]  Okay.
[03:25:05.750 --> 03:25:06.990]  Well, here's the guy.
[03:25:07.290 --> 03:25:11.110]  So at the end of the day, all this has to go through a company.
[03:25:11.130 --> 03:25:15.051]  And so there's a company called CloudFlare that is watching and monitoring election sites.
[03:25:15.091 --> 03:25:21.332]  They hired this man, Joe Sullivan, who is, uh, he's one of CloudFlare's security officers.
[03:25:21.532 --> 03:25:21.772]  Okay.
[03:25:21.852 --> 03:25:31.614]  Before that, he was working at Uber and he got fired from Uber after Uber got hacked and then where they stole 57 million people's data.
[03:25:32.512 --> 03:25:39.577]  Uh, he, what he did was pay off the hackers and got them to say, hey, uh, you guys, uh, y'all, y'all are part of our program.
[03:25:40.097 --> 03:25:40.998]  Let's meet Bain.
[03:25:41.058 --> 03:25:41.278]  Yeah.
[03:25:41.378 --> 03:25:41.638]  Yeah.
[03:25:41.778 --> 03:25:42.358]  Exactly.
[03:25:42.759 --> 03:25:51.384]  So now that, and this guy before that, he worked in Facebook, he worked at eBay, he worked at Airbnb, but Obama's cybersecurity council was also where he was.
[03:25:51.704 --> 03:25:53.706]  So, so he's the anointed one.
[03:25:54.326 --> 03:25:57.208]  This is who's in charge of the digital keys.
[03:25:57.869 --> 03:25:59.210]  And you have Broward County.
[03:25:59.250 --> 03:26:01.271]  Which Apple has moved to China and given to them.
[03:26:01.311 --> 03:26:03.213]  So he's a very nice person.
[03:26:03.353 --> 03:26:03.813]  Exactly.
[03:26:04.094 --> 03:26:08.557]  So it's very interesting when you see where these people go and you look at their past areas.
[03:26:09.218 --> 03:26:12.280]  And that just came through the wire.
[03:26:12.300 --> 03:26:14.281]  And I'm looking at them like, well now it's starting to make sense.
[03:26:14.301 --> 03:26:15.302]  They got the people in place.
[03:26:15.342 --> 03:26:18.365]  Notice Jeb Bush is the one who put in this lady, what was her name, Stackers.
[03:26:20.346 --> 03:26:21.626]  Yeah, the Crip Keeper down there.
[03:26:22.086 --> 03:26:26.368]  Jeb Bush put her in charge, and how can you not get these people out once they go in?
[03:26:26.668 --> 03:26:28.389]  It was like the election judge that we saw.
[03:26:28.429 --> 03:26:31.871]  Every election, magically, 50 million ballots needed.
[03:26:31.891 --> 03:26:34.732]  Bigger than the state population, and Broward County's got them.
[03:26:35.092 --> 03:26:36.873]  Oh, they do, and they have trucks, and they find them.
[03:26:36.913 --> 03:26:39.614]  Brenda Snipes, that's who it is, Brenda Snipes.
[03:26:39.634 --> 03:26:42.595]  80,000 votes arrive, and no one asks, where are these trucks coming from?
[03:26:42.615 --> 03:26:43.736]  Where'd you find these?
[03:26:43.756 --> 03:26:45.477]  Oh, we had them in the back the whole time.
[03:26:47.677 --> 03:27:07.702]  There's somebody else showed a picture of here they are and there's a box and there's papers on top of like we found more ballots and it's just it's insanity after insanity so hopefully the lawyers are in place and the lawyers are monitoring this stuff so they can there's a little ballot box underneath some folders there it is they're trying to steal a Senate seat Oh a governor seat
[03:27:07.802 --> 03:27:08.622]  They can still three Senate seats.
[03:27:08.642 --> 03:27:09.683]  And they're doing the same thing.
[03:27:09.743 --> 03:27:11.223]  They can still three Senate seats right now.
[03:27:11.564 --> 03:27:13.724]  And then get this stuff back to square one almost.
[03:27:13.784 --> 03:27:18.146]  So now it all makes sense when you see Ruth Bader Ginsburg not looking so good.
[03:27:18.166 --> 03:27:22.048]  They just released her out of the hospital and man she did not look good.
[03:27:22.588 --> 03:27:26.170]  TMZ has a video of her being wheeled off into a car.
[03:27:26.210 --> 03:27:30.571]  She was able to stand up and get into the car but she's looking more and more like Hillary Clinton.
[03:27:30.591 --> 03:27:31.632]  You know that's terrible.
[03:27:31.752 --> 03:27:32.032]  It is.
[03:27:32.752 --> 03:27:34.233]  But they're gonna have to replace her.
[03:27:34.253 --> 03:27:34.873]  It's just terrible.
[03:27:34.913 --> 03:27:35.874]  And that's what they don't want.
[03:27:35.914 --> 03:27:36.594]  Not a good omen.
[03:27:37.861 --> 03:27:41.363]  Well... There she is, right there.
[03:27:43.163 --> 03:27:44.224]  Things aren't going too well.
[03:27:51.267 --> 03:27:59.110]  The jaws of hell open wide as Lucifer's tongue rolls out, dripping with the blood of the innocent, awaiting new souls.
[03:27:59.771 --> 03:28:02.732]  And a special shell of the Night Circle is prepared.
[03:28:05.692 --> 03:28:09.334]  I sense Amy Coney Barrett getting nominated for the Supreme Court.
[03:28:09.754 --> 03:28:10.934]  Just watching this video right here.
[03:28:10.994 --> 03:28:11.494]  Very soon.
[03:28:11.574 --> 03:28:12.435]  Within a year.
[03:28:12.815 --> 03:28:13.635]  Definitely within a year.
[03:28:14.416 --> 03:28:15.776]  Boy, they're trying to prop her up.
[03:28:15.856 --> 03:28:16.096]  Yeah.
[03:28:16.777 --> 03:28:19.438]  Alyssa Milano wanted to give her some ribs, a kidney, and a lung.
[03:28:19.458 --> 03:28:21.018]  Good!
[03:28:21.658 --> 03:28:22.039]  Good!
[03:28:24.560 --> 03:28:28.621]  You have done well, Lord Vader.
[03:28:31.262 --> 03:28:32.303]  Anyways, coming up...
[03:28:36.690 --> 03:28:39.231]  America is mine!
[03:28:39.992 --> 03:28:46.795]  From destiny, I, the fallen, will soon rise against you, and all of your spoils will be mine.
[03:28:46.935 --> 03:28:51.297]  But in the end, the wicked were only meant to awaken the righteous.
[03:28:52.577 --> 03:28:57.820]  Dr. Nick Beggins, straight ahead, and in the War Room, T-minus 30 minutes, InfoWars.com.
[03:28:58.487 --> 03:29:06.471]  ExtendoWise, the latest product from InfoWarsLive.com, fuses all the known compounds that have been proven to be good for our hearts and cardiovascular system.
[03:29:06.751 --> 03:29:09.072]  And listen, everybody's got a heart.
[03:29:09.693 --> 03:29:15.055]  Well, actually maybe Hillary and George Soros don't, but everybody else has a heart and this product is amazing.
[03:29:15.115 --> 03:29:16.216]  So, if you have a heart,
[03:29:16.736 --> 03:29:22.082]  You want the very best product out there that's designed to aid a healthy heart and cardiovascular system?
[03:29:22.642 --> 03:29:26.046]  It's ExtendoWise, available at InfoWarsLife.com.
[03:29:26.286 --> 03:29:34.295]  And like all of our products are game changers, this baby is the most souped up, awesome version the top formulators can come up with and still be affordable.
[03:29:34.875 --> 03:29:36.635]  It's one of the very best heart pills out there.
[03:29:36.935 --> 03:29:37.716]  It's XtendoWise.
[03:29:37.916 --> 03:29:40.636]  So, get some for yourself and family and friends.
[03:29:41.016 --> 03:29:44.077]  It's got the very best fish oil from the Fjords.
[03:29:44.117 --> 03:29:49.478]  It's very, very pure, very, very clean and has the EPA type that is specifically good for the heart, cardiovascular system.
[03:29:50.138 --> 03:29:53.639]  It's got the properly formulated type of CoQ10 and more.
[03:29:53.979 --> 03:29:55.539]  It is XtendoWise.
[03:29:55.579 --> 03:29:57.760]  Now available at m4warslife.com.
[03:29:58.500 --> 03:30:06.549]  One of the most amazing products that I've seen in years is Instantly Ageless from Jeunesse, available at InfoWarsYes.com.
[03:30:06.969 --> 03:30:11.894]  Now, I've got some bags under my eyes, especially right now with really bad allergies in Austin, Texas.
[03:30:12.335 --> 03:30:15.518]  Mold's been at like 1,400 or something, as high as it ever gets.
[03:30:15.799 --> 03:30:16.720]  That makes me get puffy.
[03:30:17.921 --> 03:30:19.462]  But, if I use
[03:30:20.283 --> 03:30:25.827]  Just one little container of Ageless, and I can share it with both eyes.
[03:30:26.508 --> 03:30:32.632]  Within three minutes, you'll see dramatic results, ladies and gentlemen, because I've got some bad bags with allergies.
[03:30:32.672 --> 03:30:34.453]  Plus, I work 15, 16 hours a day.
[03:30:34.814 --> 03:30:37.636]  Everybody knows fighting the globalists is a stressful job.
[03:30:38.036 --> 03:30:39.197]  So, again, just twist it off.
[03:30:41.198 --> 03:30:42.618]  Even, you know, a dummy like me can put it under.
[03:30:43.799 --> 03:30:50.920]  Because I'm not a big metrosexual guy, you know, that worries about my wrinkles, worries about things like that.
[03:30:50.940 --> 03:30:58.662]  But when it comes to having bags under your eyes and being on television or just, you know, anybody in regular life, it's something good to do.
[03:30:59.282 --> 03:31:01.842]  And again, a lot of folks use one per eye.
[03:31:03.202 --> 03:31:05.883]  I have found that the other times I've used it,
[03:31:08.837 --> 03:31:10.978]  I don't even need to use an entire container.
[03:31:11.498 --> 03:31:11.998]  So there you go.
[03:31:12.078 --> 03:31:14.039]  I'm not a cosmetic person.
[03:31:14.159 --> 03:31:17.140]  I'm not an expert on skin, any of that stuff.
[03:31:17.520 --> 03:31:20.981]  All I know is over the years I've tried some other products that haven't done anything.
[03:31:21.101 --> 03:31:22.621]  Ageless has a massive effect.
