[00:00:13.002 --> 00:00:16.625]  It's funny.
[03:18:54.615 --> 03:18:55.876]  And very, very celebratory.
[03:18:55.916 --> 03:18:58.438]  So, congratulations on what you've done.
[03:18:58.458 --> 03:18:59.299]  It's really a special film.
[03:19:00.380 --> 03:19:00.860]  Thanks a lot.
[03:19:00.900 --> 03:19:05.704]  Look, I urge everyone, you gotta get this film in the Infowars.com store.
[03:19:06.505 --> 03:19:09.187]  First of all, you'll laugh non-stop the whole time.
[03:19:09.828 --> 03:19:12.510]  But more importantly, there's a lot of important lessons.
[03:19:13.070 --> 03:19:25.594]  You'll see how Middle America fell in love with a Manhattan billionaire because he was the only one of the Republicans that was willing and capable of standing up to Hillary and the leftist media complex.
[03:19:25.874 --> 03:19:29.036]  And he did it, don't forget, with a mix of truth and humor.
[03:19:29.096 --> 03:19:30.056]  That's why it stuck.
[03:19:30.276 --> 03:19:35.298]  So this film, 95 minutes of non-stop laughter, but you get to know Donald Trump.
[03:19:35.438 --> 03:19:36.378]  I thought I knew Trump.
[03:19:36.478 --> 03:19:37.298]  I studied Trump.
[03:19:37.759 --> 03:19:38.459]  I thought I knew him.
[03:19:38.979 --> 03:19:41.780]  Only when you see this all back to back, how he reacts.
[03:19:42.360 --> 03:19:43.521]  You're listening to the Alex Jones Show.
[03:20:21.502 --> 03:20:26.225]  From the front lines of the Information War, it's Paul Joseph Watson.
[03:20:26.266 --> 03:20:31.249]  From the front lines of the Information War, it's Alex Jones.
[03:20:32.810 --> 03:20:38.234]  Out of my way, out of my day, out of your mind and into mine.
[03:20:39.055 --> 03:20:45.960]  Into no one, into not one, into your step, run out of time.
[03:20:46.640 --> 03:20:48.562]  It's strong, what's wrong?
[03:20:48.662 --> 03:20:48.982]  I'm already
[03:20:53.643 --> 03:20:54.364]  They don't get it.
[03:20:55.145 --> 03:20:57.026]  The Globalists are zero-sum game.
[03:20:58.488 --> 03:21:00.330]  They believe the pie is only so big.
[03:21:00.790 --> 03:21:07.858]  They don't get that we know engaging them in combat, when we have the high ground, will only boost us!
[03:21:07.878 --> 03:21:11.722]  I ain't your bitch, Globalists.
[03:21:14.932 --> 03:21:16.853]  All right, Paul Watson, I want you to take over, my friend.
[03:21:17.393 --> 03:21:18.494]  Please do more of the shows.
[03:21:18.534 --> 03:21:19.895]  Everybody loves the great work you're doing.
[03:21:19.935 --> 03:21:27.119]  I know you're writing so many great articles and being suppressed on YouTube and all the rest of it, but this is an epic time to be alive.
[03:21:27.399 --> 03:21:34.443]  And again, I've talked to very competent lawyers in D.C., folks that have done a great job for us in the past.
[03:21:36.124 --> 03:21:39.927]  They're highly connected and they say they've never seen anything like this.
[03:21:40.047 --> 03:21:43.209]  Georgetown, a government-funded law school.
[03:21:43.849 --> 03:21:45.891]  It's because their law school is government.
[03:21:46.972 --> 03:21:50.554]  Sueing against the First Amendment to set a precedent to ban people.
[03:21:51.095 --> 03:21:53.316]  You got Sadiq Khan running around saying banish.
[03:21:53.336 --> 03:21:56.898]  You got the Pope funding this lawsuit, calling to ban conservative voices.
[03:21:57.459 --> 03:21:59.080]  This is next level.
[03:21:59.100 --> 03:22:01.341]  And I know we've been harping on this, but this is the big issue.
[03:22:01.962 --> 03:22:05.044]  The NRA got record donations when they tried to take their sponsors and shut them down.
[03:22:05.084 --> 03:22:05.484]  That's great!
[03:22:05.724 --> 03:22:06.204]  I support it!
[03:22:07.425 --> 03:22:08.446]  We've gotten some extra.
[03:22:08.466 --> 03:22:13.649]  And I felt better after yesterday, because like $100,000 extra came in.
[03:22:15.916 --> 03:22:17.537]  But we were discounting things so much.
[03:22:17.637 --> 03:22:22.260]  Okay, we sold $350,000 worth of product and made $100,000.
[03:22:22.660 --> 03:22:30.024]  That sounds like a lot, not when you've got 12 Democrat Party lawsuits on your ass and 100 crew members and satellites and everything else.
[03:22:30.524 --> 03:22:31.805]  That's a really good day, though.
[03:22:32.205 --> 03:22:34.747]  Most days we're making like $20,000, $30,000 to fund things.
[03:22:35.527 --> 03:22:37.288]  With all this, that just pays the bills.
[03:22:38.769 --> 03:22:39.370]  It's a war.
[03:22:39.430 --> 03:22:39.950]  People need to understand.
[03:22:39.970 --> 03:22:41.432]  It's not like, oh, they're suing again.
[03:22:41.472 --> 03:22:42.112]  We'll never win.
[03:22:42.213 --> 03:22:42.393]  No.
[03:22:42.813 --> 03:22:43.654]  You get excited.
[03:22:43.754 --> 03:22:44.655]  You buy toothpaste.
[03:22:44.695 --> 03:22:45.356]  You buy books.
[03:22:45.396 --> 03:22:46.036]  You buy videos.
[03:22:46.056 --> 03:22:46.717]  You buy t-shirts.
[03:22:46.957 --> 03:22:47.978]  You sign up for auto-ship.
[03:22:48.018 --> 03:22:51.201]  Micro ZX knocks out the, you know, the really bad stuff in your gut.
[03:22:51.301 --> 03:22:54.184]  The whole slime wall that the fungus and mold in Canada creates.
[03:22:54.504 --> 03:22:55.385]  That's 50% off.
[03:22:55.465 --> 03:22:56.566]  New Micro ZX Plus.
[03:22:56.607 --> 03:22:57.607]  Even stronger, lower price.
[03:22:58.951 --> 03:23:05.514]  Because everything's about ratcheting up, buying more of a product, getting even higher quality, getting a lower price, passing it on to people.
[03:23:06.115 --> 03:23:09.056]  You know, we get a better price on Micro ZX, it's even stronger, we lower the price.
[03:23:10.577 --> 03:23:13.739]  But we need people to just understand it's a long distance battle.
[03:23:14.119 --> 03:23:16.160]  So Paul, I'm going to let you take over, love you to death.
[03:23:16.960 --> 03:23:21.523]  I'm told you're meeting with Mr. Robinson on Friday for a big interview, that's correct, right?
[03:23:23.238 --> 03:23:25.700]  Uh, I don't know anything about that, but we can talk about it after the show.
[03:23:25.940 --> 03:23:29.103]  Okay, well, see, I'm talking to him and he keeps saying he's going to go meet you.
[03:23:29.143 --> 03:23:36.629]  He's running around off in Canterbury or somewhere right now, but we need to get you guys together because we have the funds to launch the UK operations, remember?
[03:23:38.110 --> 03:23:39.652]  We'll set it up, yeah, we'll talk about it.
[03:23:40.032 --> 03:23:40.873]  Well, Paul, here's the deal.
[03:23:40.973 --> 03:23:42.214]  We must blow up the Death Star.
[03:23:42.934 --> 03:23:46.878]  So, all I'm saying is we're kind of wargaming live here on air.
[03:23:47.699 --> 03:23:48.119]  Okay, fine.
[03:23:48.159 --> 03:23:50.121]  Tommy said, I'm going to see him on Friday.
[03:23:50.181 --> 03:23:50.781]  It's set up.
[03:23:50.861 --> 03:23:52.362]  So, you start talking.
[03:23:52.842 --> 03:23:54.363]  I'm going to call Tommy right now on air.
[03:23:54.383 --> 03:23:56.544]  I'm going to put him on air with this little speakerphone, but go ahead.
[03:23:58.566 --> 03:24:07.391]  Yeah, what Tommy's been talking about and what I've been talking about today, Alex, last week, last weekend, the weekend just gone, there was a women's march in London.
[03:24:07.944 --> 03:24:15.606]  Now what they were marching about, God only knows, they weren't marching up against the Saudi Arabian Embassy or the Qatari Embassy or anywhere like that.
[03:24:16.166 --> 03:24:20.107]  Against, you know, countries where women are still treated as second-class citizens.
[03:24:20.667 --> 03:24:23.608]  They were marching for women's rights in London.
[03:24:23.648 --> 03:24:26.749]  Now in the UK, women have exactly the same rights as men.
[03:24:27.089 --> 03:24:29.650]  There's nothing to protest about in the West.
[03:24:29.750 --> 03:24:31.690]  Feminism has achieved its objective.
[03:24:32.271 --> 03:24:35.411]  Now it's just about regressive leftism.
[03:24:35.471 --> 03:24:37.272]  So there was a big women's march in London.
[03:24:38.172 --> 03:24:52.215]  I've been asking today where people can point me to details of this coming weekend's feminist march against the industrial level abuse of over 1,000 young girls in a town called Telford in the UK.
[03:24:53.836 --> 03:24:59.057]  1,000 young girls drugged, abducted, raped, tortured, in one case killed.
[03:24:59.637 --> 03:25:01.637]  Now this wasn't an overnight thing.
[03:25:01.817 --> 03:25:04.598]  This went on for 40 plus years.
[03:25:05.450 --> 03:25:10.696]  And our main broadcaster, the BBC, it took them well over 24 hours to even talk about it.
[03:25:11.316 --> 03:25:16.022]  They had one story up on their website yesterday when people started calling them out for it.
[03:25:16.562 --> 03:25:20.907]  It was like a local story buried between two other non-issue stories.
[03:25:21.267 --> 03:25:26.333]  So the main broadcaster refused to even talk about it before they got so much pressure.
[03:25:27.395 --> 03:25:28.936]  And where are the feminist marchers?
[03:25:29.016 --> 03:25:40.164]  Where are the women marching against the industrial level abuse of young women, and children in some cases, in not just Telford, but in Rotherham, in Oxford, in all these different towns?
[03:25:40.664 --> 03:25:43.806]  And once again, it comes back to political correctness.
[03:25:44.247 --> 03:25:47.369]  People say, oh, political correctness is just being nice to people.
[03:25:47.889 --> 03:25:49.370]  It's just being nice to people.
[03:25:49.670 --> 03:25:50.371]  No, it isn't.
[03:25:50.871 --> 03:25:51.511]  It kills.
[03:25:51.892 --> 03:25:53.353]  It leads to mass abuse.
[03:25:53.433 --> 03:25:53.693]  Why?
[03:25:54.253 --> 03:25:56.555]  Because once again, just like Rotherham,
[03:25:57.429 --> 03:26:01.793]  The police, the social services refused to properly investigate this scandal.
[03:26:02.253 --> 03:26:04.475]  This four decade long scandal.
[03:26:04.996 --> 03:26:06.938]  Refused to properly investigate it.
[03:26:07.358 --> 03:26:09.640]  Disbelieved the victims in some cases.
[03:26:10.000 --> 03:26:13.003]  Refused to prosecute the culprits in some cases.
[03:26:13.644 --> 03:26:13.864]  Why?
[03:26:14.531 --> 03:26:17.233]  Because they feared being called racist.
[03:26:17.733 --> 03:26:20.655]  The exact same story we heard in Rotherham.
[03:26:20.976 --> 03:26:23.097]  The exact same story we heard in Oxford.
[03:26:23.558 --> 03:26:30.663]  So now you've got journalists visiting Telford just turning up and talking to people living there and they're saying that they were embroiled with it.
[03:26:31.123 --> 03:26:33.765]  There was one journalist who works for Westminster I think who said
[03:26:34.752 --> 03:26:39.934]  Out of the eight people he talked to, like half of them were embroiled in this scandal, in this one little town.
[03:26:40.234 --> 03:26:51.038]  So let's be clear, the giant dam is breaking and anybody can go with a camera to any British town and ask about the Muslims kidnapping the women and raping them and no one will stop them because mass Stockholm syndrome.
[03:26:51.078 --> 03:26:51.998]  The dam is breaking.
[03:26:52.618 --> 03:26:54.159]  It's coming out on the BBC everywhere.
[03:26:54.179 --> 03:26:58.280]  4,000 in this town, 1,000 in this town, 800 in this town.
[03:26:58.720 --> 03:27:00.741]  Girls found dead, girls shipped overseas.
[03:27:01.161 --> 03:27:04.242]  What are they going to do as this scandal implodes and collapses?
[03:27:04.623 --> 03:27:09.084]  And surprise, surprise, the Muslims are setting up harems again of kidnapped women.
[03:27:09.144 --> 03:27:10.025]  It's what they do.
[03:27:10.085 --> 03:27:13.366]  It's a cult of kidnapping, raping, and enslaving women.
[03:27:14.864 --> 03:27:22.146]  Well, it's interesting because the original Sunday Mirror exposé on this did not mention anything to do with their faith.
[03:27:22.726 --> 03:27:28.927]  They said they were from Pakistan, they were from Bangladesh, they were from Muslim-majority countries, but they didn't say they were Muslim.
[03:27:29.288 --> 03:27:42.911]  Because we have a law in this country, I think it's the 2006 Religious Race Relations Act, something like that, it's the 2006 law, which basically is a blasphemy law, which says you can't discriminate or even criticise
[03:27:43.531 --> 03:27:47.634]  A belief system because again they treat Islam as if it's a race.
[03:27:48.375 --> 03:28:00.264]  So the very newspaper that did the massive expose on this refused to even point out their belief system and the fact that this is a culture which you know they come from a culture which treats women and girls as second-class citizens.
[03:28:00.584 --> 03:28:06.409]  They can't even make that point because it would put them under likelihood of criminal prosecution.
[03:28:06.829 --> 03:28:10.472]  We had a Lord stand up in in the House of Lords today or yesterday and
[03:28:11.318 --> 03:28:18.240]  Who made the connection and just asked the basic question, can we criticise the religion of Islam or is that a hate crime?
[03:28:18.260 --> 03:28:22.080]  I think we need that question solidly, firmly cleared up.
[03:28:22.481 --> 03:28:32.943]  Given what happened to Lauren Southern and Brittany Pettibone, Lauren was basically banned from the country for handing out a pro-gay rights leaflet that said, quote, Allah is a gay God.
[03:28:33.563 --> 03:28:34.924]  Okay, that's why she was banned.
[03:28:34.944 --> 03:28:36.444]  They can say that about Christ all day.
[03:28:36.464 --> 03:28:38.304]  You're going to take over, Paul, but here's the bottom line.
[03:28:38.805 --> 03:28:50.268]  They're using West Open Society hospitality to get us to give up our culture to be dominated, and the left is using Islam as a sword of domination and the skeleton key to get us to submit.
[03:28:50.548 --> 03:28:53.169]  Paul Watson takes over from London on the other side.
[03:28:53.249 --> 03:28:54.469]  Spread the live links everywhere.
[03:28:54.489 --> 03:28:55.629]  It's an act of resistance.
[03:28:55.950 --> 03:28:56.910]  Newswars.com.
[03:28:57.210 --> 03:28:58.250]  PrisonPlanet.com.
[03:28:58.530 --> 03:28:59.531]  Infowars.com.
[03:28:59.711 --> 03:29:00.491]  Please spread the links.
[03:29:02.133 --> 03:29:02.393]  Hunter
