[00:00:29.647 --> 00:00:50.156]  I'm watching the midterms, then you would think our country is Mad Max Thunderdome.
[03:28:48.398 --> 03:28:52.530]  Defending the Republic from enemies, foreign and domestic.
[03:28:53.272 --> 03:28:54.756]  It's Alex Jones.
[03:29:01.607 --> 03:29:09.595]  ExtendoWise, the latest product from InfoWarsLife.com, fuses all the known compounds that have been proven to be good for our hearts and cardiovascular system.
[03:29:09.875 --> 03:29:12.177]  And listen, everybody's got a heart.
[03:29:12.798 --> 03:29:18.163]  Well, actually maybe Hillary and George Soros don't, but everybody else has a heart, and this product is amazing.
[03:29:18.243 --> 03:29:19.324]  So, if you have a heart,
[03:29:19.864 --> 03:29:25.209]  You want the very best product out there that's designed to aid a healthy heart and cardiovascular system?
[03:29:25.750 --> 03:29:26.791]  It's XtendoWise.
[03:29:27.111 --> 03:29:29.173]  Available at Infowarslife.com.
[03:29:29.393 --> 03:29:37.401]  And like all of our products are game changers, this baby is the most souped up, awesome version the top formulators can come up with and still be affordable.
[03:29:38.001 --> 03:29:39.743]  It's one of the very best heart pills out there.
[03:29:40.063 --> 03:29:40.844]  It's ExtendoWise.
[03:29:41.044 --> 03:29:43.767]  So, get some for yourself and family and friends.
[03:29:44.147 --> 03:29:47.170]  It's got the very best fish oil from the Fjords.
[03:29:47.230 --> 03:29:52.595]  It's very, very pure, very, very clean and has the EPA type that is specifically good for the heart, cardiovascular system.
[03:29:53.276 --> 03:29:56.779]  It's got the properly formulated type of CoQ10 and more.
[03:29:57.099 --> 03:29:58.661]  It is ExtendoWise.
[03:29:58.701 --> 03:30:00.883]  Now available at InfoWarsLife.com.
[03:30:05.572 --> 03:30:06.713]  Yeah, Halloween was intense.
[03:30:06.773 --> 03:30:09.296]  Everyone had outrage because of outfits.
[03:30:09.997 --> 03:30:14.702]  Like, the big thing around college campuses was, uh, it's a culture, not a costume.
[03:30:15.163 --> 03:30:20.589]  And so they get mad at white people wearing, like, sombreros or, like, those rice patty hats or any of those big hats.
[03:30:21.129 --> 03:30:25.054]  Yeah, I think it's way more racist to say that all Mexicans wear sombreros.
[03:30:28.143 --> 03:30:29.783]  Do you understand my line of thinking?
[03:30:29.803 --> 03:30:33.264]  Where it's like, don't wear the, don't wear the sombrero, because that's their hat.
[03:30:34.104 --> 03:30:34.924]  It's like, what?
[03:30:35.744 --> 03:30:37.245]  You think that's like their hat?
[03:30:39.205 --> 03:30:43.306]  It's the same with, I want a sombrero, I want a rice paddy hat, because I don't like the sun.
[03:30:43.686 --> 03:30:45.326]  That's a killer hat for white people.
[03:30:45.346 --> 03:30:47.567]  You gotta have that big old brim.
[03:30:48.287 --> 03:30:53.668]  You know, it seems like the left, the authoritarians, whatever you want to call them, the ruling elite,
[03:30:54.571 --> 03:30:57.554]  They have a list over who's protected at that moment.
[03:30:57.594 --> 03:31:06.082]  It's usually based on some sort of dystopian future that they're trying to roll out for us so a small amount of people can become incredibly wealthy and powerful.
[03:31:06.903 --> 03:31:08.905]  And who you can and can't mock.
[03:31:09.765 --> 03:31:16.572]  And so, if I was... Like, there is no outfit that you can't...
[03:31:17.914 --> 03:31:21.735]  That should be off limits, because everything would quote-unquote offend someone.
[03:31:21.755 --> 03:31:24.376]  The concept of offense is mind-blowing.
[03:31:24.756 --> 03:31:28.477]  If someone tells me they're offended, I'm just like, oh, I'm sorry to hear how weak you are.
[03:31:28.497 --> 03:31:33.079]  Like, I feel like they're kind of almost like opening up to me, like admitting how weak they are.
[03:31:33.099 --> 03:31:36.860]  It's almost like saying, like, that they have herpes or something, where it's like, hey man, I'm offended.
[03:31:36.880 --> 03:31:40.161]  I'm like, I'm so sorry that you were raised so badly and you're so weak.
[03:31:41.621 --> 03:31:46.805]  Because when you think about cultural appropriation, all it does is it tries to put people into boxes.
[03:31:47.745 --> 03:31:50.868]  And that's what globalists want to do.
[03:31:50.928 --> 03:31:56.912]  If you look at Agenda 21 or any of these things that I've been exposed to ever since I've been watching Alex Jones' show.
[03:31:57.492 --> 03:32:03.376]  Ever since he got censored, I started watching him and now I'm exposed to all this stuff of nightmares like Agenda 21.
[03:32:03.796 --> 03:32:05.958]  But anyway, so I started thinking about it.
[03:32:06.138 --> 03:32:07.439]  If anyone needs a sombrero,
[03:32:08.470 --> 03:32:09.010]  It's the whites.
[03:32:09.770 --> 03:32:16.812]  Because I was looking at this guy, I'm like... The sun is beating down on our white skin, and we need a giant brim.
[03:32:16.852 --> 03:32:25.495]  And this is how, this is why I believe that God has a sense of humor, because the whitest people on the planet, pasty, very white people, traditionally white people, have the smallest hats.
[03:32:25.655 --> 03:32:26.975]  And of course, I'm referring to the Jews.
[03:32:27.635 --> 03:32:31.376]  The Jews have a tiny little hat called a yarmulke, and it doesn't have a brim at all.
[03:32:31.396 --> 03:32:32.977]  It looks like a swim cap for a kitten.
[03:32:33.677 --> 03:32:41.383]  And so they have no sun protection, but yet these Hispanic people with these beautiful brown resilient skin to the sun of these giant brims.
[03:32:41.463 --> 03:32:46.446]  So my proposal is for Mexicans and Jews to switch hats.
[03:32:46.726 --> 03:32:48.888]  And see, that's actual problem solving.
[03:32:48.948 --> 03:32:51.610]  You know, if anyone needs a sombrero, it's the whites.
[03:32:51.730 --> 03:32:53.951]  And if anyone needs a larger hat, it's the Jews.
[03:32:54.152 --> 03:32:57.314]  And so I believe that that is how we actually start solving some problems.
[03:33:05.160 --> 03:33:07.861]  You're listening to the Alex Jones Show!
[03:33:24.764 --> 03:33:30.305]  Hi, this is Gerald Cilenti, sitting in for Alex Jones, hosting this next half hour.
[03:33:30.325 --> 03:33:32.285]  It's always an honor to be here.
[03:33:33.477 --> 03:33:41.099]  And I appreciate all that InfoWars does, Alex, the team and everyone else that really makes it happen.
[03:33:41.179 --> 03:33:48.122]  And because if you're turning into the regular news, you're not getting anything but a lot of propaganda or impropaganda.
[03:33:48.782 --> 03:33:56.544]  And do what you can to keep the voice of InfoWars alive and growing, particularly during this terrible time of censorship.
[03:33:57.245 --> 03:34:01.006]  Of course, we just did a big story on censorship again in the
[03:34:02.602 --> 03:34:06.986]  The latest edition of the Trends Journal that just came out, TrendsJournal.com.
[03:34:07.867 --> 03:34:12.712]  And I mention this because it's so important to keep free speech free and alive.
[03:34:13.293 --> 03:34:18.638]  So do what you can to support InfoWars by buying their wonderful products.
[03:34:19.139 --> 03:34:21.161]  And now InfoWars 67% off blowout sale.
[03:34:24.875 --> 03:34:31.900]  They're launching a blowout sale to help you save big on new and old fan favorite products.
[03:34:31.960 --> 03:34:41.387]  Take advantage of these incredible sales now during their 67% off a blowout sale special.
[03:34:41.447 --> 03:34:50.654]  And here are just some of the great buys that you get to keep you feeling healthy, staying healthy, and thinking healthy.
[03:34:51.437 --> 03:34:58.443]  Silver Bullet, it's now available at 67% off with free shipping.
[03:34:59.583 --> 03:35:07.029]  And my favorite, super male vitality and super female vitality.
[03:35:07.550 --> 03:35:10.492]  Now available at 57% off with free shipping.
[03:35:14.002 --> 03:35:18.645]  This stuff keeps me boogying and live and jumping and hot and happy.
[03:35:19.125 --> 03:35:21.467]  So get your super male vitality.
[03:35:22.307 --> 03:35:24.008]  I mentioned before about interest rates.
[03:35:26.030 --> 03:35:27.070]  It can't go higher.
[03:35:28.411 --> 03:35:28.992]  Here's why.
[03:35:30.333 --> 03:35:36.176]  This whole post-panic-of-08 boom was juiced by cheap money.
[03:35:37.077 --> 03:35:39.158]  Zero and negative interest rate policy.
[03:35:39.178 --> 03:35:40.479]  You've heard me say this and others.
[03:35:42.150 --> 03:35:43.911]  Times, a thousand times.
[03:35:45.512 --> 03:35:47.233]  And you can see it in the numbers.
[03:35:48.454 --> 03:35:50.816]  Take a look at what's going on in the housing market.
[03:35:52.317 --> 03:36:03.324]  Over there in California, when I was a young guy in the trends business, beginning it back in the 1980s, they used to say, you know, the trends begin out in California, move their way east.
[03:36:03.984 --> 03:36:04.585]  No, they don't.
[03:36:04.645 --> 03:36:06.046]  But they believe that.
[03:36:06.086 --> 03:36:08.027]  But some did and some do.
[03:36:08.807 --> 03:36:11.129]  And one of them to watch is housing.
[03:36:13.655 --> 03:36:21.039]  Southern California, man, numbers are dropping heavy when interest rates for mortgages hit 5%.
[03:36:22.760 --> 03:36:32.785]  New home sales, existing home sales, new mortgage applications, the amount of new listings going on.
[03:36:33.866 --> 03:36:38.808]  Not only Southern California, way up there in Silicon Valley.
[03:36:39.008 --> 03:36:40.189]  That's the perfect name for it.
[03:36:40.729 --> 03:36:41.970]  Silicon, right?
[03:36:42.908 --> 03:36:50.349]  Silicon con men and women, gotta be equal here, con men and con women.
[03:36:50.990 --> 03:36:51.910]  Silicon.
[03:36:52.470 --> 03:36:53.490]  That's all they are.
[03:36:54.150 --> 03:36:57.511]  Anyway, things aren't going so good up there either.
[03:36:58.631 --> 03:37:00.711]  Can't take higher interest rates.
[03:37:02.432 --> 03:37:05.292]  Look at the home building sector.
[03:37:07.533 --> 03:37:08.793]  Look at the stocks.
[03:37:11.044 --> 03:37:14.466]  They're way deep into bear territory, down way over 20%.
[03:37:14.586 --> 03:37:26.592]  Hey, today Lowe's just announced they're closing a bunch of stores in Canada and the USA.
[03:37:27.913 --> 03:37:28.953]  It's slowing down.
[03:37:30.094 --> 03:37:32.595]  We're calling this a stage one recession.
[03:37:33.976 --> 03:37:38.258]  We don't buy the little propaganda that the government puts out, tells you when you're in a recession.
[03:37:39.539 --> 03:37:40.119]  The motto,
[03:37:40.979 --> 03:37:43.180]  Or the transjournalist, think for yourself.
[03:37:45.161 --> 03:37:50.985]  If the real estate market starts going down, the whole thing starts unraveling below it.
[03:37:51.805 --> 03:37:53.946]  Because of all the sectors that are related.
[03:37:54.507 --> 03:37:55.987]  Oh, like a Lowe's.
[03:37:56.668 --> 03:37:57.868]  And Lowe's goes lower.
[03:37:59.509 --> 03:38:01.931]  And then you look at the stock numbers that are coming out.
[03:38:03.552 --> 03:38:06.313]  Oh, you know, Starbucks.
[03:38:07.734 --> 03:38:09.515]  There's a story right here in the paper.
[03:38:10.370 --> 03:38:15.513]  They just had to announce that it gets jolt from robust sales!
[03:38:15.953 --> 03:38:16.053]  Huh!
[03:38:16.073 --> 03:38:22.156]  You know what the robust sales were?
[03:38:24.837 --> 03:38:35.763]  Growth came entirely from a 5% rise in the average ticket for the period.
[03:38:37.644 --> 03:38:39.105]  The number of transactions
[03:38:40.023 --> 03:38:44.745]  In the US fell 1% from a year earlier.
[03:38:45.485 --> 03:38:53.348]  Higher prices help Starbucks deliver its strongest quarterly sales gain in more than a year.
[03:38:55.649 --> 03:39:00.411]  Higher prices, not greater sales.
[03:39:03.112 --> 03:39:05.593]  Facebook, less people
[03:39:07.927 --> 03:39:08.747]  Numbers go up.
[03:39:08.847 --> 03:39:09.328]  Wait a minute.
[03:39:09.348 --> 03:39:10.368]  You're losing audience.
[03:39:10.468 --> 03:39:10.888]  Twitter.
[03:39:11.808 --> 03:39:12.669]  Losing audience.
[03:39:14.349 --> 03:39:15.550]  How could their stocks go up?
[03:39:16.870 --> 03:39:17.851]  General Motors.
[03:39:19.031 --> 03:39:20.212]  Selling less cars.
[03:39:20.832 --> 03:39:23.693]  Oh yeah, but the ones we're selling, people are paying more for.
