[00:00:05.615 --> 00:00:07.376]  All right, my friends.
[02:39:15.760 --> 02:39:20.107]  It's amazing how they target the weak and those who can't defend themselves in the first place.
[02:39:21.994 --> 02:39:29.720]  As you've said many times, the people who are doing the same kind of thing now in Iraq are going to come back to America and become police officers and do the same thing.
[02:39:29.780 --> 02:39:43.110]  So it's just another example of how they view us as the enemy, as all their training dictates that the American people are now, you know, not their masters, not those who they're supposed to serve and protect, but the enemy.
[02:39:43.130 --> 02:39:50.636]  Well, I would say from just my own view of it, from my own monitoring it, observing it,
[02:39:51.678 --> 02:39:59.101]  Half the police are good, a quarter are in between, and a quarter are just bad, bad, bad.
[02:39:59.441 --> 02:40:05.463]  And I would agree, the thugs that like to do this, predators, instinctively attack weak people.
[02:40:05.744 --> 02:40:09.025]  And I mean, tasering five-year-olds now?
[02:40:09.545 --> 02:40:11.566]  You know, tasering 95-year-old women?
[02:40:12.506 --> 02:40:14.427]  I mean, it's getting out of control, Paul.
[02:40:15.925 --> 02:40:18.446]  Well, come on, that five-year-old did have a piece of glass.
[02:40:18.726 --> 02:40:19.826]  No, no, that was the six-year-old!
[02:40:19.846 --> 02:40:24.048]  There was another five-year-old, uh, that was, uh, that ran from police.
[02:40:26.269 --> 02:40:36.212]  Yeah, that was the girl who ran across the highway, so they thought the best thing to do would be to, um, you know, taser her in the middle of the road, which seemed like a good idea at the time.
[02:40:36.992 --> 02:40:45.195]  But, I mean, again, some of these people who do these kind of things, then they're just allowed straight back into the forces, like this, uh, sergeant in Iraq.
[02:40:46.112 --> 02:40:57.557]  Who wasn't even discharged from the army for ordering these two Iraqis to be thrown off the bridge into the Tigris River, killing one of them.
[02:40:58.177 --> 02:41:03.819]  And the cardinal sin that they'd committed was breaking the 9pm curfew time, again part of the liberation.
[02:41:04.900 --> 02:41:08.401]  So I mean, as in Iraq, it's starting to become the same thing in America.
[02:41:08.441 --> 02:41:10.002]  They're treating us as subhuman.
[02:41:10.562 --> 02:41:12.943]  That's what they're doing in Iraq, which is, you know, why
[02:41:13.675 --> 02:41:23.464]  Well, I've got the article here where in the masonic ritual last year where they blew the guy's head off, he got five years probation, no jail time.
[02:41:25.666 --> 02:41:30.090]  Yeah, and this sergeant gets six months for basically manslaughter.
[02:41:31.585 --> 02:41:36.487]  So, I mean, they do this so brazenly because there's never any kind of backlash against it.
[02:41:36.507 --> 02:41:39.649]  And they think it's okay because they treat people as sub-humans.
[02:41:39.669 --> 02:41:42.990]  So if people are animals, then it's okay to treat them as animals, in their view.
[02:41:43.251 --> 02:41:44.791]  I want to quickly go over these articles.
[02:41:44.891 --> 02:41:49.513]  London Telegraph, antidepressant drugs make breast cancer treatments less effective.
[02:41:50.254 --> 02:41:59.058]  Thousands of breast cancer patients who take Prozac and other drugs that counter depression are being warned that the treatment can make their anti-tumor medication less effective.
[02:42:00.470 --> 02:42:16.498]  A study by Doctors for American Hospitals in America has found that Prozac and Serorad both react negatively with Tamoxifen, the drug which is given to women to prevent the reoccurrence of breast cancer and prevent it working to its full capacity.
[02:42:16.838 --> 02:42:20.179]  Prozac came out last week and it causes massive birth defects, but they're not stopping.
[02:42:20.520 --> 02:42:21.140]  Here's another one.
[02:42:22.503 --> 02:42:28.286]  Eli Lilly knew Prozac had a 1,200 higher suicide rate than other antidepressants.
[02:42:28.906 --> 02:42:34.229]  It's yet another example of widespread negligent actions committed by Big Pharma in the quest for profits.
[02:42:34.269 --> 02:42:37.011]  It's not just Vioxx and Celebrex.
[02:42:37.031 --> 02:42:40.712]  Now the truth is finally starting to come out on antidepressant drugs like Prozac.
[02:42:41.073 --> 02:42:41.893]  And what is the truth?
[02:42:41.953 --> 02:42:43.554]  The drug makers, Eli Lilly, will not
[02:42:44.094 --> 02:42:52.221]  Only knew their star drugs were more dangerous than alternatives, but they actively sought to suppress the release of that information in order to protect profits.
[02:42:52.241 --> 02:42:53.822]  Yeah, I knew this ten years ago, Paul.
[02:42:55.604 --> 02:42:58.226]  Well, yeah, and this is what they want your kids on under New Freedom.
[02:42:59.167 --> 02:43:01.188]  And the fact is... But it's New Freedom, Paul.
[02:43:01.248 --> 02:43:01.909]  It's Freedom.
[02:43:02.449 --> 02:43:04.111]  Well, it must be, if it's called that.
[02:43:05.212 --> 02:43:11.677]  And, um, studies have shown... Does that mean if we started labeling cyanide pills as vitamin C, people wouldn't get sick from it?
[02:43:12.307 --> 02:43:13.007]  People wouldn't die?
[02:43:13.648 --> 02:43:18.170]  Well, the European Union's banning all the vitamin C, so that's what they could replace it with.
[02:43:18.810 --> 02:43:37.740]  They ban the vitamins which make you better and cure you and keep you healthy, and they push all this Prozac on you, when the studies in the past have shown that, you know, 50% of people given placebos recover just as quickly from depression as people given Prozac, and then you've got all... It's actually 55%, yes.
[02:43:37.880 --> 02:43:40.241]  Even more than half do better with a sugar pill.
[02:43:41.292 --> 02:43:51.476]  And then all these horrible side effects which the companies know about and yet push the drugs anyway because they're in it for profit and they're in it to keep people ill so they can keep them dependent on the company.
[02:43:51.516 --> 02:43:54.137]  Well, then the children get sick and they put them on even more.
[02:43:54.917 --> 02:43:58.799]  And of course the spin is it just makes children commit suicide.
[02:43:58.839 --> 02:44:00.779]  No, it makes adults do it too.
[02:44:00.799 --> 02:44:02.180]  But it is worse in children.
[02:44:04.041 --> 02:44:06.822]  Padilla's lawyers charge him or free him, MSNBC,
[02:44:08.602 --> 02:44:11.644]  And they're saying, how dare you, you know, not charge him for three years.
[02:44:11.684 --> 02:44:12.565]  Well, here's the problem.
[02:44:12.845 --> 02:44:13.845]  Forget Padilla.
[02:44:14.366 --> 02:44:16.107]  What about Dr. Charles T. Sell?
[02:44:16.507 --> 02:44:19.549]  The Army dentist called in to examine the dead bodies at Waco.
[02:44:19.569 --> 02:44:20.470]  He says they killed him.
[02:44:21.070 --> 02:44:26.513]  And so he's been held for seven years in solitary confinement, being forced drugged, and never charged.
[02:44:28.555 --> 02:44:30.576]  Well, this goes right back to
[02:44:31.440 --> 02:44:40.845]  November 2001, where they created the Enemy Combatant Designation and the Parallel Legal System, as they called it.
[02:44:41.406 --> 02:44:47.109]  And now, last week, they came out and said we're pushing ahead to imprison people indefinitely.
[02:44:47.149 --> 02:45:00.156]  They're paying $25 million apiece to set up internment camps in foreign countries to keep individuals who have no evidence against them, but will not be released because they're still terrorist suspects.
[02:45:01.842 --> 02:45:06.004]  And a Podilla is an example of that, where there was no evidence against him.
[02:45:06.024 --> 02:45:10.146]  It was basically a scare case, engineered by John Ashcroft.
[02:45:10.666 --> 02:45:13.967]  And now they're keeping people indefinitely in internment camps.
[02:45:14.267 --> 02:45:17.929]  And now they don't even get a tribunal, because they can't get the tribunals to sit.
[02:45:17.949 --> 02:45:19.589]  Their own officers are quitting in March.
[02:45:20.870 --> 02:45:28.313]  No, and it's funny that in these cases of so-called Al-Qaeda operatives, like Khalid Mohammed and others,
[02:45:29.011 --> 02:45:37.955]  They actually call other affiliated so-called Al-Qaeda members to be at the trial who are supposedly still alive, like Ramzi bin al-Shibh, but the U.S.
[02:45:37.995 --> 02:45:48.681]  government doesn't allow them to be present because they've already killed them and they've covered it up, or they haven't killed them and yet they've told the media that they have killed them.
[02:45:48.901 --> 02:45:54.043]  Well, they've killed them four times and captured them nine times and then they're still bombing, yes.
[02:45:54.063 --> 02:45:56.645]  But they never retract how many times they were killed or captured.
[02:46:00.033 --> 02:46:03.834]  Paul, before we get a break, come back and take the call from Jerry and Steve and Jim.
[02:46:04.634 --> 02:46:06.695]  Tell folks about PrisonPlanet.tv.
[02:46:06.815 --> 02:46:08.916]  Quite a bit is going up in the next few days.
[02:46:10.096 --> 02:46:14.757]  We've got at least four new videos going up this week, maybe even five.
[02:46:14.817 --> 02:46:18.078]  We've got Alex's weekly report going up today.
[02:46:18.098 --> 02:46:24.300]  We've got the Dean Haglund interview, who was former star of The Lone Gunman, going up.
[02:46:26.319 --> 02:46:34.525]  Mohammed Atta and the Venice Flying Circus, a great movie by Daniel Hopsiker, going up this week.
[02:46:35.206 --> 02:46:45.615]  And of course, the original 9-1-1 pre-release video, which you put out, which most people haven't got because it was only available for a couple of months, but it's going up again this week.
[02:46:45.655 --> 02:46:49.798]  So, you know, at least four videos this week, audio interviews,
[02:46:51.693 --> 02:46:56.603]  And everything else, the special reports, my book, Order Out of Chaos, Alex's book, other e-books.
[02:46:57.425 --> 02:47:02.796]  So it's a great time to sign up because the content's only increasing week by week.
[02:47:04.495 --> 02:47:08.138]  All 11 of my films, dozens of other films have been authorized to post.
[02:47:08.538 --> 02:47:09.979]  It's just ridiculous.
[02:47:09.999 --> 02:47:11.740]  You want a master's degree in the New World Order?
[02:47:11.760 --> 02:47:13.842]  PrisonPlanet.tv.
[02:47:14.682 --> 02:47:27.692]  Also, my friends, the 11 films I've made, you can get hard copies of those and make copies of those and give them to people and put them on AXS TV, show them at your college or show them at your VFW, show them at the nursing home, whatever.
[02:47:28.032 --> 02:47:29.293]  Just show it to everybody.
[02:47:30.074 --> 02:47:42.414]  The toll-free number to get my videos, just for a few more days, these discounts of upwards of 70-plus percent off on some of my best films, go to InfoWars.com, peruse the secure online safe shopping card.
[02:47:43.161 --> 02:47:48.265]  And order them online or call toll-free to ask about the different specials and titles.
[02:47:48.285 --> 02:47:52.969]  1-888-253-3139.
[02:47:53.629 --> 02:47:54.450]  Don't wait, folks.
[02:47:54.970 --> 02:47:57.933]  Get the best 9-11 films out there, bar none.
[02:47:57.953 --> 02:47:58.833]  9-11 and The Road to Tyranny.
[02:47:59.114 --> 02:47:59.954]  The Masters of Terror.
[02:48:00.174 --> 02:48:01.936]  Get Dark Secrets Inside Bohemian Grove.
[02:48:02.196 --> 02:48:03.237]  Get these materials.
[02:48:03.257 --> 02:48:03.537]  1-888-253-3139.
[02:48:03.557 --> 02:48:04.878]  Or just write to me, Alex Jones, at 3001.
[02:48:12.134 --> 02:48:14.937]  South Lamar, Suite 100, Austin, Texas, 78704.
[02:48:15.037 --> 02:48:21.122]  Alright, we're gonna come back, Paul, in about five minutes.
[02:48:21.162 --> 02:48:22.603]  We'll give each caller about a minute and a half.
[02:48:23.164 --> 02:48:24.405]  Jerry, Steve, Jim, and others.
[02:48:24.585 --> 02:48:25.446]  We'll just take those three.
[02:48:26.146 --> 02:48:28.428]  And then we'll wrap up this Monday edition.
[02:48:29.329 --> 02:48:31.211]  Covered about 60, 70 articles.
[02:48:31.271 --> 02:48:32.071]  I didn't get to all of them.
[02:48:32.091 --> 02:48:35.875]  There's a lot more on InfoWars.com and PrisonPlanet.com.
[02:48:36.415 --> 02:48:38.016]  But seriously, take advantage of PrisonPlanet.tv.
[02:48:45.152 --> 02:48:51.994]  Hey folks, Alex Jones here, and I'm very excited to announce the release of my bombshell documentary film, 9-1-1 The Road to Tyranny, on DVD.
[02:48:52.314 --> 02:48:53.695]  That's right folks, DVD.
[02:48:53.875 --> 02:48:56.096]  The original film was 144 minutes long.
[02:48:56.236 --> 02:48:58.336]  The DVD version is 170 minutes.
[02:48:58.597 --> 02:49:03.538]  If you want to wake up your friends and family to the truth of what happened on September 11th, this is the film for you.
[02:49:03.878 --> 02:49:07.920]  The Road to Tyranny is already sending shockwaves through Washington and across the United States.
