[00:00:27.375 --> 00:00:28.155]  Blast off!
[03:31:57.958 --> 03:32:00.219]  It takes a few weeks for you to notice the results.
[03:32:00.660 --> 03:32:02.521]  But you'll just get a bottle and take it.
[03:32:03.061 --> 03:32:04.422]  You think carrots are good for your eyes?
[03:32:04.922 --> 03:32:06.483]  You think antioxidants are good for your skin?
[03:32:06.683 --> 03:32:09.284]  I mean, it's a joke what happens with this.
[03:32:09.364 --> 03:32:09.984]  And it's proven.
[03:32:10.004 --> 03:32:13.226]  You can say it slows the deterioration of the telomeres.
[03:32:13.286 --> 03:32:14.646]  That means they don't die as fast.
[03:32:14.786 --> 03:32:15.887]  You can say that makes them last long.
[03:32:15.967 --> 03:32:16.767]  Half empty, half full.
[03:32:16.887 --> 03:32:17.708]  It does so much more.
[03:32:17.928 --> 03:32:27.792]  ELEV ATP, Ancient Pea Apple Extract, PQQ, CoQ10, Organic Reishi, Astragalus Root Extract, and even more incredible ingredients.
[03:32:27.992 --> 03:32:30.633]  It is 60% off and free shipping.
[03:32:30.753 --> 03:32:31.854]  And if you sign up for AutoShip,
[03:32:31.974 --> 03:32:34.515]  You can cancel any time, every month, every two months, whatever you want.
[03:32:34.535 --> 03:32:37.775]  You just pick the time there, you get an additional 10% off, ladies and gentlemen.
[03:32:37.935 --> 03:32:42.536]  And there's so many other big deals going at infowarestore.com, but DNA Force really is special.
[03:32:42.696 --> 03:32:48.798]  This run at this current rate will sell out in about a week and a half, so this special's not gonna run too long, but I have another order coming in soon.
[03:32:48.818 --> 03:32:53.318]  It won't be sold out for six months this time, because again, I've signed a contract to have it come in as we need it.
[03:32:53.398 --> 03:32:55.139]  DNA Force Plus, you won't experience it.
[03:33:06.235 --> 03:33:08.936]  You're listening to The Alex Jones Show.
[03:33:22.161 --> 03:33:23.102]  You found it.
[03:33:23.382 --> 03:33:24.942]  The tip of the spear.
[03:33:25.423 --> 03:33:30.305]  It is The Alex Jones Show with Owen Troyer.
[03:33:31.105 --> 03:33:33.306]  The secrets of the universe.
[03:33:37.709 --> 03:33:51.138]  You already have all of them built into your own existence, your own consciousness, just waiting, waiting for you to harness the power of the universe.
[03:33:53.860 --> 03:33:55.301]  Welcome back to the Alex Jones Show.
[03:33:55.321 --> 03:33:57.863]  We're going to be taking your calls for the next two segments.
[03:33:58.704 --> 03:34:00.465]  I want to mention a couple things before I commit to that.
[03:34:02.018 --> 03:34:08.179]  Just to make this connection, because there's more news coming about the lady that got in the Mar-a-Lago event.
[03:34:08.199 --> 03:34:09.199]  She had a bunch of cash.
[03:34:09.539 --> 03:34:11.800]  She had a bunch of high advanced technology.
[03:34:11.860 --> 03:34:13.500]  Basically, it was a spy, is what it looked like.
[03:34:13.880 --> 03:34:14.840]  This woman was a spy.
[03:34:15.140 --> 03:34:15.840]  For who or what?
[03:34:17.241 --> 03:34:29.943]  Still being debated, but definitely sent in as a spy, was paid to be there, and I think that that's the main reason why Trump had fired the Secret Service Director.
[03:34:32.643 --> 03:34:38.325]  Michael Cohen, who's trying to get out of jail time by saying, oh I can give you more with Trump, I can give you more with Trump.
[03:34:39.806 --> 03:34:42.147]  Michael Cohen, you're a traitor, you're a rat, you're a loser.
[03:34:42.967 --> 03:34:54.191]  And if you thought for one second you could work with these corrupt Jack you-know-whats and get out of jail, well I guess you learned the hard way, you rat.
[03:34:55.471 --> 03:34:55.771]  You.
[03:34:59.513 --> 03:34:59.873]  Alright.
[03:35:01.072 --> 03:35:06.641]  Black Hole's picturing the heart of darkness, so now CERN is apparently about to... I think it's CERN.
[03:35:07.222 --> 03:35:08.404]  I could be wrong about that, actually.
[03:35:09.295 --> 03:35:12.498]  I mean, who knows how many black holes CERN has made or whatever else they're doing.
[03:35:13.619 --> 03:35:19.043]  But somebody, I read this story, I forget who it was, somebody's literally about to make a black hole and then take a picture of it.
[03:35:19.244 --> 03:35:20.465]  So I'm sure nothing will go wrong with that.
[03:35:21.626 --> 03:35:24.448]  Brain zaps boost memory in people over 60, studies find.
[03:35:24.928 --> 03:35:31.814]  Folks, they've already had this technology, they already know how to access parts of your brain using electrical frequencies.
[03:35:32.715 --> 03:35:34.497]  Maybe now it's about to come out to the public, though.
[03:35:35.185 --> 03:35:35.485]  All right.
[03:35:36.125 --> 03:35:36.966]  Oh, one more thing.
[03:35:38.267 --> 03:35:44.830]  For the second day in a row, I did the Avocado Challenge, where I take a bag of avocados to Democrat offices.
[03:35:44.870 --> 03:35:46.331]  There's two offices here in Austin.
[03:35:47.251 --> 03:35:53.734]  I'm telling you, I think I'm living a Mandela effect, because there were literally three the other day, and I had planned on hitting all three of them this week.
[03:35:54.415 --> 03:35:56.536]  And then I went and looked, and now there's only two.
[03:35:56.896 --> 03:35:59.377]  So I think a Mandela effected me out of one of those videos.
[03:35:59.958 --> 03:36:01.218]  But maybe that's from CERN.
[03:36:04.249 --> 03:36:09.314]  If you want to watch my avocado video, you can go to my Twitter at All I Do Is Owen.
[03:36:09.974 --> 03:36:12.536]  My name is Beto right now, so people are kind of confused.
[03:36:12.576 --> 03:36:15.779]  I changed my name from Owen Troyer to Beto just to troll the Dems right now.
[03:36:15.799 --> 03:36:17.020]  I'm just going to leave it up there for a minute.
[03:36:17.060 --> 03:36:21.204]  But we'll air that in the War Room, which airs 3 to 6.
[03:36:23.140 --> 03:36:24.941]  How are you doing, Owen?
[03:36:24.961 --> 03:36:26.861]  Hey, I know that you and Alex both are pretty smart guys.
[03:36:26.901 --> 03:36:28.082]  You read the Bible, I understand.
[03:36:28.142 --> 03:36:29.802]  At least you seem to.
[03:36:51.721 --> 03:37:05.067]  Is there any time that you have considered that the days you're living in now is the end of what Jesus called in Matthew 24, verse 14, the conclusion of the system of things?
[03:37:05.967 --> 03:37:09.769]  Well, more and more, that's a tough one.
[03:37:10.349 --> 03:37:17.653]  I would say that, you know, revelation is being revealed more and more, not to sound redundant.
[03:37:18.893 --> 03:37:21.655]  So yes, as far as that's concerned, but there's more of that.
[03:37:22.175 --> 03:37:25.076]  There's more metaphysical things that I go through in my mind.
[03:37:26.557 --> 03:37:31.260]  And when I see stuff, I'm almost beginning to wonder if we're actually in hell right now.
[03:37:31.280 --> 03:37:32.580]  We're actually in hell already.
[03:37:32.600 --> 03:37:35.742]  Look up what the word hell means.
[03:37:36.202 --> 03:37:36.562]  You're not.
[03:37:39.404 --> 03:37:40.264]  It's very interesting.
[03:37:40.384 --> 03:37:45.027]  I was looking up definitions of words and where they come from, and I thought here's one that was interesting for you.
[03:37:45.689 --> 03:37:49.652]  The word Satan comes from a root word that means liar.
[03:37:50.292 --> 03:37:53.214]  And the word devil comes from the root word that means manslayer.
[03:37:54.936 --> 03:38:01.560]  And so when you think of these liars that are in the government right now, it's like, wow.
[03:38:01.840 --> 03:38:04.042]  Even Jesus said that they were like their father.
[03:38:04.102 --> 03:38:05.383]  They're liars like their fathers.
[03:38:06.221 --> 03:38:07.902]  And it fits so well.
[03:38:08.342 --> 03:38:18.785]  But I just wondered, because that was something that I consider, and when I see all the things around me... Well, you know, I think that you're... I'm speaking for myself, I guess, but I think a lot of people feel the same way.
[03:38:19.165 --> 03:38:25.187]  Your understanding, your interpretation of the Bible kind of changes with time, with age, with experience.
[03:38:26.607 --> 03:38:28.668]  And so I could definitely say that's the case for me.
[03:38:29.728 --> 03:38:33.990]  And just the way I kind of read the Bible now has even changed.
[03:38:35.051 --> 03:38:38.053]  But I grew up in a Catholic household, Christian household.
[03:38:38.093 --> 03:38:40.854]  I went to Catholic school and then a Christian high school.
[03:38:41.875 --> 03:38:44.816]  So I mean, I always grew up reading the Bible, studying religion.
[03:38:44.836 --> 03:38:46.997]  I had to take world religion classes.
[03:38:48.098 --> 03:38:54.360]  I'm very familiar with all of it, but your interpretation and everything kind of changes over time, I think, with age and experience.
[03:38:55.260 --> 03:39:11.504]  And you start to learn that some of the things, because language changes over time, and you start to learn that some of the things in the Bible are written or said, and they're not even, in my opinion, meant to be interpreted or perceived
[03:39:12.524 --> 03:39:15.605]  In our current existence, in our current dimension.
[03:39:15.805 --> 03:39:30.548]  And I don't know if that makes sense, but that's kind of how I feel about it now in my older age after experiencing what I've experienced in the world and what I've experienced spiritually and what I've experienced the side of good and the side of evil.
[03:39:30.888 --> 03:39:33.008]  But that's a loaded question, Jim.
[03:39:33.188 --> 03:39:35.589]  I don't know if I could... I'd have to keep going on that.
[03:39:35.649 --> 03:39:38.009]  I'm just gonna leave it there and move on.
[03:39:38.049 --> 03:39:38.789]  But thank you for the call.
[03:39:38.809 --> 03:39:40.630]  Let's go to Phil in Ohio.
[03:39:40.670 --> 03:39:41.210]  Go ahead, Phil.
[03:39:42.928 --> 03:39:47.392]  Iowan, God bless you and all those involved and dedicated.
[03:39:47.412 --> 03:39:52.997]  I have what I think may be a possible moneymaker for the fight.
[03:39:55.079 --> 03:40:00.883]  Start with MACA to MAGA.
[03:40:01.824 --> 03:40:07.289]  Make America Christian again, along with make America great again.
[03:40:08.292 --> 03:40:17.196]  Uh, probably be adapted to a sheet t-shirt best, but put the crucifixion cross at the top.
[03:40:18.096 --> 03:40:26.640]  And then under Mecca, put the word stand and then the American flag.
[03:40:27.761 --> 03:40:30.462]  I think that kind of says it all.
[03:40:31.022 --> 03:40:36.384]  We put Jesus first, and if we do that and get in a fight,
[03:40:38.166 --> 03:40:40.787]  If anybody's going to win, it'll be us.
[03:40:42.288 --> 03:40:42.968]  Well, there you go.
[03:40:43.008 --> 03:40:44.469]  You just put the idea out there.
[03:40:44.789 --> 03:40:48.511]  And so, if anybody wants to manifest that, they can.
[03:40:48.711 --> 03:40:52.753]  I mean, we've got so many t-shirts at InfoWars store and then so many ideas we came and put out.
[03:40:53.173 --> 03:40:56.195]  Honestly, I don't even want to get involved with that.
[03:40:59.423 --> 03:41:01.664]  Again, I mean, we have so many t-shirts already.
[03:41:01.704 --> 03:41:08.829]  If we put out every t-shirt idea, nobody would buy any because we just watered down our own products.
[03:41:08.929 --> 03:41:12.991]  But it is a good idea, Phil, but maybe that's something you could make or if somebody wants to manifest that idea.
[03:41:14.212 --> 03:41:15.733]  But yeah, Make America Christian again.
[03:41:15.873 --> 03:41:17.334]  That's one I haven't heard yet.
[03:41:17.374 --> 03:41:18.014]  That's an original.
[03:41:18.335 --> 03:41:19.555]  Alright, thanks for the call, Phil.
[03:41:19.575 --> 03:41:21.076]  Let's go to Mike in Texas.
[03:41:21.616 --> 03:41:22.137]  Go ahead, Mike.
[03:41:22.757 --> 03:41:23.418]  Hey, Olin.
[03:41:23.978 --> 03:41:24.898]  Can you hear me?
[03:41:25.139 --> 03:41:25.299]  Yep.
[03:41:26.576 --> 03:41:29.418]  Hey, I just wanted to say thank you so much for your products.
[03:41:29.518 --> 03:41:35.522]  I've bought thousands of dollars for DNA Force and the protein bars, and it's all so good.
[03:41:36.002 --> 03:41:36.923]  It's changed my life.
[03:41:36.943 --> 03:41:38.344]  It's changed my fiancé's life.
[03:41:38.384 --> 03:41:42.546]  The iodine literally changed my best friend's life in one night.
[03:41:42.887 --> 03:41:44.127]  He woke up the next morning.
[03:41:44.147 --> 03:41:46.469]  It was awesome.
[03:41:46.849 --> 03:41:48.310]  I just wanted to say thank you for that.
[03:41:48.430 --> 03:41:49.071]  Well, thank you.
[03:41:49.351 --> 03:41:50.091]  Thank you, Mike.
[03:41:50.171 --> 03:41:51.112]  You make it all possible.
[03:41:51.132 --> 03:41:55.695]  I mean, we would not be here if it wasn't for people like you supporting us, so thank you.
[03:41:57.045 --> 03:42:12.239]  Yeah, I just wanted to say that I am in total agreement that it's a really bad precedent with that measles vaccine right now, because just like you said, especially with the relatively benign ones, like if they can get us to all agree to take them, then what else can they do?
[03:42:12.339 --> 03:42:15.362]  And with this time with 5G and the blockchain,
[03:42:16.349 --> 03:42:29.033]  Um, you know, it's going to be potentially really possible in our lifetime for them to not just control us at this level, but to potentially even control our consciousness with blockchain technologies and certain things like that.
[03:42:30.073 --> 03:42:34.834]  I wanted to at least notify the public that there's a project called eResidency in Estonia.
[03:42:35.294 --> 03:42:40.776]  The Pope has an eResidency card, Obama has one, Trevor Noah, so there's like big
[03:42:41.297 --> 03:42:46.479]  Big things going on with Bitcoin and Ethereum, Enterprise Alliance... E-residencies.
[03:42:46.760 --> 03:42:47.900]  E-residency cards.
[03:42:47.940 --> 03:42:49.501]  That's a new one to me, Mike.
[03:42:49.541 --> 03:42:50.181]  I've never heard of that.
[03:42:50.681 --> 03:42:51.542]  We gotta go to break, Mike.
[03:42:51.582 --> 03:42:53.022]  Thank you so much for the call.
[03:42:53.443 --> 03:42:58.405]  By the way, if there's ever been one person that I immediately change the channel, it's Trevor Noah.
[03:42:58.765 --> 03:43:00.806]  The Daily Show with Trevor Noah sucks!
[03:43:05.945 --> 03:43:09.827]  We have sustained under the total enemy attack of Soros, the Clintons, and their crime syndicate.
