[00:00:00.236 --> 00:00:01.857]  Come on man!
[03:41:42.137 --> 03:41:53.159]  That's how these corrupt Democrat operatives, you know, like, like Holder Lynch, all of these guys, that's how they've risen so fast and so far through the Department of Justice.
[03:41:53.699 --> 03:41:59.744]  The entire edifice is just worm-eaten with, to me, I'll call them communists.
[03:41:59.744 --> 03:42:03.047]  They can say they're progressives with a higher loyalty.
[03:42:03.047 --> 03:42:04.708]  I call them communists.
[03:42:04.708 --> 03:42:11.854]  And even though we may have a battlefield victory here today, I don't think that it's over by a long shot.
[03:42:11.854 --> 03:42:16.358]  Because for the next, you know, 20, 30 years, the people that
[03:42:16.932 --> 03:42:25.857]  That thought Brennan should be allowed into the CIA and then opened the doors for him all the way through to director of the CIA.
[03:42:25.857 --> 03:42:33.541]  They are still the same people that are selecting tomorrow's FBI agents and CIA case officers.
[03:42:33.541 --> 03:42:40.245]  Those are the people that are supposed to defend us, but actually they see a higher loyalty also.
[03:42:40.245 --> 03:42:43.827]  They don't believe that oath that we took to defend the Constitution.
[03:42:43.827 --> 03:42:46.068]  Their higher loyalty is to globalism.
[03:42:46.668 --> 03:42:51.430]  And it's going to be a long, long war before we end this.
[03:42:51.430 --> 03:42:54.431]  Happies is a tincture that you take under the tongue.
[03:42:54.431 --> 03:42:56.411]  They've been selling it for over a year.
[03:42:56.411 --> 03:43:03.474]  It's a private label of one of the top national sellers of herbs that's known to calm the body, but not be a depressant.
[03:43:03.474 --> 03:43:08.835]  Now, despite the fact that I've never really promoted or cut an ad for it, it's in our top 10 bestsellers.
[03:43:08.835 --> 03:43:12.417]  And right now, for those of you that haven't tried it, you can get it for 50% off.
[03:43:13.777 --> 03:43:14.939]  Life is stressful.
[03:43:14.939 --> 03:43:17.862]  Almost everything in our lives can put stress and pressure on us.
[03:43:17.862 --> 03:43:28.054]  But ashwagandha root, rhodiola root, passionflower herb, green tea leaf, and licorice root is known to be so good for us and smooth us out in a calm, good way.
[03:43:28.735 --> 03:43:34.538]  Happy's is available right now at InfoWarsStore.com at 50% off, and your purchase supports the broadcast.
[03:43:34.538 --> 03:43:35.479]  It is so vital.
[03:43:35.479 --> 03:43:41.823]  And I recommend you order another bottle to give friends and family, because this stuff has really worked for myself and so many others.
[03:43:41.823 --> 03:43:45.805]  It's Happy's, exclusively available at InfoWarsLife.com.
[03:43:45.805 --> 03:43:49.387]  Again, secure your Happy's today at InfoWarsLife.com.
[03:43:51.661 --> 03:43:57.426]  Super Silver Wound Gel is a private label from the top company in the U.S.
[03:43:57.426 --> 03:44:02.150]  that has their products in hospitals and is sold over the counter and approved for that by the FDA.
[03:44:02.150 --> 03:44:04.833]  We have been blessed with their listeners and let us private label it.
[03:44:04.833 --> 03:44:06.995]  In the last two years, it's been a bestseller.
[03:44:06.995 --> 03:44:18.565]  We convinced them to let us come out with a skin cream that basically mimics the top skin creams that are already out there at a lower price with their patented Silver Sol technology in it.
[03:44:19.005 --> 03:44:28.655]  It's got the hyaluronic acid, it's got the stearic acid, it's got the grapefruit essential oil, it's got the nano silver coconut oil and so much more.
[03:44:28.655 --> 03:44:33.921]  It's in two sizes, super silver skin cream in 3.4 ounce and in the smaller one.
[03:44:34.161 --> 03:44:42.104]  You're not going to find a product this good anywhere, and you're certainly not going to find it at this price, and it funds the InfoWar at InfoWarsLife.com.
[03:44:42.104 --> 03:44:45.104]  Get your Super Silver Skin Cream today.
[03:44:45.104 --> 03:44:49.386]  We can only run this special for another week or so, as of taping this September 10th.
[03:44:52.458 --> 03:44:59.886]  There are few things in this universe that are a sure bet, but I'm here to tell you, the products at Infowarslife.com are on.
[03:44:59.886 --> 03:45:13.241]  We go out, we find out what is the best rated, best tested, most loved, most documented substances that God gave us through Mother Nature, and then we make it even stronger, even better, and lower the price.
[03:45:13.681 --> 03:45:20.330]  Now, turmeric has been known for thousands of years to help with inflammation, headaches, it's good for the immune system, so many things.
[03:45:20.330 --> 03:45:22.113]  It sells itself.
[03:45:22.113 --> 03:45:30.164]  But, normal turmeric only has 3-5% curcuminoid, the active enzyme or system in the plant.
[03:45:31.025 --> 03:45:32.726]  Originally, obviously, from India.
[03:45:32.726 --> 03:45:45.074]  Well, BODY'S Ultimate Turmeric Formula has a 95% curcuminoid level, but it's got other natural things that help boost it, help your body absorb it, and that's why people absolutely love it.
[03:45:45.074 --> 03:45:48.036]  I'm doing this offer for people that haven't tried it yet.
[03:45:48.036 --> 03:45:50.258]  50% off on BODY'S at Infowarslife.com.
[03:45:52.023 --> 03:46:00.567]  I was among the first 12 years ago to warn that Jeffrey Epstein was running a giant governmental blackmail ring using pedophilia.
[03:46:00.567 --> 03:46:05.209]  I was the first to warn of human-animal hybrids and organ harvesting.
[03:46:05.209 --> 03:46:12.112]  I was the first to begin to warn that babies were being kept alive after they were born for their organs to be harvested.
[03:46:12.572 --> 03:46:22.300]  I was the first to warn you, along with Paul Watson and Infowars.com, 15 years ago that Google was using microphones and hidden cameras to record everything you do.
[03:46:22.300 --> 03:46:36.691]  And hundreds and hundreds of other giant issues, like the Federal Reserve being private, run for profit, trying to control our economy, that our government in Hollywood had been taken over by the Communist Chinese, on every one of these issues and many others.
[03:46:38.731 --> 03:46:40.492]  You're listening to the Alex Jones Show!
[03:47:14.518 --> 03:47:16.899]  Waging war on corruption.
[03:47:16.899 --> 03:47:21.581]  It's Alex Jones with Matt Bracken.
[03:47:21.581 --> 03:47:27.983]  Okay, now obviously the McCabe News is dominating everything today.
[03:47:42.455 --> 03:47:43.616]  And it's very important.
[03:47:43.616 --> 03:47:49.699]  You know, it's the rock in the river that the river is bending around today.
[03:47:49.699 --> 03:47:53.001]  But it relates to a lot of other big picture items.
[03:47:53.001 --> 03:48:04.108]  And I think that what's happening now is that the Deep State's timeline, their narrative time cycle, it's been very disrupted.
[03:48:04.108 --> 03:48:10.792]  So we're going to see some unexpected events that are going to come out of the blue, but maybe not so out of the blue.
[03:48:12.077 --> 03:48:16.380]  Because of this panic among the deep state, the key deep state players.
[03:48:16.380 --> 03:48:27.548]  Now, the plan was to pivot from Russian collusion, the hoax, which occupied mainstream media for two straight years plus, two and a half years.
[03:48:27.548 --> 03:48:34.633]  The plan was to just never mind that, you know, leave that, go away from that, and pivot to the new narrative
[03:48:35.137 --> 03:48:38.260]  That, you know, white man bad, orange man bad.
[03:48:38.260 --> 03:48:46.807]  You know, that the former American patriots now are the most dangerous terrorists in America and the world.
[03:48:46.807 --> 03:48:49.269]  You know, the dreaded white nationalists.
[03:48:49.269 --> 03:48:54.333]  You know, anybody who is of European heritage
[03:48:55.020 --> 03:49:00.502]  Who is a national patriot, is today a white nationalist.
[03:49:00.502 --> 03:49:02.102]  And we know what that means.
[03:49:02.102 --> 03:49:06.364]  It means that they've got a Nazi uniform hidden in their closet.
[03:49:06.364 --> 03:49:20.408]  So this was the long-term plan for the progressive deep state operatives, was to just, you know, like a magician, misdirecting, never mind the Russian coup,
[03:49:21.167 --> 03:49:30.371]  We've now got an even bigger threat looming over the horizon, which is the rise of the evil alt-right white nationalists.
[03:49:30.371 --> 03:49:32.132]  I saw a video today.
[03:49:32.132 --> 03:49:34.493]  It's on Bitshoot and YouTube.
[03:49:34.493 --> 03:49:36.094]  There's a videographer out.
[03:49:36.770 --> 03:49:48.156]  He's a Brit in North England named Iconoclast, and I put him easily at the top tier with Paul Joseph Watson and Black Pigeon Speaks.
[03:49:48.156 --> 03:49:51.898]  If you've never seen Iconoclast, I highly recommend him.
[03:49:51.898 --> 03:49:55.860]  Now, he was in a purge about two or three weeks ago.
[03:49:55.860 --> 03:50:00.103]  He was banned for a couple of days and then brought back.
[03:50:00.103 --> 03:50:02.324]  He has like 200,000 followers.
[03:50:02.324 --> 03:50:04.225]  His videos get seen millions of times.
[03:50:04.955 --> 03:50:07.698]  His video today is brilliant.
[03:50:07.698 --> 03:50:24.117]  He's a European, he's English, and he's a patriot, so the way he is now referred to in the BBC and The Guardian and other left-wing British rags is as an European white nationalist.
[03:50:24.767 --> 03:50:26.928]  You know, an extremist.
[03:50:26.928 --> 03:50:28.910]  And all he is is an English patriot.
[03:50:28.910 --> 03:50:39.576]  I mean, so his video today starts out saying, what if you woke up and on TV all the NPC bots are saying the sky is green, the sky's always been green.
[03:50:39.576 --> 03:50:40.977]  And if you say no, it's blue.
[03:50:41.557 --> 03:50:42.598]  You're a skyist.
[03:50:42.598 --> 03:50:46.581]  You're like holding on to outdated, bigoted ideas.
[03:50:46.581 --> 03:50:49.783]  Anyway, the video is really terrific.
[03:50:49.783 --> 03:50:56.128]  It's called, The Mainstream Media Lies About Demography and Smears Me.
[03:50:56.128 --> 03:51:00.471]  You know that you can't even talk now on YouTube about the Great Replacement.
[03:51:01.056 --> 03:51:06.639]  If you say Great Replacement on YouTube, automatically you're banned.
[03:51:06.639 --> 03:51:15.925]  So, if you don't support mass third world immigration into this country, you're automatically next door to being a Nazi.
[03:51:15.925 --> 03:51:20.548]  Now, again, more good news, like the news on McCabe's coming indictment,
[03:51:21.152 --> 03:51:35.558]  The Supreme Court slapped down 7-2, this absurd notion that anybody from anywhere in the world can come through, you know, a dozen countries, buses, airplanes, show up at the American border and claim asylum.
[03:51:35.558 --> 03:51:39.140]  So, that's definitely another battlefield victory.
[03:51:39.784 --> 03:51:45.212]  But it's nothing to gloat about because, you know, we're being swamped demographically.
[03:51:45.212 --> 03:51:52.102]  What happened in California over the last, you know, 20, 30 years is happening in states like North Carolina.
[03:51:52.102 --> 03:51:53.905]  Why is it even in play?
[03:51:53.905 --> 03:51:55.167]  Because of demography.
[03:51:55.607 --> 03:52:09.435]  You know, we've got an unbelievable explosion of third-world immigrants into sanctuary cities and states, where they're given driver's licenses, which are motor voter, and nobody checks to see if they're voting.
[03:52:09.435 --> 03:52:13.418]  This is what happened to California, and it's happening right across the country.
[03:52:13.418 --> 03:52:19.421]  So, we've had a victory today with the asylum ruling, and I hope that Trump can push it.
[03:52:19.421 --> 03:52:23.724]  They're putting these asylum judges in tents right at the border.
[03:52:24.204 --> 03:52:24.424]  I think?
[03:52:43.712 --> 03:52:56.768]  This racial identity politics, long-term narrative, this pivot from Trump is a Russian agent to now Trump is the arch-racist, what's happened with McCabe is
[03:52:57.839 --> 03:53:02.181]  That a giant boulder, almost an asteroid, has landed in the pond.
[03:53:02.181 --> 03:53:09.104]  And they don't have time for a long pivot towards, you know, red flag laws, banning guns.
[03:53:09.104 --> 03:53:10.905]  This is going to take too long.
[03:53:10.905 --> 03:53:16.967]  They need something to take the exposure of the deep state coup right off the front page.
[03:53:16.967 --> 03:53:22.610]  And my worry is that we're going to see some kind of terrorist attack
[03:53:23.374 --> 03:53:25.475]  It seems to happen when they need it.
[03:53:25.475 --> 03:53:44.041]  Now, I'm not saying that one of these deep state coup plotters is going to pick up a telephone or his smartphone and then leave all these fingerprints to some parallax view corporation where they're going to set out on a patsy.
