[00:00:18.674 --> 00:00:24.037]  Ladies and gentlemen,
[03:14:26.141 --> 03:14:32.487]  makes a point of punching down, while the Daily Beast says his jokes are problematic.
[03:14:33.488 --> 03:14:40.315]  But as I point out in this article, by cracking politically incorrect jokes, Chappelle isn't punching down, he's punching up!
[03:14:41.311 --> 03:14:43.533]  These people run society.
[03:14:43.753 --> 03:14:45.534]  They're trying to re-engineer society.
[03:14:45.914 --> 03:14:50.077]  They're trying to determine who's allowed to have free speech, who's allowed to express what opinions.
[03:14:50.537 --> 03:14:53.079]  They are the cultural institutions that run society.
[03:14:53.299 --> 03:14:55.781]  Attacking them is always punching up.
[03:14:56.121 --> 03:14:57.262]  Not that it even matters.
[03:14:57.522 --> 03:14:58.243]  It's comedy.
[03:14:58.983 --> 03:15:00.224]  You can joke about anything.
[03:15:00.564 --> 03:15:03.026]  Joking about something doesn't mean you're endorsing it.
[03:15:03.826 --> 03:15:05.948]  Joking about rape doesn't mean you endorse rape.
[03:15:06.248 --> 03:15:06.868]  It's comedy.
[03:15:06.968 --> 03:15:07.749]  It's free speech.
[03:15:07.869 --> 03:15:09.010]  You don't have to watch it.
[03:15:09.090 --> 03:15:10.671]  Turn it off if you don't want to watch it.
[03:15:12.611 --> 03:15:32.568]  I go on to say, the woke left which controls the entertainment industry uses minority groups as human shields to denigrate, silence and shame anyone who dares challenge their onerous draconian attempt to police speech and restrict language by making fun of the sacred cow's progressive views to socially engineer society.
[03:15:33.223 --> 03:15:44.466]  Chappelle is directly targeting hysterical hate mobs backed by corporate power who are trying to take over culture and turn comedy into a bland, sanitized borefest.
[03:15:44.566 --> 03:15:58.229]  And they're so obsessed with that control, they're not even allowing the regular punters, the audience, to have a say on this new comedy special because it would prove that it's loved by the masses, hated by the control freaks.
[03:15:58.509 --> 03:15:59.729]  This is the Alex Jones Show live.
[03:15:59.749 --> 03:16:01.590]  We'll be back in 4Wars.com.
[03:16:02.390 --> 03:16:02.550]  Hi.
[03:16:04.312 --> 03:16:07.914]  Well, today, InfoWars Live Protein Bar.
[03:16:08.974 --> 03:16:09.235]  Mmm.
[03:16:10.015 --> 03:16:13.517]  I just devoured your cousin, InfoWars Live Protein Bar.
[03:16:35.060 --> 03:16:35.805]  What's going on here?
[03:17:03.257 --> 03:17:09.264]  With the daily wear and tear of the environment on our skin, it's only natural that it starts to crack and take damage.
[03:17:09.784 --> 03:17:15.791]  Wind, heat, water, and age are telltale signs that it's time to start taking care of your skin.
[03:17:16.511 --> 03:17:23.959]  With the InforWars Super Silver Cream, you can keep your skin feeling silky smooth and begin to heal the damages of the world around you.
[03:17:24.600 --> 03:17:38.491]  Created with ingredients like pigment oil, vitamin E, and the incredible Silver Sol formula, Infohor Silver Cream works triple duty, supporting the beautifying and protecting of the skin in a fast, non-greasy formula.
[03:17:38.611 --> 03:17:46.358]  Small and easily stored, it can support dry and damaged skin to reduce fine lines and wrinkles, while smoothing and softening calluses.
[03:17:46.578 --> 03:17:49.240]  With none of the harmful ingredients found in other formulas,
[03:17:49.600 --> 03:17:53.864]  You can be sure this silver cream is hard at work, promoting the healing of your skin.
[03:17:54.084 --> 03:17:57.787]  Don't miss out on the new Silversol Powered Can't-Miss Formula.
[03:17:58.108 --> 03:18:01.551]  Get the InfoWars Super Silver Cream today.
[03:18:05.935 --> 03:18:07.356]  We've launched it, ladies and gentlemen.
[03:18:09.038 --> 03:18:10.619]  It's now live.
[03:18:13.061 --> 03:18:14.102]  Band.video.
[03:18:14.843 --> 03:18:15.964]  I actually kind of shout.
[03:18:34.648 --> 03:18:35.709]  I don't sell snake oil.
[03:18:35.889 --> 03:18:37.691]  I sell fish oil.
[03:18:38.311 --> 03:18:39.872]  Wild harvested fish oil.
[03:18:40.052 --> 03:18:40.513]  Fish oil.
[03:18:40.853 --> 03:18:41.834]  The finest fish oil.
[03:18:42.034 --> 03:18:43.455]  The highest quality fish oil.
[03:18:43.675 --> 03:18:44.176]  Fish oil.
[03:18:44.316 --> 03:18:46.738]  Very best fish oil from the fjords.
[03:18:46.858 --> 03:18:47.879]  Highest quality fish oil.
[03:18:48.119 --> 03:18:48.599]  Fish oil.
[03:18:48.659 --> 03:18:49.200]  Fish oil.
[03:18:49.260 --> 03:18:49.980]  Fish oils.
[03:18:50.060 --> 03:18:50.981]  Fishin' oilin'.
[03:18:51.001 --> 03:18:51.882]  Fish oil.
[03:18:57.495 --> 03:18:59.076]  Take the fish oil or krill oil.
[03:18:59.397 --> 03:19:02.579]  Just like our information is dynamite, so are our products in forestore.com.
[03:19:02.999 --> 03:19:13.768]  As we witness the most disastrous geological activity in recorded history, the globalists are backed into a corner and the leftists are pushing for civil war.
[03:19:14.208 --> 03:19:17.871]  Borders are being broken and sovereignty is being challenged.
[03:19:18.351 --> 03:19:18.812]  The world
[03:19:19.452 --> 03:19:27.738]  Is going to change and how it changes will likely be decided by those who are prepared to stay strong when the system fails.
[03:19:28.438 --> 03:19:29.959]  The system is vulnerable.
[03:19:30.479 --> 03:19:36.223]  Electricity could be gone in an instant and grocery stores could be empty in three days.
[03:19:36.784 --> 03:19:49.012]  Having storable foods and the ability to purify water will give you a fighting chance in the next level and being without puts you at the mercy of others or makes you a slave to a dying system.
[03:19:49.632 --> 03:19:54.213]  Buy storable foods and an Alexa Pure Gravity Water Filter today.
[03:19:54.854 --> 03:19:57.274]  Support mankind by being prepared.
[03:19:57.814 --> 03:20:02.256]  And support freedom by buying from Infowarsstore.com.
[03:20:04.736 --> 03:20:10.638]  Leading a frontal assault on the lies of the New World Order, it's Alex Jones.
[03:20:34.460 --> 03:20:36.061]  Ladies and gentlemen, we're back live.
[03:20:36.121 --> 03:20:38.303]  Paul Watson was talking about the Dave Chappelle thing.
[03:20:38.443 --> 03:20:44.207]  I saw last Friday, when this broke, the actual trailer that they said made them so mad.
[03:20:44.887 --> 03:20:50.231]  He threw in their little N-word founding father thing that wasn't true, where they say, hey N-word, go write the Constitution.
[03:20:50.251 --> 03:20:55.595]  When it was Thomas Jefferson that wrote it, or at least the Declaration of Independence and a lot of the Constitution.
[03:20:56.195 --> 03:21:00.140]  I thought, well, that's just him, I guess, giving them their red meat, their race war prerogative.
[03:21:00.501 --> 03:21:04.606]  Then he goes into, well, here's the audio from the trailer that makes them so mad.
[03:21:04.626 --> 03:21:06.608]  The next one's a little harder.
[03:21:07.509 --> 03:21:10.613]  I'm gonna see if you can guess who it is I'm doing an impression of.
[03:21:11.054 --> 03:21:12.035]  Alright, let me get into character.
[03:21:12.055 --> 03:21:13.216]  You gotta guess who it is, though.
[03:21:14.400 --> 03:21:15.080]  Okay, here it goes.
[03:21:15.661 --> 03:21:24.625]  Uh, duh, hey, der, if you do anything wrong in your life, duh, and I find out about it, I'm gonna try and take everything away from you.
[03:21:24.805 --> 03:21:26.046]  And I don't care what I find out.
[03:21:26.206 --> 03:21:32.009]  Could be today, tomorrow, 15, 20 years from now, if I find out, you're fucking, duh, finished.
[03:21:33.850 --> 03:21:34.671]  Who's that?
[03:21:36.111 --> 03:21:36.912]  That's you!
[03:21:40.554 --> 03:21:42.555]  That's what the audience sounds like to me!
[03:21:47.432 --> 03:21:55.698]  That's why I don't be coming out doing comedy all the time, because y'all niggas is the worst motherfuckers I've ever tried to entertain in my fucking life!
[03:21:55.758 --> 03:22:02.102]  I'm gonna stop right there, because the trailer I saw had the cuss words bleeped out, but that's the one we found real quick during the break.
[03:22:03.223 --> 03:22:11.509]  The reason I play that is, he says there are these people ruining comedy that police everybody's speech and try to ruin their lives, and you're effing ruining the world.
[03:22:12.390 --> 03:22:14.171]  For radio stations, we had to delay some of that, obviously.
[03:22:15.387 --> 03:22:17.208]  There you see it, ladies and gentlemen.
[03:22:17.749 --> 03:22:22.532]  And then now he gets a zero on Rotten Tomatoes, and they're all calling for his head and calling him a white supremacist.
[03:22:22.972 --> 03:22:27.735]  It shows it's a cult of raw power wanting to dominate what everybody says and does.
[03:22:28.655 --> 03:22:30.977]  See it all at summit.news and infowars.com.
[03:22:30.997 --> 03:22:32.118]  Back to Paul Joseph Watson.
[03:22:33.919 --> 03:22:34.519]  Thanks, Alex.
[03:22:34.959 --> 03:22:41.383]  Yeah, in the rest of the special, and this was covered by a bunch of outlets, he attacks Jussie Smollett, which obviously they weren't happy about.
[03:22:41.423 --> 03:22:43.845]  He attacks the hashtag MeToo movement,
[03:22:44.312 --> 03:22:50.213]  He also attacks the alphabet people, the LGBT lobby, so they weren't happy about that.
[03:22:50.633 --> 03:22:52.254]  And this is completely insidious.
[03:22:52.714 --> 03:22:54.614]  This is all about controlling culture.
[03:22:54.914 --> 03:22:59.575]  This is the same process we see in art, movies, literature.
[03:23:00.015 --> 03:23:10.778]  If you know, as an upcoming artist, that you're going to offend the critics who are going to give your, you know, TV show, movie, book, whatever, 0% as soon as it gets off the ground, what are you going to do?
[03:23:10.818 --> 03:23:12.158]  You're going to self-censor.
[03:23:12.756 --> 03:23:23.878]  There are people who have already made it, people like Dave Chappelle, people like Quentin Tarantino, who don't need to cow to these leftist outrage mobs because they've already had massive success.
[03:23:24.419 --> 03:23:33.981]  Even still, Quentin Tarantino got some heat for not giving women enough dialogue in his most recent movie, Once Upon a Time in Hollywood.
[03:23:34.381 --> 03:23:40.622]  So even the people who established themselves, who are so big that they can't be dragged down in this cloud,
[03:23:41.018 --> 03:23:45.440]  This red mist of offensive outrage cancel culture, they still attack them.
[03:23:45.840 --> 03:24:03.808]  Differences that are already established, they can shake it off, as Dave Chappelle would probably shake this off, given that his special has got 8.51 IMDB from the people who actually watched it, because Americans are sick to death of being lectured about what they can laugh at, what they're allowed to find humorous.
[03:24:04.129 --> 03:24:07.090]  But it's absolutely insidious that the left thinks they can
[03:24:07.523 --> 03:24:21.891]  Prevent people, make people self-centre in the first place by creating this environment of ring-fencing of opinions on what people are allowed to find humorous, meanwhile replacing it with all this woke nonsense that isn't humorous at all.
[03:24:22.851 --> 03:24:31.536]  Meanwhile, The Sun reports American airlines passengers shot, traveller takes miniature horse on to fly.
[03:24:32.157 --> 03:24:36.379]  That's right, some giant land whale has been pictured on an American Airlines flight
[03:24:37.056 --> 03:24:45.320]  With a miniature horse, Evan Nowak said he noticed the animal which had been brought on board by a fellow traveler while flying on a service from Chicago to Omaha.
[03:24:46.081 --> 03:24:52.044]  He posted the footage to Twitter which showed the horse calmly sitting near the front of the plane in an ILC.
[03:24:53.184 --> 03:24:54.725]  And again, this is the point.
[03:24:55.785 --> 03:24:56.686]  The same people
[03:24:57.464 --> 03:25:08.673]  Who need emotional support ponies to travel on airplanes to get through a basic day in their lives are also being given the power to control and socially re-engineer Western society.
[03:25:08.953 --> 03:25:13.197]  These are the people being given jobs in all the top social media companies.
[03:25:13.577 --> 03:25:21.684]  These are the people being given roles on hate and extremism advisory boards to determine who and who doesn't have free speech.
[03:25:21.704 --> 03:25:23.185]  You see them multiplying everywhere.
[03:25:23.632 --> 03:25:29.557]  And they literally have emotional support ponies on planes because they're that ridiculously fragile.
[03:25:29.817 --> 03:25:34.360]  They can't get through a flight without having an animal on board the airplane.
[03:25:35.401 --> 03:25:44.828]  The person who posted the footage said, At this time, we would like to begin boarding with any active GC military families traveling with children under the age of three and horses.
[03:25:45.329 --> 03:25:47.250]  Another passenger also sponsored the animal.
[03:25:47.310 --> 03:25:48.151]  Check in tweeting.
[03:25:48.451 --> 03:25:50.553]  There was a small horse in line at the airport today.
[03:25:50.933 --> 03:25:51.894]  I'm furious about it.
[03:25:52.500 --> 03:25:56.924]  It was later revealed to be called Flirty and even had its own Twitter and Instagram account.
[03:25:58.245 --> 03:25:58.545]  Yes.
[03:25:59.326 --> 03:25:59.666]  Really.
[03:25:59.787 --> 03:26:01.888]  They wrote, Flirty nights up to the skies yesterday.
[03:26:01.928 --> 03:26:03.470]  It was a great experience and I learned a lot.
[03:26:03.530 --> 03:26:06.012]  Flirty was fantastic and handled it all like a pro.
[03:26:07.594 --> 03:26:08.014]  So this
[03:26:08.524 --> 03:26:15.170]  Giant Land Whale literally has to travel with a horse because she's so fragile and can't get through a domestic flight.
[03:26:15.250 --> 03:26:17.592]  These are the people who are taking over society.
[03:26:17.992 --> 03:26:22.496]  These are the people being given power to decide what's offensive.
[03:26:22.577 --> 03:26:27.901]  People who literally can't get through a day without having an emotional support pony.
[03:26:28.322 --> 03:26:29.903]  What could possibly go wrong?
