[00:00:16.055 --> 00:00:18.077]  Hello, stupid Americans.
[02:31:17.508 --> 02:31:22.593]  Now I have videos here, if you're a TV viewer you can see these, that are just incredible.
[02:31:24.778 --> 02:31:52.780]  And when you look in the eyes of these women particularly, coming up and spitting and yelling and slapping pro-lifers who are being polite, having a pro-life demonstration at college, when you see the entitlement, when you see the crazed eyes, when you see how they grow up in the lap of luxury and freedom, and then they hate the very nation and then identify everything as an enemy,
[02:31:53.800 --> 02:31:54.761]  Zoom in on that woman's face.
[02:31:55.441 --> 02:31:59.303]  You realize that these people are completely mind warped.
[02:32:00.223 --> 02:32:00.664]  Zoom in on that.
[02:32:00.684 --> 02:32:07.767]  We're going to play a video of these women in a moment, but a picture does tell a trillion words.
[02:32:08.888 --> 02:32:14.111]  They are goons, but they believe they are a ruling class.
[02:32:16.772 --> 02:32:20.174]  How do you take an open, free society that protects the weak and turn it against itself?
[02:32:20.214 --> 02:32:24.737]  You organize the weak into attacking all the virtuous, believing they're the good guys.
[02:32:25.198 --> 02:32:29.561]  You empower slobs who don't have any real power.
[02:32:33.483 --> 02:32:34.984]  They serve a system that hates them.
[02:32:35.044 --> 02:32:36.045]  It's disenfranchised them.
[02:32:36.305 --> 02:32:37.386]  They believe their degrees.
[02:32:37.426 --> 02:32:39.327]  These women are probably both getting their third degree.
[02:32:40.868 --> 02:32:44.871]  They believe, though, that if they could take power, then the utopia would be there.
[02:32:45.896 --> 02:32:46.376]  Look at this woman.
[02:32:46.857 --> 02:32:48.318]  They believe they would then be in charge.
[02:32:49.278 --> 02:32:51.019]  So let's play that clip before I get to these others.
[02:32:51.760 --> 02:32:53.481]  The attacks on the Trump supporters last night.
[02:32:54.422 --> 02:33:01.867]  And then all the racial attacks on whites in Minnesota and Minneapolis that the police won't charge people, won't respond, because they say that'd be racist.
[02:33:02.067 --> 02:33:07.410]  Whites being stabbed, killed, attacked, beaten, and told because it's their white.
[02:33:07.751 --> 02:33:09.212]  And the left says, oh, that's good.
[02:33:11.213 --> 02:33:14.215]  They all have that same crazed look like they're powerful.
[02:33:14.575 --> 02:33:15.536]  No, you're a useful idiot.
[02:33:16.616 --> 02:33:17.016]  Here it is.
[02:33:17.056 --> 02:33:19.298]  It's up on InfoWars.com if you want to see hours of it.
[02:33:19.618 --> 02:33:24.122]  Pro-abortion students chant F-U, spit and throw sodas on pro-life group.
[02:33:24.162 --> 02:33:25.903]  Of course, the police do nothing.
[02:33:25.923 --> 02:33:31.788]  Because they're there to guard and protect in these universities that are nothing but cancer cells to spill out.
[02:33:31.808 --> 02:33:33.549]  Look, they have red flags, you notice, behind them.
[02:33:34.029 --> 02:33:35.330]  Because they're communists!
[02:33:35.991 --> 02:33:37.872]  They're about to rule everything!
[02:33:38.212 --> 02:33:38.713]  Here's the tape.
[02:33:41.678 --> 02:33:42.759]  Shut the f*** up!
[02:33:43.019 --> 02:33:43.659]  Stop it!
[02:33:43.939 --> 02:33:45.020]  It's called the right to free speech.
[02:33:45.040 --> 02:33:45.820]  Is that an argument?
[02:33:45.880 --> 02:33:49.682]  It's called the right to be... Do not even get me f***ing started.
[02:33:49.782 --> 02:33:52.383]  How... Why do you have a right in what I do with my body?
[02:33:52.643 --> 02:33:53.404]  It's not your body.
[02:33:53.464 --> 02:33:54.784]  It is my f***ing body.
[02:33:54.865 --> 02:33:58.226]  My body, my choice!
[02:33:58.306 --> 02:33:59.707]  When does it become a child for you?
[02:33:59.727 --> 02:34:00.447]  It's my body.
[02:34:00.607 --> 02:34:02.068]  I would have to carry the child.
[02:34:02.088 --> 02:34:02.488]  Why?
[02:34:02.508 --> 02:34:04.969]  You don't have to f***ing carry the child.
[02:34:04.989 --> 02:34:06.630]  Yeah, but when does it become a child for you?
[02:34:07.491 --> 02:34:07.651]  When?
[02:34:08.733 --> 02:34:14.058]  It's still a baby inside, but I have every single right to decide what I f***ing do with my own f***ing body.
[02:34:14.618 --> 02:34:15.399]  It is a baby then.
[02:34:16.319 --> 02:34:18.141]  Notice the left, they always said it wasn't a baby.
[02:34:18.181 --> 02:34:19.882]  Now that it's proven, they go, yeah, we'll kill babies.
[02:34:19.902 --> 02:34:21.204]  It's a fetus!
[02:34:21.384 --> 02:34:22.224]  It's a fetus!
[02:34:22.284 --> 02:34:23.866]  Well, what's a fetus?
[02:34:25.390 --> 02:34:27.350]  None of you men, you all are f***ed up!
[02:34:27.390 --> 02:34:29.891]  None of you ever should ever tell a woman what to do!
[02:34:29.911 --> 02:34:31.511]  Can we just have a polite conversation?
[02:34:31.571 --> 02:34:40.934]  It is better to let a thousand abortions occur, to let however many abortions occur that need to happen, in favor of helping the already alive small children.
[02:34:40.974 --> 02:34:44.814]  That's eugenics, where you say get rid of some to help others.
[02:34:44.934 --> 02:34:45.935]  A lack of vaccines.
[02:34:49.363 --> 02:35:00.693]  With that argument, we could kill a thousand people that are already born if it'll make your life and my life more comfortable.
[02:35:01.454 --> 02:35:06.518]  You said if we kill a thousand babies that are about to be born what in the world?
[02:35:06.718 --> 02:35:08.420]  She just walked off because that's what she just said.
[02:35:09.275 --> 02:35:11.396]  You can't tell me when you became a human being.
[02:35:11.416 --> 02:35:11.756]  Yeah, I can.
[02:35:11.816 --> 02:35:14.376]  Like, when I was born, jackass.
[02:35:14.396 --> 02:35:14.937]  When you were born?
[02:35:14.957 --> 02:35:15.837]  So what were you before?
[02:35:15.957 --> 02:35:16.997]  I'm confused about the bad types.
[02:35:17.017 --> 02:35:17.957]  What do they have to do with anything?
[02:35:18.037 --> 02:35:18.738]  And you know what?
[02:35:18.758 --> 02:35:21.898]  If it made my mom's easier to avoid me, she could f***ing live like that.
[02:35:22.018 --> 02:35:25.059]  It's her f***ing choice to live the way she wants to.
[02:35:25.079 --> 02:35:26.220]  Look how hateful that woman is.
[02:35:26.280 --> 02:35:27.280]  Nobody's having kids with her.
[02:35:28.616 --> 02:35:29.696]  She's going to take kids.
[02:35:29.896 --> 02:35:30.977]  She's probably a social worker.
[02:35:31.437 --> 02:35:32.937]  She's going to take them.
[02:35:33.117 --> 02:35:34.678]  And on team.
[02:35:34.798 --> 02:35:37.018]  I bet good money she's about to be a social worker.
[02:35:37.659 --> 02:35:38.339]  Good cash.
[02:35:38.639 --> 02:35:40.980]  Alright, who she is folks?
[02:35:41.000 --> 02:35:42.700]  She's a social worker.
[02:35:43.100 --> 02:35:43.400]  Major.
[02:35:45.021 --> 02:35:45.621]  You see that?
[02:35:48.162 --> 02:35:55.264]  Alright, that's enough of that video.
[02:35:55.344 --> 02:35:56.404]  Now, I got to move quick here.
[02:35:57.810 --> 02:35:59.531]  Let's start getting to the compilation video.
[02:35:59.551 --> 02:36:00.872]  You'll see why I'm playing this when we come back.
[02:36:01.672 --> 02:36:04.094]  This is the left putting on all these movies claiming I'm gonna cause violence.
[02:36:04.114 --> 02:36:06.195]  We'll show you the first sneak peek at one of these.
[02:36:06.695 --> 02:36:09.417]  Let's start rolling what happened last night in Minneapolis, St.
[02:36:09.437 --> 02:36:09.717]  Paul.
[02:36:10.317 --> 02:36:12.018]  And again, most of these were racial attacks.
[02:36:12.058 --> 02:36:12.438]  Here it is.
[02:36:13.079 --> 02:36:13.739]  After the Trump rally.
[02:36:15.780 --> 02:36:16.601]  The compilation, yeah.
[02:36:17.101 --> 02:36:18.242]  Wouldn't turn the audio up.
[02:36:18.882 --> 02:36:23.345]  So again, just white people being chased down, being attacked everywhere.
[02:36:24.594 --> 02:36:26.277]  Um, all of this being escalated.
[02:36:26.297 --> 02:36:27.078]  I guess there's no audience.
[02:36:27.098 --> 02:36:33.528]  There's just so much cussing and big piles of people's hats being taken and then being burned.
[02:36:34.990 --> 02:36:38.776]  And they had all these big ceremonies where they burned American flags.
[02:36:41.581 --> 02:36:44.003]  So we're going to come back from break with the rest of this.
[02:36:44.023 --> 02:36:45.424]  It's no big deal.
[02:36:45.684 --> 02:36:47.746]  I wanted it with audio, so just scratch it, just abort it.
[02:36:47.766 --> 02:36:48.867]  It's not a baby.
[02:36:48.887 --> 02:36:49.708]  We didn't want to have to play the video.
[02:36:49.728 --> 02:36:50.028]  That's enough.
[02:36:50.048 --> 02:36:50.308]  Thank you.
[02:36:50.328 --> 02:36:50.728]  Appreciate it.
[02:36:50.748 --> 02:36:51.229]  We'll take it down now.
[02:36:51.829 --> 02:36:55.352]  We're going to go to break and come back after this.
[02:36:56.073 --> 02:36:59.255]  And I'm going to get to some of the news articles I have on this.
[02:36:59.295 --> 02:37:06.341]  I can show you the articles about it and then direct everybody to the video so you can go hear it and see all of it for yourself.
[02:37:06.861 --> 02:37:29.990]  I'm gonna do a special report today on this that's so important that we posted InfoWars.com and NewsWars.com on that subject and I think I'll probably just have to do a special report because of time constraints on the other piece that I was gonna get to but that story is up on InfoWars.com and I'll tell you about
[02:37:31.209 --> 02:37:32.650]  That's a good question.
[02:37:56.172 --> 02:37:58.455]  We are back live broadcasting worldwide.
[02:37:58.596 --> 02:38:02.121]  Infowars.com and Newswars.com are the sites.
[02:38:04.847 --> 02:38:19.120]  And I'm going to take a few final calls here at the end of the transmission with you, and then I'm going to stay here and I'm going to shoot three or four special reports that are going to be posted to InfoWars.com and Band.Video tonight on the reports I didn't get to.
[02:38:19.541 --> 02:38:24.425]  But I'm going to talk to Duncan and Tim and Greg here to finish up with your calls in just a moment.
[02:38:24.665 --> 02:38:27.328]  Then the War Room with Owen Schroyer is coming up.
[02:38:28.539 --> 02:38:40.384]  Let me know what you think, too, once we post this report about how Hollywood is publicly trying to trigger mass shootings and how you think people ought to respond to this.
[02:38:40.824 --> 02:38:45.306]  And they're also, again, specifically saying that I'm the one that's going to do this.
[02:38:45.346 --> 02:38:49.447]  You've already seen them attempt that and put out their disinformation in Washington, D.C.
[02:38:49.467 --> 02:38:50.168]  and other areas.
[02:38:50.768 --> 02:38:55.250]  But that is definitely the direction that all of this is coming from.
[02:38:57.486 --> 02:39:04.731]  Free Speech TV is doing a lot of great work, and I'm really excited to be able to talk about them.
[02:39:05.151 --> 02:39:09.855]  Gavin McGinnis is back with his new online TV network, FreeSpeech.TV.
[02:39:10.335 --> 02:39:14.118]  Please go to scribe to Gavin to see his daily show, Get Off My Lawn.
[02:39:14.498 --> 02:39:22.464]  You'll also find Joe Biggs, Milo Yiannopoulos, Soph, and the new show, Free Speech, where Gavin interviews a liberal and a conservative.
[02:39:22.904 --> 02:39:26.447]  There's lots of good content, and he's an ally of the Infowar.
[02:39:26.847 --> 02:39:29.649]  Go check it out today and subscribe at FreeSpeech.tv.
[02:39:31.430 --> 02:39:37.455]  FreeSpeech.tv, because again, I'm not in competition with other pro-human, pro-liberty media.
[02:39:37.575 --> 02:39:41.318]  I am absolutely aligned, and I want to promote everybody.
[02:39:42.028 --> 02:39:44.850]  From Tucker Carlson to Gab McGinnis to Matt Drudge.
[02:39:45.411 --> 02:39:57.481]  And it doesn't mean we all have to totally agree on every issue, but we agree on free speech, on the right to defense, on the right of nationalism, and on the right to speak up and say no to these tyrants and these control freaks.
[02:39:57.501 --> 02:40:01.224]  You know, you saw all of that video earlier.
[02:40:01.244 --> 02:40:04.006]  And there's a bunch of other videos I didn't have time to get to.
[02:40:04.227 --> 02:40:08.090]  So one of the special reports I'm going to shoot is all of these people.
[02:40:08.250 --> 02:40:10.232]  In fact, let's play the old H. Skrillex one in just a moment.
[02:40:11.598 --> 02:40:15.239]  Coming up and saying, hey, what are you doing in a demonstration or a rally?
[02:40:15.259 --> 02:40:16.139]  You're an effing white male.
[02:40:16.159 --> 02:40:17.060]  You don't have any right to speech.
[02:40:17.720 --> 02:40:23.342]  As if you're this demon that did these bad things and now, because some white person did something wrong, you're bad.
[02:40:23.422 --> 02:40:24.682]  That is so authoritarian.
[02:40:26.163 --> 02:40:28.824]  But that's what's being bred on the universities.
[02:40:29.564 --> 02:40:31.825]  Meanwhile, the most homogeneous country in the world, China.
[02:40:31.865 --> 02:40:35.626]  And it's extremely tribal.
[02:40:36.046 --> 02:40:38.667]  Extremely, to an unbelievable extent.
[02:40:40.492 --> 02:40:41.452]  What you would call racist.
[02:40:42.952 --> 02:40:47.033]  But you don't hear a damn word out of the left because they know the Chicoms don't bend to that.
[02:40:48.694 --> 02:40:51.614]  But they know America has been built on trying to be Christian.
[02:40:52.174 --> 02:40:53.995]  And they use our openness against us.
