[00:00:12.792 --> 00:00:13.237]  Let's go!
[03:38:37.555 --> 03:38:44.279]  It's like, imagine being a guy and being like, I can't satisfy my wife because she can't have any sort of pleasure, so what do you do?
[03:38:44.759 --> 03:38:46.160]  Cut off all the clitorises.
[03:38:46.680 --> 03:38:51.003]  And it's like, well all these gay guys seem to dress better than me and they're really good at fashion.
[03:38:51.023 --> 03:38:51.763]  Throw them off a cliff!
[03:38:52.163 --> 03:38:53.284]  Throw them off a cliff, you know?
[03:38:53.344 --> 03:38:59.647]  And it's like, it makes sense if you're a pretty inadequate guy that you have to just keep cutting off clitorises and throwing gay guys.
[03:38:59.687 --> 03:39:02.149]  Getting away from Joe Rogan, I love how the police showed up.
[03:39:03.422 --> 03:39:05.064]  You know, I shouldn't joke around about Joe when I say this.
[03:39:05.164 --> 03:39:06.825]  Joe acts like he's this free speech guy.
[03:39:06.845 --> 03:39:07.967]  Now there's this reign of terror.
[03:39:08.327 --> 03:39:16.856]  He comes out, doesn't say a word for all his so-called friends, and then supports everybody being censored, and then repeats why it happened when it's a talking point.
[03:39:17.436 --> 03:39:18.998]  So, he's not going to get away with that.
[03:39:20.011 --> 03:39:22.652]  Well, that's why I'm just doing these jokes against him.
[03:39:22.672 --> 03:39:23.652]  It's the same exact thing.
[03:39:23.712 --> 03:39:28.654]  It's like, I just think mockery and ridicule is just a funny way of doing it.
[03:39:28.714 --> 03:39:32.755]  Yeah, he absolutely didn't stand up for any of his friends that get censored.
[03:39:32.835 --> 03:39:39.698]  And if you notice all of his friends that he has in his little cabal, none of them are kicked off Twitter permanently like me or you.
[03:39:40.318 --> 03:39:47.280]  And so people like us that actually are at the head of the spear that are facing a lot of censorship, you'll never hear a peep out of them.
[03:39:47.320 --> 03:39:47.981]  Well, here's the thing.
[03:39:48.261 --> 03:39:48.701]  Here's the thing.
[03:39:49.341 --> 03:39:53.864]  I knew a lot of the stuff going on a few years ago, and I've never sold out on any issue.
[03:39:55.324 --> 03:39:58.586]  I've never done the wrong thing to be paid off or for attention or any of that.
[03:39:59.246 --> 03:40:00.967]  But I do have a problem with loyalty.
[03:40:01.588 --> 03:40:03.068]  And so I knew things a few years ago.
[03:40:03.088 --> 03:40:03.649]  I ignored it.
[03:40:03.689 --> 03:40:04.549]  I saw some things.
[03:40:05.090 --> 03:40:06.250]  I had top-level people tell me.
[03:40:06.690 --> 03:40:09.732]  And then the last six or eight months, I learned even more about it.
[03:40:10.232 --> 03:40:14.034]  And so it's like, really, you're going to throw stones in a giant glass house?
[03:40:14.575 --> 03:40:16.496]  It becomes this existential thing where
[03:40:17.356 --> 03:40:18.737]  I'm like, this is not what I do.
[03:40:18.777 --> 03:40:19.757]  I go after Hillary Clinton.
[03:40:19.777 --> 03:40:20.657]  I go after governments.
[03:40:20.697 --> 03:40:22.158]  I go after big, powerful things.
[03:40:22.638 --> 03:40:25.799]  But then I start saying, really, if you don't do this, you've sold out.
[03:40:26.520 --> 03:40:27.860]  And then I'm like, well, OK.
[03:40:28.560 --> 03:40:32.862]  It's just like, it's so bad.
[03:40:33.062 --> 03:40:34.483]  And it's so, I mean, you know.
[03:40:35.123 --> 03:40:41.025]  And if you don't think he takes stuff off YouTube, me giving a prelude to this, there will be nothing stopping this.
[03:40:41.485 --> 03:40:41.886]  Nothing.
[03:40:42.286 --> 03:40:42.626]  Nothing.
[03:40:42.946 --> 03:40:43.166]  Nothing.
[03:40:43.266 --> 03:40:44.286]  And I've already told people.
[03:40:44.346 --> 03:40:45.767]  It's already been videoed and ready.
[03:40:46.047 --> 03:40:48.188]  Hey, something happens to me because I know Joe's all mobbed up.
[03:40:48.228 --> 03:40:48.708]  Big deal.
[03:40:48.908 --> 03:40:50.489]  I messed with the Globals and Hillary and everybody else.
[03:40:50.689 --> 03:40:51.569]  Tell me something I don't know.
[03:40:51.649 --> 03:40:53.890]  Sonny, so am I with the American patriots.
[03:40:54.350 --> 03:40:55.790]  And so, here's the thing.
[03:40:56.671 --> 03:40:59.612]  I'm sitting here with a detonator in my hand and I don't want to go on a show.
[03:40:59.792 --> 03:41:00.692]  There's no making friends.
[03:41:00.712 --> 03:41:01.292]  There's no nothing.
[03:41:01.553 --> 03:41:02.453]  There's just me like...
[03:41:03.922 --> 03:41:06.824]  Like, what do I do, Owen?
[03:41:07.864 --> 03:41:08.545]  Well, that's the thing.
[03:41:09.145 --> 03:41:10.666]  These people always project that.
[03:41:10.726 --> 03:41:14.308]  It's like the people that live in the glass houses are the ones throwing the stones.
[03:41:14.649 --> 03:41:20.993]  You've got Nancy Pelosi here talking about no walls when she lives on a palatial estate with Zinfandel grapes.
[03:41:21.433 --> 03:41:26.336]  You have Joe Rogan, who's running his mouth and doing all these things when
[03:41:28.579 --> 03:41:33.141]  You know, there's things about him that if people knew, they would be like, what?
[03:41:33.701 --> 03:41:37.502]  It's the same with a lot of these people projecting all this stuff in Hollywood.
[03:41:37.522 --> 03:41:40.523]  They're the ones with the biggest secrets, the biggest stuff to lose.
[03:41:40.563 --> 03:41:41.444]  It's all projection.
[03:41:41.504 --> 03:41:44.945]  And so and he is a very, very powerful guy.
[03:41:45.205 --> 03:41:45.745]  That's the thing.
[03:41:45.805 --> 03:41:46.545]  It's like when people
[03:41:48.286 --> 03:41:48.847]  I'm an underdog.
[03:42:06.261 --> 03:42:07.681]  Not just load torpedoes now.
[03:42:07.741 --> 03:42:12.263]  I'm like building weapon systems and preparing and witnesses and just everything.
[03:42:12.663 --> 03:42:13.383]  And I can't help it.
[03:42:13.583 --> 03:42:14.083]  I can't help it.
[03:42:14.103 --> 03:42:16.724]  I'm like, I mean, I'm fighting him like I'm fighting George Soros now.
[03:42:16.764 --> 03:42:18.724]  I'm just getting everything ready because I have to.
[03:42:19.545 --> 03:42:21.025]  How dare you take my YouTubes down?
[03:42:21.265 --> 03:42:23.006]  I will now hit you with everything.
[03:42:23.606 --> 03:42:23.986]  Get ready.
[03:42:25.206 --> 03:42:31.688]  Well, I mean, he's real small, you know, and like his favorite thing to do is just to go to the circus and ride around in the teacups.
[03:42:32.887 --> 03:42:36.289]  Because he fits in a teacup and he squeaks when he talks.
[03:42:36.689 --> 03:42:38.550]  Because people don't realize that he's like 5'1".
[03:42:38.890 --> 03:42:42.392]  I don't even care how tall somebody is.
[03:42:43.392 --> 03:42:43.933]  Here's my deal.
[03:42:44.413 --> 03:42:46.794]  I'm not going to sit there and get effed over by anybody.
[03:42:46.814 --> 03:42:47.915]  Especially someone who said they were my friend.
[03:42:48.635 --> 03:42:48.895]  Show!
[03:42:49.015 --> 03:42:49.595]  That's true.
[03:42:50.016 --> 03:42:50.476]  That's true.
[03:42:50.516 --> 03:42:54.318]  Like they say in that fictitious movie, feel your hand, you son of a bitch.
[03:42:54.678 --> 03:42:56.459]  Because just so you know, I'm coming.
[03:42:56.779 --> 03:42:58.100]  I think he's 4'5".
[03:42:58.120 --> 03:42:58.140]  2'1".
[03:43:02.213 --> 03:43:06.134]  In the last eight years, we've seen the rise and now fall of the cryptocurrencies.
[03:43:07.114 --> 03:43:13.016]  And the entire time, I refused to take sponsors to fund our operation from the cryptocurrency market.
[03:43:13.496 --> 03:43:22.938]  Not because I thought every company was bad or that the whole thing's a scam, but at a gut level, I knew it was a giant bubble and I didn't want to be associated with that.
[03:43:23.418 --> 03:43:24.598]  Gut level, just couldn't do it.
[03:43:25.178 --> 03:43:27.479]  There have been many other sponsors I've refused.
[03:43:28.059 --> 03:43:44.445]  I have been offered and refused millions of dollars in sponsorship that would have been great to fight the info war from legitimate companies that sell marijuana-derived CBD oil, which has incredible attributes everybody knows about on so many fronts and helps a lot of people.
[03:43:45.168 --> 03:43:49.109]  The reason I haven't gotten involved is the law hasn't been clear.
[03:43:49.249 --> 03:43:53.369]  And some states, even though it doesn't get you high, see it as illegal.
[03:43:54.170 --> 03:44:05.631]  But now, they have developed and certified for years CBD-rich oil derived from hemp that is completely legal in all 50 states.
[03:44:06.192 --> 03:44:14.033]  And there are so many different permutations and combinations of what it's able to do and what the studies show it's done that it's mind-blowing.
[03:44:14.813 --> 03:44:21.678]  So we've worked with one of the biggest companies in the nation, and they wanted to just work with us openly because they want to stand up for America and freedom.
[03:44:21.698 --> 03:44:22.498]  They're patriots.
[03:44:22.939 --> 03:44:34.146]  But I said, listen, you just need to create your own new website for a private label for us, where you handle it all, where they get the best hemp-derived CBD oil, legal in all 50 states, from you.
[03:44:34.686 --> 03:44:35.527]  You drop ship it.
[03:44:35.627 --> 03:44:36.247]  You get it out.
[03:44:36.448 --> 03:44:37.328]  You have the website.
[03:44:37.949 --> 03:44:38.549]  I promote it.
[03:44:38.729 --> 03:44:39.630]  I send people there.
[03:44:39.910 --> 03:44:42.832]  And that way, they're getting the very best from the experts.
[03:44:43.532 --> 03:44:44.493]  So again, ladies and gentlemen,
[03:44:44.693 --> 03:44:47.014]  Nothing wrong with marijuana-derived CBD oil.
[03:44:48.094 --> 03:44:57.716]  The problem is, some of the public and governments and municipalities get confused and sometimes people get in trouble with CBD oil if it's too strong.
[03:44:58.476 --> 03:45:03.237]  This isn't CBD oil derived from marijuana that's high in THC.
[03:45:03.497 --> 03:45:08.518]  This is derived from industrial, high-quality, organic hemp.
[03:45:09.238 --> 03:45:11.159]  And it's legal in all 50 states.
[03:45:11.299 --> 03:45:11.599]  And now,
[03:45:12.813 --> 03:45:22.903]  Trump has signed the executive order allowing the industrial growing of hemp so we won't even have to import it from Canada to Colorado where it's then produced, bottled, and distributed.
[03:45:23.204 --> 03:45:25.046]  Now listen, I know a lot about it.
[03:45:25.086 --> 03:45:25.666]  I've researched it.
[03:45:25.686 --> 03:45:31.172]  I've turned down probably 20, 30 companies who've been wanting to sponsor us the last six years.
[03:45:31.192 --> 03:45:32.573]  It's gotten really crazy the last two.
[03:45:33.394 --> 03:45:45.302]  But now that the law is clear, now that our listeners can't get burned, now that we have a partnership with one of the top companies in the United States known for their organic quality, known for being patriots,
[03:45:46.613 --> 03:45:54.479]  They have created a new website and a private label of their entire spectrum of award-winning products called Washington's Reserve.
[03:45:55.159 --> 03:46:11.390]  And there are so many attributes, so many different things that hemp-derived, hemp-rich CBD oil has to offer that you just need to go to washingtonsreserve.com for yourself and see it all, because they have more than 40 products.
[03:46:11.751 --> 03:46:14.513]  Now, remember, the Globalists have tried to take our merchant accounts away.
[03:46:14.713 --> 03:46:15.714]  They've tried to shut us down.
[03:46:16.494 --> 03:46:17.675]  They've tried to boycott us.
[03:46:17.715 --> 03:46:18.496]  They've tried to sue us.
[03:46:19.016 --> 03:46:25.501]  And I said in the last six months, I'm going to move, not away from a direct sales marketing of great products to you to fund us.
[03:46:25.721 --> 03:46:33.487]  We're still going to do that with InfoWarsLife.com, but we're also going to bring on the best sponsors in the country, the very best products.
[03:46:33.587 --> 03:46:35.408]  And this is the first big one.
[03:46:35.789 --> 03:46:36.629]  So I'm very excited.
[03:46:36.669 --> 03:46:37.450]  Be sure and go there.
[03:46:37.510 --> 03:46:45.136]  Experience the power of high quality hemp extract with CBD exclusively available at washingtonsreserve.com for the highest quality,
[03:46:45.776 --> 03:46:46.676]  The lowest prices.
[03:46:47.097 --> 03:46:52.879]  It's all there, ladies and gentlemen, at washingtonsreserve.com, and you're helping fund the InfoWar the whole time.
[03:47:06.066 --> 03:47:10.268]  You're listening to the Alex Jones Show.
[03:47:12.789 --> 03:47:14.990]  I call that bold talk for a one-eyed fat man.
[03:47:17.944 --> 03:47:21.625]  Fill your hand, you son of a bitch!
[03:47:21.686 --> 03:47:27.848]  Shoot them!
[03:47:29.669 --> 03:47:36.291]  They're too far and they're moving too fast.
[03:47:36.851 --> 03:47:39.793]  No grit, Rooster Codburn.
[03:47:39.813 --> 03:47:40.633]  Not much.
[03:47:42.088 --> 03:47:44.451]  Having some fun here, feeling our hand, but let's get serious.
[03:47:44.872 --> 03:47:54.223]  During the break, I was watching the live feed from Will Jones, Infowars.com, correspondent on Infowars.com, and it shocked me.
[03:47:54.944 --> 03:47:58.789]  Pelosi is pressing charges on the illegal aliens because they know they don't have rights.
[03:48:00.962 --> 03:48:02.383]  Oh my God, and not the U.S.
[03:48:02.403 --> 03:48:05.005]  citizens in some type of evil stump.
[03:48:05.125 --> 03:48:06.206]  They got a hold of Pelosi.
[03:48:06.226 --> 03:48:08.347]  I heard the audio in there in the control room.
[03:48:08.367 --> 03:48:09.748]  I was like, this audio is crystal clear.
[03:48:09.769 --> 03:48:11.049]  I couldn't believe it.
[03:48:11.069 --> 03:48:11.930]  Let's go to Will Johnson.
[03:48:11.970 --> 03:48:12.450]  Here we go.
[03:48:13.831 --> 03:48:15.733]  You deserve safety.
[03:48:16.425 --> 03:48:20.987]  Your family deserves safety, but so does the rest of the American people.
[03:48:21.407 --> 03:48:23.228]  That's all that we're asking for.
[03:48:23.248 --> 03:48:26.650]  The American people deserve this safety.
[03:48:27.110 --> 03:48:31.832]  If you can't give it to the American people and you have it for yourself, what do you expect us to do?
[03:48:32.292 --> 03:48:33.653]  Do you expect us to sit down?
[03:48:33.973 --> 03:48:35.514]  We're no longer going to do that.
[03:48:38.104 --> 03:48:40.065]  Those days are over with.
[03:48:40.585 --> 03:48:46.087]  We're not bringing violence, but we're bringing attention to you, what you're doing.
[03:48:46.587 --> 03:48:51.669]  Nancy Pelosi, Chuckie Schumer, and the rest of the Democrats that do not care about this country.
[03:48:51.909 --> 03:48:58.071]  And if you did care about this country, and if you do care about this country, you will work with the president.
[03:48:59.213 --> 03:49:09.077]  Donald J. Trump, to make sure that all of our families... We go Skype with him, it's live time, he can hear us, but it's better for it to be streaming to thousands, so we have a record of it.
[03:49:10.477 --> 03:49:22.042]  Texts even say, because I saw it during the break, just five minutes ago, that man that came down, who says they're pressing charges on the illegal aliens, because I guess they know they don't have any rights.
