[00:00:04.182 --> 00:00:05.923]  Firm suspicions at Veritas.
[03:10:12.102 --> 03:10:33.514]  Because I've been negative on gold now for six years, and we are the only magazine in the world, you can look it up, June 6th, a trend alert to all our subscribers, and even our ex-subscribers, telling them this is the beginning of the gold bull run.
[03:10:35.115 --> 03:10:40.558]  The downside risk of gold, as we see it, is only around, eh,
[03:10:43.615 --> 03:10:48.738]  $1,270.
[03:10:43.655 --> 03:10:48.738]  That's not a big downside in the futures markets.
[03:10:49.779 --> 03:10:51.800]  So again, think for yourself.
[03:10:53.621 --> 03:10:54.742]  What do we got here today?
[03:10:55.262 --> 03:10:58.044]  Well, here's the Financial Times.
[03:10:58.064 --> 03:10:58.864]  The U.S.
[03:10:58.904 --> 03:11:03.587]  steps up Tehran warnings as it prepares to unveil fresh sanctions.
[03:11:05.028 --> 03:11:10.271]  As you know, it's not who I like, who I dislike, it's what it is.
[03:11:11.761 --> 03:11:16.363]  I support Trump 100% on the border issues.
[03:11:17.863 --> 03:11:20.364]  As I say, I want a referendum on borders.
[03:11:21.005 --> 03:11:21.885]  Put it on the ballot.
[03:11:22.966 --> 03:11:25.767]  Yes, I want to bring in more illegal immigrants.
[03:11:26.767 --> 03:11:30.188]  And I am willing to pay this amount of money for each one coming in.
[03:11:30.549 --> 03:11:32.209]  You can take it out of my paycheck.
[03:11:33.890 --> 03:11:36.871]  No, I do not want more immigrants coming in.
[03:11:38.792 --> 03:11:41.273]  I will pay this amount of money in taxes.
[03:11:42.059 --> 03:11:43.059]  To secure the borders.
[03:11:43.520 --> 03:11:44.480]  So let the people vote.
[03:11:45.481 --> 03:11:46.021]  Number two.
[03:11:46.541 --> 03:11:49.202]  I support Trump on the trade war issue.
[03:11:50.803 --> 03:11:52.104]  But I have a different outlook.
[03:11:52.144 --> 03:11:53.084]  I don't want tariffs.
[03:11:54.045 --> 03:11:58.527]  I say put back in place the laws that used to exist before Bill Clinton sold us out.
[03:11:59.107 --> 03:12:02.088]  With NAFTA and bringing China into the World Trade Organization.
[03:12:05.030 --> 03:12:07.571]  I'm totally against what's going on in Venezuela.
[03:12:10.020 --> 03:12:15.683]  The only thing that I liked that Obama did was the nuclear deal with Venezuela.
[03:12:17.084 --> 03:12:17.805]  That's about it.
[03:12:18.605 --> 03:12:24.528]  The rest of Obama, folks, was that he kept folking us with his BS.
[03:12:25.529 --> 03:12:32.033]  Did a lovely job in Libya over there, destroying the most prosperous nation in the Middle East.
[03:12:33.053 --> 03:12:36.956]  I gotta tell you, that Assad over there in Syria, he has to go too!
[03:12:37.736 --> 03:12:39.177]  And we'll take those jihadists
[03:12:39.815 --> 03:12:45.637]  Islamic fundamentalists that we use to overthrow Libya, and then we'll send them to Syria.
[03:12:46.958 --> 03:12:49.559]  But we'll call them freedom fighters.
[03:12:51.280 --> 03:12:53.241]  Everything that's got bailed out the banks.
[03:12:54.681 --> 03:12:56.202]  One line, oh, you know, folks!
[03:12:57.002 --> 03:12:59.183]  His first day when he went into office.
[03:13:00.263 --> 03:13:02.084]  We're gonna close Guantanamo.
[03:13:02.664 --> 03:13:03.445]  Within a year.
[03:13:04.045 --> 03:13:04.445]  Folks.
[03:13:05.906 --> 03:13:08.827]  So anyway, folks, folks, folks, folks, folks.
[03:13:09.667 --> 03:13:10.727]  Folk, folk, folk.
[03:13:11.408 --> 03:13:12.808]  It's all he did was focus.
[03:13:14.088 --> 03:13:18.730]  So, I agreed with Obama what he did with Iran.
[03:13:19.030 --> 03:13:25.652]  I disagree what Trump is doing with Iran because I wrote about this in the Trends Journal.
[03:13:25.672 --> 03:13:27.352]  It was the top trend for 2018.
[03:13:28.232 --> 03:13:29.713]  Market shock, mass murder.
[03:13:30.313 --> 03:13:33.194]  United States, Israel, and Saudi Arabia going after Iran.
[03:13:34.254 --> 03:13:37.335]  If they attack Iran, if this war breaks out,
[03:13:37.841 --> 03:13:43.783]  You're gonna see oil prices spike to above $100 a barrel, as I said, and it'll bring back down the global economy.
[03:13:44.223 --> 03:13:48.164]  And Iran's not fighting Syria, it's not fighting Libya, it's not fighting Iraq.
[03:13:50.004 --> 03:13:55.926]  You saw how they took out that, depending on whose numbers you look at, that drone that cost about $200 million.
[03:13:56.126 --> 03:13:59.307]  And I think it was way up there.
[03:14:00.087 --> 03:14:02.408]  The Straits of Hormuz aren't that wide.
[03:14:03.648 --> 03:14:03.908]  Ffff!
[03:14:04.068 --> 03:14:04.288]  Ffff!
[03:14:04.448 --> 03:14:04.668]  Ffff!
[03:14:05.388 --> 03:14:07.249]  Missiles going in, ba-ba-boom!
[03:14:08.174 --> 03:14:09.114]  These are the Persians.
[03:14:09.174 --> 03:14:13.776]  They've been around a long time, and they're not going anywhere, like them or not.
[03:14:14.996 --> 03:14:17.957]  But I, Gerald Cilenti, believe in the Founding Fathers.
[03:14:17.977 --> 03:14:24.078]  And the Founding Fathers say, no foreign entanglements.
[03:14:24.739 --> 03:14:34.581]  Beginning with a man that really knew how to fight, not these little boys, called El Presidente of Los Estados Unidos, who couldn't fight the way they'd have a paper bag.
[03:14:34.601 --> 03:14:37.022]  This is George Washington.
[03:14:38.154 --> 03:14:38.474]  Yeah.
[03:14:39.475 --> 03:14:39.715]  Yeah.
[03:14:39.875 --> 03:14:41.015]  Washington, you know.
[03:14:41.836 --> 03:14:42.056]  Yeah.
[03:14:44.497 --> 03:14:45.377]  That Washington.
[03:14:46.377 --> 03:14:47.598]  Course of the Delaware.
[03:14:48.578 --> 03:14:49.059]  Fighting.
[03:14:50.199 --> 03:14:52.020]  No foreign entanglement.
[03:14:53.520 --> 03:14:53.781]  So.
[03:14:54.501 --> 03:14:58.463]  The sanctions that are going on to Iran and what they're doing in Venezuela.
[03:14:59.163 --> 03:15:00.804]  This is economic warfare.
[03:15:02.164 --> 03:15:03.024]  And I'm against it.
[03:15:04.445 --> 03:15:05.706]  Mind your own business.
[03:15:05.826 --> 03:15:06.606]  Stay at home.
[03:15:09.122 --> 03:15:13.744]  200 million bucks and a drone shot down.
[03:15:14.444 --> 03:15:18.726]  And you still can't drink the water in Flint, Michigan.
[03:15:19.386 --> 03:15:26.549]  Oh, and on Friday, over here in New York, Penn Station shut down for a while.
[03:15:27.189 --> 03:15:28.309]  Penn Station?
[03:15:29.250 --> 03:15:31.050]  Yeah, with our Third World Rail.
[03:15:34.672 --> 03:15:36.632]  So I want the money to stay in America.
[03:15:37.433 --> 03:15:38.253]  So this story
[03:15:39.113 --> 03:15:40.074]  About what they're doing here.
[03:15:42.097 --> 03:15:42.938]  More sanctions.
[03:15:43.819 --> 03:15:44.660]  Very serious.
[03:15:46.742 --> 03:15:49.866]  Be back in a little bit.
[03:15:49.886 --> 03:15:56.534]  Defending the Republic from enemies foreign and domestic.
[03:15:56.894 --> 03:15:58.416]  It's Alex Jones.
[03:16:10.031 --> 03:16:21.374]  Defiance or rebellion is something that has to be looked at as a neutral statement.
[03:16:23.174 --> 03:16:24.174]  Is defiance bad?
[03:16:25.775 --> 03:16:26.675]  Is rebellion bad?
[03:16:27.835 --> 03:16:28.775]  Is resistance bad?
[03:16:29.335 --> 03:16:34.817]  Well, it really is a question of what are you resisting?
[03:16:35.517 --> 03:16:36.677]  What are you rebelling against?
[03:16:38.871 --> 03:16:47.875]  The left pushes this whole narrative about their rebelling against oppression and their rebelling against people trying to tell them what to do or say, but no one's really telling them what to do or say.
[03:16:48.916 --> 03:16:49.776]  They're in charge.
[03:16:50.096 --> 03:16:51.237]  They run the big tech.
[03:16:51.277 --> 03:16:52.257]  They run the corporations.
[03:16:52.577 --> 03:16:53.738]  They run the society.
[03:16:53.778 --> 03:17:02.442]  They have their agenda, and they're openly the bullies trying to dictate to us how to talk, how to dress, who to have sex with, how to live our lives.
[03:17:04.690 --> 03:17:12.653]  They're constantly lecturing us about microaggressions and telling us that we'll be arrested or taken off Facebook if we don't behave ourselves.
[03:17:12.973 --> 03:17:17.315]  These people are a clear and present danger to free societies.
[03:17:19.036 --> 03:17:24.118]  And so that's what I really want to telegraph to folks is, we know the modern threat to humanity.
[03:17:24.818 --> 03:17:26.239]  Every generation has a threat.
[03:17:27.279 --> 03:17:29.640]  Every generation has a big war.
[03:17:31.288 --> 03:17:35.570]  But this is a political and cultural war, an economic war.
[03:17:36.811 --> 03:17:38.052]  It's raging in 2019.
[03:17:38.552 --> 03:17:48.437]  And the establishment is so angry that organizations like InfoWars are still on air.
[03:17:50.521 --> 03:17:58.947]  They need to have victories because despite their trillions of dollars and their corporate dominance, people are rejecting them on a planetary scale.
[03:17:59.247 --> 03:18:01.489]  Globalism is in full retreat.
[03:18:02.229 --> 03:18:04.591]  It's in full collapse.
[03:18:07.033 --> 03:18:17.760]  And so it's rearing its ugly head and hitting us with every nasty trick it had planned for the future, for their conquest of humanity, and it's still failing.
[03:18:18.741 --> 03:18:19.702]  But for those of us
[03:18:21.010 --> 03:18:26.693]  At the front of the lines, or in the capital ships, we're the targets, ladies and gentlemen.
[03:18:26.973 --> 03:18:36.818]  And I never thought of InfoWars as a major battleship, or an aircraft carrier, or a destroyer, or a submarine attack group, but the enemy sees it as that because we are.
[03:18:38.119 --> 03:18:45.223]  And it's essential we stay in the fight, and never surrender, and never waver, and never back down, and never give up.
[03:18:46.724 --> 03:19:01.893]  That's why, with all the unprecedented attempts to criminally set us up and put me in prison and shut down this operation that have been all over the national news, we have launched Save InfoWars emergency special that's only running for one week.
[03:19:02.253 --> 03:19:04.234]  50% off all InfoWars life
[03:19:05.213 --> 03:19:10.997]  Nutraceuticals and supplements, free shipping and double Patriot points on your next order instead of 5%, 10%.
[03:19:11.678 --> 03:19:14.200]  That's an additional 10% off every dollar.
[03:19:15.201 --> 03:19:18.343]  Get 50% off all InfoWars Live formulas, free shipping, double Patriot points and more.
[03:19:18.743 --> 03:19:24.808]  This could be your last chance to stock up on top InfoWars Live formulas before they are completely out of stock.
[03:19:26.245 --> 03:19:29.268]  And again, that's the point I've gotten to of having to admit the attack we're under.
[03:19:29.628 --> 03:19:37.676]  The warehouse has confirmed we are already selling out of Survival Shield X2, Dayson Iodine, Super Melon Vitality, and DNA Force Plus.
[03:19:38.296 --> 03:19:43.861]  Now is the time to secure your order before they completely sell out and know that you fund us into the future.
[03:19:44.222 --> 03:19:50.607]  Take advantage of this massive special and support the defense of free speech and reality at InfoWareStore.com.
[03:19:51.688 --> 03:19:55.290]  Ladies and gentlemen, we've proven that we're the enemy of tyranny.
[03:19:55.830 --> 03:19:57.932]  We're pro-life, we're pro-God, we're pro-human.
[03:19:58.372 --> 03:20:00.353]  We need your support or we'll be destroyed.
[03:20:00.973 --> 03:20:01.674]  Please support us.
[03:20:05.956 --> 03:20:08.578]  You're listening to the Alex Jones Show.
[03:20:22.765 --> 03:20:24.806]  Waging war on corruption.
[03:20:25.166 --> 03:20:27.366]  It's Gerald Celente.
[03:20:27.866 --> 03:20:31.087]  You're listening to The Alex Jones Show.
[03:20:31.167 --> 03:20:37.549]  Hey, great being here on The Alex Jones Show, and listen to what Alex just said.
[03:20:37.569 --> 03:20:41.190]  If you don't buy the products, bye-bye.
[03:20:42.411 --> 03:20:44.651]  You need money to keep these things going.
[03:20:45.852 --> 03:20:48.012]  Just like we need it at the Trends Journal here.
[03:20:48.032 --> 03:20:50.673]  We need more subscribers we get, the more we can do.
[03:20:51.584 --> 03:20:53.985]  The more you buy from InfoWars, the more they can do.
[03:20:54.005 --> 03:20:59.586]  And they have great products that I believe in, or else I wouldn't say what I'm saying.
[03:21:00.486 --> 03:21:04.187]  Matter of fact, when you get to Trends Journal, there's no advertising in it.
[03:21:04.207 --> 03:21:06.387]  That'll support anybody.
[03:21:06.587 --> 03:21:11.989]  So when I talk about gold, for example, I don't have gold companies, you know, paying the freight here.
[03:21:12.449 --> 03:21:13.529]  We have subscription banks.
[03:21:14.889 --> 03:21:17.750]  So, going back to what I was talking about with war.
[03:21:19.206 --> 03:21:23.048]  You know, there's a saying that generals are always fighting the last war.
[03:21:24.929 --> 03:21:35.095]  Back in 2000, I was brought over to Virginia Military, VMI, Virginia Military Institute, to talk about New Millennium Warfare.
[03:21:36.035 --> 03:21:37.096]  Come out with my book, Trends 2000.
[03:21:37.296 --> 03:21:47.122]  These F-35s, these aircraft carriers, aircraft carriers
[03:21:48.231 --> 03:21:50.013]  Yesterday's battleships.
[03:21:52.074 --> 03:21:53.776]  All this laser technology.
[03:21:53.816 --> 03:21:55.037]  It's a whole new world.
[03:21:56.658 --> 03:21:57.919]  Cyber warfare.
[03:22:00.241 --> 03:22:01.642]  It's a whole different game.
[03:22:04.925 --> 03:22:05.725]  Not only that.
[03:22:07.326 --> 03:22:10.729]  Poison the systems.
[03:22:13.131 --> 03:22:15.273]  Terrorism like we haven't seen before.
[03:22:16.814 --> 03:22:17.495]  The only way
[03:22:18.632 --> 03:22:23.414]  To a safe future, for me, is peace and prosperity.
[03:22:24.815 --> 03:22:26.656]  The more we spend here, the more we make.
[03:22:28.217 --> 03:22:34.920]  So going back to what I was saying about with Trump, with the trade wars, it's very important.
[03:22:37.121 --> 03:22:41.223]  So 96% of all the clothing that we're wearing comes from overseas.
[03:22:42.423 --> 03:22:43.904]  There's a little story here today.
[03:22:46.009 --> 03:22:47.029]  Financial Times.
[03:22:47.089 --> 03:22:48.210]  This is what I do every day.
[03:22:48.610 --> 03:22:52.271]  I go through the stories and I outline the salient points of them.
[03:22:52.291 --> 03:22:54.591]  There's one over here.
[03:22:55.872 --> 03:22:59.093]  Well, first, before we get there, let's start over here.
[03:23:00.313 --> 03:23:02.674]  Ethiopia hit by regional coup attempt.
[03:23:03.314 --> 03:23:05.654]  Oh, before I mentioned Sudan.
[03:23:05.674 --> 03:23:07.695]  And then we go to the Congo.
[03:23:08.490 --> 03:23:10.931]  Wonderful times going over there in Algeria.
[03:23:11.551 --> 03:23:12.091]  Mali?
[03:23:12.231 --> 03:23:14.252]  Hey, how about going there for a vacation?
[03:23:14.292 --> 03:23:16.112]  Maybe Niger's the place for you.
[03:23:17.753 --> 03:23:20.333]  It's one destabilized area after another.
[03:23:21.534 --> 03:23:22.874]  Let's put it all together.
[03:23:25.075 --> 03:23:27.955]  Ah, jihadi threats spreading across West Africa.
[03:23:28.576 --> 03:23:29.796]  Togo leader warns.
[03:23:30.776 --> 03:23:30.976]  Oop.
[03:23:33.237 --> 03:23:33.557]  All right.
[03:23:34.901 --> 03:23:39.224]  You got a refugee crisis over there and a migrant crisis in Europe?
