[00:00:19.714 --> 00:00:21.275]  Hello, welcome.
[03:22:27.310 --> 03:22:31.572]  Plus lots of other great deals waiting in store at Infowarsstore.com.
[03:22:31.572 --> 03:22:34.132]  They've basically banned us off the internet at this point.
[03:22:34.132 --> 03:22:36.553]  Forget about social media.
[03:22:36.553 --> 03:22:38.894]  We've been disappeared down the Google memory hole.
[03:22:38.894 --> 03:22:45.036]  You don't even come up on their search terms unless it's the mainstream media calling you a hateful bigot.
[03:22:45.036 --> 03:22:50.198]  But we are still here over a year after the bannerversary.
[03:22:51.135 --> 03:22:56.580]  Back in August of last year, only via your support by getting the products at InfoWarsStore.com.
[03:22:56.580 --> 03:23:01.063]  Please go there today to take advantage of the World Awakens Mega Sale.
[03:23:01.063 --> 03:23:07.809]  Up to 60% off top-selling products at InfoWarsStore.com.
[03:23:07.809 --> 03:23:17.777]  Now, while the Social Media Executive Order remains stuck somewhere within the bowels of the White House, gun control is moving forward thanks to the Jovanka presidency.
[03:23:17.777 --> 03:23:19.399]  Headline up at Information Liberation,
[03:23:20.057 --> 03:23:23.438]  Ivanka Trump quietly lobbying Congress for gun control.
[03:23:23.438 --> 03:23:25.918]  Because that's what's important, isn't it?
[03:23:25.918 --> 03:23:29.199]  That's not stabbing everyone who voted for Trump in the back.
[03:23:29.199 --> 03:23:34.260]  We voted for Donald Trump and got you Ivanka, writes Chris Menehan.
[03:23:34.260 --> 03:23:42.362]  Ivanka Trump is reportedly calling members of Congress to feel out various gun control proposals and to figure out what needs to be done in order to get them passed.
[03:23:42.362 --> 03:23:48.523]  Axios reports that Ivanka has been quietly calling lawmakers since the El Paso and Dayton massacres to gauge their openness.
[03:23:49.218 --> 03:23:51.238]  The movement on gun legislation.
[03:23:51.238 --> 03:24:00.380]  When Congress returns, perhaps she's showing them sad pictures, which is what she did to Trump before the bombing of Syria back in 2017.
[03:24:00.380 --> 03:24:12.422]  That's what's important to the Javanka presidency, not the fact that the father supporters being banned and censored off the Internet and persecuted at every term, but the fact that we need yet more gun control measures.
[03:24:12.422 --> 03:24:14.343]  Thanks a lot for that great work.
[03:24:14.343 --> 03:24:14.803]  Meanwhile,
[03:24:16.084 --> 03:24:21.065]  CNN's Anderson Cooper says it's exciting that whites will not be the majority in America.
[03:24:21.065 --> 03:24:23.706]  See, this is the problem time and time again.
[03:24:23.706 --> 03:24:39.851]  Every time there's a mass shooting blamed on a white supremacist, a right-wing extremist, they say that they've been radicalized because they believe in this giant conspiracy about the Great Replacement, this absolutely harebrained, ridiculous notion
[03:24:40.569 --> 03:24:43.890]  That white people in the West are in demographic decline.
[03:24:43.890 --> 03:24:46.130]  Because that's obviously not the case, isn't it?
[03:24:46.130 --> 03:24:48.991]  Not by every single metric imaginable.
[03:24:48.991 --> 03:24:54.453]  So it's bad if you talk about that and say it may have some negative consequences.
[03:24:54.453 --> 03:24:57.574]  That puts you in league with mass shooters and terrorists.
[03:24:57.574 --> 03:25:04.455]  But if you're CNN's Anderson Cooper and you talk about it and say it's a good thing, that's completely fine.
[03:25:04.455 --> 03:25:06.956]  CNN anchor Anderson Cooper seemed to celebrate
[03:25:07.481 --> 03:25:12.865]  The idea of white people no longer constituting the majority of those in the United States.
[03:25:12.865 --> 03:25:20.611]  He said, quote, The idea that you know whites will not be the majority, I mean, it's an exciting transformation of the country.
[03:25:20.611 --> 03:25:25.315]  It's an exciting evolution and, you know, progress of our country in many different ways.
[03:25:25.315 --> 03:25:35.983]  Imagine if he said that about Native Americans, or if he said it about black abortion rates, or if he said it about black people killing each other en masse in Chirac and places like that.
[03:25:36.463 --> 03:25:45.365]  He would be drummed out of a job, but as long as it's white people, the last acceptable form of racism, you can celebrate it, and it's all fine and dandy.
[03:25:45.365 --> 03:25:55.528]  He made those comments while interviewing Univision anchor George Ramos, Jorge Ramos, who has openly advocated for more immigration policies.
[03:25:55.528 --> 03:26:02.989]  Ramos said there's nothing really they can do against this incredible demographic revolution, and in 2044 everyone is going to be a minority.
[03:26:02.989 --> 03:26:05.170]  Great, Tower of Babel, see how that works out for you.
[03:26:05.999 --> 03:26:11.503]  And then I think President Trump represents those who are trying to revert that trend and he doesn't say it.
[03:26:11.503 --> 03:26:21.852]  Well, Trump just came out literally four days ago and said he wants millions more legal immigrants coming from non-white countries, so no, he's not really saying that, is he?
[03:26:21.852 --> 03:26:30.599]  Meanwhile, on the subject of radicalization and violent rhetoric, which the left never disavows and encourages at every possible turn,
[03:26:32.199 --> 03:26:38.761]  Headline up on Infowars.com, ICE director blames political rhetoric for attack on San Antonio office.
[03:26:38.761 --> 03:26:57.325]  We've had yet another attempted violent attack on an ICE office just as we had the firebombing of an ICE facility in Washington State a few months ago, a few weeks ago, pardon me, by a self-admitted Antifa radical who openly in his own manifesto said he was radicalized by
[03:26:58.169 --> 03:27:06.498]  AOC's concentration camp rhetoric, that story was dropped within about three hours by all mainstream media outlets.
[03:27:06.498 --> 03:27:18.372]  And now after an Immigration and Customs Enforcement office was hit with gunfire in San Antonio, the director of the office issued a statement blaming various politicians, media outlets and activist groups.
[03:27:19.341 --> 03:27:25.965]  Of course, now we know that most of the Democratic presidential candidates are running on a policy of abolishing ICE altogether.
[03:27:25.965 --> 03:27:35.651]  Many of them have openly encouraged the harassment, the doxing, even in some cases the harassment and doxing of ICE agents' children.
[03:27:35.651 --> 03:27:42.155]  So is it any great surprise that bullets are now flying towards ICE officers across the United States?
[03:27:43.400 --> 03:27:53.366]  FBI Special Agent Christopher Combs said, had the bullets gone two inches in another direction, we would be here talking about the murder of a federal official.
[03:27:53.366 --> 03:28:01.271]  But the field director at the office, Daniel Bible, seems more certain that the attack was deliberate, and he's blaming leftist ICE rhetoric.
[03:28:01.880 --> 03:28:08.703]  You know, it's misinformation about how it is being recklessly disseminated by certain politicians and activists.
[03:28:08.703 --> 03:28:14.286]  So again, you've got this heightened political extremism on both sides, let's be fair.
[03:28:14.286 --> 03:28:21.130]  Differences, people on the right disavow it at every turn and encourage people not to engage in it.
[03:28:21.130 --> 03:28:21.910]  Meanwhile, you have
[03:28:22.646 --> 03:28:30.090]  Numerous members of Congress, numerous presidential candidates on the Democratic side saying go out and harass Trump supporters.
[03:28:30.090 --> 03:28:38.555]  Literally in the case of Reza Aslan saying that Trump supporters need to be eradicated, that Kellyanne Conway needs to be eradicated.
[03:28:38.555 --> 03:28:41.797]  So is it any great surprise that many of them are going jihad?
[03:28:42.157 --> 03:28:48.531]  We're now literally trying to attack government facilities, but the media gives them cover and doesn't talk about it.
[03:28:48.531 --> 03:28:51.698]  We are live on the Alex Jones Show, Breaking News at Infowars.com.
[03:28:51.698 --> 03:28:52.720]  Don't go away, we'll be back.
[03:28:53.700 --> 03:29:04.766]  When you have a pain in the neck, a real pain in the neck, back, shoulder, or legs, you now have two convenient choices to get fast relief without taking another pill.
[03:29:04.766 --> 03:29:10.549]  Because now, Sunny Bay heating wraps and pillows are available at both Amazon and Walmart.
[03:29:10.549 --> 03:29:11.209]  Yes!
[03:29:11.209 --> 03:29:17.092]  See Sunny Bay's four and a half to five star customer reviews on Amazon.com or Walmart.com.
[03:29:17.452 --> 03:29:25.878]  Our microwaveable heat wraps, heatable neck pillows and extra large body wraps are designed better for perfect support where and when you need it.
[03:29:25.878 --> 03:29:34.924]  Even while driving, Sunny Bay wraps will not burn and stay balanced to provide soothing, hot or cold therapy to help treat temporary or chronic pain.
[03:29:34.924 --> 03:29:38.146]  And the best part, Sunny Bay quality products start at under $20.
[03:29:39.147 --> 03:29:47.173]  Join thousands of happy customers and see why Sunny Bay products have a lifetime 100% positive rating on both Amazon and Etsy.
[03:29:47.173 --> 03:29:47.953]  It's easy.
[03:29:47.953 --> 03:29:51.836]  Click Amazon or Walmart and search today for Sunny Bay.
[03:29:55.126 --> 03:30:11.796]  I talk about this on the air and I know it sinks into people, but I've decided that we're going to kind of reboot all our supplements in that if you go back five, six years ago, before all the censorship and attacks and fake lawsuits, the rest of it, I would talk about how great the products are and how they were the best and why they were, and I'd have doctors on and experts to explain why they were so good.
[03:30:11.796 --> 03:30:15.878]  And instead, the last few years, I'm like, hey, we need to really support us or they'll shut us down.
[03:30:15.878 --> 03:30:19.200]  The biggest thing people like to buy is supplements because they know how great they are and how wonderful they were.
[03:30:19.560 --> 03:30:21.321]  And the left always has headlines everywhere.
[03:30:21.321 --> 03:30:25.563]  Jones sells unapproved supplements that he claims are supplements.
[03:30:25.563 --> 03:30:33.506]  No, under federal law since 1996, you can't say that a supplement has been through the FDA because they have no jurisdiction and won't look at it.
[03:30:33.506 --> 03:30:36.208]  But then they say you've got to say it's not approved by them.
[03:30:36.208 --> 03:30:41.110]  And all drugs are is the system trying to tweak what's in Mother Nature and manipulate it and do different things.
[03:30:41.110 --> 03:30:42.291]  And a lot of drugs work great.
[03:30:42.291 --> 03:30:43.151]  They have side effects.
[03:30:44.412 --> 03:30:55.938]  I love watching David Knight in the morning.
[03:30:55.938 --> 03:30:58.059]  I love tuning in to Owen Schroer.
[03:30:58.059 --> 03:30:59.800]  I love all the other shows we do here.
[03:30:59.800 --> 03:31:01.521]  But I'll be honest with you.
[03:31:01.521 --> 03:31:06.884]  We run during the breaks a lot of news reports because I'm sick of hearing the ads.
[03:31:06.884 --> 03:31:08.765]  So you think you don't want to hear an ad?
[03:31:08.765 --> 03:31:10.045]  I don't want to hear an ad.
[03:31:10.045 --> 03:31:10.786]  But here's the bottom line.
[03:31:11.795 --> 03:31:13.275]  We're barely paying the bills here.
[03:31:13.275 --> 03:31:15.976]  And I want to expand in the face of the globalists, not contract.
[03:31:15.976 --> 03:31:17.136]  I don't want them to win.
[03:31:17.136 --> 03:31:20.057]  So listen, you've got this guarantee from me.
[03:31:20.057 --> 03:31:23.157]  We sell enough product, we'll have less ads and less plugs.
[03:31:23.157 --> 03:31:26.318]  And we'll expand and really give the globalists a run for their money.
[03:31:26.318 --> 03:31:30.119]  But we've got products you already really need, like DNA Force Plus, X2.
[03:31:30.119 --> 03:31:31.679]  These will change your life.
[03:31:31.679 --> 03:31:33.099]  Go check out the turmeric products.
[03:31:33.099 --> 03:31:35.100]  Check out the water filtration, air filtration.
