[00:00:01.488 --> 00:00:02.088]  You got it.
[03:34:11.001 --> 03:34:14.942]  And so, you know, it'd be nice if there was a plan, but we're running out of time.
[03:34:14.942 --> 03:34:17.403]  So what do you say to that, Dave?
[03:34:17.403 --> 03:34:29.185]  Well, I do agree with you, but if I was to switch gears a little bit and talk about the pedophilia situation, you talk about the massive amount of arrests that have happened since he's been in office.
[03:34:29.185 --> 03:34:32.246]  And now this out of the clear blue with Epstein, and Epstein
[03:34:32.748 --> 03:34:39.351]  You know, it was kind of tied in with the, I think, CIA and blackmailing Democrats and Republicans.
[03:34:39.351 --> 03:34:49.675]  And I think that these people are coerced into voting and doing certain things because a lot of things these people do, even like Chief Justice Roberts, it makes zero sense.
[03:34:49.675 --> 03:34:52.496]  And that's because there's a big guillotine over their head.
[03:34:52.496 --> 03:34:53.537]  And I think that, you know,
[03:34:53.959 --> 03:34:57.044]  Trump is slowly building the blocks to get these people out.
[03:34:57.044 --> 03:34:59.669]  Yeah, he's getting bad advice from some people.
[03:34:59.669 --> 03:35:00.731]  There's a lot of bad guys.
[03:35:00.731 --> 03:35:02.213]  His life's in jeopardy every day.
[03:35:02.213 --> 03:35:06.982]  But I think that he's moving forward, but that's why he's got to get
[03:35:07.426 --> 03:35:10.728]  You're elected in 2020 to finish cleaning the house.
[03:35:10.728 --> 03:35:12.529]  Well, I think you're right.
[03:35:12.529 --> 03:35:13.830]  I think it's certainly true.
[03:35:13.830 --> 03:35:18.093]  I think it's all, you know, commonly held belief among people on the political right now.
[03:35:18.093 --> 03:35:20.715]  But it's very clear that that's how they do it.
[03:35:20.715 --> 03:35:22.296]  It's the same thing that J. Edgar Hoover did.
[03:35:22.296 --> 03:35:25.358]  That's why he stayed in the FBI until he died.
[03:35:25.358 --> 03:35:26.639]  He had dossiers on everybody.
[03:35:26.639 --> 03:35:29.641]  That's long before the internet, long before high tech.
[03:35:29.641 --> 03:35:30.802]  So, yeah, I think you're correct.
[03:35:30.802 --> 03:35:35.605]  That's the only way to explain what Justice Roberts has been doing, or others, that they have something over them.
[03:35:35.985 --> 03:35:37.606]  So it's very, that's very true.
[03:35:37.606 --> 03:35:43.630]  Problem is, though, is the, you know, the idea that, well, you know, he's got to get re-elected in order to keep cleaning house.
[03:35:43.630 --> 03:35:45.251]  That's probably what he thinks.
[03:35:45.251 --> 03:35:49.593]  But the problem is, is that he will have the election stolen out from underneath him.
[03:35:49.593 --> 03:35:55.177]  And I watched the Tucker Carlson interview he did, where Tucker is trying to warn him that, look, you know, Google's going to get you.
[03:35:55.177 --> 03:36:02.061]  They're planning on, you know, they've been exposed by Project Veritas as plotting your political demise.
[03:36:02.061 --> 03:36:03.242]  They're out to get you.
[03:36:03.242 --> 03:36:05.043]  And he said, well, I beat them before, I'll beat them again.
[03:36:05.503 --> 03:36:15.773]  The thing is, you know, that was three years ago, and by the time it comes to election time, it'll be four years later, they will have made sure they fixed the problems that allowed Trump to be elected in the first place.
[03:36:15.773 --> 03:36:29.667]  My concern is, unless he takes decisive action now to suppress the insurrection by the radical left, in particular to stop their planned vote fraud, I think he'll have the election stolen from underneath him, and the clock will run out, and that'll be the end of it.
[03:36:29.987 --> 03:36:30.968]  Well, thanks Dave for calling.
[03:36:30.968 --> 03:36:32.729]  I appreciate your phone call.
[03:36:32.729 --> 03:36:38.953]  Now we're going to go to Andy from Missouri who wants to talk about how nihilism is taking over in place of American values.
[03:36:38.953 --> 03:36:40.495]  How are you doing Andy?
[03:36:40.495 --> 03:36:41.155]  Hey, pretty good.
[03:36:41.155 --> 03:36:42.336]  How about yourself Stuart?
[03:36:42.336 --> 03:36:43.116]  Doing great.
[03:36:43.116 --> 03:36:44.097]  So what are your thoughts on that?
[03:36:44.097 --> 03:36:45.618]  Good to talk to you.
[03:36:45.618 --> 03:36:59.268]  Yeah, so what I want to talk about is American values and how we're slowly and mainly exponentially starting to lose these basic core traits that we have as Americans.
[03:37:00.574 --> 03:37:02.056]  To a nihilistic worldview.
[03:37:02.056 --> 03:37:05.878]  We've seen this happen before.
[03:37:05.878 --> 03:37:23.972]  I mean, hell, I mean, Friedrich Nietzsche even talked about this in the 1800s, prior to the fall of the Soviets and Germans, and how whenever you give up your values, and in this case he talked about Christianity, which I feel it's still the same because we're kind of a holdout here in America.
[03:37:24.933 --> 03:37:28.575]  Um, that when you give that up, that the void is filled by nihilism.
[03:37:28.575 --> 03:37:35.438]  And what happens is, when you lose your culture, and you lose your roots, then these bad things creep in.
[03:37:35.438 --> 03:37:39.900]  You know, the previous caller just talked about pedophilia, you know, and that's always been around.
[03:37:39.900 --> 03:37:40.281]  Right.
[03:37:40.281 --> 03:37:47.004]  But it hasn't been accepted, and there's many things now that are accepted that wouldn't have been a couple of decades ago.
[03:37:47.381 --> 03:37:51.070]  What was the name of that one defector from the KGB?
[03:37:51.070 --> 03:37:53.095]  What was his last name?
[03:37:53.095 --> 03:37:53.937]  I can't remember his name.
[03:37:53.937 --> 03:37:55.902]  Was it Brezhnev?
[03:37:57.236 --> 03:37:59.797]  Beslanov, right, Yuri Beslanov warned about this.
[03:37:59.797 --> 03:38:18.301]  You can find the video on YouTube back from the, I think, the 80s where he talked about this is the plan that was the plan of the Soviet Union was to demoralize Americans, destroy, you know, make them ignorant of their own history, destroy the religious foundation of Christianity, you know, their sense of morals, destroy their patriotism and just, you know, and then flood them with drugs.
[03:38:18.721 --> 03:38:22.085]  And of course, back then a lot of folks dismissed that as a conspiracy theory.
[03:38:22.085 --> 03:38:23.486]  That's exactly what's been done.
[03:38:23.486 --> 03:38:28.171]  That's what's being done now by domestic enemies of the Constitution on the far left.
[03:38:28.171 --> 03:38:34.158]  They're attacking because they believe, you know, in Marxist theory, which is like their religion, they believe that mankind
[03:38:35.499 --> 03:38:36.100]  We're good to go.
[03:38:50.356 --> 03:38:54.797]  But the other side of it is, is it's also their way of undermining and attacking our society.
[03:38:54.797 --> 03:39:00.699]  And when you tie in the radical Islamists, they also loved to see this happen to the United States and to the West.
[03:39:00.699 --> 03:39:03.920]  They want to see the Christian faith eroded and destroyed.
[03:39:03.920 --> 03:39:11.362]  They want to see, you know, any concepts of a higher power and a higher obligation and duty disappear.
[03:39:11.362 --> 03:39:15.244]  Because for them, of course, they have this ultimate goal of a caliphate.
[03:39:15.244 --> 03:39:16.664]  It's a thousand-year plan.
[03:39:16.664 --> 03:39:18.525]  If it takes that long, they're fine with that.
[03:39:18.525 --> 03:39:19.825]  And the radical left is very similar.
[03:39:20.465 --> 03:39:25.987]  A Marxist, you know, a Communist, like someone in Antifa, for them it's like a religion.
[03:39:25.987 --> 03:39:32.450]  They see this as their life's purpose is to do a long march and fulfill the revolution.
[03:39:32.450 --> 03:39:35.571]  And so it's like Marx is their version of Allah.
[03:39:36.031 --> 03:39:38.013]  It's Marxists as their God.
[03:39:38.013 --> 03:39:40.815]  And Lenin and Stalin, those are the prophets.
[03:39:40.815 --> 03:39:45.758]  And that's why you'll see Maoists running around with Chairman Mao tattoos and flags.
[03:39:45.758 --> 03:39:47.800]  They worship Lenin and Stalin and Mao.
[03:39:47.800 --> 03:39:54.525]  And even if you point out all their mass murder, they'll explain it away as being somehow the West's fault, or they'll deny it even happened.
[03:39:54.525 --> 03:39:59.689]  I recently got in an argument with a communist on Twitter who said that, oh, you're talking about, when I pointed out that, you know,
[03:40:00.349 --> 03:40:00.570]  We're good.
[03:40:18.866 --> 03:40:19.546]  We're good to go.
[03:40:42.137 --> 03:40:49.124]  And of course, I believe that the Islamists look at all these radical leftists as useful idiots who believe that they're somehow going to be on top.
[03:40:49.124 --> 03:40:52.888]  In the end, it's going to be the Islamists on top because they have the harder faith.
[03:40:52.888 --> 03:40:53.749]  To your point.
[03:40:53.749 --> 03:40:55.271]  Well, thank you very much, Dan, for calling in.
[03:40:55.271 --> 03:40:55.871]  Appreciate that.
[03:40:55.871 --> 03:41:00.296]  Let's go to Brian from California.
[03:41:00.296 --> 03:41:04.000]  Brian, you're saying we need to start the war now while we have presidential support.
[03:41:04.000 --> 03:41:05.181]  Please explain what you mean by that.
[03:41:06.587 --> 03:41:14.376]  Well, because what's going to happen is the second we lose the election, they're going to say, oh, you're not you're not accepting the results.
[03:41:14.376 --> 03:41:21.083]  And then the left is going to have their, you know, ability to resist.
[03:41:21.083 --> 03:41:22.805]  And then we're going to have our ability to resist.
[03:41:22.805 --> 03:41:25.809]  It's better to do it now when we have presidential support.
[03:41:26.812 --> 03:41:32.375]  Because once somebody else gets in, it's going to be trips turned on us.
[03:41:32.375 --> 03:41:35.676]  This is something I've actually said myself a few times, and I want to make something very clear about it.
[03:41:35.676 --> 03:41:37.637]  I don't want to see a civil war in this country.
[03:41:37.637 --> 03:41:38.798]  It would be horrific.
[03:41:40.965 --> 03:41:50.911]  If we're going to have one and the left is going to force us to fight, which is what it's looking like it's going to be, then I agree with you, it's better that it start under President Trump.
[03:41:50.911 --> 03:41:56.855]  Which is why, but the way to do it though, is if they're going to have it, then let them be the ones to start it.
[03:41:56.855 --> 03:42:00.998]  As my late friend Mike Vanderbilt would always say, you know, no Fort Sumters.
[03:42:00.998 --> 03:42:04.140]  Make sure that you're on the defensive and you keep the moral high ground.
[03:42:04.560 --> 03:42:14.547]  So I think the way to do that is for Trump to be proactive and use his powers as commander-in-chief, his constitutional powers, to suppress the insurrection by the radical left, by Antifa.
[03:42:14.547 --> 03:42:21.231]  He should deploy the National Guard on the streets of Portland, for example, or anywhere else that Antifa is rising up and threatening to kill ICE.
[03:42:21.231 --> 03:42:29.276]  He should have National Guardsmen federalized into federal service and posted at those ICE facilities and let them attack the National Guard.
[03:42:29.276 --> 03:42:31.198]  That's how you want to start off if you're going to have a fight.
[03:42:33.971 --> 03:42:35.773]  But you know that's not going to happen.
[03:42:35.773 --> 03:42:36.274]  Well, we'll see.
[03:42:36.274 --> 03:42:41.379]  We can encourage the President to step up and do his duty under his oath, right?
[03:42:41.379 --> 03:42:44.843]  Well, I mean, it's up to us.
[03:42:44.843 --> 03:42:45.504]  It is up to us.
[03:42:45.504 --> 03:42:47.507]  I think it's up to us to prod him to do his duty.
[03:42:47.507 --> 03:42:48.468]  That's what I think.
[03:42:48.468 --> 03:42:49.869]  So, I'll talk about that after the break.
[03:42:49.869 --> 03:42:50.290]  Very much.
