[00:00:00.089 --> 00:00:01.070]  GAMER CONDITIONING!
[03:43:11.580 --> 03:43:17.863]  So we have air filters at Infowarsstore.com, the Alexa Pure Breeze, which is right now $50 off.
[03:43:19.964 --> 03:43:25.286]  The Alexa Pure Breeze Groundbreaking Ion Cluster Air Filter Technology.
[03:43:25.286 --> 03:43:28.228]  And we've got a limited quantity of these left right now.
[03:43:28.228 --> 03:43:32.169]  We're basically selling these at cost because there was a big overhaul.
[03:43:32.169 --> 03:43:36.151]  Go ahead and read the hundreds of five-star reviews for yourself.
[03:43:36.151 --> 03:43:37.972]  I've got two in my home.
[03:43:37.972 --> 03:43:44.074]  You will notice the difference, ladies and gentlemen, with the Alexa Pure Breeze in your house.
[03:43:44.074 --> 03:43:44.915]  Don't live
[03:43:45.735 --> 03:43:49.798]  In a polluted major city, in your home, have clean air.
[03:43:49.798 --> 03:43:51.059]  Go to Infowarsstore.com.
[03:43:53.382 --> 03:43:58.246]  As the years go by, it gets harder and harder to keep up with your body's nutritional needs.
[03:43:58.246 --> 03:44:07.154]  With changes in diet, unnatural ingredients, and stress, you may not be able to get all the necessary nutrients, amino acids, vitamins, and minerals needed daily.
[03:44:07.154 --> 03:44:12.498]  That's why InfoWars Life created the powerful Vitamin Mineral Fusion Formula.
[03:44:12.498 --> 03:44:20.765]  The new platinum standard of advanced multivitamin formulation, Vitamin Mineral Fusion uses a unique delivery system to maximize the effects
[03:44:20.865 --> 03:44:21.185]  I think so.
[03:44:54.447 --> 03:44:58.370]  Brainforce Plus is a top-tier nootropin.
[03:44:58.370 --> 03:44:59.571]  Focus.
[03:44:59.571 --> 03:45:00.532]  Clarity.
[03:45:00.532 --> 03:45:01.472]  Energy.
[03:45:01.472 --> 03:45:06.936]  But instead of having a 7x markup, we have a 150% markup.
[03:45:06.936 --> 03:45:09.118]  Right now, it's massively discounted.
[03:45:10.038 --> 03:45:16.383]  And when you get a bottle of it at 25% off, you get a free bottle of what is our total bestseller.
[03:45:16.383 --> 03:45:20.466]  It's not very profitable because we give it at such a low price, but it's amazing.
[03:45:20.466 --> 03:45:23.148]  And that, of course, is Knockout Ultimate Sleep Aid.
[03:45:23.148 --> 03:45:29.913]  So we've got a way to energize you, ramp you up in a healthy way during the day, and put you deep into that restful, healthy sleep at night.
[03:45:29.913 --> 03:45:33.076]  It's the BrainForce and Knockout combo deal.
[03:45:33.076 --> 03:45:38.140]  25% off BrainForce and a free bottle of Knockout together right now.
[03:45:38.140 --> 03:45:39.621]  Get the combo and experience.
[03:45:39.881 --> 03:45:41.403]  Both these great products today.
[03:45:41.403 --> 03:45:43.546]  Take advantage of it and fund the M4.
[03:45:43.546 --> 03:45:46.150]  M4WarsLife.com or M4WarsStore.com.
[03:45:46.150 --> 03:45:49.395]  The Brain Force Plus Knockout Combo right now.
[03:45:49.395 --> 03:45:51.879]  Get your free bottle today at M4WarsStore.com.
[03:45:55.194 --> 03:45:59.497]  Getting your protein has never been easier with InfoWars Life Protein Bars.
[03:45:59.497 --> 03:46:06.741]  Available in delicious chocolate peanut butter and vanilla coconut flavors, these protein bars are the perfect answer for a snack on the go.
[03:46:06.741 --> 03:46:13.305]  InfoWars Life Protein Bars are nutrient-packed, portable protein bars for an easy-to-eat and great-tasting meal.
[03:46:13.305 --> 03:46:15.707]  Pre- or post-workout, fuel alternative.
[03:46:16.087 --> 03:46:26.476]  At just 240 calories per bar and 15 grams of protein each, these bars will be your favorite at-hand snack for at home, in the car, at work, or on the go.
[03:46:26.476 --> 03:46:28.057]  For getting nutrients easily.
[03:46:28.057 --> 03:46:36.064]  High in fiber and nutrients with wholesome ingredients for high-level performance with great taste, such as whey protein and chocolate compounds.
[03:46:36.064 --> 03:46:40.067]  These protein bars can help you with the boost you need to reach your goals.
[03:46:40.407 --> 03:46:43.350]  Protein packed and full of fiber and healthy ingredients.
[03:46:43.350 --> 03:46:49.116]  Info Wars Life Protein Bars are a can't-miss snack for any Info Warrior serious about their energy.
[03:46:49.116 --> 03:46:57.665]  Try both flavors today at InfoWarsStore.com.
[03:46:57.665 --> 03:47:00.368]  You're listening to the Alex Jones Show!
[03:47:23.363 --> 03:47:26.527]  Welcome back to the fourth hour of the Alex Jones Show.
[03:47:26.527 --> 03:47:29.031]  I am Tom Pappert, Facebook's God Emperor Trump.
[03:47:29.031 --> 03:47:30.553]  Thank you all so much for watching today.
[03:47:30.553 --> 03:47:32.375]  Alex is having a lot of fun.
[03:47:32.375 --> 03:47:38.623]  Was that not some fascinating video that Millie Weaver got at the Joe Biden rally?
[03:47:38.623 --> 03:47:41.287]  And of course, Biden is now a vice presidential candidate.
[03:47:41.807 --> 03:47:46.230]  Sleepy Joe, as President Trump calls him, he was teasing it for like two and a half months.
[03:47:46.230 --> 03:47:47.111]  Will he run?
[03:47:47.111 --> 03:47:47.851]  Won't he run?
[03:47:47.851 --> 03:47:54.976]  And part of me thought that he was going to do a repeat of 2016, where he said one of his biggest regrets was not just hopping in the race.
[03:47:55.836 --> 03:47:59.837]  But Joe Biden was roundly mocked for his really kind of strange speech.
[03:47:59.837 --> 03:48:03.658]  Again, we learned from Millie Weaver, 240 people in that crowd.
[03:48:03.658 --> 03:48:11.239]  President Trump says the night before, I'm going to be at such and such arena, 20,000 people, 10,000 people waiting outside.
[03:48:11.239 --> 03:48:16.881]  You literally cannot get into the Trump rallies if you're not there three, four, five hours early standing in line.
[03:48:16.881 --> 03:48:22.482]  People are camping overnight, but Joe Biden gets 240 people, so therefore he's going to defeat Trump is what they tell us.
[03:48:23.982 --> 03:48:26.030]  He was roundly mocked, as I said.
[03:48:27.137 --> 03:48:32.079]  We can get into the medical issues that Joe Biden has had that might have led to some of his slurring.
[03:48:32.079 --> 03:48:43.704]  But of course, if you do that, then they're just going to say that he's in the best health of his life, a la Hillary Clinton in 2016, where they maintain that even though she had the weird head motions, she couldn't be outside for more than 20, 30 minutes.
[03:48:43.704 --> 03:48:45.745]  She had three or four days in between speeches.
[03:48:45.745 --> 03:48:47.505]  They maintain that she was completely healthy.
[03:48:47.505 --> 03:48:49.926]  So we'll just totally brush all that aside.
[03:48:49.926 --> 03:48:53.368]  We've got an article up here at BigLeaguePolitics.com.
[03:48:53.368 --> 03:48:55.909]  Biden's painful slurring campaign speech.
[03:48:56.329 --> 03:48:57.470]  Garner's Mockery.
[03:48:57.470 --> 03:49:02.255]  And I have to say, I love what our Editor-in-Chief of Big League Politics, Patrick Howley, did here.
[03:49:02.255 --> 03:49:05.998]  He's got this great way of getting people, it's the opposite of clickbait, really.
[03:49:05.998 --> 03:49:11.083]  You think you're going to be reading this little puff piece about how Joe Biden is a disgrace, and then BAM!
[03:49:11.083 --> 03:49:14.166]  He hits you with the giant red pill.
[03:49:14.166 --> 03:49:21.413]  Because just here recently, we had a longer article up at Big League Politics, and we talked about this, Alex and I did a little bit in the last segment, but
[03:49:22.492 --> 03:49:35.500]  Joe Biden's daughter-in-law, Kathleen Biden, operates this weird little group called DC Volunteer Lawyers Project, which according to the person who made the accusation that I'm about to get to, it's not volunteer.
[03:49:35.500 --> 03:49:37.321]  They get paid very well.
[03:49:37.321 --> 03:49:41.203]  They get a lot of money from their clients and from shady resources.
[03:49:41.203 --> 03:49:42.004]  But allegedly,
[03:49:42.853 --> 03:49:53.103]  Kathleen Biden, she has this group and there's this lawyer in it, or there was, and he was representing a young child in a custody case.
[03:49:53.103 --> 03:49:55.926]  The parents, the mother wanted to homeschool.
[03:49:55.926 --> 03:49:58.449]  The father said homeschooling is bad.
[03:49:58.449 --> 03:50:03.614]  And so they bring in the lawyers, they've got to go before the judge, etc, etc, etc.
[03:50:03.614 --> 03:50:04.575]  We all know how this works.
[03:50:05.055 --> 03:50:05.596]  And the D.C.
[03:50:05.596 --> 03:50:08.898]  Volunteer Lawyers was supposed to be helping out the people who wanted to homeschool.
[03:50:08.898 --> 03:50:11.340]  Well, they call in a witness who is an older kid.
[03:50:11.340 --> 03:50:12.982]  He's graduated from high school.
[03:50:12.982 --> 03:50:16.104]  He's 18, 19, somewhere in that age range.
[03:50:16.104 --> 03:50:18.927]  And so they bring him in as a witness to say, look, I was homeschooled.
[03:50:18.927 --> 03:50:19.807]  I turned out great.
[03:50:19.807 --> 03:50:22.309]  I did the best in my job.
[03:50:22.309 --> 03:50:26.373]  I've got a great education after high school, etc., etc.
[03:50:26.373 --> 03:50:30.136]  Well, it turns out this lawyer, this is what they're alleging at least,
[03:50:31.465 --> 03:50:51.649]  They go, the guy testifies, they bring him back in again, as is often the case in court proceedings, so he goes to the restroom to relieve himself, and this lawyer follows him in and says, you know, you're a very fine looking young man, you're a handsome guy, I think you should do modeling, I think you should come over to my house and
[03:50:51.989 --> 03:50:53.350]  I'm having this great house party.
[03:50:53.350 --> 03:50:58.094]  We're going to have all kinds of great people there and we really need a great looking guy like you.
[03:50:58.094 --> 03:51:07.821]  And he takes out a business card, presumably while they're standing at the urinal, and he writes down his address on there and his contact information on there and he hands it to this kid.
[03:51:08.911 --> 03:51:18.598]  And I say kid, 18 is legally an adult, but in 21st century America, it's very rare to find an 18-year-old who acts and thinks like an adult, and your brain isn't even done developing.
[03:51:18.598 --> 03:51:34.769]  So this kid walks out of the bathroom, and he hands the card to his mom, and he relays this weirdo story that he just encountered, and the only thing they can think is that he was propositioning him in the men's bathroom of a DC courthouse.
[03:51:35.666 --> 03:51:36.990]  This is the Biden family.
[03:51:36.990 --> 03:51:41.463]  So when Alex Jones broke the story earlier today, it's up on InfoWars.com, of course, that...
[03:51:42.964 --> 03:51:45.985]  Joe Biden has all kinds of China ties.
[03:51:45.985 --> 03:51:47.186]  It doesn't surprise me at all.
[03:51:47.186 --> 03:51:56.990]  Of course, everybody remembers the Clinton administration was essentially selling nights in what was at the Lincoln bedroom to China, giving China all kinds of preferential treatment.
[03:51:56.990 --> 03:52:03.432]  Obama did absolutely nothing to go after China, which has been ripping our country off in intellectual property.
[03:52:03.432 --> 03:52:05.773]  We have the world's worst unfair trade deals.
[03:52:05.773 --> 03:52:12.236]  In fact, TPP would have been a disaster for the United States economy, and it was pushed by the Obama administration.
[03:52:12.996 --> 03:52:24.048]  These globalists, and I think it's because they profit off of it clearly, these globalists have absolutely nothing wrong with China becoming the new global hegemon of the planet.
[03:52:24.048 --> 03:52:26.070]  That's really what they, they think it'll be great.
[03:52:26.070 --> 03:52:27.051]  Let China take over.
[03:52:27.051 --> 03:52:28.713]  This will be the Chinese millennium.
[03:52:29.292 --> 03:52:34.335]  Chinese have documents from the 90s where they're saying, how we will make this the Chinese millennium.
[03:52:34.335 --> 03:52:35.976]  And the globalists are totally all for it.
[03:52:35.976 --> 03:52:38.618]  There's no doubt in my mind.
[03:52:38.618 --> 03:52:40.679]  So I just wanted to put that tidbit in there.
[03:52:40.679 --> 03:52:42.400]  Of course, watch Millie Weaver's videos.
[03:52:42.400 --> 03:52:44.941]  They're up at newswars.com, infowars.com.
[03:52:44.941 --> 03:52:47.663]  Millie does amazing work, and she has for many years.
[03:52:47.663 --> 03:52:49.024]  And my goodness, it's so insane.
[03:52:49.024 --> 03:52:52.486]  I've been watching her since I was a kid.
[03:52:52.486 --> 03:52:53.907]  And now she's got kids of her own.
[03:52:53.907 --> 03:52:57.029]  It's amazing how we all grow up in this amazing liberty movement.
[03:52:58.476 --> 03:53:01.605]  Rod Rosenstein has resigned.
[03:53:01.605 --> 03:53:06.357]  The Deep State apparently is in chaos, as Alex and I were talking about just a minute or two ago.
[03:53:07.170 --> 03:53:16.373]  We've had something like 10 or 12 top deep state actors resign in the last two weeks, ever since the Mueller report was released in its redacted form.
[03:53:16.373 --> 03:53:18.153]  We all learned there was no obstruction.
[03:53:18.153 --> 03:53:19.914]  We all learned there was no collusion.
[03:53:19.914 --> 03:53:21.995]  We learned some shocking things.
[03:53:21.995 --> 03:53:34.118]  We learned, for instance, that the Russians spent a very small amount of money in the wider scheme of things, but they also spent that money pushing Black Lives Matter, pushing the LGBTQIAA++P agenda.
[03:53:36.679 --> 03:53:45.923]  They were also pushing Islam, basically anything they could do, including pushing Bernie Sanders, to destroy America's societal cohesion.
[03:53:45.923 --> 03:53:51.164]  And if you look around, with that small amount of money they invested in those ads, they seem to have been quite successful.
[03:53:51.164 --> 03:53:54.926]  But I wanted to expand on something that I talked about with Alex in the last segment.
