[00:00:00.345 --> 00:00:01.546]  Sue him!
[03:44:53.513 --> 03:44:56.054]  An anti-government vaccine.
[03:44:56.054 --> 03:44:56.635]  Exactly.
[03:44:56.635 --> 03:45:00.518]  I would never want these things put into my body, dead or alive.
[03:45:00.518 --> 03:45:01.479]  They don't belong in my body.
[03:45:03.440 --> 03:45:04.961]  They're coming.
[03:45:04.961 --> 03:45:06.402]  And that's what people don't understand.
[03:45:06.402 --> 03:45:08.323]  And it starts in California.
[03:45:08.323 --> 03:45:10.965]  SB 277 is their opening salvo.
[03:45:10.965 --> 03:45:15.827]  And when it sticks there and people don't fight back, it's going to continue to move.
[03:45:15.827 --> 03:45:17.008]  It's going to go west.
[03:45:17.008 --> 03:45:22.191]  It'll probably go from California all the way to Massachusetts and Rhode Island and those New England states.
[03:45:22.191 --> 03:45:24.612]  And then it's going to make its way into the heartland.
[03:45:24.612 --> 03:45:28.014]  I think Texas might hold out a little bit, but we'll see.
[03:45:28.014 --> 03:45:29.015]  Yeah, we'll see.
[03:45:29.015 --> 03:45:30.536]  Thanks for the call, Mike.
[03:45:30.536 --> 03:45:32.237]  John, what is your question?
[03:45:34.031 --> 03:45:37.254]  Yes, Brandy, thank you for what you're doing.
[03:45:37.254 --> 03:45:45.740]  It's wonderful to see someone that is exposing what's going on in this Merc industry.
[03:45:45.740 --> 03:45:49.523]  You said you were involved with Vioxx?
[03:45:49.523 --> 03:45:50.504]  Yes.
[03:45:50.504 --> 03:45:51.945]  They lost a lawsuit, didn't they?
[03:45:54.326 --> 03:46:04.090]  My sister, who is a vaccine researcher in South Carolina, Mary Tocco, and she does have a website, childhoodshots.com, but she's been doing this for over 35 years.
[03:46:04.090 --> 03:46:13.093]  She ran into an attorney there in South Carolina that represented the defendants, and he told her that they came out with the Gardasil to pick up the
[03:46:13.929 --> 03:46:19.997]  Uh, extra money that they lost on the lawsuit and that's why it's being promoted from one standpoint.
[03:46:19.997 --> 03:46:25.003]  But if you could ever get a hold of my sister, she would probably be very happy to hear your information.
[03:46:25.003 --> 03:46:27.767]  She's at ChildhoodShots.com and her name is Mary Tocco.
[03:46:28.505 --> 03:46:30.166]  I've heard her name out there.
[03:46:30.166 --> 03:46:32.488]  I can't remember anything recently that I've seen from her.
[03:46:32.488 --> 03:46:33.449]  But yeah, I've seen her out there.
[03:46:33.449 --> 03:46:34.630]  There's a lot of good people.
[03:46:34.630 --> 03:46:37.552]  Dr. Humphreys, Susan Humphreys is out there fighting it.
[03:46:37.552 --> 03:46:38.253]  Sherry Tinpenny.
[03:46:38.253 --> 03:46:40.495]  There's a lot of people really fighting this issue.
[03:46:40.495 --> 03:46:45.138]  And it's great to see people coming together, more people like yourself speaking out against this.
[03:46:45.138 --> 03:46:47.840]  So it's really giving hope, I think, to parents.
[03:46:48.861 --> 03:47:07.592]  One thing the pediatrician said was it must be really scary being a parent now because there's so much information and the whole time she was saying that I was thinking she really means it's so hard and scary being a pediatrician because there's so much information that parents are arming themselves with and they're standing up and saying no to that regimented schedule of just injecting aluminum into your body.
[03:47:07.592 --> 03:47:13.195]  And if you know go listen to Dr. Blalock give a two-hour speech on what aluminum does when it goes into your brain.
[03:47:13.715 --> 03:47:17.578]  And all they do when they do these studies, and correct me if I'm wrong, they just test for antibodies.
[03:47:17.578 --> 03:47:20.260]  They just go, oh, you got antibodies, that means it works.
[03:47:20.260 --> 03:47:26.044]  And what's going on is these adjuvants like aluminum and mercury are stimulating the brain and creating antibodies.
[03:47:26.044 --> 03:47:27.986]  And they go, oh, well, there's your proof that it works.
[03:47:27.986 --> 03:47:29.407]  There's your proof that it's safe and effective.
[03:47:29.407 --> 03:47:29.867]  Is that right?
[03:47:29.867 --> 03:47:30.488]  Is that how they do that?
[03:47:30.990 --> 03:47:39.032]  Yes, and one thing that I think people aren't aware of is that in a natural environment, we would never come into contact with six to nine pathogens at one time.
[03:47:39.032 --> 03:47:55.075]  So when we're injecting this with the adjuvants, which are heavy metals, which are very toxic and hard to detox from, as well as additives like formaldehyde and the monkey and the animal and human cells, DNA, polysorbate 80, MSG, which we're supposed to avoid in Chinese food, right?
[03:47:55.695 --> 03:48:03.621]  And mercury, which we're supposed to avoid in fish, but it's okay to inject into the bloodstream where it goes straight to the vital organs.
[03:48:03.621 --> 03:48:11.488]  What we're seeing when you inject so many vaccine doses and so many pathogens with all of these adjuvants, the body has no idea what's going on.
[03:48:11.488 --> 03:48:13.729]  We're overwhelming the immune system.
[03:48:13.729 --> 03:48:19.194]  And so this is where we're seeing all of these autoimmune issues, the food allergies, asthma, eczema, psoriasis, lupus.
[03:48:19.974 --> 03:48:23.996]  Um, all of these types of things, because the body just starts fighting everything.
[03:48:23.996 --> 03:48:25.236]  It starts attacking itself.
[03:48:25.236 --> 03:48:26.696]  It attacks itself.
[03:48:26.696 --> 03:48:31.538]  And it attacks things like peanut oil, peanut allergies, or because peanut oil is used... It's off the charts.
[03:48:31.538 --> 03:48:36.600]  There's like five kids in my neighborhood who can't have peanut butter, and if my kids eat peanut butter sandwiches, they have to go outside.
[03:48:37.040 --> 03:48:37.760]  It's ridiculous.
[03:48:37.760 --> 03:48:42.042]  Yes, and these are things, and people are accepting this as the new normal in the U.S.
[03:48:42.042 --> 03:48:45.363]  when I had peanut butter and jelly sandwiches all the time when I was a child.
[03:48:45.363 --> 03:48:46.163]  We all grew up on that.
[03:48:46.163 --> 03:48:47.844]  Wait a minute, I think we're being racist now.
[03:48:47.844 --> 03:48:52.466]  That's actually a racist term to say peanut butter and jelly sandwich, so we gotta cut that line of conversation.
[03:48:52.466 --> 03:48:53.926]  I go to our next caller.
[03:48:53.926 --> 03:48:57.088]  MJ in Georgia wants to talk about the vitamin K shot.
[03:48:57.088 --> 03:48:57.768]  What's on your mind, MJ?
[03:48:59.820 --> 03:49:01.762]  Just a few quick things.
[03:49:01.762 --> 03:49:20.236]  I've looked at quite a bit of your work Brandy online and done some research myself but I'm actually soon to be father and I was researching vitamin K myself and benzene, the benzene alcohol that's in there is actually a chemical that they put in ethanol so you can't drink it as moonshine.
[03:49:20.236 --> 03:49:22.738]  And if you drink it, it of course makes you sick.
[03:49:23.358 --> 03:49:32.162]  Um, secondly, I called the round doctors to, one, try to see if any type of drops were available, but they make it unavailable to you.
[03:49:32.162 --> 03:49:39.985]  But if you read the insert on the vaccine, the vaccine says that if this intravenous shot can be avoided, it should be avoided.
[03:49:39.985 --> 03:49:40.585]  You know what I mean?
[03:49:40.585 --> 03:49:42.206]  Because of the toxic levels.
[03:49:42.206 --> 03:49:43.926]  I didn't know they had aluminum in it.
[03:49:46.227 --> 03:49:51.750]  I really want to avoid it, but my wife is on the fence, and they scare them.
[03:49:51.750 --> 03:50:02.354]  They tell them that, specifically dealing with natural births and midwives, they tell you it's a risk involved with the baby coming through the birth canal, and there's pressure on his head, and he could have internal bleeding.
[03:50:02.794 --> 03:50:03.054]  I don't know.
[03:50:20.465 --> 03:50:21.666]  Well, let me just say this.
[03:50:21.666 --> 03:50:26.290]  Brandi's not a doctor and she can't provide medical advice, but we can sit here and bitch about these all day long.
[03:50:26.290 --> 03:50:27.190]  Do your own research.
[03:50:40.040 --> 03:50:42.081]  I would say check out Dr. Sherry Tinpenny online.
[03:50:42.081 --> 03:50:45.383]  She's got some videos specifically about the vitamin K shot.
[03:50:45.383 --> 03:50:50.566]  And I can tell you, from my own experience, my wife doubled and tripled up on kale.
[03:50:50.566 --> 03:50:53.187]  Kale has high amounts of vitamin K in it.
[03:50:53.187 --> 03:50:54.728]  And that's what we did.
[03:50:54.728 --> 03:50:55.969]  So take that for what it's worth.
[03:50:55.969 --> 03:50:59.591]  We're going to be back with one more segment with Brandi Von Whistleblower from March.
[03:50:59.591 --> 03:51:00.011]  Stay tuned.
[03:51:00.011 --> 03:51:01.492]  It's the fourth hour of Overdrive.
[03:51:01.952 --> 03:51:10.658]  My name is Don Whiskin, and at 42 years old, I suffered a massive heart attack and was told I'd be on disability for the rest of my life.
[03:51:10.658 --> 03:51:12.139]  What did I do?
[03:51:12.139 --> 03:51:20.085]  I created ExtendoVite, a garlic and cayenne mix of seven herbs which rebuilt my heart and gave me back my life.
[03:51:20.085 --> 03:51:28.491]  For over 17 years now, I have made this formula available to you, so you don't have to suffer the same thing I did.
[03:51:29.031 --> 03:51:34.196]  Clean your blocked arteries and strengthen your heart and boost your natural immune system.
[03:51:34.196 --> 03:51:37.879]  I'm 60 years old now and I still work every day.
[03:51:37.879 --> 03:51:39.721]  To get your Xtendivite, call 1-877-928-8822.
[03:51:39.721 --> 03:51:40.761]  That's 1-877-928-8822 or visit heartdrop.com.
[03:51:40.761 --> 03:51:43.784]  Xtendivite is only $69.95 for a 2-month supply of either capsules or liquid.
[03:52:00.894 --> 03:52:05.178]  Many of the products at Infowarslife.com are true game changers.
[03:52:05.178 --> 03:52:09.422]  They are compounds that in many areas of the world are actually sold by prescription.
[03:52:09.422 --> 03:52:12.485]  But when we look at a product like Survival Shield Nason Iodine X2,
[03:52:13.105 --> 03:52:16.766]  It's something that really has been hiding in plain view for over a hundred years.
[03:52:16.766 --> 03:52:27.429]  The federal government mandated from the 20s until the 70s that iodine, a crude form of it, be added to table salt because of the incredible health problems that dietary deficiency in iodine was causing.
[03:52:27.429 --> 03:52:30.910]  I want to challenge the listeners who've not tried X2 for yourselves.
[03:52:30.910 --> 03:52:32.030]  What do you have to lose?
[03:52:32.030 --> 03:52:40.332]  You are the tip of the spear in the fight for human liberty and you're getting a high-quality product that has absolutely changed my life and many other people's lives that I know.
[03:52:40.472 --> 03:52:43.773]  And the final reason to try X2 is that it's so hard to keep in stock.
[03:52:43.773 --> 03:52:47.915]  We ordered the biggest shipment ever six months ago and that is about to sell out.
[03:52:47.915 --> 03:52:50.236]  It may be a month or two until more comes in.
[03:52:50.236 --> 03:52:57.200]  I want to challenge all of you in the next week to stock up on Survival Shield X2 today at InfoWarsLife.com or by calling 888-253-3139.
[03:53:02.071 --> 03:53:06.052]  Thousands of people seeking home security get ripped off every day.
[03:53:06.052 --> 03:53:10.073]  And the home security industry wants you to believe that's your only option.
[03:53:10.073 --> 03:53:15.534]  They've got hordes of salesmen out there trying to scare you into signing one of their long-term contracts.
[03:53:15.534 --> 03:53:20.435]  You get stuck writing huge checks month after month with no way out.
[03:53:20.435 --> 03:53:23.956]  It's robbery by contract and it can cost you thousands.
[03:53:23.956 --> 03:53:26.396]  But there's a better way to protect your home.
[03:53:26.396 --> 03:53:28.197]  SimpliSafe Home Security.
[03:53:28.197 --> 03:53:29.837]  SimpliSafe has no contracts.
[03:53:30.217 --> 03:53:30.777]  None!
[03:53:30.777 --> 03:53:33.598]  You'll get award-winning 24-7 protection.
[03:53:33.598 --> 03:53:38.921]  Security professionals watching over your home, ready to instantly send police to the rescue.
[03:53:38.921 --> 03:53:43.843]  For just $14.99 per month, that's less than half what most companies charge.
[03:53:43.843 --> 03:53:45.744]  Protect your home the smart way.
