[00:00:16.067 --> 00:00:16.231]  Hmm.
[02:43:22.521 --> 02:43:26.264]  Now they're using Michael Mann essentially to sell the cyber war.
[02:43:26.544 --> 02:43:27.865]  And that's what this fellow said.
[02:43:27.885 --> 02:43:29.026]  He says, yeah, this is really great.
[02:43:29.467 --> 02:43:36.152]  And then I got kind of scared on Tuesday evening when I saw the details of Obama's cyber proposals.
[02:43:36.652 --> 02:43:37.613]  And this is what he said.
[02:43:37.633 --> 02:43:39.295]  He's very concerned about the fact that they're
[02:43:40.015 --> 02:43:47.405]  Stepping up this computer fraud and abuse act, this CFAA, is what they came after Aaron Schwartz with.
[02:43:47.826 --> 02:43:56.378]  And they were going to try to send him to jail for 35 years and presumably, according to the official story, he committed suicide because he was so distraught over that.
[02:43:56.818 --> 02:43:57.939]  I don't believe that for a moment.
[02:43:58.279 --> 02:43:59.660]  That wasn't his personality.
[02:44:00.100 --> 02:44:13.967]  Yes, and there was a tweet out from the prosecutor's husband that said that, wait a minute, when everybody pushed back against her and said, you drove him to suicide trying to get this draconian legislation pushed, trumping up these charges to a 35 year thing.
[02:44:13.987 --> 02:44:19.930]  He said, wait a minute, she offered him three and a half month plea bargain deal and he turned it down.
[02:44:20.310 --> 02:44:23.232]  That's the public Aaron Schwartz that we had seen, the fighter.
[02:44:23.752 --> 02:44:25.433]  So I don't believe that he committed suicide.
[02:44:25.493 --> 02:44:27.654]  Nevertheless, they're going to up this.
[02:44:28.074 --> 02:44:35.898]  They're going to now specifically first-time offenses that don't involve credit cards or more than $5,000 in information.
[02:44:36.218 --> 02:44:39.460]  Those crimes will now be felonies instead of misdemeanors.
[02:44:39.740 --> 02:44:46.824]  They say also CFAA violations would qualify, and this is very important, for prosecution under the RICO statute.
[02:44:47.264 --> 02:44:52.247]  Meaning, for example, if a member of Anonymous is busted in a petty denial-of-service attack,
[02:44:52.947 --> 02:44:58.973]  She might now be held legally accountable for every cybercrime they say Anonymous has committed.
[02:44:59.293 --> 02:45:12.306]  So when they start making these things into felonies, when they start saying if there's any kind of tangential connection between you and somebody else that we can make, we're going to throw everything, we're going to attribute all of that to you with the RICO statute.
[02:45:12.446 --> 02:45:17.710]  It's also the prison industrial complex, because you put everybody in these prisons for these petty offenses.
[02:45:17.730 --> 02:45:22.194]  You've got people who go to prison for check fraud, you know, little nickel and dime offenses.
[02:45:22.474 --> 02:45:30.101]  And it's obviously a way to scare off hackers from hackers that are the white hat hackers that are on the good team.
[02:45:31.061 --> 02:45:33.523]  You know, it's just like the way they want to shut down any of the whistleblowers.
[02:45:33.584 --> 02:45:37.367]  It's a way to say, we're the only ones that can, you know, hack into
[02:45:38.001 --> 02:45:39.582]  Yes, we're about out of time.
[02:45:39.663 --> 02:45:44.267]  We're not going to go through the details of this, but this is what the computer community is saying.
[02:45:44.727 --> 02:45:49.051]  Warning to White Hat hackers, Obama's proposal is a threat to what you do.
[02:45:49.592 --> 02:45:51.313]  They're saying they cannot even do their work.
[02:45:51.373 --> 02:45:58.200]  If they expose the vulnerability in a Microsoft Windows program, for example, and say, hey, here's a vulnerability, you need to fix it.
[02:45:58.917 --> 02:46:01.638]  Under these proposals, they could be charged with a felony.
[02:46:01.838 --> 02:46:04.740]  So it's going to shut down white hat hackers as well.
[02:46:05.140 --> 02:46:14.424]  And I think that's interesting because the only details that we know about the Trans-Pacific Partnership that's being negotiated are the ones that have been released from WikiLeaks.
[02:46:14.984 --> 02:46:16.985]  And of course, they would make that a felony.
[02:46:17.245 --> 02:46:21.247]  They would come after those people with a RICO statute.
[02:46:21.787 --> 02:46:25.270]  And there were some interesting articles about how this is breaking down.
[02:46:25.310 --> 02:46:34.777]  Politico pointed out that there's some very disparate bedfellows here, people who are on the far left and people who they would characterize as being on the far right.
[02:46:34.798 --> 02:46:38.340]  Of course, we understand that they just care about civil liberties in this area.
[02:46:38.601 --> 02:46:48.649]  That'd be people like Walter Jones and Duncan Hunter, they say, are aligning with liberals in the Democrat Party to try to oppose Obama and the GOP, who are trying to ram through this
[02:46:49.249 --> 02:46:49.469]  I think?
[02:47:09.619 --> 02:47:13.761]  The people in the Democrat Party are very concerned about that because they don't like the way that that turned out.
[02:47:13.841 --> 02:47:17.042]  They say, well, don't worry, it's not going to be a repeat of that.
[02:47:17.242 --> 02:47:19.523]  It is absolutely going to be a repeat of that.
[02:47:19.663 --> 02:47:21.904]  It's going to be the next step to consolidation.
[02:47:21.964 --> 02:47:32.129]  As we pointed out before, you have these regional trade authorities that they set up, like the European Union and NAFTA, and now they're consolidating them into a larger step.
[02:47:32.209 --> 02:47:36.831]  It's the next step as part of a global corporate governance, and that's what we're all very concerned about.
[02:47:37.031 --> 02:47:40.554]  Yeah, well the giant sucking sound that took all of our jobs out with NAFTA.
[02:47:40.574 --> 02:47:43.738]  I mean, there aren't any other jobs to ship off.
[02:47:43.798 --> 02:47:44.558]  Yes, absolutely.
[02:47:45.019 --> 02:47:47.842]  And of course, it's another way that they're going to attack internet freedom.
[02:47:48.763 --> 02:47:50.443]  Well, that's it for our broadcast tonight.
[02:47:50.704 --> 02:47:54.605]  Thanks for joining us for this live coverage of Obama's State of the Union address.
[02:47:54.865 --> 02:47:59.946]  Stay tuned, we're going to cover what they try to do to us in terms of taking over the Internet.
[02:48:00.386 --> 02:48:06.968]  If you're not a subscriber to Prison Planet TV, please consider becoming a subscriber and supporting our operation here.
[02:48:06.988 --> 02:48:09.589]  If you're not a subscriber to our YouTube channel, that's free.
[02:48:10.049 --> 02:48:18.174]  But of course, if you become a subscriber to Prison Planet TV, you can get that right now for $29.95, and you can share that with up to 20 people.
[02:48:18.214 --> 02:48:25.819]  That brings you the nightly news every night, Monday through Friday, and it also gives you and all of your friends access to Alex Jones' documentaries.
[02:48:25.859 --> 02:48:30.282]  And of course, that's the best way to wake people up, to give them the broad perspective.
[02:48:30.682 --> 02:48:34.625]  And then, keep in touch with what's going on on a daily basis with the nightly news.
[02:48:34.985 --> 02:48:35.725]  Thanks for joining us.
[02:48:36.045 --> 02:48:38.007]  Join us tomorrow at 7 Central, 8 p.m.
[02:48:38.067 --> 02:48:38.327]  Eastern.
[02:48:43.965 --> 02:48:50.872]  Celebrate the spirit of freedom and liberty upon which our nation was founded at InfoWarsShop.com.
[02:48:50.952 --> 02:48:54.716]  Molonlave is ancient Greek for come and take it.
[02:48:54.776 --> 02:49:02.263]  This popular design combines both classic Greek Spartan imagery with modern M16 assault rifles.
[02:49:02.463 --> 02:49:06.424]  Now available in women's tees and proudly made in the USA.
[02:49:06.604 --> 02:49:14.027]  Celebrate the spirit of 1776 with the George Washington brass belt buckle or this incredibly sharp-looking 1776 hat.
[02:49:14.247 --> 02:49:15.447]  Badass!
[02:49:15.687 --> 02:49:20.769]  And be sure to check out the new arrivals at Infowars Life.
[02:49:21.089 --> 02:49:30.653]  Where you can prepare your body to perform at peak levels with Survival Shield, Nascent Iodine, Super Male Vitality, and Fluoride Shield.
[02:49:31.033 --> 02:49:32.114]  And wake up, America!
[02:49:32.134 --> 02:49:36.636]  Immune Support Blend is the healthy choice for the gourmet coffee lover.
[02:49:36.716 --> 02:49:43.459]  So get incredibly high-quality, freedom-based products and help fund the revolution at infowarshop.com.
[02:49:45.535 --> 02:49:49.481]  You are watching the InfoWars Nightly News, which airs 7 p.m.
[02:49:49.521 --> 02:49:52.024]  Central at InfoWarsNews.com.
[02:49:52.224 --> 02:49:58.453]  Members can share their passcodes with up to 11 other people, and your support is helping us defend liberty worldwide.
[02:50:05.330 --> 02:50:11.135]  In the past decade, we have witnessed unparalleled scientific discoveries in the area of health.
[02:50:11.596 --> 02:50:21.344]  But no one has put together a formula that focuses directly on brain health, nerve growth factors, and optimizing your cellular energy at the same time.
[02:50:21.644 --> 02:50:25.348]  DNA force is one of the most expensive formulas to produce.
[02:50:25.948 --> 02:50:30.613]  Some of the ingredients in DNA Force are $12,000 a kilogram.
[02:50:30.993 --> 02:50:37.219]  We are using the coveted, patented, only American source of PQQ, CoQ10, and more.
[02:50:37.539 --> 02:50:39.821]  You want the best that's out there at the lowest price anywhere?
[02:50:40.482 --> 02:50:42.924]  Well, we're bringing you a total win-win.
[02:50:43.325 --> 02:50:48.810]  The ultimate value, cutting-edge, trailblazing game-changer that also supports the info war.
[02:50:49.250 --> 02:50:55.915]  We have produced a limited run of DNA Force and it will take up to 12 weeks to produce more once we sell out.
[02:50:56.255 --> 02:51:01.039]  Secure your DNA Force today at InfoWarsLife.com or call toll free 888-253-3139.
[02:51:01.059 --> 02:51:02.460]  DNA Force from InfoWarsLife.
[02:51:07.083 --> 02:51:09.104]  The Molon Lave Silver Coin.
[02:51:09.385 --> 02:51:11.166]  Certified by the Provident Mint.
[02:51:11.346 --> 02:51:15.588]  This one ounce silver round is .999% fine silver.
[02:51:15.828 --> 02:51:23.493]  Inspired by the legendary Spartan King Leonidas and his refusal to lay down arms in defiance of Emperor Xerxes.
