[00:00:00.379 --> 00:00:00.544]  Let's go.
[03:17:33.136 --> 03:17:38.058]  Price, Waterhouse, Coopers, big accounting firm Hewlett-Packard, Monsanto, and Dow.
[03:17:38.118 --> 03:17:45.840]  So some of these high-profile corporations, as they say, might not be the only supporters backing away from association with the Clinton family charitable arm.
[03:17:45.880 --> 03:17:55.304]  In 2014, eight national leaders, kings, presidents, prime ministers, appeared on the program for the Clinton Global Initiative annual meeting.
[03:17:55.804 --> 03:18:01.766]  Now, this year, only two leaders, one from Colombia and another one from Liberia, are on the program.
[03:18:02.446 --> 03:18:10.191]  How's that for a drop in your self-esteem when you've just got two leaders, one from Colombia and the other one from Liberia?
[03:18:10.432 --> 03:18:13.694]  Most Americans probably couldn't find those two countries on the map.
[03:18:14.514 --> 03:18:17.396]  But nevertheless, I think that's going to move in the way of Joe Biden.
[03:18:17.416 --> 03:18:19.418]  Now, on the other side, we've got
[03:18:20.711 --> 03:18:31.819]  Carly Fiorina moving up rapidly in the polls, and I want to take a look at that and also what Donald Trump says he's going to spend $100 million to win the presidency.
[03:18:33.100 --> 03:18:34.201]  That used to be a lot of money.
[03:18:34.841 --> 03:18:41.126]  That used to be the entire amount of money going back to the early, early days of the American Republic, you know, like 2000.
[03:18:41.846 --> 03:18:48.090]  In 2000, George Bush spent $100 million in Al Gore accused of trying to buy the election.
[03:18:48.131 --> 03:18:48.511]  Remember that?
[03:18:49.577 --> 03:18:57.941]  Uh, well, Donald Trump could spend that on his own, but that's going to be pretty small compared to the amount of money that people are raising and spending today.
[03:18:58.042 --> 03:18:59.342]  Hundreds of millions.
[03:18:59.402 --> 03:19:08.027]  I think, uh, one of the, I think it was the last time that Obama ran, I'm just pulling from memory here, I think it was something like 600 million or more that Obama had.
[03:19:08.887 --> 03:19:19.719]  Because, you know, those big corporations like we just listed, Monsanto, Hewlett-Packard, Deutsche Bank, HSBC, they're the ones getting involved in this and they have changed the way that corporations can get involved.
[03:19:20.239 --> 03:19:22.442]  They've also changed the party rules, however.
[03:19:22.502 --> 03:19:24.284]  That's a report from the New York Times.
[03:19:24.564 --> 03:19:29.569]  They say party rules meant to streamline the race may backfire for the GOP.
[03:19:30.530 --> 03:19:34.633]  You remember that the GOP was very, very frightened about the rise of Ron Paul.
[03:19:34.673 --> 03:19:37.374]  They wanted to make sure that was never going to happen again.
[03:19:37.414 --> 03:19:46.620]  That they were never going to have to embarrass themselves by publicly rigging the primaries and the caucuses as we saw them do and caught them red-handed.
[03:19:47.161 --> 03:19:53.905]  So what they did was they tried to rush things up and they're saying that this may actually backfire on the GOP establishment.
[03:19:54.225 --> 03:19:58.388]  It may actually make it easier for Donald Trump to get the nomination.
[03:19:59.008 --> 03:20:05.632]  And certainly he's saying things and saying them in a way that the other candidates in the GOP fear to tread.
[03:20:05.832 --> 03:20:10.814]  When we come back though, we're going to take a look at the rising candidate of the week, Carly Fiorina.
[03:20:10.834 --> 03:20:11.094]  Stay with us.
[03:20:11.134 --> 03:20:17.698]  If you're worried about your health and you're tired of the nasty side effects of harsh drugs or antibiotics, then look no further.
[03:20:18.178 --> 03:20:20.260]  Supernatural Silver is the answer.
[03:20:20.980 --> 03:20:30.148]  Supernatural Silver is a powerful immune system enhancer that can be used every day to help keep you healthy and well, with none of those nasty side effects.
[03:20:30.708 --> 03:20:39.355]  It's extremely safe for use internally as well as topically, and Supernatural Silver is hundreds of times more effective than colloidal or ionic silver.
[03:20:39.755 --> 03:20:44.319]  It is perfect for use in the sinuses, eyes, ears, and on any wound or skin issue.
[03:20:44.759 --> 03:20:54.362]  Supernatural Silver is also extremely effective when taken orally and can help fight off bacteria, viruses, and mold that may be overwhelming your immune system.
[03:20:54.762 --> 03:21:09.407]  Go to SupernaturalSilver.com SupernaturalSilver.com and use the promo code Silver2015 for 30% off of your entire order and give yourself and your loved ones a fighting chance with Supernatural Silver.
[03:21:11.121 --> 03:21:13.183]  The folks in My Patriot Supply get it.
[03:21:13.443 --> 03:21:17.266]  They know the world can be unpredictable and there are some scary things happening right now.
[03:21:17.787 --> 03:21:24.893]  The only way we can make sure we maintain our independence despite the situation is to take control and get prepared.
[03:21:25.394 --> 03:21:28.877]  They've come up with a deal that will help you get prepared for anything.
[03:21:29.557 --> 03:21:33.081]  Right now, you can get a 4-week food supply for only $99.
[03:21:33.761 --> 03:21:36.064]  That's almost 50% off the online price.
[03:21:36.664 --> 03:21:42.270]  Call 800-274-3070 to claim yours while supplies last.
[03:21:42.670 --> 03:21:43.811]  Limit 2 per caller.
[03:21:44.292 --> 03:21:46.214]  This offer isn't available online.
[03:21:46.474 --> 03:21:49.697]  So take advantage of this opportunity to get prepared today.
[03:21:49.717 --> 03:21:52.719]  800-274-3070 to get your 4-week food supply for the incredible price of only $99.
[03:21:52.759 --> 03:21:53.480]  Call 800-274-3070 right now.
[03:21:53.500 --> 03:21:55.321]  That's 800-274-3070 to claim yours while supplies last.
[03:22:09.545 --> 03:22:14.809]  Many experts are predicting that food prices will surge this year due to the severe drought in California.
[03:22:15.349 --> 03:22:26.597]  30dayfoodsupply.com has pre-purchased a large supply of ingredients so we can continue to sell our 30-day food supply for only $99 and there's no limit to the number of boxes you can purchase.
[03:22:27.017 --> 03:22:30.280]  Our vegetarian meals are naturally high in fiber, carbs and protein.
[03:22:30.560 --> 03:22:33.362]  And they're packed with oxygen absorbers and mylar bags.
[03:22:33.742 --> 03:22:36.565]  Oregon Trail Foods and 30dayfoodsupply.com.
[03:22:36.905 --> 03:22:42.369]  Keep prices low by buying directly from the producers in Oregon and then pass the savings on to you.
[03:22:42.729 --> 03:22:42.909]  Call 800-700-2184.
[03:22:42.929 --> 03:22:44.971]  And remember, only $10 ships your entire order to the lower 48.
[03:22:45.031 --> 03:22:45.491]  Visit the website.
[03:22:51.836 --> 03:22:53.216]  30dayfoodsupply.com or call 800-700-2184.
[03:22:53.357 --> 03:22:54.377]  That's 30dayfoodsupply.com at 800-700-2184.
[03:22:54.397 --> 03:22:55.317]  800-700-2184 for 30dayfoodsupply.com.
[03:23:09.401 --> 03:23:13.642]  Most of us already know that taking a fish oil supplement to boost omega-3s is a good idea.
[03:23:13.822 --> 03:23:17.724]  But did you know that about 60% of Americans are actually deficient in omega-3s?
[03:23:17.884 --> 03:23:25.066]  Did you know that most fish oil products contain only about 25% omega-3s and the remaining 75% is undesirable fish fat?
[03:23:25.246 --> 03:23:30.267]  Heck, did you know that more than 90% of fish oil supplements sold in the USA are not even made here?
[03:23:30.487 --> 03:23:38.430]  If you want to boost your omega-3s using the finest American-made fish oil, check out Nutrigold fish oil supplements on www.fishoil.best.
[03:23:39.190 --> 03:23:44.414]  Nutrigold fish oils are independently 5-star certified and guaranteed to be exceptionally pure.
[03:23:44.534 --> 03:23:45.975]  That means no more fish burps.
[03:23:46.155 --> 03:23:52.059]  Best of all, just one Nutrigold fish oil capsule contains more omega-3s than four standard fish oil capsules.
[03:23:52.219 --> 03:24:02.305]  Go to www.fishoil.best or call 888-920-1497 and use promo code BESTFISHOIL to get a free one-month supply.
[03:24:02.446 --> 03:24:05.928]  That's www.fishoil.best or call 888-920-1497.
[03:24:10.131 --> 03:24:10.911]  We're good.
[03:24:26.115 --> 03:24:27.436]  Welcome back to the Alex Jones Show.
[03:24:27.476 --> 03:24:32.321]  I'm David Knight, your host in this news wrap-up, the fourth hour of the Alex Jones Show.
[03:24:32.962 --> 03:24:36.465]  We have a breaking news article that was just handed to me by Kit Daniels.
[03:24:36.545 --> 03:24:38.387]  Media promotes pedophile rights.
[03:24:38.467 --> 03:24:43.152]  Not long after same-sex marriage ruling, leftists are now demanding rights for pedophiles.
[03:24:43.773 --> 03:24:48.517]  They say the leftist media is promoting this as the next social justice movement.
[03:24:49.398 --> 03:25:02.882]  Salon.com published an op-ed by a self-described pedophile asking Americans to, quote, learn to accept pedophiles and to be, quote, understanding and supportive of their sexual orientation.
[03:25:03.082 --> 03:25:05.062]  This is now a sexual orientation.
[03:25:05.643 --> 03:25:07.303]  Preying on young children.
[03:25:08.443 --> 03:25:14.045]  What do we expect when we despise the idea anymore in America of consent?
[03:25:15.165 --> 03:25:22.772]  We despise the idea of consent when it comes to what's in your food, what's in your medicine, what medicines you'll take, what medicines you'll be injected with.
[03:25:23.752 --> 03:25:31.119]  We're not informed and they don't want our consent when it comes to trade treaties that are going to remake our economy, remake our government.
[03:25:31.879 --> 03:25:36.684]  They don't want our consent and so why would they care about the consent of children?
[03:25:37.625 --> 03:25:40.547]  Because you can't give consent as a child.
[03:25:40.607 --> 03:25:41.889]  That's what we've always understood.
[03:25:41.909 --> 03:25:48.474]  We've always understood that children are especially vulnerable because children are easily manipulated.
[03:25:48.494 --> 03:25:52.157]  And so we have always had an age of consent.
[03:25:52.197 --> 03:26:02.766]  That has varied back and forth over the years, over different societies, but we all understand children need to be protected because they are not able to give consent.
[03:26:03.956 --> 03:26:06.497]  That's why pedophilia is wrong.
[03:26:06.597 --> 03:26:08.277]  Let me make that very simple for you.
[03:26:09.117 --> 03:26:10.858]  It's one of the key reasons why it's wrong.
[03:26:10.878 --> 03:26:15.019]  You can never have mutual consent, by definition.
[03:26:15.579 --> 03:26:24.302]  This is another example of our government selling this evil because of a Brave New World philosophy.
[03:26:24.342 --> 03:26:26.983]  It's exactly like Aldous Huxley's Brave New World.
[03:26:27.703 --> 03:26:31.004]  They kept the vast majority of the population under control
[03:26:31.880 --> 03:26:34.721]  By keeping them in this hedonistic stupor.
[03:26:36.141 --> 03:26:38.322]  That's precisely what's going on in our society.
[03:26:38.802 --> 03:26:39.742]  People go back and forth.
[03:26:39.762 --> 03:26:41.123]  We've talked about this before.
[03:26:41.403 --> 03:26:42.963]  Do we live in a 1984 world?
[03:26:42.983 --> 03:26:46.024]  Do we live in Aldous Huxley's Brave New World?
[03:26:46.904 --> 03:26:48.105]  Well, actually, you live in both.
[03:26:48.625 --> 03:26:55.747]  The vast majority of the people, if they can be controlled, they go for them first with a Brave New World dumbing down.
[03:26:56.989 --> 03:27:08.231]  If, somehow, that idiocracy that you are fed in school, fed in the media, fed by the politicians, if that doesn't work, then what they give you is the full Orwellian 1984 treatment.
[03:27:08.831 --> 03:27:15.932]  Total surveillance to identify those who are going to stand out from amongst the dumbed-down idiocracies.
[03:27:16.012 --> 03:27:22.633]  That's the whole idea behind activity-based intelligence, human domain analytics, the geospatial intelligence.
[03:27:22.733 --> 03:27:23.413]  It's predictive.
[03:27:24.194 --> 03:27:25.614]  They want to see who pops up.
[03:27:25.694 --> 03:27:26.474]  It's just that simple.
[03:27:27.244 --> 03:27:31.346]  You know, there's an old saying in Japan in terms of making conformity.
[03:27:31.366 --> 03:27:40.129]  We had some friends who were Japanese and they said, and I can't remember the exact expression, but it's essentially the head that pops up gets hammered down.
[03:27:41.667 --> 03:27:50.491]  There is a massive effort, very successful in Japanese society, to make everybody conform to society's norms, the things that are dictated to them.
[03:27:51.031 --> 03:27:55.954]  The cultural norms, what it means to be successful, that type of thing.
[03:27:56.634 --> 03:27:58.755]  And if you deviate from that, you are hammered down.
[03:27:59.215 --> 03:28:06.839]  We are going to be living in a high-tech society, a technocracy as the big new Brzezinski looked at, that's going to monitor everything that we do.
[03:28:07.748 --> 03:28:09.129]  He predicted this a long time ago.
[03:28:09.189 --> 03:28:11.871]  That's how they picked him to lead the Trilateral Commission.
