[00:00:00.009 --> 00:00:01.601]  Alex Jones Show.
[02:55:09.331 --> 02:55:12.132]  Conspirators Hierarchy, the Committee of 300 by John Coleman.
[02:55:12.613 --> 02:55:13.313]  He's former MI6.
[02:55:13.493 --> 02:55:14.834]  Is Coleman still around?
[02:55:14.854 --> 02:55:15.574]  I wanted to get him on.
[02:55:16.455 --> 02:55:17.395]  Imperial Hubris.
[02:55:18.156 --> 02:55:19.177]  We've had that guest on.
[02:55:19.937 --> 02:55:21.138]  Project MK Ultra.
[02:55:22.196 --> 02:55:28.180]  The CIA's Research Behavioral Modification Program, the actual document, that's from the Church Committee.
[02:55:28.220 --> 02:55:32.683]  The New Pearl Harbor, Disturbing Questions About the Bush Administration, 9-11 by David Ray Griffin.
[02:55:33.664 --> 02:55:36.886]  Secrets of the Federal Reserve by Eustace Mullins, he's been a guest before he died.
[02:55:36.906 --> 02:55:39.728]  David Ray Griffin's been, I mean, this is our guest.
[02:55:40.468 --> 02:55:41.589]  Where am I in here?
[02:55:44.537 --> 02:55:51.442]  I mean, usually when there's some cop killer, they say they did it for me, and then we learn the person was, you know, coming after me, or wanted to kill me, or hated me.
[02:55:52.843 --> 02:55:56.405]  I mean, this is just so... Or maybe the body double was reading this in his house arrest.
[02:55:56.425 --> 02:55:57.126]  It was a body double.
[02:55:58.567 --> 02:56:01.549]  You know, a half mile or less from the biggest military base in the country.
[02:56:03.735 --> 02:56:07.976]  Going back to Alex Newman, Alex, just crazy times going on.
[02:56:08.957 --> 02:56:10.737]  How do you think things are going for the elite?
[02:56:10.777 --> 02:56:16.679]  They've dumbed down a lot of people, but a lot of people are awake, a lot of governments are awake, a lot of individuals are awake.
[02:56:17.179 --> 02:56:20.220]  The government's, you know, cutting fluoride out of the water now in Manning and Hertz people.
[02:56:21.360 --> 02:56:23.741]  Glyphosate's in trouble, a lot of good stuff's happening.
[02:56:24.381 --> 02:56:26.682]  The UN's discredited, the Federal Reserve's in trouble.
[02:56:27.932 --> 02:56:34.345]  I mean, I don't see things being a bed of roses or a carpet of rose petals for the Globalists.
[02:56:35.547 --> 02:56:36.348]  What do you see happening?
[02:56:36.369 --> 02:56:37.871]  I mean, they're having some big wins as well.
[02:56:38.152 --> 02:56:39.855]  If this was a football game, what's the score?
[02:56:41.601 --> 02:56:42.741]  No, that's a good question.
[02:56:43.021 --> 02:56:50.943]  I think from what's going on the globalists are accelerating their plan and my inference from this is that they're getting nervous.
[02:56:50.983 --> 02:57:02.825]  They know that they got to get this all done as quickly as possible because people are waking up right and left by the millions and once we reach a critical mass of people who are awake, you know, this whole thing is going to come crashing down.
[02:57:02.865 --> 02:57:06.166]  They're going to end up in prison and you know, that's serious stuff.
[02:57:06.186 --> 02:57:06.846]  So it looks to me
[02:57:06.886 --> 02:57:07.146]  That's right.
[02:57:07.166 --> 02:57:07.826]  They're just pretending.
[02:57:26.894 --> 02:57:38.375]  So they get their paycheck, hoping Sumner Redstone, who goes around in public with his two hot young girlfriends, you know, 90-something years old, totally evil, they're just telling the old man everything's fine, basically.
[02:57:39.827 --> 02:57:40.948]  Yeah, it's what it seems like.
[02:57:41.168 --> 02:57:47.192]  And I think as we move closer to them just totally ripping off the mask, more and more people are going to be waking up.
[02:57:47.232 --> 02:57:57.360]  So it's important that people have the facts, that people be educated, that people be organized in their communities, because we're going to have a great opportunity here to put a stop to all this.
[02:57:57.600 --> 02:58:01.043]  And if we miss it, it's going to be a disaster for humanity.
[02:58:01.203 --> 02:58:02.844]  But if we seize it, it would be
[02:58:03.584 --> 02:58:05.045]  Absolutely wonderful and amazing.
[02:58:05.065 --> 02:58:25.530]  So we need to be educating ourselves, we need to be praying, and we need to know the facts so that we can educate others and so that when the opportunity presents itself, as we get closer, as more and more people wake up, we can put our foot down and say, enough of this, we're going to keep our rights, we're going to keep our nation, thank you very much, we're going to educate our children, we're not going to let you dumb them down, and we're not going to have your New World Order.
[02:58:25.610 --> 02:58:27.371]  Take a hike, you're a criminal, that's enough.
[02:58:28.430 --> 02:58:31.071]  Well, I gotta salute you for the work you've done.
[02:58:31.411 --> 02:58:32.671]  Crimes of the Educators.
[02:58:33.451 --> 02:58:35.531]  Samuel Blumenfeld and Alex Newman.
[02:58:35.571 --> 02:58:37.712]  Available at InfowarsStore.com.
[02:58:38.112 --> 02:58:41.693]  I've only read part of the book and basically everything in it is documented.
[02:58:41.713 --> 02:58:42.693]  I've learned a lot of new stuff.
[02:58:43.073 --> 02:58:43.853]  It's key to get out.
[02:58:43.933 --> 02:58:44.773]  Thank you so much.
[02:58:44.853 --> 02:58:47.614]  I'm gonna come back in five minutes of Overdrive and finish some news.
[02:58:48.414 --> 02:58:50.354]  Again, folks, this is a huge time to be alive.
[02:58:50.735 --> 02:58:51.815]  This is not a game.
[02:58:52.395 --> 02:58:54.135]  This is a great time to shine.
[02:58:54.155 --> 02:58:56.256]  This is God testing us.
[02:58:56.356 --> 02:58:57.156]  Great job, crew.
[02:59:00.123 --> 02:59:01.364]  Another major health threat.
[02:59:01.384 --> 02:59:06.286]  This one in Toledo, Ohio, where everybody in the entire city has been told not to drink the water.
[02:59:06.366 --> 02:59:08.987]  Ohio's governor declaring a state of emergency.
[02:59:09.027 --> 02:59:15.809]  Did you know that the average person uses about 80 to 100 gallons of water at home every single day?
[02:59:16.070 --> 02:59:18.931]  If there's a water emergency, will you be prepared?
[02:59:19.071 --> 02:59:21.992]  Panicked residents forming long lines throughout the day.
[02:59:22.012 --> 02:59:24.013]  We're here at a supermarket in Toledo.
[02:59:24.033 --> 02:59:26.874]  You can see the shelves empty where water once was.
[02:59:26.954 --> 02:59:32.457]  To stay safe and healthy during a crisis, you must have access to safe, clean water.
[02:59:32.677 --> 02:59:36.159]  Water which will not be available at your local grocery store.
[02:59:36.179 --> 02:59:39.180]  There's a mad dash on right now to stock up on supplies.
[02:59:39.280 --> 02:59:46.384]  The ProPure Pro1 G2.0 Water Filtration System is a must-have for every modern, independently-minded household.
[02:59:46.604 --> 02:59:49.666]  Protect your family's safety during an emergency.
[02:59:49.826 --> 02:59:56.089]  Go to Infowarsstore.com today to purchase your ProPure Pro1 G2.0 Water Filtration System.
[02:59:56.209 --> 02:59:58.130]  Or call 1-888-253-3139.
[03:00:02.153 --> 03:00:08.417]  You're listening to the Alex Jones Show.
[03:00:12.820 --> 03:00:18.824]  From his Central Texas Command Center, deep behind enemy lines, the information war continues.
[03:00:19.445 --> 03:00:22.427]  It's Alex Jones and the GCN Radio Network.
[03:00:24.537 --> 03:00:29.321]  People love to spend money buying thriller books and whodunits, science fiction books.
[03:00:30.502 --> 03:00:31.102]  And that's fine.
[03:00:31.122 --> 03:00:32.583]  I mean, I've read a lot of that stuff myself.
[03:00:33.204 --> 03:00:41.551]  But when I was a child, I began reading history books and research books and just adult publications because they were so much more interesting.
[03:00:42.271 --> 03:00:43.652]  Reality was so much more interesting.
[03:00:44.253 --> 03:00:48.076]  But when you read a book like Crimes of the Educators, that I've only gotten 20 pages into,
[03:00:50.031 --> 03:01:01.955]  And you're reading quotes by the globalists and in copies of documents where they said it about how they want to kill us and our families but first dumb us down and suck everything off of us and build a technocratic utopia on our bones.
[03:01:03.776 --> 03:01:05.436]  Do people take this personal?
[03:01:07.797 --> 03:01:09.037]  I mean, I know I do.
[03:01:09.057 --> 03:01:15.500]  I guess a lot of people just want to socially climb and they'll do anything to join these people.
[03:01:17.680 --> 03:01:19.501]  Of course, that's why you've not been asked to join them.
[03:01:21.581 --> 03:01:45.849]  I mean, I certainly don't want you, and that's what's sick about this, and I didn't finish that up with Newman talking to him earlier, is that when I've been on the phone with the head of the Kissinger Group, or that's one of the people I can mention the name, I've talked to people more high level than Rothkopf, he's like the minion of Kissinger.
[03:01:48.249 --> 03:01:49.430]  When you're around these people,
[03:01:50.424 --> 03:01:55.487]  Major bankhead, you name it, people I've run into, they will just tell me one of two things.
[03:01:55.508 --> 03:01:58.670]  They'll either say, listen, I'm in this too deep.
[03:01:58.730 --> 03:01:59.310]  I can't get out.
[03:01:59.350 --> 03:02:00.151]  It's worse than you think.
[03:02:00.191 --> 03:02:00.951]  You're dead on.
[03:02:00.971 --> 03:02:03.213]  You're going to be getting very, very famous.
[03:02:04.454 --> 03:02:05.354]  Let me just tell you, get ready.
[03:02:05.374 --> 03:02:06.315]  It's going to be wild.
[03:02:07.336 --> 03:02:09.297]  And just keep doing what you're doing because you are dead on.
[03:02:09.397 --> 03:02:10.278]  I'm getting out of the country.
[03:02:10.378 --> 03:02:12.299]  Bye bye.
[03:02:12.319 --> 03:02:13.120]  They either tell you that,
[03:02:14.155 --> 03:02:26.959]  First they say, I got your word, this is off record, because I follow the show and I know you don't burn people, and that's your currency, is that you don't... Yes, of course, I'm not going to tell anybody, unless you tell me you got kids locked up in a basement, then I'll have to.
[03:02:27.599 --> 03:02:40.022]  If something prima facie illegal, I tell people, you tell me something illegal, that you're brewing methamphetamine, I don't think you're actually cooking methamphetamine, this is a speech I give, you're somebody trying to set me up, bringing me into a crime.
[03:02:40.382 --> 03:02:42.663]  So, anything illegal,
[03:02:44.295 --> 03:02:47.877]  Where you're committing the crime, don't tell me about it.
[03:02:48.938 --> 03:02:54.282]  But if you want to just give me general information or whatever, that's, you know, you know, please, and don't give me any classified documents.
[03:02:56.283 --> 03:02:57.524]  Let them try to set me up with that.
[03:02:57.544 --> 03:02:59.745]  And they're like, yes, yes, of course.
[03:03:00.626 --> 03:03:07.510]  But then most of the time, they're not scared or freaked out and saying they don't want to be part of it, they're just like, ha ha ha, oh, you're really a piece of work.
[03:03:08.471 --> 03:03:12.714]  You probably could have done pretty good working with us, but you just don't understand these people.
[03:03:13.646 --> 03:03:17.687]  You don't understand how stupid they are, how weak they are, that no amount of help is ever going to get through to them.
[03:03:18.087 --> 03:03:22.149]  Look at how you futilely sit there and warn them all day, and they hate your guts.
[03:03:23.309 --> 03:03:24.749]  We could buy them off for pennies.
[03:03:26.470 --> 03:03:29.131]  They're going to evolve, but not the way you think.
[03:03:29.151 --> 03:03:34.912]  You think of adaptation as resisting, adapting, overcoming, like the Marines say.
[03:03:35.152 --> 03:03:36.433]  That's not how it works, Alex.
[03:03:38.173 --> 03:03:40.474]  They're going to adapt to being slaves.
[03:03:43.749 --> 03:03:48.051]  And the future is in the hands of the people that rightfully should have control.
[03:03:50.012 --> 03:03:50.272]  Really?
[03:03:51.292 --> 03:03:56.654]  So you put fluoride in the water to make everybody mildly retarded so you can be the king of planet?
[03:03:58.355 --> 03:03:59.035]  Low IQ?
[03:03:59.075 --> 03:03:59.496]  I mean, what?
[03:03:59.876 --> 03:04:00.936]  Boy, you're real gods!
[03:04:00.956 --> 03:04:03.117]  Let me tell you, you're really powerful!
[03:04:04.218 --> 03:04:07.279]  That a bunch of robber barons that got rich off the wealth of the West
[03:04:08.900 --> 03:04:16.063]  Set up a long-term strategic plan to take over the universities and higher learning and corporations to then build this?
[03:04:16.403 --> 03:04:23.146]  And then you took all the human invention and squirreled it away for yourselves and twisted it and perverted everything?
[03:04:23.486 --> 03:04:28.007]  And then you sit there and say, what you've done is so powerful?
[03:04:28.067 --> 03:04:29.068]  I mean, I guess it is.
[03:04:30.458 --> 03:04:35.760]  Like it takes powerful will to grab kids off the street and torture them for a month and then kill them while they beg for mommy.
