[00:00:00.009 --> 00:00:01.175]  The Alex Jones Show!
[02:37:45.666 --> 02:37:46.166]  Yeah, yeah.
[02:37:46.286 --> 02:37:47.186]  And see, here's the thing.
[02:37:47.226 --> 02:37:50.087]  God uses you, uses the... It's the truth!
[02:37:50.647 --> 02:37:51.327]  It's the truth.
[02:37:51.367 --> 02:37:52.668]  There is no substitute.
[02:37:52.728 --> 02:38:00.670]  Anyway, I send them a bill of debt under the Constitution, a bill of attainment clause of the Constitution for the United States.
[02:38:02.750 --> 02:38:05.251]  This is all constitutional.
[02:38:05.311 --> 02:38:06.871]  So, David Knight is right.
[02:38:06.911 --> 02:38:07.371]  You're right.
[02:38:07.851 --> 02:38:10.792]  And this is how... You just documented it.
[02:38:10.832 --> 02:38:12.652]  This is how we counted these people.
[02:38:12.912 --> 02:38:14.453]  They can't answer this, Alex.
[02:38:14.553 --> 02:38:15.053]  You know what?
[02:38:16.015 --> 02:38:27.825]  The IRS, I've gotten letters from all these different agencies, and when I keep sending back these court cases of Joe Bannister and Dale Long in 93, willful failure to file, it's hogwarts.
[02:38:28.225 --> 02:38:31.628]  And once a jury hears all this, they throw it out!
[02:38:32.281 --> 02:38:34.503]  That's why the IRS are now losing a lot of its cases.
[02:38:34.583 --> 02:38:36.565]  Absolutely, the enemy is very afraid right now.
[02:38:36.846 --> 02:38:37.807]  Appreciate your call.
[02:38:37.827 --> 02:38:40.569]  The IRS folks collects for the private Federal Reserve.
[02:38:40.930 --> 02:38:42.191]  We didn't have it until 1913.
[02:38:42.852 --> 02:38:43.692]  Great, great points.
[02:38:43.712 --> 02:38:44.613]  I've got to move quick here.
[02:38:45.014 --> 02:38:47.837]  Let's go ahead and talk to Rob in Missouri.
[02:38:47.857 --> 02:38:48.457]  You're on the air.
[02:38:48.517 --> 02:38:50.900]  What's your solution to defeat this attempted gun grab?
[02:38:52.301 --> 02:38:53.941]  Well, hi Alex and David.
[02:38:54.161 --> 02:39:00.282]  I think that the key to taking our Republic back is to educate the people what their rights and their protections are under the existing law.
[02:39:00.642 --> 02:39:01.703]  We don't need new laws.
[02:39:01.743 --> 02:39:02.923]  We've got plenty of laws.
[02:39:02.943 --> 02:39:04.923]  It's just that people don't know what the laws are.
[02:39:05.743 --> 02:39:10.104]  People may give up their guns during a gun confiscation because they don't know that the U.S.
[02:39:10.204 --> 02:39:16.805]  Code, Title 42, Section 5207 states that the confiscation of firearms is prohibited.
[02:39:17.385 --> 02:39:19.106]  The President can make all the U.N.
[02:39:19.166 --> 02:39:21.566]  and the foreign treaties that he likes, but
[02:39:22.642 --> 02:39:26.825]  Really, they have no teeth because... Let's expand on that.
[02:39:27.566 --> 02:39:30.388]  Let's briefly expand on that and then make your court point about the Supreme Court.
[02:39:31.148 --> 02:39:32.969]  He's saying the borders are wide open without a law.
[02:39:33.270 --> 02:39:35.111]  He's saying shut down power plants without a law.
[02:39:35.471 --> 02:39:38.253]  He's saying the FCC takes over the internet without a law.
[02:39:38.553 --> 02:39:39.094]  Exactly!
[02:39:39.374 --> 02:39:44.758]  And even the laws can be trumped by the Constitution when they violate the People's Basic Rights and the Bill of Rights.
[02:39:45.578 --> 02:39:50.181]  Or, under Article 9, what was already there as a free human.
[02:39:50.662 --> 02:39:52.903]  Absolutely, it's all total fraud.
[02:39:52.943 --> 02:39:54.825]  A final comment on that and I want to get David Knight's take.
[02:39:58.700 --> 02:40:00.101]  354 U.S.
[02:40:00.121 --> 02:40:09.468]  1, 1956 states that there is no law, no foreign treaty that can trump or usurp the U.S.
[02:40:09.508 --> 02:40:10.949]  Constitution and the Bill of Rights.
[02:40:11.330 --> 02:40:15.052]  And also, the President, one of his few powers is to make treaties.
[02:40:15.113 --> 02:40:18.915]  I mean, that's one of the few things that Article 2 of the Constitution grants him.
[02:40:18.955 --> 02:40:25.921]  His powers are to command the military, to seek and to give opinions to the Congress, and then to grant pardons.
[02:40:26.583 --> 02:40:28.844]  And to make appointments.
[02:40:29.125 --> 02:40:32.006]  That's the limit of his powers according to the Constitution.
[02:40:32.026 --> 02:40:32.486]  Absolutely.
[02:40:32.526 --> 02:40:33.987]  Listen, we're out of time right now.
[02:40:34.087 --> 02:40:34.667]  Gotta jump.
[02:40:34.707 --> 02:40:35.468]  Thanks for calling.
[02:40:35.728 --> 02:40:41.651]  We're gonna come back here with a special report after the break and David will finish up with your calls and go into overdrive if he so wishes.
[02:40:42.111 --> 02:40:46.054]  Again, David, we got about one minute before we go to this report that my son put together.
[02:40:46.874 --> 02:40:48.255]  Put a book in on what you just heard.
[02:40:49.266 --> 02:40:54.129]  I would quote G. Edward Griffin where he said we have to stand collectively for individual rights.
[02:40:54.369 --> 02:40:55.470]  And that's what we're going to have to do.
[02:40:55.690 --> 02:40:57.891]  We're going to have to do that at the local level.
[02:40:58.392 --> 02:41:01.253]  We need to do things like stand up at these Agenda 21 meetings.
[02:41:01.293 --> 02:41:03.375]  They've got a United Nations agenda.
[02:41:03.455 --> 02:41:06.697]  They tell people that this is something that we're doing locally in your community.
[02:41:06.737 --> 02:41:07.597]  We want your input.
[02:41:07.878 --> 02:41:08.678]  They don't want your input.
[02:41:08.718 --> 02:41:09.979]  The whole thing is a deception.
[02:41:10.299 --> 02:41:17.142]  And so as you pointed out earlier, Alex, just like a chicken that starts jumping up and down when a weasel gets in there, that's what we need to do.
[02:41:17.182 --> 02:41:21.443]  We need to wake up each other, but we need to stand collectively at the local level.
[02:41:21.503 --> 02:41:23.184]  It's not sexy to do it at the local level.
[02:41:23.244 --> 02:41:24.985]  It's very sexy to do it at the national level.
[02:41:25.325 --> 02:41:28.866]  But this whole thing with the Republicans now is just a distraction.
[02:41:28.946 --> 02:41:30.487]  Boehner is nothing but a distraction.
[02:41:30.727 --> 02:41:31.667]  He's totally irrelevant.
[02:41:31.848 --> 02:41:32.808]  He's not going to do anything.
[02:41:33.108 --> 02:41:35.289]  All these trials that they're doing are just show trials.
[02:41:36.411 --> 02:41:36.971]  That's right.
[02:41:37.211 --> 02:41:38.432]  Thank you so much, David Knight.
[02:41:38.472 --> 02:41:41.713]  You'll be back to complete the transmission after the break coming up.
[02:41:42.113 --> 02:41:49.215]  David Knight will also be hosting with Leon McAdoo, Jakari Jackson, Rob Dube, Darren McBreen, and so many other great reporters.
[02:41:49.235 --> 02:41:52.696]  InfoWars Nightly News, 7 o'clock Central Standard Time.
[02:41:53.136 --> 02:41:56.417]  Weeknights, and of course that is on some cable and TV systems now.
[02:41:56.457 --> 02:42:00.439]  We're working on getting a big list of that together on the satellite systems here very, very soon.
[02:42:00.459 --> 02:42:01.559]  That's next on our agenda.
[02:42:02.199 --> 02:42:09.121]  Also, the redesign of Infowars.com and PrisonPlanet.com, so we're working very hard, and thanks to all your support, we're able to do it.
[02:42:09.401 --> 02:42:12.262]  Please consider becoming a member of PrisonPlanet.tv.
[02:42:12.602 --> 02:42:14.923]  It's only 15 cents a day, $5.95 a month.
[02:42:15.203 --> 02:42:16.784]  Sign up for a year, you get three months free.
[02:42:16.824 --> 02:42:17.484]  It's even less.
[02:42:18.144 --> 02:42:19.825]  20 people can use each membership.
[02:42:19.845 --> 02:42:23.426]  It takes about one minute to sign up at PrisonPlanet.tv.
[02:42:23.666 --> 02:42:29.068]  You can do a monthly or yearly membership, and then 20 people can use your username simultaneously.
[02:42:29.528 --> 02:42:32.910]  If you ever try to log in and you can't, praise God, 20 people used it.
[02:42:33.570 --> 02:42:37.032]  So it's really like 100 memberships because most folks aren't going to use it all the time.
[02:42:37.372 --> 02:42:42.515]  Nightly News, 7 o'clock Central, archives of all the films and so much more at PrisonPlanet.tv.
[02:42:42.955 --> 02:42:47.937]  Now, here is the debut of my son, not wearing a mask like he did in some of the earlier reports.
[02:42:48.277 --> 02:42:50.098]  This is Rex Jones, 12 years old.
[02:42:50.118 --> 02:42:52.960]  He pretty much put this report together himself with Buckley Hammond.
[02:42:53.260 --> 02:42:57.302]  And so here it is on the good, the bad, the ugly of the robot rise of the drone.
[02:43:06.476 --> 02:43:10.481]  Hi, I'm Rex Jones, and this is a report about drones.
[02:43:11.983 --> 02:43:12.784]  What are drones?
[02:43:14.246 --> 02:43:15.948]  What are their uses in today's society?
[02:43:17.090 --> 02:43:23.679]  Will they make humanity obsolete compared to the new age of robotics and computer chips of tomorrow?
[02:43:28.513 --> 02:43:31.114]  What exactly is a civilian drone?
[02:43:31.514 --> 02:43:38.655]  A civilian drone is a drone that won't attack you, spy on you, or tase you in any way, shape, or form.
[02:43:39.135 --> 02:43:45.957]  These civilian drones normally go for a non-threatening look and style and approach, like this little thing over here.
[02:43:45.977 --> 02:43:51.118]  They're used in filming, photography, and just old plain recreational fun.
[02:43:51.898 --> 02:43:55.180]  In the media, drones are becoming more and more popular.
[02:43:55.761 --> 02:44:02.805]  Using drones in films is actually one of the number one new filmmakers trends that is going on in the USA today.
[02:44:03.706 --> 02:44:12.512]  Later, we're gonna have an expert veteran drone operator come on the show and have him explain to us all the little quirks and kinks that these drones have to offer.
[02:44:13.581 --> 02:44:19.166]  Before we go to our expert, I would just like to explain to you a few facts about drones.
[02:44:20.147 --> 02:44:29.015]  A drone, as Wikipedia and Webster describe it, is an unmanned aircraft or ship guided by a remote control or onboard computer.
[02:44:32.125 --> 02:44:35.827]  When operating a drone, the owner must have a direct line of sight.
[02:44:36.127 --> 02:44:42.829]  The direct line of sight allows the owner of the drone to fly it safely and to make sure he does not get disoriented.
[02:44:44.270 --> 02:44:46.491]  Now let's take a look at the job market.
[02:44:46.951 --> 02:44:51.713]  With more and more drones being spat out of factories, the jobs are opening up.
[02:44:53.001 --> 02:44:58.245]  Amazon is looking for drone pilots to drop gifts off at people's houses.
[02:44:58.825 --> 02:45:04.369]  And all sorts of other companies are lining up and making sure they hire for new drone operators.
[02:45:04.789 --> 02:45:07.371]  So hey, if you're a hobbyist, you just got a job.
[02:45:07.791 --> 02:45:11.374]  Now that we've covered the basics of drones, let's go to a real expert.
[02:45:12.054 --> 02:45:16.277]  I would like to introduce you to Gerard of I Am Ariel.
[02:45:16.577 --> 02:45:17.598]  How does a drone work?
[02:45:18.058 --> 02:45:21.521]  Surprisingly, the technology of drones is a lot like cell phones.
[02:45:21.701 --> 02:45:23.423]  Basically, cell phones have a GPS.
[02:45:23.683 --> 02:45:27.166]  They have what they call an IMU, which tells you its orientation.
[02:45:27.546 --> 02:45:28.387]  They have a compass.
[02:45:28.827 --> 02:45:31.930]  So, basically, these are the same kind of things that you find in a drone.
[02:45:31.970 --> 02:45:35.153]  A GPS, internally, you'll have a compass.
[02:45:35.393 --> 02:45:35.893]  Exactly.
[02:45:36.534 --> 02:45:38.856]  Here, you'll have a place where you can attach your camera.
[02:45:39.316 --> 02:45:42.539]  So, really, the technology is very similar to a cell phone.
[02:45:42.819 --> 02:45:45.060]  When I'm looking at this, this is a battery, right?
[02:45:45.180 --> 02:45:45.360]  Yep.
[02:45:45.921 --> 02:45:52.724]  So what makes this so different than the average Duracell D or AA battery by a target?
[02:45:53.304 --> 02:45:59.227]  First of all, it's a lithium polymer battery and it's very light and it's very high voltage.
[02:45:59.387 --> 02:46:05.730]  So it gives these guys a lot of thrust and gets them up in the air and flying for a good amount of time.
[02:46:06.791 --> 02:46:07.411]  Amazon
[02:46:08.436 --> 02:46:16.228]  Is looking at hiring ex-military personnel to fly drones and deliver packages to their customers.
[02:46:16.328 --> 02:46:17.249]  How do you feel about that?
[02:46:17.550 --> 02:46:18.531]  What are some problems there?
[02:46:18.832 --> 02:46:21.055]  Well, I think it's a really neat concept.
[02:46:21.115 --> 02:46:23.799]  I think a lot of things need to be figured out.
[02:46:23.979 --> 02:46:35.634]  As far as, you know, allowing these drones to travel through cities and buildings and just being very careful and mindful of where these things go, especially when you lose sight of them.
[02:46:35.714 --> 02:46:39.579]  And that's a big thing with flying drones that you always want to have line of sight.
[02:46:40.256 --> 02:46:42.598]  What happens when a drone gets out of control?
[02:46:43.059 --> 02:46:45.561]  Like, take this one article for example.
