[00:00:00.563 --> 00:00:01.823]  What's his name?
[03:49:44.310 --> 03:49:46.111]  Big Pharma's not going to tell you you need to cleanse your body.
[03:49:46.111 --> 03:49:52.894]  They're going to say, hey, you need to take more drugs that are going to pollute your body and drive down your energy levels, then you're not going to want to do anything.
[03:49:52.894 --> 03:49:53.654]  Right.
[03:49:53.654 --> 03:50:01.617]  And also, too, you know, we all know about this assault and how the assault on the chemicals in our body and with everything, it fogs our mind.
[03:50:01.617 --> 03:50:02.698]  And that's all by design.
[03:50:03.018 --> 03:50:19.086]  So that is one of the main ways that you can fight the globalists, you can fight this machine, is by cleansing your body, clearing your mind, retraining the way your brain thinks, and not giving in to all those, oh well, I guess I better go get some fried food because my body is telling me that's what I need.
[03:50:19.086 --> 03:50:22.428]  Your body is only telling you that because that's what it's used to receiving.
[03:50:22.628 --> 03:50:22.888]  Right.
[03:50:22.888 --> 03:50:25.550]  And then you literally put on the sunglasses.
[03:50:25.550 --> 03:50:28.291]  Your eyeballs are able to wipe clean.
[03:50:28.291 --> 03:50:31.153]  Squeegee the third eye, as Bill Hicks used to say.
[03:50:31.153 --> 03:50:32.914]  Your clarity.
[03:50:32.914 --> 03:50:34.195]  And that's what it takes.
[03:50:34.195 --> 03:50:37.396]  It takes going into that mode, and then you start seeing things differently.
[03:50:37.396 --> 03:50:39.437]  You're like, wait a minute, I'm being bamboozled here.
[03:50:40.618 --> 03:50:41.499]  Wait, I gotta do something.
[03:50:41.499 --> 03:50:42.160]  I gotta get mad.
[03:50:42.160 --> 03:50:44.141]  I gotta start talking to people.
[03:50:44.141 --> 03:50:46.243]  I gotta smash pumpkins for the government.
[03:50:46.243 --> 03:50:47.764]  Hopefully you'll do that.
[03:50:47.764 --> 03:50:48.966]  But we'll be back one final segment.
[03:50:48.966 --> 03:50:51.388]  We're going to talk about what's coming up on the InfoWars Nightly News.
[03:50:51.388 --> 03:50:54.190]  You're watching the 4th Hour of Overdrive with Rob Dew.
[03:50:54.190 --> 03:50:57.133]  Sitting next to me over here is Wonder Woman Leigh-Anne McAdoo.
[03:50:57.133 --> 03:50:58.114]  We'll be back with more.
[03:50:58.114 --> 03:50:58.694]  Just stay tuned.
[03:51:00.327 --> 03:51:04.710]  Do you lay awake at night and worry about the health and safety of you and your loved ones?
[03:51:04.710 --> 03:51:08.793]  Do you wonder what would happen if you weren't able to get to a hospital or doctor?
[03:51:08.793 --> 03:51:14.256]  How can you keep your family safe against the deadly pathogens that are beginning to emerge in the world today?
[03:51:14.256 --> 03:51:17.818]  Give yourself peace of mind with Supernatural Silver.
[03:51:17.818 --> 03:51:24.723]  Supernatural Silver is turning heads around the world as a new weapon in the fight against bacteria, viruses, and fungus.
[03:51:25.343 --> 03:51:33.592]  Supernatural silver can be taken internally or used topically to help the body's own immune system fight off disease much more effectively.
[03:51:33.592 --> 03:51:43.662]  Supernatural silver has been tested at independent universities and laboratories around the world and has been proven to be safe and highly effective against some of the planet's deadliest pathogens.
[03:51:44.242 --> 03:51:49.247]  There is no better product to have in your home for daily use or emergency preparedness.
[03:51:49.247 --> 03:51:59.555]  Go to SupernaturalSilver.com, use the code SILVER2015 for 20% off and give yourself and your loved ones a fighting chance with Supernatural Silver.
[03:52:00.496 --> 03:52:04.359]  As any regular listener knows, I don't script what I have to say.
[03:52:04.359 --> 03:52:09.022]  I do my research, and then I tell it like it is, and let the chips fall where they may.
[03:52:09.022 --> 03:52:10.783]  And I'm gonna do that right now.
[03:52:10.783 --> 03:52:16.427]  I have never, in my 20 years on air, seen a time where it's more important to be prepared.
[03:52:16.427 --> 03:52:21.170]  Even most mainline analysts are now saying, we've entered this critical juncture.
[03:52:21.170 --> 03:52:22.991]  We've got to get prepared.
[03:52:22.991 --> 03:52:25.753]  Everyone knows I'm obsessed with win-win situations.
[03:52:25.973 --> 03:52:37.476]  And the high-quality storable foods at InfoWarsSelect.com are powered by MyPatriot Supply and are the highest quality, the freshest, and have the best pricing that we could find anywhere.
[03:52:37.476 --> 03:52:44.998]  And finally, until October 31st, 2015, all InfoWars Select storable foods purchases will receive 10% off and free shipping.
[03:52:46.718 --> 03:52:49.801]  Free shipping on storable food is unprecedented.
[03:52:49.801 --> 03:52:57.249]  Secure your InfoWars select storable foods discounted at InfoWarsStore.com or by calling toll-free 888-253-3139.
[03:52:57.249 --> 03:53:04.096]  You wouldn't go swim with the sharks without a cage, would you?
[03:53:04.096 --> 03:53:04.536]  Hey!
[03:53:04.536 --> 03:53:05.878]  Has anyone seen Larry?
[03:53:07.119 --> 03:53:11.621]  It's in our nature to protect ourselves, especially when protection is simple and affordable.
[03:53:11.621 --> 03:53:17.903]  That's why IDStronghold.com has been providing affordable RFID protection for over 10 years.
[03:53:17.903 --> 03:53:28.187]  IDStronghold wallets protect you from electronic pickpockets who pass near you with a scanner and steal your credit and debit card info, as well as data from other cards containing RFID chips.
[03:53:28.187 --> 03:53:36.470]  IDStronghold.com, the original maker of shielded wallets, is a technology company, so we understand how to best protect you against intrusive radio waves.
[03:53:36.750 --> 03:53:42.994]  ID Stronghold wallets are designed to block RFID signals, open or closed, no matter where on the wallet you put your cards.
[03:53:42.994 --> 03:53:49.178]  Most other RFID wallets on the market were designed with only fashion in mind, and don't shield properly, if at all.
[03:53:49.178 --> 03:53:55.082]  If you're shopping for your next wallet, be sure to get the protection you deserve by going to idstronghold.com.
[03:53:55.082 --> 03:53:58.725]  Because getting anything else is like being the next victim in a Jaws movie.
[03:54:23.334 --> 03:54:30.778]  So the fallout between police and average citizens, the war that is ramping up is intensifying.
[03:54:30.778 --> 03:54:37.721]  Here we have, it's on the Drudge Report right now out of New York Daily News, four cops injured, three youths busted after a brawl near Pennsylvania High School.
[03:54:37.721 --> 03:54:52.449]  It's a big brawl, I guess the cops tried to break it up, students started attacking the cops because they have no respect for the police anymore because the police aren't, well, the police are acting like tyrants in some cases, not in all cases, but in some cases, and these are being put out on social media so much and promoted.
[03:54:53.289 --> 03:54:54.870]  Um, you know, we do that here.
[03:54:54.870 --> 03:54:58.672]  I think we have to show when cops are bad, and cops need to police themselves.
[03:54:58.672 --> 03:55:02.915]  When you got bad cops, you need to get them out of there and stop pretending like this stuff doesn't happen.
[03:55:02.915 --> 03:55:05.456]  Because everybody makes mistakes, and we understand that.
[03:55:05.456 --> 03:55:07.437]  Get the bad cops, put them behind a desk.
[03:55:07.437 --> 03:55:08.978]  Don't let them go out there and interact with people.
[03:55:09.238 --> 03:55:16.345]  Right, well and of course this was all part of that plan too, is to get the people versus the cops, so then the cops start saying, well why am I going to protect you?
[03:55:16.345 --> 03:55:17.766]  Yeah, I'm just going to sit in my car.
[03:55:17.766 --> 03:55:20.929]  Now they're saying they just sit in their cars because they're afraid of being photographed.
[03:55:20.929 --> 03:55:27.435]  Well if you're doing your job the way you're supposed to be doing it, the way you've been trained properly, unless it's one of those shoot first trainings that we know go on out there.
[03:55:27.435 --> 03:55:28.356]  You guys, right.
[03:55:28.356 --> 03:55:28.976]  Totally ridiculous.
[03:55:28.976 --> 03:55:32.920]  Now you were looking at one of these documents over the break, and why don't you read this to people.
[03:55:32.920 --> 03:55:35.122]  These are the kind of people that really care for you.
[03:55:35.362 --> 03:55:51.027]  Okay so this is a secret office memorandum from 1951 and it's kind of the report on the long-term Mallinckrodt employees and they say, about a year ago you asked if it would be possible for us to estimate our potential liability among the long-term Mallinckrodt employees.
[03:55:51.027 --> 03:55:52.048]  So they're basically wanting to know
[03:55:52.668 --> 03:55:53.188]  We're good to go!
[03:56:11.092 --> 03:56:27.619]  It's recognized that pending the elimination of excessive exposures, here was a unique opportunity to conduct clinical studies on a fairly large-sized population whose radiation exposure for several years had been considerably in excess of any group for which data are available.
[03:56:27.619 --> 03:56:30.200]  So here they're like wringing their hands and they're like
[03:56:30.560 --> 03:56:31.920]  We're not going to help these people.
[03:56:31.920 --> 03:56:33.181]  We're just going to study them.
[03:56:33.181 --> 03:56:34.461]  Study how they die.
[03:56:34.461 --> 03:56:34.981]  Exactly.
[03:56:34.981 --> 03:56:41.503]  And they go on to talk about how even after death, even their genetic abnormalities in their children, we can go on to study this.
[03:56:41.503 --> 03:56:42.863]  This is so great.
[03:56:42.863 --> 03:56:47.185]  And there's probably some secret file out there in some backroom warehouse in St.
[03:56:47.185 --> 03:56:49.285]  Louis that's got all the information there.
[03:56:49.285 --> 03:56:55.467]  And it takes people filing FOIA requests and getting that information out and then blowing the whistle.
[03:56:55.467 --> 03:56:59.128]  I know you actually ran into some roadblocks of people who have gag orders on them, right?
[03:56:59.128 --> 03:56:59.848]  They can't even talk.
[03:57:00.512 --> 03:57:09.218]  Right, well because I guess what happens, and I don't want to give away the agencies, but a lot of times what happens is these people fight so hard through the legal system, through the court system.
[03:57:09.218 --> 03:57:11.359]  They're drained from their bank accounts.
[03:57:11.359 --> 03:57:11.839]  Exactly.
[03:57:11.839 --> 03:57:20.965]  But then what happens is these government agencies say, hey, you know, why don't you come and be an ombudsman or something and make sure we're doing our job correctly.
[03:57:20.965 --> 03:57:22.426]  And so they sort of bring them in.
[03:57:22.426 --> 03:57:23.086]  Sign this NDA.
[03:57:23.086 --> 03:57:26.448]  And then they're no longer allowed to speak out against what's happening.
[03:57:27.449 --> 03:57:31.391]  I understand it, but it's, you know... I mean, why is speaking out such a crime in this country?
[03:57:31.391 --> 03:57:38.435]  It seems like any time you have information that would expose some wrongdoing somewhere, you'd think people want to hear about it, but it's only in certain cases.
[03:57:38.435 --> 03:57:48.780]  It's only when it's not government individuals or insider bankers or giant pharmaceutical companies making, you know, horrible things like what you've been disclosing, plus vaccines.
[03:57:48.780 --> 03:57:50.221]  That we can't ever talk about.
[03:57:50.461 --> 03:57:57.429]  We can only talk about when it's individuals doing something against the state, not paying their taxes, or not being supportive of the government.
[03:57:57.429 --> 03:57:58.951]  Tonight, you've got the InfoWars Nightly News.
[03:57:58.951 --> 03:58:03.095]  You've got a whole in-depth report that's about to be... Right, there's going to be a very in-depth report.
[03:58:03.095 --> 03:58:09.662]  We're going to be speaking with a lot of the community members that have actually been poisoned by the creek where they illegally dumped open air.
[03:58:11.664 --> 03:58:20.973]  240,000 barrels of this toxic nuclear waste and now generations later the people were just playing in the water there.
[03:58:20.973 --> 03:58:23.675]  But just remember it's all to keep America strong.
