[00:00:00.190 --> 00:00:01.838]  Offend Liberty Worldwide!
[03:41:08.070 --> 03:41:27.035]  The issue here is very clear that the Gulf countries are more interested in funding armed groups in Syria rather than assist the Syrian people, invite them to live in the Gulf instead of having them travel in the midst of seas and in the dangers that we see very clearly.
[03:41:27.967 --> 03:41:32.892]  So I want to give kudos to RT for reporting on that and actually telling what's really going on.
[03:41:32.933 --> 03:41:36.036]  That's what we're trying to do here at InfoWars.com.
[03:41:36.216 --> 03:41:37.297]  What do you think of that border?
[03:41:37.978 --> 03:41:45.787]  They actually setting up a fence, but they have a double, a dual barrier with the motion sensors, which I think we went and interviewed a local rancher
[03:41:46.167 --> 03:41:53.292]  Out in Arizona, who set up the same type of system with motion sensors that actually pop drones out into the sky so you can get a bird's eye view.
[03:41:53.692 --> 03:41:56.914]  That's easily a system with the technology we have here.
[03:41:57.095 --> 03:42:01.317]  We could put a lot of people to work actually building a system like that just to track our border.
[03:42:01.618 --> 03:42:08.843]  Not to necessarily go in and kill people who are crossing the border, but to see who's coming in, find out where they're going, and then bring people in.
[03:42:09.503 --> 03:42:11.604]  You know, the ones that really need help, let's help them.
[03:42:11.725 --> 03:42:15.167]  The ones that don't need help, let's get them back into their country and get them out of our country.
[03:42:16.072 --> 03:42:18.134]  Right, well they just want to create the terrorists.
[03:42:18.595 --> 03:42:24.841]  And frankly, they're building that fence around their country because they know that they're the number one target.
[03:42:24.861 --> 03:42:25.381]  Yeah.
[03:42:25.742 --> 03:42:28.985]  The chickens are going to come home to roost at some point, so they're stopping that.
[03:42:29.025 --> 03:42:33.129]  They know that they're guilty, which is why they want to close that off.
[03:42:35.291 --> 03:42:45.293]  It was late August, I actually went and shot some footage of UT removing the Jefferson Davis statue along with Woodrow Wilson, removing that from UT.
[03:42:45.813 --> 03:42:55.656]  And this is how far the political correctness has gone here, because Jefferson Davis was head of the Confederacy, he was elected to be the leader of the Confederacy, and at one time he did own slaves.
[03:42:57.296 --> 03:43:05.300]  And then you got Woodrow Wilson, who's, he was a supporter of the Klan, created the Federal Reserve, which is essentially created, turned us all into debt slaves.
[03:43:06.480 --> 03:43:07.161]  So we have that.
[03:43:07.541 --> 03:43:21.147]  But, John Bowne, we played a report last night on the Nightly News, where John Bowne points out that here's a Confederate statue that nobody's gonna remove, nobody's gonna take down, and it's because he is part of the in crowd, and that's Albert Pike.
[03:43:21.167 --> 03:43:24.869]  So, if you guys have that video queued up, let's go to it, and then Leanne, we'll get your comments on it.
[03:43:36.083 --> 03:43:37.365]  Is Biggs ready to go on?
[03:43:37.505 --> 03:43:45.152]  The University of Texas pulled the Jefferson Davis statue from its campus because of a growing irrational fear of American history.
[03:43:45.572 --> 03:43:59.164]  On the northwest axis of 3rd and D in the nation's capital sits the Albert Pike statue, dedicated to the leader of the southern jurisdiction of the Scottish Rite, a title Pike held for 32 years.
[03:43:59.485 --> 03:44:02.107]  He was also a Confederate brigadier general.
[03:44:02.267 --> 03:44:08.911]  He was also the Chief Judicial Officer and Arkansas Grand Dragon of the newly formed Ku Klux Klan.
[03:44:09.031 --> 03:44:11.833]  This is the only statue in Washington, D.C.
[03:44:11.913 --> 03:44:16.495]  commemorating a Confederate soldier, much less a founding member of the Klan.
[03:44:16.715 --> 03:44:23.459]  In fact, Pike was said to have owned a bracelet that allowed him perpetual communication with Lucifer himself.
[03:44:23.719 --> 03:44:31.304]  So if the Confederate flag is being denounced and Jefferson Davis and other Confederate monuments are under consideration for removal,
[03:44:31.584 --> 03:44:34.646]  Why does this statue still remain simple?
[03:44:34.946 --> 03:44:42.251]  Pike is highly revered by the very occultic groups in control of the puppet government installed in Washington, D.C.
[03:44:42.492 --> 03:44:54.120]  His 1871 letter to Illuminati Mafia founder Giuseppe Mazzini predicts a succession of three world wars, a game plan followed to a tee by the global elite.
[03:44:54.440 --> 03:45:00.144]  It was Pike that wrote the rituals that would create a secret society within a secret society.
[03:45:00.784 --> 03:45:02.145]  The 33rd degree.
[03:45:02.825 --> 03:45:10.888]  The 33rd degree would serve as a continuation of the Luciferian goals established by an older order known as the Order of the Palladium.
[03:45:11.089 --> 03:45:16.751]  All master masons brought into the higher degrees would have to take orders from higher masons.
[03:45:17.051 --> 03:45:22.553]  This long list of initiates includes presidents, Supreme Court justices, and military leaders.
[03:45:22.833 --> 03:45:31.117]  It was Pike and Illuminati conspirators that infiltrated the world of Freemasonry, armed with a doctrine to establish a One World Order.
[03:45:31.417 --> 03:45:38.760]  These conspirators, such as Lord Henry Palmerston of England and Otto von Bismarck of Germany, built global hubs for
[03:45:38.800 --> 03:45:51.931]  for the Illuminati, and these hubs, known as the Supreme Councils of the Scottish Rite, like the one located at 1733 16th Street Northwest in Washington, D.C., have been in operation ever since.
[03:45:52.451 --> 03:46:04.661]  Washington, D.C., itself, is reputed to have been designed to represent a pentagram in the Masonic Square and Compass, which would add to the confusing manner in which the streets of the District of Criminals are set up.
[03:46:04.901 --> 03:46:09.603]  Masons have long argued that Pike was not a member or founding father of the Klan.
[03:46:09.884 --> 03:46:17.127]  However, the 1905 publication, Ku Klux Klan, Its Origin, Growth, and Disbandment, by J.C.
[03:46:17.207 --> 03:46:18.088]  Lester and D.L.
[03:46:18.128 --> 03:46:21.990]  Wilson, clearly lists Albert Pike as one of its founding members.
[03:46:22.330 --> 03:46:28.534]  This book was intent on glorifying the Klan and its origins, hardly an effort to spread misinformation.
[03:46:28.894 --> 03:46:37.559]  If awareness grows, the very people behind the liberal agenda to spread political correctness while abandoning our ugly American history
[03:46:37.799 --> 03:46:44.841]  We'll have clumsily uncovered a nest of treasonous activity and Luciferian dogma exposed in the light of day.
[03:46:45.201 --> 03:46:50.202]  Albert Pike issued this statement to the 23 Supreme Councils of the world.
[03:46:50.502 --> 03:46:55.363]  We worship a God, but it is the God one adores without superstition.
[03:46:55.503 --> 03:47:01.865]  To you, Sovereign Grand Instructors General, we say this, that you may repeat it to the brethren.
[03:47:02.185 --> 03:47:14.020]  of the 32nd, 31st, and 30th degrees, the Masonic religion should be, by all of us initiates of the high degrees, maintained in the purity of the Luciferian doctrine.
[03:47:14.260 --> 03:47:15.742]  Albert Pike, July 14th, 1889.
[03:47:15.782 --> 03:47:16.663]  John Bound for Infowars.com
[03:47:25.729 --> 03:47:27.190]  Yes, they're promoting their race war.
[03:47:27.230 --> 03:47:31.651]  You're not going to see him talk about the Albert Pike statue and how it needs to be brought down and why.
[03:47:31.971 --> 03:47:34.612]  Here's a guy that was a part of the Confederacy.
[03:47:35.252 --> 03:47:41.094]  He also helped found the Ku Klux Klan, which people try to dismiss, and he was a 33rd degree mason.
[03:47:41.154 --> 03:47:46.376]  But you're not going to hear about that anywhere else but here at InfoWars.com.
[03:47:46.416 --> 03:47:47.336]  Leanne, what do you make of that?
[03:47:48.168 --> 03:47:49.589]  Well, kudos to John Bowne.
[03:47:49.649 --> 03:47:55.452]  He is always coming with the fire on his reports, but that's what we see.
[03:47:55.512 --> 03:48:01.976]  They'll kind of throw us a bone and say, oh, well, they're really upset about those Confederate statues, so we'll take these down and those down.
[03:48:02.417 --> 03:48:07.059]  But they don't get to the root of the problem, and we've stated that from the beginning.
[03:48:07.179 --> 03:48:10.121]  Like, it's just a piece of cloth that's not going to get to the root.
[03:48:10.421 --> 03:48:12.162]  Same with this Freddie Gray payout.
[03:48:12.202 --> 03:48:12.943]  They just decided
[03:48:13.143 --> 03:48:22.286]  You know, 6.4 million going to the family, and that's because they didn't want more riots if a jury decided, you know, something the people weren't happy with.
[03:48:22.586 --> 03:48:25.786]  And that's because you're racist against one of the founders of the Klan, Albert Pike.
[03:48:26.887 --> 03:48:27.407]  Exactly.
[03:48:27.947 --> 03:48:29.207]  Call the Southern Poverty Law Center.
[03:48:29.467 --> 03:48:29.748]  Right.
[03:48:30.148 --> 03:48:31.008]  We found her racist.
[03:48:31.628 --> 03:48:32.929]  Yeah, it's just amazing.
[03:48:32.949 --> 03:48:37.953]  You won't even hear the name Albert Pike mentioned in any of those Confederate generals that they want to take down.
[03:48:38.453 --> 03:48:39.514]  You'll never even hear about him.
[03:48:39.774 --> 03:48:49.281]  And if you do, it won't be talking about how he was part of the Klan and part of the Confederacy and a Masonic 33rd degree Mason, probably higher than that.
[03:48:49.661 --> 03:48:55.586]  And how he says in his quote there, he wants everybody to follow the Luciferian doctrine.
[03:48:56.294 --> 03:49:10.520]  Well, it just goes to show you these dark oppressors that are ruling our planet and why it's so hard to effect change and to get people to wake up and why we're programmed daily, television, radio, everything.
[03:49:10.560 --> 03:49:14.162]  I mean, there are dark forces that have been in place for a really long time.
[03:49:14.994 --> 03:49:15.574]  Totally agree.
[03:49:15.794 --> 03:49:20.076]  Hey, now this next segment, you're actually going to go on out and get ready for the news.
[03:49:20.116 --> 03:49:21.877]  I think you're helping Jakari with a couple reports.
[03:49:22.518 --> 03:49:23.758]  I'm going to have Joe Big sitting here.
[03:49:23.798 --> 03:49:30.341]  He's going to be modeling the Hillary for Prison t-shirt and talk about the reaction he got.
[03:49:30.401 --> 03:49:38.265]  He said he's worn it out a couple times and he's got some amazing stories of what happens when you put the truth out there in people's faces.
[03:49:38.305 --> 03:49:39.706]  And I also want to remind everyone out there,
[03:49:40.146 --> 03:49:51.549]  Those of you, that one person who gets the Hillary for Prison t-shirt autographed by Hillary Clinton, you get video of it, put it up on YouTube, send it to us, and I'm personally going to give you $100.
[03:49:51.589 --> 03:49:54.310]  I am not superly rich.
[03:49:54.670 --> 03:49:59.251]  I got kids that take all my money and spend it.
[03:50:00.612 --> 03:50:01.392]  But I will give you $100, definitely.
[03:50:02.452 --> 03:50:06.254]  And if Alex wants to match that or increase that, that's his prerogative.
[03:50:06.294 --> 03:50:09.236]  But me personally, this is what I'm saying I will do.
[03:50:09.676 --> 03:50:11.257]  Putting my money where my mouth is.
[03:50:11.277 --> 03:50:12.257]  I want to see her in prison.
[03:50:12.317 --> 03:50:13.578]  I want to see her sign that shirt.
