[00:00:08.140 --> 00:00:09.542]  Bilderberg, 2015.
[02:55:13.848 --> 02:55:15.048]  Kurt Nimmo's excellent.
[02:55:15.048 --> 02:55:18.329]  All of Steve Watson, Don Salazar, all our great reporters.
[02:55:21.465 --> 02:55:22.886]  I try to list them all, the show will be over.
[02:55:22.886 --> 02:55:25.487]  Mikkel Thelen.
[02:55:25.487 --> 02:55:27.648]  All the people behind the scenes, camera, TV.
[02:55:27.648 --> 02:55:36.331]  You know, Gnarls Barkley's song says, was I crazy because I didn't know enough or because I knew too much?
[02:55:36.331 --> 02:55:37.772]  I just know way too much now.
[02:55:38.951 --> 02:55:39.931]  I'm not bragging either.
[02:55:39.931 --> 02:55:41.792]  It's not hard to figure out history and what's happening.
[02:55:41.792 --> 02:55:43.993]  Once you figure it out, it's a lot of stuff.
[02:55:43.993 --> 02:55:46.673]  It's kind of like if you watch baseball, you learn how baseball works.
[02:55:46.673 --> 02:55:51.375]  I've been watching the Globalists for 25 years, and man, they seem to be getting worse.
[02:55:51.375 --> 02:55:54.596]  They seem to be getting more reckless, more wild, more crazy.
[02:55:54.596 --> 02:55:57.377]  I mean, what about the Russia situation, Gerald?
[02:55:57.377 --> 02:55:58.797]  I mean, we opened the interview with that.
[02:55:58.797 --> 02:56:01.298]  I mean, they're sitting in armor.
[02:56:01.298 --> 02:56:04.239]  There's video of Western troops battling the Russians.
[02:56:04.239 --> 02:56:05.279]  That's Russian area.
[02:56:05.279 --> 02:56:07.140]  It's always been part of Russia, off and on.
[02:56:09.102 --> 02:56:10.423]  It's not Iraq.
[02:56:10.423 --> 02:56:15.488]  I mean, the globalists couldn't hold Iraq.
[02:56:15.488 --> 02:56:17.690]  Why do they want to attack Russia?
[02:56:17.690 --> 02:56:23.155]  Russia's just trying to stabilize itself.
[02:56:23.155 --> 02:56:25.017]  Why do the globalists have this instinct?
[02:56:25.017 --> 02:56:26.819]  I guess your audio was cutting out for a moment.
[02:56:26.819 --> 02:56:29.241]  Why do the globalists have this instinct to try to wreck everything?
[02:56:29.241 --> 02:56:29.802]  I'm sorry, go ahead.
[02:56:30.560 --> 02:56:32.421]  Yeah, it's the neocons.
[02:56:32.421 --> 02:56:37.423]  It's that, you know, the Kagan's, the Newland, or the wife of Kagan.
[02:56:37.423 --> 02:56:39.264]  And it's this sick mentality.
[02:56:39.264 --> 02:56:40.964]  They're crazy people.
[02:56:40.964 --> 02:56:44.266]  And everybody's afraid to call a spade a spade.
[02:56:44.266 --> 02:56:45.686]  They're megalomaniacs.
[02:56:45.686 --> 02:56:47.367]  They're psychopaths.
[02:56:47.367 --> 02:56:49.788]  And by their deeds, you shall know them.
[02:56:49.788 --> 02:57:00.272]  And of course, everyone knows the deal that wants to know it, was that when Gorbachev made the deal with Reagan, was that NATO wasn't going to expand beyond the borders of where they were.
[02:57:01.064 --> 02:57:04.886]  And under Clinton, they started doing it, excelled under Bush.
[02:57:04.886 --> 02:57:10.448]  And now, of course, we have American troops in Estonia, Lithuania.
[02:57:10.448 --> 02:57:15.130]  Let's not forget, the UN admits that the Croats and the Muslims killed double what the Serbs did.
[02:57:15.130 --> 02:57:16.030]  They started the fight.
[02:57:16.030 --> 02:57:18.211]  Again, I'm not lionizing the Serbs, but they started it.
[02:57:18.211 --> 02:57:25.054]  We gave them a third of their country, blew up their infrastructure, their power plants, water, TV stations, and then put
[02:57:25.794 --> 02:57:26.194]  Exactly.
[02:57:26.194 --> 02:57:27.856]  And again, you know, it's...
[02:57:43.119 --> 02:57:45.841]  You asked about, you know, why are they doing it with Russia?
[02:57:45.841 --> 02:57:48.383]  And I was talking about FIFRA before.
[02:57:48.383 --> 02:57:50.024]  What was that really about?
[02:57:50.024 --> 02:57:51.005]  Russia.
[02:57:51.005 --> 02:57:52.386]  It's really about Russia.
[02:57:52.386 --> 02:57:58.551]  And again, because most people know about sports, they made it a sporting issue.
[02:57:58.551 --> 02:58:07.819]  So that then the people that don't tune into anything, all of a sudden are tuned into something, and they know about it because it was about Russia.
[02:58:07.819 --> 02:58:10.861]  You go back to our Spring 2014 Trends Journal,
[02:58:12.512 --> 02:58:21.503]  And it was about the Ukraine crisis and how we showed how they used the Sociolympics to lead up to the Ukraine crisis.
[02:58:21.503 --> 02:58:22.023]  Sure, sure.
[02:58:22.023 --> 02:58:22.444]  Stay there.
[02:58:22.444 --> 02:58:24.346]  Let's do five more minutes if we can to finish up this point.
[02:58:24.346 --> 02:58:30.233]  This is important because they want to isolate Russia so they can then point at them and say, look, they're totally isolated when they kick them out of G7.
[02:58:31.634 --> 02:58:35.498]  And then now, take away their World Cup.
[02:58:35.498 --> 02:58:37.500]  So they can't have anything for their economy.
[02:58:37.500 --> 02:58:40.603]  I mean, it is economic warfare, as Ron Paul has said.
[02:58:40.603 --> 02:58:41.924]  It is an embargo.
[02:58:41.924 --> 02:58:45.147]  Five more minutes with the Trends Forecaster, Gerald Celente.
[02:58:45.147 --> 02:58:45.948]  Stay with us.
[02:58:45.948 --> 02:58:48.150]  Visit GCNlive.com today.
[02:58:50.808 --> 02:58:59.891]  Alex Jones here to tell you about how you can help spread liberty worldwide, while also enjoying what I have found to be the best tasting, 100% organic coffee on the planet.
[02:58:59.891 --> 02:59:07.994]  For more than a decade, my favorite coffee has come from the high mountains of southern Mexico, where the Chiapas farmers grow their unique shade-grown Arabica beans.
[02:59:08.294 --> 02:59:13.177]  We have now managed to secure the sought-after beans in a highly customized blend.
[02:59:13.177 --> 02:59:19.960]  Discover and try a bag of the Patriot Blend 100% Organic Coffee at Infowarslife.com.
[02:59:19.960 --> 02:59:27.144]  This coffee gives you a long, smooth pick-me-up for hours without the headaches and heartburn that so many other coffees give me personally.
[02:59:27.144 --> 02:59:33.987]  Hands down, this is my favorite coffee, and it's taken us years to secure connections directly to the Chiapas Mexican farmers.
[02:59:34.147 --> 02:59:38.631]  Drop by the site today, order a bag or two, and I don't think you're going to be disappointed.
[02:59:38.631 --> 02:59:42.034]  Available in original or with our immune support infusion blend.
[02:59:42.034 --> 02:59:48.340]  You will be supporting a free press, all the while enjoying a truly great tasting cup of my favorite coffee.
[02:59:48.340 --> 02:59:52.964]  Available at Infowarslife.com.
[02:59:52.964 --> 02:59:55.567]  You're listening to the Alex Jones Show.
[03:00:03.712 --> 03:00:10.339]  From his Central Texas Command Center, deep behind enemy lines, the information war continues.
[03:00:10.339 --> 03:00:17.566]  It's Alex Jones and the GCN Radio Network.
[03:00:17.566 --> 03:00:19.248]  We're back live, ladies and gentlemen.
[03:00:19.248 --> 03:00:21.170]  Gerald Fuentes, stay with us five more minutes.
[03:00:22.947 --> 03:00:28.369]  Check out his Trends Journal at TrendsResearch.com or TrendsJournal.com.
[03:00:28.369 --> 03:00:30.210]  You're getting into this Russia situation.
[03:00:30.210 --> 03:00:32.511]  It's just crazy is the word.
[03:00:32.511 --> 03:00:33.652]  I keep overusing it.
[03:00:33.652 --> 03:00:39.114]  It just shows an arrogance, a bravado, a chutzpah.
[03:00:39.114 --> 03:00:40.975]  Do you agree with me that it is getting worse?
[03:00:40.975 --> 03:00:44.597]  They are getting more insane or is it just we know more about it now, Gerald?
[03:00:44.597 --> 03:00:47.858]  No, they're more insane because smart people would do this.
[03:00:47.858 --> 03:00:51.240]  You made the point about, look, they can't win in Iraq and Afghanistan.
[03:00:51.963 --> 03:00:52.784]  Libya's a mess.
[03:00:52.784 --> 03:00:54.945]  You're gonna beat the Russians.
[03:00:54.945 --> 03:00:57.427]  I mean, Napoleon couldn't pull it off.
[03:00:57.427 --> 03:01:02.410]  Hitler launched the largest military offensive in world history, and he couldn't do it.
[03:01:02.410 --> 03:01:03.811]  It'll be the end of life!
[03:01:03.811 --> 03:01:06.733]  It'll be what Einstein said.
[03:01:06.733 --> 03:01:12.057]  I don't know how the Third World War will be fought, but the Fourth will be fought with sticks and stones.
[03:01:12.057 --> 03:01:14.599]  Invading Russia would be like invading the U.S.
[03:01:14.599 --> 03:01:16.380]  Everybody's gonna fight!
[03:01:16.380 --> 03:01:17.041]  Exactly.
[03:01:17.041 --> 03:01:18.862]  It'll be annihilation.
[03:01:19.781 --> 03:01:30.553]  And so the neocons think, and the military industrial complex, by putting more weapons on the Russian border, they won't be able to retaliate.
[03:01:30.553 --> 03:01:31.694]  They're out of their mind.
[03:01:32.409 --> 03:01:37.912]  And again, going back to how they're using the propaganda, they use this fifth for example.
[03:01:37.912 --> 03:01:43.615]  I said, when we wrote about it in the Trends Journal back a year ago, how they use the Sociolympics.
[03:01:43.615 --> 03:01:46.797]  You remember, don't get on a plane to go there.
[03:01:46.797 --> 03:01:49.599]  They got toothpaste bombings, I tell you.
[03:01:49.599 --> 03:01:51.840]  Oh, and those Black Widow bombings?
[03:01:51.840 --> 03:01:53.141]  They're there too.
[03:01:53.141 --> 03:01:55.062]  And you know what else, Alex?
[03:01:55.062 --> 03:01:56.663]  The water is all yellow.
[03:01:57.376 --> 03:02:01.218]  And they shoot stray dogs and hate homophobes.
[03:02:01.218 --> 03:02:19.168]  By the time the Winter Olympics began in Sochi, 57% of Americans believed there would be a terror strike, and the ratings of America's attitude toward Russia was at a 1993 low.
[03:02:19.168 --> 03:02:23.571]  They're using the propaganda and disgusting human beings
[03:02:26.628 --> 03:02:33.354]  What was Russia's crime?
[03:02:33.354 --> 03:02:37.598]  Arresting all the Rockefeller and Rothschild banker fronts that came out in court?
[03:02:37.598 --> 03:02:38.339]  And kicking them out?
[03:02:38.339 --> 03:02:39.840]  I mean, what was Russia's big crime?
[03:02:39.840 --> 03:02:44.044]  I mean, I guess, not accelerating their population decline?
[03:02:44.044 --> 03:02:45.325]  Having pro-family events?
[03:02:45.325 --> 03:02:46.967]  I mean, what did Russia do that made them so mad?
[03:02:48.446 --> 03:02:58.477]  It's Russia is a threat because of these sick people that believe that the United States is going to be the superpower around the world.
[03:02:58.477 --> 03:03:01.680]  And they just don't want to have any competition.
[03:03:01.680 --> 03:03:03.282]  You read their work.
[03:03:04.349 --> 03:03:06.610]  They should be in an insane asylum.
[03:03:06.610 --> 03:03:17.235]  Speaking of which, you heard Rumsfeld come out about how now he's not so sure about Iraq and it wasn't good to try to export democracy.
[03:03:17.235 --> 03:03:18.636]  Who's he talking about?
[03:03:18.636 --> 03:03:21.077]  This is the little clown that lied.
[03:03:21.077 --> 03:03:23.899]  We know where those WMDs are.
[03:03:23.899 --> 03:03:25.819]  They're east, they're north, they're south.
[03:03:25.819 --> 03:03:26.760]  You remember that.
[03:03:27.180 --> 03:03:31.122]  You remember him coming out that the world is better off without Saddam Hussein.
[03:03:31.122 --> 03:03:32.563]  And then he said he never said that.
[03:03:32.563 --> 03:03:36.004]  Then he said he never said they were north of Tikrit.
[03:03:36.004 --> 03:03:37.965]  Oh yeah, I have the quote, it's there.
[03:03:37.965 --> 03:03:40.747]  Oh I know, he's an incredible liar, almost as good as Obama.
[03:03:40.747 --> 03:03:43.928]  And that's what I'm saying when you ask who these people are.
[03:03:43.928 --> 03:03:48.050]  They're sick people and no one wants to call them that.
[03:03:48.050 --> 03:03:53.653]  Instead they call them Secretary of this, President that, a Prime Minister, a Chancellor.
[03:03:54.861 --> 03:03:58.225]  Well, and I want to point out, a lot of folks go, good, they want America to dominate the world.
[03:03:58.225 --> 03:03:58.906]  No they don't.
[03:03:58.906 --> 03:04:03.051]  The very same globalists are targeting small farms, small ranches, small industry.
[03:04:03.051 --> 03:04:04.073]  They're monopoly men.
[03:04:04.073 --> 03:04:09.299]  They're worldwide using American muscle to take over the planet while we get the blame.
[03:04:09.299 --> 03:04:10.701]  So let's be clear.
[03:04:10.701 --> 03:04:13.504]  They want to screw Russia over, they want to screw us over as well.
[03:04:14.363 --> 03:04:15.444]  You got it.
[03:04:15.444 --> 03:04:16.865]  And that's one of the stories.
[03:04:16.865 --> 03:04:18.747]  It's the grand manipulation.
[03:04:18.747 --> 03:04:19.908]  It's a takeover.
[03:04:19.908 --> 03:04:22.370]  It's a multinational takeover.
[03:04:22.370 --> 03:04:26.773]  And they've turned this country into slavelandia.
[03:04:26.773 --> 03:04:30.216]  We talk about why the markets are going up.
