[00:00:03.322 --> 00:00:05.182]  Gear up!
[03:04:36.318 --> 03:04:42.179]  Elon Musk says that Google's basically creating an army of robots that's going to wipe out humanity.
[03:04:42.179 --> 03:04:48.660]  And now they invited another one from Google this year, so it seems pretty clear that Bilderberg is fully behind that artificial intelligence.
[03:04:48.660 --> 03:04:52.141]  Well, you're going to be publishing the full agenda, right?
[03:04:52.141 --> 03:04:54.361]  Today or tomorrow?
[03:04:54.361 --> 03:04:57.342]  Video's going up today, and then the full text tomorrow.
[03:04:57.342 --> 03:04:58.542]  All right, well done, Lord Watson.
[03:04:59.460 --> 03:05:00.040]  Okay.
[03:05:00.040 --> 03:05:06.003]  The Genesis Communications Network is one of America's premier broadcasters of captivating talk radio.
[03:05:06.003 --> 03:05:07.383]  We thank you for listening.
[03:05:07.383 --> 03:05:12.765]  Now, just imagine, there are thousands of people who are just as passionate about radio as you are.
[03:05:12.765 --> 03:05:17.167]  But what you may not realize is how easy and affordable it is to advertise with us.
[03:05:17.167 --> 03:05:21.689]  Radio commercials for your business could be heard on hundreds of radio stations across the U.S.
[03:05:21.689 --> 03:05:22.749]  every day.
[03:05:22.749 --> 03:05:27.351]  We can help you by creating an effective radio advertising campaign for your company.
[03:05:27.791 --> 03:05:30.612]  From script writing to producing your commercial.
[03:05:30.612 --> 03:05:32.993]  Just like the one you're listening to right now.
[03:05:32.993 --> 03:05:36.575]  No other network provides the level of customer service we do.
[03:05:36.575 --> 03:05:40.477]  When it comes to radio advertising, we are your one-stop shop.
[03:05:40.477 --> 03:05:44.439]  And no matter how big or small your business is, we can help.
[03:05:44.439 --> 03:05:54.243]  Email us at advertise at gcnlive.com and an experienced advertising executive will help you take the first step towards driving more customers to your business or website.
[03:05:54.503 --> 03:05:56.884]  Advertise at GCNLive.com.
[03:05:56.884 --> 03:05:57.385]  Easy.
[03:05:57.385 --> 03:05:58.165]  Affordable.
[03:05:58.165 --> 03:05:59.486]  Effective.
[03:05:59.486 --> 03:06:15.754]  Ladies and gentlemen, you haven't really ever heard firearms manufacturers as sponsors on my syndicated radio show, or the nightly news, or the news website, InfoWars.com, because the companies I've been approached by were not the highest quality, and they weren't as affordable as they should be, so I refused.
[03:06:15.754 --> 03:06:19.436]  Probably 30, 40 firearms manufacturers over the years will then
[03:06:19.776 --> 03:06:23.778]  About six months ago, we get contacted by Head Down Firearms.
[03:06:23.778 --> 03:06:25.318]  hdfirearms.com.
[03:06:25.318 --> 03:06:33.722]  Owned and run by a bunch of former Navy SEALs, Special Ops people, they're veterans, they're patriots, they're listeners of the radio show, and they want to support the broadcast.
[03:06:33.722 --> 03:06:37.624]  It's always about security, whether it's for yourself, your wife, your loved ones.
[03:06:37.624 --> 03:06:39.985]  Go to their website, hdfirearms.com.
[03:06:39.985 --> 03:06:44.406]  Buy right off their website, and they'll just send it to the FFL dealer of your choice.
[03:06:44.406 --> 03:06:45.907]  You can pick it up at the gun show, you can
[03:06:45.967 --> 03:06:47.950]  As if chlorine in our water weren't bad enough, now they're adding ammonia?
[03:07:03.135 --> 03:07:03.776]  It's true.
[03:07:03.776 --> 03:07:07.919]  Some municipalities are now adding ammonia plus chlorine to your water supply.
[03:07:07.919 --> 03:07:10.321]  It's a disinfectant called chloramine.
[03:07:10.321 --> 03:07:15.105]  But with a trusted Big Berkey water filter, you can keep chloramine out of your water.
[03:07:15.105 --> 03:07:27.695]  New NSF EPA certified lab tests show EPA Berkey water filters remove chloramines, pharmaceuticals, BPA, pesticides, bacteria and viruses, all forms of fluoride and much more.
[03:07:27.955 --> 03:07:31.757]  Big Berkey Water Filters are the original and most trusted on the market.
[03:07:31.757 --> 03:07:34.419]  The gold standard in water purification.
[03:07:34.419 --> 03:07:38.721]  And our filters last for years at less than two cents per gallon.
[03:07:38.721 --> 03:07:39.541]  Big Berkey.
[03:07:39.541 --> 03:07:43.263]  The one that's powerful enough to purify stagnant pond water.
[03:07:43.263 --> 03:07:45.004]  Get your Big Berkey today.
[03:07:45.004 --> 03:07:47.305]  Call 1-877-99-BERKEY or click BigBerkeyWaterFilters.com.
[03:07:47.305 --> 03:07:48.126]  That's 1-877-99-BERKEY.
[03:07:48.126 --> 03:07:49.547]  Big Berkey Water Filters.
[03:07:49.547 --> 03:07:50.567]  For the love of clean water.
[03:08:07.895 --> 03:08:09.297]  Bilderberg 2015.
[03:08:09.297 --> 03:08:15.949]  You'll never find a more wretched hive of scum and villainy.
[03:08:15.949 --> 03:08:17.972]  We must be cautious in Austria.
[03:08:24.472 --> 03:08:34.857]  Rob New last week had the idea to have me voice that piece and McGreen put it together where Obi-Wan Kenobi's looking at a lost Isley spaceport and he says, you will never find a more wretched hive of scum and villainy.
[03:08:34.857 --> 03:08:38.659]  It actually worked out pretty good and it's turning out worse than we thought.
[03:08:38.659 --> 03:08:46.823]  Can you imagine how bad the police state's gonna be when this thing actually kicks off Thursday and the private jets, oh yeah, go to the nearby airport, that's where they'll be landing.
[03:08:47.768 --> 03:08:54.451]  And then see how the cops act there whenever you're trying to follow the sedans or videotape it, which is what the press would do.
[03:08:54.451 --> 03:08:59.413]  I mean, when you've got the Kardashians having a marriage, there's 18 helicopters over it.
[03:08:59.413 --> 03:09:01.554]  This is 150 world leaders.
[03:09:01.554 --> 03:09:02.895]  We're not idiots.
[03:09:02.895 --> 03:09:06.917]  We try to cover stuff that really is important, not all the distractions.
[03:09:06.917 --> 03:09:09.538]  We're going to get Joe Big's take on all this in a moment.
[03:09:09.538 --> 03:09:15.741]  But finishing up, Rob Dew and Josh Owens from there in Austria, in the Alps, close to Bilderberg,
[03:09:16.041 --> 03:09:19.002]  They've already gone through two checkpoints to get to where they are.
[03:09:19.002 --> 03:09:20.543]  Other observations?
[03:09:20.543 --> 03:09:22.483]  I'd like to talk to Josh in a moment as well.
[03:09:22.483 --> 03:09:25.785]  And what are you going to do next, Rob Duke?
[03:09:25.785 --> 03:09:26.205]  Sure.
[03:09:26.205 --> 03:09:29.006]  Well, we have a couple of reports we need to put together.
[03:09:29.006 --> 03:09:32.407]  We want to get those out before they don't become timely.
[03:09:32.407 --> 03:09:36.749]  But what's interesting, I'm sitting out here at the back porch looking into the valley.
[03:09:36.749 --> 03:09:39.610]  There's two horses in front of me eating grass, just like
[03:09:40.385 --> 03:09:43.989]  Oblivious to the fact that the world leaders are going to be here.
[03:09:43.989 --> 03:09:48.154]  And it's just amazing that all around this, there's cops walking in the woods.
[03:09:48.154 --> 03:09:51.738]  There's cops at the entrance to the dirt road to our hotel.
[03:09:51.738 --> 03:09:55.662]  Which incidentally, Charlie Skelton was supposed to stay at our hotel up here on the mountain.
[03:09:56.451 --> 03:09:59.914]  So I'm not sure where he's at now, but he was supposed to be up here.
[03:09:59.914 --> 03:10:09.043]  I was looking forward to finally meeting him in person because I remember talking to him when he finally, um, when he turned, when he was making a big joke about the whole Bilderberg group.
[03:10:09.043 --> 03:10:10.024]  Ha ha ha.
[03:10:10.024 --> 03:10:11.105]  I'm a comedian guy.
[03:10:11.105 --> 03:10:16.950]  And then he got arrested twice at, uh, I believe it was Greece where he was at.
[03:10:16.950 --> 03:10:18.051]  And, you know, it's just,
[03:10:18.502 --> 03:10:23.763]  People don't realize how real it is because they read all this stuff in the newspapers that are like, oh, it's a fake group.
[03:10:23.763 --> 03:10:24.843]  It doesn't exist.
[03:10:24.843 --> 03:10:27.624]  Well, if it's so fake, why are there checkpoints everywhere?
[03:10:27.624 --> 03:10:35.345]  Why do I have a van of cops at the hotel that I'm at and then another van of cops at the entrance to the hotel to the road?
[03:10:35.345 --> 03:10:39.406]  And then there's two checkpoints going down to the village.
[03:10:39.406 --> 03:10:40.506]  Why so much security?
[03:10:40.506 --> 03:10:45.266]  Because George Carlin said the owners are in control.
[03:10:48.646 --> 03:10:49.927]  It's a big club and you ain't in it.
[03:10:49.927 --> 03:10:51.227]  It's a big group.
[03:10:51.227 --> 03:10:51.868]  Yeah.
[03:10:51.868 --> 03:10:57.011]  That's a club they beat you over the head with.
[03:10:57.011 --> 03:10:59.032]  George Carlin had it right.
[03:10:59.032 --> 03:11:02.754]  I want to get Josh Owens' take on this situation in closing.
[03:11:02.754 --> 03:11:03.514]  Good job, guys.
[03:11:03.514 --> 03:11:04.675]  Great job.
[03:11:04.675 --> 03:11:06.456]  Let's talk to Josh Owens here real quick.
[03:11:06.456 --> 03:11:08.237]  A fellow reporter with Rob Duby just joined us.
[03:11:08.237 --> 03:11:09.137]  Actually, hand him the phone.
[03:11:09.137 --> 03:11:09.778]  Hold on one second.
[03:11:09.778 --> 03:11:15.321]  I want to get your take.
[03:11:16.121 --> 03:11:17.141]  Tell him you're there.
[03:11:17.141 --> 03:11:18.102]  Okay, I'm here.
[03:11:18.102 --> 03:11:23.963]  Okay, Josh, give us your take on what you've seen unfold so far.
[03:11:23.963 --> 03:11:29.825]  Well, I think these are just a bunch of nice guys that are just trying to help us out, you know.
[03:11:29.825 --> 03:11:31.125]  They seem like good people.
[03:11:31.125 --> 03:11:33.266]  I don't think he was really trying to turn my phone off.
[03:11:33.266 --> 03:11:35.486]  I think he was just trying to help me save my battery.
[03:11:35.486 --> 03:11:39.007]  Okay, so I know we were screwing around earlier, but we're not now.
[03:11:39.007 --> 03:11:40.488]  Are you telling me they grabbed at your telephone?
[03:11:40.488 --> 03:11:41.048]  Tell us what happened.
[03:11:42.327 --> 03:11:54.092]  Yeah, well, when we walked into the police station, the one guy who came up, there was a female sitting down, you guys saw it live, and there was another guy that walked up, and he said, what are you doing?
[03:11:54.092 --> 03:12:00.174]  And I said, filming, and he lunged for my camera, and then I pulled it back, and he just walked off.
[03:12:00.174 --> 03:12:02.095]  I think he knew that he knew there was nothing he could do.
[03:12:02.095 --> 03:12:06.957]  Well, there's your headline, Austrian police trying to take reporter's camera.
[03:12:06.957 --> 03:12:09.138]  Yeah, it was an intimidation tactic.
[03:12:12.401 --> 03:12:14.302]  Well we've looked and there's no law.
[03:12:14.302 --> 03:12:19.445]  Charlie Skelton was escorted back by two vehicles even though he was supposedly staying at the same lodge as you.
[03:12:19.445 --> 03:12:22.126]  So I guess they've gotten to the point now of not letting people through.
[03:12:22.126 --> 03:12:23.587]  I guess you're lucky you even made it through.
[03:12:23.587 --> 03:12:26.349]  Austrian police lunge at First Amendment.
[03:12:26.349 --> 03:12:26.509]  Yeah.
[03:12:28.140 --> 03:12:39.332]  Well, when we got stopped at the checkpoint, they made me open every zipper of every bag, and they even tore up the upholstery in the back, where there's usually a tire under there.
[03:12:39.332 --> 03:12:42.955]  They opened it up, there's no tire there, and they ripped up the upholstery.
[03:12:42.955 --> 03:12:47.760]  They pulled up the upholstery to see, I'm not sure what they thought we were smuggling in.
[03:12:47.760 --> 03:12:49.021]  But yeah, it's outrageous.
[03:12:49.021 --> 03:12:50.283]  It's unbelievable.
[03:12:51.909 --> 03:12:57.374]  Well, it's a major governmental secret policy meeting that's totally illegal in the U.S.
[03:12:57.374 --> 03:13:00.396]  and other laws, violates the Logan Act and so many others.
[03:13:00.396 --> 03:13:01.617]  It's racketeering.
[03:13:01.617 --> 03:13:04.820]  I mean, they talk about the Soccer Association meeting and secret stuff.
[03:13:04.820 --> 03:13:06.541]  This is the real deal.
[03:13:06.541 --> 03:13:14.108]  And the people that go from LIBOR with all the rigging of the banks, rigging of the interest rates, rigging of the currency rates, this is a criminal mafia.
[03:13:14.108 --> 03:13:17.070]  This is the Mega Mafia 2.0.
[03:13:17.070 --> 03:13:19.012]  Alright, well Josh, anything else you'd like to add?
[03:13:20.669 --> 03:13:27.855]  I just, I believe, you know, this is just the second day we've been here, and I hate to say it, but it seems like this stuff is just going to keep getting worse.
[03:13:27.855 --> 03:13:29.997]  You know, they freaked out at first when we weren't filming.
