[00:00:00.009 --> 00:00:01.439]  The Alex Jones Show!
[03:16:46.900 --> 03:16:49.402]  So again, complete hypocrisy on the media narrative.
[03:16:50.242 --> 03:16:55.586]  And they're desperate to stop these Russian airstrikes because they're actually having an impact and killing ISIS.
[03:16:56.347 --> 03:16:58.528]  Which the US and NATO don't want.
[03:16:58.568 --> 03:17:04.673]  They want ISIS to remain in the region because their goal, their endgame, is not to destroy ISIS.
[03:17:05.053 --> 03:17:07.195]  It's to topple President Bashar al-Assad.
[03:17:08.256 --> 03:17:11.238]  And of course that goal is shared by ISIS.
[03:17:11.318 --> 03:17:17.863]  So it's in their interest to keep them in the region and that's why the offensive against ISIS has been so weak.
[03:17:17.963 --> 03:17:20.105]  Russia comes along and completely obliterates it.
[03:17:21.055 --> 03:17:43.726]  Then you've got this whole narrative about, you know, you had McCain last week come out and say, we should arm the Syrian rebels to take out Russian fighter jets because we did it in Afghanistan and it was such a success, it didn't lead to the rise of the Taliban, it didn't lead to the rise of Al Qaeda, it didn't lead to the rise of Osama Bin Laden and 9-11.
[03:17:43.786 --> 03:17:47.107]  No, it was a complete success and that's what we should do again.
[03:17:47.147 --> 03:17:48.108]  So that's, again,
[03:17:48.971 --> 03:17:51.053]  They're trying to create a provocation.
[03:17:51.753 --> 03:18:04.424]  Now, if you remember back in 2003, this leaked memo before the Iraq war, when they were trying to find a justification for the Iraq war, the whole weapons of mass destruction narrative was failing.
[03:18:05.845 --> 03:18:08.107]  31st of January 2003, we had this memo.
[03:18:08.947 --> 03:18:12.170]  Confidential memo reveals US plans to provoke an invasion of Iraq.
[03:18:12.725 --> 03:18:14.127]  Quote, this is a Guardian article,
[03:18:30.669 --> 03:18:32.250]  So there was a plan on record.
[03:18:32.731 --> 03:18:34.012]  It was never put into action.
[03:18:34.412 --> 03:18:43.059]  But there was a plan to fake a shoot down of a U-2 plane over Iraq to blame it on Saddam Hussein and create a pretext for the invasion.
[03:18:43.539 --> 03:18:49.503]  Over the past few days, we've had these Russian fighter jets almost collide with Israeli jets.
[03:18:49.884 --> 03:18:51.945]  We've had them go into Turkish territory.
[03:18:52.366 --> 03:18:55.188]  Turkey turns them back, these Russian fighter jets.
[03:18:56.068 --> 03:18:59.251]  And basically they're saying that Turkey would have had the right to shoot down
[03:18:59.878 --> 03:19:08.782]  Those Russian fighter jets, again echoing John McCain's rhetoric, that we should arm these individuals to shoot down these Russian fighter jets.
[03:19:08.822 --> 03:19:12.263]  So they're trying to create a precedent, they're trying to create a provocation.
[03:19:12.964 --> 03:19:14.404]  And I'm not saying this is going to happen.
[03:19:15.165 --> 03:19:27.690]  But it could be that they would stage a kind of collision, a mid-air collision, between maybe Israeli and Turkish fighter jets, to blame it on Russia as a pretext to go to the UN and say,
[03:19:28.137 --> 03:19:30.783]  These Russian airstrikes on ISIS need to stop.
[03:19:31.244 --> 03:19:33.889]  Even though they're not killing civilians, no evidence of that.
[03:19:34.130 --> 03:19:36.815]  They're taking out ISIS command centres.
[03:19:38.055 --> 03:19:39.456]  And they're having a massive impact.
[03:19:39.856 --> 03:19:40.696]  But they don't like that.
[03:19:41.496 --> 03:19:52.281]  So I think there could be some kind of provocation on the score of this UN plan back in 2003 to create this false reason to invade Iraq.
[03:19:52.341 --> 03:19:54.421]  They could go with that narrative once again.
[03:19:54.442 --> 03:19:56.102]  That's what it seems to be building up to.
[03:19:56.482 --> 03:19:58.903]  We'll explore that and more after the break.
[03:19:59.383 --> 03:20:01.044]  This is the Alex Jones Show Live.
[03:20:01.264 --> 03:20:02.505]  I'm Paul Joseph Watson.
[03:20:02.565 --> 03:20:03.025]  Stay tuned.
[03:20:09.025 --> 03:20:19.571]  Dozens of diseases ranging from the common cold and flu to MRSA and pneumonia are all caused by infectious pathogens that often get the upper hand on conventional medical treatments.
[03:20:20.092 --> 03:20:23.854]  Fortunately, a simple, safe and effective alternative exists.
[03:20:24.354 --> 03:20:37.482]  Supernatural Silver is a new and vastly improved type of silver solution that is safe and extremely effective against 143 types of bacteria, both forms of viruses, mold and yeast, and a limited number of parasites.
[03:20:37.902 --> 03:20:39.863]  It can even purify water!
[03:20:40.223 --> 03:20:44.904]  Supernatural Silver comes in both liquid and gel for internal or external use.
[03:20:45.224 --> 03:20:56.406]  With over 180 scientific studies by independent universities, hospitals, research institutions, and nursing homes, Supernatural Silver is a powerful weapon in the fight against disease.
[03:20:56.646 --> 03:21:06.089]  To see how Supernatural Silver can give you and your loved ones protection and peace of mind, go to SupernaturalSilver.com and use the promo code SILVER2015 for 20%
[03:21:07.449 --> 03:21:07.881]  Set off!
[03:21:08.687 --> 03:21:09.828]  I want more candy!
[03:21:09.848 --> 03:21:10.528]  I want more video games!
[03:21:10.849 --> 03:21:11.349]  Mine!
[03:21:11.649 --> 03:21:11.769]  Mine!
[03:21:11.789 --> 03:21:11.889]  Mine!
[03:21:38.827 --> 03:21:45.009]  Working with my team, we set out to find the best formula with the highest quality ingredients that children would actually like and take.
[03:21:45.209 --> 03:21:52.631]  We worked with the leading manufacturer in nutritional supplements that are safe for children to bring you the most affordable and powerful calming formula out there.
[03:21:52.891 --> 03:22:00.053]  Introducing ChildEase with herbs and calming extracts like chamomile and lemon balm and essential nutrients that taste great.
[03:22:00.313 --> 03:22:03.754]  Obtain your ChildEase today at InfoWarsLife.com.
[03:22:03.934 --> 03:22:06.795]  That's ChildEase exclusively at InfoWarsLife.com.
[03:22:08.035 --> 03:22:12.298]  At 30dayfoodsupply.com, we get a lot of questions, and here are some of the answers.
[03:22:12.718 --> 03:22:15.540]  Our products are naturally low in salt, a quarter of many others.
[03:22:15.880 --> 03:22:22.944]  At $6.77 per pound, dehydrated weight, or 277 calories per dollar, we're one of the least expensive in the industry.
[03:22:23.284 --> 03:22:26.266]  Everything is non-GMO and MSG free.
[03:22:26.547 --> 03:22:28.448]  We gladly make free substitutions.
[03:22:28.768 --> 03:22:30.369]  Most orders ship the next business day.
[03:22:31.611 --> 03:22:38.021]  $99 is our everyday price at both 800-700-2184 and 30dayfoodsupply.com.
[03:22:38.361 --> 03:22:45.572]  Our meals are naturally high in fiber, carbs, and protein, and we put a high value on your privacy, and we never use high-pressure sales.
[03:22:46.073 --> 03:22:49.277]  Everything is packaged and shipped from our plant in Southern Oregon.
[03:22:49.597 --> 03:22:51.820]  Call 800-700-2184 and purchase our 30-day, 90-serving emergency food supply for only $99.
[03:22:52.120 --> 03:22:53.962]  And $10 ships your entire order to the lower 48.
[03:22:54.002 --> 03:22:54.563]  Visit the website.
[03:23:02.872 --> 03:23:12.201]  Most of us already know that taking a fish oil supplement to boost omega-3s is a good idea.
[03:23:12.361 --> 03:23:16.285]  But did you know that about 60% of Americans are actually deficient in omega-3s?
[03:23:16.445 --> 03:23:20.669]  Did you know that most fish oil products contain only about 25% omega-3s and the remaining 75% is undesirable fish fat?
[03:23:23.792 --> 03:23:28.815]  Heck, did you know that more than 90% of fish oil supplements sold in the USA are not even made here?
[03:23:29.035 --> 03:23:37.519]  If you want to boost your Omega-3s using the finest American-made fish oil, check out Nutrigold fish oil supplements on www.fishoil.best.
[03:23:37.739 --> 03:23:40.701]  Nutrigold fish oils are independently 5-star certified.
[03:23:41.021 --> 03:23:42.963]  And guaranteed to be exceptionally pure.
[03:23:43.083 --> 03:23:44.524]  That means no more fish burps.
[03:23:44.704 --> 03:23:50.609]  Best of all, just one Nutrigold fish oil capsule contains more Omega-3s than four standard fish oil capsules.
[03:23:50.769 --> 03:24:00.817]  Go to www.fishoil.best or call 888-920-1497 and use promo code BESTFISHOIL to get a free one month supply.
[03:24:00.997 --> 03:24:04.479]  That's www.fishoil.best or call 888-920-1497.
[03:24:24.486 --> 03:24:26.507]  We're back live.
[03:24:26.868 --> 03:24:28.869]  It's the Alex Jones Show 4th Hour Overdrive.
[03:24:28.929 --> 03:24:30.230]  I'm your host Paul Joseph Watson.
[03:24:30.650 --> 03:24:37.195]  Dr. Corey Jackson coming up in a second with a news update but I just want to direct you to the Infowars store of course.
[03:24:37.675 --> 03:24:39.856]  This is how we operate with your support.
[03:24:39.896 --> 03:24:41.838]  We're not funded by George Soros.
[03:24:42.278 --> 03:24:44.199]  We're not funded by the US government.
[03:24:44.259 --> 03:24:45.760]  We're not funded by NGOs.
[03:24:45.780 --> 03:24:52.565]  We're not funded by anyone other than you buying the products, getting the subscriptions and that has allowed us to expand
[03:24:53.186 --> 03:25:15.292]  Over the past 10-15 years to the point where we're now challenging the mainstream media narrative and having a massive impact on a number of issues, InfoWarsStore.com Liver Shield is back in stock and it's on sale at £29.95, an enhanced blend of powerful herbs that support normal cleansing and function of the lidder and gallbladder, so that's
[03:25:15.720 --> 03:25:16.961]  InfoWarsStore.com.
[03:25:17.261 --> 03:25:19.803]  Also, Survival Shield X2 Nascent Iodine.
[03:25:20.404 --> 03:25:23.346]  Again, $30 saving on that product.
[03:25:23.706 --> 03:25:24.347]  It's in stock.
[03:25:24.387 --> 03:25:25.508]  It's available right now.
[03:25:25.888 --> 03:25:30.972]  With excellent third-party reviews, you can go and check out what the people have said about these products.
[03:25:31.072 --> 03:25:32.333]  We don't write those reviews.
[03:25:32.393 --> 03:25:37.217]  Those are people who buy the products, use them for themselves, and get massive benefit out of them.
[03:25:37.877 --> 03:25:40.379]  Survival Shield X2 Nascent Iodine.
[03:25:40.819 --> 03:25:42.401]  InfoWarsStore.com.
[03:25:42.721 --> 03:25:44.602]  Help support the broadcast.
[03:25:44.642 --> 03:25:45.443]  Help us grow.
[03:25:46.064 --> 03:25:49.285]  And take on the mainstream media in the InfoWars.
[03:25:49.785 --> 03:25:52.526]  Ja'Kari Jackson, you've got some news updates there.
[03:25:52.546 --> 03:25:53.347]  Go ahead, Ja'Kari.
[03:25:54.167 --> 03:25:54.627]  Thank you, Paul.
[03:25:54.967 --> 03:25:57.708]  Ja'Kari Jackson back here in the Central Texas Command Center.
[03:25:57.728 --> 03:26:01.569]  We're going to look at some of the top articles on InfoWars.com.
[03:26:02.190 --> 03:26:02.830]  We'll start with this.
[03:26:02.890 --> 03:26:06.571]  Texas top cop, ISIS may be infiltrating border.
[03:26:06.591 --> 03:26:08.872]  This is a great article by Adan Salazar.
[03:26:09.472 --> 03:26:13.455]  And we spent a lot of time on the Texas border over the past, I guess, year and a half now.
[03:26:14.076 --> 03:26:18.939]  Myself and Adan, we were down there last year and we were talking to ICE agents, Border Patrol agents.
[03:26:19.299 --> 03:26:23.643]  They say, yes, we do have people coming over the border, whether they're MS-13 or ISIS.
[03:26:24.043 --> 03:26:29.467]  In the case of this article, we see various reports of people, MS-13, going to other parts of the country.
[03:26:29.947 --> 03:26:35.171]  And just goes to show that not everybody coming into the country is from Central or South America.
[03:26:35.211 --> 03:26:39.153]  You have people coming in from all over the world, some people with very legitimate reasons.
[03:26:39.473 --> 03:26:41.655]  You know, they're worried about the violence in Syria.
[03:26:41.675 --> 03:26:45.858]  They're worried about the drug war in Mexico or failed drug war as it may be.
[03:26:45.938 --> 03:26:48.419]  So some people have very legitimate concerns for coming here.
[03:26:48.780 --> 03:26:51.742]  But they also have to realize that it's a lot of U.S.
[03:26:51.782 --> 03:26:54.123]  intervention that are making some of these situations worse.
[03:26:54.463 --> 03:26:59.407]  Case in point, the drug cartels getting their weapons from Fast and Furious and also
[03:27:00.267 --> 03:27:05.149]  Isis and other people having things airdropped courtesy of the Obama and Western-backed governments.
