[00:00:06.583 --> 00:00:08.144]  Oh, baby!
[02:44:21.498 --> 02:44:33.986]  But we selected InfoWars because these are the people of all of the media that's putting out to the people freedom of speech, thought, and spirit.
[02:44:34.526 --> 02:44:37.491]  No one is doing it to the level that you are.
[02:44:37.491 --> 02:44:41.837]  So we decided this is the one we're going to first.
[02:44:41.837 --> 02:44:45.122]  And going back to the top trends, bankism.
[02:44:46.243 --> 02:44:49.306]  People are saying this is a failure of capitalism.
[02:44:49.306 --> 02:44:50.167]  No, it's not.
[02:44:50.167 --> 02:44:51.449]  It's bankism.
[02:44:51.449 --> 02:44:53.411]  The banks are in control.
[02:44:53.411 --> 02:45:04.984]  And the person that's writing this story for us in the Trends Journal, and we have the synopsis out now, is Nomi Prins, who of course wrote that great book, All the President's Bankers.
[02:45:05.524 --> 02:45:08.505]  So, don't complain about capitalism.
[02:45:08.505 --> 02:45:10.206]  Four words killed it.
[02:45:10.206 --> 02:45:12.007]  Everybody knows what they are.
[02:45:12.007 --> 02:45:13.647]  Too big to fail.
[02:45:13.647 --> 02:45:24.392]  Brought to you by Henry Paulson, former CEO of the Goldman Sachs gang, now playing big roles as Frankenstein in a freak show near you!
[02:45:24.392 --> 02:45:25.492]  What else do we have?
[02:45:25.492 --> 02:45:26.293]  Hey!
[02:45:27.173 --> 02:45:29.456]  The grand manipulation.
[02:45:29.456 --> 02:45:31.799]  It is no free markets.
[02:45:31.799 --> 02:45:33.401]  Everything is rigged.
[02:45:33.401 --> 02:45:35.404]  We know LIBOR is rigged.
[02:45:35.404 --> 02:45:38.068]  Eh, only to 700 trillion dollars.
[02:45:38.068 --> 02:45:39.910]  That's right, the interest rates.
[02:45:39.910 --> 02:45:42.493]  But, we're not gonna punish anybody!
[02:45:42.493 --> 02:45:43.074]  No, no, no!
[02:45:43.755 --> 02:45:46.797]  They're just misdeeds and they misled.
[02:45:46.797 --> 02:45:57.665]  So we'll only find them and the same thing with the Forex, the currency exchange of which they trade $5.3 trillion a day.
[02:45:57.665 --> 02:46:05.891]  On and on, gold manipulation as detailed and written in this issue by Dr. Paul Craig Roberts.
[02:46:05.891 --> 02:46:08.413]  Other big trend, price wards.
[02:46:09.468 --> 02:46:11.030]  Get ready for it.
[02:46:11.030 --> 02:46:12.071]  Here's something.
[02:46:12.071 --> 02:46:14.314]  This is going to go out later.
[02:46:14.314 --> 02:46:17.298]  We just started writing about it today.
[02:46:17.298 --> 02:46:19.441]  This is a headline.
[02:46:19.441 --> 02:46:24.687]  If these equity markets continue to go in the direction that they are,
[02:46:26.343 --> 02:46:34.429]  This is gonna be a rocket that's gonna knock Santa out of the sky, and the retail sales are gonna plummet.
[02:46:34.429 --> 02:46:37.791]  Look what already happened with Black Friday.
[02:46:37.791 --> 02:46:39.992]  Came in on the red, didn't it?
[02:46:39.992 --> 02:46:46.357]  No, it didn't go up 4.1%, as the National Retail Federation had predicted.
[02:46:46.357 --> 02:46:48.498]  Down 11%.
[02:46:48.498 --> 02:46:53.241]  Now you pile on that declining markets, fear,
[02:46:54.302 --> 02:47:09.136]  Fear spreading across the world of the overblown equity markets that were only propped up because of low interest rates and trillions of dollars of phony money flooding in.
[02:47:09.136 --> 02:47:15.723]  You're going to see a disastrous Christmas, which brings us to the trend price wars.
[02:47:16.584 --> 02:47:18.965]  You're going to see 50 percent, 75 percent.
[02:47:18.965 --> 02:47:31.172]  They're going to want to unload the garbage that they have made in China at any price they could get rather than being caught with oversupply of product.
[02:47:31.172 --> 02:47:39.116]  You look at the sales, even at the luxury end, Prada is getting blown away one after another.
[02:47:39.756 --> 02:47:44.560]  So when you start putting these trends together, how do they get your mind off it?
[02:47:44.560 --> 02:47:46.001]  I'll tell you how.
[02:47:46.001 --> 02:47:48.703]  You saw what they did with ISIS, remember?
[02:47:48.703 --> 02:47:51.165]  They beheaded those guys.
[02:47:51.165 --> 02:47:53.347]  Ooh, beheadings are bad.
[02:47:53.347 --> 02:47:54.988]  Drones away?
[02:47:54.988 --> 02:47:56.189]  Ah, that's okay.
[02:47:56.189 --> 02:47:59.192]  That's a clean blowout, man.
[02:47:59.192 --> 02:48:00.193]  Bombs?
[02:48:00.193 --> 02:48:00.973]  Fine.
[02:48:00.973 --> 02:48:03.836]  But no beheadings, and the people buy it.
[02:48:03.836 --> 02:48:05.417]  They buy it like they buy 32-ounce
[02:48:07.808 --> 02:48:09.909]  Phosphorescent slurpees!
[02:48:09.909 --> 02:48:11.950]  You could sell them anything!
[02:48:11.950 --> 02:48:20.595]  So when you start putting the trends together, and keep looking where it's going, you go back into the positive ones, like you said.
[02:48:20.595 --> 02:48:23.456]  The millennial generation.
[02:48:23.456 --> 02:48:28.639]  They are going to be ripe for retrograde.
[02:48:28.639 --> 02:48:34.602]  This is the only generation coming up where they're looking, and those of us that are old enough,
[02:48:35.379 --> 02:48:43.686]  Remember that all our lives, the polls used to show the future is going to be greater than the present.
[02:48:43.686 --> 02:48:45.107]  Not anymore!
[02:48:45.107 --> 02:48:50.392]  Now they look at the future, they say, Marron, it's bad now, it's only going to get worse.
[02:48:50.392 --> 02:48:55.416]  They're looking for a future that they're going to take from the past.
[02:48:55.416 --> 02:49:00.581]  Remember, the Renaissance in Italy happened after the Black Plague.
[02:49:02.861 --> 02:49:05.022]  60% of Europeans were killed.
[02:49:05.022 --> 02:49:06.122]  They were dead.
[02:49:06.122 --> 02:49:09.463]  They realized, what are we doing wrong?
[02:49:09.463 --> 02:49:11.743]  So they went back to the past.
[02:49:11.743 --> 02:49:15.524]  A renaissance, a rebirth, a rediscovery.
[02:49:15.524 --> 02:49:17.024]  Retrograde.
[02:49:17.024 --> 02:49:21.505]  They're going to take from the past and retrofit it for the future.
[02:49:21.505 --> 02:49:26.046]  This is one of the biggest trends that people should look into.
[02:49:26.046 --> 02:49:27.906]  Because the millennial generation
[02:49:28.766 --> 02:49:30.647]  A lot, they're not stupid.
[02:49:30.647 --> 02:49:33.228]  A lot of these kids are really shocked.
[02:49:33.228 --> 02:49:35.289]  And they know they're getting shafted.
[02:49:35.289 --> 02:49:42.652]  And they can see who the shafter is, and they know they're getting it on the blunt end.
[02:49:42.652 --> 02:49:46.714]  So, manufacturers, it ties into local.
[02:49:46.714 --> 02:49:48.854]  It ties into high quality.
[02:49:48.854 --> 02:49:54.577]  You will finding out our research at music schools, these kids aren't going back to rock and roll.
[02:49:55.177 --> 02:49:57.439]  They're not going back to Louis Armstrong.
[02:49:57.439 --> 02:49:59.740]  They're not going back to Ella Fitzgerald.
[02:49:59.740 --> 02:50:02.082]  They're going back to Bessie Smith.
[02:50:02.082 --> 02:50:05.064]  They're going back to Django Reinhardt.
[02:50:05.064 --> 02:50:06.005]  Beyond.
[02:50:06.005 --> 02:50:09.107]  They're going back to Jelly Roll Morton.
[02:50:09.107 --> 02:50:11.769]  They're going back to the roots.
[02:50:11.769 --> 02:50:16.493]  The roots of America that made this country what it was.
[02:50:16.493 --> 02:50:20.096]  Anybody can complain and I don't want to hear the stories.
[02:50:20.096 --> 02:50:21.477]  I'm very aware of them.
[02:50:22.216 --> 02:50:24.958]  What we did to the genocide of the Indians.
[02:50:24.958 --> 02:50:27.881]  The inequality that we did to blacks.
[02:50:27.881 --> 02:50:29.302]  I'm very familiar with it.
[02:50:30.247 --> 02:50:34.670]  But, this was also the land of opportunity.
[02:50:34.670 --> 02:50:36.311]  I make this very clear.
[02:50:36.311 --> 02:50:37.052]  Gerald, stay there.
[02:50:37.052 --> 02:50:38.533]  Explain this when we come back.
[02:50:38.533 --> 02:50:41.034]  And we're going to look at some of the other trends.
[02:50:41.034 --> 02:50:42.395]  With Gerald Cilente straight ahead.
[02:50:42.395 --> 02:50:45.597]  I'm Alex Jones, your host, InfoWars.com.
[02:50:45.597 --> 02:50:47.118]  Check out and get the new magazine.
[02:50:47.118 --> 02:50:49.280]  It's excellent at TrendsResearch.com.
[02:50:49.280 --> 02:50:53.843]  You can also subscribe and see the nightly news at PrisonPlanet.tv.
[02:50:53.843 --> 02:50:57.505]  We always have the free feeds for the daily radio show at InfoWars.com.
[02:50:57.505 --> 02:50:58.426]  Stay with us.
[02:51:00.447 --> 02:51:04.431]  We all have our own idea about what being safe and secure means.
[02:51:04.431 --> 02:51:09.935]  The doors lock, bills are paid, you've got a job that keeps the lights on, and a home to call your own.
[02:51:09.935 --> 02:51:12.338]  But what happens when Mother Nature throws a curveball?
[02:51:15.149 --> 02:51:19.430]  Are you prepared to live without electricity or passable roads for weeks at a time?
[02:51:19.430 --> 02:51:21.550]  Do you even have a plan B?
[02:51:21.550 --> 02:51:24.831]  If you do, are you willing to bet your life on it?
[02:51:24.831 --> 02:51:26.092]  Children left with no home.
[02:51:26.092 --> 02:51:27.912]  And no one's coming to help them.
[02:51:27.912 --> 02:51:30.753]  The first step towards self-reliance in the face of disaster.
[02:51:30.953 --> 02:51:33.374]  Is a visit to MyPatriotsupply.com.
[02:51:33.374 --> 02:51:41.217]  There you'll find the absolute best prices on storable foods, non-GMO seeds, emergency water filtration devices, and so much more.
[02:51:41.217 --> 02:51:45.498]  All orders over $49 qualify for free shipping in the lower 48 states.
[02:51:45.498 --> 02:51:47.579]  Call 866-229-0927.
[02:51:47.579 --> 02:51:49.840]  That's 866-229-0927.
[02:51:49.840 --> 02:51:53.481]  And speak to one of our preparedness advisors today.
[02:51:53.481 --> 02:51:56.322]  Or visit us at MyPatriotsupply.com.
[02:51:56.322 --> 02:51:59.603]  Remember, before it's time to survive, it's time to prepare.
[02:52:00.003 --> 02:52:01.324]  The experts are clear.
[02:52:01.324 --> 02:52:08.430]  Sunlight, purified water, healthy non-GMO food, and having a good attitude is essential to a healthy immune system.
[02:52:08.430 --> 02:52:14.696]  But I go further with Super Nascent Iodine X2 from Infowarslife.com.
[02:52:14.696 --> 02:52:22.663]  50% stronger than our original and revolutionary Nascent Iodine formula, coming from a deep earth crystal source that no other supplier has.
[02:52:22.663 --> 02:52:27.687]  Most other forms of iodine come from seaweed in areas plagued by Fukushima and other contaminants.
[02:52:27.947 --> 02:52:28.967]  Not our iodine.
[02:52:28.967 --> 02:52:32.768]  It comes from over 200 million year old crystal salt deposits.
[02:52:32.768 --> 02:52:35.329]  And is tested and proven to be completely pure.
[02:52:35.329 --> 02:52:37.350]  Visit InfoWarsLife.com today.
[02:52:37.350 --> 02:52:38.910]  See the informational videos.
[02:52:38.910 --> 02:52:40.891]  Read the information there compiled.
[02:52:40.891 --> 02:52:44.792]  And for a limited time, will you use promo code NOW at checkout.
[02:52:44.892 --> 02:52:50.238]  You get an additional 5% off the entire family of InfoWarsLife.com products.
[02:52:50.238 --> 02:52:55.684]  Secure your Survival Shield X2 today at InfoWarsLife.com or call toll free 888-253-3139.
[02:52:59.810 --> 02:53:03.732]  Digestive health is key to wellness and Pro-EM1 is the key to digestive health.
[02:53:03.732 --> 02:53:10.215]  Pro-EM1 is a daily liquid probiotic that improves food absorption and supports weight loss by removing toxins from your system.
[02:53:10.215 --> 02:53:16.338]  Recommended by doctors, Pro-EM1 is 100% natural, organic, non-GMO, wheat, soy, gluten and dairy free.
[02:53:16.338 --> 02:53:19.900]  Call us today at 888-611-8025 or visit proem1.com to save over $25 on your order.
[02:53:19.900 --> 02:53:20.921]  That's 888-611-8025 or proem1.com.
[02:53:29.645 --> 02:53:33.728]  The CDC just announced flu vaccines may have the wrong strain of flu virus.
[02:53:33.728 --> 02:53:35.129]  You may not be protected.
[02:53:35.129 --> 02:53:39.733]  Whatever your lifestyle, your immune system is critical and Imudine provides your immune support.
[02:53:39.733 --> 02:53:42.775]  Doctor recommended, stimulant free and not found in pharmacies.
[02:53:42.775 --> 02:53:46.438]  Go to Imudine.com to find out more or to place an order.
[02:53:46.438 --> 02:53:46.899]  Or call 866-257-8668.
[02:53:46.899 --> 02:53:48.180]  That's I-M-M-U-D-Y-N-E dot com or 866-257-8668.
[02:53:48.180 --> 02:53:51.682]  Remember, Imudine is key support for your immune system.
[02:54:16.024 --> 02:54:24.251]  I think what Gerald's getting at, as the break cut him off, Alex Jones here back live, is that you have to look at the time we lived in, 250 years ago.
[02:54:24.251 --> 02:54:31.677]  We're only taught about America's evils, but when compared to other countries, it was very tame, in some cases.
[02:54:31.677 --> 02:54:33.258]  In some, it was very barbarous.
[02:54:33.258 --> 02:54:44.768]  But the idea of not having a big government, not having royalty that's being bowed to in the White House today, the idea of the little people having ideas and quality
[02:54:45.987 --> 02:55:00.292]  And I'm already seeing this renaissance as liberal trendies that move to Austin are not just going out and learning how to square dance, and I'm not saying that's even good, but it's good to see them trying to do something folky or authentic.
[02:55:00.292 --> 02:55:01.572]  They're going out and buying guns.
[02:55:01.572 --> 02:55:04.353]  They're going out and buying four-wheel drive trucks.
[02:55:04.353 --> 02:55:08.455]  They are breaking with the system and becoming more libertarian, more rugged.
