[00:00:00.649 --> 00:00:05.070]  This is truly an Emergency Saturday Broadcast.
[02:11:50.515 --> 02:11:52.396]  I am recognizing that.
[02:11:52.396 --> 02:12:01.441]  And I told Joe Rogan this morning, I'm not going to get into the details of it, but I said, I'm going to do a pivot here, and I'm going to even take off some time to show people how I never take off.
[02:12:01.441 --> 02:12:05.683]  When I take off a week, if it becomes a huge national news story, like where's Alex Jones, I'll probably take a month off, folks.
[02:12:06.699 --> 02:12:14.601]  And it's about me getting ready, me getting prepared, but it's also about the seriousness for everybody to say this isn't about just being on TV or the radio.
[02:12:14.601 --> 02:12:17.122]  This is dangerous times we're in, folks.
[02:12:17.122 --> 02:12:21.363]  And we all should be having a gut check, everybody, and asking ourselves, what are we going to do?
[02:12:21.363 --> 02:12:29.965]  Because if they're able to trigger a civil war like they're saying they're going to do, then it's going to be the smokestream for the financial collapse that they're trying to cover up.
[02:12:30.615 --> 02:12:36.498]  Jesus spent some time in the wilderness before he ultimately accomplished what he was sent here to do.
[02:12:36.498 --> 02:12:37.478]  Take some time, Alex.
[02:12:37.478 --> 02:12:41.360]  I don't want to compare myself to that, but I think all Americans should.
[02:12:41.360 --> 02:12:42.980]  I mean, here's some of the headlines right here.
[02:12:42.980 --> 02:12:55.666]  I've got a whole stack of news here, Norm, where they are openly saying that, I mean, their civil war is imminent, and they're going to have to arrest all the Trump supporters, and now they're putting concrete barriers up behind the fence at the White House.
[02:12:56.567 --> 02:12:57.889]  I mean, what are they getting ready for?
[02:13:12.609 --> 02:13:15.591]  We're becoming strangers to ourselves and that's dangerous.
[02:13:15.591 --> 02:13:23.754]  Cicero once said that a republic wasn't just any collection of people, it was a people bound together by common conceptions of right and common interests.
[02:13:23.754 --> 02:13:25.895]  We've lost our common conceptions of right.
[02:13:25.895 --> 02:13:28.196]  We need to refine them, we need to regroup.
[02:13:28.196 --> 02:13:37.401]  We don't need violence, we need reason and we need to come together and we need to call out the elites who are attempting to divide us for profit and say to themselves, this is our country, not yours.
[02:13:38.286 --> 02:13:38.987]  Absolutely.
[02:13:38.987 --> 02:13:54.978]  All right, Norm Patus, we're going to end this transmission with a seven, eight year old clip about dehumanization and Soylent Green, because now a bunch of states have passed Soylent Green laws where they grind up the humans and then put them into the produce and help grow crops with them.
[02:13:54.978 --> 02:13:57.060]  And they're putting nanoparticles in the food.
[02:13:57.060 --> 02:14:00.602]  We covered that hours ago now here, but it's very, very important.
[02:14:00.602 --> 02:14:02.524]  So we're going to end with that.
[02:14:02.524 --> 02:14:05.306]  And again, if I'm able to be on air tomorrow, you never know these days.
[02:14:05.946 --> 02:14:07.287]  I'll be back at 4 p.m.
[02:14:07.287 --> 02:14:08.927]  Central Standard Time.
[02:14:08.927 --> 02:14:11.668]  Please remember ResetWars.com.
[02:14:11.668 --> 02:14:13.028]  Got a big sale going on that.
[02:14:13.028 --> 02:14:15.249]  It's a great two-part course we did.
[02:14:15.249 --> 02:14:17.570]  Really powerful, fundamental information and it keeps us on air.
[02:14:17.570 --> 02:14:21.631]  So I want to thank everybody that is supporting us at ResetWars.com and separately...
[02:14:22.836 --> 02:14:29.164]  I said Friday or Thursday that the sale on Vitamin Mineral Fusion would end because it is selling out.
[02:14:29.164 --> 02:14:32.247]  But I've been too busy to cut ads or do the new sale.
[02:14:32.247 --> 02:14:35.551]  So we didn't get one of our other products back in that I haven't put back on sale yet.
[02:14:35.551 --> 02:14:38.194]  But Survival Shield X2 is also 50% off.
[02:14:38.194 --> 02:14:39.015]  That's going to end in a week.
[02:14:39.904 --> 02:14:46.548]  I will cut ads on Monday, and we will no longer have this sale by Tuesday.
[02:14:46.548 --> 02:14:48.069]  So I want to thank you all for your support.
[02:14:48.069 --> 02:14:50.371]  Bottom Mineral Fusion, Infowars.com.
[02:14:50.371 --> 02:15:03.299]  Literally everything we're able to do on air, despite all the censorship and the attacks and the deplatforming and the debanking and the subpoenas and all of it, because when the FBI shows up and goes through your bank accounts, they're like, what's going on?
[02:15:03.299 --> 02:15:05.320]  Well, we're not going to tell you, but it's a terrorism investigation.
[02:15:06.053 --> 02:15:08.134]  You know, boom, you're off the air.
[02:15:08.134 --> 02:15:11.755]  We've been able to survive that because we were already waiting for this and ready.
[02:15:11.755 --> 02:15:17.257]  But we are entrenched back to our final redoubt.
[02:15:17.257 --> 02:15:19.558]  And that's okay, because we knew we'd be here in this time.
[02:15:19.558 --> 02:15:24.220]  And it'll probably be a big wake-up call, not because I take off a month on my own.
[02:15:24.220 --> 02:15:29.302]  That's kind of me foreshadowing to everybody that, hey, this is the end, folks.
[02:15:29.302 --> 02:15:31.843]  And so I am going to take off at least three weeks.
[02:15:32.870 --> 02:15:34.811]  Very, very soon.
[02:15:34.811 --> 02:15:37.872]  And it's going to cause a big hubbub, and we intend it to.
[02:15:37.872 --> 02:15:45.274]  But it's also because I need this time to really meditate and focus and pray and decide what the best course is.
[02:15:45.274 --> 02:15:47.575]  And they got human cloning going on.
[02:15:47.575 --> 02:15:49.016]  They got human-animal cloning going on.
[02:15:49.016 --> 02:15:50.396]  They created the bioweapon.
[02:15:50.396 --> 02:15:52.337]  They're injecting our children with this garbage.
[02:15:52.337 --> 02:15:54.738]  I mean, this is a very, very serious time.
[02:15:54.738 --> 02:15:58.119]  And I've got to get right with God and everything else.
[02:15:58.379 --> 02:16:00.941]  So I want to thank the crew for the amazing job they've done.
[02:16:00.941 --> 02:16:02.302]  Norm Pattis, thank you so much.
[02:16:02.302 --> 02:16:03.282]  Thanks for having me.
[02:16:03.282 --> 02:16:04.043]  Anything else?
[02:16:04.043 --> 02:16:05.364]  60 seconds you want to add at the end here?
[02:16:05.364 --> 02:16:05.624]  No.
[02:16:05.624 --> 02:16:06.284]  It's commercial free.
[02:16:06.284 --> 02:16:07.385]  We've got lots of time.
[02:16:07.385 --> 02:16:09.006]  How do folks find your podcast?
[02:16:09.006 --> 02:16:12.809]  Well, Law and Legitimacy, it's a relative... Notice it pops up on Spotify.
[02:16:13.134 --> 02:16:13.814]  Well, there you go.
[02:16:13.814 --> 02:16:15.655]  Law and Legitimacy, it's a podcast.
[02:16:15.655 --> 02:16:20.737]  We try to bring you a perspective on the law, usually from practicing lawyers, an hour or so interview.
[02:16:20.737 --> 02:16:24.459]  From time to time, I'll do a rant, but not often enough, my producer tells me.
[02:16:24.459 --> 02:16:28.541]  But Law and Legitimacy, give us a five-star rating and support us on Patreon.
[02:16:28.541 --> 02:16:29.881]  We need your help.
[02:16:29.881 --> 02:16:31.462]  All right, Norm Pattis.
[02:16:31.462 --> 02:16:35.404]  OK, here is that report that I mentioned, an oldie but a goodie.
[02:16:35.404 --> 02:16:36.264]  It's very nightmarish.
[02:16:36.264 --> 02:16:37.144]  It's happening.
[02:16:37.144 --> 02:16:40.946]  And then hopefully you will share this video report because that's the real magic.
[02:16:40.946 --> 02:16:41.827]  Thank you so much.
[02:16:41.827 --> 02:16:42.687]  Good luck and God bless.
[02:16:50.379 --> 02:16:55.861]  Aborted babies incinerated to heat UK hospitals.
[02:16:55.861 --> 02:17:00.042]  Soylent Green, ladies and gentlemen, is made out of people.
[02:17:00.042 --> 02:17:06.283]  But now, children are literally being passed through the furnace in order to fuel hospitals in the UK.
[02:17:06.283 --> 02:17:11.085]  They're being sacrificed on the altar of efficiency and prosperity.
[02:17:16.283 --> 02:17:18.804]  The powdered flesh from dead babies.
[02:17:18.804 --> 02:17:21.445]  Some people believe they can cure disease.
[02:17:21.445 --> 02:17:26.287]  Because of its enormous popularity, Soylent Green is in short supply.
[02:17:26.287 --> 02:17:29.309]  Remember, Tuesday is Soylent Green Day.
[02:17:29.309 --> 02:17:32.490]  The supply of Soylent Green has been exhausted.
[02:17:32.490 --> 02:17:34.511]  You must evacuate the area.
[02:17:37.142 --> 02:17:49.666]  The federal court ruled that the shareholders of PepsiCo, Big Bilderberg Group Company, are not allowed to know what they're using the baby parts for in the flavoring, but we already know.
[02:17:49.666 --> 02:17:51.647]  So enjoy the flavor.
[02:17:51.647 --> 02:17:56.269]  We're going to get the real solution, which is going to be a combination of death panels and sales taxes.
[02:17:56.269 --> 02:17:58.249]  I'm consistently pro-death.
[02:17:58.249 --> 02:18:00.130]  I'm for assisted suicide.
[02:18:00.130 --> 02:18:01.450]  I'm for regular suicide.
[02:18:01.450 --> 02:18:03.031]  I'm for whatever gets the freeway moving.
[02:18:03.351 --> 02:18:14.675]  ...is spending a million dollars on that last three months of life for that patient, would it be better not to lay off those 10 teachers and to make that credit for medical costs?
[02:18:14.675 --> 02:18:19.057]  But that's called the death panel, and you're not supposed to have that discussion.
[02:18:19.057 --> 02:18:25.399]  They told me to say that they were sorry, but that you had become unreliable.
[02:18:33.556 --> 02:18:36.178]  Is this the kind of society that you want to live in?
[02:18:36.178 --> 02:18:41.083]  Any kind of society that would do this to its children will do it to its senior citizens.
[02:18:41.083 --> 02:18:43.585]  It will do it to its dissidents.
[02:18:43.585 --> 02:18:52.973]  That kind of society will also eventually turn on its police, on its army, on its prison guards, on the quizlings and the collaborators who make that possible.
[02:18:52.973 --> 02:18:56.155]  This is nothing but a suicide cult.
[02:18:56.155 --> 02:18:58.277]  The scoops are on their way!
[02:18:58.277 --> 02:18:59.658]  The scoops are on their way!
[02:19:00.866 --> 02:19:03.348]  I repeat, the scoops are on their way.
[02:19:03.348 --> 02:19:07.272]  You will find out why Soylent Green means life.
[02:19:07.272 --> 02:19:10.755]  You will find out why Soylent Green means death.
[02:19:10.755 --> 02:19:11.796]  We gotta stop them!
[02:19:11.796 --> 02:19:14.378]  That is my secret name, Soylent Green.
[02:19:14.378 --> 02:19:16.179]  Soylent Green is people!
[02:19:16.179 --> 02:19:23.686]  Next thing they'll be breeding us like cattle, for food.
[02:19:23.686 --> 02:19:26.048]  You gotta tell them.
[02:19:32.878 --> 02:19:34.924]  You must understand.
[02:19:34.924 --> 02:19:37.792]  The groups in control know that we are awakening.
[02:19:52.389 --> 02:20:00.035]  Their plan is to create a society where everyone is controlled by a singular force or power against our free will.
[02:20:00.035 --> 02:20:06.640]  In that way, you're forced to follow their rules or else you're stripped of whatever rights you still have.
[02:20:06.640 --> 02:20:09.963]  They want you to think that you don't matter.
[02:20:09.963 --> 02:20:15.067]  And that's exactly what these sick and twisted elites with a demonic agenda want you to think.
[02:20:15.427 --> 02:20:27.113]  But if enough people make the decision that they can't fight back against corrupt powers in charge, then without a doubt, we can defeat these power-hungry elites.
[02:20:27.113 --> 02:20:31.655]  Now, the question is, how do we do this?
[02:20:31.655 --> 02:20:35.297]  Get access today to Reset Wars at ResetWars.com.
