[00:00:00.089 --> 00:00:02.291]  The Liberal World Order!
[02:36:35.793 --> 02:36:36.714]  Internet warfare.
[02:36:37.454 --> 02:36:37.814]  You see it?
[02:36:38.055 --> 02:36:43.259]  Serious psi war and collateral damage exploitation.
[02:36:43.279 --> 02:36:44.300]  Let me show you what that means.
[02:36:44.340 --> 02:36:45.961]  If you're watching, there it is.
[02:36:46.742 --> 02:36:48.243]  That's the CNN syndrome.
[02:36:48.603 --> 02:36:49.104]  Pre 9-11 into 9-11.
[02:36:51.278 --> 02:36:52.039]  Okay, you get it?
[02:36:52.799 --> 02:37:03.245]  Use the collateral damage of 3,000 plus Americans to launch a war on terror where you got to beta test all your fun little technology, such as SmartDust, which is in this.
[02:37:03.705 --> 02:37:05.146]  Again and again.
[02:37:05.166 --> 02:37:05.987]  Okay?
[02:37:06.587 --> 02:37:07.668]  See that SmartDust?
[02:37:08.068 --> 02:37:09.429]  The BioNano sensors?
[02:37:09.749 --> 02:37:10.889]  Read Annie Jacobson!
[02:37:10.909 --> 02:37:12.130]  She talks all about it.
[02:37:13.131 --> 02:37:13.431]  Okay?
[02:37:13.771 --> 02:37:14.351]  All about it.
[02:37:15.432 --> 02:37:18.634]  Combined sensors, comms, and power supplies, nanotags.
[02:37:19.358 --> 02:37:20.359]  Co-opted insects.
[02:37:20.579 --> 02:37:21.280]  All a reality.
[02:37:21.660 --> 02:37:23.562]  None of this is pixie dust as they tell you.
[02:37:24.023 --> 02:37:26.565]  In fact, we'll show you that just so you understand.
[02:37:27.366 --> 02:37:33.091]  All this is based on real technology, real data, real analysis, real trends.
[02:37:33.672 --> 02:37:34.873]  No pixie dust.
[02:37:34.893 --> 02:37:35.413]  You know why?
[02:37:36.194 --> 02:37:40.198]  Because they have this stuff in about 15 plus years.
[02:37:41.033 --> 02:37:52.702]  And then, they keep it in inventory for 40 plus, and they use their Trojan horse civilian systems, as you'll see, to manipulate the public through what?
[02:37:52.963 --> 02:37:58.507]  Inexpensive information, internet, and psychological warfare.
[02:37:58.547 --> 02:38:04.792]  And remember, this man is telling you, we're bringing you into the virtual age, you will upload your consciousness.
[02:38:05.613 --> 02:38:19.662]   So, before we get to him talking about Okay, this very fact in 2018, and that we already have, in the world, 200,000 or so people with brain chips, human brain interfaces, okay?
[02:38:19.962 --> 02:38:22.944]  Something you can look into with the Rand Corporation.
[02:38:23.164 --> 02:38:26.527]  Really important document, kind of short, 45 pages, anybody could read it.
[02:38:27.322 --> 02:38:59.506]   stunning stuff in here goes well beyond the type of comms and Neuralink technology and one of my big contentions with Musk among other things you can watch all videos on every subject we've seen here today folks by the way so let's before we get to him have Davos tell you how happy they're going to be look how excited this woman is she's really excited like over-the-top excited about becoming a cyborg okay that's what we want to hear that's what we want to see We're gonna start the When Humans Become Cyborg session.
[02:39:00.526 --> 02:39:02.907]  You know, I always want to be a cyborg.
[02:39:02.987 --> 02:39:06.770]  I'm waiting for the day to become one, but let's see.
[02:39:06.790 --> 02:39:09.191]  Today, we like to... I mean, wow!
[02:39:09.651 --> 02:39:12.253]  And in this, by the way, they talk about smart drugs.
[02:39:12.793 --> 02:39:17.176]  These are biometric drugs that you'll have to take, right?
[02:39:17.276 --> 02:39:19.477]  And they will give off sensors if you do not.
[02:39:19.877 --> 02:39:24.740]  And they will know not only when it is deployed, but what the effects are on your body.
[02:39:25.020 --> 02:39:25.801]  Lovely stuff.
[02:39:26.525 --> 02:39:30.509]  And even collective swarm intelligence is discussed right here, okay?
[02:39:31.130 --> 02:39:37.876]  Insects, bugs, you noticed co-opted insects, you see how drones are now being declassified that work in this manner?
[02:39:38.637 --> 02:39:44.042]  And if you don't think that they're going to try to incorporate biologics into this, you're not paying attention.
[02:39:44.963 --> 02:39:48.286]  So I'm gonna take you back, because we had the like smart drugs, right?
[02:39:49.086 --> 02:40:00.895]   Let's hear what Herman Kahn, You know, one of the guys that was an inspiration, mentors for Klaus Schwab, had to say what you could do to a society all the way back in the day.
[02:40:00.915 --> 02:40:05.136]  And by the way, the Hudson Institute also represented it at Bilderberg 2022.
[02:40:05.656 --> 02:40:19.880]  Thirty miles north of New York City, the problems of our violent age are pondered over in one of America's most influential think tanks, the Hudson Institute.
[02:40:21.437 --> 02:40:27.722]  In this 19th century mansion, they are looking for alternative futures, both utopian and dystopian.
[02:40:28.663 --> 02:40:30.584]  The end product of this think tank?
[02:40:31.165 --> 02:40:31.885]  Scenarios.
[02:40:32.566 --> 02:40:34.527]  Scripts for the 21st century.
[02:40:35.368 --> 02:40:41.773]  You know, let's admit that the affluence, the skills, the technology will really make life better in all kinds of ways.
[02:40:42.574 --> 02:40:46.077]  But, you know, we also know these things go badly.
[02:40:46.637 --> 02:40:46.837]  Right.
[02:40:48.752 --> 02:40:53.597]  Okay, everybody's worried about the possibilities of various kinds of social controls and so on.
[02:40:54.878 --> 02:40:55.839]  What would the scenario be?
[02:40:56.499 --> 02:40:58.461]  Herman Kahn is director of the Institute.
[02:40:58.701 --> 02:40:59.923]  Tony Weiner, his assistant.
[02:41:00.183 --> 02:41:03.446]  It has to involve the social controls coming into effect.
[02:41:04.173 --> 02:41:10.776]  How are we going to achieve a utopian peace in our cities, even without the bomb?
[02:41:10.615 --> 02:41:12.615]  much in the general interest.
[02:41:12.615 --> 02:41:13.615]  Problem reaction solution?
[02:41:13.615 --> 02:41:19.935]   There is no imposition by an evil, evilly intended big brother.
[02:41:19.935 --> 02:41:24.375]   How are we going to achieve a utopian peace in our cities, even without the bomb?
[02:41:24.375 --> 02:41:27.736]  What is the scenario for a utopian peace?
[02:41:27.736 --> 02:41:32.135]   Take a black power movement, and one which really is trying to cause problems, but sand
[02:41:32.135 --> 02:41:32.775]  in the gears.
[02:41:33.202 --> 02:41:33.462]  Right.
[02:41:34.002 --> 02:41:38.324]  And you've already set up a good deal of this social... watching.
[02:41:38.744 --> 02:41:51.609]  You know, you've got your TV cameras everywhere, you've got your data processing, everybody has his ID card, you've double-checked it, and now all of a sudden you've got these guys that are throwing sand in the gears, and you clamp down.
[02:41:51.669 --> 02:41:54.950]  That is, you keep track of every car, you keep track of every... this is easy to do.
[02:41:55.794 --> 02:42:00.098]  You keep track of the 10% or 100% of conversations that occur on telephones.
[02:42:01.199 --> 02:42:02.480]  And they did do that, by the way.
[02:42:02.560 --> 02:42:06.643]  Hepting versus AT&T revealed that was going on pre-9-11.
[02:42:06.663 --> 02:42:11.747]  They're going to move from TrackTrace database, what, into the Biomedical Society.
[02:42:12.107 --> 02:42:13.268]  This is InfoWars.
[02:42:13.308 --> 02:42:14.429]  Support Alex Jones.
[02:42:14.469 --> 02:42:16.891]  Go to InfoWarsStore.com.
[02:42:17.352 --> 02:42:18.353]  Buy the products.
[02:42:18.613 --> 02:42:20.414]  Support independent media.
[02:42:20.454 --> 02:42:21.835]  And we will see you in the next segment.
[02:42:22.616 --> 02:42:23.517]  We are back!
[02:42:24.262 --> 02:42:31.287]  And basically Herman Kahn is the inspiration for Dr. Strangelove.
[02:42:31.307 --> 02:42:35.430]  He was a friend of Stanley Kubrick.
[02:42:36.011 --> 02:42:39.633]  And I want to move into Jeffrey Epstein after what?
[02:42:40.214 --> 02:42:45.998]  After Herman Kahn explains to you about the peasant class and how we can drug them.
[02:42:47.626 --> 02:42:55.855]  Uh, one could, um, with a computer capacity that will be available in the next couple of decades, one could easily record every phone conversation made.
[02:42:57.337 --> 02:43:05.261]   And then one could easily scan mechanically, no human being could spend the And by the way, that's Promise and Carnivore.
[02:43:05.081 --> 02:43:09.640]   every conversation looking for keywords that would identify the conversation as
[02:43:09.640 --> 02:43:13.520]   worth looking into a little further. And by the way that's promise and carnivore.
[02:43:13.520 --> 02:43:18.240]   Look up Hepting versus AT&T, look up promise and carnivore software, watch
[02:43:18.240 --> 02:43:22.240]   Invisible Empire and New World Order Defined produced by InfoWars and it
[02:43:22.240 --> 02:43:28.681]   talks about all these things. So that for example one could begin with a naive set
[02:43:28.681 --> 02:43:31.120]  of words.
[02:43:30.340 --> 02:43:36.483]  Kill, rob, murder, assassinate, plot, conspire.
[02:43:36.504 --> 02:43:38.585]  You know, you can do more than that.
[02:43:39.605 --> 02:43:42.107]  You could imagine temporarily tranquilizing the whole city.
[02:43:42.507 --> 02:43:46.589]  Oh, we could just temporarily tranquilize the whole city.
[02:43:47.358 --> 02:43:53.763]  You know, it's been the upset, the riots, you know, let's put trans carters either in the air or in the water.
[02:43:53.783 --> 02:43:56.065]  You know, just get people settled down a bit.
[02:43:58.006 --> 02:44:04.911]  I can imagine you do preventive medicine going on in this kind of state, you know, where you really check up on everybody and see that they keep their drug levels right.
[02:44:05.472 --> 02:44:05.752]  Yes.
[02:44:05.832 --> 02:44:12.716]   In fact, the first thing you do when you go into work is they Punch you and check your blood and see the drug levels.
[02:44:12.716 --> 02:44:14.316]  See, they don't even have to do that anymore.
[02:44:14.316 --> 02:44:16.636]  You know, they put drugs everywhere.
[02:44:16.636 --> 02:44:22.435]   They don't even have to do that anymore if they have the biometric nanotag sensors.
[02:44:22.435 --> 02:44:24.515]  But these are frank discussions.
[02:44:24.515 --> 02:44:28.675]  And again, these are the people that end up going to Bilderberg.
[02:44:28.675 --> 02:44:35.796]   So you'll you'll buy the safety of your city at the expense of the privacy of individuals.
[02:44:35.796 --> 02:44:41.117]   And for most people, most of the time, the intrusion will not be the kind of thing that we conscious of.
[02:44:41.149 --> 02:44:44.614]  So the scenario for... So they wouldn't even be conscious of it.
[02:44:45.014 --> 02:44:45.315]  Weird.
[02:44:46.167 --> 02:45:14.271]  So before I go into Epstein and how one of the aspects that they don't talk about this human trafficking is, the baby-making ranch, okay, the biomedical things that were going on over at New Mexico, people like Peter Nygaard, who are in prison in Toronto, two more sexual assault charges just in the last few weeks, who was having his girlfriends have abortions so he could use the stem cells to extend his life.
[02:45:15.149 --> 02:45:20.071]  Okay, so I want to also get into that Ghislaine Maxwell and the meme of the client list.
[02:45:20.131 --> 02:45:21.591]  Guys, there is no client list.
[02:45:21.631 --> 02:45:25.393]  He was connected to a ton of people, many of which he had blackmail on.
[02:45:25.413 --> 02:45:30.835]  What there are, are videos, photographs, and digital evidence of what?
[02:45:30.995 --> 02:45:33.416]  Massive child abuse and there should be massive arrests.
[02:45:34.296 --> 02:45:35.316]  We'll show you that in a moment.
[02:45:35.777 --> 02:45:44.820]  But here is Dennis Bushnell, again, the guy behind two of those documents that we discussed, talking about transhumanism.
[02:45:46.559 --> 02:45:48.741]  Humans are now becoming cyborgs.
[02:45:49.781 --> 02:46:01.850]  We have cochlear implants to hear, artificial retinas to see, artificial hearts to live, artificial limbs to move, artificial organs to function, and brain shifts.
[02:46:02.631 --> 02:46:05.793]  There's a couple hundred thousand people wandering around with brain shifts now.
[02:46:05.813 --> 02:46:11.317]  It affects congenitally defective brains and increasingly it affects memory and other things.
[02:46:11.738 --> 02:46:14.720]  DARPA's working on brain shifts for super soldiers.
[02:46:15.490 --> 02:46:24.135]  And people are now working, thanks to Musk and other people, funding on direct machine brain communications.
[02:46:24.155 --> 02:46:28.778]  It's not us versus them, us versus the machines, we're merging.
[02:46:29.718 --> 02:46:33.161]  And this is the human evolution of the humans.
[02:46:34.040 --> 02:46:37.399]  There is no more natural evolution of anything.
[02:46:37.399 --> 02:46:48.360]  There is no more natural evolution of anything.
[02:46:48.516 --> 02:46:49.597]  We are the gods now.
[02:46:50.218 --> 02:46:51.178]  We have taken over.
[02:46:51.759 --> 02:46:52.099]  Okay?
[02:46:52.560 --> 02:46:54.241]  Do you understand what that means?
[02:46:54.741 --> 02:47:00.606]  And we have to understand that they've had chimeric experiments, okay, for some time.
