[00:00.000 --> 00:20.800]  Infowars, the most banned network in the world.
[3:32:49.760 --> 3:32:53.920]  i'll never give up i'll never give in but i could give out thank you for your support
[3:32:53.920 --> 3:33:00.720]  wouldn't be without you save info wars dot com leading a frontal assault on the lies of the new
[3:33:00.720 --> 3:33:11.200]  world order it's alex jones
[3:33:11.200 --> 3:33:15.120]  welcome back to the house job so we are breaking down the uh crucial geopolitical
[3:33:15.120 --> 3:33:19.520]  essay which is now a little bit dated but it's very important to understand in terms of getting
[3:33:19.520 --> 3:33:25.520]  how we got to where we are now this is the 1990 essay by joseph nigh called soft power
[3:33:25.520 --> 3:33:33.040]  talks about how the world was constructed into an interdependent uh free market in the sense of
[3:33:33.040 --> 3:33:38.880]  free trade global order right i'm not talking about legitimate free market capitalism i'm talking
[3:33:38.880 --> 3:33:46.240]  about monopoly capitalism that engineers ways to construct an international global order for
[3:33:46.240 --> 3:33:52.960]  the benefit of a choice elect or choice select small percentage of oligarchs that's the real
[3:33:52.960 --> 3:33:59.280]  world that we're living in now and it's totally compatible with the fabian socialist model of
[3:33:59.280 --> 3:34:09.840]  collectivism if you remember in 1984 when winston uh is is looking into the counter uh the the the
[3:34:09.840 --> 3:34:14.320]  movement he thinks is against the establishment right goldstein and he thinks that goldstein has
[3:34:14.320 --> 3:34:19.520]  written this book the theory and practice of oligarchical collectivism and how you fight against
[3:34:19.520 --> 3:34:25.200]  this and how you you know beat the establishment in reality we find out that there was no goldstein
[3:34:25.200 --> 3:34:31.200]  he was a completely made up creature uh a cutout a kind of a bin laden type of character and in
[3:34:31.200 --> 3:34:37.840]  reality the writing was actually written by o brian right the theory and practice of oligarchical
[3:34:37.840 --> 3:34:43.280]  collectivism and how to defeat it whatever the revolutionary propaganda was created by the guy
[3:34:43.280 --> 3:34:50.640]  running the big brother system and this is in orwell's novel intentionally meant to
[3:34:51.440 --> 3:34:58.400]  characterize fabian socialism he is writing about bernard shaw lord millner and all of the
[3:34:58.400 --> 3:35:04.240]  fabian elites that were pushing and moving britain into a slow version of socialism which is
[3:35:04.880 --> 3:35:11.200]  almost completely where they've gone now they've almost completely adopted a kind of uh fabian
[3:35:11.200 --> 3:35:17.440]  model and this is not even hidden anymore in fact they've had many uh you know tony blare for example
[3:35:17.440 --> 3:35:22.720]  was an open supporter of the fabian society and that doesn't mean that their fake right wing
[3:35:22.720 --> 3:35:28.400]  opponents are actually against fabianism they're actually part of the same uh supra international
[3:35:28.400 --> 3:35:34.640]  structure which is allied with zillion zillion zillion dollar mega mega mega capitalism um
[3:35:35.440 --> 3:35:39.600]  that's the reality of the world and when you read these kinds of books you start to figure that out
[3:35:39.600 --> 3:35:45.440]  in these writings by for example nigh so nigh goes back to the uh how we got to where we were in his
[3:35:45.440 --> 3:35:51.600]  day in the 90s by talking about the 70s and the 80s and how um international corporations are really
[3:35:51.600 --> 3:36:00.560]  coming into uh into power into focus by um taking over various markets and he talks about how one
[3:36:00.560 --> 3:36:06.320]  of the things that we saw at this time period was economic warfare economic warfare became
[3:36:06.320 --> 3:36:13.200]  a key element in the global elites uh attack on other countries and he says that international
[3:36:13.200 --> 3:36:20.800]  agencies then stepped up to be engaged in this economic warfare kind of a predecessor to cybersecurity
[3:36:20.800 --> 3:36:26.640]  at this time this is the these international agencies became elements and corporations became
[3:36:26.640 --> 3:36:34.800]  elements of soft power power shifted away from the balance of powers in the cold war to this new
[3:36:34.800 --> 3:36:40.240]  uh structure where there's an interdependence in the whole world which was the purpose of
[3:36:40.240 --> 3:36:48.800]  the cold war was to create this interdependent um neoliberal order that could then transition into
[3:36:48.800 --> 3:36:54.480]  a new phase which will become the war on terror and that will become where we are now this new
[3:36:54.480 --> 3:36:58.720]  type of war isn't it convenient the war on terror just kind of went away there's nobody
[3:36:58.720 --> 3:37:03.920]  question why it is that uh the terrorists just suddenly stopped being terrorists are we supposed
[3:37:03.920 --> 3:37:09.120]  to actually believe that that was because obama and joe biden defeated the terrorists and defeated
[3:37:09.120 --> 3:37:14.640]  al-qaeda and isis and all this nonsense right that that's those are all cut out puppets in my view
[3:37:14.640 --> 3:37:20.880]  that the west actually runs anyway and he hints at that in this in this essay he hints he hints that
[3:37:20.880 --> 3:37:27.040]  you know if you think about the war on terror you know this was basically um the holdovers from
[3:37:27.040 --> 3:37:34.560]  brzezinski's muja hadin allies right the so the sign of the soviet war in afghanistan this is
[3:37:34.560 --> 3:37:42.960]  brzezinski's uh secret base as it was called which is really just the the the names of those who were
[3:37:42.960 --> 3:37:49.440]  in al-qaeda that becomes the the locus of the war on terror in the supposed baddies once again
[3:37:49.440 --> 3:37:58.240]  and but this interdependent order really was itself managed at the higher levels on the basis
[3:37:58.240 --> 3:38:06.240]  of private banks and massive debt and so if you remember back in the 2008 uh crisis a lot of
[3:38:06.240 --> 3:38:12.400]  writers were talking peter shift tom woods people out of the you know austral the austrian school
[3:38:12.400 --> 3:38:17.760]  of economics and the people who are more libertarian minded were actually and a lot of them were
[3:38:17.760 --> 3:38:23.520]  correct about how this was all scams and and debt bubbles within debt bubbles within debt bubbles
[3:38:24.320 --> 3:38:30.160]  and this was all done by design so you have to understand that they will run up debt on purpose
[3:38:30.800 --> 3:38:38.080]  to destroy and tank the economy as a way to siphon off people's energy right because money in my
[3:38:38.080 --> 3:38:44.320]  view is really just a symbol for energy over time and how to store energy and so they will siphon
[3:38:44.320 --> 3:38:50.560]  off people's energy and put the nation into insurmountable debt on purpose this is an actual
[3:38:50.560 --> 3:38:56.080]  strategy to destroy the existing system and it goes by a lot of different names there's a lot of
[3:38:56.080 --> 3:39:00.800]  different theorists power power and piven that alex talks about a lot but also this the the
[3:39:00.800 --> 3:39:09.840]  fabians had this idea too of promoting anything that runs up debt and outlandish taxes because
[3:39:09.840 --> 3:39:16.560]  what this does is this supposedly will disrupt the corporate in their view the capitalist system
[3:39:16.560 --> 3:39:21.920]  now it's not actually disrupting capitalism it's really just fostering monopoly capitalism's
[3:39:21.920 --> 3:39:29.680]  oligarchical designs as they're allied with marxist socials collectivism so he now goes on to say
[3:39:29.680 --> 3:39:35.120]  that debt and the private banks are really the key to the new power structure and the corporations
[3:39:35.120 --> 3:39:41.440]  as well and he says that actual warfare is very very costly so we don't really need to engage in
[3:39:41.440 --> 3:39:45.440]  a whole lot of actual warfare anymore he says that now we're going into an age where we're
[3:39:45.440 --> 3:39:52.320]  going to be involved in ideological warfare and soft power now it's true that we can still have
[3:39:52.320 --> 3:39:58.160]  real war right obviously the possibility of real war can break out but what he's describing is the
[3:39:58.160 --> 3:40:02.640]  next several decades right where we didn't have other than the war on terror which is more of an
[3:40:02.640 --> 3:40:08.080]  ideological war right there wasn't a whole lot of i mean there was conflicts in persian gulf there
[3:40:08.080 --> 3:40:15.280]  were conflicts in you know areas like syria but we haven't seen a full on global war on terror
[3:40:15.280 --> 3:40:20.240]  the way that we saw world war two or something like that so the cold war which was much more of an
[3:40:20.240 --> 3:40:28.080]  ideological managed conflict is the was the model for the kinds of warfare that we're in now right
