[00:00.000 --> 00:18.000]  Infowars. Tomorrow's news. Today.
[3:43:48.160 --> 3:43:52.160]  They don't want you to have these essential nutrients that are in this product.
[3:43:52.160 --> 3:43:56.160]  Get yours today at 25% off at infowarstore.com, now back in stock.
[3:43:56.160 --> 3:44:04.160]  The globalists are bombarding us with propaganda and with spiritual warfare and with poisons and chemicals added to the food.
[3:44:04.160 --> 3:44:05.160]  It's all come out.
[3:44:05.160 --> 3:44:12.160]  And they're doing that not because we're weak, but because we're made the image of God, the creator, and we are powerful.
[3:44:12.160 --> 3:44:15.160]  And the social engineers fear that so much.
[3:44:15.160 --> 3:44:22.160]  So that's why I repeat that famous internet saying that nobody knows who first came up with the boy, is it true?
[3:44:22.160 --> 3:44:29.160]  The propaganda would not be necessary if the situation was hopeless.
[3:44:29.160 --> 3:44:38.160]  They need all their propaganda and all their lies and all their evil and all their cultural death because they know we are strong.
[3:44:38.160 --> 3:44:42.160]  And they know in the end they signed on to God of this world who is a loser.
[3:44:42.160 --> 3:44:46.160]  And that's why it's so important that everybody keep info wars on the air now more than ever.
[3:44:46.160 --> 3:44:51.160]  Because even if you don't believe in God, what the globalists are manifesting and setting up is safe handling.
[3:44:51.160 --> 3:44:56.160]  And we are opposing the one world government and the mark of the beast they just announced.
[3:44:56.160 --> 3:45:01.160]  Info wars work has never been having a bigger effect than it's having right now.
[3:45:01.160 --> 3:45:04.160]  And today is do or die time.
[3:45:04.160 --> 3:45:09.160]  If info wars gets the funding into the midterms in the next year, we're going to stay on air and be more effective than ever.
[3:45:09.160 --> 3:45:16.160]  But if we don't, I respect your decision and I'm ready to basically implode and shut down our main operations.
[3:45:16.160 --> 3:45:21.160]  I've done my work, I've put everything into it, I'm leaving it all on the field.
[3:45:21.160 --> 3:45:28.160]  But I believe in a gut level you're going to come through plus you're going to get great products that your family already need.
[3:45:28.160 --> 3:45:32.160]  So don't procrastinate, show info wars, you want us to stay on the air.
[3:45:32.160 --> 3:45:39.160]  Go to infowarstore.com where you got three great products back in stock. Vitamin C and zinc, highest quality, super strong back in stock.
[3:45:39.160 --> 3:45:43.160]  Vitamin D3 and calcium and of course DNA Force Plus.
[3:45:43.160 --> 3:45:49.160]  All these products are 50% off together in a combo pack or 40% off individually.
[3:45:49.160 --> 3:45:53.160]  So the great products you already need for your immune system and we need the money to stay on air.
[3:45:53.160 --> 3:46:03.160]  So please take action now. Thank you.
[3:46:32.160 --> 3:46:36.160]  We are now number nine in the world.
[3:46:36.160 --> 3:46:44.160]  This is major, this is political, this could fund our war chest, just go to amazon.com everybody and buy 10 copies.
[3:46:44.160 --> 3:46:50.160]  Send this blueprint to the Death Star and the New World Order because you read this, you know their whole plan how to stop them.
[3:46:50.160 --> 3:46:57.160]  Get the great reset in the world now. It's going to go to number one. What do you make of that?
[3:46:57.160 --> 3:47:08.160]  Leading a frontal assault on the lies of the New World Order, it's Alex Jones.
[3:47:08.160 --> 3:47:18.160]  You're listening to the Summit.News Radio Hour with Paul Joseph Watson.
[3:47:18.160 --> 3:47:26.160]  We have one of the funniest masterful political trolls in modern history last week with the Martha's Vineyard Migrant Flight,
[3:47:26.160 --> 3:47:30.160]  on behalf of of course Governor Ron DeSantis.
[3:47:30.160 --> 3:47:37.160]  Liberals showing that diversity maybe isn't such a strength in their minds when it happens in their backyards.
[3:47:37.160 --> 3:47:44.160]  We see the example of Europe proving diversity to not be such a strength on a regular basis.
[3:47:44.160 --> 3:47:49.160]  We've had more ethnic riots in the United Kingdom over the past week.
[3:47:49.160 --> 3:47:56.160]  Headline here out of the telegraph, ongoing clashes between Muslims and Hindus could spread all over Britain.
[3:47:56.160 --> 3:48:02.160]  These unintegrated communities are basically now at war with each other on a low level basis on the streets.
[3:48:02.160 --> 3:48:07.160]  Here's a video about that. I'll come back and talk about it. Come back and talk about some actual good news.
[3:48:07.160 --> 3:48:16.160]  Yes, there's a scintilla of good news in Europe, but first we'll go to this video. It's called Trouble in Paradise. Let's roll it.
[3:48:16.160 --> 3:48:23.160]  Well, three different incidents occurred in the UK over the last week which seemed to suggest that we're going the way of Sweden
[3:48:23.160 --> 3:48:26.160]  and that diversity may not be all it's cracked up to be.
[3:48:26.160 --> 3:48:33.160]  A man exposed his genitals to women and children who were queuing up to see the Queen lying in state in central London.
[3:48:33.160 --> 3:48:37.160]  The culprit was called Adio Adoshini. Good old British name.
[3:48:37.160 --> 3:48:44.160]  Another man stabbed two police officers, one female, during a feverish attack in Leicester Square, London.
[3:48:44.160 --> 3:48:49.160]  The culprit was called Mohammed Rahman. Good old British name.
[3:48:49.160 --> 3:49:06.160]  And during another incident, a man tried to rush and presumably desecrate the Queen's coffin as it was lying in state in central London.
[3:49:06.160 --> 3:49:10.160]  The culprit was called Mohammed Khan. Good old British name.
[3:49:10.160 --> 3:49:17.160]  Note that these incidents didn't happen in Scotland. They didn't happen in the Cotswolds. They didn't happen in Dorset. They happened in London.
[3:49:17.160 --> 3:49:23.160]  The perpetrator of the attempted desecration of the Queen's coffin was from Tower Hamlets in East London,
[3:49:23.160 --> 3:49:27.160]  an area where white Brits make up less than 30% of the population.
[3:49:27.160 --> 3:49:48.160]  Meanwhile, in the multicultural city of Leicester, mobs of Muslims and Hindus fought running battles through the streets with one Hindu temple being vandalised.
[3:49:48.160 --> 3:49:58.160]  Ignoring these violent clashes for days, the BBC finally reported these culprits to be just, quote, groups of young men, while parroting the general media line
[3:49:58.160 --> 3:50:02.160]  that the chaos was caused by a disagreement over a cricket match.
[3:50:02.160 --> 3:50:10.160]  Indeed, the mainstream media also appears to be extremely reluctant to describe clearly the nature of the clashes with both the BBC and Sky News producing reports
[3:50:10.160 --> 3:50:17.160]  on Saturdays and rest that managed to get all the way to the end without once mentioning that the people involved were Muslims and Hindus.
[3:50:17.160 --> 3:50:21.160]  Reporting on the violence, former Labour MP Claudia Webb said, quote,
[3:50:21.160 --> 3:50:27.160]  Leicester is a shining example of how people from different cultures can live together side by side.
[3:50:27.160 --> 3:50:36.160]  Our diversity is what makes Leicester special. We are the city where the minorities make up the majority and we are richer for this vibrant exchange of cultures.
[3:50:36.160 --> 3:50:45.160]  Yes, they're really calmly living together side by side, aren't they?
[3:50:45.160 --> 3:50:51.160]  They're really just engaging in a vibrant exchange of cultures.
[3:50:51.160 --> 3:50:57.160]  We are in Nelson Road right now, stand up with the Hindu mobs as you can see. Look, the tree's grass.
[3:50:57.160 --> 3:51:01.160]  The tree's grass eyes.
[3:51:01.160 --> 3:51:08.160]  So diversity, as you saw there, continues to be a strength in the United Kingdom as it is across the rest of Europe.
[3:51:08.160 --> 3:51:17.160]  The headline here out of Remix News, Macron pushes to send migrants to French countryside labels plan and opportunity during demographic transition.
[3:51:17.160 --> 3:51:24.160]  Again, you talk about a demographic transition of a country in a negative way and you're a dangerous right-wing extremist.
[3:51:24.160 --> 3:51:30.160]  You talk about the same transition in a positive way, then you're an enlightened, elitist liberal.
[3:51:30.160 --> 3:51:37.160]  French President Emmanuel Macron has promised that a new asylum and immigration bill will be tabled from the beginning of next year.
[3:51:37.160 --> 3:51:41.160]  The French leader highlighting the need to send more migrants into the French countryside.
[3:51:41.160 --> 3:51:43.160]  I'm sure they'll love that.
[3:51:43.160 --> 3:51:48.160]  During France's quote, demographic transition. Again, openly admitted.
[3:51:48.160 --> 3:51:55.160]  Macron is pushing for a better distribution of foreign nationals across France, especially in rural areas.
[3:51:55.160 --> 3:52:00.160]  He says it's because of the economic and social problems in the cities.
[3:52:00.160 --> 3:52:07.160]  Apparently, the solution is to move those same economic and social problems out to the rural areas, too.
[3:52:07.160 --> 3:52:08.160]  Good luck with that.
[3:52:08.160 --> 3:52:11.160]  Meanwhile, in Germany, migrants only.
[3:52:11.160 --> 3:52:19.160]  The Greens plan to ban organic Germans from a third of job vacancies in the name of diversity slammed as unconstitutional.
[3:52:19.160 --> 3:52:24.160]  A third of vacancies within the city of Hanover will be reserved exclusively for migrant applicants.
[3:52:24.160 --> 3:52:29.160]  New proposals praised by the local Green Party, who are in power, have revealed
[3:52:29.160 --> 3:52:31.160]  that's, of course, completely illegal.
[3:52:31.160 --> 3:52:36.160]  You can't discriminate by hiring people based on race or ethnicity alone.
[3:52:36.160 --> 3:52:41.160]  But apparently that's clearly what they want to do, despite the fact that in Germany, it's clearly unconstitutional.
[3:52:41.160 --> 3:52:44.160]  Let's go to this final clip now, though.
[3:52:44.160 --> 3:52:52.160]  A left-wing vlogger visited a migrant suburb of Sweden to prove how safe and wonderful and cozy it was.
[3:52:52.160 --> 3:52:55.160]  He ended up getting his watch robbed on the street.
[3:52:55.160 --> 3:53:00.160]  Let's go to this video. He didn't expect this. Let's roll it.
