[00:00:00.069 --> 00:00:01.751]  This is InfoWars, right?
[02:31:32.261 --> 02:31:35.465]  I'm not going to tell Ye what he's allowed to think.
[02:31:35.465 --> 02:31:38.328]  I'm not going to tell Ye what he's allowed to say.
[02:31:38.328 --> 02:31:44.856]  I'm a free speech absolutist, and if you cannot understand that this is about free speech,
[02:31:46.301 --> 02:31:46.601]  Okay.
[02:32:16.241 --> 02:32:18.263]  That's right, and we lose that, we lose everything.
[02:32:18.263 --> 02:32:19.545]  Okay, hit you back a little bit later.
[02:32:19.545 --> 02:32:21.026]  Love you, thank you.
[02:32:21.026 --> 02:32:22.048]  You want that piece of paper again?
[02:32:22.048 --> 02:32:28.375]  Uh, no, I want to photograph it and put this version of it online.
[02:32:28.375 --> 02:32:28.575]  Beautiful.
[02:32:30.004 --> 02:32:34.890]  And you gotta leave in like 10 minutes, so I want to play... I gotta leave in now minutes, but it's okay.
[02:32:34.890 --> 02:32:36.272]  You gotta leave now minutes.
[02:32:36.272 --> 02:32:37.193]  My way.
[02:32:37.193 --> 02:32:39.215]  But real quick, Olly Alexander first.
[02:32:39.215 --> 02:32:41.518]  Owen Schroeder, you're gonna come up in like an hour.
[02:32:41.518 --> 02:32:42.499]  3 p.m.
[02:32:42.499 --> 02:32:43.240]  Central, the War Room.
[02:32:43.240 --> 02:32:44.963]  We'll have highlights of this, everything.
[02:32:44.963 --> 02:32:46.685]  We'll have a postgame here, but other comments.
[02:32:47.674 --> 02:32:49.976]  Well, I'll not give my whole plethora here.
[02:32:49.976 --> 02:32:54.439]  I'll save some of that time for the war room coming up in an hour so that Ali can speak too.
[02:32:54.439 --> 02:32:55.720]  But you know, one quick thing.
[02:32:55.720 --> 02:32:58.242]  All these people out there saying, oh, Ye's lost his mind.
[02:32:58.242 --> 02:32:59.263]  Ye's lost his mind.
[02:32:59.263 --> 02:33:01.345]  Again, check yourselves.
[02:33:01.345 --> 02:33:08.991]  We are mutilating children and calling them trans kids and calling it gender-affirming surgery.
[02:33:08.991 --> 02:33:10.992]  No, Ye has not lost his mind.
[02:33:10.992 --> 02:33:11.673]  You have.
[02:33:12.293 --> 02:33:15.755]  We have men claiming they can get pregnant.
[02:33:15.755 --> 02:33:17.876]  No, Ye has not lost his mind.
[02:33:17.876 --> 02:33:19.117]  You have.
[02:33:19.117 --> 02:33:32.084]  We have now open sex trafficking happening at the southern border and the White House forcing Border Patrol to be the final ushers in of the unaccompanied youths to their pimps.
[02:33:32.084 --> 02:33:34.425]  No, Ye has not lost his mind.
[02:33:34.425 --> 02:33:36.827]  We all have for this going on.
[02:33:37.347 --> 02:33:43.610]  Now, when Ye talks about wearing the White Lives Matter shirt, and really this is what we're doing here today too, it's culture jamming.
[02:33:43.610 --> 02:33:44.931]  That's what we're doing.
[02:33:44.931 --> 02:33:49.013]  Oh, you can wear a Black Lives Matter shirt, but you can't wear a White Lives Matter shirt.
[02:33:49.013 --> 02:33:53.135]  We're ramming their own culture down their throat, and we're finding out that they don't like it.
[02:33:53.135 --> 02:33:55.316]  Same thing with this interview today.
[02:33:55.316 --> 02:33:56.577]  We believe in free speech.
[02:33:56.897 --> 02:34:00.700]  Whether we agree with what each other are saying or not, we believe in their right to say it.
[02:34:00.700 --> 02:34:04.302]  It's an exercise of us showing we're here, we have our own platform and the internet.
[02:34:04.302 --> 02:34:09.907]  Number one story, hands down, in the world, right now, is this broadcast because people want free speech.
[02:34:09.907 --> 02:34:10.347]  Great point.
[02:34:10.347 --> 02:34:12.108]  60 second closing comment, Owen.
[02:34:12.108 --> 02:34:14.810]  Then Nick Fuentes, then Ali Alexander, then you.
[02:34:14.810 --> 02:34:22.396]  Well, I would say, I don't think the story here with Ye should be about anti-Semitism or Nazis or any of that.
[02:34:22.396 --> 02:34:25.018]  To me, the human interest story is... I wouldn't let this go.
[02:34:25.018 --> 02:34:25.338]  You're fine.
[02:34:26.315 --> 02:34:31.079]  But Ye, think about what you can do with your platform right now, because they want to make that the issue.
[02:34:31.079 --> 02:34:31.900]  Who's Ye?
[02:34:31.900 --> 02:34:32.961]  The 300 Zionists?
[02:34:32.961 --> 02:34:34.562]  The whole world!
[02:34:34.562 --> 02:34:36.864]  I'm talking about everybody watching this, right now.
[02:34:36.864 --> 02:34:38.246]  That's fine.
[02:34:38.246 --> 02:34:43.891]  We want Ye to expose the corruption, the secrets, the societies, like you've been doing.
[02:34:43.891 --> 02:34:46.353]  We want Ye to pull the curtain back on Hollywood.
[02:34:46.353 --> 02:34:48.294]  Pull the curtain back on Balenciaga.
[02:34:48.294 --> 02:34:49.856]  Pull the curtain back on all this stuff.
[02:34:49.856 --> 02:34:51.778]  None of it's sacrosanct.
[02:34:51.778 --> 02:34:53.279]  Everybody should be evenly criticized.
[02:34:55.066 --> 02:34:57.528]  I'll cover the rest of my comments later today on The War Room.
[02:34:57.528 --> 02:34:58.328]  I got a lot.
[02:34:58.328 --> 02:35:01.110]  I want to make sure Ollie gets a final comment here before Ye leaves.
[02:35:01.110 --> 02:35:02.711]  Here's one more question the crew had.
[02:35:02.711 --> 02:35:10.177]  What about your personal training saying, your personal trainer saying, we'll put you in a, it turned out he was in secret government operations and mind control in Canada, admitted it.
[02:35:10.177 --> 02:35:13.499]  Him saying, I'll put you in a mental institution for life if you don't shut up.
[02:35:13.499 --> 02:35:14.640]  I mean, I get why you're pissed.
[02:35:14.640 --> 02:35:16.901]  You're not going to be dominated.
[02:35:16.901 --> 02:35:17.742]  Exactly.
[02:35:17.742 --> 02:35:22.946]  You know, I've expressed myself and I've expressed myself calmly.
[02:35:24.219 --> 02:35:26.581]  And no one's scared anymore.
[02:35:26.581 --> 02:35:33.546]  You guys have beat me to a pulp, but I'm still alive.
[02:35:33.546 --> 02:35:35.107]  And now I'm not afraid.
[02:35:35.107 --> 02:35:36.749]  You can't threaten me.
[02:35:36.749 --> 02:35:38.430]  You could call me crazy.
[02:35:38.430 --> 02:35:39.811]  You could take the money.
[02:35:39.811 --> 02:35:43.654]  You could take all the supermodels and don't take the supermodels.
[02:35:48.752 --> 02:35:50.633]  Don't take the supermodels!
[02:35:50.633 --> 02:35:56.535]  Hey, sometimes a waitress is better than a supermodel.
[02:35:56.535 --> 02:36:00.796]  But Jesus is King, and I love everyone.
[02:36:00.796 --> 02:36:03.377]  This is love speech, Ari.
[02:36:03.377 --> 02:36:11.140]  This is love speech in Jesus' name, the real King of Israel, Jesus Christ.
[02:36:11.140 --> 02:36:12.281]  This is love speech.
[02:36:12.281 --> 02:36:14.962]  I love Jewish people.
[02:36:14.962 --> 02:36:18.043]  I love supermodels.
[02:36:19.581 --> 02:36:25.608]  I... Wait a second, let's see what Netanyahu loves.
[02:36:25.608 --> 02:36:27.990]  You love Nick Fuentes, baby Hitler.
[02:36:27.990 --> 02:36:29.712]  I'm Netanyahu.
[02:36:29.712 --> 02:36:31.514]  I ain't never had a supermodel.
[02:36:31.514 --> 02:36:32.175]  Yeah, could tell.
[02:36:33.980 --> 02:36:37.822]  Alright, well you're going to leave here in a few minutes and you're going to think, gosh I wish I would have said that.
[02:36:37.822 --> 02:36:39.202]  So what do you wish you would have said?
[02:36:39.202 --> 02:36:40.623]  I think I said a lot.
[02:36:40.623 --> 02:36:41.803]  I think I said a lot.
[02:36:41.803 --> 02:36:42.363]  You know?
[02:36:42.363 --> 02:36:47.365]  I think I said pretty, pretty, pretty good.
[02:36:47.365 --> 02:36:49.306]  Did you retweet out a little signed picture?
[02:36:49.306 --> 02:36:50.927]  Yes I did, sir.
[02:36:50.927 --> 02:36:54.628]  Alright, InfoWars.com, tomorrow's news today.
[02:36:54.628 --> 02:36:56.749]  Whoever's staying behind is going to be here and be on air.
[02:36:56.749 --> 02:37:00.671]  We're going to unpack all this obviously and cover it and get into every issue.
[02:37:01.477 --> 02:37:03.298]  Gay, do you think humanity survives?
[02:37:03.298 --> 02:37:06.500]  What do you make of the Mark of the Beast, the forced COVID inoculations?
[02:37:06.500 --> 02:37:11.883]  I mean, this, this is a wave in the right direction.
[02:37:11.883 --> 02:37:13.904]  Why did you think you were able to do three hours here?
[02:37:13.904 --> 02:37:16.986]  You just did three hours, three minutes, by the way.
[02:37:16.986 --> 02:37:18.767]  Or no, no, no, you had done three hours, three minutes.
[02:37:18.767 --> 02:37:20.528]  Why were you able to stay here, but not with Tim Pool?
[02:37:21.676 --> 02:37:27.417]  Cause Tim Poole got the call from those boys 10 minutes before I got there and said, flag this and flag that.
[02:37:27.417 --> 02:37:31.958]  Also Tim Poole is the NPC, you know, and you're a real, a real human being.
[02:37:31.958 --> 02:37:39.340]  So no one's ever heard of, uh, Tim Poole, you know, you're the legend that is Alex Jones and you were fighting on the front line and now we're here with you.
[02:37:39.340 --> 02:37:43.521]  You got some other superheroes, part of the Avenger movie fighting for Christ and free speech.
[02:37:44.361 --> 02:37:46.743]  And I called it, I said, what is this, a superhero thing with the mask?
[02:37:46.743 --> 02:37:48.785]  He said, yeah, but don't say it, they'll figure it out.
[02:37:48.785 --> 02:37:50.346]  But I was saying, yeah, I'm Lex Luthor.
[02:37:50.346 --> 02:37:53.388]  What is the new yay superhero we're talking about?
[02:37:53.388 --> 02:37:59.594]  It's someone in service to Jesus Christ, not into his own ego, and that I have my rights.
[02:37:59.594 --> 02:38:08.301]  You know, I had the right to wear a mask for the entire, I had the right to wear a super, super, super fresh jacket.
[02:38:08.301 --> 02:38:10.823]  You know, I had the right to tell God,
[02:38:11.423 --> 02:38:14.205]  Please don't take away the supermodels.
[02:38:14.205 --> 02:38:16.226]  I just want to marry one!
[02:38:16.226 --> 02:38:20.248]  You know, I can... Well, I can say this, because I've always... I've never seen you in concert.
[02:38:20.248 --> 02:38:21.369]  My daughter has, big fan.
[02:38:21.369 --> 02:38:24.591]  I'm a fan of a lot of your music, but I've never seen you in person.
[02:38:24.591 --> 02:38:27.992]  You don't look little on screen, but you don't look like a really big guy.
[02:38:27.992 --> 02:38:29.633]  But in person, I'm a stocky guy.
[02:38:29.633 --> 02:38:30.894]  I'm kind of small compared to you.
[02:38:30.894 --> 02:38:32.935]  You're built like a brick, you know, one house.
[02:38:32.935 --> 02:38:35.156]  And you're tall, you're pretty tall too.
[02:38:35.156 --> 02:38:37.538]  So I don't think people have been around Ye in person.
[02:38:38.158 --> 02:38:41.081]  Uh, you know, just, uh, it's interesting.
[02:38:41.081 --> 02:38:42.322]  And you're a handsome guy in person.
[02:38:42.322 --> 02:38:44.224]  I wish you weren't wearing that damn mask.
[02:38:44.224 --> 02:38:45.145]  That's the vision.
[02:38:45.145 --> 02:38:46.366]  But you won't give us what we want.
[02:38:46.366 --> 02:38:48.088]  You won't show us your face at the end.
[02:38:48.088 --> 02:38:48.848]  Absolutely not.
[02:38:48.848 --> 02:38:51.551]  That kind of kills it, huh?
[02:38:51.551 --> 02:38:52.812]  People, it was a yay impersonator.
[02:38:52.812 --> 02:38:53.473]  He was never here!
[02:38:56.533 --> 02:38:57.614]  We never know.
[02:38:57.614 --> 02:38:59.396]  Dave Chappelle, I guess we'll never know.
[02:38:59.396 --> 02:39:01.238]  Hey, last thing on Dave Chappelle.
[02:39:01.238 --> 02:39:07.706]  I watch his Saturday Night Live, where he grovels, and at the end he says, well whoever that group is, we're not allowed to talk about it, goodnight.
[02:39:07.706 --> 02:39:10.870]  So he admitted to others powerful groups controlling our speech at least at the end.
[02:39:10.870 --> 02:39:15.955]  Everybody has to do it in their own way, but he said, they dropped that nigga.
[02:39:16.940 --> 02:39:25.271]  And as my friend, I've never dropped a rap bar ever saying anything on a Jewish platform dissing my friend Dave Chappelle.
[02:39:25.271 --> 02:39:28.415]  And I have an issue with it, and you could tell Big Country I got an issue.
[02:39:28.415 --> 02:39:33.221]  I said security, you could tell all, you could tell Corey Smith, he don't deserve to wear gold teeth.
[02:39:36.383 --> 02:39:37.964]  What do you have to say about Corey Smith's goatee?
[02:39:37.964 --> 02:39:39.726]  He didn't sell it.
[02:39:39.726 --> 02:39:42.528]  Yeah, he sold it out a little bit because he denounced the king.
[02:39:57.481 --> 02:39:58.322]  You know what I'm saying?
[02:39:58.322 --> 02:39:59.142]  He denounced me.
[02:39:59.142 --> 02:40:00.683]  I'm the one fighting on the front line.
[02:40:00.683 --> 02:40:05.105]  And no black person is to say nothing bad about me in public unless they're a puppet.
[02:40:05.105 --> 02:40:05.746]  Period.
[02:40:05.746 --> 02:40:07.907]  I put my life on the line.
[02:40:07.907 --> 02:40:09.968]  And then afterwards, they're gonna talk about it.
[02:40:09.968 --> 02:40:12.750]  If anything happens to me, everyone's gonna be like, oh, he was the greatest.
[02:40:12.750 --> 02:40:13.770]  He was the greatest.
[02:40:13.770 --> 02:40:14.751]  Everybody shut up.
[02:40:15.291 --> 02:40:16.732]  Everybody shut up!
[02:40:16.732 --> 02:40:23.696]  Go home to your scared little bins, and your scared little town home, and your scared little movie contracts, and shut up!
[02:40:23.696 --> 02:40:25.917]  Don't talk to me about nothing, bro.
[02:40:25.917 --> 02:40:27.398]  What do you think of Ice Cube?
[02:40:27.398 --> 02:40:30.380]  He lost nine or seven million, whatever it was, because he wouldn't take the shot.
[02:40:30.380 --> 02:40:30.940]  I respect that.
[02:40:31.857 --> 02:40:34.759]  Yeah, I respect Cube, but he's gotta play his position.
[02:40:34.759 --> 02:40:37.101]  It's like, you know, it's fine.
[02:40:37.101 --> 02:40:42.565]  I wanted Cube to come in and help us with the politics because he's one of the only people that was brave enough to talk.
[02:40:42.565 --> 02:40:43.566]  He's definitely for real.
[02:40:43.566 --> 02:40:46.208]  Yeah, he's an engineer.
[02:40:46.208 --> 02:40:48.750]  He's an architect and engineer by trade.
[02:40:48.750 --> 02:40:50.972]  And then he dropped out to do entertainment.
[02:40:50.972 --> 02:40:53.534]  Guys, hey, everybody, stop.
[02:40:53.534 --> 02:40:56.276]  All engineers, we need our engineers back.
[02:40:56.926 --> 02:40:58.146]  We need our architects back.
[02:40:58.146 --> 02:40:59.647]  We need our doctors back.
[02:40:59.647 --> 02:41:01.988]  Stop with the photos on Instagram.
[02:41:01.988 --> 02:41:03.908]  Stop with all the entertainment.
[02:41:03.908 --> 02:41:05.709]  21 Savage owns a bank.
[02:41:05.709 --> 02:41:12.091]  We have brilliant people that are inside of... By the way, I want to say the future, we're very close with some folks to actually having a bank.
[02:41:12.091 --> 02:41:13.292]  It's funny you bring that up.
[02:41:13.292 --> 02:41:15.092]  A bank and internet processing for patrons.
[02:41:15.092 --> 02:41:16.173]  That's the future.
[02:41:16.173 --> 02:41:18.373]  Is not trying to fix Twitter or fix any of it.
[02:41:18.373 --> 02:41:19.794]  Building our own system.
[02:41:20.134 --> 02:41:27.838]  I mean, the future is the past also, because as soon as you got the internet, all these things, the data can be copied by China, by these banks.
[02:41:27.838 --> 02:41:29.618]  Yeah, you don't really own your data, but it's on the cloud.
[02:41:29.618 --> 02:41:31.079]  So this is the last question.
[02:41:31.079 --> 02:41:32.180]  I know Louis Farrakhan.
[02:41:32.180 --> 02:41:33.200]  I've interviewed him.
[02:41:33.200 --> 02:41:34.541]  I agree with like 95% of what he says.
[02:41:34.541 --> 02:41:35.301]  Some things I don't agree with.
[02:41:35.301 --> 02:41:37.342]  But the point is, I think he cares about people.
[02:41:37.342 --> 02:41:41.024]  He's a real guy, and he's nothing compared to the left saying all whites are devils and criminals.
[02:41:41.024 --> 02:41:42.785]  So they're way more racist than he is.
[02:41:44.065 --> 02:41:46.166]  You know, what he's been saying.
[02:41:46.166 --> 02:41:49.968]  You kind of got mad at him and said, hey, don't disrespect me with my billions they just stole.
[02:41:49.968 --> 02:41:51.508]  Because he said, hey, maybe it was never yours.
[02:41:51.508 --> 02:41:53.229]  I think his point is what you just made.
