[00:00:00.089 --> 00:00:00.570]  Red alert.
[02:46:18.513 --> 02:46:22.095]  And we get bound up in all this, the efficacy, the safety of the shots.
[02:46:22.475 --> 02:46:23.216]  We don't need them.
[02:46:23.256 --> 02:46:24.296]  We've never needed them.
[02:46:24.457 --> 02:46:36.865]  Ivermectin and hydroxychloroquine work wonderfully, which is a good kind of segue into what I had talked to you about with regards to the Mississippi State Health Officer, Dr. Thomas Dobbs.
[02:46:37.369 --> 02:46:57.108]   Covering up the efficacy of ivermectin and hydroxychloroquine in his state when doctors brought it to him and were very excited about their trials in a 1500 patient cohort where they had zero deaths and only 6% hospitalization which was fantastic compared to the rates that Everybody else was happy.
[02:46:57.508 --> 02:46:58.288]  Very excited.
[02:46:58.329 --> 02:46:59.289]  They go to him.
[02:46:59.749 --> 02:47:01.571]  They say, oh, we need to publish this.
[02:47:01.631 --> 02:47:03.952]  We need to write a paper and get it peer-reviewed.
[02:47:04.592 --> 02:47:06.714]  And he absolutely quashes it.
[02:47:06.834 --> 02:47:07.895]  He wants to bury it.
[02:47:07.975 --> 02:47:11.077]  He says, don't call HCQ ivermectin.
[02:47:11.097 --> 02:47:20.322]  By the way, all this was found out through a FOIA request that was undertaken by Dr. Carol Hill, an OB-GYN who's now retired.
[02:47:20.803 --> 02:47:34.746]   But she, through Ask for emails that had anything to do with hydroxychloroquine and ivermectin and Dr. Thomas Dobbs, the Mississippi State Health Officer, and she got a collection of emails back which indicate
[02:47:35.353 --> 02:48:00.301]  That in July of 2020, he seemed to be partially okay with hearing some information on the efficacy of hydroxychloroquine and ivermectin, but by September of 2021, he was actively trying to bury the wonderful results that a group of doctors in his state had that were trying to publish in a journal and get this out to doctors so that they could treat patients.
[02:48:01.341 --> 02:48:04.282]  In my mind, this is just as good as killing patients.
[02:48:04.773 --> 02:48:07.895]  When you cover up good results and you try to bury it.
[02:48:07.955 --> 02:48:13.219]  He said, don't call HCQ ivermectin antivirals.
[02:48:13.939 --> 02:48:15.100]  Acknowledge that... Say that!
[02:48:18.583 --> 02:48:19.103]  ...trials.
[02:48:19.183 --> 02:48:28.930]  Now, at this point, there were already over 65 trials that showed that ivermectin was useful, including Peter Corey's large study.
[02:48:29.417 --> 02:48:35.319]  He said, acknowledge that it's impossible to discern the impact of any drug given the multiple drugs used.
[02:48:35.859 --> 02:48:36.859]  Again, not true.
[02:48:37.059 --> 02:48:53.244]  They were extremely successful using hydroxychloroquine and ivermectin in this population, some of the poorest populations in Mississippi, who historically hadn't had great compliance with medications, were doing wonderfully in an outpatient environment, getting these prescriptions.
[02:48:54.034 --> 02:49:01.040]  And he says, state that the observational trials are biased and RCTs would be needed to validate any findings.
[02:49:01.581 --> 02:49:03.122]  And then he says, just a beginning.
[02:49:03.142 --> 02:49:18.936]  You know, I really feel badly for these doctors, among them the past president of the Mississippi State Medical Association, Dr. Michael Mansour, who tried to bring this to Dr. Dobbs and get this published so that they could help patients in their state.
[02:49:19.216 --> 02:49:20.858]  It's pretty alarming to me.
[02:49:22.512 --> 02:49:23.053]  Absolutely.
[02:49:23.113 --> 02:49:26.858]  I can't believe they can say hydroxychloroquine isn't antiviral.
[02:49:27.359 --> 02:49:30.504]  And also, we know that ivermectin kills even cancer cells.
[02:49:30.564 --> 02:49:34.209]  I mean, this information has been out by the NIH.
[02:49:34.289 --> 02:49:36.592]  They've done their own studies, for Pete's sakes.
[02:49:39.516 --> 02:49:41.357]  How are they doing this?
[02:49:41.437 --> 02:49:47.018]  How are they doing this major lockout of Ivermectin with all of the world studies?
[02:49:47.078 --> 02:49:50.959]  I mean, obviously, everybody knows the Nobel Peace Prize, all of these things.
[02:49:51.279 --> 02:49:52.459]  How are they doing this?
[02:49:53.620 --> 02:49:55.240]  Can you go after them?
[02:49:55.280 --> 02:49:58.881]  They obviously have talking points and they're obviously making a lot of money.
[02:49:58.921 --> 02:50:07.183]  We also had a discussion with Chief Medical Officer of the Mississippi Singing River Health System, Dr. Michael Roth.
[02:50:08.133 --> 02:50:27.401]  Trying to convince him, Dr. McCullough, Dr. Ammerling, Dr. Brett Barker and I. CERNA from our hospital reached out to me after seeing some posts on LinkedIn that I had posted, asking me to speak to his department.
[02:50:27.421 --> 02:50:30.442]  They were having alarming numbers of deaths in the hospital system.
[02:50:30.462 --> 02:50:31.902]  Nothing was working.
[02:50:31.942 --> 02:50:46.309]   And he said, please talk to The CMO and please talk to these pulmonologists in my department and tell them that Ivermectin and Hydroxychloroquine are working with your doctors and see if we can adopt a protocol and other medicines.
[02:50:46.709 --> 02:50:53.151]  There are also many medicines that are permitted on the McCulloch protocol.
[02:50:54.332 --> 02:50:54.852]  So we did.
[02:50:54.872 --> 02:51:00.534]  He seemed very receptive to making that change and initiating some new treatments.
[02:51:01.414 --> 02:51:03.435]  Unfortunately, nothing happened after that.
[02:51:06.648 --> 02:51:08.070]  I wonder if people can sue.
[02:51:08.090 --> 02:51:14.479]  I wonder if people can sue for them just ignoring the information, suppressing the information.
[02:51:14.499 --> 02:51:16.142]  I mean this is a cover-up.
[02:51:16.242 --> 02:51:17.684]  This is a massive cover-up.
[02:51:20.222 --> 02:51:21.843]  Yeah it is, and it's killing patients.
[02:51:21.883 --> 02:51:25.146]  This isn't an abstract, oh they just decided not to use it.
[02:51:25.186 --> 02:51:26.587]  It's actively killing patients.
[02:51:26.667 --> 02:51:34.673]  When you know, when you have doctors telling you, I've treated thousands of patients and I haven't lost a single patient by using this protocol.
[02:51:35.073 --> 02:51:57.614]   None of my patients have ended up in the ICU and you choose to do something where you know the patients on that other protocol such as Remdesivir or these other medications are dying At alarming percentages, you know, 20 some percent in the hospital if you go on remdesivir and you choose to give your patients that protocol instead of the one that you know is working, you're killing patients.
[02:51:57.634 --> 02:52:02.795]  You are actively participating in killing patients and that is not the job of a physician.
[02:52:04.756 --> 02:52:05.036]  Amen.
[02:52:05.945 --> 02:52:06.305]  Amen.
[02:52:07.005 --> 02:52:15.407]  I was blown away because there's emails, there's information on this with all of these doctors going, and they take in the information and do nothing.
[02:52:15.967 --> 02:52:17.928]  And still pimp out their Remdesivir.
[02:52:17.988 --> 02:52:22.969]  Remdesivir failed the trials, has been on the market for about a blip, but it's safe and effective.
[02:52:22.989 --> 02:52:26.910]  But this one that's been around for 30 years worldwide is not safe and effective?
[02:52:27.330 --> 02:52:28.770]  Absolutely a cover-up.
[02:52:28.990 --> 02:52:31.111]  And I really do hope people start suing, don't you?
[02:52:33.132 --> 02:52:33.792]  Absolutely.
[02:52:34.273 --> 02:52:39.856]  Ivermectin has over 24 different mechanisms of action as an antiviral.
[02:52:40.297 --> 02:52:54.706]  And so for someone to say that it is not an antiviral, furthermore, it was noted by EcoHealth Alliance, as was hydroxychloroquine, NINF-gamma, and the NIH, as being effective towards the SARS family of viruses.
[02:52:55.186 --> 02:53:04.309]   So this false narrative that it doesn't work, It's only out there to kill people.
[02:53:04.429 --> 02:53:07.350]  I don't know how to say it any different than that.
[02:53:09.431 --> 02:53:10.972]  Well, I so appreciate you.
[02:53:11.032 --> 02:53:13.193]  Dr. Jancy Lindsey, thank you for joining me.
[02:53:13.574 --> 02:53:14.294]  Great information.
[02:53:14.314 --> 02:53:17.336]  I really do hope people share this and share it widely.
[02:53:17.376 --> 02:53:20.297]  You've been speaking out and I really appreciate you whistleblowing on this.
[02:53:20.317 --> 02:53:20.697]  Thank you.
[02:53:22.498 --> 02:53:23.739]  Thank you so much, Kate.
[02:53:25.820 --> 02:53:26.200]  You too.
[02:53:26.900 --> 02:53:29.782]  Kate Daly, katedalyradio.com.
[02:53:30.362 --> 02:53:31.103]  Thanks a lot, you guys.
[02:53:30.922 --> 02:53:33.582]  See you guys, see you next week.
[02:53:33.582 --> 02:53:36.341]  (dramatic music)
[02:53:36.341 --> 02:53:39.082]  (dramatic music)
[02:53:39.922 --> 02:53:47.042]   You are insane if you are not supplementing vitamin D3 and vitamin K in your life.
[02:53:47.315 --> 02:53:48.415]  That's not my opinion.
[02:53:48.976 --> 02:54:00.608]   If you look at the facts, you are crazy if you're not taking it at least several times a week, especially if you've got darker skin and aren't getting a bunch of sun.
[02:54:00.608 --> 02:54:04.968]   Just look into vitamin D3 and folks that have more melanin in their skin
[02:54:04.968 --> 02:54:09.168]   and the fact that that blocks the sun and that your body can't produce it naturally.
[02:54:09.168 --> 02:54:11.668]  The best place to get it is naturally from the sun.
[02:54:11.668 --> 02:54:18.218]   The second best place is by ingesting it and the best way to do that is under the tongue into the
[02:54:18.218 --> 02:54:21.468]   blood vessels so it goes directly in the blood.
[02:54:21.468 --> 02:54:25.068]   And that's how you take winter sun is sublingually under the tongue.
[02:54:25.068 --> 02:54:31.668]  Now this is a high-end, organic, bioavailable vitamin D3.
[02:54:31.484 --> 02:54:36.684]   And then on top of it, it has a high quality vitamin K because the two work in synergy.
[02:54:36.684 --> 02:54:41.524]   Not just for your immune system, but every major function in the body.
[02:54:41.524 --> 02:54:44.243]   And when I forget sometimes to take it for a week, I feel it.
[02:54:44.243 --> 02:54:45.243]  I notice it.
[02:54:45.243 --> 02:54:50.444]   I religiously now henpeck my dad and call him every couple days and make sure he's taking
[02:54:50.903 --> 02:54:53.884]  I go over to his house every couple weeks and check that the bottles are going down.
[02:54:54.304 --> 02:54:57.905]  And since he's been doing it for six months, it has been miraculous.
[02:54:57.925 --> 02:54:58.925]  He looks 10 years younger.
[02:54:59.525 --> 02:55:04.686]  Ladies and gentlemen, I am religiously now taking it every morning, a couple drops out of the top.
[02:55:05.066 --> 02:55:06.006]  It's great for children.
[02:55:06.106 --> 02:55:07.007]  It's great for adults.
[02:55:07.127 --> 02:55:12.168]  It is extremely critical for older people and again, folks with brown skin.
[02:55:12.728 --> 02:55:24.858]  If you've got brown skin or you've got dark brown skin, you better listen to me and research this, because the system isn't telling you why black folks out there are dropping dead in such massive numbers.
[02:55:24.918 --> 02:55:26.459]  But we are here talking about it.
[02:55:26.759 --> 02:55:29.882]  The number one issue is vitamin D3.
[02:55:30.002 --> 02:55:31.563]  You must have it to live.
[02:55:31.862 --> 02:55:36.022]   Wherever you get it, get your vitamin D. We have a high quality source, back in stock,
[02:55:36.022 --> 02:55:50.022]  50% off, winter sun, Infowarsstore.com.
[02:55:50.022 --> 02:55:54.342]  You're looking at Infowars' newest designer t-shirt.
[02:55:55.140 --> 02:55:57.223]  It's the Presidential Emoji Shirt!
[02:55:58.089 --> 02:56:05.671]  And it's got all 46 presidents going back to the founding of this nation with George Washington.
[02:56:06.251 --> 02:56:09.652]  And it ends up with Obama, Trump and Biden.
[02:56:10.193 --> 02:56:11.633]  And of course, Biden is a clown.
