[00:00:00.000 --> 00:00:03.480]  [SIRENS]
[01:57:27.324 --> 01:57:28.045]  Mark of the Beast.
[01:57:28.265 --> 01:57:29.946]  Absolute North Korea level tyranny.
[01:57:30.626 --> 01:57:31.527]  Outrageous.
[01:57:32.488 --> 01:57:34.569]  And I'm so glad the truckers are doing this.
[01:57:34.629 --> 01:57:35.930]  This is so encouraging.
[01:57:35.970 --> 01:57:37.311]  This is making me feel better.
[01:57:38.489 --> 01:57:40.831]  It makes us feel like we're not alone anymore.
[01:57:40.871 --> 01:57:41.571]  Well, here's the deal.
[01:57:41.652 --> 01:57:43.913]  Walmart sold out America to China.
[01:57:43.953 --> 01:57:46.535]  Walmart has American flags in it, but nothing's made in America.
[01:57:46.995 --> 01:57:49.117]  It's a globalist corporation out to get the country.
[01:57:49.717 --> 01:57:52.359]  And so, everybody just needs to... I understand.
[01:57:52.879 --> 01:57:54.801]  There won't be anywhere to shop at Walmart soon.
[01:57:54.841 --> 01:57:55.521]  It's a FEMA camp.
[01:57:55.901 --> 01:57:57.443]  We've got to not go there.
[01:57:58.083 --> 01:57:58.343]  Right.
[01:57:58.904 --> 01:58:02.206]  I just hope that this whole trucker thing comes to fruition.
[01:58:02.722 --> 01:58:11.068]  And that they make them get really, really scared and that they start changing things, because that's what I want to see very badly.
[01:58:13.430 --> 01:58:22.096]  It's total intimidation, just like Hitler picked a group to go after, to get the Germans behind taking rights, and then once they went after a minority, then all the Germans lost their rights.
[01:58:22.556 --> 01:58:24.657]  This is a tried and trusted plan, Christine.
[01:58:26.109 --> 01:58:31.712]  So, I'm so happy to talk to you and I use a lot of your products and you're great, Alex.
[01:58:32.012 --> 01:58:34.933]  No, you're great for keeping us on air and you're a beautiful person.
[01:58:35.433 --> 01:58:37.934]  I mean, how big do you think this is going to get in Ottawa?
[01:58:38.815 --> 01:58:48.779]  Oh, I think it's going to keep going because people are so excited about this and they're checking out all the different news feeds with, of course, Rebel News and all that.
[01:58:48.959 --> 01:58:52.301]  And I've told my friends, but my friends are totally brainwashed.
[01:58:52.836 --> 01:58:56.139]  And they say, oh, this is just a small minority of people doing this.
[01:58:56.239 --> 01:59:00.803]  And I'm like, yeah, don't they get the lockdown never ends under the Great Reset.
[01:59:00.843 --> 01:59:01.683]  They need to wake up.
[01:59:02.004 --> 01:59:02.624]  Thank you for the call.
[01:59:03.104 --> 01:59:03.805]  Thank you so much.
[01:59:03.965 --> 01:59:06.427]  Last caller, Mike in Edmonton, Canada.
[01:59:06.707 --> 01:59:07.848]  You're on the air worldwide.
[01:59:07.888 --> 01:59:08.269]  Go ahead.
[01:59:09.370 --> 01:59:10.711]  Hey, Alex, I got a lot to say.
[01:59:10.731 --> 01:59:11.611]  Go ahead.
[01:59:12.352 --> 01:59:19.598]  I just want to remind everybody in Alberta that our Premier, Jason Kenney, went to the Bilderberg Group two years in a row.
[01:59:21.010 --> 01:59:30.357]  Well, he was the Federal Immigration Minister, and also the First Lady Premier that we had was invited to Bilderberg as well.
[01:59:30.958 --> 01:59:32.399]  So they're in on this.
[01:59:34.300 --> 01:59:35.861]  My wife and I are getting ready.
[01:59:35.901 --> 01:59:43.207]  We got our megaphone, our signed Alex Jones Don't Tread on Me flag, and we're headed right to Parliament in Edmonton.
[01:59:46.169 --> 01:59:53.363]   And a lot, this convoy is really Let a lot of dread that I've been feeling out.
[01:59:53.423 --> 01:59:55.466]  I think people are really coming together finally.
[01:59:57.649 --> 01:59:59.311]  And you know, makes me emotional.
[01:59:59.491 --> 02:00:01.074]  It makes me so happy now, brother.
[02:00:01.094 --> 02:00:06.361]  You've been under martial law for almost two years and now you're seeing your people stand up and we're all singing.
[02:00:06.381 --> 02:00:06.942]  We love it too.
[02:00:07.851 --> 02:00:14.837]  And yes, we got to expose the Great Reset, got to expose it's a permanent lockdown, got to expose it's martial law training so people get it.
[02:00:14.857 --> 02:00:16.098]  It's not about saving lives.
[02:00:16.558 --> 02:00:17.679]  They created the virus.
[02:00:17.739 --> 02:00:18.620]  They released it.
[02:00:19.000 --> 02:00:20.701]  Now they've rolled out the poison vaccine.
[02:00:20.822 --> 02:00:22.583]  They must go to prison.
[02:00:23.624 --> 02:00:24.845]  Yeah, and it's peaceful.
[02:00:25.165 --> 02:00:32.331]  And it's remember, Trudeau said something about our inclusivity or our diversity is our strength.
[02:00:33.131 --> 02:00:38.712]   And I heard a Sikh caller and I heard other people And I see people, you know, just living.
[02:00:39.272 --> 02:00:40.774]  Everybody is in on it.
[02:00:40.834 --> 02:00:44.177]  It doesn't matter about race, color, religion.
[02:00:44.897 --> 02:00:45.618]  We all want to be free.
[02:00:45.638 --> 02:00:47.099]  All of humanity is under attack.
[02:00:47.139 --> 02:00:47.980]  God bless you, brother.
[02:00:48.020 --> 02:00:48.841]  Thank you for the call, Mike.
[02:00:48.981 --> 02:00:49.241]  All right.
[02:00:49.261 --> 02:00:52.344]  I'm going to end this broadcast here in a few minutes.
[02:00:54.145 --> 02:00:56.007]  And then we're going to reloop it because we were live.
[02:00:57.228 --> 02:00:59.189]  If you're watching between 2 and 4 p.m.
[02:00:59.690 --> 02:01:03.033]  Central on Saturday, we're going to reloop it until I'm live tomorrow, 4 p.m.
[02:01:03.053 --> 02:01:03.373]  Central.
[02:01:03.413 --> 02:01:06.627]   And of all of you, Simply tell folks tune in tomorrow night.
[02:01:06.727 --> 02:01:07.527]  It's exponential.
[02:01:07.787 --> 02:01:09.168]  And then tell their friends to tune in.
[02:01:09.468 --> 02:01:10.869]  And it causes the chain reaction.
[02:01:10.889 --> 02:01:12.430]  I know I harp on this, but it's everything.
[02:01:13.150 --> 02:01:15.691]  Everything the globalists are doing is about censoring and controlling.
[02:01:16.031 --> 02:01:17.432]  When you take action, we win.
[02:01:17.932 --> 02:01:19.113]  When you spread the word, we win.
[02:01:19.153 --> 02:01:20.253]  When you don't, we're dead!
[02:01:22.795 --> 02:01:24.115]  So tune in tomorrow night, 4 p.m.
[02:01:24.135 --> 02:01:25.476]  Central, and share the live links now.
[02:01:25.496 --> 02:01:26.276]  But let me show you this.
[02:01:26.876 --> 02:01:29.358]  Here's the flag of Ottawa.
[02:01:29.378 --> 02:01:32.219]  1902 to 1987, it was the colors of Canada.
[02:01:35.091 --> 02:01:37.452]  Then they changed it to have the seal of Ottawa.
[02:01:37.893 --> 02:01:42.515]  Then they changed it to this cool-looking flag that's a V for victory with the Canadian maple leaf.
[02:01:43.475 --> 02:01:45.677]  Then they changed it to like a white flag of surrender.
[02:01:46.877 --> 02:01:50.059]  And then they just changed it two years ago to 666.
[02:01:52.420 --> 02:01:53.040]  And the U.N.
[02:01:53.060 --> 02:01:55.502]  and all of them use that symbol.
[02:01:55.322 --> 02:02:10.042]   666-666. And they're bringing in a 666 system for you to be able to buy and sell and to
[02:02:10.042 --> 02:02:11.081]  go into stores.
[02:02:11.467 --> 02:02:13.488]  Build back better.
[02:02:13.868 --> 02:02:15.109]  How evil is that?
[02:02:16.570 --> 02:02:17.811]  In closing, I'm going to say this.
[02:02:19.406 --> 02:02:21.048]  They're cutting off the supply chains.
[02:02:21.088 --> 02:02:22.349]  They're destroying the economy.
[02:02:22.549 --> 02:02:26.513]  Everything we're selling, we have in stock, ready to ship at InfoWareStore.com.
[02:02:26.573 --> 02:02:36.261]  And on Monday, we're going to end the sale for 40% off on our whole food multivitamin that's so good for your immune system, your body, and our 1100% vitamin C, zinc, and rose hips formula.
[02:02:36.281 --> 02:02:38.563]  40% off, selling out very soon.
[02:02:38.984 --> 02:02:40.045]  Sale ends Monday.
[02:02:40.771 --> 02:02:44.132]  We have Brain Force Plus, our great, natural, high-quality brain pill, Nootropic.
[02:02:44.552 --> 02:02:45.552]  It's 40% off.
[02:02:45.612 --> 02:02:50.673]  That sale is going to have to end on Monday because it's selling out very fast as well.
[02:02:51.113 --> 02:02:53.634]  And Storable Food, they haven't done this deal in four years.
[02:02:53.934 --> 02:02:54.714]  They're doing it now.
[02:02:55.114 --> 02:02:55.715]  Ready to ship.
[02:02:55.735 --> 02:02:57.375]  25% off at PrepareWithAlex.com.
[02:02:57.395 --> 02:02:58.235]  PrepareWithAlex.com.
[02:03:02.436 --> 02:03:09.180]  And they're ready to ship to you right now and I would have this so they don't control you because they're trying to do power outages and preparing a fake cyber attack.
[02:03:09.620 --> 02:03:10.480]  You need to get ready.
[02:03:10.981 --> 02:03:13.282]  InfoWarsTore.com as a subdomain.
[02:03:13.702 --> 02:03:14.902]  PrepareWithAlex.com.
[02:03:14.922 --> 02:03:17.404]  You can find the storable food at InfoWarsTore.com.
[02:03:17.484 --> 02:03:18.484]  Best deals you're going to find.
[02:03:18.844 --> 02:03:20.245]  Ready to ship to you and your family.
[02:03:21.026 --> 02:03:22.226]  Great American company.
[02:03:22.266 --> 02:03:24.407]  Biggest storable food company out there because they have great quality.
[02:03:24.667 --> 02:03:25.608]  PrepareWithAlex.com.
[02:03:26.929 --> 02:03:29.272]  But I want to thank the crew for the amazing job they've done.
[02:03:29.812 --> 02:03:31.814]  Every day we're still on air is precious.
[02:03:32.535 --> 02:03:35.198]  Every day we're still here fighting the tyrants is amazing.
[02:03:35.939 --> 02:03:37.441]  So I want to thank you for keeping us on air.
[02:03:38.622 --> 02:03:45.049]  I love, look, listen, if we didn't have, it's over 300 now, 300 commercial AM and FM stations.
[02:03:45.870 --> 02:03:47.171]  Big Tech acts like that doesn't exist.
[02:03:47.191 --> 02:03:47.732]  It's still huge.
[02:03:48.371 --> 02:03:57.197]  If we didn't have over 100 cable and TV stations that the enemy hates and wants us not to be on, when they deplatformed us four years ago, we'd be off air right now.
[02:03:58.058 --> 02:04:01.600]  But thanks to those stations, we're still on air.
[02:04:01.680 --> 02:04:05.983]  But our main outreach, because talk radio is folks that are already awake and go hear it.
[02:04:06.263 --> 02:04:07.084]  They know to go check it.
[02:04:07.384 --> 02:04:09.866]  Mainly, it's an older audience of great patriots that built this country.
[02:04:11.147 --> 02:04:12.908]  The young people are ready to hear the truth.
[02:04:13.410 --> 02:04:23.706]  But the only way it gets out is if you take clips from the show or you take an archive or you take an article and you share it to your grandson or granddaughter or brother or sister, aunt or uncle, I don't care, but we got to get it out.
[02:04:23.806 --> 02:04:26.691]  People are hungry for the truth now.
[02:04:28.662 --> 02:04:37.454]  And it is just so paramount that you take the live links from infowars.com forward slash show and futurenews.news.
[02:04:37.514 --> 02:04:40.258]  That's the new URL that they're not blocking at this time.
[02:04:40.298 --> 02:04:44.563]  We went eight, nine months with freeworldnews.tv on Twitter and Facebook and Instagram.
[02:04:44.583 --> 02:04:45.685]  They weren't blocking and now they are.
[02:04:46.963 --> 02:04:51.106]  FreeWorldNews.tv, but the URL is futurenews.news.
[02:04:51.606 --> 02:04:52.947]  Futurenews.news.
[02:04:53.087 --> 02:04:57.270]  And you have the power, like the Canadians right now, and others fighting back.
[02:04:57.410 --> 02:05:01.933]  If you decide to get excited, if you decide to share the links, it changes the world.
[02:05:01.993 --> 02:05:03.495]  If you don't, we're dead in the water.
[02:05:03.835 --> 02:05:04.755]  You are the engine.
[02:05:04.815 --> 02:05:05.616]  You are the drive.
[02:05:05.656 --> 02:05:06.356]  You are the mind.
[02:05:06.677 --> 02:05:07.257]  You are the guts.
[02:05:07.297 --> 02:05:07.918]  You are the bone.
[02:05:07.958 --> 02:05:08.558]  You are the skin.
[02:05:08.618 --> 02:05:09.419]  You are the sinew.
[02:05:09.759 --> 02:05:12.661]  You are the soul of this fight.
[02:05:13.826 --> 02:05:25.610]  So I salute the crew for the amazing job they've done, and I hope to be here, coming up in 24 hours from the time of the live transmission ending for the Sunday show, 4 to 6 p.m.
[02:05:26.210 --> 02:05:27.430]  We salute the folks in Canada.
[02:05:27.470 --> 02:05:28.230]  We pray for peace.
[02:05:28.710 --> 02:05:32.492]  They'll definitely try to provocateur, but there's so many Canadians awake and know what's going on.
[02:05:32.512 --> 02:05:36.353]  I don't think it'll be successful, but this is history happening right now.
[02:05:36.393 --> 02:05:40.634]  If they can take down Australia and Europe and other areas, they're going to take us down.
[02:05:41.280 --> 02:05:41.961]  That's so important.
[02:05:42.441 --> 02:05:43.643]  All right, great job to the crew.
[02:05:43.663 --> 02:05:45.725]  I want to thank you all for tuning in tonight.
[02:05:45.745 --> 02:05:46.966]  We're going to end this live transmission.
[02:05:47.267 --> 02:05:50.250]  But as I said, it's about to archive and restream at InfoWars.
[02:05:50.550 --> 02:05:53.573]  And it's your mission to share this link if you want to beat these people.
[02:05:53.774 --> 02:05:56.014]  It's all in your hands now.
[02:05:56.014 --> 02:05:58.774]  (dramatic music)
[02:05:59.774 --> 02:06:02.533]  (dramatic music)
[02:06:02.533 --> 02:06:07.613]   [Narrator] The powerful combination of both vitamin C and zinc are great stepping stones
[02:06:07.613 --> 02:06:09.334]  to leading a healthier life.
[02:06:09.506 --> 02:06:15.010]  InfoWars has made it easier to make sure you are getting enough in your system with a supplement that contains both.
