[00:00:00.349 --> 00:00:02.210]  Emergency Tuesday broadcast.
[02:44:05.285 --> 02:44:10.692]  But again, truth be told, if you're looking for the guilty, you need only look into a mirror.
[02:44:11.906 --> 02:44:13.707]  I know why you did it.
[02:44:13.887 --> 02:44:14.968]  I know you were afraid.
[02:44:15.388 --> 02:44:16.149]  Who would it be?
[02:44:16.629 --> 02:44:17.090]  War?
[02:44:17.390 --> 02:44:17.770]  Terror?
[02:44:18.010 --> 02:44:18.691]  Disease?
[02:44:19.311 --> 02:44:25.675]  There were a myriad of problems which conspired to corrupt your reason and rob you of your common sense.
[02:44:25.755 --> 02:44:27.196]  Fear got the best of you.
[02:44:27.577 --> 02:44:31.439]  And in your panic, you turned to the now High Chancellor, Adam Sutler.
[02:44:32.160 --> 02:44:33.241]  He promised you order.
[02:44:33.281 --> 02:44:34.261]  He promised you peace.
[02:44:34.561 --> 02:44:38.561]   And all he demanded in return was your silent, obedient consent.
[02:44:38.561 --> 02:44:44.561]  [Music]
[02:44:44.561 --> 02:44:46.561]  There is a war in the world.
[02:44:46.728 --> 02:44:47.729]  It's happening now.
[02:44:48.589 --> 02:44:50.391]  It will decide the fate of humanity.
[02:44:50.911 --> 02:44:52.792]  The time to choose sides has come.
[02:44:53.573 --> 02:44:55.054]  We are the resistance.
[02:44:55.454 --> 02:45:02.939]  We are the InfoWar.
[02:45:04.140 --> 02:45:05.121]  Take me through what happened.
[02:45:05.481 --> 02:45:09.584]  Did she have COVID and was taken to the hospital or what happened that day?
[02:45:10.382 --> 02:45:14.864]  We had tested Grace for COVID and she was tested positive on October 1st at home.
[02:45:15.644 --> 02:45:29.530]  We really didn't think anything of it because we were following the frontline doctor's protocol to a T. What happened was, is day 8 or 9, somewhere in there, she couldn't maintain her oxygen above 90% saturation.
[02:45:30.030 --> 02:45:32.892]  They said, we want to admit Grace to the hospital.
[02:45:32.932 --> 02:45:35.713]  I said, well then I'll be staying with her.
[02:45:35.853 --> 02:45:37.133]  And they said, well, you can't.
[02:45:37.153 --> 02:45:38.454]  I said, well, what do you mean I can't?
[02:45:39.275 --> 02:45:43.460]  And they said, well, our hospital protocol doesn't allow you to stay in the room.
[02:45:43.480 --> 02:45:45.182]  I said, well, then I'll be taking Grace home.
[02:45:46.404 --> 02:45:48.666]  And unfortunately, they came back.
[02:45:48.686 --> 02:45:57.638]  You know, I say unfortunately, because Grace died, but unfortunately, they came back two hours later and said, well, we decided you can stay as long as you don't leave the room.
[02:45:58.570 --> 02:46:05.857]  And so I said well that's of course fine, I mean I'm not going anywhere with the full expectation I was going to catch COVID from Grace.
[02:46:06.598 --> 02:46:17.067]  That evening, so this was the evening of October 7th, we had a little bit of an issue in that Grace was starting to get frustrated with the high flow nasal cannula.
[02:46:17.868 --> 02:46:39.131]   They put this cannula on her that was shooting air up her nostrils at a high And she didn't want that so then we worked, I worked with the nurses and the respiratory therapists on getting a BiPAP map to fix that problem and ultimately it took about three and a half hours on and off and we finally got it situated.
[02:46:39.591 --> 02:46:48.717]  So the morning of October 8th, a doctor came in at 8 o'clock and said, your daughter is going to need to be on a ventilator in the next two hours.
[02:46:49.417 --> 02:46:51.338]  And I said, what is that based on?
[02:46:53.482 --> 02:46:58.188]  And he said it's based on the blood gas numbers that they drew the night before.
[02:46:58.228 --> 02:47:00.090]  I said, what time did you draw them?
[02:47:00.110 --> 02:47:00.891]  He said 1130.
[02:47:01.551 --> 02:47:06.217]  So we just got done wrestling with Grace on and off for three and a half, four hours.
[02:47:06.297 --> 02:47:07.819]  I said, I don't think those numbers are accurate.
[02:47:07.899 --> 02:47:09.681]  Her blood pressure was 235 over 135.
[02:47:09.741 --> 02:47:11.002]  Her heart rate was 150 beats per minute.
[02:47:11.142 --> 02:47:16.853]   I said that You guys took it at the worst possible times.
[02:47:16.973 --> 02:47:20.856]  I said I'd like to have those numbers taken again.
[02:47:20.896 --> 02:47:25.099]  And so they took them at my request and she was of course fine.
[02:47:25.159 --> 02:47:27.881]  So we dodged the ventilator bullet.
[02:47:28.922 --> 02:47:33.305]  The next day, October 9th, was another fairly significant event.
[02:47:33.325 --> 02:47:34.226]  Grace was great.
[02:47:34.246 --> 02:47:34.726]  She got up.
[02:47:35.407 --> 02:47:36.307]  She was pretty hungry.
[02:47:36.347 --> 02:47:37.428]  Didn't eat much the day before.
[02:47:37.988 --> 02:47:45.164]   And so I ordered food, started feeding her and the nurse came running in and said, you can't do that.
[02:47:45.404 --> 02:47:47.224]  I said, well, what's the, what's the reason?
[02:47:48.264 --> 02:47:51.465]  And she said, well, because Grace's oxygen saturation is only at 85%.
[02:47:52.066 --> 02:47:57.907]  Remember I told you I had my oxygen saturation meter, so I put it on her finger and it read 95%.
[02:47:58.607 --> 02:48:01.648]  So I called the nurse and I said, is my meter accurate?
[02:48:01.728 --> 02:48:02.428]  She said, yes.
[02:48:02.509 --> 02:48:06.550]  I said, well, why is my $50 meter more accurate than your $50,000 meter?
[02:48:08.872 --> 02:48:13.116]  And she said, well, the leads get sweaty and so these type of things happen.
[02:48:13.376 --> 02:48:16.039]  I said, you've got to be kidding me.
[02:48:16.219 --> 02:48:23.545]  I said, if you know that, why don't you just trade these leads out every four hours or whatever it takes so that you have an accurate reading.
[02:48:23.605 --> 02:48:29.731]  This is the single most important statistic that you are using to manage my daughter's care.
[02:48:32.233 --> 02:48:34.296]  You should just be thankful you caught this.
[02:48:34.636 --> 02:48:37.241]  She's on 1.4 units of Presidex.
[02:48:37.621 --> 02:48:40.726]  They give her two doses of lorazepam three minutes apart.
[02:48:41.187 --> 02:48:42.409]  It may have to be a mistake.
[02:48:42.489 --> 02:48:43.010]  I'm guessing.
[02:48:43.050 --> 02:48:43.431]  I don't know.
[02:48:44.613 --> 02:48:44.973]  Done at 615.
[02:48:46.730 --> 02:48:52.571]  They give her two milligrams of morphine as a IV push, which means they gave it to her instantly, not as a drip.
[02:48:53.291 --> 02:48:58.253]  The morphine package insert is so condemning to what they did.
[02:48:58.433 --> 02:49:00.593]  It says to not do this specifically.
[02:49:00.673 --> 02:49:06.334]  Don't combine it with Presidex or Orazepam because it causes death.
[02:49:06.974 --> 02:49:09.375]  Jessica now, Jessica's in the room as the advocate.
[02:49:09.835 --> 02:49:13.856]  At 720, she calls us panicking because Grace's numbers are just dropping.
[02:49:14.728 --> 02:49:19.590]  And so Jeff, my wife and I are on FaceTime saying, get the nurses in.
[02:49:19.630 --> 02:49:21.191]  She said, Dad, I can't get them in.
[02:49:21.231 --> 02:49:21.931]  They won't come in.
[02:49:22.131 --> 02:49:24.112]  So now we're hollering, save our daughter.
[02:49:24.613 --> 02:49:27.034]  And they holler back, she's DNR.
[02:49:27.194 --> 02:49:28.214]  Do not resuscitate.
[02:49:28.234 --> 02:49:31.436]  That's the first we know she's DNR.
[02:49:31.776 --> 02:49:32.876]  This is so sick.
[02:49:33.917 --> 02:49:37.118]  So, you know, ultimately seven minutes go by.
[02:49:36.957 --> 02:49:51.517]  we watched Grace die on FaceTime at 727 that evening.
[02:49:51.517 --> 02:49:57.117]   The 2022 Winter Olympics in Beijing will one day be written in the history books as they
[02:49:57.117 --> 02:50:02.796]   parade celebrating the point at which the United States lost its ability to perceive
[02:50:02.796 --> 02:50:08.517]   reality and embrace the impending doom brought on by the selling out of its most powerful
[02:50:08.517 --> 02:50:15.237]   assets by a self-serving, treasonous elite class of baby boomer, politicians and economic
[02:50:15.237 --> 02:50:16.396]  prostitutes.
[02:50:16.658 --> 02:50:20.559]  I would say to our athletes, you're there to compete.
[02:50:21.199 --> 02:50:27.041]  Do not risk incurring the anger of the Chinese government because they are ruthless.
[02:50:27.941 --> 02:50:32.622]  I know there is a temptation on the part of some to speak out while they are there.
[02:50:32.642 --> 02:50:34.503]  I respect that.
[02:50:35.303 --> 02:50:39.444]  But I also worry about what the Chinese government might do.
[02:50:40.325 --> 02:50:42.948]  To their reputations, to their families.
[02:50:42.988 --> 02:50:44.849]  Nobody cares about what's happening to the Leakers, okay?
[02:50:45.029 --> 02:50:48.272]  You bring it up because you really care, and I think it's nice that you care.
[02:50:48.713 --> 02:50:49.594]  What do you mean nobody cares?
[02:50:49.994 --> 02:50:51.696]  The rest of us don't care.
[02:50:51.916 --> 02:50:55.519]  I'm just telling you a very hard, I'm telling you a very hard ugly truth, okay?
[02:50:55.599 --> 02:50:58.202]  Of all the things that I care about, yes, it is below my line.
[02:50:58.522 --> 02:51:16.067]  The irony of statements like these is that the very CCP tyranny they either ignore or bow down to is already in the United States, as those rightfully exercising their First Amendment still await the communist-style circus of the January 6th Committee.
[02:51:16.167 --> 02:51:21.849]  You can't lock up a whole group of people and somehow identify them as terrorists in advance.
[02:51:22.389 --> 02:51:26.610]  A terror event on your own people to prevent terrorism, just, that doesn't make sense.
[02:51:27.745 --> 02:51:34.171]  And we won't ignore what our intelligence agency have determined to be the most lethal terrorist threat to the homeland today.
[02:51:36.213 --> 02:51:37.695]  White supremacy is terrorism.
[02:51:38.567 --> 02:51:43.788]  If you aren't up to speed, China's policy of mass genocide is skyrocketing.
[02:51:44.128 --> 02:51:57.731]  After killing a reported 1.2 million Tibetans... The Chinese army continued its progress towards Lhasa in a peaceful march that the Chinese news broadcast to their people.
[02:51:57.991 --> 02:52:10.476]   It was with more curiosity than animosity that the Tibetan population Isolated from the world for centuries, watched the arrival of these strange invaders posing as liberators.
[02:52:10.616 --> 02:52:17.479]  And imprisoning two million Uyghurs in the largest network of forced labor detention camps on the face of the earth.
[02:52:17.699 --> 02:52:26.324]  These satellite images show the site where Terseny says she was held, sharing a cell with 13 other women with a bucket for a toilet.
[02:52:26.844 --> 02:52:28.305]  And she's haunted by one image.
[02:52:29.125 --> 02:52:33.672]  Masked men coming down a camp corridor like this one after midnight.
[02:52:34.132 --> 02:52:35.354]  They were three men.
[02:52:36.957 --> 02:52:38.879]  Not one, but three.
[02:52:40.422 --> 02:52:43.947]  They did whatever evil their mind could think of.
[02:52:44.525 --> 02:52:47.146]  And they didn't spare any part of my body.
[02:52:47.806 --> 02:52:52.207]  Fighting me to the extent that it was disgusting to look at.
[02:52:52.687 --> 02:52:57.388]  And imprisoning 5,000 Christians, including 1,000 Christian leaders.
[02:52:57.708 --> 02:53:07.391]  Not to mention a myriad of horrific human rights abuses against the Chinese people, including forced abortion, sterilization, and organ extractions.
[02:53:07.851 --> 02:53:23.562]   For over a decade, the People's Republic of China ...has stood publicly accused of acts of cruelty and wickedness that match the cruelty and wickedness of many evil torturers and executioners.
[02:53:25.443 --> 02:53:34.811]  It's stated, with certainty, that in China, forced organ harvesting from prisoners of conscience has been practiced for a substantial period of time.
[02:53:35.731 --> 02:53:51.469]  The report underscored that there were extraordinarily short waiting times for organs to be available for transplantation, and numerous websites advertised hearts, lungs, and kidneys for sale, suggesting an on-demand industry.
[02:53:52.230 --> 02:54:18.649]  The Olympics themselves have been a historic ratings disaster, but NBC keeps on pushing their departure from compassion, common sense, and moral courage into the homes of any American gullible enough to sit transfixed by the brutal spectacle that is less than a decade away from having a hand in toppling Western civilization under the New World Order plan known as Agenda 2030.
[02:54:19.330 --> 02:54:20.411]  John Bowne reporting.
[02:54:21.131 --> 02:54:28.816]  The globalists are bombarding us with propaganda and with spiritual warfare and with poisons and chemicals added to the foods.
[02:54:28.876 --> 02:54:29.777]  It's all come out.
[02:54:30.397 --> 02:54:36.842]  And they're doing that not because we're weak, but because we're made in the image of God, the Creator, and we are powerful.
[02:54:37.162 --> 02:54:39.644]  And the social engineers fear that so much.
