[00:00:00.049 --> 00:00:01.670]  Breaking bombshell!
[02:33:06.391 --> 02:33:12.977]  In the past, Alex had tried to do a book with Neil Strauss and got shut down by almost every publisher.
[02:33:13.858 --> 02:33:15.819]  And we've been working on this behind the scenes.
[02:33:17.060 --> 02:33:18.482]  Most publishers too afraid.
[02:33:19.463 --> 02:33:20.223]  But we have one.
[02:33:21.444 --> 02:33:23.106]  And they're willing to bite the bullet here.
[02:33:24.567 --> 02:33:33.495]  And they need to see the social proof of how much people are ready to defeat the Great Reset.
[02:33:35.020 --> 02:33:38.921]  And so we're running the 50% off censorship special right now.
[02:33:39.581 --> 02:33:49.764]  When you sign up, not only are you getting a practical game plan on how to defeat the Great Reset, the psychological warfare dimension, the spiritual warfare dimension, how to prepare your family.
[02:33:49.784 --> 02:34:18.113]   In an entire history of how we've come to this place, Alex breaking down in 11 chapters, everything from The history of the Great Reset and what it's really about to the nature of reality, quantum physics, how we can use the observer effect to recreate reality from a subatomic level instead of letting them imprint into our subconscious and control us, right?
[02:34:18.133 --> 02:34:19.974]  So this is a perfect example of it.
[02:34:20.620 --> 02:34:25.744]  We think we're consciously creating reality, but our whole life's governed by the subconscious.
[02:34:25.784 --> 02:34:28.166]  They say you can't see the whole iceberg, just the tip.
[02:34:28.446 --> 02:34:31.228]  Well, the subconscious is the bottom of the iceberg.
[02:34:32.006 --> 02:34:35.447]  And this is what controls literally all of our reality.
[02:34:35.487 --> 02:34:36.767]  But here's the very cool thing.
[02:34:37.207 --> 02:34:53.251]  The more we wake up spiritually, not just wake up to what's happening in politics, but the more we peel back the layers of our own programming, the more we send that energy into the collective unconscious field, and the more it helps more and more people wake up, right?
[02:34:53.271 --> 02:34:54.471]  Because that's all reality is.
[02:34:54.491 --> 02:35:00.633]  It's a bunch of electromagnetic fields, and the goal is to keep them in very frenetic, dense, fear-based states.
[02:35:01.397 --> 02:35:04.001]  But that's what Reset Wars is about, breaking out of it.
[02:35:04.322 --> 02:35:20.257]   So not only when you sign up right now, do we get that, do we also get to laugh at these censorship individuals that we just woke up again the other day and they had Shut down one of our new accounts and for violation of terms and service.
[02:35:20.657 --> 02:35:23.340]  We said obviously they don't want people to have this.
[02:35:23.380 --> 02:35:26.303]  So let's run a 50% off Spencer censorship special.
[02:35:26.703 --> 02:35:38.315]  Then we found out we have the opportunity for Alex Jones to put together probably the greatest expose book mass market book ever on exposing the Great Reef at reset and defeating the Great Reset.
[02:35:38.795 --> 02:35:47.060]  But we need the social proof to show that people are ready for this information so we can move forward with this book opportunity.
[02:35:47.080 --> 02:35:53.964]  And when you sign up right now to ResetWars.com, you're also in the founding level of that.
[02:35:54.405 --> 02:35:54.585]  Right?
[02:35:54.605 --> 02:35:56.386]  Because I was thinking, what would they do?
[02:35:57.313 --> 02:35:57.533]  Right?
[02:35:57.714 --> 02:36:10.267]  Obviously, we know there's going to be a big push right before the book would come out, and they're going to try to shut it down, and they're going to try to pull it off of all the accounts, and there's going to be people, you know, trying to burn the book and whatever else they're doing.
[02:36:10.667 --> 02:36:13.731]  And I just think that it would be funny to see that, first of all.
[02:36:14.631 --> 02:36:18.776]  Second of all, this is how we reach new people.
[02:36:19.801 --> 02:36:20.002]  Right.
[02:36:20.242 --> 02:36:21.585]  You and I are info warriors.
[02:36:21.645 --> 02:36:24.650]  We're we're a part of the of the fundamental group.
[02:36:25.211 --> 02:36:25.452]  Right.
[02:36:25.853 --> 02:36:27.416]  But we need to reach new people.
[02:36:28.177 --> 02:36:30.962]  And this is about voting with your dollars.
[02:36:31.764 --> 02:36:33.225]  You know, you know what's happening.
[02:36:33.285 --> 02:36:35.346]  You know how they're trying to shut him down.
[02:36:35.646 --> 02:36:37.447]  And this is about voting with your dollars.
[02:36:37.527 --> 02:36:39.708]  So go to ResetWars.com right now.
[02:36:40.049 --> 02:36:42.850]  It's the 50% off censorship special.
[02:36:43.230 --> 02:36:44.211]  Sign up right now.
[02:36:44.311 --> 02:36:48.774]  It's the 50% off censorship special at ResetWars.com.
[02:36:48.634 --> 02:36:52.134]  and we want to thank you for your support.
[02:36:52.134 --> 02:36:54.713]  (upbeat music)
[02:36:54.713 --> 02:37:11.113]  InfoWars, the most banned network in the world.
[02:37:11.113 --> 02:37:15.972]  [MUSIC PLAYING]
[02:37:16.029 --> 02:37:17.470]  Welcome back to the Alex Jones Show.
[02:37:17.971 --> 02:37:25.437]  My name is Jake Ducey and I'm hosting the fourth hour in honor of Alex's 72 hour censorship special.
[02:37:26.147 --> 02:37:28.270]  For reset wars, it is 50% off.
[02:37:28.310 --> 02:37:33.976]  Probably the fourth or fifth place that has now censored us, removed us.
[02:37:34.417 --> 02:37:39.483]  We just had another big removal that just happened in the last, I don't know, three to five days.
[02:37:40.284 --> 02:37:42.587]  And Alex said, they don't want this out.
[02:37:43.889 --> 02:37:55.814]  Let's do a censorship special and let's get some big, big, big movements as we all begin this next stage of what I believe is the Great Awakening.
[02:37:55.834 --> 02:37:57.975]  They have the Great Reset and we have the Great Awakening.
[02:37:58.795 --> 02:38:05.438]  And since that transpired, actually an incredible opportunity seems to have surfaced.
[02:38:05.976 --> 02:38:14.182]  Obviously, Alex has got one of the biggest platforms out there in the world, so it should be a no-brainer for Alex to be publishing books all over the place.
[02:38:14.543 --> 02:38:17.845]  But no, everyone, you know, they're told, do not publish his books.
[02:38:18.325 --> 02:38:21.828]  Or the people that aren't told that, they're just, there's too much of a backlash.
[02:38:22.629 --> 02:38:38.778]   But we have a very, very, very powerful And very spiritually connected individual company that is ready to publish a Great Reset expose book, get it to the top of the number one New York Times bestseller list by Alex Jones.
[02:38:39.178 --> 02:38:42.341]  And they said, look, just show us the social proof that people want this.
[02:38:42.701 --> 02:38:55.748]   So when you go to ResetWars.com right now and you sign up, not only are you getting a step by step guide on how to navigate the Great Reset, How to use and reverse engineer quantum physics to transform your own life.
[02:38:55.788 --> 02:39:01.151]  We've had stories of people healing depression, saving marriages, overcoming alcoholism.
[02:39:01.511 --> 02:39:02.952]  It goes on and on and on, right?
[02:39:02.992 --> 02:39:07.354]  Because this whole agenda is about making us feel defeated.
[02:39:08.542 --> 02:39:11.145]  It's about making us feel disconnected from spirit.
[02:39:11.165 --> 02:39:13.268]  It's about making us feel disconnected from God.
[02:39:13.548 --> 02:39:20.676]  And it's about making us feel disconnected from our own lives and our own world and feeling like, well, why the heck am I even in this world?
[02:39:21.337 --> 02:39:31.229]   Paramahansa Yogananda, he used to always say that That this realm is actually a lower dimensional hellish realm.
[02:39:31.749 --> 02:39:37.370]  Now I'm not sure whether that's true or not, but I do know that the goal of the ruling elite is to make us feel like that.
[02:39:37.810 --> 02:39:39.151]  So we feel disconnected.
[02:39:39.471 --> 02:39:46.613]  So even you and I that are awake to what's happening in the world, we've lost that energy.
[02:39:47.153 --> 02:39:49.153]  And Reset Wars is about regaining that.
[02:39:49.193 --> 02:39:50.314]  That's why they've shut it down.
[02:39:50.374 --> 02:39:51.414]  That's why they've censored it.
[02:39:51.854 --> 02:39:52.895]  It's 50% off for the next 72 hours.
[02:39:55.839 --> 02:39:57.120]  It's the censorship special.
[02:39:57.560 --> 02:40:05.406]  And we were told that if we can show the social proof, we've got a book coming out by Alex Jones this year.
[02:40:06.147 --> 02:40:20.137]  So not only are you getting that, but you're also voting with your dollars and becoming of the founding members, co-authors, you know, essentially of this mass market, great reset expose by Alex Jones, that'll be coming out soon.
[02:40:20.157 --> 02:40:22.679]  If you go to ResetWars.com right now and sign up.
[02:40:23.540 --> 02:40:46.787]   And, you know, I thought, In honor of those beautiful truckers and in honor of that beautiful prayer that we're seeing, I thought, why don't we take a minute here and wherever you are in the world, you may be in America, you may be in Los Angeles, you may be in the Midwest, you may be in Canada, you may be in South America, you may be in Australia, you could be anywhere.
[02:40:47.147 --> 02:40:48.468]  You'll be driving on the freeway.
[02:40:49.829 --> 02:40:53.691]  Let's all take a moment and let's offer a prayer.
[02:40:57.209 --> 02:41:00.913]  Dear God, we call on you.
[02:41:00.993 --> 02:41:08.688]   We call on We call on Spirit to work through us and make us an instrument of empowerment and awakening.
[02:41:09.088 --> 02:41:12.150]  Right now in the world, there's people down, there's people confused.
[02:41:12.630 --> 02:41:28.380]  We call on you to make us all instruments with each breath we take, removing our minds, removing our egos, renewing our minds with the Holy Spirit and helping to raise and elevate and inspire this world because that's what they do not want.
[02:41:28.700 --> 02:41:30.201]  They don't want us inspired.
[02:41:30.862 --> 02:41:37.788]  So take a deep breath in and out, say amen, and call on spirit to move through you right now, and let's harness that energy.
[02:41:38.088 --> 02:41:45.955]  Let's bring that energy from the heavenly realms, and let's become instruments of that right here in this dimension, because that's what they fear the most.
[02:41:46.455 --> 02:41:47.556]  That's what they fear the most.
[02:41:48.176 --> 02:41:57.084]  They don't fear anything other than people waking up in mass to their true self.
[02:41:57.737 --> 02:42:01.058]  Which is that you're a spiritual being in a physical body, as Alex said earlier.
[02:42:01.398 --> 02:42:02.938]  We are in this world, but not of it.
[02:42:03.338 --> 02:42:09.140]  And when we access that power, that's when God fills us with the creative ideas to transform our community.
[02:42:09.420 --> 02:42:24.584]  That's when God gives us the inspiration that can truly not only change your life, not only change your family's life, not only change your community's life, but it gives us the spiritual perseverance and the spiritual strength to carry on when they do not want us to carry on.
[02:42:25.453 --> 02:42:33.717]  And so I'm inviting you right now to pull out your phone, pull out your computer, go to ResetWars.com and sign up right now.
[02:42:34.078 --> 02:42:35.879]  They've censored this so many times.
[02:42:36.399 --> 02:42:39.961]  You know, I watched Alex for years and I always heard that they were doing this stuff.
[02:42:40.221 --> 02:42:41.902]  But it's another thing to see it firsthand.
[02:42:42.302 --> 02:42:43.863]  This is really happening, folks.
[02:42:44.003 --> 02:42:45.163]  This is really happening.
[02:42:45.484 --> 02:42:49.726]  And they do not want this message and they do not want this information to get out.
[02:42:51.027 --> 02:42:57.275]  So, for your mother, for your brother, for your sister, for your friend, go ahead and sign up.
[02:42:57.455 --> 02:42:58.216]  It's 50% off.
[02:42:58.257 --> 02:42:59.799]  This is the Censorship Special.
[02:43:00.524 --> 02:43:15.129]  And if we can get the social proof right now, we can get a number one New York Times bestseller, millions of people all over the world to get exposed, mass market, to the Great Reset, what is happening, what it really is, and how to prepare.
