[00:00:00.169 --> 00:00:01.450]  Is the pandemic over?
[02:37:49.584 --> 02:38:03.652]  How sad I am to see how this country's been taken down by the bigs, by the Blackstones to buy up all the houses and rent them out to the plantation workers of Slavelandia.
[02:38:04.813 --> 02:38:15.220]  Like the finks, hedge funds and private equity groups that pay crap with taxes and screw us and buy up everything and run the show.
[02:38:17.150 --> 02:38:18.911]  This is not my America!
[02:38:21.854 --> 02:38:22.494]  Scum!
[02:38:23.475 --> 02:38:27.158]  Low-life pieces of garbage crap!
[02:38:29.040 --> 02:38:33.964]  Like Billy Clinton, did away with the Glass-Steagall Act.
[02:38:36.886 --> 02:38:41.049]  Carter, did away with usury laws and let banks go interstate.
[02:38:42.551 --> 02:38:44.132]  He only allowed intrastate before.
[02:38:45.407 --> 02:38:47.328]  They sold out this country.
[02:38:48.129 --> 02:38:52.051]  They've killed the Robinson-Patman Act, Germany Antitrust Act, Clayton Antitrust Act.
[02:38:52.751 --> 02:38:54.853]  That's why you don't have any small businesses anymore.
[02:38:54.893 --> 02:38:56.354]  The bigs have taken over everything.
[02:38:57.054 --> 02:39:01.517]  All we've become are plantation workers on the global plantation of slavelandia.
[02:39:02.958 --> 02:39:08.021]  The two-party system is a one-party crime syndicate!
[02:39:09.081 --> 02:39:10.983]  I don't want any of them anymore!
[02:39:11.563 --> 02:39:13.244]  I've had it with their crap!
[02:39:13.931 --> 02:39:14.972]  Don't forget to vote!
[02:39:15.432 --> 02:39:16.572]  Don't forget to vote!
[02:39:17.093 --> 02:39:19.394]  Oh, I voted for a lesser of two evils.
[02:39:19.974 --> 02:39:20.474]  Oh, yeah.
[02:39:21.875 --> 02:39:25.577]  That's like saying, uh, she's almost pregnant.
[02:39:29.139 --> 02:39:30.359]  It's a crime syndicate.
[02:39:30.940 --> 02:39:31.220]  Yeah.
[02:39:32.560 --> 02:39:49.932]   This was a copy, a cover, of the Trends Journal Back when Bill Clinton got elected in 1992.
[02:39:51.033 --> 02:39:53.015]  We called it out from the beginning.
[02:39:53.996 --> 02:39:54.816]  Slick Willy.
[02:39:56.218 --> 02:40:01.182]  Slimeball, murderous, piece of arrogant scum.
[02:40:02.443 --> 02:40:03.404]  Hey, I'm the president.
[02:40:03.765 --> 02:40:05.967]  Can't talk about the president like that.
[02:40:06.527 --> 02:40:09.430]  The president is just below royalty.
[02:40:10.208 --> 02:40:12.729]  They don't pee and they don't poo.
[02:40:13.029 --> 02:40:14.610]  So you stop it, Salenti.
[02:40:16.690 --> 02:40:17.010]  Yeah.
[02:40:18.351 --> 02:40:19.431]  Pee or poo on what?
[02:40:21.952 --> 02:40:31.375]  Pentagon founders' big donation potentially saves them a billion dollars in taxes and shows how the wealthy aren't subject to the same rules as the rest of us.
[02:40:33.356 --> 02:40:34.956]  Now, this is an article that came out.
[02:40:36.197 --> 02:40:55.060]   This guy that's donating all that money to climate change, saving tons Billions in taxes, while we the people of Slavelandia bragging that they stole 80 billion dollars of our dough to hire more IRS freaks!
[02:40:56.371 --> 02:41:08.597]  So they can get every penny from we, the plantation workers of Slavelandia, while the billionaires get a free ride, and he spews out his crap about climate change.
[02:41:09.257 --> 02:41:09.397]  Hey!
[02:41:09.958 --> 02:41:12.259]  How about some money for peace?
[02:41:13.139 --> 02:41:14.660]  You pieces of crap!
[02:41:15.140 --> 02:41:16.100]  Not a penny!
[02:41:16.601 --> 02:41:17.881]  Not a penny!
[02:41:18.882 --> 02:41:21.223]  How dare you speak about peace, Solente?
[02:41:22.103 --> 02:41:23.444]  We only want war!
[02:41:23.764 --> 02:41:25.265]  We're war whores!
[02:41:27.423 --> 02:41:27.603]  Yep.
[02:41:28.123 --> 02:41:32.006]  United States sending what, 12 billion dollars of armaments to Jordan?
[02:41:32.106 --> 02:41:32.867]  Oh, that's great.
[02:41:33.687 --> 02:41:35.048]  What are we sending money over there for?
[02:41:35.568 --> 02:41:40.171]  Oh, sending billions of dollars of our money to arm Taiwan?
[02:41:41.872 --> 02:41:42.313]  What for?
[02:41:42.333 --> 02:41:43.493]  Why can't they arm themselves?
[02:41:44.234 --> 02:41:44.934]  Ain't my war.
[02:41:45.315 --> 02:41:45.935]  Oh, yes it is.
[02:41:46.095 --> 02:41:46.996]  Biden said it is.
[02:41:48.677 --> 02:42:00.461]   The military-industrial complex that Dwight D. Eisenhower, five-star general, speed commander of the Allied Forces, warned us about That they'll be robbing the nation of the genius science centered with the sweat of the labors and the future of the children.
[02:42:01.441 --> 02:42:06.423]  And here we are, boys and girls, and ladies and gentlemen, and children of all ages.
[02:42:08.343 --> 02:42:10.924]  The guy playing our defense contractor!
[02:42:13.325 --> 02:42:13.525]  U.S.
[02:42:13.565 --> 02:42:14.485]  Secretary of Defense.
[02:42:16.046 --> 02:42:16.806]  Where'd he come from?
[02:42:17.466 --> 02:42:20.047]  Raytheon, the second largest defense contractor.
[02:42:21.528 --> 02:42:22.468]  So that's what's going on.
[02:42:23.936 --> 02:42:25.117]  We're gonna be back in a few.
[02:42:25.757 --> 02:42:28.379]  Remember what you can do to support InfoWars.
[02:42:29.019 --> 02:42:30.280]  The future is in your hands.
[02:42:30.480 --> 02:42:31.020]  Don't drop it.
[02:42:32.901 --> 02:42:34.862]  Hey, great being on the Alex Jones Show.
[02:42:35.883 --> 02:42:37.684]  And don't forget to wear your mask!
[02:42:38.164 --> 02:42:38.544]  Remember that?
[02:42:38.664 --> 02:42:39.064]  Remember that?
[02:42:39.325 --> 02:42:40.405]  Remember that stupid crap?
[02:42:41.226 --> 02:42:41.686]  Remember that?
[02:42:42.086 --> 02:42:55.062]   And you read these things about how the mask doesn't, uh... These masks do not eliminate exposure To the risk of any disease or infection.
[02:42:55.562 --> 02:42:59.183]  But make sure you wear them anyway, because... I'M THE GOVERNOR!
[02:42:59.803 --> 02:43:01.863]  I'M ARROGANT GAVIN NEWSOM!
[02:43:02.224 --> 02:43:03.424]  I'M WITNESS WHITMERE!
[02:43:03.804 --> 02:43:06.785]  I'M THE ONE OVER THERE IN OHIO!
[02:43:07.085 --> 02:43:08.805]  YOU COULD GET DUMBER THAN ME!
[02:43:09.105 --> 02:43:10.146]  WEAR YOUR MASK!
[02:43:10.246 --> 02:43:11.066]  BE YOUR MASK!
[02:43:11.506 --> 02:43:17.928]  Anyway... Listen... I keep telling people... Nobody ever talked about natural healing.
[02:43:17.948 --> 02:43:20.548]  The first book I worked on, by the way, back in 1984, was Natural Healing.
[02:43:23.004 --> 02:43:27.128]  They never mention about building up your immune system and getting strong to fight the COVID.
[02:43:27.388 --> 02:43:27.588]  Never.
[02:43:27.788 --> 02:43:28.289]  Not a peep.
[02:43:28.889 --> 02:43:29.850]  Only in medicine.
[02:43:29.970 --> 02:43:31.352]  Only from the drug dealers.
[02:43:32.833 --> 02:43:36.896]  So, if you're not in good health, you're not in a good head.
[02:43:37.737 --> 02:43:41.441]  And that's why you gotta get some of these products from InfoWars to help you.
[02:43:42.021 --> 02:43:46.085]  So you could fortify your body's natural defense.
[02:43:47.265 --> 02:43:53.208]  Particularly ahead of the fall, because you don't want to fall down as it gets cold and, you know, and winter comes on.
[02:43:53.648 --> 02:43:57.409]  So you gotta, you know, consider getting their Mega Immune Support Supplements.
[02:43:57.870 --> 02:43:59.971]  And if you get them now, you get 50% off.
[02:44:00.731 --> 02:44:14.697]  And today, they're launching a new sale on two recently restocked fan favorites, along with a brand new Supercharged Combo Pack, never seen before.
[02:44:16.202 --> 02:44:19.464]  InfoWars Life Vitamin D3 Gummies.
[02:44:19.604 --> 02:44:20.364]  Chew them away.
[02:44:20.804 --> 02:44:21.685]  It's back in stock.
[02:44:22.005 --> 02:44:22.605]  40% off.
[02:44:23.125 --> 02:44:25.707]  InfoWars Life Vitamin C Plus Zinc.
[02:44:26.287 --> 02:44:27.748]  Things I take every day.
[02:44:28.588 --> 02:44:29.408]  Back in stock.
[02:44:29.428 --> 02:44:30.489]  40% off.
[02:44:31.129 --> 02:44:33.510]  Immunity Supercharger Combo Pack.
[02:44:33.931 --> 02:44:38.393]  Vitamin C, Vitamin D3, and DNA Force Plus.
[02:44:38.413 --> 02:44:39.693]  50% off.
[02:44:42.685 --> 02:44:46.069]  These formulas, by the way, they're loaded with natural immune support boosters.
[02:44:46.991 --> 02:44:49.814]  And people have been asking for them, and you need them.
[02:44:49.874 --> 02:44:53.419]  Again, the better health you're in, the better you are.
[02:44:54.844 --> 02:44:57.025]  Again, you're in bad health, you're in a bad head.
[02:44:57.665 --> 02:44:59.625]  And they're going to sell out quickly again.
[02:44:59.725 --> 02:45:01.806]  So now is the time to secure your order.
[02:45:02.246 --> 02:45:05.407]  It'll be months before they get the next shipment before it arrives.
[02:45:05.427 --> 02:45:15.029]  So visit InfoWarsStore.com, InfoWarsStore.com and support the InfoWar as well as you and your family's health.
[02:45:15.749 --> 02:45:20.210]  Get up to 50% off right now and start supporting your natural immune system.
[02:45:20.710 --> 02:45:26.211]   And as I say, if you're not In good health, you're not in a good head.
[02:45:26.772 --> 02:45:27.832]  So do what you can now.
[02:45:27.872 --> 02:45:29.833]  Immunity support, supercharger, get them now.
[02:45:29.853 --> 02:45:32.134]  50% off and 25% off.
[02:45:32.614 --> 02:45:35.656]  Brain Force, Ultra, they got great deals.
[02:45:36.196 --> 02:45:37.737]  Do what you can to support InfoWars.
[02:45:39.998 --> 02:45:41.518]  And anyway, moving on.
[02:45:41.678 --> 02:45:47.301]  So do what you can because we got to keep the truth alive and they're killing it from us as they're killing us.
[02:45:48.181 --> 02:45:50.723]  Mortgage rates topped 6% for the first time since 2008.
[02:45:53.010 --> 02:45:53.410]  Okay.
[02:45:54.831 --> 02:45:56.933]  Property faces a slow reckoning.
[02:45:56.953 --> 02:45:58.434]  Yep.
[02:46:00.035 --> 02:46:00.796]  One after another.
[02:46:01.976 --> 02:46:03.297]  Where's this economy going?
[02:46:05.279 --> 02:46:12.824]  We are heading into the worst geopolitical and socio-economic crisis in modern history.
[02:46:14.085 --> 02:46:25.692]   The damage that they've done with the COVID war and the lockdowns Have destroyed the lives and livelihoods of billions, not millions, billions around the planet.
[02:46:26.253 --> 02:46:31.115]  Again, we write the details in the Trends Journal magazine week after week.
[02:46:31.195 --> 02:46:36.317]  Your average magazine is 150 pages plus and no ads.
[02:46:38.698 --> 02:46:41.899]  We're giving you everything we can to help you prepare for what's coming ahead.
[02:46:42.880 --> 02:46:44.020]  So let's look at the markets.
[02:46:44.060 --> 02:46:48.242]  Today they were way down and it just got my took a took to break it back up.
[02:46:49.750 --> 02:46:50.811]  The whole game is rigged.
[02:46:51.371 --> 02:46:53.332]  You got a few companies running the whole show.
[02:46:54.613 --> 02:46:56.874]  The Vanguards, Black Rocks.
[02:46:59.496 --> 02:47:00.196]  It's a rigged game.
[02:47:01.957 --> 02:47:03.178]  Interest rates are going to go up.
[02:47:03.218 --> 02:47:04.579]  This whole thing is going down.
[02:47:06.280 --> 02:47:16.806]  We had been warning about an office occupancy rates declining and what's going to happen.
[02:47:18.263 --> 02:47:21.286]  In the commercial real estate sector of office buildings.
[02:47:22.707 --> 02:47:26.029]  This is from the toilet paper record the New York slime.
[02:47:27.451 --> 02:47:31.674]  New York City pandemic jobs losses linger.
[02:47:34.376 --> 02:47:35.938]  New York City is still missing a 176,000.
[02:47:35.777 --> 02:47:41.377]  176,000 people in job.
[02:47:41.377 --> 02:47:49.857]   They go on to say New York City was particularly hard hit by the virus
[02:47:49.857 --> 02:47:58.336]  promoting business closures and employee vaccine mandates.
[02:47:58.802 --> 02:48:00.162]  That's a total lie.
[02:48:02.083 --> 02:48:02.663]  It wasn't.
[02:48:02.944 --> 02:48:10.227]  It was arrogant little stupid clowns like Bill de Blasio, Warren Wilhelm Jr.
[02:48:11.679 --> 02:48:18.024]  A slimeball who changed his name to his mother's name so he'll get the Italian vaults?
[02:48:18.725 --> 02:48:29.734]  Warren Wilhelm Moron Jr., a guy that's been sucking off the public, you know what, all his life, and demanded that the businesses close down?
[02:48:30.931 --> 02:48:33.112]  And arrogant Andy Cuomo!
[02:48:33.592 --> 02:48:35.433]  The daddy's boy!
[02:48:35.553 --> 02:48:36.993]  Mario's daddy!
[02:48:37.293 --> 02:48:40.134]  I'm renaming the Tappan Zee Bridge after my daddy!
[02:48:40.455 --> 02:48:41.795]  Your daddy's nothing!
[02:48:42.075 --> 02:48:43.556]  My daddy was Mario!
[02:48:43.816 --> 02:48:45.156]  And I'm renaming the bridge!
[02:48:45.597 --> 02:48:48.278]  And it's gonna cost you 30 million dollars!
[02:48:51.159 --> 02:48:59.862]  A slime ball that the Hollywood freaks, to show you what a freak show it is, gave him an Emmy Award!
[02:49:01.491 --> 02:49:03.052]  Calm down, Celenti.
[02:49:03.153 --> 02:49:04.634]  Close down your business.
[02:49:05.034 --> 02:49:09.258]  Go out of business and destroy the lives of everybody.
[02:49:09.278 --> 02:49:11.820]  You must obey!
[02:49:11.840 --> 02:49:17.025]  Hey, you get caught filling up anybody anymore?
[02:49:17.045 --> 02:49:20.268]  Oh, I think they just, uh, another woman came out against them.
[02:49:21.729 --> 02:49:22.350]  I'm the governor.
[02:49:22.390 --> 02:49:23.671]  I could do whatever I want.
[02:49:25.912 --> 02:49:32.631]  There are fewer than 1,250 fewer house cleaners in the city.
[02:49:32.631 --> 02:49:36.312]  That's just according to one local, the union.
[02:49:36.312 --> 02:49:46.312]  [BLANK_AUDIO]
[02:49:37.576 --> 02:49:38.696]  So it's a lot worse than that.
[02:49:38.716 --> 02:49:47.240]  So what I'm telling you is we are going into a socioeconomic and geopolitical crisis, the likes of which we've never seen.
[02:49:49.001 --> 02:49:54.724]  And again, going back to the moron crap scum shooting out of their mouth that we're supposed to swallow.
[02:49:55.284 --> 02:50:00.787]  I started talking about before that Biden said he believes the COVID-19 pandemic is over.
[02:50:01.448 --> 02:50:05.051]  It wasn't a pandemic, it was a COVID war launched by politicians.
[02:50:05.411 --> 02:50:06.191]  But because of B.S.
[02:50:06.511 --> 02:50:09.453]  Biden believes it all, then I gotta believe it!
[02:50:09.694 --> 02:50:16.218]  Because if you believe in the Queen, and you look up to the King, here King, here boy, come on!
[02:50:16.999 --> 02:50:21.782]  Come here, sit, give me a paw, down, roll over, King.
[02:50:22.822 --> 02:50:23.243]  Screwed!
[02:50:23.683 --> 02:50:24.824]  What are you kidding me?
[02:50:25.424 --> 02:50:25.784]  King.
[02:50:25.804 --> 02:50:27.886]  I'll be King for a day.
[02:50:29.406 --> 02:50:31.187]  What are they worth, 30 billion dollars?
[02:50:31.307 --> 02:50:32.808]  There he goes.
[02:50:33.128 --> 02:50:35.870]  That's the cover of the Trends Journal brought to you by Anthony Frieda.
[02:50:36.430 --> 02:50:37.591]  Brilliant, brilliant artist.
[02:50:38.372 --> 02:50:39.392]  Here, King, here, boy.
[02:50:39.753 --> 02:50:41.133]  No, I'm royal.
[02:50:42.254 --> 02:50:44.436]  I don't pee and I don't poo.
[02:50:45.496 --> 02:50:46.917]  So you got a clown like Biden.
[02:50:46.957 --> 02:50:50.519]  I'm trying to tell you they do this so we take orders from these jerks.
[02:50:51.860 --> 02:50:53.041]  The pandemic is over.
[02:50:53.061 --> 02:50:57.644]  We still doing a lot of work on it?
[02:50:58.502 --> 02:51:00.163]  What work are you doing on it?
[02:51:00.382 --> 02:51:02.781]  WHAT WORK ARE YOU DOING ON IT?!
[02:51:02.781 --> 02:51:09.662]  You ready?
[02:51:10.086 --> 02:51:14.948]  This is how they keep selling the pandemic lie, rather than what really happened.
[02:51:15.409 --> 02:51:18.350]  The politicians destroying our lives and the economy.
[02:51:19.650 --> 02:51:26.893]  Kate Soper's work, like that of so many other artists, was disrupted by the pandemic.
[02:51:28.760 --> 02:51:32.222]  This is from the Toilet Paper Record in the Arts section.
[02:51:33.243 --> 02:51:33.723]  This week.
[02:51:35.785 --> 02:51:36.325]  Who wrote this?
[02:51:39.367 --> 02:51:44.310]  Music Review by, uh... What was his name again?
[02:51:45.471 --> 02:51:46.311]  I can't see his name.
[02:51:47.712 --> 02:51:48.593]  Gotta be in some place.
[02:51:50.874 --> 02:51:53.716]  Ah, Seth Waltz.
[02:51:55.117 --> 02:51:55.297]  Yep.
[02:51:55.797 --> 02:51:56.538]  What pandemic?
[02:51:58.208 --> 02:51:59.648]  Pandemic didn't close it down.
