[00:00:00.009 --> 00:00:00.909]  Not safe here.
[03:10:02.024 --> 03:10:05.768]  There are already not many areas are taking the decals off the vehicles.
[03:10:06.028 --> 03:10:07.329]  It's called secret police.
[03:10:07.369 --> 03:10:09.011]  It always follows this.
[03:10:09.071 --> 03:10:12.114]  And you've got this anti-terror guy who wants to be the soldier.
[03:10:13.906 --> 03:10:15.907]  The alleged shooter fits the perfect MO.
[03:10:16.928 --> 03:10:20.730]  And then, oh, he sees what he believes is racism, which I'm sure it's going on.
[03:10:21.011 --> 03:10:21.871]  It's tribalism.
[03:10:22.552 --> 03:10:25.834]  They've got departments that are mainly black and other people get discriminated against.
[03:10:26.154 --> 03:10:27.755]  Departments that are mainly white, it happens.
[03:10:28.095 --> 03:10:29.516]  Humans, it's not racism.
[03:10:29.636 --> 03:10:32.018]  It's tribal PAC mentality.
[03:10:32.378 --> 03:10:33.198]  It's cliques.
[03:10:33.699 --> 03:10:38.602]  You can have one white country club, and you can have another white country club, and they don't like each other.
[03:10:39.986 --> 03:10:41.847]  Okay, I mean, that's just what people do.
[03:10:41.948 --> 03:10:43.909]  They get in cliques.
[03:10:44.409 --> 03:10:48.312]  Families have cliques where two siblings gang up on the other one with the parents.
[03:10:48.652 --> 03:10:50.134]  I mean, we all know about this.
[03:10:51.240 --> 03:10:57.501]  It's like the Star Trek episode where one group has black on one side and white on the other, and the other leading group, the elite group, it's flipped.
[03:10:57.861 --> 03:11:01.242]  Genetics are the same except for that, but one group oppresses the other.
[03:11:01.602 --> 03:11:02.902]  They will use anything.
[03:11:03.162 --> 03:11:08.764]  In Africa, you'll have one tribe on the other side of the river and the other side, they follow the same religion, they still kill each other.
[03:11:09.104 --> 03:11:09.784]  Same thing here.
[03:11:10.404 --> 03:11:12.984]  Different Scottish tribes constantly killing each other.
[03:11:13.244 --> 03:11:15.385]  They all look the same, act the same, same culture.
[03:11:17.062 --> 03:11:17.643]  Doesn't matter.
[03:11:17.843 --> 03:11:19.245]  Constantly killing each other.
[03:11:19.846 --> 03:11:20.226]  Okay?
[03:11:20.487 --> 03:11:23.511]  And all the photos and video of the cops with their guns.
[03:11:24.452 --> 03:11:26.875]  Hey cops, what if this guy was targeting general citizens?
[03:11:27.156 --> 03:11:28.357]  Can we walk around with guns?
[03:11:29.659 --> 03:11:30.921]  Oh no, you're not properly trained.
[03:11:31.301 --> 03:11:33.064]  See, that's where this is all going.
[03:11:35.191 --> 03:11:36.372]  And I said I'd go to your phone calls.
[03:11:36.492 --> 03:11:37.833]  Here's the big enchilada.
[03:11:38.673 --> 03:11:42.775]  Perhaps we should have all 38 million Californians who aren't government officials.
[03:11:42.795 --> 03:11:49.840]  Because in California, the government officials, not servants, are exempt from the red light cameras, exempt from warrants for speeding.
[03:11:50.160 --> 03:11:53.422]  Oh, you didn't know that over a million bureaucrats are exempt.
[03:11:54.182 --> 03:12:21.446]  So, everyone but state or federal employees should show up at the end of your street with your children, and the police will drop by at, you'll be told by cell phone, that's why they don't have government alerts on the cell phones, so you can get your orders, to when to show up, and you show up politely, and you think I'm being funny, Nazi Germany did this, people would show up, be rounded up, put in a pit, and they'd shoot people, and then folks would politely, with their hat in hand, run down into the pit, buy other dead bodies, you've seen the film footage, to be killed.
[03:12:22.386 --> 03:12:28.590]  Now, a conspiracy theorist would resist, because they'd think, I'm about to be killed, I might as well try to, you know, go after one of these guys.
[03:12:28.710 --> 03:12:32.493]  Or, I heard they're killing folks over in the next town, we have no hope but to fight back.
[03:12:32.673 --> 03:12:33.554]  But see, I'm a bad man.
[03:12:33.954 --> 03:12:34.995]  I'm a very bad man.
[03:12:35.984 --> 03:12:42.885]  You understand, I'm, you know, a lot of people that founded this country in my mind and in my mindset, but that's, that's, that's, that's evil.
[03:12:42.905 --> 03:12:51.247]  I mean, you go to Infowars.com, we have a graphic of Thomas Jefferson up there that says, no free man shall ever be debarred the use of arms, because only a free man has arms, by the way.
[03:12:51.267 --> 03:12:52.267]  That's kind of a trick question.
[03:12:52.287 --> 03:12:56.788]  We're going to send that out on Facebook right now.
[03:12:57.168 --> 03:12:58.108]  I'm also going to Twitter that.
[03:12:58.129 --> 03:13:00.009]  I want, tell the guys to tweet that out for me.
[03:13:00.049 --> 03:13:00.289]  Thank you.
[03:13:01.388 --> 03:13:03.269]  So this is what we're dealing with.
[03:13:03.489 --> 03:13:06.050]  I guess Christie doing a great job is listening right now so she can do that.
[03:13:06.610 --> 03:13:08.591]  Go to RealAlexJones on Twitter if you want that.
[03:13:08.931 --> 03:13:10.172]  This is what frustrates me.
[03:13:10.572 --> 03:13:20.956]  They've got drones, secret arrests, torture bases, the government runs Al-Qaeda, the Brookings Institute has come out and said yes, the government is running Al-Qaeda in Africa and other countries to take over.
[03:13:21.116 --> 03:13:22.417]  They're the pretext to take over.
[03:13:24.599 --> 03:13:26.299]  But that's not scary.
[03:13:26.379 --> 03:13:29.980]  I mean, the news said Hillary is the most popular person in America.
[03:13:30.321 --> 03:13:31.061]  They had a poll.
[03:13:31.741 --> 03:13:35.662]  And again, I could go to a Klan rally and poll their favorite person.
[03:13:35.682 --> 03:13:36.602]  They'd say Adolf Hitler.
[03:13:37.923 --> 03:13:38.723]  It's who they poll.
[03:13:38.823 --> 03:13:42.204]  I mean, this propaganda is so cartoon level.
[03:13:42.424 --> 03:13:45.805]  But see, I always thought it was cartoon level and that it was bad propaganda.
[03:13:45.825 --> 03:13:46.645]  No, no, no, it's good.
[03:13:47.025 --> 03:13:49.546]  By putting really bad, dumbed-down stuff out,
[03:13:50.663 --> 03:13:53.465]  People just get lost in it because they can't compute.
[03:13:53.505 --> 03:13:55.626]  It's like a slow Loris attack.
[03:13:55.646 --> 03:13:57.267]  It isn't a denial of service, really.
[03:13:58.588 --> 03:14:09.736]  It goes in with certain functions that doesn't really overload the general processors at first, but the way I've had it described is that it starts a process of a request,
[03:14:10.922 --> 03:14:13.924]  And then never lets the process follow out, just keeps asking for it.
[03:14:14.484 --> 03:14:15.784]  And then it shuts down your website.
[03:14:16.265 --> 03:14:21.988]  And that's kind of what it is, it's like, yeah, we got drones, we're gonna kill you and secretly arrest you, but he has a peace prize, so it's okay.
[03:14:22.148 --> 03:14:36.135]  And yeah, the government runs Al-Qaeda, and yeah, we're putting cancer viruses in the vaccines, but yeah, but it's good for you, you may have a seizure and die, but just don't worry about it, the extremists don't like it, and you know, and yeah, lead is now good for you, and so is melamine, and yeah.
[03:14:37.135 --> 03:14:38.356]  And it's just meant to be like, what?
[03:14:39.321 --> 03:14:39.521]  What?
[03:14:39.541 --> 03:14:44.306]  You know, we're not in a tyranny, but you better not tell the police or we'll arrest you.
[03:14:44.846 --> 03:14:47.309]  And it's just meant to just overwhelm you where you just give up.
[03:14:47.789 --> 03:14:53.535]  Stop even caring what they're saying, other than to analyze it, to laugh at it, to spit on the ground.
[03:14:53.555 --> 03:14:55.957]  I mean, it's time to spit on the ground.
[03:14:56.698 --> 03:14:57.438]  In front of government.
[03:14:57.498 --> 03:15:03.199]  Unless the government person says, I'm a servant, I apologize, you're right, I'm doing everything I can to fix this.
[03:15:03.399 --> 03:15:04.840]  It's time to say, I don't respect you.
[03:15:04.960 --> 03:15:06.220]  Because you work for a system.
[03:15:06.460 --> 03:15:07.280]  You're under the system.
[03:15:07.320 --> 03:15:08.841]  You came riding out of Mordor.
[03:15:09.181 --> 03:15:10.441]  They're like, well I'm not a bad person.
[03:15:10.641 --> 03:15:11.861]  Really, you're in the uniform of Mordor.
[03:15:11.881 --> 03:15:16.042]  Alright, I'm ranting and I said I'd go to your calls.
[03:15:16.242 --> 03:15:18.243]  Kathy, interesting vet suicide story.
[03:15:18.283 --> 03:15:20.203]  I'd say terrifying, saddening.
[03:15:20.763 --> 03:15:23.384]  What is the story there I see you have on the screen?
[03:15:24.984 --> 03:15:25.264]  Alex.
[03:15:27.182 --> 03:15:27.683]  Am I on?
[03:15:27.703 --> 03:15:28.183]  Yes, ma'am.
[03:15:28.563 --> 03:15:36.712]  Okay, Alex, I've watched you and listened to you since day one on Austin Access, and I enjoyed your preaching on Wednesday, so keep it up.
[03:15:36.812 --> 03:15:39.374]  Hey, is this Kathy, one of the church ladies I've met before?
[03:15:39.775 --> 03:15:40.355]  Yes.
[03:15:41.236 --> 03:15:42.838]  Oh, yeah, okay, how you doing?
[03:15:44.339 --> 03:15:46.601]  But it's been a long time since I've seen you.
[03:15:47.422 --> 03:15:48.744]  I'm usually with my aunt.
[03:15:48.984 --> 03:15:49.965]  Yes, how's she doing?
[03:15:50.430 --> 03:15:51.911]  Yes, she's doing great.
[03:15:52.132 --> 03:15:55.475]  And she sends you her love and her prayers.
[03:15:55.495 --> 03:15:57.577]  You know why I like you ladies?
[03:15:57.637 --> 03:16:09.368]  It's not that you're older, I mean you're a lot younger, but I've known you for about 16 years or so, 17 years, so we've all gotten older, is that you guys have that same glow in your eyes that my grandmother has.
[03:16:09.448 --> 03:16:10.329]  Good Christian ladies.
[03:16:10.988 --> 03:16:12.789]  Oh my goodness, well thank you.
[03:16:13.289 --> 03:16:15.551]  I was just so excited when you were preaching the other day.
[03:16:15.571 --> 03:16:18.132]  I was just jumping up and down and had to let my aunt know.
[03:16:18.192 --> 03:16:20.174]  She's 91 and a half now today.
[03:16:20.194 --> 03:16:20.254]  Wow!
[03:16:21.094 --> 03:16:37.264]  So anyway, but I wanted to share with you that I was at the grocery store a few days after Christmas and I was visiting with a lady at the grocery store and she told me her son had died around the 1st of December and he had killed himself and he
[03:16:38.244 --> 03:17:06.484]  I was a veteran and I was asking her and I was sharing with her a few things that you had said and she said that within their circle of family and friends that within that circle they had found out that two other guys had also committed suicide on the same day and they didn't even know each other and she said all three had set up the same ritual of this like a white towel over their head and
[03:17:07.023 --> 03:17:11.548]  And had these room deodorizers in a circle around them.
[03:17:12.369 --> 03:17:16.074]  Alright, well you need to come to the office then on Monday.
[03:17:16.094 --> 03:17:17.996]  We need to do an investigation because I've known you...
[03:17:18.996 --> 03:17:39.093]  I don't know, like 16 years at least, since about 1996 or so, and know you and I think we've been out to dinner once or twice, but the point is, is that, and you run in a really conservative, nice, believable circle, and you're saying they're doing bizarre rituals.
[03:17:39.133 --> 03:17:40.754]  This sounds like mind control to me.
[03:17:40.794 --> 03:17:42.476]  Describe slowly what they're doing.
[03:17:44.365 --> 03:17:45.626]  I don't even know the lady.
[03:17:45.646 --> 03:17:51.671]  I mean, this was just a conversation that we struck up, and then, of course, I was interested, and so I started asking her questions and all.
[03:17:51.991 --> 03:17:53.872]  And so this is basically what she told me.
[03:17:53.932 --> 03:18:07.061]  She just said that they had, each one of them had this towel, and she was kind of, you know, like maybe a, I don't know what size, but anyway, it was, I think she said it was a white towel.
[03:18:07.101 --> 03:18:09.043]  She said two of them had put it over their head.
[03:18:09.063 --> 03:18:11.885]  The other one had, her son had laid it out in front of him.
[03:18:12.592 --> 03:18:23.062]  And she just made some, and she said, and what was so strange is all three of them were found with these room deodorizers in a circle in the room around them.
[03:18:23.542 --> 03:18:26.285]  And they had shot themselves in the mouth with their guns.
[03:18:27.046 --> 03:18:34.493]  And she said, you know, it's just, she said, we've just been wondering if the military wasn't teaching them how to kill themselves.
[03:18:34.853 --> 03:18:38.258]  Well, you know, with the room deodorizers, I've studied mind control.
[03:18:38.438 --> 03:18:40.901]  It won't just be the catcher in the rye as a verbal trigger.
[03:18:40.921 --> 03:18:43.004]  They, a lot of times, do the programming.
[03:18:43.024 --> 03:18:45.287]  It only takes a few weeks now with the drugs and stuff they've got.
[03:18:46.008 --> 03:18:48.050]  They should be checking their brains for chips and things, too.
[03:18:48.090 --> 03:18:50.934]  That's old technology, but they don't like that because it can be found.
[03:18:51.935 --> 03:18:55.197]  And a lot of times they'll have smells associated with the programming.
[03:18:55.537 --> 03:19:05.643]  And then they'll have simulators while they're on hallucinogenic drugs and other things, where they simulate killing themselves, and then the electrodes they've got run into their brain, torturing them.
[03:19:05.683 --> 03:19:09.005]  They've got other systems that's turned off when they kill themselves.
[03:19:10.025 --> 03:19:15.788]  But then they're not in the horrible pain until the trigger word is given, and they call them up on the telephone.
[03:19:16.008 --> 03:19:18.650]  People have seen this in movies because, folks, that's based on real stuff.
