[00:00:00.109 --> 00:00:00.469]  Brother.
[02:45:42.783 --> 02:45:48.508]  You can't take away the fact that they're in a horrible situation and most of them signed up believing it was good.
[02:45:49.009 --> 02:45:51.892]  Even if they were conned and it's a lie, it doesn't make them bad.
[02:45:51.932 --> 02:45:55.496]  Who it makes bad is now it's been declassified.
[02:45:55.536 --> 02:45:56.977]  WikiLeaks, they confirm it's real.
[02:45:57.117 --> 02:45:57.458]  Of course.
[02:45:57.998 --> 02:46:00.800]  That they have torture camps everywhere, but they use special contractors.
[02:46:00.820 --> 02:46:01.560]  The troops don't know.
[02:46:01.860 --> 02:46:06.363]  They deliver the families in trucks there with bags over their heads, and I've talked to the troops.
[02:46:06.563 --> 02:46:07.964]  That's why they go back and commit suicide.
[02:46:08.324 --> 02:46:14.848]  When they see some pot-bellied pedophile at the army camp taking a little girl in, the guy doesn't know what to do and goes home and blows his head off.
[02:46:15.088 --> 02:46:16.149]  No, don't blow your head off.
[02:46:16.309 --> 02:46:18.350]  Go speak out against what they're doing in the black sites.
[02:46:18.550 --> 02:46:18.850]  Yeah.
[02:46:18.890 --> 02:46:19.751]  You see what I'm saying?
[02:46:19.791 --> 02:46:20.351]  It's terrible.
[02:46:20.591 --> 02:46:22.473]  It's terrible conditions in a lot of cases.
[02:46:22.513 --> 02:46:27.356]  And then the worst thing that I see and I've heard about is just how they treat the veterans after they come back.
[02:46:27.416 --> 02:46:32.799]  It's just like after Vietnam, they come back and they're all, you know, they're strung out on drugs and there's these things and then they don't have a home.
[02:46:32.839 --> 02:46:35.301]  And you've got these terrible situations for veterans.
[02:46:35.761 --> 02:46:37.703]  And it's like now, you know, they've been in Afghanistan.
[02:46:37.763 --> 02:46:41.205]  I mean, there's the abundance of heroin, the abundance of all these kind of things going on over there.
[02:46:41.745 --> 02:46:47.612]  And it's just the things they see, the things they have to do, I just hope that they really, in the future, we have better treatment for veterans.
[02:46:47.652 --> 02:46:54.861]  Well, I mean, the people back in the cowardly empire, you know, out here, they're scared of the troops when they come home, because they're scared of men.
[02:46:55.361 --> 02:46:56.363]  They're scared of...
[02:46:57.568 --> 02:47:02.989]  They're scared of people they shouldn't be scared of, and then they're not scared of the government, who they should be concerned about.
[02:47:03.129 --> 02:47:03.329]  Yeah.
[02:47:03.709 --> 02:47:04.289]  Yeah, I agree.
[02:47:05.149 --> 02:47:05.830]  But they don't know.
[02:47:05.850 --> 02:47:07.310]  A lot of people don't know what's going on.
[02:47:07.390 --> 02:47:14.571]  You know, this interview, we've got about 15 minutes left here with you, Shooter, and we're going to go do an interview for the Nightly News, then I'll dole that out sometime next week.
[02:47:15.031 --> 02:47:23.413]  ShooterJennings.com, after you leave here, what is it that you want to talk about that you forgot to talk about, but let's get in the time machine and come back to right now?
[02:47:24.187 --> 02:47:26.188]  Man, that's hard to even say.
[02:47:26.248 --> 02:47:27.849]  My mind gets going so fast.
[02:47:27.869 --> 02:47:28.609]  Shame here, yeah.
[02:47:28.949 --> 02:47:35.492]  But it's, you know, I'm just happy to be here with you and talk about these kind of things because it does weigh on me, man.
[02:47:35.532 --> 02:47:39.374]  It's like, I look at my kids growing up in this world and I look at what things are going to be.
[02:47:40.274 --> 02:47:46.599]  And it scares me, it scares me that anybody just doesn't listen and doesn't open their mind to these things, you know?
[02:47:46.619 --> 02:47:49.821]  And it's musically, people don't open their mind to music, people don't know.
[02:47:49.841 --> 02:47:55.706]  There's a whole wave of underground country artists that don't get any exposure because radios gatekeepers keep them out.
[02:47:55.746 --> 02:47:58.608]  Oh, they put horrible fluff I can't listen to.
[02:47:58.628 --> 02:47:59.288]  Oh, it's terrible.
[02:47:59.449 --> 02:48:02.491]  Even the so-called old-fashioned country stations air all this new stuff.
[02:48:02.751 --> 02:48:08.736]  Yeah, and then they have whatever you call, you know, just like in government, they have patsies that they set up.
[02:48:08.756 --> 02:48:31.495]  They have artists they set up as their kind of outlaw country artists that they're trying to appease that appetite for, but yet are still just part of the organization, just puppets, you know, and it's just like everything operates on such a level that it could be a same metaphor for the government, you know, but ultimately just talking about all this stuff and just being able to have the freedom of speech to do it is what I enjoy doing, being on here, so.
[02:48:31.875 --> 02:48:45.146]  What do you think is going to happen as the economy implodes, as they rob the bank accounts in Europe, Cyprus and other places, if they really try to keep pushing and name libertarians, constitutionalists, conspiracy theorists, and say we're bad?
[02:48:45.166 --> 02:48:46.707]  I mean, that's a throwaway line.
[02:48:46.787 --> 02:48:49.650]  I don't want to hear culturally what you're saying that's totally pertinent.
[02:48:49.870 --> 02:48:52.552]  You're just a theorist because you don't trust known liars.
[02:48:52.872 --> 02:48:54.834]  I mean, I'm worried about civil war in this country.
[02:48:55.435 --> 02:49:02.502]  I am too, because you look at with the treaty or with the deal that they're signing down here against Obamacare, a lot of the people turning against that.
[02:49:03.163 --> 02:49:05.926]  I don't like to see everybody so disjointed.
[02:49:06.006 --> 02:49:09.450]  I'd rather see two sides, to be honest with you, than I would like to see all these different things.
[02:49:09.490 --> 02:49:14.115]  But I think that what happens is the right side tends to get too caught up in
[02:49:15.876 --> 02:49:38.083]  Some of the religious aspects and the abortion aspects and all those things, the gay aspect, the gay marriage and all that, they really, even the weed thing, like what I really would prefer to happen, and I believe that all of that stuff, I am a person who does believe that each individual has a choice to do whatever they want to do, but I also think that a lot of those things are what's keeping progression on both the left and the right.
[02:49:38.223 --> 02:49:41.627]  Sure, the system uses it as a diversion football issue.
[02:49:41.887 --> 02:49:44.350]  Not meaning people don't have points on the issues on both sides.
[02:49:44.870 --> 02:49:52.818]  The issue is, is it's used to distract from all the other... Why are we giving 85 billion dollars a month to foreign banks and then no one even knows that?
[02:49:53.019 --> 02:49:53.219]  I know.
[02:49:53.479 --> 02:50:18.165]  I know and yeah and I agree it's a distraction so I hate to see all that happen I just you know I would love to see someone stand up as a public figure that would actually have the interest of people in mind that can really relate to the youth as well as is the older generation you know I think we're gonna need something like that I think it'll happen I honestly am a big supporter of even this anonymous you do you follow anonymous in the end and the the college rape trial thing that was happening with that there's like the football team yes
[02:50:18.445 --> 02:50:18.925]  We're good to go.
[02:50:37.737 --> 02:50:38.698]  That's terrible, by the way.
[02:50:38.738 --> 02:50:46.346]  That demanding situation, the hacker just now that died, that committed suicide in New York over all the pressure that was down on him when he'd done a lot of good things.
[02:50:46.626 --> 02:50:49.048]  Yeah, I mean, sure, there's things that were illegal.
[02:50:49.068 --> 02:50:50.249]  Well, they're now going after whistleblowers.
[02:50:50.269 --> 02:50:50.630]  Stay there.
[02:50:50.670 --> 02:50:52.091]  Shooter Jennings is our guest.
[02:50:52.472 --> 02:50:53.232]  Amazing interview.
[02:50:53.272 --> 02:50:53.853]  Shooterjennings.com.
[02:50:55.174 --> 02:50:58.695]  Digestive health is the key to wellness and elimination of toxins.
[02:50:59.035 --> 02:50:59.756]  That bears repeating.
[02:51:00.056 --> 02:51:03.597]  Digestive health is the key to wellness and elimination of toxins.
[02:51:03.957 --> 02:51:08.199]  And Pro-EM1 Daily Probiotic Cleanse is the key to digestive health.
[02:51:08.519 --> 02:51:13.981]  Pro-EM1 is a powerful liquid probiotic, strong enough to cleanse, gentle enough to use every day.
[02:51:14.361 --> 02:51:16.562]  Pro-EM1 is dairy, wheat, and soy free.
[02:51:16.822 --> 02:51:19.103]  Contains all natural and certified organic ingredients.
[02:51:19.323 --> 02:51:21.224]  Contains no preservatives or animal products.
[02:51:21.484 --> 02:51:23.445]  Supports a healthy digestive and immune system.
[02:51:23.565 --> 02:51:24.305]  Supports weight loss.
[02:51:24.585 --> 02:51:26.106]  Improves absorption of food nutrients.
[02:51:26.426 --> 02:51:27.787]  Aids in controlling yeast infections.
[02:51:28.047 --> 02:51:29.287]  Is never freeze-dried.
[02:51:29.627 --> 02:51:33.489]  And uses three groups of live, viable, beneficial microbes to cleanse and remove toxins.
[02:51:33.849 --> 02:51:37.291]  Order Pro-EM1 Daily Probiotic Cleanse at Terragonics.com.
[02:51:37.612 --> 02:51:41.234]  Spelled T-E-R-A-G-A-N-I-X dot com.
[02:51:41.534 --> 02:51:42.675]  Terragonics dot com.
[02:51:43.055 --> 02:51:46.797]  Or call toll free 866-369-3678.
[02:51:47.178 --> 02:51:48.939]  That's 866-369-3678.
[02:51:49.059 --> 02:51:52.801]  Pro-EM1, the raw probiotic.
[02:51:54.582 --> 02:51:58.685]  Hello, this is Ty Bollinger, author of the best-selling book, Cancer Step Outside the Box.
[02:51:59.326 --> 02:52:01.427]  I want you to know some very important information.
[02:52:02.336 --> 02:52:10.680]  In 1985, President Ronald Reagan requested that Carnivora be sent directly to the White House at a time when only the President could obtain this world-class healer.
[02:52:11.320 --> 02:52:16.222]  Now, 27 years later, Carnivora capsules are used around the world to keep people healthy.
[02:52:16.858 --> 02:52:27.829]  Now you can protect yourself and your loved ones in this age of superbugs with 17 naturally occurring compounds that instinctively respond to abnormal cells only without harming a single normal cell.
[02:52:28.230 --> 02:52:35.237]  If you want to stay healthy, now's your chance to literally wake up your critical immune cells to attack harmful invaders that don't belong in your body.
[02:52:35.917 --> 02:52:40.182]  Call 1-866-VENUSFLY or order from carnivora.com.
[02:52:40.222 --> 02:52:43.386]  That's C-A-R-N-I-V-O-R-A dot com.
[02:52:43.826 --> 02:52:50.774]  That's 1-866-836-8735, 1-866-VENUSFLY or visit carnivora.com.
[02:52:51.074 --> 02:52:52.075]  Protect your immune system.
[02:52:52.356 --> 02:52:53.377]  It's the only one you've got.
[02:52:53.917 --> 02:52:58.359]  Nothing is more American than Diamond Gusset Jeans.
[02:52:58.379 --> 02:52:59.499]  100% American made since 1987.
[02:53:01.140 --> 02:53:02.941]  Soft and broken in from the start.
[02:53:03.161 --> 02:53:06.402]  Yet more rugged and durable than any jean you've ever worn.
[02:53:07.062 --> 02:53:09.703]  Have you ever experienced missized jeans from China?
[02:53:10.063 --> 02:53:11.704]  Well you won't with Diamond Gusset.
[02:53:12.264 --> 02:53:16.666]  Every pair is crafted to fit exactly the same and always feel like they were custom made.
[02:53:17.346 --> 02:53:18.186]  Need a 35, 37 or 39 waist?
[02:53:18.206 --> 02:53:18.767]  How about a 31 inseam?
[02:53:22.128 --> 02:53:24.549]  We keep all sizes in stock for the fit you need.
[02:53:25.129 --> 02:53:28.931]  Looking for a relaxed fit, slim fit, regular fit, boot cut, or straight leg?
[02:53:29.392 --> 02:53:30.412]  We got you covered.
[02:53:30.952 --> 02:53:36.195]  Buy the world's best fitting jeans at gusset.com or call 1-888-8GUSSET.
[02:53:36.655 --> 02:53:41.958]  Get free Gusset Targets for the next time you go to the shooting range with the purchase of their new Ranger jean.
[02:53:42.538 --> 02:53:43.139]  We're good.
[02:54:00.035 --> 02:54:14.849]  We're back live with Shooter Jennings, ladies and gentlemen, and we're going to be doing the nightly news tonight.
[02:54:14.869 --> 02:54:16.190]  I don't know if I'm going to air the interview tonight.
[02:54:16.210 --> 02:54:18.232]  If we do, I may dole it out next week.
[02:54:18.692 --> 02:54:24.257]  For PrisonPlanet.TV viewers, but... Wow, the new album is out the other live.
[02:54:24.397 --> 02:54:26.940]  Shooter Jennings, certainly an iconoclast.
[02:54:28.001 --> 02:54:30.583]  Smart guy, very interesting, and check this out.
