[00:00:00.309 --> 00:00:00.991]  Wednesday live.
[02:50:10.788 --> 02:50:13.670]  And I would not be surprised if the judge in that trial...
[02:50:14.784 --> 02:50:50.388]   dismisses this case with prejudice in fact and and I believe he should and he may be heading in that direction we'll have to wait and see but Kyle Rittenhouse is innocent and every rational reasonable person would have done the same thing in his situation he tried to flee they came after him they tried to kill him he shot in self-defense in order to save his own life end of story clear self-defense case so so Rittenhouse we are with you And we know that you are innocent and we know that the nation will pray for you and pray for this trial to be dismissed against you.
[02:50:52.170 --> 02:50:59.816]  Alright, now getting back to our science lesson, and I could never have imagined years ago that I would be teaching chemistry here on InfoWars.com, but these are the times in which we live, right?
[02:51:00.137 --> 02:51:03.099]  You never know what we're going to end up doing on any particular day.
[02:51:03.719 --> 02:51:15.609]  Now, of course, we've covered the fertilizer, we've covered photosynthesis, we've covered nitrogen fixing, checking my notes here, we've covered, oh yes, oxygen levels and carbon dioxide.
[02:51:16.830 --> 02:51:23.074]   And what you need to understand now Is that the food shortages are baked in.
[02:51:24.455 --> 02:51:27.557]  They've already shut down fertilizer production around the world.
[02:51:27.658 --> 02:51:28.678]  They've shut down the pipelines.
[02:51:28.718 --> 02:51:33.082]  They've shut down logistics and supply chain operations.
[02:51:34.223 --> 02:51:41.268]  So the crop harvests of 2022 and beyond are already catastrophic.
[02:51:42.990 --> 02:51:46.432]  They will not be able to grow the food in 2022 that they grew in 2021.
[02:51:46.552 --> 02:51:47.493]  Not even close.
[02:51:47.813 --> 02:51:48.334]  Not in Europe.
[02:51:48.394 --> 02:51:49.235]  Not in North America.
[02:51:50.222 --> 02:51:51.603]  Not in China?
[02:51:52.243 --> 02:51:52.983]  Not in Australia?
[02:51:54.044 --> 02:52:01.287]  So the starvation, the food scarcity, or as the media likes to call it, food insecurity, hey, it's people starving, okay?
[02:52:01.528 --> 02:52:02.288]  It's already set.
[02:52:03.048 --> 02:52:03.789]  It's already coming.
[02:52:05.209 --> 02:52:16.552]   And anybody who's not getting prepared with extra, not just stored food, but the ability to grow food, if you're not getting prepared, You know, you're insane.
[02:52:16.572 --> 02:52:17.253]  You're out of the loop.
[02:52:18.074 --> 02:52:28.883]  Starvation is going to be a global phenomenon in 2022, and it's going to persist for as long as they have a stranglehold on the fossil fuels, for all the reasons I just mentioned.
[02:52:30.164 --> 02:52:32.627]  Wind and solar cannot replace it.
[02:52:33.788 --> 02:52:34.448]  Cannot replace it.
[02:52:34.929 --> 02:52:42.133]   And if you think about what they're really doing, By shutting down the food supply, they're targeting the 3.8 billion people that depend on that.
[02:52:42.794 --> 02:52:44.816]  And those are mostly in developing nations.
[02:52:45.457 --> 02:52:51.042]  So a lot of third world nations, those people will starve very quickly if the food supply drops by even 20%.
[02:52:51.642 --> 02:52:54.125]  Mass starvation in many areas of the world.
[02:52:55.535 --> 02:53:06.140]  But food scarcity doesn't affect first world nations as strongly because people have more disposable income and they can typically spend more money because of the food inflation.
[02:53:06.180 --> 02:53:11.442]  They can still buy more food even if it cuts into a higher and higher percentage of their disposable income.
[02:53:12.322 --> 02:53:15.063]  So what weapon do they have to kill people in first world nations?
[02:53:16.124 --> 02:53:17.244]  Spike protein injections.
[02:53:18.265 --> 02:53:18.685]  Vaccines.
[02:53:20.529 --> 02:53:24.152]  So there are two weapons being wielded against humanity right now.
[02:53:24.793 --> 02:53:34.581]  Again, first world weapon is the vaccines, depopulation, and infertility and cancer rates and autoimmune disorders for the next ten years and so on.
[02:53:35.242 --> 02:53:41.768]  Third world depopulation is going to be food scarcity, mass famine, starvation, because of the cutting off of fertilizers.
[02:53:42.628 --> 02:53:43.909]  Because of the cutting off of fossil fuels.
[02:53:44.330 --> 02:53:45.331]  So you see, that's it.
[02:53:46.540 --> 02:53:49.182]  3.8 billion people are at risk because of food scarcity.
[02:53:49.962 --> 02:53:52.824]  Another roughly 4 billion people are at risk because of the vaccines.
[02:53:54.665 --> 02:54:08.233]   And if we get through the next decade without them killing off 2 billion, 3 billion, 4 billion people, I'll be... I will praise God for intervening and saving us.
[02:54:08.674 --> 02:54:14.420]  Because the target of what they're trying to do in depopulation is in the billions.
[02:54:15.121 --> 02:54:18.545]  And they have the mechanisms already in play right now.
[02:54:20.165 --> 02:54:20.926]  It's already happening.
[02:54:21.126 --> 02:54:35.977]  And where Alex is absolutely right about all of this is that the Senate is not doing enough, the governors aren't doing enough, there are lone voices out there like Rand Paul trying to wake people up to what's going on, but he can't carry the whole burden by himself.
[02:54:37.038 --> 02:54:40.119]  There are a few other senators who are trying to raise the alarm, but it's just not enough.
[02:54:41.379 --> 02:54:53.763]  The mass peaceful protests that we need in America, they're gaining steam, but we need tens of millions of people in the streets peacefully, non-violently, but raising their voices and saying enough is enough.
[02:54:54.183 --> 02:54:56.784]  We have to stop this mass genocide against humanity.
[02:54:56.804 --> 02:54:58.144]  We have to stop the vaccine mandates.
[02:54:58.485 --> 02:55:00.365]  We have to stop the shutting down of fossil fuels.
[02:55:00.785 --> 02:55:09.489]   We have to stop the food scarcity, the mass firing of first First responders, police officers, sheriff's deputies, and so on.
[02:55:09.810 --> 02:55:12.992]  We have to do all of that, or we lose society.
[02:55:14.073 --> 02:55:21.379]  And then we have, you know, we have Nancy Pelosi up there, just in case you're wondering who's in charge, it's not just Joe Biden with his cognitive decline.
[02:55:21.899 --> 02:55:34.250]  We have Nancy Pelosi up there answering media questions in a drunken stupor, screaming about birdbaths, and what was it, privileged scrub, whatever that is, nobody knows what she's talking about.
[02:55:35.130 --> 02:55:35.970]  She's a lunatic!
[02:55:36.450 --> 02:55:38.171]  The people in charge are lunatics!
[02:55:38.211 --> 02:55:42.231]  They don't know any of... All they want to do is destroy.
[02:55:42.251 --> 02:55:48.412]  They have no knowledge to help humanity, and if we don't turn this around, we will lose human civilization.
[02:55:48.632 --> 02:55:49.352]  Do you understand?
[02:55:49.633 --> 02:55:56.014]  We will lose this civilization, and the planet will be ethnically cleansed, or species cleansing.
[02:55:56.074 --> 02:56:00.274]  Humanity will be gone, and it will be a post-human future if we don't turn this around right now.
[02:56:00.314 --> 02:56:01.655]  The whole planet is at stake.
[02:56:01.675 --> 02:56:03.475]  The future of humanity is at stake.
[02:56:04.395 --> 02:56:05.776]  That's the view that we have to have.
[02:56:07.516 --> 02:56:09.177]  So, support InfoWars.com.
[02:56:10.517 --> 02:56:11.498]  Keep watching the show.
[02:56:12.158 --> 02:56:13.058]  Keep sharing the news.
[02:56:13.458 --> 02:56:15.499]  Check out my website if you want, NaturalNews.com.
[02:56:16.039 --> 02:56:16.879]  We're all in this together.
[02:56:17.039 --> 02:56:21.581]  Those of us who are on Team Humanity, we're fighting against forces of evil, and we have God on our side.
[02:56:22.301 --> 02:56:23.682]  Thank God, and thank you for watching.
[02:56:23.521 --> 02:56:24.521]  Thanks for watching.
[02:56:24.521 --> 02:56:39.700]  Take care.
[02:56:40.191 --> 02:56:47.418]  And on top of that, they help fund the InfoWar, and you will find InfoWar's live products and other InfoWar's products at 50% Off.com.
[02:56:47.458 --> 02:56:53.206]   And the way this works is, They're patriots.
[02:56:53.386 --> 02:56:54.987]  I've known the owner for 15 years.
[02:56:55.287 --> 02:56:56.567]  He runs a lot of other big sites.
[02:56:56.987 --> 02:57:04.249]  He heard me on air a few months ago talking about the fact that we have trouble having enough capital to buy enough product into the future.
[02:57:04.610 --> 02:57:08.251]  And so we run out of things, especially with the supply chain breakdowns.
[02:57:08.271 --> 02:57:09.911]  He said, listen, I'll go in.
[02:57:10.351 --> 02:57:12.392]  I'll give you the money to buy extra product.
[02:57:12.992 --> 02:57:19.356]  Then you simply supply it to us, and when you're sold out or you're not discounting it, we'll offer it at 50% off.
[02:57:19.716 --> 02:57:21.137]  And that's the products you're going to find.
[02:57:21.157 --> 02:57:25.580]  Like DNA Force Plus right now is only 25% off at InfoWareStore.com.
[02:57:25.881 --> 02:57:28.782]  It's 50% off at 50%off.com.
[02:57:29.103 --> 02:57:35.427]  Same thing with a bunch of our other products like Brain Force Ultra that is sold out at InfoWareStore.com.
[02:57:35.827 --> 02:57:37.768]  It's 50% off right now at 50%off.com.
[02:57:40.510 --> 02:57:43.511]  It's really going to help us, helps us diversify and so much more.
[02:57:43.551 --> 02:57:49.634]  So get these great products and support the InfoWar while at the same time saving a lot of money at 50percentoff.com.
[02:57:49.814 --> 02:57:53.476]  And you won't just find select InfoWars products at 50percentoff.com.
[02:57:54.396 --> 02:58:01.359]  You'll also find hundreds and hundreds and hundreds of amazing best-selling products massively discounted as well because that's what they do.
[02:58:01.399 --> 02:58:08.160]   They scour the internet, they find the very best deals on the hottest items and they make deals with the manufacturers and
[02:58:08.160 --> 02:58:13.469]   distributors and bring them to you with a huge discount. But bottom line, this is a super win-win. It lets
[02:58:13.469 --> 02:58:18.890]   InfoWars diversify. It lets us reach out to more people and it gets our products in front of other
[02:58:18.890 --> 02:58:23.919]   folks that aren't aware of InfoWars or the show or reminds them of the show. So get amazing
[02:58:23.919 --> 02:58:31.350]   products at huge discounts at 50percentoff.com and help support the InfoWar. I am a worldly person,
[02:58:31.350 --> 02:58:33.360]  meaning I like going to ball games.
[02:58:33.567 --> 02:58:34.748]  I like going to concerts.
[02:58:34.908 --> 02:58:36.128]  I like going to play golf.
[02:58:36.288 --> 02:58:37.429]  I like going out to dinner.
[02:58:38.109 --> 02:58:39.650]  I like the metropolitan life.
[02:58:39.670 --> 02:58:41.731]  I like everything that comes with this.
[02:58:42.031 --> 02:58:48.033]   But see, I have the survival instinct That is to get the hell out of Democrat-run cities.
[02:58:48.073 --> 02:58:50.293]  Get the hell out of major metropolitan areas.
[02:58:50.834 --> 02:58:54.014]  Because unless we change course soon, it's all crashing down.
[02:58:54.354 --> 02:58:56.115]  Is it time to just move out to the woods?
[02:58:56.155 --> 02:58:58.175]  Just time to go get a piece of property in the woods?
[02:58:58.275 --> 02:58:59.196]  Just get off-grid?
[02:58:59.236 --> 02:59:00.656]  Just get the emergency food supplies?
[02:59:00.676 --> 02:59:01.616]  Just live off the land?
[02:59:01.796 --> 02:59:03.157]  That's the survival instinct.
[02:59:03.197 --> 02:59:07.458]  But see, the worldly part of me, that's still probably the majority part of me, says no, no, no, no, no.
[02:59:08.078 --> 02:59:08.819]  Stay in the city.
[02:59:08.979 --> 02:59:13.684]  The survival instinct says get the hell out of anywhere that ever notion that you need to get a vaccine or a mask.
[02:59:13.984 --> 02:59:20.130]  That's the internal struggle that my guess is a lot of you in the audience are facing as well.
