[00:00:00.134 --> 00:00:00.955]  This is our chance
[02:40:01.456 --> 02:40:04.438]  And that can help you make this a happy New Year's.
[02:40:04.458 --> 02:40:09.602]  And they're giving up to 60% off top selling products.
[02:40:10.302 --> 02:40:21.370]  So if the months are being sold out due to the COVID shutdown, they're glad to be able to bring back to you two of their top selling products.
[02:40:22.045 --> 02:40:31.391]  But because of the ongoing restrictions and limitations in place worldwide, they've only been able to procure a portion of the regular orders.
[02:40:32.352 --> 02:40:35.694]  So you get 25% off Pollen Block.
[02:40:36.655 --> 02:40:38.036]  And again, it's a limited supply.
[02:40:38.056 --> 02:40:43.780]  25% off Dr. Jones Naturals Activated Charcoal Toothpaste.
[02:40:44.360 --> 02:40:45.781]  Again, limited supply.
[02:40:45.801 --> 02:40:50.244]  And 50% off Supermail Vitality.
[02:40:50.384 --> 02:40:51.265]  That's my favorite.
[02:40:52.310 --> 02:40:52.730]  One of them.
[02:40:52.830 --> 02:40:54.131]  Now that's back in stock.
[02:40:54.811 --> 02:40:56.052]  I'm stocked up on that.
[02:40:57.032 --> 02:41:12.880]  And we have 50% off Survival Shield X2, 50% off Alpha Power, 50% off Chill Force, Lung Cleanse, Survival Shield X3, off Pure Turmeric Extract, all 50% off.
[02:41:13.600 --> 02:41:20.484]  And they have an Energizer pack, 40% off, which includes Supermail Vitality, Turbo Force and Ultra 12.
[02:41:21.440 --> 02:41:24.562]  Revitalize pack 40 percent off bodies.
[02:41:24.622 --> 02:41:34.970]  That's a beat and knock out and energize plus revitalize pack 60 percent off all six powerhouse formulas at one low price.
[02:41:34.990 --> 02:41:42.335]  So take advantage of these huge sales today and supercharge your 20, 21 with InfoWars life.
[02:41:42.716 --> 02:41:44.437]  And remember, these supplies are limited.
[02:41:45.017 --> 02:41:48.419]  So act fast before they're gone and things are going quick again.
[02:41:49.579 --> 02:41:50.900]  Things are limited out there.
[02:41:50.960 --> 02:41:53.221]  Supplies are around the cross the board.
[02:41:53.661 --> 02:41:55.802]  So you can start your new year with a bang.
[02:41:57.063 --> 02:42:03.486]  Today at Infowarsstores.com and that super male vitality for me gives me that bang.
[02:42:04.506 --> 02:42:04.746]  So.
[02:42:06.867 --> 02:42:09.949]  I want to go back to the equity markets for a moment.
[02:42:11.448 --> 02:42:14.409]  You're looking at oil prices around $50 a barrel.
[02:42:14.449 --> 02:42:15.689]  It's totally manipulated.
[02:42:17.270 --> 02:42:20.511]  But, even at that number, that's where they're hanging out.
[02:42:20.731 --> 02:42:22.411]  You're seeing gold going up today some $50.
[02:42:22.712 --> 02:42:25.032]  You're seeing Bitcoin around what?
[02:42:25.052 --> 02:42:27.813]  $33,000 or something?
[02:42:27.833 --> 02:42:27.813]  $30,000?
[02:42:28.914 --> 02:42:31.454]  I mean, and again, we had silver.
[02:42:31.674 --> 02:42:32.755]  Silver is up today.
[02:42:33.715 --> 02:42:35.956]  It's over $27 an ounce.
[02:42:37.236 --> 02:42:38.697]  We said gold would go up when it was $13.32.
[02:42:40.365 --> 02:42:43.546]  We said silver this year would go up when it was $17 in June.
[02:42:44.026 --> 02:42:45.046]  It's now up over $10.
[02:42:45.166 --> 02:42:50.328]  And we said Bitcoin was ready to break out this past year.
[02:42:50.508 --> 02:42:57.410]  I think it was either June or July, May, June or July, when we said Bitcoin had a breakout over $12,000.
[02:42:58.070 --> 02:43:03.352]  And we said when it breaks out that it's going to skyrocket.
[02:43:03.952 --> 02:43:04.452]  And it is.
[02:43:07.313 --> 02:43:08.213]  What we're looking at
[02:43:08.926 --> 02:43:11.847]  Is all of this cheap money they're pumping into the system.
[02:43:12.467 --> 02:43:13.147]  It's a joke.
[02:43:14.407 --> 02:43:16.287]  It's artificially inflated the markets.
[02:43:17.688 --> 02:43:19.248]  The greatest depression has become.
[02:43:19.268 --> 02:43:20.808]  There's going to be a fake recovery.
[02:43:21.648 --> 02:43:23.029]  People are going to think things recovered.
[02:43:24.449 --> 02:43:27.990]  I was giving you some numbers before about crime.
[02:43:28.570 --> 02:43:30.710]  Here's a story from the toilet paper record.
[02:43:32.330 --> 02:43:34.791]  COVID's hardships for struggling communities.
[02:43:35.882 --> 02:43:38.644]  At least 7.8 million people have fallen into poverty.
[02:43:40.145 --> 02:43:43.487]  Hey, Cilenti, take it easy!
[02:43:44.407 --> 02:43:45.328]  So what?
[02:43:46.589 --> 02:43:48.270]  Bezos got bigger.
[02:43:48.870 --> 02:43:49.991]  So did Musk.
[02:43:50.951 --> 02:43:52.392]  The trillionaires got it.
[02:43:52.652 --> 02:43:54.674]  Billionaires got a trillion bucks richer.
[02:43:55.334 --> 02:43:58.836]  Screw the 7.8 million workers in the slave land.
[02:43:58.896 --> 02:43:59.657]  You get rid of them.
[02:44:00.117 --> 02:44:00.637]  Oh, we will.
[02:44:00.657 --> 02:44:01.558]  We vaccinate them.
[02:44:01.598 --> 02:44:02.318]  Don't worry about it.
[02:44:02.999 --> 02:44:03.379]  All right.
[02:44:05.114 --> 02:44:15.879]  The biggest plunge in six decades, 85 million Americans, 85 million Americans say they have had trouble paying basic household expenses.
[02:44:16.600 --> 02:44:19.261]  How many people that I say lived in live in Germany?
[02:44:19.281 --> 02:44:22.423]  A nation, Germany, you know, Germany.
[02:44:22.443 --> 02:44:27.725]  Yeah, that Germany, one of the leaders of manufacturing.
[02:44:29.246 --> 02:44:31.227]  Best equipment around.
[02:44:32.108 --> 02:44:32.188]  Oh, 80.
[02:44:33.832 --> 02:44:35.473]  3 million, 84 million people.
[02:44:36.573 --> 02:44:38.954]  And you have 85 million Americans.
[02:44:40.014 --> 02:44:45.896]  So they have had trouble paying basic household expenses, including food and rent.
[02:44:47.737 --> 02:44:53.819]  And there are only 10 million fewer jobs now than there were in February.
[02:44:57.721 --> 02:44:58.681]  So get this straight.
[02:44:59.841 --> 02:45:01.362]  You're going to say there's a recovery.
[02:45:02.551 --> 02:45:05.552]  They're going to be recovering some of the jobs that were lost.
[02:45:06.532 --> 02:45:09.372]  They're not going to be creating new ones.
[02:45:12.533 --> 02:45:16.714]  The economy is going down big time.
[02:45:19.574 --> 02:45:25.616]  So what I'm suggesting to everyone is prepare for the worst.
[02:45:26.736 --> 02:45:32.417]  When I talk about buying these products from InfoWars, I'm saying it because I believe it and I do it.
[02:45:34.278 --> 02:45:34.958]  I'm prepared.
[02:45:36.259 --> 02:45:37.399]  This thing goes down.
[02:45:37.419 --> 02:45:40.760]  You know, the shelves are going to be empty.
[02:45:40.800 --> 02:45:41.661]  We saw what happened.
[02:45:42.721 --> 02:45:43.741]  And it's going to happen again.
[02:45:43.761 --> 02:45:47.062]  They're locking down Europe again.
[02:45:47.222 --> 02:45:47.683]  Got it.
[02:45:49.823 --> 02:45:53.104]  And Alex also mentioned earlier about China.
[02:45:55.605 --> 02:45:57.806]  Take a look at one of our top trends for 2021.
[02:45:57.846 --> 02:45:58.146]  China 2021.
[02:46:02.316 --> 02:46:04.377]  The 20th century was the American century.
[02:46:05.757 --> 02:46:09.618]  The 21st century is going to be the Chinese century.
[02:46:12.119 --> 02:46:23.642]  The low-life politicians, slimy, slick Willie Clinton, all the low-life repulsive kids and Democrats sold us out.
[02:46:24.742 --> 02:46:31.424]  NAFTA, sending our jobs overseas, manufacturing gave the countries that didn't know how to make anything
[02:46:32.156 --> 02:46:33.897]  All the technology to make everything.
[02:46:36.399 --> 02:46:38.440]  High-tech, heavy industry.
[02:46:40.001 --> 02:46:41.602]  The business of China is business.
[02:46:41.642 --> 02:46:43.203]  The business of America has been war.
[02:46:44.944 --> 02:46:48.026]  There's not going to be a war against China if it doesn't stand to the world.
[02:46:50.328 --> 02:46:52.990]  1.4 billion can't wipe out 330 million?
[02:46:53.730 --> 02:46:55.711]  Yeah, their technology is as advanced as ours.
[02:46:56.992 --> 02:47:01.115]  The low-life European manufacturers and American manufacturers gave it all to them.
[02:47:04.272 --> 02:47:06.313]  I believe in a self-sustaining economy.
[02:47:06.493 --> 02:47:07.273]  I'm an American.
[02:47:08.433 --> 02:47:09.333]  America first.
[02:47:11.634 --> 02:47:14.134]  All these little liberals talk about buying local.
[02:47:14.294 --> 02:47:15.095]  I buy local.
[02:47:15.135 --> 02:47:15.735]  Buy local.
[02:47:15.775 --> 02:47:17.895]  How about buying American and making American?
[02:47:19.116 --> 02:47:20.256]  And you know what China's doing?
[02:47:21.276 --> 02:47:23.177]  Dual circulation policy.
[02:47:24.397 --> 02:47:27.878]  They know that exports are going to go down as the economy slows down.
[02:47:28.918 --> 02:47:32.479]  So they say to themselves, hey, there's 1.4 billion of us.
[02:47:33.851 --> 02:47:35.852]  We do business with each other over here.
[02:47:36.653 --> 02:47:37.373]  We're okay.
[02:47:40.855 --> 02:47:41.816]  And that's what they're doing.
[02:47:42.276 --> 02:47:44.057]  The dual circulation policy.
[02:47:44.077 --> 02:47:50.661]  They're building up consumption avenues among the population.
[02:47:51.561 --> 02:47:53.182]  And that's what we have to do in America.
[02:47:53.202 --> 02:47:56.904]  It has to be made in America.
[02:47:58.265 --> 02:48:03.108]  All the stuff I have from my parents and aunts and uncles, may they rest in peace, little things,
[02:48:03.800 --> 02:48:06.121]  Dishes made in Syracuse, New York, you know.
[02:48:07.402 --> 02:48:09.383]  China made in West Virginia.
[02:48:09.863 --> 02:48:11.384]  You know, one thing after another.
[02:48:12.545 --> 02:48:17.728]  We need to bring America back to the soul and spirit of what this nation is about.
[02:48:17.748 --> 02:48:28.134]  The Declaration of Independence and the Bill of Rights that they've stolen from us and that we have to fight to get back.
[02:48:30.495 --> 02:48:31.136]  It's up to us.
[02:48:32.662 --> 02:48:34.303]  There's no David and Goliath.
[02:48:34.684 --> 02:48:35.764]  It's a fairy tale.
[02:48:37.526 --> 02:48:39.007]  One person can't beat them.
[02:48:40.148 --> 02:48:41.048]  We have to unite.
[02:48:42.769 --> 02:48:43.970]  Unite with InfoWars.
[02:48:45.071 --> 02:48:47.013]  Alex Jones is a fighter.
[02:48:47.033 --> 02:48:50.735]  The staff are fighters.
[02:48:52.637 --> 02:48:53.437]  I'm a fighter.
[02:48:54.498 --> 02:48:56.560]  You're a fighter or you wouldn't be tuned in.
[02:48:57.580 --> 02:48:58.421]  And I'm a fighter.
[02:48:59.795 --> 02:49:03.156]  As a warrior for the Prince of Peace, so I'm not talking about violence.
[02:49:06.797 --> 02:49:11.198]  And we weren't allowed to celebrate the birth of the Prince of Peace this year.
[02:49:11.258 --> 02:49:12.758]  Imagine, it's satanic.
[02:49:14.319 --> 02:49:16.619]  So it's very important that we join together.
[02:49:16.639 --> 02:49:25.021]  And I'm wishing Alex and everyone the best tomorrow to return some of the freedom back to America.
[02:49:25.742 --> 02:49:26.742]  We lost it after 9-11.
[02:49:28.322 --> 02:49:30.703]  And now the Info Wars is killing us.
[02:49:31.643 --> 02:49:33.603]  So Storm Washington, D.C.
[02:49:33.623 --> 02:49:45.447]  More than three million people are going to invade the swamp, join the revolution, or go down with the ship of state.
[02:49:46.567 --> 02:49:47.707]  And it's sinking quick.
[02:49:48.587 --> 02:49:50.228]  Oh, can you imagine?
[02:49:50.368 --> 02:49:52.809]  It'll be okay with Captain Biden at the helm.
[02:49:55.689 --> 02:49:56.730]  So thank you very much.
[02:49:57.430 --> 02:49:57.690]  Again,
[02:49:59.073 --> 02:50:00.485]  Do what you can to support truth.
[02:50:27.080 --> 02:50:31.248]  InfoWars, the most banned network in the world.
[02:50:32.410 --> 02:50:36.537]  January 8th, 2021 is a very important date.
[02:50:37.378 --> 02:50:39.562]  That's this coming Friday.
[02:50:40.788 --> 02:50:42.449]  January 8th, 2021.
[02:50:43.590 --> 02:50:54.317]  That's when our great sponsor, My Patriot's Supply, of high quality, storable food has to go up on their prices because there's so much inflation and there's so much massive demand coming in.
[02:50:55.078 --> 02:51:04.124]  As the public and the world wakes up to the fact that the globalists are using the lockdown to bankrupt people and destroy small businesses and bring us to our knees.
[02:51:04.685 --> 02:51:07.367]  The public is now learning just how dystopic
[02:51:08.274 --> 02:51:14.339]  This long-term lockdown is and the fact that it's premeditated to bring the United States to its knees.
[02:51:14.839 --> 02:51:16.520]  People are digging in.
[02:51:17.101 --> 02:51:18.622]  Food sales are exploding.
[02:51:19.062 --> 02:51:23.666]  Now you remember back 10 months ago there were five six-month waits on storable food but
[02:51:24.821 --> 02:51:28.305]  Our sponsor could get it to you in a couple months, and everybody did get their food.
[02:51:28.666 --> 02:51:33.492]  Well they have all the food now on hand, packaged, high quality, ready to go to you.
[02:51:33.852 --> 02:51:35.194]  A lot of other suppliers don't.
[02:51:35.715 --> 02:51:37.457]  Now that's important, but not as important as this.
[02:51:38.518 --> 02:51:39.279]  On the 8th,
[02:51:40.478 --> 02:51:50.042]  They will then be forced to go up on their prices because they're unable to basically pay their bills at the current rate because food prices are going up so much in the future.
[02:51:50.062 --> 02:51:51.863]  They've already gone up so much.
[02:51:52.003 --> 02:51:55.264]  So, you need to get your orders in by the 8th.
[02:51:56.445 --> 02:52:06.252]  To get it shipped out to you within days of receipt of it, and to lock in those lower prices, and to save up to $850 in savings on their different packages.
[02:52:06.272 --> 02:52:14.739]  Because they're not just keeping the prices at their regular price, they're doing one final big sale on one month, four months, six months, year supplies.
[02:52:15.099 --> 02:52:18.702]  And they've got so many other great items, air filtration, water filtration.
[02:52:19.802 --> 02:52:20.523]  They've got it all.
[02:52:20.663 --> 02:52:22.124]  This is where I get my storable food.
[02:52:22.144 --> 02:52:23.945]  They've been my sponsor for 13 years.
[02:52:23.985 --> 02:52:24.846]  The company's 14 years old.
[02:52:26.764 --> 02:52:37.348]  After being in business for 10 years, they became the biggest storable food company in the United States because of the quality, because of the customer service, and because of the great packaging and portability.
[02:52:37.709 --> 02:52:45.652]  So, again, as the public figures out that we're going into the Great Reset and New World Order, you're going to see runs on food, you're going to see food prices already going up.
[02:52:46.152 --> 02:52:53.801]  Lock in your orders now while you can save money and get it delivered to you very, very quickly before the sheep will really figure it out.
[02:52:53.861 --> 02:52:59.167]  And I believe you'll see major food price increases, shortages, and more within the next year.
[02:52:59.607 --> 02:53:02.351]  So go to preparewithalex.com.
[02:53:02.691 --> 02:53:04.293]  Preparewithalex.com.
[02:53:04.753 --> 02:53:06.936]  You'll always get the lowest prices at infowarsstore.com.
[02:53:07.116 --> 02:53:08.317]  They just dropped ship from us.
[02:53:08.537 --> 02:53:09.257]  They're in our back end.
[02:53:09.277 --> 02:53:10.178]  We're partnered with them.
[02:53:10.198 --> 02:53:11.799]  We have the full selection at FortWorthShore.com.
[02:53:12.359 --> 02:53:22.445]  But I'm able to contractually do sales bigger than any of their other distributors on the specialty sites that they launch through their own system at PrepareWithAlex.com.
