[00:00:00.289 --> 00:00:01.090]  Thursday Live!
[02:31:42.968 --> 02:31:46.190]  And that report that came out about Mick Jagger.
[02:31:48.512 --> 02:31:52.955]  Making fun of people that didn't get vaccinated.
[02:31:55.597 --> 02:31:56.958]  This is unprecedented.
[02:32:00.460 --> 02:32:01.501]  Mick Jagger and yeah.
[02:32:03.592 --> 02:32:04.932]  You got right there an InfoWars.
[02:32:07.893 --> 02:32:09.513]  They used to be the hip people.
[02:32:11.213 --> 02:32:13.494]  And now they're selling us the vaccination.
[02:32:15.834 --> 02:32:17.594]  And the media is not the media anymore.
[02:32:17.614 --> 02:32:18.635]  They're not journalists.
[02:32:19.155 --> 02:32:20.675]  This is from CNN.
[02:32:22.655 --> 02:32:26.116]  How to speak to someone who's hesitant to get vaccinated.
[02:32:27.796 --> 02:32:30.297]  By Ryan Pryor.
[02:32:30.317 --> 02:32:31.357]  Well, Ryan Pryor.
[02:32:31.717 --> 02:32:32.477]  Little jerk.
[02:32:33.536 --> 02:32:36.458]  Little boy, you're not a journalist.
[02:32:36.478 --> 02:32:37.739]  This is propaganda.
[02:32:37.759 --> 02:32:38.359]  You got it?
[02:32:40.721 --> 02:32:41.581]  You're not supposed to.
[02:32:41.601 --> 02:32:44.783]  You're supposed to report, not tell people what to do.
[02:32:48.406 --> 02:32:52.208]  Mick Jagger and Dave Grohl mock anti-coronavirus a new song.
[02:32:53.529 --> 02:32:56.111]  This is from Nextar MediaWire.
[02:32:57.752 --> 02:32:58.072]  Mock.
[02:33:00.594 --> 02:33:02.395]  Yeah, look, how to speak to someone.
[02:33:04.787 --> 02:33:06.568]  Mock it, if you don't get it.
[02:33:07.948 --> 02:33:17.052]  And then to show you the propaganda, Fauci at NASCAR, White House looks to appeal to vaccine-hesitant conservatives and evangelicals.
[02:33:18.173 --> 02:33:23.815]  I'm not a conservative, I'm not an evangelical, and nobody will vaccinate.
[02:33:25.416 --> 02:33:25.816]  Nobody.
[02:33:26.996 --> 02:33:28.277]  But this is what they're doing.
[02:33:31.778 --> 02:33:33.219]  White House Press Secretary,
[02:33:33.826 --> 02:33:43.491]  Jen Psaki said that the Biden administration was looking for ways to conduct outreach to white conservative communities where coronavirus vaccine hesitancy runs high.
[02:33:46.052 --> 02:33:48.653]  America is spelling it wrong.
[02:33:48.934 --> 02:33:53.316]  A-M-E-R-I-C-K-A-U-S-S-A.
[02:33:54.116 --> 02:33:57.058]  United Soviet States of America.
[02:33:58.558 --> 02:33:59.539]  The facts are here.
[02:34:00.499 --> 02:34:01.700]  This is unprecedented.
[02:34:02.967 --> 02:34:06.028]  If we don't fight for freedom, we're gonna be living in hell.
[02:34:06.828 --> 02:34:08.608]  Do what you can to support InfoWars.
[02:34:08.628 --> 02:34:09.608]  Their products are great.
[02:34:10.108 --> 02:34:12.089]  I buy them, and I believe them.
[02:34:12.109 --> 02:34:14.209]  Hey, great being on the Alex Jones Show.
[02:34:15.149 --> 02:34:22.710]  And, uh, as I said, they're censoring us, they're getting rid of the conspiracy theorists, they label you.
[02:34:23.190 --> 02:34:26.951]  Domestic terrorism is going to be next reason they're gonna shut us down.
[02:34:27.691 --> 02:34:32.172]  So do what you can to support InfoWars, and be a part of, by the way,
[02:34:33.118 --> 02:34:41.122]  And it's the endgame, so be a part of Operation Endgame to warn the world to stop the Great Reset.
[02:34:41.202 --> 02:34:56.549]  So now's the time to take action, get this historical documentary that Big Tech has been trying to suppress, Endgame, Blueprint for Global Enslavement, made over 14 years ago by Alex Jones.
[02:34:57.250 --> 02:34:59.851]  So this is a truly emerging evergreen film.
[02:35:00.421 --> 02:35:18.409]  And it predicted the globalists' own words and documents, their plan to use the pretext of a deadly virus to usher in permanent world government, martial law, and transhumanistic takeover of the very genetics of humanity.
[02:35:19.169 --> 02:35:27.293]  So buy this film in bulk, and it's very close to cost, and give it to your friends, your family, your neighbors.
[02:35:28.033 --> 02:35:29.474]  Donate it to your library.
[02:35:30.956 --> 02:35:33.177]  And warn the world while you still can.
[02:35:33.197 --> 02:35:43.222]  In the future, censorship will be so intense that you'll only be able to pass information on via hard copy.
[02:35:43.703 --> 02:35:49.946]  This DVD has zero country code, meaning that it can be copied anywhere in the world.
[02:35:49.986 --> 02:35:55.369]  We encourage and authorize you to make copies, whether professionally or burned in your own home.
[02:35:55.869 --> 02:35:57.950]  Whatever you do, spread the word.
[02:35:59.031 --> 02:35:59.191]  You,
[02:36:00.160 --> 02:36:01.021]  Or the resistance.
[02:36:02.541 --> 02:36:03.842]  So true, so true.
[02:36:05.483 --> 02:36:07.124]  Again, this is the endgame.
[02:36:08.425 --> 02:36:13.668]  And that guy, Klaus Schwab, even said it, one after another saying it.
[02:36:14.848 --> 02:36:20.011]  So be part of Operation Endgame and get this wonderful video.
[02:36:21.352 --> 02:36:22.813]  This is unprecedented.
[02:36:22.913 --> 02:36:26.795]  I was just doing another interview recently, just before I got on the air here.
[02:36:27.956 --> 02:36:29.857]  And they said, what's the biggest trend you've ever seen?
[02:36:30.615 --> 02:36:31.916]  I said, what's going on right now?
[02:36:32.637 --> 02:36:33.558]  This COVID war.
[02:36:35.059 --> 02:36:35.340]  War?
[02:36:35.360 --> 02:36:36.161]  I said, that's right.
[02:36:36.181 --> 02:36:41.025]  They called it a war when it began last year.
[02:36:42.127 --> 02:36:42.827]  Read the media.
[02:36:43.628 --> 02:36:45.310]  Politicians, they all called it a war.
[02:36:45.330 --> 02:36:54.419]  And just as the people marched off to Mussolini and saluted Stalin and hired Hitler and believed the lowlife piece of scum like George W. Bush
[02:36:55.713 --> 02:36:58.895]  Saddam Hussein had weapons of mass destruction and ties to Al-Qaeda.
[02:36:59.376 --> 02:37:02.498]  We got to kill that guy Osama Bin Laden, bring him back dead or alive.
[02:37:03.919 --> 02:37:05.019]  They believe the COVID war.
[02:37:06.520 --> 02:37:10.123]  And when you launch a war, people just follow.
[02:37:12.304 --> 02:37:14.386]  So this has changed our whole lives.
[02:37:15.807 --> 02:37:20.870]  Who would have ever believed little kids be wearing masks and adults and getting in fights of?
[02:37:22.688 --> 02:37:25.709]  And the vaccination, that we all be forced to get vaccinated.
[02:37:28.930 --> 02:37:32.992]  AstraZeneca vaccination more effective in elderly than Pfizer-Jab.
[02:37:33.012 --> 02:37:34.472]  Huh.
[02:37:35.573 --> 02:37:37.133]  Why, I thought it was the other way around.
[02:37:38.094 --> 02:37:38.754]  Well, maybe not.
[02:37:38.814 --> 02:37:39.394]  What do I know?
[02:37:40.015 --> 02:37:41.095]  I'm not a health expert.
[02:37:41.815 --> 02:37:43.136]  They're making this crap up.
[02:37:44.476 --> 02:37:46.117]  Operation Warp Speed.
[02:37:46.137 --> 02:37:48.518]  They warped it through, and to me,
[02:37:49.651 --> 02:37:52.573]  Again, the motto of the magazine, The Trends Journal, is think for yourself.
[02:37:52.653 --> 02:37:57.717]  But to me, you've got to be a warped mind to take a warp speed vaccine.
[02:37:59.238 --> 02:38:02.081]  Because, you ready?
[02:38:02.101 --> 02:38:11.928]  Pfizer's CEO says third COVID vaccine dose likely needed, you ready?
[02:38:13.269 --> 02:38:15.311]  Within 12 months.
[02:38:16.732 --> 02:38:18.273]  Just came over the wire.
[02:38:20.031 --> 02:38:38.115]  Pfizer's CEO, Albert Barola, said Thursday morning that people, Thursday, today, you got it right there on InfoWars, will likely need a boosted dose of a COVID-19 vaccine within 12 months, you ready?
[02:38:38.895 --> 02:38:40.955]  Of getting fully vaccinated.
[02:38:43.036 --> 02:38:49.417]  He also said that people will need to get vaccinated against the virus annually.
[02:38:50.876 --> 02:38:52.177]  It's a possibility, he said.
[02:38:52.497 --> 02:39:07.646]  Quote, it is extremely important to suppress the pool of people that could be susceptible to the virus, he told CNBC's Bertha Coombs during an event with CVS Health.
[02:39:08.186 --> 02:39:08.686]  Oh boy.
[02:39:09.227 --> 02:39:10.067]  One club, huh?
[02:39:10.107 --> 02:39:10.667]  The bigs.
[02:39:11.348 --> 02:39:12.288]  CVS Health.
[02:39:13.389 --> 02:39:18.272]  He added the vaccines will be an important tool to fight against highly contagious variants.
[02:39:20.154 --> 02:39:21.475]  So you can see what's gonna happen.
[02:39:22.495 --> 02:39:23.136]  Continual.
[02:39:23.736 --> 02:39:25.797]  And now a whole bunch more colleges.
[02:39:26.837 --> 02:39:28.178]  Syracuse over here.
[02:39:29.799 --> 02:39:31.119]  Brown University.
[02:39:31.500 --> 02:39:31.840]  Duke.
[02:39:34.201 --> 02:39:35.081]  One after another.
[02:39:36.122 --> 02:39:38.343]  They're announcing that you have to get vaccinated.
[02:39:40.804 --> 02:39:43.205]  International travel heading to New York.
[02:39:43.586 --> 02:39:48.148]  International travelers heading to New York will no longer have to quarantine.
[02:39:50.111 --> 02:39:52.012]  If they're fully vaccinated.
[02:39:52.032 --> 02:39:53.653]  Huh.
[02:39:53.913 --> 02:39:54.553]  Who says this?
[02:39:54.673 --> 02:39:55.734]  Oh, USA Today.
[02:39:56.994 --> 02:40:05.979]  Vaccinated travelers heading to New York from abroad will no longer have to quarantine upon arrival, the governor's office announced over the weekend.
[02:40:06.699 --> 02:40:08.100]  The governor's office!
[02:40:10.561 --> 02:40:11.702]  The governor's office.
[02:40:15.023 --> 02:40:16.024]  Freedom is gone.
[02:40:16.044 --> 02:40:18.285]  Who the hell is the governor?
[02:40:18.685 --> 02:40:20.206]  To me, that's a curse word.
[02:40:21.686 --> 02:40:22.006]  That's it.
[02:40:22.187 --> 02:40:23.467]  Governor's a curse word.
[02:40:23.567 --> 02:40:25.208]  Authorities are a curse word.
[02:40:25.588 --> 02:40:27.389]  Officials are a curse word.
[02:40:28.289 --> 02:40:30.491]  Dignitaries is a curse word.
[02:40:31.311 --> 02:40:33.772]  And royals, the royal family.
[02:40:33.792 --> 02:40:37.814]  Oh, they don't put on their clothes one leg at a time.
[02:40:38.314 --> 02:40:40.275]  And they don't go to the tourniquet.
[02:40:40.635 --> 02:40:41.256]  No, no, no.
[02:40:42.656 --> 02:40:43.437]  The royals.
[02:40:44.431 --> 02:40:47.172]  The Royal Flush right down the crapper.
[02:40:50.312 --> 02:40:53.013]  This is unprecedented what's going on.
[02:40:54.993 --> 02:40:58.294]  So you better do what you can to support InfoWars.
[02:41:01.154 --> 02:41:02.414]  The whole game is rigged.
[02:41:04.415 --> 02:41:05.815]  This just came out as well.
[02:41:07.275 --> 02:41:10.016]  Wall Street execs, employees spent
[02:41:10.908 --> 02:41:13.330]  I love the number they bring.
[02:41:13.350 --> 02:41:15.731]  $2.9 billion on campaign lobbying.
[02:41:16.432 --> 02:41:20.835]  Campaigns and lobbying during 2020 election study shows.
[02:41:22.076 --> 02:41:22.977]  $2.9 billion.
[02:41:23.757 --> 02:41:31.222]  What was the money that they dumped into the system in the United States?
[02:41:31.242 --> 02:41:33.864]  $1.9 trillion.
[02:41:35.045 --> 02:41:36.066]  This is like saying
[02:41:40.840 --> 02:41:45.942]  $99.99.
[02:41:43.361 --> 02:41:45.942]  How about $3 billion?
[02:41:48.063 --> 02:42:01.907]  Wall Street executives, their employees and trade associations invested at least $2.9 trillion into political initiatives during the 2020 election cycle, according to a new research report.
[02:42:03.648 --> 02:42:04.388]  Initiatives?
[02:42:06.288 --> 02:42:07.809]  How about to get what they want?
[02:42:09.192 --> 02:42:10.713]  Get this in your head, everybody.
[02:42:11.614 --> 02:42:13.395]  Freedom is gone in America.
[02:42:14.356 --> 02:42:15.757]  It's run by the clubs.
[02:42:17.118 --> 02:42:19.640]  The dumbo-craps and the repulsive-kins.
[02:42:20.660 --> 02:42:25.644]  Only imbeciles and morons would call it campaign contributions.
[02:42:26.084 --> 02:42:26.725]  You got it?
[02:42:27.165 --> 02:42:28.746]  It's bribes and payoffs.
[02:42:29.567 --> 02:42:30.287]  Lobbying?
[02:42:30.728 --> 02:42:32.209]  It's a revolving door.
[02:42:33.584 --> 02:42:36.506]  They go from business to government, from government to business.
[02:42:37.026 --> 02:42:41.148]  It's one big club, as George Carlin said, and you ain't in it.
[02:42:43.509 --> 02:42:44.670]  The facts are right here.
[02:42:49.293 --> 02:42:57.537]  You got March 2021 bankruptcy filings at the highest level in 12 months.
[02:42:58.037 --> 02:42:58.918]  Not for the bigs.
[02:43:00.459 --> 02:43:00.699]  Yeah.
[02:43:02.139 --> 02:43:03.000]  Wall Street Journal.
[02:43:04.315 --> 02:43:08.536]  CEO pay climbs in year of vast upheaval.
[02:43:10.657 --> 02:43:12.318]  The rich are getting richer.
[02:43:13.878 --> 02:43:17.640]  The trillionaire, the billionaires got $8 trillion richer this year.
[02:43:20.400 --> 02:43:21.101]  It's all here.
[02:43:22.301 --> 02:43:25.982]  If we don't fight for our freedom, it's going to be hell on earth.
[02:43:26.803 --> 02:43:27.743]  The facts are there.
[02:43:27.763 --> 02:43:31.024]  Get vaccinated, no freedom.
[02:43:31.843 --> 02:43:34.024]  So again, do what you can to support InfoWars.
[02:43:34.044 --> 02:43:36.965]  And of course, the Trends Journal, no magazine like it in the world.
[02:43:37.005 --> 02:43:39.225]  If anybody could show me one, I'd like to see it.
[02:43:41.366 --> 02:43:43.247]  Great being on the Alex Jones Show.
[02:43:44.067 --> 02:43:47.808]  You know, we get, we're getting censored as well.
[02:43:48.068 --> 02:43:54.050]  A number of the covers that we put up for the Trends Journal, they're taking off the social media.
[02:43:54.451 --> 02:44:01.293]  We had one of Bill Gates, another Anthony Frieda home run one, Dr. Strange Vax.
[02:44:02.085 --> 02:44:05.227]  So I'm saying this because this is real.
[02:44:05.987 --> 02:44:08.668]  As Alex said, you know, the geeks are in charge.
[02:44:09.109 --> 02:44:16.692]  You know, the monopolies, the Silicon Con artists, they're doing what they want and knocking the rest of us off.
[02:44:16.832 --> 02:44:20.494]  We're conspiracy theorists if we don't do what they want us to do.
[02:44:21.315 --> 02:44:24.176]  And so what I'm saying to you is to support InfoWars.
[02:44:25.517 --> 02:44:28.138]  And there's only three days left to save up to 50% on their
[02:44:30.967 --> 02:44:33.329]  Great products that they have coming out available.
[02:44:34.209 --> 02:44:37.132]  And it's the biggest thing you can do for your body's defense.
[02:44:38.433 --> 02:44:41.895]  Nobody talks about this as supplementing and empowering.
[02:44:42.896 --> 02:44:50.742]  And with their supplies running low, they're only able to keep these sales around for a few more days.
[02:44:52.003 --> 02:44:55.705]  Winter Sun Plus, it's back in stock, 40% off.
[02:44:56.366 --> 02:44:58.327]  Vitamin Mineral Fusion, 40% off.
[02:45:00.695 --> 02:45:02.616]  Essential Vitamin Combo Pack.
[02:45:04.197 --> 02:45:04.938]  50% off.
[02:45:05.398 --> 02:45:06.679]  And these are ending soon.
[02:45:08.360 --> 02:45:09.221]  Rocket Rest.
[02:45:09.301 --> 02:45:10.381]  It's back in stock.
[02:45:10.402 --> 02:45:12.063]  40% off.
[02:45:12.843 --> 02:45:14.464]  Lung Cleanse Plus.
