[00:00:00.000 --> 00:00:10.000]  [BLANK_AUDIO]
[02:13:36.488 --> 02:13:44.874]  Protecting your privacy, protecting your credit cards, protecting your bank accounts, protecting your photos, protecting everything that's on your phone is paramount.
[02:13:45.374 --> 02:13:47.896]  That's why everybody should visit InfoWarsTore.com.
[02:13:48.096 --> 02:13:56.584]  We're carrying a huge new line of very compliant, made-in-America products that have 100% reviews and are simply incredible.
[02:13:56.784 --> 02:13:57.744]  It's a 360 win.
[02:13:57.805 --> 02:14:03.509]  Protect your privacy and shop at InfoWars to support the overall InfoWars against the globalists.
[02:14:03.749 --> 02:14:05.151]  A true 360 win.
[02:14:05.551 --> 02:14:08.333]  Get your Faraday cages at InfoWarsTore.com.
[02:14:08.553 --> 02:14:09.494]  Check out the new line.
[02:14:09.634 --> 02:14:10.195]  It's amazing.
[02:14:15.185 --> 02:14:21.408]  Now I know parents out there are anxiously waiting for a vaccine for children ages 5 to 11.
[02:14:22.889 --> 02:14:34.595]  The good news is the FDA and outside experts from the CDC are set to make its determination as to whether the vaccine will be authorized for that age range in the next few weeks.
[02:14:35.836 --> 02:14:37.537]  If authorized, we are ready.
[02:14:38.450 --> 02:14:44.997]  We have purchased enough vaccines for all children between the ages of 5 and 11 in the United States.
[02:14:46.258 --> 02:14:56.449]  And it'll be convenient for parents to get their children vaccinated at trusted locations, and families will be able to sleep easier at night knowing their kids are protected as well.
[02:14:57.079 --> 02:14:59.000]  Hi, I'm Ophelia Jacobson with Campus Reform.
[02:14:59.100 --> 02:15:04.381]  It's game day here at the University of Florida and we're talking with college students about diversity quotas today.
[02:15:04.801 --> 02:15:08.602]  Do students support these quotas in the workplace and in the college admissions process?
[02:15:09.002 --> 02:15:14.584]  And will these students change their mind if we apply those same diversity quotas to the Florida Gators football team?
[02:15:14.944 --> 02:15:15.524]  Let's find out.
[02:15:15.944 --> 02:15:22.266]  Talking first about diversity just in general, do you think diversity should be a factor in hiring decisions and in college admissions processes?
[02:15:22.506 --> 02:15:23.526]  Yeah, absolutely.
[02:15:24.262 --> 02:15:29.766]  Um, probably they should probably have diversity quotas for like college admissions and a bunch of other things.
[02:15:29.806 --> 02:15:32.407]  I think they already have quotas though, but like those are definitely a good thing.
[02:15:32.688 --> 02:15:33.108]  Absolutely.
[02:15:33.396 --> 02:15:35.297]  I mean, I think it's an absolute necessity.
[02:15:35.417 --> 02:15:38.437]  Yeah, everyone should have an equal part in anywhere, really.
[02:15:38.717 --> 02:15:42.879]  As a first-generation college student from a Hispanic household, it's very important.
[02:15:42.919 --> 02:15:47.600]  Should we develop diversity quotas for, you know, the workplace or for college admissions?
[02:15:47.640 --> 02:16:00.904]  How they usually work is if a population is 35% Hispanic, then the school in that region, I guess, would also have to be 35% Hispanic in its student population to reflect the demographics of the larger community.
[02:16:00.964 --> 02:16:02.084]  Is that something that you would support?
[02:16:02.594 --> 02:16:03.575]  Yeah, I would support that.
[02:16:03.655 --> 02:16:04.736]  Yeah, I totally support that.
[02:16:06.057 --> 02:16:09.199]  Yeah, I mean, that sounds pretty reasonable.
[02:16:09.299 --> 02:16:10.240]  Yeah, I think that makes sense to me.
[02:16:10.340 --> 02:16:10.680]  Yeah, same.
[02:16:10.720 --> 02:16:12.362]  I think it definitely should be taken into account.
[02:16:12.502 --> 02:16:12.922]  Absolutely.
[02:16:12.942 --> 02:16:15.484]  There should be more diversity in basically every single field.
[02:16:15.504 --> 02:16:18.987]  So what about diversity quotas on sports teams, college sports teams?
[02:16:19.307 --> 02:16:19.807]  Do you guys think?
[02:16:20.208 --> 02:16:21.489]  No, I think that should be skill-based.
[02:16:21.689 --> 02:16:22.289]  Yeah, absolutely.
[02:16:22.549 --> 02:16:22.910]  Same thing.
[02:16:22.950 --> 02:16:23.310]  Same thing.
[02:16:23.330 --> 02:16:25.932]  We want to win no matter what you are.
[02:16:26.769 --> 02:16:27.890]  Probably not.
[02:16:27.970 --> 02:16:29.471]  I feel like it should be based off talent.
[02:16:29.511 --> 02:16:31.093]  That's something that's a little bit different.
[02:16:31.193 --> 02:16:35.637]  With sports, it's definitely more emphasis placed on ability.
[02:16:35.917 --> 02:16:37.078]  Sports is different than college.
[02:16:37.158 --> 02:16:38.019]  Sports is not the same.
[02:16:38.059 --> 02:16:40.441]  I mean, talent is talent is talent is talent.
[02:16:40.982 --> 02:16:41.763]  I don't think we should.
[02:16:42.884 --> 02:16:48.669]  College sports is about getting the best players for your team, and I don't think we should focus on which race or ethnicity to get.
[02:16:48.689 --> 02:16:53.013]  I think a diversity quota for any sports team, it doesn't make much sense.
[02:16:53.073 --> 02:16:54.214]  It should be based on skill.
[02:16:55.051 --> 02:16:58.514]  Just let the skills shine and whoever's the best player deserves to be on the team.
[02:16:58.894 --> 02:17:01.196]  Obviously with sports, it's talent first over anything.
[02:17:01.356 --> 02:17:03.457]  I did some research about the demographics here at UF.
[02:17:03.697 --> 02:17:06.139]  We're gonna put this into like a hypothetical situation.
[02:17:06.239 --> 02:17:08.401]  So, 50% of students here are white.
[02:17:08.521 --> 02:17:08.981]  This is from 2019.
[02:17:09.021 --> 02:17:14.385]  19% are Hispanic, 8% are Asian, 5% are African-American.
[02:17:14.746 --> 02:17:20.470]  If we were to apply that quota to the offensive lineup for the Florida Gators football team, this is what the lineup would look like.
[02:17:21.691 --> 02:17:23.932]  Okay, and that's probably not what it looks like at all.
[02:17:24.133 --> 02:17:24.373]  Yeah.
[02:17:25.325 --> 02:17:25.605]  Yeah.
[02:17:26.905 --> 02:17:31.626]  I feel like they're probably just more skilled players.
[02:17:32.826 --> 02:17:36.447]  I mean, I guess you could say more skilled people should get into schools, too.
[02:17:37.647 --> 02:17:39.487]  I guess what I said could kind of be probably both.
[02:17:39.547 --> 02:17:47.229]  We'd probably be losing because we recruit based on skill, and if we recruited based on diversity, then we'd probably be worse.
[02:17:47.469 --> 02:17:50.269]  I see nothing wrong with the current roster right now.
[02:17:50.549 --> 02:17:51.950]  I think it's perfectly fine.
[02:17:51.970 --> 02:17:54.610]  If they're the best players fit for the job, then they deserve the spot.
[02:17:54.770 --> 02:18:01.274]  I mean, I don't necessarily think that it's a bad thing that these people are just better at the sports that they play.
[02:18:01.294 --> 02:18:07.438]  I mean, it would definitely be different when's the last time you saw a prominent Asian in football.
[02:18:07.719 --> 02:18:16.364]  Does this kind of change your mind about diversity quotas in other sectors like the workplace, like college admissions, if we're talking about being the best in sports?
[02:18:17.165 --> 02:18:24.310]  Shouldn't we also be talking about being the best in the workplace, being the best company, being the best college, the best university, regardless of anyone's race?
[02:18:25.461 --> 02:18:36.769]  Yeah I think it was a good way to open your eyes and think like if you're recruiting athletes based on their skill level maybe you should admit students based on their scores and their like academic merit more so than diversity.
[02:18:37.270 --> 02:18:49.959]  Yeah a little bit because I just I didn't think about it being applied I mean I guess they are applied to schools but not sports and you could make a good argument for why my reason for school would be the same for sports basically yeah.
[02:18:50.940 --> 02:18:51.501]  I think so.
[02:18:51.521 --> 02:18:58.767]  I think I really didn't think about diversity too much in college admissions or workplace.
[02:18:59.207 --> 02:19:01.029]  I think now that I think about it.
[02:19:01.069 --> 02:19:04.111]  It's interesting to see it compared in sports versus college admissions.
[02:19:04.531 --> 02:19:05.933]  Skill always comes first.
[02:19:06.393 --> 02:19:09.055]  I don't necessarily think quotas are the way to go.
[02:19:09.155 --> 02:19:10.316]  I know they're unconstitutional.
[02:19:10.336 --> 02:19:10.917]  I know they're wrong.
[02:19:10.957 --> 02:19:15.761]  I feel like that's just counterintuitive to feel obligated to admit anybody or do anything.
[02:19:16.601 --> 02:19:16.801]  Yeah.
[02:19:17.262 --> 02:19:17.402]  Yeah.
[02:19:19.269 --> 02:19:19.830]  You want the best.
[02:19:19.890 --> 02:19:22.932]  It doesn't really matter what the person's race is, who they are, whatever.
[02:19:23.112 --> 02:19:24.774]  Like, you have skills.
[02:19:24.834 --> 02:19:25.474]  You're a good person.
[02:19:25.494 --> 02:19:25.955]  That's about it.
[02:19:25.975 --> 02:19:38.085]  Oh shit, he's just stealing medication.
[02:19:37.984 --> 02:19:49.743]  Oh my god, I'm going to be stealing this shit.
[02:19:49.779 --> 02:19:53.523]  I'm not in the middle of the jump!
[02:19:53.342 --> 02:20:09.582]   A man armed with a bow and arrow killed five people and wounded two others in the Norwegian
[02:20:09.582 --> 02:20:12.742]  town of Kongsberg during a series of attacks on Wednesday.
[02:20:13.317 --> 02:20:16.960]  That's according to local police chief Oivind Aas.
[02:20:17.320 --> 02:20:21.103]  I can unfortunately confirm that five people have been killed and two are injured.
[02:20:21.484 --> 02:20:26.088]  One of the injured is a police officer who was in the store off duty where the incident happened.
[02:20:26.488 --> 02:20:29.431]  He is now in the hospital as is the other injured person.
[02:20:30.191 --> 02:20:35.878]  Aas said a male suspect was apprehended and that it was too early to know the intentions behind the attack.
[02:20:36.538 --> 02:20:41.044]  Norwegian Prime Minister Erna Solberg said police were investigating if it was an act of terror.
[02:20:43.727 --> 02:20:48.772]  I want to underline that if it's terror related, we don't know if it's a political attack that has taken place.
[02:20:49.253 --> 02:20:51.015]  The police will have to investigate that.
[02:20:51.721 --> 02:20:57.965]  Following the attacks, the police directorate said it had ordered officers nationwide to carry firearms as a precaution.
[02:20:58.446 --> 02:21:01.588]  It added there was no change to the national threat level so far.
[02:21:02.408 --> 02:21:07.152]  Norwegian police are normally unarmed, but officers have access to guns and rifles when needed.
[02:21:07.892 --> 02:21:15.538]  Wednesday's attack was the worst in Norway since 2011, when a far-right extremist killed 77 people, mostly teens, at a youth camp.
[02:21:16.238 --> 02:21:30.878]  We don't, but if we continue to put that stuff in the atmosphere and it continues to get higher and higher and higher levels of CO2 in the atmosphere, wouldn't that... It's going to make, it's going to make, the studies show, it's going to make deserts become green again and plants are going to absorb the carbon.
[02:21:31.946 --> 02:21:32.686]  What studies are these?
[02:21:32.987 --> 02:21:33.547]  You can look them up.
[02:21:33.787 --> 02:21:34.488]  Okay, let's find out.
[02:21:34.688 --> 02:21:43.053]  And that's why the left even says... But if you're going to say something like that, and I'm not arguing with you, but if you are going to say something like that, that's a very bold thing to say.
[02:21:43.373 --> 02:21:45.554]  You should probably not just say, look them up.
[02:21:45.594 --> 02:21:47.535]  There should be something... Let's type it in.
[02:21:47.555 --> 02:21:48.316]  There's hundreds of them.
[02:21:49.116 --> 02:21:51.098]  I actually brought like over 50 articles right here.
[02:21:51.258 --> 02:21:54.960]  Do you have something that you've read that makes you so confident that you can say this?
[02:21:55.440 --> 02:22:02.443]  I actually know what the plant studies show, where in greenhouses they grow plants with higher carbon dioxide.
[02:22:02.803 --> 02:22:04.803]  And plants can grow up to three times faster.
[02:22:05.244 --> 02:22:06.044]  They live longer.
[02:22:06.104 --> 02:22:06.304]  Of course.
[02:22:06.664 --> 02:22:07.504]  Plants live off carbon dioxide.
[02:22:07.524 --> 02:22:08.365]  Let's expand.
[02:22:08.405 --> 02:22:09.325]  And what do they put out more?
[02:22:09.485 --> 02:22:09.865]  Oxygen.
[02:22:10.025 --> 02:22:14.987]  Well, this one thing that has been proven is that there's more plants now than there have been in a long time.
[02:22:15.027 --> 02:22:19.909]  There's a global greening happening, countering us losing our atmosphere up until this point.
[02:22:20.569 --> 02:22:35.972]  The Earth has less atmosphere than it did a million years ago, and it's like God did this or something, where we discovered all this oil, or it's just blind luck that we are terraforming the planet back to an earlier, healthier state by taking ancient carbon that was under the ground and putting it back into the atmosphere.
[02:22:36.092 --> 02:22:42.092]   I am so excited to announce a new member of the Info Wars Life family.
[02:22:42.092 --> 02:22:47.861]   And I think you're going to be very, very excited as well after you hear what I have to say and after you get your
[02:22:47.861 --> 02:22:51.092]  first bottle of Brain Force Ultra.
[02:22:51.092 --> 02:22:55.092]  Now Brain Force Plus has been very, very popular for years.
[02:22:55.092 --> 02:22:58.092]  It's an amazing formula. It's a different formula.
[02:22:58.092 --> 02:23:04.092]   This formula is roughly twice as strong. And that's just in the natural caffeine department.
[02:23:04.092 --> 02:23:09.721]   Then it's got a bunch of other things in it. Other key ingredients that are associated with energy and mental
