[00:00:00.329 --> 00:00:01.449]  So there's today's headline.
[02:41:15.896 --> 02:41:22.464]   So you're leaching out the spike protein in your sweat, in your saliva, Thank you.
[02:41:24.913 --> 02:41:29.715]  So my experience was I managed to transfer that to my husband who then got classic COVID.
[02:41:30.035 --> 02:41:32.215]  I mean he had all the classic signs.
[02:41:32.876 --> 02:41:38.657]  So I think it's spike protein and we should and so I have on the website how to deal with spike protein.
[02:41:39.078 --> 02:41:40.698]  Now the vaccine is a different story.
[02:41:40.718 --> 02:41:48.281]  If you take the vaccine and you have remorse you have a different thing you're dealing with because you also have all the products of the vaccine that we know about.
[02:41:48.501 --> 02:41:51.602]  Of course we don't know about most of them because they don't have to tell us.
[02:41:51.702 --> 02:41:52.442]  Isn't that wonderful?
[02:41:52.762 --> 02:41:55.585]  When you do things under emergency use authorization, it's great.
[02:41:55.625 --> 02:42:00.370]  You can just tell us the very littlest part of the vaccine and you don't have to tell us the rest.
[02:42:00.730 --> 02:42:01.992]  But these are not vaccines.
[02:42:02.032 --> 02:42:04.855]  They actually call them viral-based genetic therapies.
[02:42:05.375 --> 02:42:15.155]   And we found the FDA's warning to their Researchers in 2015 about the viral-based genetic therapies.
[02:42:15.175 --> 02:42:19.878]  They say these things people that take them can shed and they can shed up to 10 weeks.
[02:42:19.978 --> 02:42:21.198]  Most of them stop at 10 weeks.
[02:42:21.218 --> 02:42:28.182]  But if you're elderly or immune compromised, you might shed forever and you'll love this one because it just tells you keep in mind.
[02:42:28.202 --> 02:42:32.524]  They've rolled these these agents these genetic agents out on the whole world.
[02:42:32.544 --> 02:42:37.387]  They want to vaccinate 7.8 billion people and they don't know what the shed particles are.
[02:42:38.287 --> 02:42:42.010]   They say it's just It could be genetic.
[02:42:42.110 --> 02:42:43.111]  It could be infectious.
[02:42:43.271 --> 02:42:43.732]  We don't know.
[02:42:43.892 --> 02:42:44.993]  And it could be recombinant.
[02:42:45.053 --> 02:42:45.553]  I love that.
[02:42:45.753 --> 02:42:47.735]  It could be some Frankenstein nanoparticle.
[02:42:48.633 --> 02:42:49.854]  There's a couple of things.
[02:42:49.894 --> 02:42:58.079]  Budesonide is a steroid and it was the steroid recommended by Dr. Richard Jewell and it's an amazing steroid.
[02:42:58.180 --> 02:43:00.741]  You can get the Budesonide and the Nebulizer just to have that.
[02:43:01.142 --> 02:43:03.363]  Also comes in an inhaler but I think the Nebulizer is better.
[02:43:03.463 --> 02:43:04.724]  And then also NAC.
[02:43:05.164 --> 02:43:10.308]  I've heard that the FDA is going to be taking that off the shelf that you might not be able to get that past January.
[02:43:10.628 --> 02:43:12.549]  So I would recommend stocking up on that.
[02:43:12.669 --> 02:43:15.051]  I don't even think Amazon even sells it anymore.
[02:43:15.271 --> 02:43:19.094]   And so I would make sure NAC and the proper name for NAC Dr. Merritt?
[02:43:19.694 --> 02:43:20.895]  N-acetylcysteine.
[02:43:21.615 --> 02:43:22.876]  N-acetylcysteine.
[02:43:22.916 --> 02:43:24.077]  And doesn't that say something?
[02:43:24.157 --> 02:43:27.760]  That the FDA, every time we find something that works, they're against it.
[02:43:27.900 --> 02:43:28.901]  They take it away from us.
[02:43:28.921 --> 02:43:29.421]  Exactly.
[02:43:29.842 --> 02:43:31.623]  Who gives them the right to do this thing?
[02:43:32.664 --> 02:43:32.984]  I know.
[02:43:33.004 --> 02:43:35.226]  In fact, we'll talk about this when we come back.
[02:43:36.414 --> 02:43:43.378]  When we come back in just a moment, I'm Kate Dally and honestly, Dr. Leigh Merritt, you're not going to want to miss two seconds of this.
[02:43:43.638 --> 02:43:45.199]  Come on back at the Kate Dally Show.
[02:43:45.399 --> 02:43:47.681]  Kate Dally, your host, back here with you.
[02:43:47.721 --> 02:44:01.089]  I'm Kate Dally from the Kate Dally Show guest hosting today and I have the most amazing guest, the frontline doctor, Dr. Leigh Merritt, themedicalrebel.com to get more information about what she's talking about and the Kate Dally Show.
[02:44:01.109 --> 02:44:05.772]  So you can go to katedallyshow.com, katedallyshow.com to get more information as well.
[02:44:06.152 --> 02:44:06.832]  It'll be there too.
[02:44:07.273 --> 02:44:09.474]  And there's a couple of questions I have for you.
[02:44:09.954 --> 02:44:13.296]  Before I do that, I want to play the clip from Dr. David Martin.
[02:44:13.637 --> 02:44:21.642]  He is the founding CEO of MCAM Inc., which is the international leader in intellectual property and financial risk.
[02:44:21.942 --> 02:44:23.843]  Just listen to what he has to say for just a moment.
[02:44:28.024 --> 02:44:41.701]  genetic sequences that were reportedly novel and reviewed those against the patent records that were available as of the spring of 2020.
[02:44:44.764 --> 02:45:00.895]  And what we found, as you'll see in this report, are over 120 patented pieces of evidence to suggest that the declaration of a novel coronavirus was actually entirely a fallacy.
[02:45:01.976 --> 02:45:04.178]  There was no novel coronavirus.
[02:45:05.202 --> 02:45:26.371]  The statement that was made by Peter Daszak in 2015, reported in the National Academies of Press publication February 12, 2016, and I'm quoting, we need to increase public understanding of the need for medical countermeasures such as a pan-coronavirus vaccine.
[02:45:27.132 --> 02:45:31.834]  A key driver is the media and the economics will follow the hype.
[02:45:32.714 --> 02:45:37.317]  We need to use that hype to our advantage to get to the real issues.
[02:45:38.217 --> 02:45:43.500]  Investors will respond if they see profit at the end of the process.
[02:45:43.961 --> 02:45:44.461]  End quote.
[02:45:47.426 --> 02:45:47.626]  Wow.
[02:45:47.786 --> 02:45:56.191]  When you go to the hospital right now, most likely you will be positive for COVID-19 because the test has ratcheted up to 40 magnifications.
[02:45:57.272 --> 02:46:02.235]  And the problem with that is, is that you get on the COVID train and you can't get off of the COVID train.
[02:46:02.575 --> 02:46:10.961]  So I'm getting desperate emails from people all over the country who they cannot control what happens to their loved one when they go to the ICU.
[02:46:11.401 --> 02:46:21.288]   And when they get to the ICU, they're given rem, I call it remdethivir, The remdesivir and dex as a steroid and there's an antibiotic they're giving them.
[02:46:21.609 --> 02:46:22.850]  I'll probably murder the name.
[02:46:22.910 --> 02:46:23.771]  I'm the name murderer.
[02:46:24.831 --> 02:46:33.519]  But as far as the drugs that they're giving, the remdesivir actually failed the Ebola study and had a 54% mortality rate.
[02:46:33.819 --> 02:46:39.544]  They took it off that and Fauci chose it for the drug around the country to treat COVID.
[02:46:39.804 --> 02:46:41.786]  So, what happens is your organs fail, right?
[02:46:41.826 --> 02:46:48.792]  Dr. Merritt, and they can, and kidney damage, and so I call it the Kevorkian method.
[02:46:49.132 --> 02:46:53.416]  Well, at least Kevorkian smiled and asked, but asked permission.
[02:46:53.796 --> 02:46:56.218]  But as far as that goes, you're given this protocol.
[02:46:56.559 --> 02:46:58.821]  You cannot now ask for vitamins.
[02:46:59.081 --> 02:47:01.003]  You can't ask for Budesonide.
[02:47:01.223 --> 02:47:02.724]  You can't ask for any of these things.
[02:47:02.744 --> 02:47:06.908]  They will deny you, and if you speak up, sometimes they're throwing people out of the hospital.
[02:47:07.288 --> 02:47:21.362]  So, in order to stay away from having to go down the COVID train to having to get and feel like you have no rights or no control over this, Dr. Merritt is here to describe what you can do if you're sick so that you can avoid that.
[02:47:21.442 --> 02:47:25.025]  Dr. Peter McCullough was talking about this, the awesome Dr. Peter McCullough.
[02:47:25.045 --> 02:47:27.027]  He was saying, why are we not treating this?
[02:47:27.067 --> 02:47:30.551]  Why are we not telling people what to do at home so they don't have to go to the hospital?
[02:47:30.971 --> 02:47:32.452]  So I have a couple of questions for you.
[02:47:32.472 --> 02:47:37.276]  I tell people to go get the IV, the vitamin push, you know, to help them.
[02:47:37.556 --> 02:47:40.298]  And then also NAC and quercetin, right?
[02:47:40.518 --> 02:47:41.499]  These are helpful.
[02:47:42.160 --> 02:47:42.800]  Ivermectin.
[02:47:42.880 --> 02:47:46.443]  If you had to choose between Ivermectin and hydroxychloroquine, which one would you choose?
[02:47:47.764 --> 02:47:51.907]  Well, the Ivermectin works kind of all, there's like 20 ways it works against this.
[02:47:51.967 --> 02:47:55.950]  And so it works all parts of the disease, all, not just at the beginning.
[02:47:55.970 --> 02:47:58.452]  So I think I would, if I had to choose one, I'd choose Ivermectin.
[02:47:59.545 --> 02:48:06.489]  Now, you know, your point about the people need to understand that the hospitals are now owned by NIH.
[02:48:06.569 --> 02:48:08.290]  That's what that's what is causing this.
[02:48:09.131 --> 02:48:16.035]  Remdesivir was actually developed at our bioweapons lab at USAMRIID and the NIH has part of the patent rights.
[02:48:16.635 --> 02:48:18.236]  So they get money from it.
[02:48:19.197 --> 02:48:24.280]  I would quit taking advice from people that are making a profit off this pandemic.
[02:48:24.887 --> 02:48:30.535]  You know, if the pandemic went away and somebody makes less money, they're not the people you should be listening to.
[02:48:30.916 --> 02:48:35.542]  And they're having an incredibly bad outcome ratio in the hospital.
[02:48:35.582 --> 02:48:40.389]  But again, good outpatient care and you don't have to go down with these things.
[02:48:41.118 --> 02:48:48.024]  But again, you have to remember, sometimes you're going to need antibiotics, but being as healthy going into it makes a big difference.
[02:48:48.124 --> 02:48:49.525]  Be within your weight standards.
[02:48:50.106 --> 02:48:52.808]  Eat an anti-inflammatory diet.
[02:48:52.928 --> 02:49:01.916]  Unfortunately, every time you eat bad oils and you get them when you go out to restaurants, even good restaurants, you're going to get some bad oils.
[02:49:02.276 --> 02:49:08.899]   And the percentage to which you eat bad oils is the percentage your lipid membranes which are made of oil, including your brain,
[02:49:08.899 --> 02:49:10.739]  are made of cholesterol from these oils.
[02:49:10.739 --> 02:49:16.459]   When you eat bad oils, they become intercalated into your lipid membranes, and so the percentage
[02:49:16.459 --> 02:49:19.139]  you take in is the percentage of you that's not normal.
