[00:00:00.229 --> 00:00:01.850]  The world is rejecting the globalists.
[02:41:23.481 --> 02:41:25.283]  Welcome back to the Alex Jones Show.
[02:41:25.303 --> 02:41:28.025]  I'm your host, Dr. Andrew Kaufman.
[02:41:28.325 --> 02:41:36.512]  And before the break, we were talking about the judicial opinion of the Deputy Counsel to the President, Donna Johnson.
[02:41:37.525 --> 02:41:52.088]  About whether it is legal according to the Food Drug and Cosmetic Act to have employers or universities and schools require or mandate vaccination as a condition of employment.
[02:41:53.088 --> 02:42:05.070]  And so I want to explain the major point of this opinion paper, which is that in the Food Drug and Cosmetic Act,
[02:42:05.555 --> 02:42:31.629]  Section 564, which describes the emergency use authorization requirements and procedures, that there is language that says that people who would receive the experimental authorized product should be informed of certain things and that they should have the, quote, the option to accept or refuse administration of the product.
[02:42:32.493 --> 02:42:46.964]  Now, what the main argument is in this position paper is that it's only the responsibility of the drug companies themselves to actually let the person accept or refuse.
[02:42:47.044 --> 02:42:58.793]  But a third party, such as an employer or a university, they can require the person to accept because they are not specifically named in the FDA's documents.
[02:42:59.284 --> 02:43:02.865]  Now this is quite interesting that they would parse it this way.
[02:43:03.385 --> 02:43:14.228]  Now they also stated that this argument only applies to the specific section of the law governing emergency use authorization.
[02:43:14.408 --> 02:43:23.631]  In other words, it doesn't take into account any other federal, state, or local laws or international treaties.
[02:43:24.460 --> 02:43:38.711]  And we have, you know, a hierarchy of law in the United States, which is that treaties are the highest because our country is participating in that and it supersedes United States law.
[02:43:39.251 --> 02:43:42.233]  And then, of course, the Constitution is the second most important.
[02:43:42.754 --> 02:43:50.699]  And then the United States Code, after that, of which this language that I've read is part of.
[02:43:51.260 --> 02:43:52.721]  Now, I want to draw your attention
[02:43:53.906 --> 02:43:54.006]  I'm
[02:44:14.056 --> 02:44:14.817]  We're good to go.
[02:44:32.603 --> 02:44:41.468]  And the court ruled in their favor and granted the injunction saying that they could not be required unless there was a presidential waiver.
[02:44:41.528 --> 02:44:55.636]  Now I want to explain this a little bit because we're talking about here not a regular United States citizen or a regular individual or man or woman like you or I, but we're talking about a service member and when you enlist
[02:44:56.457 --> 02:45:07.400]  Into the armed forces, you essentially sign away your rights and you become a subject of the armed services and no longer are you a free citizen of the United States.
[02:45:07.880 --> 02:45:21.643]  So what they're saying here is even though you're not even a free citizen, you're a subject of the armed services that they can't even force you to take an experimental vaccine unless there is a specific presidential waiver.
[02:45:22.418 --> 02:45:38.650]  And subsequently, there was actually some additional legislation passed that the presidential waiver can only be granted when there is a direct threat to national security that would not be protected unless the waiver was granted.
[02:45:39.170 --> 02:45:49.658]  So just to summarize here, we have even service members, according to the courts, cannot be mandated to have this injection.
[02:45:50.419 --> 02:45:58.064]  Now let's go to the next slide and take a little bit of a closer look at Dawn Johnson, who is the author of this opinion.
[02:45:58.664 --> 02:46:06.489]  And we can see from CPS News, if we look at the heading here, because she has served under prior Democratic administrations,
[02:46:07.389 --> 02:46:12.553]  Quote, Obama renominates pro-abortion Dawn Johnson to Justice Department post.
[02:46:13.014 --> 02:46:23.742]  Now, Dawn Johnson, who is a professor at Indiana University and graduated from Yale Law School, she has a long track record of being a big advocate of civil rights.
[02:46:23.922 --> 02:46:27.384]  In fact, she even worked for the ACLU in the past.
[02:46:27.885 --> 02:46:36.051]  She teaches constitutional law at the law school and has been a major, major advocate for pro-choice and abortion
[02:46:36.698 --> 02:47:01.617]  Right now it's quite interesting to look at the juxtaposition and the hypocrisy in these two policies because she spent her career protecting the right to choose for our body the privacy the integrity of our bodies that we can choose for ourselves because that is the basis of the Roe v. Wade decision that protects abortion rights.
[02:47:02.557 --> 02:47:04.399]  Now she has issued an opinion
[02:47:05.262 --> 02:47:06.965]  Saying the exact opposite.
[02:47:07.145 --> 02:47:20.986]  Now she says it's perfectly okay to force a experimental medical treatment on people for employers as long as it's not the manufacturer of the product themselves.
[02:47:21.838 --> 02:47:34.867]  Now imagine if employers were concerned about overpopulation and they decided that all their employees who became pregnant would have to get an abortion or be terminated from employment.
[02:47:35.227 --> 02:47:43.013]  Because that's precisely the situation that she has said is legal and okay to carry out.
[02:47:43.693 --> 02:47:49.237]  So this is, you know, quite a shocking and surprising change of direction.
[02:47:49.912 --> 02:48:09.538]  But let's go further to the next slide because really what we're talking about here is we're talking about forcing the experimental or the use of an experimental treatment on the population here and whether it's by a government, whether it's by the manufacturer or whether it's by an employer, it is still the same procedure.
[02:48:09.958 --> 02:48:16.680]  So here we have aspects of the Nuremberg Code because the Nazis did
[02:48:17.173 --> 02:48:44.737]  extreme amounts of experiments on their population and they did this without consent of course and because of these atrocities there was a trial and the results of the trial were made into the Nuremberg Code and one of the main provisions of the Nuremberg Code is to prohibit experimentation on people without their voluntary consent and it says
[02:48:45.441 --> 02:48:49.911]  That it is absolutely essential to have their consent.
[02:48:50.416 --> 02:49:02.763]  And in fact, as a researcher myself in academic medicine and in medical school, I learned about this when I had to do a special training with what's called the IRB or Institutional Review Board.
[02:49:03.143 --> 02:49:17.411]  And this is a network of boards that regulate and approve human subject research and they're set up at every academic institution, every hospital, every place that does human research in the entire United States and beyond.
[02:49:18.158 --> 02:49:28.524]  And I had to undergo this training where I learned that the Nuremberg Code was actually the reason why we were very very careful about doing research on human subjects.
[02:49:28.944 --> 02:49:33.847]  Now if you will go to the next slide because in the United States
[02:49:35.357 --> 02:49:44.504]  We have written this, and by the way, there's also the Declaration of Helsinki, which is another document that sort of follows up on the Nuremberg Code.
[02:49:44.845 --> 02:49:53.091]  But in the United States we have the Belmont Report, which was prepared in 1979, and this is what set up the institutional review boards.
[02:49:53.772 --> 02:49:55.173]  And there's a quote on the right.
[02:49:55.734 --> 02:50:09.286]  Because some people may say that this experimental vaccines are not actually human research that they are a real treatment and this paragraph speaks specifically to that fact.
[02:50:09.807 --> 02:50:19.295]  So the fact that a procedure is quote experimental in the sense of new untested or different does not automatically place it in the category of research.
[02:50:19.615 --> 02:50:21.137]  That's what I was talking about.
[02:50:21.932 --> 02:50:31.018]  Radically new procedures of this description should, however, be made the object of formal research at an early stage in order to determine whether they are safe and effective.
[02:50:31.078 --> 02:50:37.042]  So radically new procedures like a gene therapy vaccine.
[02:50:38.063 --> 02:50:40.645]  So in other words, this quote
[02:50:41.167 --> 02:51:01.246]  Directly applies to the current experimental vaccines that even though they are not regulated as research among the general population, they actually meet the criteria because the radically different technology that has been previously untested never used before.
[02:51:03.663 --> 02:51:16.478]  People, I want to just reiterate that we are in a time here when the major treaties, the major human rights declarations, and even our own laws and codes and statutes
[02:51:17.082 --> 02:51:33.507]  are being directly violated and it's being done out in the open and government officials are actually saying that it's okay that they violate the law and they use trickery like in this opinion document where they only look at it in the context of that one law.
