[00:00:01.348 --> 00:00:02.509]  The corrupt U.S.
[03:22:01.577 --> 03:22:12.461]  Just this week, or in the past week, one of their hosts, Andrew Bolt, in one breath makes the case for free speech, in the next makes the case for censorship.
[03:22:12.541 --> 03:22:17.302]  No, there is absolutely no case for censorship based on this event.
[03:22:18.122 --> 03:22:23.964]  It is a clear-cut case for anyone who's learnt anything over the past four years.
[03:22:24.024 --> 03:22:26.185]  If you can't see that this is a clear case,
[03:22:26.713 --> 03:22:28.294]  Of absolute tyranny.
[03:22:28.335 --> 03:22:31.818]  And I want to play this clip from the New South Wales Police Commissioner for everyone.
[03:22:32.198 --> 03:22:35.161]  Look at how dangerous this woman's words are.
[03:22:35.481 --> 03:22:37.102]  It's just like Jacinda Ardern.
[03:22:37.142 --> 03:22:43.628]  And they always get these women to come and make these statements, that they're going to be the single source of truth.
[03:22:44.269 --> 03:22:49.393]  You know, which is just, to me personally, it's very insulting that they always pick women for this.
[03:22:49.734 --> 03:22:53.056]  Tim, if you can play that clip of the New South Wales Police Commissioner, please.
[03:22:53.857 --> 03:23:04.024]  I also want to stress that there is misinformation being communicated across social media and people should not share any of that information.
[03:23:04.425 --> 03:23:09.528]  The source of information should be from police and law enforcement authorities.
[03:23:10.469 --> 03:23:18.915]  So please be assured that police will be the source of truth and not social media and misinformation.
[03:23:21.176 --> 03:23:23.620]  Mm, mm, mm, OK.
[03:23:23.880 --> 03:23:35.696]  I note, Senator Babbitt, because you brought up the mainstream media, the government has not at one point, you know, the mouthpieces, the talking heads, the puppets,
[03:23:36.036 --> 03:23:50.121]  Have not at one point come out and said we're going to hold the media accountable because those images, those videos of Bishop Marmaris stabbing circulated on national TV just as much as they did on social media.
[03:23:50.421 --> 03:24:00.064]  But there's been no talk of censoring the TV stations or holding them accountable and they are exempt in the Miss and Disinfo Bill of course.
[03:24:01.380 --> 03:24:03.021]  Of course they are, of course.
[03:24:03.442 --> 03:24:06.644]  Mainstream media, legacy media, they would be loving this.
[03:24:06.984 --> 03:24:10.167]  Because what they get to do is they get to get their control back.
[03:24:10.187 --> 03:24:15.931]  So what's happened over the last, I don't know, decade or so, is we've seen a fracturing of the media landscape.
[03:24:16.191 --> 03:24:22.596]  Whereas once upon a time you would go straight to mainstream media as the place where you would get your news from.
[03:24:22.636 --> 03:24:24.057]  That's changed completely.
[03:24:25.218 --> 03:24:29.082]  Over the last, you know, and it's accelerated over the last five or so years.
[03:24:29.463 --> 03:24:33.307]  Now we don't get our news predominantly from mainstream media anymore.
[03:24:33.347 --> 03:24:42.778]  The place where we get our news now is social media platforms like X, like Facebook, like Instagram and begrudgingly like TikTok as well.
[03:24:43.218 --> 03:24:44.259]  That's where people go.
[03:24:44.660 --> 03:25:04.538]  And legacy media, they have lost the control over the narrative, they've lost the control over the eyeballs, so of course they're happy to push this censorship agenda as well, because it will mean that they get the control, the power back, and they will work, it is my opinion, they will work hand-in-hand with the government censors in order to a.
[03:25:04.978 --> 03:25:13.703]  Get their power back, get their control back, get the money back that they were getting before from having all the advertising revenue thrown through because everyone had their eyeballs on them.
[03:25:14.204 --> 03:25:15.424]  And I don't think it's right.
[03:25:15.845 --> 03:25:21.048]  I think that what they're doing is doing, they're doing the nation a disservice.
[03:25:21.188 --> 03:25:23.529]  That's what they're doing, but of course they don't care.
[03:25:23.809 --> 03:25:30.853]  So all of this is about controlling the speech of the average man and woman at home.
[03:25:30.933 --> 03:25:33.355]  That's what this whole exercise is about.
[03:25:33.755 --> 03:25:39.760]  They're coming after X right now because X is the trophy that they want to have on their shelf.
[03:25:39.800 --> 03:25:45.085]  Because Elon Musk has been so staunch and so open about freedom of speech.
[03:25:45.105 --> 03:25:51.170]  So he said more than once, if something is illegal, he will take it off his platform.
[03:25:51.410 --> 03:25:57.536]  But if it's not illegal, if it's not black and white illegal, he will not take it off because he doesn't believe in censorship.
[03:25:58.036 --> 03:25:58.376]  Why?
[03:25:58.716 --> 03:26:08.461]  Because you need to have an open discourse in the public square of all ideas in order to have a functioning and free democracy.
[03:26:09.061 --> 03:26:11.762]  The ancient Greeks, so in ancient Greece,
[03:26:13.687 --> 03:26:16.409]  Only a free man was allowed to speak.
[03:26:17.169 --> 03:26:18.991]  Was allowed to speak freely.
[03:26:19.471 --> 03:26:24.374]  Slaves were the only people in ancient Greece that were not allowed to speak freely.
[03:26:24.714 --> 03:26:26.856]  And this is what the government is doing to us now.
[03:26:27.096 --> 03:26:30.778]  They want to turn all of us into slaves.
[03:26:31.159 --> 03:26:32.279]  That's what they want to do.
[03:26:32.780 --> 03:26:33.900]  I will not stand for it.
[03:26:34.121 --> 03:26:35.441]  I'm completely against it.
[03:26:35.582 --> 03:26:37.203]  Elon Musk doesn't stand for it.
[03:26:37.503 --> 03:26:39.004]  And that's why they're attacking him now.
[03:26:40.754 --> 03:26:42.735]  And they're attacking you too, Senator Babbitt.
[03:26:42.815 --> 03:26:51.839]  So, you know, article after article, based on the fact that you've chosen to defy this nonsense and say, no, I am a senator.
[03:26:52.120 --> 03:26:54.241]  This is a matter of national concern.
[03:26:54.301 --> 03:26:56.922]  It's actually a matter of international concern as well.
[03:26:57.302 --> 03:27:03.025]  What we need from the Australian politicians and governments really is leadership here.
[03:27:03.665 --> 03:27:07.827]  And we need to put on a united front, calls for peace, all of this.
[03:27:08.107 --> 03:27:15.031]  And I keep hearing about these, you know, the potential harm that videos like this could cause.
[03:27:15.471 --> 03:27:18.252]  But there's been no further harm, Senator Babbitt.
[03:27:18.332 --> 03:27:19.593]  Everyone's called for peace.
[03:27:19.653 --> 03:27:21.894]  The Christian community is a peaceful community.
[03:27:21.914 --> 03:27:23.415]  They've called for forgiveness.
[03:27:23.595 --> 03:27:32.519]  I personally put out, because I know Bishop Marmadi personally, put out a message of forgiveness myself the following day, because I know that's what the Bishop would want.
[03:27:33.220 --> 03:27:38.205]  There's been no further calls for any type of violence or anything of this nature.
[03:27:38.746 --> 03:27:51.460]  In fact, the New South Wales Police wrongly named one of the people that were involved in going and trying to film the events after the stabbing because
[03:27:51.980 --> 03:27:54.561]  You know, a lot of members of the community were very upset.
[03:27:54.801 --> 03:27:59.042]  There were also people outside of the community who came and, you know, rioted.
[03:27:59.082 --> 03:28:01.303]  No one really knows who these people are.
[03:28:01.363 --> 03:28:03.604]  You know, they weren't necessarily invited.
[03:28:03.624 --> 03:28:04.684]  They don't go to that church.
[03:28:05.464 --> 03:28:13.207]  But understandably, people were angry and the police are there for that reason, essentially to hold people accountable if they do the wrong thing.
[03:28:14.408 --> 03:28:27.539]  But the mainstream media and the police have wrongly named one of the people who was assisting the police, Mario Malik, as one of the violent rioters and shared images all over.
[03:28:27.659 --> 03:28:33.864]  Every single mainstream media outlet has plastered this young man's face who was actually assisting police on the night.
[03:28:34.985 --> 03:28:36.066]  All over the media!
[03:28:36.126 --> 03:28:39.449]  I mean, what about that harmful misinformation?
[03:28:39.890 --> 03:28:42.132]  What about holding the media accountable for that?
[03:28:42.152 --> 03:28:43.213]  But there is none of that.
[03:28:43.313 --> 03:28:44.754]  And here's the thing, Senator Babbitt.
[03:28:45.055 --> 03:28:46.436]  Everyone makes mistakes.
[03:28:47.597 --> 03:28:51.321]  I've even given Channel 7 the benefit of the doubt because everyone makes mistakes.
[03:28:51.381 --> 03:28:53.563]  We don't need the government to parent us.
[03:28:53.583 --> 03:28:54.944]  We'll be back after this short break.
[03:28:54.964 --> 03:28:55.565]  Don't go anywhere.
[03:28:56.886 --> 03:29:01.970]  Survival Shield X3, now back and better than ever with a whopping 40% discount.
[03:29:02.351 --> 03:29:06.974]  It's your ticket to a healthier you, powered by the might of activated triiodine.
[03:29:07.435 --> 03:29:17.163]  Picture this, a product that derives from ancient sea salts buried deep beneath the earth, harnessing a cutting-edge process that stabilizes iodine in a groundbreaking triiodine formula.
[03:29:17.643 --> 03:29:19.506]  Imagine waking up feeling rejuvenated.
[03:29:19.726 --> 03:29:25.093]  Your body's processes humming smoothly like a well-oiled machine, all thanks to Survival Shield X3.
[03:29:25.273 --> 03:29:32.863]  This isn't just a step up from the old mason iodine system, it's a quantum leap in health supplementation, designed with you, the patriot, in mind.
[03:29:33.383 --> 03:29:38.929]  Survival Shield Axe 3 has got your back, providing peace of mind and body in these uncertain times.
[03:29:39.309 --> 03:29:42.933]  Head over to Infowarsstore.com and witness the transformation for yourself.
[03:29:43.333 --> 03:29:44.635]  This is more than just a supplement.
[03:29:45.015 --> 03:29:48.418]  It's your shield, your protector, your Survival Shield Axe 3.
[03:29:48.759 --> 03:29:49.239]  Don't wait.
[03:29:49.600 --> 03:29:52.883]  Take control of your health today and step into a brighter, healthier future.
[03:29:53.343 --> 03:29:56.586]  Visit InfoWarsStore.com and get yours today!
[03:30:15.082 --> 03:30:15.582]  I think so.
[03:30:34.710 --> 03:30:36.371]  This stuff sells out at full price.
[03:30:36.611 --> 03:30:41.293]  You can get it right now for 50% off at InfoWarsStore.com.
[03:30:41.574 --> 03:30:48.057]  That's DNA Force Plus, our most powerful product, 50% off for a limited time at InfoWarsStore.com.
[03:30:48.097 --> 03:30:49.458]  I'm telling you, it sells out at full price.
[03:30:50.018 --> 03:30:53.220]  You've got to act now to get it at 50% off at InfoWarsStore.com.
[03:30:56.707 --> 03:30:58.990]  Hey, let me start by saying you do a great show.
[03:30:59.150 --> 03:30:59.490]  Thank you.
[03:30:59.690 --> 03:31:02.273]  Hey, let me point out that I took X2 iodine.
[03:31:02.313 --> 03:31:03.575]  I started taking that stuff.
[03:31:03.635 --> 03:31:06.818]  The best iodine I think I ever found is what you guys are selling.
[03:31:06.919 --> 03:31:07.840]  When did you start taking that?
[03:31:08.120 --> 03:31:12.084]  About four years ago, I had high blood pressure and I was on blood pressure medicine.
[03:31:12.185 --> 03:31:12.465]  Mm-hmm.
[03:31:12.705 --> 03:31:15.426]  And I started eating a little better, but my blood pressure stayed high.
[03:31:15.446 --> 03:31:22.950]  And when I took the X2 iodine, after about three or four weeks, I think my body was detoxified of a bunch of metals and stuff that my body was storing.
