[00:00:00.287 --> 00:00:00.647]  Jump into it.
[03:09:18.154 --> 03:09:26.539]  I think banks in Jordan that were actively being investigated or would have been the subjects of the J6 committee, he said no to anything, and now we get to say it was all a sham?
[03:09:26.779 --> 03:09:28.780]  Even though the majority of the people interviewed were Republicans?
[03:09:28.860 --> 03:09:40.547]  Even though, as was stated earlier, every single person near Trump... You're banking a lot on the Republican issue, but it shouldn't be a surprise to you, many Republicans, institutional apparatus of the party,
[03:09:41.227 --> 03:09:43.309]  It's not necessarily friendly to Trump.
[03:09:43.489 --> 03:09:46.391]  There are many Republicans that are hostile to Trump.
[03:09:46.571 --> 03:10:07.426]  If every single person in government, if every Republican, if every Democrat, if every judge, if every person in the United States that is in Trump's peripheral ends up hating Trump or not wanting to work with Trump, at what point do you say... Well, we're not saying every... At what point do you say... Christopher Wray is not... At what point do you just say... I've been gone for 10 minutes, let me respond.
[03:10:07.526 --> 03:10:09.468]  You can't just run back in here and cut me off, okay?
[03:10:09.548 --> 03:10:10.889]  At what point can we not say...
[03:10:11.189 --> 03:10:13.771]  Maybe Trump was actually genuinely a horrible person.
[03:10:13.971 --> 03:10:18.274]  Or maybe Trump actually genuinely didn't try to circumvent legal processes in order to coup the government.
[03:10:18.374 --> 03:10:21.777]  Or at least, uh, whatever you would call him asking Pence to unilaterally elect the government beforehand.
[03:10:21.797 --> 03:10:25.500]  Biden is trying to make it his number one campaign issue about January 6th.
[03:10:25.520 --> 03:10:26.981]  It should be the number one campaign issue.
[03:10:27.421 --> 03:10:30.203]  Wow, not inflation, not open borders, not human smuggling.
[03:10:30.223 --> 03:10:33.165]  Would a president try to circumvent the peaceful transfer of power for the first time in U.S.
[03:10:33.205 --> 03:10:33.445]  history?
[03:10:33.465 --> 03:10:34.846]  This actually takes me to the next question.
[03:10:34.887 --> 03:10:36.107]  This is going to be our final question of the night.
[03:10:36.127 --> 03:10:37.108]  No, Trump's not been convicted of anything.
[03:10:37.228 --> 03:10:38.869]  This is a, uh, this is a question from, uh,
[03:10:40.879 --> 03:10:46.952]  Spread C. And the question is, will Destiny address, quote, is white supremacy the biggest domestic threat faced by the United States?
[03:10:46.992 --> 03:10:49.297]  And I open it up to the panel after you give an answer there, Stephen.
[03:10:49.882 --> 03:10:51.063]  Um, domestic threat?
[03:10:51.483 --> 03:10:53.504]  I don't know how the FBI judges domestic threat.
[03:10:53.524 --> 03:11:00.468]  It wouldn't surprise me if there's a lot of crossover with, like, white supremacy groups and them being, like, organized like a domestic threat, but my guess would be domestic threats in the U.S.
[03:11:00.528 --> 03:11:03.550]  is probably fairly low to the total security of the U.S., so I don't really care that much about it.
[03:11:03.570 --> 03:11:03.850]  I don't know.
[03:11:03.870 --> 03:11:06.572]  But that's the official policy, is white supremacism is the number one threat.
[03:11:06.952 --> 03:11:07.573]  That's, what is that?
[03:11:07.653 --> 03:11:08.893]  That's not a policy, that's a statement.
[03:11:09.013 --> 03:11:13.776]  No, that's an executive order in June of 2021 put out by the White House.
[03:11:14.137 --> 03:11:17.999]  What are the negative policy choices, or what are the bad things that are happening because of that declaration?
[03:11:18.995 --> 03:11:21.198]  They try to skew crime numbers.
[03:11:21.699 --> 03:11:22.920]  They say everything is that.
[03:11:22.940 --> 03:11:25.363]  I mean, this is like a major deal.
[03:11:25.483 --> 03:11:26.664]  Skew crime numbers?
[03:11:26.684 --> 03:11:27.285]  Say everything is that?
[03:11:27.305 --> 03:11:27.706]  What do you mean?
[03:11:28.607 --> 03:11:30.249]  Do we not count crime by black people anymore?
[03:11:30.289 --> 03:11:32.291]  Didn't we just get all of the crime against Asian people?
[03:11:32.311 --> 03:11:33.653]  No, the other guy says number one crime is white people.
[03:11:34.349 --> 03:11:35.931]  They say the number one crime is white people.
[03:11:36.171 --> 03:11:38.153]  They do it statistically by manipulating the numbers, yeah.
[03:11:38.594 --> 03:11:41.457]  I don't think the FBI is in charge of manipulating the numbers.
[03:11:41.477 --> 03:11:42.978]  The FBI is not involved in crime statistics?
[03:11:42.999 --> 03:11:44.560]  I didn't say involved in crime statistics.
[03:11:44.600 --> 03:11:50.607]  I'm pretty sure you can go to the federal... There's a name for the site that has... I don't believe you're like hiding under a rock somewhere.
[03:11:50.687 --> 03:11:53.270]  You've got to know he gave a speech for an hour yesterday.
[03:11:53.530 --> 03:11:56.712]  Yeah, but you're saying the MAGA people are terrorists, they're about to take over.
[03:11:56.772 --> 03:11:57.873]  I mean, you don't know?
[03:11:57.893 --> 03:12:02.856]  You just said it's good that Biden is running on January 6th.
[03:12:02.876 --> 03:12:04.798]  I think January 6th is a huge deal, yes.
[03:12:04.898 --> 03:12:08.280]  The president trying to circumvent the peaceful transfer of power is a really big issue.
[03:12:08.680 --> 03:12:10.421]  And that's why he can't be allowed to be voted for.
[03:12:10.441 --> 03:12:12.222]  No, that's not why he can't.
[03:12:12.243 --> 03:12:13.403]  He's not allowed to be voted for.
[03:12:13.463 --> 03:12:15.865]  He's claiming you can't vote for him.
[03:12:15.905 --> 03:12:19.227]  Trump is claiming they want to steal an election.
[03:12:19.367 --> 03:12:21.028]  So we've got to tell him about it.
[03:12:21.128 --> 03:12:23.190]  We have to be clear about what's really happening.
[03:12:23.890 --> 03:12:30.391]  The standard Democrat voter, these people don't care about the so-called insurrection.
[03:12:30.851 --> 03:12:32.592]  That's not Biden's audience.
[03:12:32.992 --> 03:12:42.593]  Biden's audience is to speak in support of this phony legal theory that's being served as a pretext to remove him from the ballots.
[03:12:42.993 --> 03:12:45.854]  And therefore, you know, in the defense of- I agree.
[03:12:45.894 --> 03:12:51.375]  He's trying to rally the deep state saying Trump's going to persecute us and arrest us.
[03:12:52.515 --> 03:12:55.438]  If we don't stop him, because they've committed all these crimes.
[03:12:55.498 --> 03:12:57.880]  So, I mean, fact is, the Supreme Court's looking at it.
[03:12:57.960 --> 03:13:01.563]  They actually decided to take the case, so it doesn't matter what any of us think.
[03:13:01.583 --> 03:13:02.844]  The Supreme Court's going to rule on it.
[03:13:03.324 --> 03:13:06.147]  And I think, you know, whatever they decide is what we're going to live with.
[03:13:06.167 --> 03:13:06.727]  Well, let me ask this.
[03:13:06.767 --> 03:13:08.029]  What happens if Trump gets re-elected?
[03:13:08.309 --> 03:13:09.290]  What do you mean, what happens?
[03:13:09.926 --> 03:13:10.947]  Well what do you think?
[03:13:10.987 --> 03:13:13.488]  He's still got criminal investigations, criminal trials.
[03:13:13.588 --> 03:13:17.230]  So you mean if he gets re-elected before being sentenced, if he's convicted?
[03:13:17.751 --> 03:13:18.011]  Yeah.
[03:13:18.071 --> 03:13:19.832]  I think he just takes over being president.
[03:13:19.892 --> 03:13:26.256]  He'll pardon himself or give the presidency- And I don't- he didn't persecute his political opposition when he was in.
[03:13:26.974 --> 03:13:28.075]  I don't think he's going to try to do that.
[03:13:28.195 --> 03:13:30.277]  He asked Barr to investigate Hillary.
[03:13:31.478 --> 03:13:32.399]  Quite the opposite.
[03:13:32.499 --> 03:13:36.243]  Trump's own bureaucracies were undermining him.
[03:13:37.004 --> 03:13:43.630]  As far from him using the bureaucracies to go after others, his own bureaucracies were circumventing his own president.
[03:13:43.670 --> 03:13:45.411]  Well, that happened with Biden as well, wasn't it?
[03:13:45.451 --> 03:13:49.035]  But everyone can see the establishment after Trump.
[03:13:49.295 --> 03:13:49.495]  No?
[03:13:49.756 --> 03:13:50.657]  Yeah, Hillary's emails.
[03:13:50.677 --> 03:13:52.599]  Yeah, Hillary's emails was under Biden, right?
[03:13:52.639 --> 03:13:53.961]  What about the Hunter Biden investigation?
[03:13:53.981 --> 03:13:55.162]  There's no acknowledgement there?
[03:13:55.202 --> 03:13:57.025]  Hunter Biden investigation, that's... Yeah.
[03:13:57.485 --> 03:13:58.466]  That's Biden's DOJ.
[03:13:58.506 --> 03:14:03.873]  Hunter Biden, he was charged, he was convicted on the... And that's because the Democrats want him to step down for Newsom.
[03:14:03.913 --> 03:14:05.395]  Oh my God, there's a reason why, yeah.
[03:14:06.556 --> 03:14:08.559]  So now the Democrats don't want Biden to step down.
[03:14:09.419 --> 03:14:11.860]  Who are the Democrats?
[03:14:11.880 --> 03:14:13.220]  The debate continues.
[03:14:13.240 --> 03:14:15.741]  The dominant Democratic Party wants Biden to step down.
[03:14:15.801 --> 03:14:16.661]  It's been all over the news.
[03:14:17.141 --> 03:14:18.761]  And they're putting pressure on him to do it.
[03:14:18.801 --> 03:14:19.842]  You're saying that's made up?
[03:14:20.002 --> 03:14:20.902]  He's not going to step down.
[03:14:21.322 --> 03:14:22.242]  How does he step down?
[03:14:22.262 --> 03:14:23.703]  Because you still need to have a primary.
[03:14:25.023 --> 03:14:26.643]  And it's past the deadline.
[03:14:26.683 --> 03:14:28.344]  He's frozen out the other candidates in his primary.
[03:14:28.884 --> 03:14:30.084]  The deadline has passed.
[03:14:30.404 --> 03:14:36.446]  So if he was to step down right now, Harris would likely be who the nominee would be.
[03:14:37.179 --> 03:14:38.480]  Well, it's too late for news.
[03:14:38.700 --> 03:14:40.361]  I think he'd miss out on several states.
[03:14:40.421 --> 03:14:40.622]  Go ahead.
[03:14:40.662 --> 03:14:44.745]  We've, uh, we've, we've really run... Answered that question really well.
[03:14:44.765 --> 03:14:45.926]  We hammered that one right to the ground.
[03:14:46.286 --> 03:14:48.908]  Ladies and gentlemen, tonight is coming to a close.
[03:14:48.928 --> 03:14:51.710]  Uh, Zero Hedge, thank you so much for putting this debate on.
[03:14:51.850 --> 03:14:56.874]  And everybody on the panel, man, Darren Beattie, Alex Jones, Steve Bonnell, Brian Kress, Cedar Kress, Gene Greenwald.
[03:14:58.715 --> 03:15:00.355]  Tell us about your show, what you do.
[03:15:00.376 --> 03:15:03.776]  I'm the co-host of TimCast IRL on YouTube, Monday through Friday, 8 p.m.
[03:15:03.816 --> 03:15:05.097]  Eastern Standard Time with Tim Pool.
[03:15:05.117 --> 03:15:06.077]  It's a blast.
[03:15:06.097 --> 03:15:10.858]  We talk about technology, politics, culture.
[03:15:11.219 --> 03:15:12.999]  My website is revolver.news.
[03:15:13.039 --> 03:15:15.060]  We broke a lot of these January 6th stories.
[03:15:15.120 --> 03:15:16.260]  Take the challenge for yourself.
[03:15:16.580 --> 03:15:21.641]  Go to revolver.news, look at the pieces, in particular the Ray Epps series and the Pipe Bomb series.
[03:15:22.182 --> 03:15:27.163]  Decide for yourself whether or not there's overwhelming evidence for federal involvement.
[03:15:27.603 --> 03:15:31.865]  And then I do, seven days a week, live on air, 11 a.m.
[03:15:31.885 --> 03:15:32.305]  to 3 p.m.
[03:15:32.325 --> 03:15:32.845]  weekdays.
[03:15:33.306 --> 03:15:35.466]  Saturday we do special reports different times.
[03:15:35.907 --> 03:15:37.087]  Sundays 4 to 6 p.m.
[03:15:37.127 --> 03:15:48.432]  Infowars.com, Ford's last show, now real Alex Jones back on, what was Twitter now, X. And we're here, we're fighting hard, we're promoting freedom, and we want everybody to tune in and see what we're doing.
[03:15:49.855 --> 03:15:50.917]  Tell me about your day, Steven.
[03:15:51.437 --> 03:15:51.858]  What do you do?
[03:15:52.339 --> 03:15:53.180]  Yeah, I'm on YouTube.
[03:15:53.220 --> 03:15:54.822]  You know, you should check out the last few videos.
[03:15:54.943 --> 03:16:01.953]  I do a lot of arguments over a lot of the goofy Ray Epps conspiracy theories or a lot of these J7 or J6 conspiracy theories.
[03:16:02.073 --> 03:16:02.674]  I've been doing that.
[03:16:03.295 --> 03:16:04.557]  YouTube.com slash Destiny.
[03:16:04.657 --> 03:16:05.238]  Yeah, check me out.
[03:16:06.238 --> 03:16:08.980]  I'm on X, Krasenstein.
[03:16:09.440 --> 03:16:14.082]  I do a lot of posts, I guess you can't call them tweets anymore, about politics.
[03:16:14.242 --> 03:16:16.263]  I try to hear out both sides.
[03:16:16.784 --> 03:16:20.406]  Alex, I still read your post.
[03:16:20.526 --> 03:16:21.326]  Might not agree with him.
[03:16:22.067 --> 03:16:23.807]  But I try to hear out both sides.
[03:16:24.628 --> 03:16:26.049]  Give me feedback.
[03:16:26.469 --> 03:16:28.090]  I like countering points.
[03:16:28.390 --> 03:16:29.030]  I like listening.
[03:16:29.050 --> 03:16:30.791]  I want to congratulate everybody for being here.
[03:16:30.811 --> 03:16:31.852]  This has been a great night.
[03:16:32.392 --> 03:16:32.692]  Yeah.
[03:16:32.892 --> 03:16:34.293]  Ed, are you on as well?
[03:16:34.413 --> 03:16:37.134]  Yeah, pretty much everything Brian said.
[03:16:37.394 --> 03:16:38.755]  It has been spectacular.
[03:16:38.915 --> 03:16:41.276]  High energy, fast-paced, it's intense.
