[00:00:00.169 --> 00:00:00.929]  How you doing Alex?
[03:05:21.243 --> 03:05:24.486]  Yeah, I gotta watch this crap on the Grammys.
[03:05:24.826 --> 03:05:25.287]  Grammys.
[03:05:25.327 --> 03:05:26.247]  Grammy, go up!
[03:05:27.388 --> 03:05:32.913]  Anyway, Germany's economy is flying 0.3%, dragged down by falling investment, blah, blah, blah.
[03:05:33.654 --> 03:05:35.756]  And they send more money to go kill people.
[03:05:36.396 --> 03:05:37.497]  This is what's going on.
[03:05:39.919 --> 03:05:44.764]  So, now, it goes to the economy.
[03:05:44.984 --> 03:05:46.185]  The markets are down today.
[03:05:47.182 --> 03:05:48.703]  Because McDonald's sales are down.
[03:05:48.743 --> 03:05:51.305]  Maybe people are eating less crap than McDonald's sales.
[03:05:52.406 --> 03:05:54.367]  Again, the markets go up and down.
[03:05:54.387 --> 03:05:56.909]  It's just a couple of big companies go up and down.
[03:05:58.550 --> 03:06:01.172]  So the big news is, are they going to lower interest rates?
[03:06:03.173 --> 03:06:04.654]  And now the guess has gone down.
[03:06:04.674 --> 03:06:10.278]  It's only about 34% say they're going to lower them when they meet again in March.
[03:06:12.860 --> 03:06:15.682]  We're forecasting there's going to be a lowering of interest rates.
[03:06:15.742 --> 03:06:16.623]  It's going to be dramatic.
[03:06:17.406 --> 03:06:20.787]  Because they're going to pump up the economy to keep Biden in place.
[03:06:22.887 --> 03:06:24.047]  And that's all it's about.
[03:06:26.308 --> 03:06:30.748]  Because the people running the government of the Federal Reserve, the former Fed head, Ms.
[03:06:30.788 --> 03:06:34.109]  Fatsha Brut, Janet Yellen, is now our U.S.
[03:06:34.189 --> 03:06:35.269]  Treasury Secretary.
[03:06:37.930 --> 03:06:38.270]  All right?
[03:06:39.490 --> 03:06:41.030]  So they want to keep those in power.
[03:06:41.851 --> 03:06:44.291]  And Trump is saying if he gets in, he's going to throw out power.
[03:06:45.902 --> 03:06:50.904]  So they're going to do everything they can to keep the economy going, boosting it by lowering interest rates.
[03:06:51.024 --> 03:06:52.525]  But what happened today?
[03:06:53.706 --> 03:06:57.147]  The mortgage rates now are up to, oh, back to 7%.
[03:06:59.168 --> 03:07:09.873]  And now we're moving into the spring, only a couple of months away, and you've got mortgage rates that high, it ain't going to be good for the housing market.
[03:07:11.714 --> 03:07:16.221]   And then, most importantly, Again, high interest rates.
[03:07:18.602 --> 03:07:21.002]  How about all those commercial business loans?
[03:07:21.682 --> 03:07:24.223]  Yeah, they're only interest-only loans, by the way.
[03:07:26.323 --> 03:07:34.985]  So now the interest rates go up as you have to renew your lease, your mortgage on the properties, the buildings, office buildings.
[03:07:36.825 --> 03:07:38.426]  And what's one of our top trends for 2024?
[03:07:38.526 --> 03:07:40.446]  Banks go bust.
[03:07:42.146 --> 03:07:42.687]  That's right.
[03:07:46.994 --> 03:07:49.656]  What was the top trends, some of them in 2023?
[03:07:50.037 --> 03:07:50.997]  Office building bust.
[03:07:51.618 --> 03:07:53.139]  Oh, and Middle East meltdown.
[03:07:53.640 --> 03:07:54.841]  We warned this was going to happen.
[03:07:55.261 --> 03:07:58.404]  Right there, in black and white, January 3rd, 2023.
[03:07:58.544 --> 03:08:01.406]  Warnings.
[03:08:02.687 --> 03:08:07.151]  The office building bust is being downplayed by the major media.
[03:08:08.752 --> 03:08:10.374]  What is affecting banks?
[03:08:12.896 --> 03:08:15.118]  They're keeping it as low as it can go.
[03:08:15.888 --> 03:08:19.070]  By not reporting what in the world is going on.
[03:08:21.292 --> 03:08:22.473]  And this is serious.
[03:08:22.493 --> 03:08:25.535]  There's some articles over here.
[03:08:26.595 --> 03:08:27.456]  This is important.
[03:08:29.918 --> 03:08:34.641]  Chinese investors snap up gold as real estate and equities disappoint.
[03:08:35.421 --> 03:08:36.542]  All things are connected.
[03:08:37.122 --> 03:08:38.623]  I'm talking about the office building bust.
[03:08:39.184 --> 03:08:42.186]  They got a bust going on in China, the likes of which we've never seen.
[03:08:43.123 --> 03:08:46.965]  They launched the COVID war on Chinese Lunar New Year, January 20th.
[03:08:48.245 --> 03:08:53.607]  Excuse me, January 2020, in celebration of the Year of the Rat, Chinese Lunar New Year.
[03:08:58.229 --> 03:08:59.669]  Their economy's gone to crap.
[03:09:00.250 --> 03:09:11.094]  It was overbuilt to begin with, because when murderers, every time they got caught with his pants down, Bill Clinton bombs away over the back, brought China into the World Trade Organization.
[03:09:11.716 --> 03:09:19.119]  Officially, two weeks after 9-11 under little George Bush, China's GDP from 1970 was almost a flat line going up a little bit.
[03:09:19.139 --> 03:09:21.860]  2001, a straight line up.
[03:09:23.140 --> 03:09:24.000]  It was overbuilt.
[03:09:24.260 --> 03:09:26.641]  Anytime there's a boom like that, they're always overbuilt.
[03:09:27.001 --> 03:09:28.422]  So it was a bad situation.
[03:09:28.982 --> 03:09:37.865]  But then three years of zero COVID policy got locked down in China and destroyed the lives and livelihoods of hundreds of millions of people.
[03:09:39.266 --> 03:09:43.001]   It's destroyed The Chinese economy, so the people are buying gold.
[03:09:44.402 --> 03:09:47.244]  Yeah, China's real estate struggles are far from over.
[03:09:48.605 --> 03:10:02.996]  So this is an article in the Wall Street Journal that barely notes how bad the banking crisis is about to become.
[03:10:04.457 --> 03:10:09.541]  Real estate turmoil hits office towers.
[03:10:10.839 --> 03:10:18.941]  Rents at the highest end buildings have been failing, while the rate of leasing has been slowing.
[03:10:23.422 --> 03:10:33.003]  Tenants have become more sensitive to the costs and whirl of higher interest rates and lingering concerns about a possible economic slowdown.
[03:10:35.544 --> 03:10:35.704]  Yep.
[03:10:37.085 --> 03:10:41.326]  More companies have accepted the reality of hybrid work schedules.
[03:10:46.267 --> 03:10:46.967]  So there you got it.
[03:10:49.028 --> 03:10:56.790]  They're talking about this company goes on that asking rents of prime spaces in 16 U.S.
[03:10:56.850 --> 03:10:57.870]  markets declined.
[03:11:00.511 --> 03:11:08.202]   It goes on that the share of leasing activity is falling among Premier Towers.
[03:11:08.882 --> 03:11:15.804]  The office properties that CoStar defines as five-star buildings accounted for 8% of the market in 2022 and 2023, down from 10% in 2019.
[03:11:15.844 --> 03:11:16.504]  Meanwhile, you ready?
[03:11:16.343 --> 03:11:21.343]  2022 and 2023, down from 10% in 2019.
[03:11:21.343 --> 03:11:23.143]  Meanwhile, you ready?
[03:11:23.143 --> 03:11:33.682]   New leases in five-year buildings, five-star buildings, on average, 43% smaller than in 2019.
[03:11:33.682 --> 03:11:45.303]   In the fourth quarter, 62% of companies offered some form of remote work.
[03:11:45.303 --> 03:11:55.303]  [BLANK_AUDIO]
[03:11:46.898 --> 03:11:56.666]  According to Scoop, on average, those companies with hybrid strategies required workers in the office 2.5 days a week.
[03:11:59.107 --> 03:11:59.608]  You read that?
[03:11:59.628 --> 03:12:00.869]  Okay, let's go back.
[03:12:04.443 --> 03:12:09.387]  62% of the companies are saying you can only come to work 2.5 days a week.
[03:12:10.148 --> 03:12:11.889]  So what do I need all this office space for?
[03:12:15.552 --> 03:12:17.594]  I don't need 10 stories, only give me three.
[03:12:18.455 --> 03:12:22.098]  I got people sitting in these cubicles that hate the damn thing anyway.
[03:12:22.118 --> 03:12:22.938]  They don't want to commute.
[03:12:22.958 --> 03:12:25.260]  It costs them too much time and too much money.
[03:12:26.661 --> 03:12:29.344]  Now I'm the office, the build owners of the building.
[03:12:29.704 --> 03:12:31.045]  How am I going to pay my loan?
[03:12:32.987 --> 03:12:33.247]  You're not.
[03:12:36.135 --> 03:12:36.915]  You're not going to pay.
[03:12:39.316 --> 03:12:49.219]  A couple of banks last week, all over the world, from Tokyo to Switzerland to the United States, started reporting less dough coming in because of this.
[03:12:50.260 --> 03:12:51.700]  Barely made the news.
[03:12:52.541 --> 03:12:54.861]  Because here's what's important about all this.
[03:12:57.682 --> 03:13:13.499]   When the banks crash and all you have to do is go back to When the Silicon Conman Valley Bank went bust last year, First Republic, Signature, what did that do to the equity markets?
[03:13:14.740 --> 03:13:15.600]  They were in turmoil.
[03:13:17.621 --> 03:13:18.922]  That was only three banks.
[03:13:21.443 --> 03:13:28.386]  You're going to see hundreds, hundreds of banks starting to go bust.
[03:13:29.807 --> 03:13:50.700]   Because you're going to see thousands And tens of thousands of officers leaving, paying less rent, and the people that own the buildings defaulting on their loans.
[03:13:51.160 --> 03:13:58.925]  This is barely, barely, barely reading the media.
[03:13:59.326 --> 03:14:02.608]  Again, that whole article I just read you, not one word about that.
[03:14:03.519 --> 03:14:06.660]  Again, that's why you get the Trans-German, because you get a history before it happens.
[03:14:07.201 --> 03:14:13.923]  We warned about the office building bust when they launched the COVID war and told everybody to go home.
[03:14:15.244 --> 03:14:17.145]  We said, people aren't going to go back to work.
[03:14:17.465 --> 03:14:25.928]  They're staying home week after week, month after month, year after year, commuting an hour and a half each way, and now they're home.
[03:14:26.268 --> 03:14:30.370]  It costs you all that dough, by the way, and expenses to commute.
[03:14:31.591 --> 03:14:32.651]  And I said, I don't want to do this anymore.
[03:14:33.305 --> 03:14:34.045]  I'm not going to do this.
[03:14:34.766 --> 03:14:38.348]  They realize they're throwing their lives away by commuting all this time.
[03:14:39.448 --> 03:14:40.829]  So we knew this was going to happen.
[03:14:41.429 --> 03:14:42.070]  Not a word.
[03:14:42.910 --> 03:14:45.511]  Totally, totally blacklisted from the mainstream media.
[03:14:45.531 --> 03:14:49.253]  And I used to be on everybody, all over the place.
[03:14:52.235 --> 03:14:56.877]  The Oprah, Today Show, Good Morning America, NPR.
[03:14:58.058 --> 03:15:00.039]  One after another, don't want to hear the truth.
[03:15:00.762 --> 03:15:02.263]  There is no journalism.
[03:15:02.583 --> 03:15:05.184]  It is all, all, all God.
[03:15:07.285 --> 03:15:14.628]  CNN staff says network's pro-Israeli slant amounts to journalistic malpractice.
[03:15:16.029 --> 03:15:20.611]  Again, this is the article that I suggest you read in The Guardian.
[03:15:22.512 --> 03:15:25.593]  I'm mentioning this because it covers all the fields.
[03:15:26.353 --> 03:15:28.094]  The bigs own everything.
[03:15:28.948 --> 03:15:41.214]  So whether it's lying us into the wars, as the toilet paper record, the New York Slime did, that Saddam Hussein, he's getting them aluminum tubes.
[03:15:42.314 --> 03:15:43.615]  You know, he's going to shut them up, yeah.
[03:15:43.735 --> 03:15:46.056]  A lot, a total lot.
[03:15:46.856 --> 03:15:47.776]  It's saying it right here.
[03:15:48.337 --> 03:15:49.957]  Go to this Guardian article.
[03:15:50.138 --> 03:15:53.599]  It is very important, not reported in America.
[03:15:54.459 --> 03:16:09.261]   And they're also saying that on this war going on over there, That if it is not approved by the Jerusalem station and CNN, you can't go through and everything that has to be said.
[03:16:10.442 --> 03:16:13.304]  Journalists in CNN newsroom and the U.S.
[03:16:13.344 --> 03:16:27.954]  and overseas say broadcasts have been skewed by management edicts and a story approval process that has resulted in highly partial coverage of the mass massacre on 7 October.
[03:16:28.570 --> 03:16:31.953]  And Israel's retaliatory attack on Gaza.
[03:16:32.774 --> 03:16:33.554]  This is a quote.
[03:16:35.436 --> 03:16:52.810]  The majority of news since the war began, regardless of how accurate the initial reporting, has been skewed by a systemic and institutional bias within the network toward Israel, said one CNN staffer.
[03:16:54.156 --> 03:17:02.320]  Ultimately, CNN's coverage of Israel-Gaza war amounts to, quote, journalistic malpractice.
[03:17:03.120 --> 03:17:14.966]  And they go on in this article to even talk about how they did the same thing during the COVID war.
[03:17:16.107 --> 03:17:29.932]   And the guy that's now running CNN, who just got there at the top, From the British Broadcasting Network, BBC.
[03:17:30.913 --> 03:17:34.536]  He said the dispute rolled over for months before BBC.
[03:17:34.816 --> 03:17:44.523]  This is how this guy ended up firing a reporter because Israel told him to.
[03:17:45.524 --> 03:17:47.105]  This is the guy running CNN.
[03:17:48.286 --> 03:17:49.667]  The Cartoon News Network.
[03:17:51.829 --> 03:17:54.252]  Again, that's why you subscribe to InfoWars.
[03:17:54.292 --> 03:17:56.474]  You go to InfoWars and you go to the Trends Journal.
[03:17:57.355 --> 03:18:00.779]  And, yeah.
[03:18:02.961 --> 03:18:04.803]  Yeah, they go, so much CNN fear.
[03:18:05.680 --> 03:18:14.064]  That its coverage of the Gaza War is damaging a reputation built upon its reporting of Russia's invasion of Ukraine.
[03:18:14.465 --> 03:18:26.411]  But others say the Ukraine war may be part of the problem because editorial standards relax in the network and many of the journalists identify clearly with one side, only Ukraine.
[03:18:27.831 --> 03:18:29.552]  Particularly at the beginning of the conflict.
[03:18:31.653 --> 03:18:42.165]   Yeah, CNN faced similar acquisitions Accusations of partiality in the wake of the 9-11 attacks in 2001.
[03:18:42.205 --> 03:18:43.466]  All right?
[03:18:44.206 --> 03:18:45.788]  It's all you're getting in the media.
[03:18:47.729 --> 03:18:48.910]  They're prostitutes.
[03:18:49.951 --> 03:18:55.736]  They're media whores that get paid to put out by their corporate pimps and government whoremasters.
[03:18:56.316 --> 03:19:04.803]  They also go on to talk about Jake Tapper and his language being so pro-Israel.
[03:19:06.983 --> 03:19:16.925]  And Anderson Cooper not responding to fake information or biased information coming from the Israelis.
[03:19:18.125 --> 03:19:20.006]  And a whole story about the beheadings.
[03:19:20.106 --> 03:19:20.586]  Remember that?
[03:19:21.206 --> 03:19:22.166]  They were beheading babies.
[03:19:22.246 --> 03:19:31.388]  Oh yeah, like they told us with the first Iraq war, that the Iraqis were going there with bayonets and stabbing babies in incubators, throwing them on the floor.
[03:19:32.328 --> 03:19:34.729]  It was told to the Congress by an actress.
[03:19:35.874 --> 03:19:36.334]  No proof.
[03:19:36.695 --> 03:19:38.415]  Remember Biden said he saw the photos?
[03:19:40.337 --> 03:19:42.218]  And they came out and said, no, they didn't see the photos.
[03:19:42.858 --> 03:19:44.479]  But the people got the message right.
[03:19:45.880 --> 03:19:48.841]  Israel has not... Again, whole article's here.
