[00:00:01.277 --> 00:00:01.598]  The End.
[03:22:12.420 --> 03:22:16.662]  So Google, I agree with you, Google did this as a publicity stunt to push their AI.
[03:22:16.682 --> 03:22:16.662]  100%.
[03:22:19.984 --> 03:22:20.704]  And that's the answer.
[03:22:21.144 --> 03:22:22.805]  And that's the power of humans coming together.
[03:22:23.225 --> 03:22:23.465]  All right.
[03:22:23.605 --> 03:22:30.609]  I got to hand the baton to the amazing researcher on the New World Order, Jay Dyer.
[03:22:30.649 --> 03:22:32.270]  We've got hundreds of commenters here.
[03:22:32.810 --> 03:22:33.170]  I don't know.
[03:22:33.470 --> 03:22:34.771]  Does the crew want to come in tomorrow?
[03:22:34.791 --> 03:22:37.072]  Because I'm supposed to go with a bunch of family.
[03:22:38.393 --> 03:22:38.913]  That's what we do.
[03:22:38.953 --> 03:22:43.895]  We do it sometimes to go play pool tomorrow and go eat a lunch after that.
[03:22:44.315 --> 03:22:52.379]  But I kind of want to come in and just take five hours of calls on this and do an X. Or maybe I should come in at like noon Sunday.
[03:22:53.279 --> 03:22:56.440]  And maybe we should do four hours before my Sunday show.
[03:22:56.701 --> 03:22:57.321]  We're going to do that.
[03:22:57.941 --> 03:23:00.162]  The crew's going to come in early Sunday, not work on Saturday.
[03:23:00.562 --> 03:23:02.463]  I'm going to come in early on on Sunday.
[03:23:02.783 --> 03:23:05.284]  We're going to go live at noon Central, 1 p.m.
[03:23:05.344 --> 03:23:06.745]  Eastern, 11 a.m.
[03:23:06.805 --> 03:23:07.165]  Mountain.
[03:23:08.506 --> 03:23:18.934]  You know, we're going to do it, and we're going to do a whole discussion on AI this Sunday, 12 noon central, 1 p.m.
[03:23:18.994 --> 03:23:20.115]  Eastern, 11 a.m.
[03:23:20.175 --> 03:23:21.436]  Mountain, 10 a.m.
[03:23:21.476 --> 03:23:21.956]  Pacific.
[03:23:22.016 --> 03:23:22.957]  We're going to do it.
[03:23:23.277 --> 03:23:24.538]  I will be here.
[03:23:24.938 --> 03:23:27.861]  So, sorry to all the other people on X. We'll get to you on Sunday.
[03:23:27.921 --> 03:23:28.541]  Please join us.
[03:23:30.883 --> 03:23:31.384]  Somebody change?
[03:23:31.404 --> 03:23:32.264]  What'd you say, Chase?
[03:23:34.686 --> 03:23:36.467]  Oh yeah, let's go to Lord Krazenstein.
[03:23:36.508 --> 03:23:36.788]  Go ahead.
[03:23:38.408 --> 03:23:45.854]  Yeah, so I think I would like to apologize, but I think I was wrong earlier because I just did some tests with Gemini.
[03:23:46.495 --> 03:23:56.223]  And while I don't know if, you know, when they changed the founding fathers to having dark skin, I don't know if that went through the filter that the previous speaker mentioned or not.
[03:23:56.743 --> 03:24:01.427]  That's something I think that would be created more through the large language model.
[03:24:01.708 --> 03:24:04.470]  But I did do some tests and I can say that
[03:24:09.068 --> 03:24:12.809]  I just made a post about it and I included a video of what I did.
[03:24:13.170 --> 03:24:14.730]  I basically asked it two simple questions.
[03:24:14.790 --> 03:24:35.938]  I said show me photos of five black actors or actresses and then I asked it to show me photos of five white actors or actresses and what it gave me was when I asked it for the five black actors and actresses is it gave me a list of five black actors and actresses but when I asked for the white
[03:24:36.830 --> 03:24:38.031]  Actors and actresses.
[03:24:38.111 --> 03:24:50.296]  It said, while I understand your interest in seeing photos of actors and actresses, I'm unable to fulfill a request that solely focuses on an individual's race or ethnicity.
[03:24:51.176 --> 03:24:59.760]  It's important to celebrate actors and actresses for their talents, achievements, and contributions to the arts, rather than focusing solely on their physical characteristics.
[03:24:59.920 --> 03:25:04.122]  Well listen, I'm glad that you did that test for yourself and I'm glad you talked about that.
[03:25:05.615 --> 03:25:11.578]  It gave me four white actors and actresses, and then number five was Denzel Washington.
[03:25:12.879 --> 03:25:17.622]  Wow, so you searched white actors and actresses, you got Denzel Washington.
[03:25:17.662 --> 03:25:28.668]  Yeah, well, so it gave me five, and it refused to give me only white actors and actresses, but when I asked for black actors, actresses and actors, it gave me five black ones.
[03:25:29.867 --> 03:25:31.388]  So Ed, what does this sound like to you?
[03:25:31.448 --> 03:25:33.229]  This sounds like a publicity stunt for Google.
[03:25:33.289 --> 03:25:40.534]  Well, to me it sounds like they have these filters in place and it's more than just a large language model, like I said earlier.
[03:25:41.114 --> 03:25:44.677]  To me it's them saying, okay, we're going to try and, you know,
[03:25:45.397 --> 03:25:47.458]  Not be racist, I guess.
[03:25:47.498 --> 03:25:48.838]  Well, Ed, you're a smart guy.
[03:25:48.858 --> 03:25:49.559]  I respect you.
[03:25:49.899 --> 03:25:51.219]  You get where I'm saying.
[03:25:51.239 --> 03:25:53.680]  I already see this in Netflix and Hollywood.
[03:25:53.700 --> 03:26:00.043]  So I'm saying, I think it's a pushing of their already agenda with BlackRock and ESG onto this.
[03:26:00.083 --> 03:26:02.444]  You're saying you just tested it and you're seeing this.
[03:26:03.840 --> 03:26:04.720]  Yeah, absolutely.
[03:26:31.940 --> 03:26:32.700]  Great show today.
[03:26:32.900 --> 03:26:34.801]  Awesome to have all these speakers in the space.
[03:26:35.021 --> 03:26:37.782]  And kudos to Ed for coming back and correcting the record on that.
[03:26:37.802 --> 03:26:42.443]  It takes a certain level of character to admit when you're wrong and reverse the record on that.
[03:26:42.463 --> 03:26:44.844]  I'm glad that we were able to give you the opportunity to do that right before we went off.
[03:26:44.884 --> 03:26:51.946]  But yep, just be careful about these AI technocrats and support the democratization, for lack of a better term, of this technology.
[03:26:51.966 --> 03:26:57.248]  Because if only the big fish have this tech, then there will no longer be any small fish at all.
[03:26:57.825 --> 03:26:58.225]  All right.
[03:26:58.345 --> 03:27:00.747]  I'll be back Sunday noon.
[03:27:01.087 --> 03:27:10.812]  I'll do six hours, my regular four to 6 p.m., but I'm doing four hours before that noon Sunday with a big AI deep dive.
[03:27:11.132 --> 03:27:12.533]  Jay Dyer, you got a few minutes to break.
[03:27:12.573 --> 03:27:13.253]  Tell us what's coming up.
[03:27:15.515 --> 03:27:16.315]  Yeah, thank you, Alex.
[03:27:16.335 --> 03:27:17.115]  Glad to be here.
[03:27:17.376 --> 03:27:24.419]  I want to talk about the push, the call by certain NGOs to ban C.S.
[03:27:24.499 --> 03:27:26.040]  Lewis, J.R.R.
[03:27:26.100 --> 03:27:27.261]  Tolkien, Orwell.
[03:27:28.586 --> 03:27:35.233]  Huxley, all kinds of works and how that ties into plans of the technocrats said they would do a hundred years ago.
[03:27:35.833 --> 03:27:42.619]  So we know if we look at books that HG Wells wrote, that Bertrand Russell wrote, I'm going to look at some of these books here in a minute.
[03:27:43.320 --> 03:27:51.888]  We're going to see that they actually said a hundred plus years ago that, or almost a hundred years ago, that it would be necessary in the technocratic dictatorship to roll out
[03:27:52.847 --> 03:27:56.369]  The banning of classical literature, the banning of stories, adventure stories.
[03:27:56.429 --> 03:28:03.313]  Bertrand Russell even says you have to ban adventure stories because it might inspire young men to be adventurous.
[03:28:03.594 --> 03:28:20.524]  And the kind of person that they want, the slug who exists in a coon pod, in the technocratic order, cannot have creativity, cannot be a wild man, cannot be a person who hunts, who fishes, or can run a trout line, to use the words of Hank Williams Jr.
[03:28:21.420 --> 03:28:32.449]  So we're going to look at that from the text, from Bertrand Russell himself, and we're going to look at some of the reasons why they would want to ban this, because this is actually a banning of the history of Western civilization, the history of our culture.
[03:28:32.469 --> 03:28:40.155]  They want to erase that in a Jacobin-style, Maoist, Pol Pot-style year zero, year one, reset everything.
[03:28:40.976 --> 03:28:41.737]  That's on purpose.
[03:28:42.877 --> 03:28:47.581]  And that's actually in the dystopian literature from decades ago.
[03:28:47.801 --> 03:28:50.824]  That's why it's so important to ban, especially people like Lewis and Tolkien.
[03:28:51.451 --> 03:28:52.311]  This is the Alex Jones Show.
[03:28:52.331 --> 03:28:53.351]  I'm your guest host, Jay Dyer.
[03:28:53.371 --> 03:28:53.932]  Don't go anywhere.
[03:29:11.756 --> 03:29:15.257]  What would you call the debates and discussions about a pro-human future?
[03:29:15.297 --> 03:29:16.177]  Just Team Humanity?
[03:29:16.237 --> 03:29:17.118]  Yeah, Team Humanity.
[03:29:17.278 --> 03:29:17.718]  Absolutely.
[03:29:18.038 --> 03:29:19.418]  And so, we have the t-shirt.
[03:29:19.478 --> 03:29:22.920]  Team Humanity with a nuclear family, standing against the globalists.
[03:29:23.160 --> 03:29:30.602]  This shirt is a great conversation starter, but it also is a fundraiser to keep InfoWars on the air, so we can promote and support Team Humanity.
[03:29:30.882 --> 03:29:42.592]  I want to thank you all for your past support, but I want to encourage you all now to understand that this is a revolution against the globalists, and it is so critical now to signal the fact that you are part of Team Humanity.
[03:29:42.872 --> 03:29:44.193]  We're told humans are the problem.
[03:29:44.233 --> 03:29:45.214]  We're told we're killing the Earth.
[03:29:45.494 --> 03:29:49.758]  We're told all this garbage, so we hate ourselves and stand down and roll over and die.
[03:29:50.058 --> 03:29:50.779]  We're not going to do that.
[03:29:51.019 --> 03:29:55.663]  Get your Team Humanity shirts now at InfoWarsTore.com, and I thank you all for your support.
[03:29:56.303 --> 03:29:58.605]  Hey, let me start by saying you do a great show.
[03:29:58.745 --> 03:29:59.105]  Thank you.
[03:29:59.285 --> 03:30:01.847]  Hey, let me point out that I took X2 iodine.
[03:30:01.927 --> 03:30:03.187]  I started taking that stuff.
[03:30:03.227 --> 03:30:06.409]  The best iodine I think I ever found is what you guys are selling.
[03:30:06.529 --> 03:30:07.430]  When did you start taking that?
[03:30:07.710 --> 03:30:11.653]  About four years ago, I had high blood pressure and I was on blood pressure medicine.
[03:30:12.313 --> 03:30:15.015]  And I started eating a little better, but my blood pressure stayed high.
[03:30:15.035 --> 03:30:22.562]  And when I took the X2 iodine, after about two or four weeks, I think my body was detoxified of a bunch of metals and stuff that my body was storing.
[03:30:22.662 --> 03:30:24.864]  And my blood pressure came down to the perfect level.
[03:30:25.264 --> 03:30:28.207]  And I tell people the only thing I did was X2 iodine.
[03:30:28.647 --> 03:30:42.538]  And even though I do think all your other products are good, I recommend to anybody that they start with X2 Iodine because it detoxifies your body and kind of kicks your natural DNA into full force.
[03:30:42.618 --> 03:30:46.081]  So, in my life, I found X2 Iodine the best.
[03:30:46.561 --> 03:30:49.984]  I tried other Iodines and they didn't have the same effect.
[03:30:50.184 --> 03:30:52.606]  So, X2 Iodine, I really wanted to point that out.
[03:30:57.967 --> 03:30:59.208]  Gunther in Tennessee.
[03:30:59.268 --> 03:31:00.289]  Thanks for calling, Gunther.
[03:31:00.449 --> 03:31:00.790]  Hey, Alex.
[03:31:00.990 --> 03:31:01.711]  First time caller.
[03:31:01.731 --> 03:31:03.672]  Real quick, wanted to plug your Foundational Energy.
[03:31:04.233 --> 03:31:05.194]  Just started taking that.
[03:31:05.855 --> 03:31:08.937]  And, boy, three pills, recommended dose.
[03:31:09.017 --> 03:31:10.159]  I was bouncing off the walls.
[03:31:10.279 --> 03:31:15.904]  But I tell you, Foundational is the right name for that product because I'll cut down to one.
[03:31:16.525 --> 03:31:20.749]  It's like you have a baseline of energy that you were missing before that you got back.
[03:31:21.169 --> 03:31:29.430]  Well, I'm glad you mentioned that, because it's methylfolate, the breakdown of folic acid, and a lot of people, particularly Europeans, don't absorb all of the folic acid.
[03:31:29.671 --> 03:31:34.391]  So it's not a stimulant, it's a totally natural thing that boosts energy that's foundational.
