[00:00:01.325 --> 00:00:02.465]  The corrupt U.S.
[03:32:37.443 --> 03:32:41.205]  It's the type of supplement that once you start taking it, well, you're going to notice if you stop.
[03:32:41.285 --> 03:32:43.045]  Go check out what's in Brain Force Ultra.
[03:32:43.105 --> 03:32:49.448]  Do your own research and what you'll find is that this is a powerhouse formula for incredible mental clarity, focus, and energy.
[03:32:49.768 --> 03:32:51.689]  Now on sale at InfoWarsStore.com.
[03:32:51.729 --> 03:32:52.530]  Brainforce Ultra.
[03:32:52.810 --> 03:32:54.991]  Now on sale at InfoWarsStore.com.
[03:32:58.193 --> 03:33:04.097]  Leading a frontal assault on the lies of the New World Order, it's Alex Jones.
[03:33:13.420 --> 03:33:16.342]  And we are back to the fourth hour of the Alex Jones Show.
[03:33:16.482 --> 03:33:17.643]  I am Jason Vermas.
[03:33:17.663 --> 03:33:24.108]  We're going to shift gears away from elections and into, quote unquote, global health security.
[03:33:24.168 --> 03:33:33.035]  Now, there's been a fair amount of attention given to the WHO pandemic treaty, and that's a good thing.
[03:33:33.595 --> 03:33:33.916]  All right.
[03:33:33.956 --> 03:33:35.137]  We don't want to be a part of that.
[03:33:35.597 --> 03:33:40.981]  But one of the things people don't understand is the United States basically wrote that up.
[03:33:41.707 --> 03:33:51.972]  So, when you see the debunkings of it, or the fact checks, they always say, well, when you sign on, everything's going to be voluntary, and if you don't want to be a part of it, you don't have to.
[03:33:52.212 --> 03:33:53.453]  They're just suggestions.
[03:33:53.913 --> 03:33:59.716]  Just like there were just suggestions from the CDC, and there were just suggestions from the FDA.
[03:34:00.316 --> 03:34:06.659]  And all of that stemmed down from just suggestions of the World Health Organization, and the United Nations.
[03:34:07.059 --> 03:34:07.919]  Just suggestions.
[03:34:08.900 --> 03:34:10.861]  However, already,
[03:34:11.678 --> 03:34:20.167]  We have a globalized, biomedical, techno-fascist program in here.
[03:34:20.547 --> 03:34:22.809]  And we're going to find out about it from that lady.
[03:34:23.270 --> 03:34:23.770]  But it's right here.
[03:34:23.810 --> 03:34:24.571]  I mean, you can read it.
[03:34:24.591 --> 03:34:26.513]  64 pages.
[03:34:27.234 --> 03:34:27.494]  U.S.
[03:34:27.554 --> 03:34:29.757]  Government Global Health Security Strategy 2024.
[03:34:30.437 --> 03:34:32.920]  And we're going to read some of this stuff.
[03:34:33.500 --> 03:34:33.881]  So, yes.
[03:34:34.837 --> 03:34:36.658]  Should we still be fighting this pandemic?
[03:34:36.898 --> 03:34:37.918]  Absolutely!
[03:34:38.338 --> 03:34:45.621]  If you don't think the infrastructure is already in effect, and they just passed it, you're not paying attention.
[03:34:45.801 --> 03:34:46.661]  This is April 2024.
[03:34:48.422 --> 03:34:55.724]  I'm going to read the inception here, and again, down the line, when we do this, it is everything
[03:34:56.525 --> 03:34:57.805]  That we're seeing otherwise.
[03:34:57.846 --> 03:34:59.206]  Let's start it right here.
[03:34:59.426 --> 03:35:13.171]  Obviously, the COVID-19 pandemic had and continues to have a profound impact on our nation and the world.
[03:35:13.351 --> 03:35:17.873]  Yeah, because you funded it for the next decade and you don't want to give up any authoritarian power.
[03:35:18.293 --> 03:35:21.654]  And now people like lawyer and civil rights attorney
[03:35:22.620 --> 03:35:27.682]  Bobby and Cox are having to fight New York State for mandatory quarantine camps.
[03:35:29.423 --> 03:35:33.465]  They tried to put quarantine camps in the United States, in New York.
[03:35:33.505 --> 03:35:34.186]  She wins in court.
[03:35:34.206 --> 03:35:35.186]  They're appealing it right now.
[03:35:35.926 --> 03:35:37.527]  Yeah, it is still affecting people.
[03:35:37.847 --> 03:35:39.288]  Just want everybody to know.
[03:35:39.308 --> 03:35:40.769]  They want it to affect you forever.
[03:35:40.789 --> 03:35:42.990]  They don't want to give up those authoritarian rules.
[03:35:43.250 --> 03:35:45.711]  This is the quote-unquote New World Order Alex has talked about.
[03:35:46.784 --> 03:35:54.931]  More than 1 million Americans have lost their lives and nearly 7 million Americans have been hospitalized, leaving families grieving and communities forever changed.
[03:35:55.231 --> 03:36:01.697]  We experienced the worst economic crisis since the Great Depression as weakness in our supply chains were exposed.
[03:36:02.237 --> 03:36:05.420]  Small businesses struggled to stay afloat because you shut them down.
[03:36:07.422 --> 03:36:09.864]  And again, the supply chains were shut down by you.
[03:36:12.566 --> 03:36:14.288]  This was all by design.
[03:36:15.077 --> 03:36:19.521]  And it's so obvious it was by design, and yet, right, they're still going for it.
[03:36:19.821 --> 03:36:21.182]  Of course, this is signed by Joe Biden.
[03:36:21.422 --> 03:36:22.863]  Joe Biden runs nothing.
[03:36:23.844 --> 03:36:30.109]  But these demons, all right, and that's, look, I'm not bringing it to you interdimensional demon style.
[03:36:30.829 --> 03:36:32.271]  I'm not telling you to pray to Jesus.
[03:36:32.811 --> 03:36:37.875]  I'm saying if demons were real, all right, these people are acting demonic.
[03:36:38.945 --> 03:36:58.110]  They're not only about power and control over the rest of the species, but ultimately our demise in a very real transhumanist agenda that is mobilized and enabled by this biomedical fascism that we've seen.
[03:36:58.130 --> 03:36:59.250]  All right?
[03:36:59.270 --> 03:37:00.530]  I'm going to say it again.
[03:37:00.550 --> 03:37:00.530]  2020.
[03:37:00.570 --> 03:37:01.790]  2020.
[03:37:00.590 --> 03:37:01.790]  All right?
[03:37:04.511 --> 03:37:10.214]  That was when the Predator class decided they were going into the bio-nano era.
[03:37:10.574 --> 03:37:11.435]  They put it on paper.
[03:37:11.455 --> 03:37:15.757]  It's in the NASA Future Strategic Warfare 2025 document from 2001.
[03:37:16.297 --> 03:37:17.958]  All right?
[03:37:18.138 --> 03:37:24.002]  And then all of a sudden, billions of people globally are taking bio-nano shots.
[03:37:24.222 --> 03:37:24.642]  Mandatory.
[03:37:25.262 --> 03:37:25.863]  Multiple of them.
[03:37:26.563 --> 03:37:27.683]  You think that's an accident?
[03:37:28.424 --> 03:37:32.066]  No, that's the step into their virtual age.
[03:37:32.958 --> 03:37:38.582]  And their virtual age, depending on where you land, is either fully transhuman or post-human.
[03:37:39.143 --> 03:37:39.783]  No, thank you.
[03:37:40.724 --> 03:37:41.765]  No, thank you.
[03:37:44.147 --> 03:37:45.108]  I'm going to continue to read.
[03:37:45.128 --> 03:37:46.288]  I'm going to try to keep reading.
[03:37:46.489 --> 03:37:46.869]  That's it.
[03:37:48.290 --> 03:37:52.373]  Small businesses struggle to stay afloat, and 20 million Americans lost their jobs.
[03:37:52.693 --> 03:37:54.615]  Largest wealth transfer in history.
[03:37:56.176 --> 03:37:57.817]  Of real resources, by the way.
[03:37:58.118 --> 03:37:59.979]  Not just paper fiat.
[03:38:00.399 --> 03:38:01.160]  Real resources.
[03:38:01.744 --> 03:38:07.570]  And we saw how the global health challenge caused local consequences for our hospitals, our schools, and our communities.
[03:38:07.910 --> 03:38:10.392]  No sector of the economy or society was immune.
[03:38:11.554 --> 03:38:24.266]  That is why, since day one, I have been committed to ensuring that our nation prepared for a future pandemic and all biological threats, including strengthening and investing in global health security.
[03:38:24.286 --> 03:38:26.188]  You know, I've done this fourth hour before.
[03:38:27.032 --> 03:38:37.040]  And I played the Global Health Fund clip of Biden, again, introduced by Bill Gates, all the lapdog leaders there, Macron, Trudeau, all of it.
[03:38:37.740 --> 03:38:45.126]  And it's not the 20 to 1 profit margin that Bill Gates bragged about at Davos via the hate and lies shots he was already putting out.
[03:38:45.466 --> 03:38:50.450]  No, it's a 31 to 1 return for shiznizzle like thisle.
[03:38:51.190 --> 03:38:51.570]  You get it?
[03:38:51.590 --> 03:38:53.152]  You understand?
[03:38:53.812 --> 03:38:56.154]  Over the last three years, we have more than doubled
[03:38:56.835 --> 03:38:58.376]  Our global health partnerships.
[03:38:58.756 --> 03:38:58.896]  Oh!
[03:38:59.897 --> 03:39:02.818]  Working directly with 50 countries.
[03:39:02.838 --> 03:39:05.800]  I think they threw 81 billion at it right now.
[03:39:06.360 --> 03:39:10.682]  50 countries to ensure they can more effectively prevent, detect, and control outbreaks.
[03:39:11.222 --> 03:39:16.845]  And we are working with partners to support an additional 50 countries to save even more lives and minimize economic loss.
[03:39:17.105 --> 03:39:22.568]  And really, they're very open about how this is building a new economy.
[03:39:23.433 --> 03:39:27.034]  This is not just the Internet of Things, which has already been in place for a very long time now.
[03:39:27.554 --> 03:39:37.076]  And they've already beta-tested the Internet of Bodies, in many respects, during the War of Terror, when they harnessed the biometric information of so many individuals.
[03:39:38.096 --> 03:39:38.797]  This is it, though.
[03:39:39.217 --> 03:39:46.018]  This is from beta, Internet of Bodies, into, again, alpha and then consumer level.
[03:39:46.578 --> 03:39:48.819]  Same thing with the New World Order we're currently in right now.
[03:39:49.974 --> 03:39:55.419]  This is like a step behind because they've already got so much of their global governance model in place.
[03:39:55.459 --> 03:40:04.267]  And as I illustrated in the beginning, do we even have free and fair elections on any type of real level at this point?
[03:40:04.287 --> 03:40:05.108]  Will we in 2024?
[03:40:05.188 --> 03:40:05.748]  I don't know.
[03:40:07.110 --> 03:40:11.453]  I mean, I can hope and I can pray and I can talk about it.
[03:40:11.794 --> 03:40:13.435]  But at the end of the day, we'll see.
[03:40:13.976 --> 03:40:16.698]  We'll see if we can overcome those very real obstacles.
[03:40:18.382 --> 03:40:20.703]  With a strong bipartisan support from Congress.
[03:40:20.743 --> 03:40:22.704]  Yeah, because they're both terrible.
[03:40:24.004 --> 03:40:29.507]  Again, they want to pass another $95 billion for Ukraine, for Taiwan, for Israel.
[03:40:30.007 --> 03:40:37.190]  While we're literally on the verge of possibly not only proxy wars between us and first world nations, but a first world conflict.
[03:40:37.630 --> 03:40:38.210]  Insanity.
[03:40:38.830 --> 03:40:39.091]  Insanity.
[03:40:40.754 --> 03:40:45.598]  That doesn't show you the uniparty that Tom Renz is now talking about.
[03:40:45.658 --> 03:40:48.360]  And boy, Tom Renz has come a long way, man.
[03:40:49.080 --> 03:40:56.986]  I remember meeting Tom Renz two and a half years ago, Myrtle Beach Reawaken America Tour, and he was still on the lab leak theory.
[03:40:57.466 --> 03:40:58.126]  Ain't no leak.
[03:40:58.787 --> 03:40:59.648]  It's the real deal.
[03:41:00.488 --> 03:41:01.869]  It's a planned event.
[03:41:01.889 --> 03:41:04.271]  You know, I see that, uh,
[03:41:05.622 --> 03:41:08.665]  Biden, I think he was a stenographer with Benny Johnson.
[03:41:08.705 --> 03:41:12.147]  I've interviewed him twice, by the way, in the last six months.
[03:41:12.728 --> 03:41:20.374]  And we talked about this as well, especially with the COVID-19-84 nightmare and how he believes it was probably released.
[03:41:20.694 --> 03:41:21.194]  No kidding.
[03:41:21.655 --> 03:41:23.436]  That's the real narrative they don't want you to know about.
[03:41:23.576 --> 03:41:25.958]  Because that delegitimizes this whole thing.
[03:41:26.798 --> 03:41:27.799]  And take a look, guys.
[03:41:28.379 --> 03:41:29.140]  Who's involved?
[03:41:29.420 --> 03:41:30.021]  Oh, look at this.
[03:41:30.061 --> 03:41:41.970]  We are all working to make life-saving medicines and vaccines more rapidly available in health emergencies, including through supporting Gavi, the Vaccine Alliance, and the Coalition for Epidemic Preparedness Innovations.
[03:41:43.492 --> 03:41:48.896]  And we are leading efforts to ensure international financial institutions, just like I said, such as the World Bank,
[03:41:50.049 --> 03:41:54.352]  Scale up lending for pandemic prevention, preparedness, and response.
[03:41:54.672 --> 03:42:02.136]  Because health security, economic security, climate security, and national security are all related.
[03:42:03.777 --> 03:42:04.418]  See how that works?
[03:42:04.798 --> 03:42:06.019]  Sneak in the climate too.
[03:42:06.919 --> 03:42:08.000]  Not just the economy.
[03:42:08.692 --> 03:42:15.858]  So when we come back in the final segment of the fourth hour, I am actually going to show you who some of these people are and what they're talking about.
[03:42:15.938 --> 03:42:18.700]  And surprise, surprise, because again, I get surprised.
[03:42:18.800 --> 03:42:19.440]  I don't know it all.
[03:42:19.581 --> 03:42:20.301]  I learn stuff.
[03:42:20.381 --> 03:42:21.722]  That's why you do your own research.
[03:42:22.783 --> 03:42:23.824]  Stephanie Psaki.
[03:42:23.904 --> 03:42:26.906]  And yes, that is the sister of Jen Psaki.
[03:42:27.106 --> 03:42:27.687]  I was buried.
[03:42:27.707 --> 03:42:28.568]  That was hard to find.
[03:42:29.849 --> 03:42:33.511]  Had to find it from a 2013 New York Times article.
