[00:00:00.169 --> 00:00:01.470]  Synthetic.
[02:49:36.175 --> 02:49:38.077]  Come here and talk to us about your politics.
[02:49:57.120 --> 02:49:58.362]  Started over the Second Amendment.
[02:49:58.962 --> 02:50:06.550]  So to me, them, because I couldn't do it in mediation, which this went on mediation, obviously, now they've done it outside of that.
[02:50:07.011 --> 02:50:12.777]  And it was like giving me the metaphysical card I needed because I felt so bad about it before shutting down.
[02:50:13.357 --> 02:50:15.440]  And I just I love the best crew ever.
[02:50:15.460 --> 02:50:16.421]  I mean, they're hard to get.
[02:50:16.441 --> 02:50:18.503]  These are I love every one of these men and women in there.
[02:50:19.568 --> 02:50:26.114]  But when they did that, and my lawyer's like, no, you can talk about it, they openly said it, it took away any guilt I have.
[02:50:26.134 --> 02:50:29.377]  Because I was really struggling with that, you know, Dr. Curt, Elliot.
[02:50:31.018 --> 02:50:31.639]  So that's where we are.
[02:50:31.659 --> 02:50:32.599]  I mean, this is epic.
[02:50:33.060 --> 02:50:36.603]  And you know, they've come to Trump with the same thing, just, it's like the devil up with Christ.
[02:50:36.623 --> 02:50:39.526]  I'm gonna compare myself to Christ, but we're all like an archetype of that beneath Christ.
[02:50:39.966 --> 02:50:43.069]  Just, just, just, just deny God for a minute, I'll give you the whole world.
[02:50:43.449 --> 02:50:45.070]  They're literally like, it's like, are you?
[02:50:46.111 --> 02:50:48.913]  Thank you for putting me in this position to say no!
[02:50:49.233 --> 02:50:51.115]  This is like the most valuable thing of my life!
[02:50:51.135 --> 02:50:55.377]  I mean, it's like, I'm not like, halfway like, oh, maybe I should do it.
[02:50:55.417 --> 02:50:57.479]  I'm like, oh, how about hell no?
[02:50:57.999 --> 02:50:59.160]  How about fuck no?
[02:51:00.834 --> 02:51:02.735]  Well, that's their pride, Alex.
[02:51:02.815 --> 02:51:05.236]  Everything we've been talking about, pride, comes before the fall.
[02:51:05.276 --> 02:51:06.957]  But I got God watching me!
[02:51:07.197 --> 02:51:08.017]  I got an audience of one.
[02:51:08.258 --> 02:51:09.038]  I've told listeners this.
[02:51:09.658 --> 02:51:12.159]  Folks, I don't claim to be the most godly man or the most perfect guy.
[02:51:12.319 --> 02:51:12.900]  I just love God.
[02:51:13.440 --> 02:51:14.300]  I got an audience of one.
[02:51:14.420 --> 02:51:16.041]  Every time I'm on the air, I'm thinking, God's watching.
[02:51:16.121 --> 02:51:17.042]  My audience is God.
[02:51:17.262 --> 02:51:19.303]  When I'm speaking to people, I'm speaking to the Creator.
[02:51:19.583 --> 02:51:20.763]  I'm, like, trying to be good.
[02:51:21.044 --> 02:51:22.984]  I'm, like, literally, like, humble.
[02:51:23.245 --> 02:51:25.746]  Because I'm in the presence of the Maker, man.
[02:51:26.326 --> 02:51:27.046]  He's watching.
[02:51:27.507 --> 02:51:28.107]  Sorry, I'm ranting.
[02:51:29.605 --> 02:51:30.246]  Is a good rant.
[02:51:30.646 --> 02:51:31.747]  And it was worth saying.
[02:51:31.767 --> 02:51:36.570]  I mean, this is a microcosm of what's happening in the world.
[02:51:37.371 --> 02:51:38.872]  They're trying to shut down truth.
[02:51:39.232 --> 02:51:41.074]  The world is trying to shut down truth.
[02:51:41.814 --> 02:51:42.475]  Even Alex
[02:51:43.687 --> 02:51:48.450]  Morgan Stanley, you know, big JPMorgan Chase, said the U.S.
[02:51:48.530 --> 02:51:54.753]  has only a couple of years left to fix its unsustainable debt problem or that's it.
[02:51:55.393 --> 02:51:55.773]  It's over.
[02:51:55.813 --> 02:51:56.774]  Now show that headline.
[02:51:56.814 --> 02:51:58.195]  That was like CNBC this week.
[02:51:58.355 --> 02:51:58.515]  Yeah.
[02:51:58.835 --> 02:51:59.835]  So what's it?
[02:52:00.396 --> 02:52:02.197]  What is it when they say it's over?
[02:52:02.217 --> 02:52:03.537]  All their derivatives.
[02:52:03.617 --> 02:52:04.538]  It's all coming to an end.
[02:52:04.758 --> 02:52:06.039]  Thank God we're not with them.
[02:52:06.239 --> 02:52:07.119]  Go and attack us.
[02:52:07.339 --> 02:52:08.020]  We ain't with you.
[02:52:09.322 --> 02:52:14.415]  Like, this is a chance to say, to jump ship, which you see all the globalists that push the poison shot.
[02:52:14.575 --> 02:52:15.358]  They're all jumping ship.
[02:52:17.721 --> 02:52:18.861]  Evil is not all-powerful.
[02:52:47.360 --> 02:52:48.822]  Oh, my favorite person.
[02:52:49.662 --> 02:52:50.003]  I know.
[02:52:50.343 --> 02:52:51.764]  He's all of our favorite person.
[02:52:52.084 --> 02:52:52.805]  I loved it.
[02:52:53.485 --> 02:52:59.991]  So, he said last week, we haven't seen this kind of debt since the Napoleonic Wars.
[02:53:00.751 --> 02:53:01.192]  It was in the 1800s.
[02:53:06.067 --> 02:53:13.355]  So, governments need to consider how to reduce their debt and take it in the right fiscal measures without getting into a situation where it kicks us off.
[02:53:14.236 --> 02:53:16.959]  I mean, they're starting to say, we've got this problem.
[02:53:17.019 --> 02:53:18.781]  What is the one thing that they're not doing?
[02:53:19.161 --> 02:53:20.943]  They're not taking the blame for it.
[02:53:21.604 --> 02:53:34.808]  They blame people like Trump and they blame everybody for just being spendaholics in America and it's all our fault and it's capitalism's fault and we've got a solution but they said this kind of debt we haven't seen since the Napoleonic Wars.
[02:53:35.429 --> 02:53:41.791]  It's their stinking central banks that have created the debt that go two trillion dollars into debt.
[02:53:42.771 --> 02:53:50.756]  Biden's budget for 2025 is over $2 trillion in the hole, and yet Congress says, it's a pretty good budget.
[02:53:51.096 --> 02:53:52.677]  It's like, what do you mean it's a pretty good budget?
[02:53:52.797 --> 02:53:55.939]  I mean, how in the world could you continue this?
[02:53:56.139 --> 02:53:58.021]  But here's the reason why they continue it.
[02:53:58.601 --> 02:54:11.252]  Because if you look, Alex, at what makes up our budget, 80%, just go to whitehouse.gov, look at the budget, 80% of everything that we bring in is entitlements.
[02:54:11.672 --> 02:54:16.717]  If you start to slash the budget, you're slashing the 80% of the entitlements.
[02:54:16.737 --> 02:54:18.438]  That's most of what we spend money on.
[02:54:18.778 --> 02:54:19.779]  And what does that slash?
[02:54:19.980 --> 02:54:20.960]  That slashes votes.
[02:54:21.821 --> 02:54:26.922]  So they can't get out of it without shooting themselves in the foot.
[02:54:26.942 --> 02:54:29.042]  We've got 12 minutes left in the live show.
[02:54:29.463 --> 02:54:30.943]  We're going to archive it, cut it up.
[02:54:31.023 --> 02:54:31.983]  It's an incredible interview.
[02:54:32.503 --> 02:54:35.164]  One for the history books, my ranch, your analysis.
[02:54:35.884 --> 02:54:38.024]  You've got the floor in the last 12, 13 minutes.
[02:54:38.524 --> 02:54:40.805]  Dr. Kirk Elliott, bottom line.
[02:54:42.885 --> 02:54:46.886]  Biden's economy gets an F. An absolute F.
[02:54:47.905 --> 02:54:53.708]  And what do we do to actually progress, to survive, to thrive?
[02:54:55.228 --> 02:54:56.689]  I'll put it into bullet point.
[02:54:56.929 --> 02:54:58.750]  Number one, don't have too much in paper.
[02:54:58.810 --> 02:55:00.591]  Don't have too much in the banking system.
[02:55:00.951 --> 02:55:06.334]  Look, if banks start to fail and you've got too much in the system, you are not going to get that back.
[02:55:06.574 --> 02:55:11.676]  FDIC only has 0.74% of all assets covered now, all deposits covered.
[02:55:11.716 --> 02:55:15.658]  They just stole this month three plus billion from accreditors.
[02:55:16.118 --> 02:55:18.039]  Yeah, another $3 billion they stole.
[02:55:18.419 --> 02:55:21.640]  So don't have too much in the banking system.
[02:55:22.521 --> 02:55:24.522]  This is just rule of thumb.
[02:55:24.742 --> 02:55:27.603]  When something's going down, get out of it as soon as you can.
[02:55:27.643 --> 02:55:30.104]  When something's going up, get into it as soon as you can.
[02:55:30.784 --> 02:55:35.106]  Everything that we see in normal traditional asset classes is a function of revenue.
[02:55:35.686 --> 02:55:37.287]  So, for example, the stock market.
[02:55:37.387 --> 02:55:38.408]  It's a function of revenue.
[02:55:38.748 --> 02:55:41.069]  And that means either people are spending money
[02:55:42.045 --> 02:55:42.905]  Which we're not.
[02:55:43.525 --> 02:55:44.506]  We're not spending money.
[02:55:44.546 --> 02:55:45.986]  Not when wages are coming down.
[02:55:46.746 --> 02:55:50.827]  I know Biden will tell us that, oh yeah, we're creating jobs.
[02:55:50.927 --> 02:55:54.928]  213,000 jobless claims, new ones, last week alone.
[02:55:55.388 --> 02:55:57.009]  That's the worst since August.
[02:55:57.349 --> 02:55:59.449]  So don't tell me that you're creating jobs.
[02:55:59.549 --> 02:55:59.889]  You're not.
[02:55:59.949 --> 02:56:01.730]  When people aren't working, they're not spending.
[02:56:02.190 --> 02:56:08.711]  So there's no revenue from us spending money to companies like, you know, whatever we spend money on.
[02:56:08.791 --> 02:56:10.372]  Walmart, Best Buy, Costco, wherever.
[02:56:11.212 --> 02:56:11.853]  It's not that.
[02:56:12.193 --> 02:56:13.674]  So where's the revenue coming from?
[02:56:13.834 --> 02:56:15.675]  It's coming from stimulus money.
[02:56:16.275 --> 02:56:18.176]  That's what's keeping markets propped up.
[02:56:18.597 --> 02:56:23.300]  That will come to an end without the petrodollar and the built-in demand for our currency.
[02:56:23.720 --> 02:56:25.941]  So here's where we look at that.
[02:56:26.021 --> 02:56:27.342]  Don't have too much money in the bank.
[02:56:27.942 --> 02:56:34.667]  I wouldn't have too much money allocated into a debt-based system, but rather allocate into strength.
[02:56:35.387 --> 02:56:40.149]  Allocating the strength, gold, silver going up really nicely.
[02:56:40.169 --> 02:56:41.569]  I mean, you look at it.
[02:56:41.829 --> 02:56:46.031]  Silver is twenty eight dollars and fifteen cents at the time of this airing.
[02:56:46.711 --> 02:56:50.652]  I mean, it was twenty two dollars 60 days ago.
[02:56:51.112 --> 02:56:52.633]  The growth is incredible.
[02:56:52.693 --> 02:56:57.595]  And it's because of these fundamental issues that are facing our global economy.
[02:56:58.155 --> 02:57:00.476]  We just need to allocate into that strength.
[02:57:00.516 --> 02:57:01.176]  And this is where.
[02:57:02.236 --> 02:57:06.820]  I will keep shouting it from the rooftops, Alex, until there's nobody else to listen.
[02:57:07.621 --> 02:57:10.623]  Because it's that important that people allocate into strength.
[02:57:10.803 --> 02:57:12.344]  Get out of things that are coming down.
[02:57:13.025 --> 02:57:13.825]  Get out of danger.
[02:57:13.985 --> 02:57:15.506]  Get out of the path of that hurricane.
[02:57:15.967 --> 02:57:16.988]  Now, how do you do it?
[02:57:17.668 --> 02:57:20.209]  You go into bullion and bullion only.
[02:57:20.649 --> 02:57:23.230]  That's five different things that you could go into.
[02:57:23.250 --> 02:57:29.733]  100 ounce bars of silver, 10 ounce bars of silver, 1 ounce silver rounds, 1 ounce gold bars, or kilo bars of gold.
[02:57:30.073 --> 02:57:30.433]  That's it.
[02:57:30.814 --> 02:57:35.796]  If it's not one of those things, I would not recommend it because the premiums are too high, the commissions can be too high.
[02:57:36.616 --> 02:57:38.257]  And you want something that's liquid.
[02:57:38.297 --> 02:57:39.759]  Liquidity is kink.
[02:57:40.259 --> 02:57:52.309]  When you go to sell it and lock in your profits, you better have something that's bullion, that's a global commodity that's used for manufacturing, and not rely on a firm to actually have to make a market to sell it.
[02:57:52.649 --> 02:58:00.976]  Because what if that firm goes out of business and they were the only one marketing some kind of a fancy rare coin or some kind of a collectible or commemorative or something like that?
[02:58:01.576 --> 02:58:02.917]  Boy, that makes no sense.
[02:58:03.377 --> 02:58:03.817]  No sense.
[02:58:04.397 --> 02:58:18.444]  I don't even like government issued things like Canadian Maple Leafs, Gold Eagles, Silver Eagles, because just like anything, Alex, once the government touches it, they ruin it and they make it too expensive.
[02:58:18.965 --> 02:58:23.727]  So I would just do generic refinery rounds or bullion bars.
[02:58:24.107 --> 02:58:25.188]  That's the cheapest way to go.
[02:58:25.968 --> 02:58:35.355]  This is how you start to really accumulate wealth, is maximize your ounces, minimize your cost, and just ride out the trend.
[02:58:35.695 --> 02:58:37.377]  And this is what we will help you do.
[02:58:37.877 --> 02:58:51.427]  If it's just a brokerage account, cash you have in the bank, an IRA rollover, you can roll over your IRA, get out of paper, get out of ETFs and those things that are, you know, a normal advisor say, well, I can put you into silver and the silver ETF.
[02:58:51.447 --> 02:58:52.388]  It's like, that's paper.
[02:58:52.748 --> 02:58:53.689]  That's not the same.
[02:58:54.389 --> 02:58:54.569]  Right.
[02:58:54.669 --> 02:58:59.713]  It's you need to allocate into tangible assets.
[02:59:00.373 --> 02:59:03.135]  That's if you want silver, then allocate into silver.
[02:59:03.456 --> 02:59:05.377]  If you want gold, allocate into gold.
[02:59:05.517 --> 02:59:10.240]  Those are things that are that are going to defy.
