[00:00:01.433 --> 00:00:02.435]  Oh, no!
[03:45:53.861 --> 03:45:55.722]  Both of them discounted right now.
[03:45:56.792 --> 03:45:59.035]  Hey, let me start by saying you do a great show.
[03:45:59.055 --> 03:45:59.575]  Thank you.
[03:45:59.776 --> 03:46:02.339]  Hey, let me point out that I took X2 iodine.
[03:46:02.399 --> 03:46:03.660]  I started taking that stuff.
[03:46:03.700 --> 03:46:06.884]  The best iodine I think I ever found is what you guys are selling.
[03:46:07.004 --> 03:46:07.905]  When did you start taking it?
[03:46:08.186 --> 03:46:12.130]  About four years ago, I had high blood pressure and I was on blood pressure medicine.
[03:46:12.791 --> 03:46:28.659]  And I started eating a little better, but my blood pressure stayed high, and when I took X2-Iodine, after about three or four weeks, I think my body was detoxified of a bunch of metals and stuff that my body was storing, and my blood pressure came down to perfect level, and I tell people the only thing I did was X2-Iodine.
[03:46:29.119 --> 03:46:43.006]  And even though I do think all your other products are good, I recommend to anybody that they start with X2 Iodine because it detoxifies your body and kind of kicks your natural DNA into full force.
[03:46:43.086 --> 03:46:46.568]  So, in my life, I found X2 Iodine to be best.
[03:46:47.028 --> 03:46:50.490]  I tried other Iodines and they didn't have the same effect.
[03:46:50.770 --> 03:46:53.072]  So, X2 Iodine, I really wanted to point that out.
[03:46:58.078 --> 03:47:02.139]  Leading a frontal assault on the lies of the New World Order.
[03:47:02.680 --> 03:47:04.000]  It's Alex Jones.
[03:47:13.443 --> 03:47:20.966]  Many all over social media, particularly X, are pointing out the fact that it's pretty obvious that Don Lemon's a hypocrite.
[03:47:20.986 --> 03:47:21.526]  We all know that.
[03:47:23.438 --> 03:47:29.661]  I remember when President Donald Trump was deplatformed, Twitter 1.0, sitting U.S.
[03:47:29.721 --> 03:47:32.442]  president silenced within seconds.
[03:47:34.442 --> 03:47:49.048]  Don Lemon immediately went on CNN and was totally for it, or seemed to be, and tried justifying it, saying various things in favor because it was
[03:47:50.342 --> 03:47:59.128]  Political violence was the result for allowing individuals like that on platform, especially in influential positions of power.
[03:47:59.168 --> 03:48:05.431]  But now, he's crying, whining, and complaining all over the news today because Elon Musk cancelled his deal!
[03:48:05.451 --> 03:48:11.835]  Because Elon, as his boss, didn't like how he disrespected him as an employee.
[03:48:11.875 --> 03:48:12.976]  Like, I understand that.
[03:48:16.098 --> 03:48:16.498]  Whatever.
[03:48:16.518 --> 03:48:17.339]  Alright?
[03:48:18.067 --> 03:48:19.689]  But the woke blacks, they don't understand that.
[03:48:19.949 --> 03:48:27.056]  But let's get to some specific questions that were asked, where you take a look at the clips and you see Elon was just not having it.
[03:48:28.037 --> 03:48:30.500]  Not having it because he knows exactly what this is.
[03:48:30.540 --> 03:48:36.606]  It's not an interview, it's not just asking hard questions, because I hate the softball thing, right?
[03:48:37.767 --> 03:48:41.171]  But they're questions designed to set you up
[03:48:42.756 --> 03:48:45.358]  For advertisers to come after you.
[03:48:45.518 --> 03:48:54.424]  There are specific questions designed to prop up in front of the whole world to take down your character.
[03:48:54.744 --> 03:48:57.446]  And it had to do with replacement theory, replacement migration.
[03:48:58.647 --> 03:48:59.748]  Which is 100% not a conspiracy theory.
[03:49:02.327 --> 03:49:21.001]  Which is 100% not some type of white supremacist beer mongering theory that is out there in order to warp the minds of Americans to get them to believe something to take some type of violent action because he's been all over CNN all day today spewing this nonsense.
[03:49:22.633 --> 03:49:32.560]  You see, but this is what people are sick of, and that's why I approached this whole rant from that perspective, where this has everything to do with people are sick of this.
[03:49:33.261 --> 03:49:43.849]  Because these questions of, well, do you believe that you're amplifying replacement theory and replacement migration theories all over your platform, and there are millions of people that you are contributing to that?
[03:49:43.889 --> 03:49:47.252]  Don't you feel a responsibility as the owner of the platform?
[03:49:47.292 --> 03:49:49.854]  And if free speech is free speech,
[03:49:51.283 --> 03:49:54.825]  Then you have to be content and OK with what anybody is saying.
[03:49:56.725 --> 03:50:03.348]  Now, obviously, we know someone like Don Lemon, you know, in my opinion, doesn't understand that and can't comprehend that.
[03:50:04.269 --> 03:50:09.191]  Because he always ties things to, well, that speech leads to real world violence.
[03:50:10.272 --> 03:50:14.333]  Even today, all over CNN, he's talking about, well, black people get shot.
[03:50:15.434 --> 03:50:17.755]  And Latinos and people of color
[03:50:18.977 --> 03:50:28.021]  Get shot because white supremacist shooters, they use the same terminology in their manifestos of replacement theory and replacement migration.
[03:50:29.182 --> 03:50:38.286]  And Elon's amplification on the platform and not doing anything to suppress that or censor that, he is partaking in the murder.
[03:50:38.306 --> 03:50:40.708]  That's essentially what Don Lemon is getting to.
[03:50:40.728 --> 03:50:42.168]  See, but here's the thing.
[03:50:42.408 --> 03:50:43.489]  Well, hey Don!
[03:50:44.477 --> 03:50:51.123]  Why don't you talk about the homosexual shooter that murdered four Christian little kids and a couple of Christian educators?
[03:50:53.305 --> 03:50:55.147]  Why don't you talk about that homosexual shooter?
[03:50:55.367 --> 03:50:58.990]  Oh, what about the homosexual shooter that showed up to Joel Osteen's church?
[03:51:00.351 --> 03:51:00.912]  What about that?
[03:51:01.532 --> 03:51:03.134]  Oh, they don't bring that up because they can't.
[03:51:04.195 --> 03:51:05.716]  Because they have a political bias.
[03:51:06.857 --> 03:51:07.878]  And they're not going to admit that.
[03:51:08.945 --> 03:51:13.766]  But it's meant to draw support to one side and one side alone.
[03:51:13.806 --> 03:51:14.706]  So it's not news.
[03:51:15.526 --> 03:51:19.407]  It's not even commentary or analysis with a self-proclaimed bias.
[03:51:20.007 --> 03:51:20.807]  It's propaganda.
[03:51:21.668 --> 03:51:28.089]  It's propaganda that's meant to get you to believe something without them being transparent and honest about what they're producing to you.
[03:51:28.949 --> 03:51:30.169]  And that's what people are sick of.
[03:51:30.849 --> 03:51:33.810]  And that's what people, people are so sick of this.
[03:51:34.690 --> 03:51:38.031]  And I think Elon Musk understands this because here's the thing.
[03:51:39.162 --> 03:51:41.643]  Replacement migration is 100% real.
[03:51:42.283 --> 03:51:43.523]  We are all experiencing.
[03:51:43.783 --> 03:51:45.744]  Why do you think all the exit polls?
[03:51:46.584 --> 03:51:48.204]  This is becoming the story in 2024.
[03:51:49.145 --> 03:51:52.265]  Listen guys, I don't know if we're going to get a legitimate free and fair election.
[03:51:53.286 --> 03:51:53.626]  I don't know.
[03:51:53.726 --> 03:51:57.086]  I don't know if the riggers are going to come through and rig like they did in my opinion 2020.
[03:51:58.407 --> 03:52:01.708]  If by some miracle we get a free and fair election and
[03:52:04.145 --> 03:52:08.227]  I believe Trump is going to just destroy, slaughter anybody they put up against him.
[03:52:08.627 --> 03:52:09.847]  There's two reasons why.
[03:52:10.167 --> 03:52:25.173]  Because all of the exit polls in 2024, even in California, I don't know if you guys paid attention to Super Tuesday, but one of the biggest stories coming out of Super Tuesday was MSNBC, CNN, they could not comprehend that
[03:52:25.814 --> 03:52:34.723]  The exit polls, California voters were saying that they care more about inflation and illegal immigration more than any of the social issues.
[03:52:36.044 --> 03:52:36.464]  Any of that.
[03:52:36.945 --> 03:52:48.636]  And these people like Joy Reid, all these homosexuals on MSNBC and dirty lesbians, they could not comprehend that people care more about their own bank accounts
[03:52:49.995 --> 03:52:57.479]  And there's safety combating illegal immigration more than LGBTQ woke, let's just pour all kinds of sodomy on your children.
[03:53:00.140 --> 03:53:07.964]  You see, but that's quickly a result of, and I think is a good sign.
[03:53:07.984 --> 03:53:14.507]  I think it's a good sign that we still have a percentage of the population that is not
[03:53:15.211 --> 03:53:19.375]  Fully willing to capitulate and surrender to the Great Reset?
[03:53:19.495 --> 03:53:20.356]  Because that's what it is.
[03:53:21.377 --> 03:53:23.119]  It's a controlled demolition of the economy.
[03:53:23.139 --> 03:53:24.540]  That's why we're all experiencing it.
[03:53:25.741 --> 03:53:28.504]  While alongside, it's the replacement migration operation.
[03:53:28.544 --> 03:53:31.046]  We are experiencing levels of illegal immigration.
[03:53:31.066 --> 03:53:38.413]  And guys, I'm going to tell you, if you guys have noticed, Trump keeps saying we're going to have 15 million, 20 million illegals imported into this country.
[03:53:39.354 --> 03:53:40.295]  When the mainstream media
[03:53:41.309 --> 03:53:47.570]  Has been reporting the Border Patrol numbers where it's 8 million since Biden was inaugurated in 2021.
[03:53:48.150 --> 03:53:50.551]  8 million illegals have been imported into the country.
[03:53:51.731 --> 03:53:54.092]  Resettled throughout various different U.S.
[03:53:54.132 --> 03:53:54.432]  states.
[03:53:55.192 --> 03:53:57.532]  It's tripled, it's quadrupled.
[03:53:58.633 --> 03:54:01.493]  And when you hear Trump say 15 million, he's not just exaggerating.
[03:54:02.033 --> 03:54:04.714]  When you talk to Border Patrol agents and you ask them,
[03:54:05.549 --> 03:54:09.471]  And I have my contacts, guys that are literally tasked to document the numbers.
[03:54:09.531 --> 03:54:12.713]  They say, these numbers we report to the federal government.
[03:54:13.113 --> 03:54:16.495]  These are only the numbers that we can confirm and identify.
[03:54:16.515 --> 03:54:22.918]  There are millions of others that are getting across freely every single day that we are not even seeing.
[03:54:24.739 --> 03:54:32.203]  And so I can assure you, I think we'll probably have about 20 million undocumented illegal aliens in the United States by the end of 2024.
[03:54:35.053 --> 03:54:36.094]  I feel comfortable saying that.
[03:54:36.134 --> 03:54:39.455]  With the amount of Border Patrol agents I've talked to, it's looking like that.
[03:54:40.135 --> 03:54:42.717]  And right now we're experiencing, it comes in phases.
[03:54:43.437 --> 03:54:47.579]  Mobilization took place when Biden was calling to immediately surge the border 2019, 2020.
[03:54:48.859 --> 03:54:56.683]  2021, they immediately started to mobilize from various different countries.
[03:54:56.743 --> 03:55:01.305]  And then the next step, we went from mobilize and they went to importation.
[03:55:01.485 --> 03:55:02.846]  We've been importing these illegals.
[03:55:03.655 --> 03:55:04.135]  Since 2021.
[03:55:04.175 --> 03:55:06.877]  The next phase will be activation.
[03:55:08.018 --> 03:55:09.059]  We've seen nothing yet.
[03:55:09.739 --> 03:55:11.701]  You think the Lake and Riley situation is bad?
[03:55:11.721 --> 03:55:15.343]  You're seeing 12-year-old little boys getting hit by illegals drunk driving.
[03:55:15.383 --> 03:55:17.245]  They have to pull the plug on the life support.
[03:55:18.165 --> 03:55:19.446]  There's little girls getting raped.
[03:55:20.127 --> 03:55:22.128]  The illegals are meeting them on social media.
[03:55:22.408 --> 03:55:25.931]  Autistic girls are getting killed and murdered by illegals.
[03:55:27.583 --> 03:55:29.403]  The physically and mentally disabled.
[03:55:29.463 --> 03:55:31.544]  It's just, this is just the beginning.
[03:55:31.624 --> 03:55:33.004]  Wait till they get activated.
[03:55:33.044 --> 03:55:34.005]  That hasn't happened yet.
[03:55:34.605 --> 03:55:35.145]  And they will.
[03:55:35.185 --> 03:55:36.445]  You think 2020 was bad?
[03:55:36.985 --> 03:55:41.727]  With BLM and Antifa getting activated to burn down American cities in the middle of a lockdown?
[03:55:42.987 --> 03:55:44.167]  We've seen nothing yet.
[03:55:44.207 --> 03:55:45.647]  That was just a beta test.
[03:55:46.428 --> 03:55:51.649]  We have probably, right now, probably like 12 million illegals just waiting to get activated.
