[00:00:20.168 --> 00:00:22.730]  May 31st, 2019.
[03:39:29.662 --> 03:39:35.409]  And here's the thing, and I talk about it often is multi-generational memory, remembering, you know, about
[03:39:36.323 --> 03:39:39.584]  You know, sort of what came before and how it adds up to where we are today.
[03:39:40.064 --> 03:39:50.327]  And you never have enough time to tell that story, you know, so we break it into these bite-sized bits to kick out to generate the kind of discussion that ought to be happening.
[03:39:50.347 --> 03:39:55.309]  And, you know, when I think about each of these things represent the illusion
[03:39:57.075 --> 03:40:14.682]  Um, the fact that the cultural matrix that's been created around us through media, and now the, and then it was the liberation of media by giving us this thing called the internet, which in fact became the biggest control mechanism ever created by man.
[03:40:15.243 --> 03:40:16.223]  The opposite
[03:40:17.293 --> 03:40:19.615]  Because of the current state of affairs.
[03:40:19.655 --> 03:40:25.299]  And that's why the litigation that Infowars is carrying forward and others are carrying forward needs to continue.
[03:40:25.819 --> 03:40:41.591]  If it doesn't, we are all lost, you know, because this globalist thing with the Internet wrapped around it and the next version of that, which I can get into maybe in the next segment, which is the mind affects manipulation of it.
[03:40:42.071 --> 03:40:45.053]  First, in the simplest way, the cultural context.
[03:40:45.093 --> 03:40:46.174]  Why not just go there?
[03:40:46.883 --> 03:40:47.824]  Let's just go there.
[03:40:47.884 --> 03:40:55.148]  You know, because look at everything we're talking about that's relevant today and that you've heard for the last several hours.
[03:40:55.208 --> 03:40:58.390]  If you've been listening, you're going to hear when Owen comes on in the next hour.
[03:40:59.091 --> 03:41:06.795]  All of these things, you would be denied if the powers that be would have their way.
[03:41:06.835 --> 03:41:07.276]  And is this
[03:41:10.191 --> 03:41:11.472]  What are founding fathers?
[03:41:11.592 --> 03:41:15.036]  I don't care whether you're liberal left or conservative right.
[03:41:15.096 --> 03:41:21.261]  Is this is this what blood has been shed for for 250 years on this continent and others?
[03:41:21.862 --> 03:41:22.583]  I don't think so.
[03:41:23.243 --> 03:41:24.084]  It's the voice.
[03:41:26.307 --> 03:41:28.349]  The cry of conspiracy, you know.
[03:41:28.710 --> 03:41:37.181]  Sometimes, you know what, they turn out to be true and we should not wait for historians in a world where we can discern and we can sort out.
[03:41:37.882 --> 03:41:40.846]  What we should be saying is, no, don't restrict what's heard.
[03:41:41.266 --> 03:41:41.927]  But certainly,
[03:41:43.143 --> 03:41:47.386]  Teach people how to critically analyze what they're thinking, but don't screen it out.
[03:41:47.646 --> 03:41:48.486]  No way, man.
[03:41:48.526 --> 03:41:49.267]  Slippery slope.
[03:41:49.827 --> 03:41:51.908]  This network is about protecting that.
[03:41:52.008 --> 03:41:56.891]  I think it's incumbent on all of us to invest in that, the InfoWard.
[03:41:57.551 --> 03:42:00.673]  And I think we're going to see some really great outcomes.
[03:42:01.013 --> 03:42:01.714]  I believe that.
[03:42:01.894 --> 03:42:02.915]  I sincerely do.
[03:42:03.475 --> 03:42:05.136]  And let's talk about that illusion.
[03:42:05.769 --> 03:42:15.553]  Starting with the easiest way to keep people from affective effort is keep you in a state of anxiety and fear and agitation.
[03:42:15.993 --> 03:42:24.897]  And look at the left, how easy they succumb to it and how angry, how really, really angry everyone is and how out of control that anger takes them.
[03:42:25.418 --> 03:42:26.298]  This is not
[03:42:28.004 --> 03:42:38.046]  What we were destined to do as living souls, as created human beings in the image and likeness of God, for goodness sake.
[03:42:38.895 --> 03:42:40.515]  Um, reframe it.
[03:42:40.595 --> 03:42:41.556]  We got an opportunity.
[03:42:41.576 --> 03:42:42.836]  You know, we're going into the break.
[03:42:42.856 --> 03:42:52.298]  Uh, I want to come back up on the next hour talking about cracking the illusion and the delusion, breaking that zombie trance, because that's what's going on.
[03:42:52.698 --> 03:42:54.098]  This is Dr. Nick Begich.
[03:42:54.138 --> 03:42:58.719]  We're breaking the zombie trance with the InfoWars right here.
[03:42:58.799 --> 03:42:59.979]  Support the InfoWars.
[03:43:03.240 --> 03:43:07.361]  Ladies and gentlemen, this fight against the Globalist has been like a 12-round
[03:43:08.993 --> 03:43:14.968]  Boxing match that's got more like a hundred rounds and I'd say we're in about the 85th round right now.
[03:43:16.946 --> 03:43:20.529]  Now, just today, I'm shooting this report on Friday afternoon.
[03:43:21.390 --> 03:43:30.678]  We've had really serious sabotage and attacks behind the scenes, and I've decided not to give the specifics of it for reasons that I can't disclose at this time.
[03:43:30.758 --> 03:43:39.585]  But the fact that President Trump's getting the country back, the fact that nationalists are getting elected all over the world, the fact that we're now aware of the threat of radical Islam,
[03:43:40.626 --> 03:43:48.590]  The fact that all of this is going on is really making the establishment very, very angry.
[03:43:49.290 --> 03:43:59.554]  It just came out today that Ilhan Omar, the authoritarian Somali that admits she hates America, called up and threatened Jack Dorsey and said, how dare you keep Trump on Twitter?
[03:43:59.954 --> 03:44:04.296]  He criticized me and showed my clips basically praising radical Islam.
[03:44:05.157 --> 03:44:07.398]  And Dorsey explained to her, well, we have free speech in this country.
[03:44:08.123 --> 03:44:21.582]  Well, the truth is, behind the scenes, if you're not President Trump, these types of phone calls and open calls for us to be censored in Congress have had the desired effect of them trying to curtail us and cut us down to nothing.
[03:44:21.942 --> 03:44:24.906]  They're even going after our basic operations center.
[03:44:26.141 --> 03:44:29.145]  They're going after our actual servers, our infrastructure.
[03:44:29.226 --> 03:44:31.008]  But we have redundancy built in.
[03:44:31.549 --> 03:44:36.897]  But that costs a lot of money to have people working overtime to keep our systems in place.
[03:44:37.698 --> 03:44:42.044]  So, in the final equation, if you want to see the globalists defeated,
[03:44:42.845 --> 03:44:51.650]  And if you want to see the deep state prosecuted that we're inches away from, if you want to see the tide totally turned, it takes money to prosecute an information war.
[03:44:51.991 --> 03:44:53.752]  We have truth, they have lies.
[03:44:54.352 --> 03:44:58.234]  The truth is more powerful than lies, but they have globalist, dirty money.
[03:44:58.695 --> 03:44:59.995]  Fiat, Federal Reserve money.
[03:45:00.636 --> 03:45:03.878]  So, I'm launching this weekend for one week.
[03:45:05.040 --> 03:45:05.580]  New sales.
[03:45:05.660 --> 03:45:07.762]  We're having to end the t-shirt sale 50% off.
[03:45:08.282 --> 03:45:12.064]  We're having to end the sale on a free bottle of Knockout with Brain Force Plus.
[03:45:12.084 --> 03:45:13.125]  That ends in just a couple days.
[03:45:14.585 --> 03:45:17.727]  But we're launching two new super specials right now.
[03:45:17.967 --> 03:45:19.068]  Ultimate Bone Broth.
[03:45:20.003 --> 03:45:36.873]  Which is the ultimate bone broth, strongest bone broth formula with chaga mushroom, with concentrated turmeric, with all sorts of other key ingredients known to fight inflammation, known to be antioxidants, known to be good for your joints, your bones, your eyes, everything.
[03:45:37.153 --> 03:45:39.994]  And then organic concentrated chicken broth.
[03:45:40.035 --> 03:45:44.837]  Everybody knows that, you know, when you got the flu or whatever, that chicken broth, for whatever reason, has that essence that's good.
[03:45:45.137 --> 03:45:45.478]  This is
[03:45:46.258 --> 03:45:51.282]  Like dozens and dozens of bowls of chicken broth, each serving without all the calories.
[03:45:51.922 --> 03:45:53.303]  Bone broth is amazing.
[03:45:53.543 --> 03:45:55.705]  Everybody knows its attributes for thousands of years.
[03:45:56.045 --> 03:45:57.086]  It's the hottest item out there.
[03:45:58.089 --> 03:46:05.594]  We went out a few years ago and looked at all the top-selling, best-rated brands and said, let's make it even stronger and even better for a low price.
[03:46:05.614 --> 03:46:08.897]  Because most places mark them up five, six, seven times.
[03:46:09.317 --> 03:46:10.858]  We mark it up 150%.
[03:46:11.519 --> 03:46:13.860]  When we have a discount, we only mark it up 100%.
[03:46:14.621 --> 03:46:19.044]  But ladies and gentlemen, this is only marked up about 65% right now.
[03:46:19.625 --> 03:46:23.848]  You can get Ultimate Bone Broth Formula, which is low in stock.
[03:46:24.488 --> 03:46:28.532]  For only $19.95 at Infowarstore.com.
[03:46:29.053 --> 03:46:30.374]  Experience it for yourself.
[03:46:30.454 --> 03:46:31.215]  It tastes okay.
[03:46:31.535 --> 03:46:36.880]  But if you mix it in with whey, if you mix it in with some fruit, if you mix it in with some milk and things, it tastes great.
[03:46:37.381 --> 03:46:38.042]  Drink it down.
[03:46:38.282 --> 03:46:40.244]  Great post-workout.
[03:46:40.864 --> 03:46:42.006]  Great meal replacement.
[03:46:42.386 --> 03:46:43.207]  This is really it.
[03:46:43.607 --> 03:46:45.129]  Ultimate bone broth formula.
[03:46:46.069 --> 03:46:50.191]  50% off the already discounted price at InfoWarsTore.com.
[03:46:50.431 --> 03:47:00.255]  We've got another special there as well that I don't have time to tell you about, but while you're on the site, look for the Buy Survival Shield X2 and get X3 absolutely free.
[03:47:00.555 --> 03:47:01.515]  InfoWarsTore.com.
[03:47:06.217 --> 03:47:08.818]  You're listening to the Alex Jones Show.
[03:47:23.382 --> 03:47:31.025]  The Alex Jones Show, because there is a war on for your mind with Nick Begich.
[03:47:35.107 --> 03:47:37.908]  And welcome back to Info Wars.
[03:47:38.128 --> 03:47:47.332]  Those that are watching, you've seen some images of me out on one of my remote properties and some of the travel around Alaska, different points in the last few years.
[03:47:48.053 --> 03:47:48.373]  You know,
[03:47:49.867 --> 03:47:51.688]  Man, picking it up where we left off.
[03:47:51.728 --> 03:47:56.390]  You know, it always is a combination with me, you see, with the information that's relevant.
[03:47:56.470 --> 03:47:59.912]  I mean, in terms of how we sort of view the world and sort of the facts around it.
[03:48:00.452 --> 03:48:02.113]  And my interpretation of some of that.
[03:48:02.153 --> 03:48:05.375]  And then also the value system that allows us maybe to kind of
[03:48:06.460 --> 03:48:18.985]  Pierce the veil of it, if you will, of looking at the world from the perspective of, all right, you know, if we're truly stewards, caretakers, you know, I mean, think about it as a stewardship question.
[03:48:19.505 --> 03:48:24.267]  How do we look at what's here and
[03:48:25.147 --> 03:48:26.048]  We're good to go.
[03:48:45.686 --> 03:48:46.027]  All right.
[03:48:58.369 --> 03:48:59.110]  Alaska.
[03:48:59.190 --> 03:49:04.355]  You know, we have 104 million acres of national parks and preserves there already.
[03:49:04.375 --> 03:49:05.757]  That's pretty big.
[03:49:05.777 --> 03:49:06.858]  You know, that's like unreal.
[03:49:06.898 --> 03:49:08.139]  Most of them you can't get to.
[03:49:08.179 --> 03:49:12.784]  And unless you're really rich, you'll never see them because they're so expensive to get to.
