[00:00:22.668 --> 00:00:23.349]  Hello, hello.
[03:19:07.784 --> 03:19:13.449]  But I've kind of habituated everybody, trained everybody, myself done this, to where everybody buys when it's 50% off.
[03:19:13.629 --> 03:19:15.210]  I'm making $2 on the toothpaste 50% off.
[03:19:15.811 --> 03:19:22.435]  Because there's no fillers, it's concentrated, it's got iodine, a little silver, and so it's the same thing like the fish oil, or the turmeric, or the bone broth.
[03:19:22.536 --> 03:19:29.040]  I mean, DNA Force, I signed a multi-year contract on that, which I was able to cut the price about 40% of what we were paying.
[03:19:29.160 --> 03:19:32.042]  It's still got 30-something dollars of product in it.
[03:19:32.142 --> 03:19:36.985]  I mean, you talk about cleaning your cells out, you talk about energy stamina, you talk about letting the telomeres last longer.
[03:19:37.105 --> 03:19:38.506]  This is patented to do that.
[03:19:38.666 --> 03:19:41.868]  And nobody puts this much of the real organic stuff in it.
[03:19:41.948 --> 03:19:43.850]  So yes, DNA Force is amazing.
[03:19:43.970 --> 03:19:44.910]  Thank you so much for the plugs.
[03:19:44.930 --> 03:19:49.013]  But listen, when people get the Patriot Points, a lot of times it makes things a loss later.
[03:19:49.133 --> 03:19:57.639]  Because if you're already getting 10% off because you're on auto ship, and then we're doing 50% off, and then you do something like that, where you have Patriot Points, we lose money.
[03:19:57.659 --> 03:19:58.239]  But that's okay.
[03:19:58.299 --> 03:19:58.900]  Thanks for the support.
[03:20:06.641 --> 03:20:09.384]  You're listening to The Alex Jones Show.
[03:20:18.553 --> 03:20:21.836]  News, analysis, reports.
[03:20:21.996 --> 03:20:23.717]  It's The Alex Jones Show.
[03:20:24.018 --> 03:20:27.962]  And now, your host, Paul Joseph Watson.
[03:20:29.938 --> 03:20:32.619]  We're back live on the Alex Jones Show, fourth hour.
[03:20:32.820 --> 03:20:54.931]  Before I get back into news, and by the way, I forgot to mention amidst all this social media censorship, because we had the story today, or last night, that YouTube actually took down the Cuomo Frido video, of course, where he gets irate, angry, threatens to kick someone in the teeth, threatens to throw them down the stairs, for calling him the Italian version of the N-word, even though it blatantly isn't.
[03:20:55.669 --> 03:20:57.169]  They took down that video!
[03:20:57.669 --> 03:21:01.270]  Only after Breitbart complained about it, did it go back up.
[03:21:01.310 --> 03:21:03.151]  They claimed it was bullying and harassment.
[03:21:03.211 --> 03:21:06.311]  Again, this video made Cuomo look bad.
[03:21:06.351 --> 03:21:10.112]  It wasn't... They didn't take it down because he was engaging in bullying and harassment.
[03:21:10.132 --> 03:21:13.013]  They took it down because it was going viral, it went viral.
[03:21:13.313 --> 03:21:16.353]  That's why they took it down, because it made the CNN host look bad.
[03:21:17.234 --> 03:21:23.295]  Only after Breitbart complained, put up an article about it, asked YouTube what they were doing, did it come back up.
[03:21:23.843 --> 03:21:25.184]  So it's like whack-a-mole.
[03:21:25.344 --> 03:21:34.107]  Every day you have to bitch and complain about this stuff and it prevents you from pushing an actual political message as we get nearer the election.
[03:21:34.227 --> 03:21:41.831]  So it just distracts you day after day after day to continually have to fight back against this time and time again.
[03:21:42.371 --> 03:21:46.973]  Which is why we need your support by getting the products right now at InfoWarsStore.com
[03:21:47.836 --> 03:21:49.677]  Because we have the World Awakens Mega Sale.
[03:21:49.697 --> 03:21:52.898]  50 to 60% off top-selling products.
[03:21:53.398 --> 03:21:57.760]  It's time to wake up the world and support the broadcast as we expand in the fight against tyranny.
[03:21:58.340 --> 03:22:04.482]  With the World Awakens Mega Sale, you've got another chance to get these almost out-of-stock products at an incredibly low price.
[03:22:04.923 --> 03:22:10.225]  We're talking massive discounts on everything from the Ultimate Krill Oil, which is back in stock at 50% off.
[03:22:11.678 --> 03:22:18.923]  Brain Force Plus, the advanced nootropic that gives you mental clarity, helps you focus, 50% off.
[03:22:19.604 --> 03:22:21.806]  Knockout, the sleep aid, 50% off.
[03:22:22.766 --> 03:22:27.690]  Bodies, which is the tumeric formula, joint support, supplement support, 50% off.
[03:22:28.070 --> 03:22:32.914]  Turbo Force, the ultra powerful energy drink, which is absolutely incredible.
[03:22:33.354 --> 03:22:34.735]  Go easy on it though, 50% off.
[03:22:36.303 --> 03:22:40.084]  Plus lots of other great deals waiting in store at Infowarsstore.com.
[03:22:40.565 --> 03:22:43.085]  They've basically banned us off the internet at this point.
[03:22:43.125 --> 03:22:44.586]  Forget about social media.
[03:22:45.546 --> 03:22:47.847]  We've been disappeared down the Google memory hole.
[03:22:47.887 --> 03:22:53.069]  You don't even come up on their search terms unless it's the mainstream media calling you a hateful bigot.
[03:22:54.029 --> 03:22:59.191]  But we are still here over a year after the bannerversary.
[03:23:00.129 --> 03:23:05.173]  Back in August of last year, only via your support by getting the products at InfoWarsStore.com.
[03:23:05.573 --> 03:23:09.757]  Please go there today to take advantage of the World Awakens Mega Sale.
[03:23:10.057 --> 03:23:15.742]  Up to 60% off top-selling products at InfoWarsStore.com.
[03:23:16.803 --> 03:23:26.690]  Now, while the Social Media Executive Order remains stuck somewhere within the bowels of the White House, gun control is moving forward thanks to the Javanka presidency.
[03:23:26.751 --> 03:23:28.372]  Headline up at Information Liberation,
[03:23:29.051 --> 03:23:32.412]  Ivanka Trump quietly lobbying Congress for gun control.
[03:23:32.432 --> 03:23:34.292]  Because that's what's important, isn't it?
[03:23:34.912 --> 03:23:37.272]  That's not stabbing everyone who voted for Trump in the back.
[03:23:38.193 --> 03:23:41.833]  We voted for Donald Trump and got your Ivanka, writes Chris Menehan.
[03:23:43.253 --> 03:23:50.795]  Ivanka Trump is reportedly calling members of Congress to feel out various gun control proposals and to figure out what needs to be done in order to get them passed.
[03:23:51.355 --> 03:23:57.516]  Axios reports that Ivanka has been quietly calling lawmakers since the El Paso and Dayton massacres to gauge their openness
[03:23:58.211 --> 03:24:08.833]  The movement on gun legislation when Congress returns, perhaps she's showing them sad pictures, which is what she did to Trump before the bombing of Syria back in 2017.
[03:24:09.373 --> 03:24:21.375]  That's what's important to the Javanka presidency, not the fact that the father supporters being banned and censored off the Internet and persecuted at every term, but the fact that we need yet more gun control measures.
[03:24:21.415 --> 03:24:22.936]  Thanks a lot for that great work.
[03:24:23.336 --> 03:24:23.796]  Meanwhile,
[03:24:25.077 --> 03:24:29.638]  CNN's Anderson Cooper says it's exciting that whites will not be the majority in America.
[03:24:30.058 --> 03:24:32.079]  See, this is the problem time and time again.
[03:24:32.699 --> 03:24:45.023]  Every time there's a mass shooting blamed on a white supremacist, a right-wing extremist, they say that they've been radicalized because they believe in this giant conspiracy about the Great Replacement.
[03:24:45.363 --> 03:24:48.844]  This absolutely harebrained, ridiculous notion
[03:24:49.562 --> 03:24:52.843]  That white people in the West are in demographic decline.
[03:24:52.863 --> 03:24:55.023]  Because that's obviously not the case, isn't it?
[03:24:55.123 --> 03:24:57.124]  Not by every single metric imaginable.
[03:24:57.984 --> 03:25:03.386]  So it's bad if you talk about that and say it may have some negative consequences.
[03:25:03.426 --> 03:25:05.946]  That puts you in league with mass shooters and terrorists.
[03:25:06.567 --> 03:25:12.688]  But if you're CNN's Anderson Cooper and you talk about it and say it's a good thing, that's completely fine.
[03:25:13.448 --> 03:25:15.949]  CNN anchor Anderson Cooper seemed to celebrate
[03:25:16.474 --> 03:25:20.846]  The idea of white people no longer constituting the majority of those in the United States.
[03:25:21.889 --> 03:25:22.511]  He said, quote,
[03:25:23.536 --> 03:25:29.281]  The idea that, you know, whites will not be the majority, I mean, it's an exciting transformation of the country.
[03:25:29.601 --> 03:25:34.245]  It's an exciting evolution and, you know, progress of our country in many different ways.
[03:25:34.285 --> 03:25:45.015]  Imagine if he said that about Native Americans, or if he said it about black abortion rates, or if he said it about black people killing each other en masse in Chirac and places like that.
[03:25:45.475 --> 03:25:47.317]  He would be drummed out of a job.
[03:25:47.617 --> 03:25:51.000]  But as long as it's white people, the last acceptable form of racism,
[03:25:51.420 --> 03:25:54.082]  You can celebrate it and it's all fine and dandy.
[03:25:54.342 --> 03:26:02.647]  He made those comments while interviewing Univision anchor George Ramos, Jorge Ramos, who has openly advocated for more immigration policies.
[03:26:04.508 --> 03:26:11.832]  Ramos said there's nothing really they can do against this incredible demographic revolution and in 2044 everyone is going to be a minority.
[03:26:11.993 --> 03:26:14.214]  Great, Tower of Babel, see how that works out for you.
[03:26:14.994 --> 03:26:20.077]  And then I think President Trump represents those who are trying to revert that trend and he doesn't say it.
[03:26:20.498 --> 03:26:20.738]  Well,
[03:26:21.423 --> 03:26:30.109]  Trump just came out literally four days ago and said he wants millions more legal immigrants coming from non-white countries, so no, he's not really saying that, is he?
[03:26:30.829 --> 03:26:39.575]  Meanwhile, on the subject of radicalisation and violent rhetoric, which the left never disavows and encourages at every possible turn,
[03:26:41.209 --> 03:26:47.192]  Headline up on Infowars.com, ICE director blames political rhetoric for attack on San Antonio office.
[03:26:47.752 --> 03:27:06.341]  We've had yet another attempted violent attack on an ICE office just as we had the firebombing of an ICE facility in Washington State a few months ago, a few weeks ago, pardon me, by a self-admitted Antifa radical who openly in his own manifesto said he was radicalized by
[03:27:07.156 --> 03:27:14.700]  AOC's concentration camp rhetoric, that story was dropped within about three hours by all mainstream media outlets.
[03:27:15.481 --> 03:27:27.348]  And now after an Immigration and Customs Enforcement office was hit with gunfire in San Antonio, the director of the office issued a statement blaming various politicians, media outlets and activist groups.
[03:27:28.334 --> 03:27:34.318]  Of course, now we know that most of the Democratic presidential candidates are running on a policy of abolishing ICE altogether.
[03:27:34.958 --> 03:27:44.044]  Many of them have openly encouraged the harassment, the doxing, even in some cases the harassment and doxing of ICE agents' children.
[03:27:44.644 --> 03:27:51.148]  So is it any great surprise that bullets are now flying towards ICE officers across the United States?
[03:27:52.393 --> 03:28:01.377]  FBI Special Agent Christopher Combs said, had the bullets gone two inches in another direction, we would be here talking about the murder of a federal official.
[03:28:02.337 --> 03:28:10.261]  But the field director at the office, Daniel Bible, seems more certain that the attack was deliberate, and he's blaming leftist ICE rhetoric.
[03:28:10.871 --> 03:28:17.094]  You know, it's misinformation about Alex's being recklessly disseminated by certain politicians and activists.
[03:28:17.694 --> 03:28:22.417]  So again, you've got this heightened political extremism on both sides, let's be fair.
[03:28:23.277 --> 03:28:29.780]  Difference is people on the right disavow it at every turn and encourage people not to engage in it.
[03:28:30.121 --> 03:28:30.901]  Meanwhile, you have
[03:28:31.639 --> 03:28:38.688]  Numerous members of Congress, numerous presidential candidates on the Democratic side saying go out and harass Trump supporters.
[03:28:39.088 --> 03:28:47.158]  Literally in the case of Reza Aslan saying that Trump supporters need to be eradicated, that Kellyanne Conway needs to be eradicated.
