[00:00:00.009 --> 00:00:01.755]  Just direct from Austin.
[02:43:08.717 --> 02:43:23.466]  And that will be another opportunity, once the financial collapse comes, for those of us who've been out here on the battlefield to take the power, take the power reigns at that time, when the economy is weak and people are dependent on their billions to be able to give them power.
[02:43:23.707 --> 02:43:25.648]  We have power by our commitment.
[02:43:26.108 --> 02:43:28.312]  We have power by our love for this nation.
[02:43:28.692 --> 02:43:30.956]  We have power by our love for one another.
[02:43:31.256 --> 02:43:36.925]  That's our power, and we're rich in the billions in that, and we ought to use it as much as we possibly can.
[02:43:38.064 --> 02:43:38.384]  I agree.
[02:43:38.444 --> 02:43:42.085]  I can feel your power, Pastor Manning, because you have love.
[02:43:42.586 --> 02:43:44.766]  And I can hear it and see it in other people's voices.
[02:43:45.327 --> 02:43:48.328]  I just feel sad that the average person doesn't seem to have any discernment.
[02:43:48.728 --> 02:43:51.269]  I mean, you can take one look at Obama and tell he's a devil.
[02:43:51.329 --> 02:43:52.349]  I just didn't know how bad.
[02:43:52.829 --> 02:43:57.271]  What in your spirit told you six, seven years ago, or even longer, that Obama was so bad?
[02:43:58.004 --> 02:44:03.447]  Yeah, well, you remember I was on your show very early on, and talking to you about Obama being the son of Satan.
[02:44:03.547 --> 02:44:06.289]  A lot of people call him the Antichrist, and that will work.
[02:44:06.329 --> 02:44:07.870]  You certainly don't want to throw that out.
[02:44:08.650 --> 02:44:10.851]  But Obama is inherently evil.
[02:44:11.372 --> 02:44:19.817]  When you listen to what he is saying over against a reality of where we are as a people, you know that he is lying, and that he is lying profusely.
[02:44:20.337 --> 02:44:22.318]  Obama did this one thing, Alex.
[02:44:22.758 --> 02:44:25.300]  He promised the world, not just America,
[02:44:26.187 --> 02:44:31.029]  But he promised the world what they wanted to hear and knew that he could not deliver it.
[02:44:31.410 --> 02:44:35.231]  He promised the world you were going to have peace and you're going to have prosperity.
[02:44:35.571 --> 02:44:37.352]  We're going to have a unity of the people.
[02:44:37.632 --> 02:44:39.633]  We're going to bring all the nations to the table.
[02:44:39.913 --> 02:44:42.355]  We're going to have a unity between Muslims and Jews.
[02:44:42.375 --> 02:44:44.496]  We're going to have a unity between blacks and whites.
[02:44:44.816 --> 02:44:50.478]  We're going to have a wealth where everybody has got wealth and power and prosperity.
[02:44:50.538 --> 02:44:54.060]  He promised that, not just to America, but to the world.
[02:44:54.400 --> 02:44:55.661]  And that's why people fell for him.
[02:44:56.261 --> 02:44:59.522]  But the opposite of that is to look at that and know that he can't deliver that.
[02:44:59.802 --> 02:45:00.582]  He cannot.
[02:45:00.602 --> 02:45:02.223]  So he's lying.
[02:45:02.263 --> 02:45:03.743]  Well, he's delivered the opposite.
[02:45:04.143 --> 02:45:05.124]  He's delivered the opposite.
[02:45:05.244 --> 02:45:05.904]  Absolutely.
[02:45:06.124 --> 02:45:07.944]  And that's my point.
[02:45:08.385 --> 02:45:10.605]  I knew that's exactly what he was going to do.
[02:45:11.205 --> 02:45:16.987]  So we have to recognize that anyone that would lie like that to the American people and to the world
[02:45:17.799 --> 02:45:18.159]  I don't know.
[02:45:41.791 --> 02:45:49.756]  Look at how, now that I pull back, I see the elite behind this, but it's even more than they could orchestrate the way it was all orchestrated perfectly.
[02:45:49.776 --> 02:45:51.197]  It really is satanic.
[02:46:01.503 --> 02:46:03.625]  Everything we've seen has been orchestrated.
[02:46:03.925 --> 02:46:07.707]  As you know, the Bible talks about the mystery of evil, how it works so well together.
[02:46:08.348 --> 02:46:17.094]  And you can really now see on Obama a super evil design, one of the most evil I've ever even heard of in history, with a high-tech integration.
[02:46:17.434 --> 02:46:27.141]  And I shudder to think what we're going to see out of this figurehead, out of this production, out of everything behind him, out of all the evil behind him.
[02:46:28.407 --> 02:46:30.469]  I wish you would send me the clip of what you just said.
[02:46:30.489 --> 02:46:37.374]  I love to play it on our broadcast every day because it puts succinctly what we need to be aware of.
[02:46:37.834 --> 02:46:42.918]  Now that you've said that and you've demonstrated that truth, how do we educate the people?
[02:46:43.478 --> 02:46:47.141]  How do we get out there and tell the people we're still hoping against hope?
[02:46:47.721 --> 02:46:49.042]  That Obama's going to change.
[02:46:49.162 --> 02:46:51.164]  That he's going to make the world a great place.
[02:46:51.584 --> 02:47:06.175]  Even though they see themselves without jobs, they see themselves losing their income, they see themselves losing their family, losing their children, losing this nation, and yet they're still hoping that somehow or another that he is going to do what he promised six years ago.
[02:47:06.515 --> 02:47:07.676]  How do we educate people?
[02:47:07.716 --> 02:47:10.398]  That's a small clip you just said just a few moments ago.
[02:47:11.159 --> 02:47:13.802]  Well, you look at it, he's dangling again.
[02:47:14.783 --> 02:47:15.263]  It's coming.
[02:47:15.303 --> 02:47:16.324]  Hope's around the corner.
[02:47:16.625 --> 02:47:18.046]  Give me more power, I'll fix it.
[02:47:18.447 --> 02:47:20.749]  And then they consciously try to wreck the country.
[02:47:20.789 --> 02:47:23.352]  It's not like they're screwing things up on accident.
[02:47:23.412 --> 02:47:24.573]  They want to screw it up.
[02:47:24.854 --> 02:47:25.715]  You know they're doing it.
[02:47:25.815 --> 02:47:30.520]  I guess you just explained to people that you better follow your gut and your heart and your eyes.
[02:47:30.560 --> 02:47:31.281]  I mean, the thing is,
[02:47:32.426 --> 02:47:33.446]  It's all right there.
[02:47:33.506 --> 02:47:35.707]  And I think people are afraid of the responsibility.
[02:47:36.187 --> 02:47:38.987]  They want to, like you said earlier, think that the Republicans are going to save them.
[02:47:39.267 --> 02:47:42.448]  And they better figure out that praying to God is going to save them.
[02:47:42.748 --> 02:47:58.031]  Because if people pray to God and repent and get on their knees and seek a reprieve of the nation, then God will change their heart and give them discernment and rise them up in little ways but also in big ways, depending on who you are or where you're at.
[02:47:58.371 --> 02:48:05.573]  And together, just like evil works through Obama and his people, we have to ask God to use us as vessels against them in this battle.
[02:48:05.833 --> 02:48:09.154]  But God knows there's free will, so gives us free will.
[02:48:09.394 --> 02:48:11.075]  The devil manipulates against free will.
[02:48:11.315 --> 02:48:21.358]  We have to consciously and spiritually ask God to cleanse us and use us and sanctify us every day and put on the armor against the enemy.
[02:48:22.244 --> 02:48:24.905]  There's an event in the Bible where there were two prophets.
[02:48:24.965 --> 02:48:37.150]  The prophet Elisha and he had a young protégé working with him and they were surrounded by a mighty army that were outside of the canyon where they were at and getting ready to come in to kill the prophet and the young man.
[02:48:37.931 --> 02:48:42.613]  And the prophet, the young boy said, they're going to kill us, they're going to kill us.
[02:48:42.933 --> 02:48:48.355]  The prophet prayed that the young boy's eyes would be open so he could see the mighty host
[02:48:49.182 --> 02:48:55.607]  of angels that were standing there to protect him against that mighty army, and the angels are certainly going to win and overpower that army.
[02:48:55.967 --> 02:49:05.775]  But you have just said that what we have got to do is that we have got to pray that God will open the eyes of the people so they can see how evil Obama is.
[02:49:06.276 --> 02:49:14.222]  And you made mention of the Second Chronicle, 714, that if we pray and repent, that God will heal our land.
[02:49:14.622 --> 02:49:30.030]  But beyond that, I am convinced, Alex, that if we launch a campaign of praying for people that God would open their eyes, when they see Obama, they will see unadulterated evil in its purest and most evil form.
[02:49:30.470 --> 02:49:35.994]  There's never been anybody in America, in leadership, as evil as this man is.
[02:49:36.494 --> 02:49:43.740]  And of course, his beauty dazzles everybody, and so therefore they're not able to get to the core of who he is spiritually.
[02:49:44.160 --> 02:49:50.825]  People's eyes just need to be open to how evil this man is that has taken over our nation and is seeking to destroy it.
[02:49:50.845 --> 02:49:53.026]  But I will say this, I know we're going to win.
[02:49:53.567 --> 02:49:56.649]  God has not established this man to give it to Obama.
[02:49:58.709 --> 02:50:00.110]  I just lost audio to the network.
[02:50:00.130 --> 02:50:00.710]  Can you guys hear me?
[02:50:01.290 --> 02:50:02.131]  Yes, we can hear you, Alex.
[02:50:02.471 --> 02:50:02.671]  Yeah.
[02:50:02.911 --> 02:50:03.992]  Pastor Manning is still on?
[02:50:04.372 --> 02:50:04.972]  Yes, I'm still here.
[02:50:05.212 --> 02:50:05.452]  Yes.
[02:50:05.573 --> 02:50:06.833]  Go ahead and finish up, Pastor Manning.
[02:50:06.853 --> 02:50:09.154]  You said that we are going to win, and I agree with you.
[02:50:09.194 --> 02:50:09.675]  I think so.
[02:50:09.695 --> 02:50:10.895]  We are going to win.
[02:50:10.915 --> 02:50:17.719]  God's not going to give this nation over to Obama, even though many people are asserting that, well, we've been so wicked.
[02:50:18.819 --> 02:50:22.242]  We've disavowed God, God's turned us over to a reprobate nation.
[02:50:22.622 --> 02:50:23.923]  But no, that's not the case at all.
[02:50:24.603 --> 02:50:29.447]  We are going through some struggles right now, but we will not lose this great nation.
[02:50:29.487 --> 02:50:34.830]  We will not lose this pinnacle of power and presentation of God on this planet.
[02:50:34.890 --> 02:50:35.451]  We will win.
[02:50:35.791 --> 02:50:43.196]  Well, Pastor Manning, I think this is the most powerful interview I've ever done with you or heard, period, and I think definitely the Spirit of the Lord's with us today.
[02:50:43.477 --> 02:50:57.327]  Let's just agree together, and I'll have you back soon, that we should both, to our audiences, promote praying that the eyes of America and the world be open, and that we say that prayer, and I know I'll say that during the break, and I know you'll say it, Pastor Manning.
[02:50:57.667 --> 02:50:58.087]  Thank you.
[02:50:58.868 --> 02:51:02.050]  Will you stay there and come back and say a prayer on air in the final segment?
[02:51:04.279 --> 02:51:09.204]  And the show's over in 10 minutes, so we're gonna come back, he'll say the prayer, and then I'll hit a few final news stories with David.
[02:51:20.965 --> 02:51:24.088]  Is your cell phone being used to build a profile on you?
[02:51:24.388 --> 02:51:30.653]  Give the gift of privacy and block unwanted cell phone spying with the Privacy Case from PrivacyCase.com.
[02:51:30.813 --> 02:51:33.996]  They're making their list, they're checking them twice.
[02:51:34.296 --> 02:51:37.379]  They're gonna make up who's been naughty or nice.
[02:51:37.399 --> 02:51:39.921]  The problem is real and so is the solution.
[02:51:40.141 --> 02:51:45.706]  Go to PrivacyCase.com because... They see you when you're sleeping.
[02:51:46.166 --> 02:51:48.949]  They listen when you're awake.
