[00:00:02.981 --> 00:00:05.382]  Ah, Christmas music!
[02:47:31.575 --> 02:47:33.576]  So it goes back to the wars again.
[02:47:34.416 --> 02:47:40.258]  Because the best way you get the people's minds off the terrible economy is you take them to war.
[02:47:40.258 --> 02:47:41.519]  Oh, absolutely.
[02:47:41.519 --> 02:47:43.079]  And that's what we've had.
[02:47:43.079 --> 02:47:46.881]  We've had continuous war since we ended World War II.
[02:47:46.881 --> 02:47:53.003]  And of course, the military-industrial complex doesn't just want to build arms, they actually want to use them.
[02:47:53.003 --> 02:47:56.284]  Because when those bombs are blown up, they get to sell more bombs.
[02:47:57.332 --> 02:48:01.535]  Yeah, and what they can't sell they give to the local police department.
[02:48:01.535 --> 02:48:02.295]  That's really scary.
[02:48:28.853 --> 02:48:36.739]  Yeah, it's become a lot more Barney Fife and a lot less Sheriff Andy Taylor, hasn't it, too?
[02:48:36.739 --> 02:48:39.241]  And it's pretty scary to see these guys going out there.
[02:48:39.241 --> 02:48:50.409]  I mean, imagine an army full of Barney Fifes with the latest state-of-the-art military equipment and they've got this kind of bullying mentality that we see over and over again in police brutality cases.
[02:48:50.409 --> 02:48:52.851]  Nobody is held accountable to this.
[02:48:52.851 --> 02:48:55.053]  Again, I'm a trend forecaster.
[02:48:56.531 --> 02:49:03.077]  And my work is to stay on top of the current events that are forming future trends.
[02:49:03.077 --> 02:49:04.999]  I could go back to 2003.
[02:49:08.208 --> 02:49:26.454]  When these soldiers started coming back from Afghanistan, and in 2005, when they started coming back from Iraq and Afghanistan, after doing repeated tours of duty, which was new by the way, they used to send you once and that was it, and they didn't keep sending you back.
[02:49:26.454 --> 02:49:27.054]  That's right.
[02:49:27.054 --> 02:49:37.297]  And coming back with a lot of mental problems, whacked out on a lot of drugs, and the warning was that they were going to go into corrections and the police force.
[02:49:38.237 --> 02:49:39.160]  Mm-hmm.
[02:49:39.160 --> 02:49:41.006]  Mm-hmm.
[02:49:41.006 --> 02:49:42.490]  Oh, we lost the audio there.
[02:49:42.490 --> 02:49:43.533]  Okay, we lost the audio there.
[02:49:44.775 --> 02:49:56.498]  Yeah, he's exactly right, and that's what's very scary, is to see that these guys coming back, stressed out, PTSD, drugged up by the VA, that they're now going into corrections in the military.
[02:49:56.498 --> 02:50:05.860]  It's exactly what we showed from Clockwork Orange, if you're familiar with that movie by, uh, that came up because of the interview that Alex had with Vivian Kubrick, daughter of Stanley Kubrick.
[02:50:05.860 --> 02:50:06.780]  That's a great interview.
[02:50:06.780 --> 02:50:09.481]  If you haven't seen it, look for that on
[02:50:10.021 --> 02:50:11.902]  Thurston Planet TV, if you're a subscriber.
[02:50:11.902 --> 02:50:14.464]  If you're not a subscriber, you ought to become a subscriber.
[02:50:14.464 --> 02:50:16.245]  Hand that out to your friends and family.
[02:50:16.245 --> 02:50:17.785]  You can give that as a gift.
[02:50:17.785 --> 02:50:20.047]  Very cheap way to support our operation here.
[02:50:20.047 --> 02:50:23.409]  But you can also see that particular interview is now up on YouTube.
[02:50:23.409 --> 02:50:24.169]  It's a great interview.
[02:50:24.169 --> 02:50:25.330]  But if you remember that movie...
[02:50:26.110 --> 02:50:33.495]  You had this gang of thugs that went around creating violence, rape, murder, beating people up.
[02:50:33.495 --> 02:50:34.576]  One of them goes to prison.
[02:50:34.576 --> 02:50:40.100]  His other friends, his droogs as he calls them, they become police officers and continue the same thing.
[02:50:40.100 --> 02:50:42.141]  And that's exactly what Gerald was talking about.
[02:50:42.141 --> 02:50:43.602]  We're going to get him back on the line.
[02:50:43.602 --> 02:50:45.083]  He's going to join us in the next segment.
[02:50:45.083 --> 02:50:48.025]  We're going to talk about the Trans-Pacific Partnership.
[02:50:48.585 --> 02:50:54.867]  This is the new comprehensive treaty that's being negotiated, negotiating away our rights.
[02:50:54.867 --> 02:50:58.248]  We'll be right back, stay tuned.
[02:50:58.248 --> 02:51:01.908]  It's been said, those who control the food, control the people.
[02:51:01.908 --> 02:51:05.709]  Are you concerned about GMO foods making you sick and affecting your mind?
[02:51:05.709 --> 02:51:11.911]  Many people suffer from lack of energy, insomnia, loss of stamina, weight gain, and the inability to think clearly.
[02:51:11.911 --> 02:51:16.152]  Genetically modified crops, processed foods, and toxic chemicals can compromise
[02:51:16.732 --> 02:51:36.941]  Pro-EM1 probiotic helps protect your body against irritable bowel syndrome, constipation, Crohn's disease, celiac disease, diabetes, the common cold, and much more.
[02:51:36.941 --> 02:51:41.362]  And including a powerful probiotic like Pro-EM1 is part of your daily routine.
[02:51:41.362 --> 02:51:45.284]  Put you back in control and prevent you from becoming a mindless zombie.
[02:51:45.484 --> 02:51:48.645]  Manipulated by the pharmaceutical and GMO agendas.
[02:51:48.645 --> 02:51:54.826]  Call Terragonics at 866-369-3678 or visit Terragonics.com.
[02:51:54.826 --> 02:51:58.227]  T-E-R-A-G-A-N-I-X dot com.
[02:51:58.227 --> 02:51:59.527]  There's a reason why the U.S.
[02:51:59.527 --> 02:52:03.288]  government is conducting emergency drills simulating the collapse of the U.S.
[02:52:03.288 --> 02:52:04.208]  electrical grid.
[02:52:04.208 --> 02:52:06.109]  Northeast corridor, offline.
[02:52:06.109 --> 02:52:06.989]  They're getting prepared.
[02:52:07.529 --> 02:52:10.030]  Will you be prepared when it shuts down?
[02:52:10.030 --> 02:52:11.951]  A massive power outage.
[02:52:11.951 --> 02:52:13.271]  A cyber Pearl Harbor.
[02:52:13.271 --> 02:52:16.592]  The evacuation procedures are working.
[02:52:16.592 --> 02:52:20.574]  The Grid Eraser and Grid Eraser Maximus portable solar generators.
[02:52:20.574 --> 02:52:23.915]  Available exclusively on OffTheGrid.com.
[02:52:23.915 --> 02:52:26.736]  The strongest, longest lasting solar generators.
[02:52:26.736 --> 02:52:29.697]  Dollar for dollar, watt for watt, on the market.
[02:52:29.697 --> 02:52:32.238]  Double the size and output, but not double the price.
[02:52:33.218 --> 02:52:35.379]  Oh yeah, one more thing.
[02:52:35.379 --> 02:52:41.382]  You only pay $10 for shipping for the Grid Eraser and Grid Eraser Maximus at OffTheGrid.com.
[02:52:41.382 --> 02:52:45.264]  Actually, shipping is just $10 for any order at OffTheGrid.com.
[02:52:45.264 --> 02:52:54.770]  Before you spend your hard-earned cash on a solar generator, do yourself a favor and check out the Grid Eraser and Grid Eraser Maximus at OffTheGrid.com.
[02:52:54.770 --> 02:52:56.951]  Solar generators, with an attitude.
[02:52:57.731 --> 02:52:58.751]  The facts are in.
[02:52:58.751 --> 02:53:00.172]  The studies are legion.
[02:53:00.172 --> 02:53:07.674]  Sodium fluoride and other toxic members of the fluoride family are devastating the health and cognitive ability of the American people.
[02:53:07.674 --> 02:53:11.495]  So why are the social engineers adding it to the water?
[02:53:11.495 --> 02:53:12.075]  Simple.
[02:53:12.075 --> 02:53:16.796]  Dumb down the host population that the parasitic technocracy is feeding on.
[02:53:16.796 --> 02:53:22.218]  We may not have been able to get fluoride out of the water supply yet, but we can help to get it out of our bodies.
[02:53:22.518 --> 02:53:28.045]  I am extremely excited to announce the exclusive InfoWars Lite Fluoride Shield formulation.
[02:53:28.045 --> 02:53:38.860]  Fusing six of the best documented ingredients from around the world to help the body remove not just toxic fluoride residues from the body, but a whole host of toxic substances.
[02:53:38.860 --> 02:53:40.682]  Let's take a stand against the globalists.
[02:53:40.822 --> 02:53:43.404]  By blocking their poisons with Fluoride Shield.
[02:53:43.404 --> 02:53:45.586]  I use Fluoride Shield every day.
[02:53:45.586 --> 02:53:51.131]  Secure your Fluoride Shield and other pioneering formulations at InfoWarsLife.com today.
[02:53:51.131 --> 02:53:55.535]  Let's start cleansing our bodies now and support the Info War at the same time.
[02:53:55.535 --> 02:53:56.816]  That's InfoWarsLife.com
[02:54:08.168 --> 02:54:09.669]  Welcome back to the Alex Jones Show.
[02:54:09.669 --> 02:54:13.731]  I'm David Ignite, filling in for Alex today, this Wednesday before Thanksgiving.
[02:54:13.731 --> 02:54:16.593]  And Gerald Salenti has been joining us in this last hour.
[02:54:16.593 --> 02:54:21.295]  We've got one more segment, and we want to talk about the Trans-Pacific Partnership.
[02:54:21.295 --> 02:54:26.838]  Now, in the last segment, we were talking about the buildup in forces between the U.S.
[02:54:26.838 --> 02:54:31.141]  and China and Japan, and how Ambrose Evans Pritchard of the
[02:54:32.352 --> 02:54:38.535]  This is the Telegraph said that the Chinese-Japanese rearmament is just simply Keynesian stimulus.
[02:54:38.535 --> 02:54:40.076]  That's pretty amazing.
[02:54:40.076 --> 02:54:45.359]  I mean, I've heard many people say that, you know, the World War II brought us out of the Great Depression.
[02:54:45.359 --> 02:54:52.463]  Well, if that's the case, then somebody needs to reevaluate their definition of depression, because once we got into the war,
[02:54:53.343 --> 02:54:54.844]  I remember that there was rationing.
[02:54:54.844 --> 02:54:59.729]  I mean, I wasn't alive at that time, but I know my history well enough to know that there was severe rationing.
[02:54:59.729 --> 02:55:07.875]  So, to me, depression means... ending a depression means that you start to end the economic privation of people, and that's not what happened.
[02:55:07.875 --> 02:55:08.936]  It actually got worse.
[02:55:08.936 --> 02:55:13.520]  All it did was build a giant military-industrial complex that's been preying on people since then.
[02:55:13.520 --> 02:55:21.287]  But, Gerald, I want to talk to you about the Trans-Pacific Partnership, this agreement that's being negotiated in secret with
[02:55:21.767 --> 02:55:35.396]  Hundreds, over 600 corporate lawyers are going in and negotiating this and our lawmakers are not allowed to even see what's in the agreement because it's now on the fast track trade agreement.
[02:55:35.396 --> 02:55:36.217]  What do you think about this?
[02:55:36.917 --> 02:55:38.738]  Well, first of all, I love the name.
[02:55:38.738 --> 02:55:42.120]  It's a lovely little name, isn't it?
[02:55:42.120 --> 02:55:46.503]  Trans-Pacific Partnership.
[02:55:46.503 --> 02:55:48.865]  You feel like you've got a piece of the action, right?
[02:55:48.865 --> 02:55:50.566]  Except we're not stakeholders in this.
[02:55:50.566 --> 02:55:52.047]  No, as a partnership.
[02:55:52.047 --> 02:55:53.928]  You're not a partner.
[02:55:53.928 --> 02:55:56.810]  I mean, it's just, you know, you said it all.
[02:55:59.416 --> 02:56:08.479]  600 corporate negotiators, Congress being kept in secret, Obama fast-tracking it.
[02:56:08.479 --> 02:56:14.421]  It's another day in what's happened to this country.
[02:56:14.421 --> 02:56:20.643]  Again, I always say it, four words prove that this is not capitalism.
[02:56:21.607 --> 02:56:22.788]  It's fascism.
[02:56:22.788 --> 02:56:23.068]  Yes.
[02:56:23.068 --> 02:56:24.770]  Too big to fail.
[02:56:24.770 --> 02:56:25.171]  Yes.
[02:56:25.171 --> 02:56:29.415]  And this is a perfect fascist program.
[02:56:29.415 --> 02:56:45.871]  Because under this new fascist partnership with Asia, the United States will not have any power in government regulations over these multinationals.
[02:56:46.753 --> 02:56:50.595]  Or transnationals, whatever you'd like to call them.
[02:56:50.595 --> 02:56:53.277]  And that's what this really is.
[02:56:53.277 --> 02:56:55.838]  They use the term globalization.
[02:56:55.838 --> 02:57:00.141]  This isn't globalization, it's multinationalism.
[02:57:00.141 --> 02:57:02.222]  It's a multinational takeover.
[02:57:02.722 --> 02:57:15.451]  It's elevating these corporations to the level of the government, because they have these tribunals, these state corporation tribunals, where one of the arbiters is picked by the corporation, one by the government, and one by them mutually.
[02:57:15.451 --> 02:57:24.076]  So they elevate them to the same level, and then we, the taxpayers, have to pay if the government does something to affect the profits of these multinational corporations.
[02:57:24.076 --> 02:57:25.377]  It's absolutely amazing.
[02:57:25.377 --> 02:57:26.758]  You pointed it out exactly.
[02:57:26.758 --> 02:57:28.339]  It is exactly fascism.
[02:57:28.339 --> 02:57:29.140]  It's not socialism.
[02:57:29.140 --> 02:57:32.362]  And that's what we've been seeing from Obama all the way along through this administration.
