[00:00:10.211 --> 00:00:11.751]  First, congratulations.
[02:36:04.963 --> 02:36:07.644]  But we can overwhelm them with sheer numbers.
[02:36:08.524 --> 02:36:11.865]  And that's why it's going to be our week next week.
[02:36:12.748 --> 02:36:15.310]  You know, we weren't around for Valley Forge.
[02:36:15.370 --> 02:36:19.593]  We weren't around, you know, during any of America's darkest days.
[02:36:20.514 --> 02:36:22.035]  And now we're so comfortable.
[02:36:22.135 --> 02:36:28.920]  It's so easy to sit on the couch, watch the TV, change channels, hit the refrigerator.
[02:36:28.940 --> 02:36:30.641]  There's no problem.
[02:36:30.701 --> 02:36:38.667]  You can just watch your country go down the toilet, watch our elections be stolen, watch our freedom being lost.
[02:36:39.568 --> 02:36:40.969]  Or you can actually rally.
[02:36:41.499 --> 02:36:50.266]  Now, next week, it's not going to be a quick in-and-out like some rallies are, you know, with convenient shuttle buses.
[02:36:50.686 --> 02:36:52.708]  This is going to be a lot of confusion.
[02:36:52.728 --> 02:36:57.111]  I've been told they're not going to put out porta-potties.
[02:36:58.352 --> 02:36:58.952]  The D.C.
[02:36:58.992 --> 02:37:03.676]  government is going to do everything that they can to sabotage and hassle this.
[02:37:04.580 --> 02:37:11.762]  So if you go to Washington, you can't plan on just getting a hotel room anywhere in Maryland or Virginia, convenient.
[02:37:12.402 --> 02:37:15.523]  You're going to have to go almost with a camping trip mentality.
[02:37:16.443 --> 02:37:23.725]  And the weather should be fairly decent, the long-range forecast isn't too cold, no front coming through, but you can't tell at this point.
[02:37:24.335 --> 02:37:31.762]  But you're going to have to go with your own plan for food, for water, and for all of the bodily functions.
[02:37:31.822 --> 02:37:41.751]  Because if you are in a mob of 500,000 or a million people, you're not going to be able to just look at your map and say, oh, now I'm going to walk down this street.
[02:37:42.192 --> 02:37:44.994]  You're going to be like a fish in the middle of a giant school.
[02:37:45.535 --> 02:37:48.938]  You're going to go where the school pushes you at some points.
[02:37:49.767 --> 02:37:58.634]  So, you know, unless you get there very early, like on the 4th or 5th, and stake out a spot, you know, you may not even get within sight of the Capitol.
[02:37:59.414 --> 02:38:00.335]  But that's alright.
[02:38:00.975 --> 02:38:01.916]  Even if the D.C.
[02:38:01.996 --> 02:38:15.406]  police pull tricks like stopping the Metro from running, or searching people going on the Metro to hassle them and confiscate signs, things like that, you know, there are other methods that can be done.
[02:38:16.783 --> 02:38:19.764]  Giant car caravans can just circle the D.C.
[02:38:19.824 --> 02:38:20.324]  Beltway.
[02:38:20.945 --> 02:38:30.028]  You get enough enough Trumpsters, enough Stop the Steal ralliers to park on the bridges, you can bring Washington, D.C.
[02:38:30.068 --> 02:38:31.168]  to a complete stop.
[02:38:31.668 --> 02:38:40.271]  If they try to prevent this peaceful assembly by keeping people away from the Capitol, then the people are just going to do other things.
[02:38:41.052 --> 02:38:44.293]  And on the other side of this break, we're going to talk some more about that.
[02:38:45.131 --> 02:38:48.934]  You know, this, I can't emphasize, this is our moment.
[02:38:49.574 --> 02:38:54.758]  You know, we have never been tested in our lives like we are about to be tested.
[02:38:55.158 --> 02:38:58.681]  We haven't fought a war on American soil since 1865.
[02:38:59.621 --> 02:39:02.343]  You know, we have been blessed.
[02:39:02.464 --> 02:39:06.787]  Our wars have been fought overseas, in other people's territory.
[02:39:07.607 --> 02:39:09.709]  And we have to get off the couches
[02:39:10.549 --> 02:39:23.693]  Break away out of our free, out of our, you know, peaceful, easy living and show that this country is not going to be stolen by these Democrats, Socialists, Communists, Globalists.
[02:39:24.233 --> 02:39:25.834]  We're just not going to permit it.
[02:39:26.374 --> 02:39:28.555]  And next week is when we're going to show it.
[02:39:29.175 --> 02:39:36.137]  You know, it's, it's, um, it's been pretty hard for me to think about anything except this election from November 3rd when
[02:39:37.062 --> 02:39:43.803]  Trump was ahead by hundreds of thousands of votes in these six key states we've been talking about now for almost two months.
[02:39:45.183 --> 02:39:51.525]  And we woke up and lo and behold, the Democrats had pulled off their Operation Red Mirage.
[02:39:52.225 --> 02:39:56.445]  They had flooded the ballot boxes with their fake ballots.
[02:39:57.306 --> 02:39:59.966]  And yeah, I absolutely now say fake ballots.
[02:40:00.826 --> 02:40:05.167]  I don't know how many of you were able to watch the Georgia Senate hearing yesterday.
[02:40:06.278 --> 02:40:09.680]  And I watched it all, and it had some amazing testimony.
[02:40:10.561 --> 02:40:14.143]  Some from technical and engineering experts.
[02:40:15.344 --> 02:40:21.868]  There's no question that tens of thousands of ballots in these states were counterfeit.
[02:40:22.729 --> 02:40:25.531]  They were mass produced ahead of time.
[02:40:26.311 --> 02:40:34.056]  When you look at some of these guys, like this witness on the screen right now, Jovan Pulitzer, he's got 200 patents.
[02:40:35.498 --> 02:40:41.539]  You know, involved with the human-machine interface, like QR codes.
[02:40:41.619 --> 02:40:45.220]  He's an expert on this and he says all he needs to see is the paper ballots.
[02:40:46.740 --> 02:40:48.121]  You can't fake the creases.
[02:40:48.161 --> 02:40:49.581]  You can't fake the dots.
[02:40:50.161 --> 02:40:51.421]  You can't fake the names.
[02:40:52.361 --> 02:40:57.082]  If they can show the paper ballots, it's obviously going to be shown a fraud.
[02:40:57.703 --> 02:40:59.523]  So why are they hiding the paper ballots?
[02:40:59.543 --> 02:41:02.544]  They're hiding the paper ballots because they are hiding the fraud.
[02:41:03.564 --> 02:41:04.504]  Another expert,
[02:41:05.123 --> 02:41:10.487]  Who is named Bobby Piton or Python, P-I-T-O-N.
[02:41:11.608 --> 02:41:15.792]  He's done a very fascinating mathematical analysis of the names.
[02:41:16.813 --> 02:41:29.163]  And in Pennsylvania and Georgia, among other states, there are hundreds of thousands of names of people that essentially what it boils down to is they have no relatives.
[02:41:29.663 --> 02:41:31.945]  They're like a celestial alien
[02:41:32.912 --> 02:41:37.574]  You know, dropped onto the planet Earth for the purpose of voting and then disappearing.
[02:41:38.314 --> 02:41:42.916]  They have unique first and last names that don't have any relatives.
[02:41:43.016 --> 02:41:46.017]  They had no mother, father, sister, brother, nephew.
[02:41:46.037 --> 02:41:54.420]  You know, this is so easy to look into if we had an honest media, if we had an honest Department of Justice.
[02:41:55.141 --> 02:41:56.961]  This would be so easy to crack.
[02:41:57.361 --> 02:42:01.063]  So we're watching this theft in front of our faces in real time.
[02:42:01.653 --> 02:42:07.294]  We're watching it, and we're just going to sit on the couch and say, well, what can I do about it?
[02:42:08.154 --> 02:42:15.316]  Well, let me tell you, the path of least resistance is just to flow down the river like a cork.
[02:42:16.056 --> 02:42:30.779]  Or another way of looking at it, the path of least resistance is to stay in the herd of sheep that are following a Judas goat up at the front through the ever-narrowing plank board fences on each side
[02:42:31.411 --> 02:42:35.134]  Formed into a V, and at the end is the slaughterhouse.
[02:42:35.855 --> 02:42:42.641]  Because there's no doubt, what is in store for us, we are being set up for slavery.
[02:42:43.322 --> 02:42:55.113]  If we let this stand, if we let an election be stolen from us, while our elite political bosses and media bosses say, don't believe your lying eyes,
[02:42:55.888 --> 02:43:05.596]  Those ballots being pulled out from underneath the tables that were hidden, you know, hidden with black tablecloths, that doesn't mean anything.
[02:43:05.956 --> 02:43:22.909]  When you see those women putting those stacks of ballots through three and four times, something like 150,000 Biden votes in a spike in the middle of the night in Georgia after they said, oh, we have to clear the room for a burst water main.
[02:43:23.871 --> 02:43:28.252]  Folks, if you let this happen, then it's on you.
[02:43:28.272 --> 02:43:34.054]  Then future generations will say, you just didn't really give a damn.
[02:43:34.754 --> 02:43:38.275]  They stole the election, not even hiding it.
[02:43:39.176 --> 02:43:42.157]  Hundreds of thousands of fake names.
[02:43:42.417 --> 02:43:44.137]  People that don't exist.
[02:43:45.338 --> 02:43:48.258]  Counterfeit ballots with no creases.
[02:43:49.499 --> 02:43:50.759]  Dead people voting.
[02:43:51.359 --> 02:43:52.860]  Illegal aliens voting.
[02:43:53.542 --> 02:44:02.287]  And none of your political bosses are giving you the courtesy, or very few, of even saying, yeah, what you see with your own two eyes is true.
[02:44:02.707 --> 02:44:06.789]  The elite class just wants the party to continue.
[02:44:06.809 --> 02:44:18.036]  The Republicans just want to go back to being the Washington generals, the happy basketball team that always loses to the Harlem Globetrotters.
[02:44:19.356 --> 02:44:22.118]  From day one, Trump has been up against
[02:44:22.919 --> 02:44:27.082]  All of the Democrats and at least half of the Republicans.
[02:44:27.603 --> 02:44:28.884]  Look at Mitch McConnell.
[02:44:29.424 --> 02:44:38.211]  If he was a patriot and not a Chai Com sellout, look at his wife's family, the billions that they make from China.
[02:44:38.892 --> 02:44:43.735]  If he wasn't a Chai Com sellout, he could stop this right now.
[02:44:44.216 --> 02:44:49.300]  Instead of making a deal with Nancy Pelosi to put the knife in Trump's back,
[02:44:50.057 --> 02:44:53.719]  And put Biden, the election thief, in the White House.
[02:44:54.519 --> 02:45:04.763]  He could put an end to this just by promoting the challenges to these false certified results in these swing states.
[02:45:05.604 --> 02:45:06.904]  But he's not doing it.
[02:45:07.524 --> 02:45:08.625]  And he's not alone.
[02:45:09.679 --> 02:45:13.260]  Half of the Republicans are as bad as the Democrats.
[02:45:13.300 --> 02:45:35.409]  In fact, I think I hate them more because I respect an honest enemy like a Chuck Schumer standing in front of me as a communist saying he hates me more than a Republican that says, sure, I'm a conservative, but he's making secret deals with Pelosi and Schumer to get ready to put the knife in our back.
[02:45:36.470 --> 02:45:39.371]  Folks, next week, we have a chance
[02:45:40.031 --> 02:45:42.212]  To change the course of history.
[02:45:42.853 --> 02:45:48.797]  It's not going to be done by Senator Hawley by himself.
[02:45:49.317 --> 02:45:58.223]  We can't wait for some, you know, white hat QAnon secret, you know, insiders going to fix it for us.
[02:45:58.263 --> 02:45:59.664]  That's not going to happen.
[02:45:59.884 --> 02:46:01.585]  All of that has been BS.
[02:46:02.265 --> 02:46:07.849]  That's been meant to keep the sheep going in line to the slaughterhouse, nice and calm.
[02:46:08.652 --> 02:46:13.816]  Believing in some deus ex machina that was going to pull a rabbit out of the hat and save us.
[02:46:15.517 --> 02:46:18.199]  We're not going to be saved by anybody above us.
[02:46:18.760 --> 02:46:31.869]  We're going to only be saved by millions of Americans moving to Washington, occupying the entire area, if necessary, storming right into the Capitol.
[02:46:31.889 --> 02:46:33.791]  We know the rules of engagement.
[02:46:35.902 --> 02:46:41.305]  If you have enough people, you can push down any kind of a fence or a wall.
[02:46:42.185 --> 02:46:49.009]  But if not enough patriots show up, then we're just going to watch our freedom go down the drain.
[02:46:50.009 --> 02:46:57.313]  If anybody thinks, and I hope on this show they don't think it, don't worry, in two years we'll win, we'll get them back.
[02:46:58.034 --> 02:47:00.055]  That's what they thought in Venezuela.
[02:47:00.455 --> 02:47:02.496]  Don't worry about this Hugo Chavez.
[02:47:03.174 --> 02:47:07.416]  He'll wreck the economy, and then the conservatives will win the next election.
[02:47:07.896 --> 02:47:08.496]  No, folks.
[02:47:09.217 --> 02:47:28.145]  If they can steal an election right in front of our face, on video, with, you know, hundreds of thousands of fake ballots, counterfeit ballots, fake names of people that don't exist, and we can't stop it, do you really think we'll ever have another free election in this country?
[02:47:29.212 --> 02:47:33.657]  Do you think they'll give us a chance to come back in two years and push the Democrats out?
[02:47:35.279 --> 02:47:38.162]  Next week is a pivot in American history.
[02:47:38.762 --> 02:47:50.335]  Next week, we are going to stand up as free Americans, or we are just going to cringe back to our sofa, watch our country turn into a Marizuela,
[02:47:51.039 --> 02:48:00.109]  Lose our freedom, and remember, our country in this scenario is just one big cog in the global Great Reset.
[02:48:00.669 --> 02:48:07.877]  We're going to be nothing more than peasant slaves in a Chinese-style social credit system
[02:48:08.570 --> 02:48:24.936]  Where you just have to say yes or no, sir, because you're afraid that if you go to the wrong websites, you're going to get marked down on your social credit, which will affect everything from your credit score to your ability to travel, just like in China.
[02:48:25.396 --> 02:48:27.617]  That's what our elites have planned for us.
