[00:00:09.747 --> 00:00:10.169]  Oh, no.
[03:16:50.932 --> 03:16:58.739]  You probably remember that video from a couple of months back where it shows an alert going off if people are walking too close to one another.
[03:16:59.355 --> 03:17:13.068]  Which in turn mirrors the social credit score in China, where if people, for example, jaywalk, cross the road too early, a big red box appears around their head, their face is scanned into the system, and then maybe they'll be punished.
[03:17:13.068 --> 03:17:22.037]  Maybe they won't be able to buy train tickets, airplane tickets, maybe they won't be able to renew their driver's license, use a bus, use public transport whatsoever.
[03:17:22.037 --> 03:17:22.838]  Maybe they'll get their
[03:17:23.621 --> 03:17:31.306]  Rights to use the internet taken away entirely because they've been very naughty boys and girls.
[03:17:31.306 --> 03:17:43.494]  But the company, in the case of this Pepper AI robot, asserts that no personal data is used or stored because of course you can trust giant corporations to securely store your data.
[03:17:43.494 --> 03:17:46.355]  Not gone wrong with that, has it?
[03:17:46.355 --> 03:17:51.939]  Although face scanning technology is widely used by both companies and governments in dictatorial states like China,
[03:17:52.486 --> 03:17:53.406]  We're good to go.
[03:18:10.251 --> 03:18:14.732]  Say that the masks are pointless and this is the point that I've made over and over again.
[03:18:14.732 --> 03:18:30.135]  You will notice the people who wear the masks completely ignore social distancing to the point where they not only brush up against you, they get right in your face and start spitting and snarling at you if you're not wearing a mask.
[03:18:30.135 --> 03:18:34.816]  They're touching the mask, they're adjusting it, they're touching surfaces.
[03:18:34.816 --> 03:18:38.457]  Some people have argued that this mask compliance regime
[03:18:39.198 --> 03:18:42.580]  Could actually be making coronavirus worse.
[03:18:42.580 --> 03:18:46.482]  But experts in the Netherlands and Sweden have said that masks are basically pointless.
[03:18:46.482 --> 03:18:49.983]  I'm going to get onto that article in a minute.
[03:18:49.983 --> 03:19:03.710]  And as I write in this article, in a wider context, the mask has become a symbol of compliance while also facilitating many to virtue signal and express righteously indignant and sometimes violent vitriol towards refuseniks.
[03:19:03.710 --> 03:19:06.151]  And in fact, we have another case of that today.
[03:19:06.977 --> 03:19:12.902]  This of course is hot on the heels of numerous confrontations inside Walmarts, inside supermarkets.
[03:19:12.902 --> 03:19:28.335]  And of course the example in California where a couple trying to have a peaceful picnic in the park, again completely on their own, not near anyone, were confronted and maced in the face by an elderly woman because they weren't wearing a mask.
[03:19:28.335 --> 03:19:31.257]  Didn't matter that they were in a park on their own trying to eat a picnic.
[03:19:31.806 --> 03:19:39.790]  Apparently now you have to wear a mask even while you're eating, otherwise you might get maced in the face by a mask-wearing NPC.
[03:19:39.790 --> 03:19:42.651]  Now we have this headline out of the UK.
[03:19:42.651 --> 03:19:43.091]  London.
[03:19:43.091 --> 03:19:48.854]  Man with mask not fully covering his face lectures woman about not wearing mask.
[03:19:48.854 --> 03:19:50.314]  And there's a video in this article.
[03:19:50.314 --> 03:19:58.378]  A video shot in the London Underground shows a man wearing an ill-fitting mask that isn't even fully covering his mouth aggressively lecturing another woman for not wearing a mask.
[03:20:00.419 --> 03:20:07.163]  So I was just minding my own business when the mask police came to attack, tweeted the woman involved in the confrontation.
[03:20:07.163 --> 03:20:11.146]  And he's effing and blinding, he's screaming obscenities at her.
[03:20:11.146 --> 03:20:17.890]  He's spitting and snarling as he walks up to her, gets, you know, within the bounds of social distancing.
[03:20:17.890 --> 03:20:21.092]  He's got some kind of dyed blue beard.
[03:20:21.092 --> 03:20:24.093]  The mask isn't even covering his face.
[03:20:24.093 --> 03:20:26.895]  His mouth is hanging out of the bottom of it.
[03:20:26.895 --> 03:20:29.817]  And this is the guy who set himself up as the warden.
[03:20:31.024 --> 03:20:33.766]  The warden for the other prisoners.
[03:20:33.766 --> 03:20:42.333]  Another commuter then attempts to intervene by saying, leave her alone, to which the blue bearded man responds, no, put an effing mask on!
[03:20:42.333 --> 03:20:45.375]  So we see these confrontations every single day.
[03:20:45.375 --> 03:20:48.597]  They only appear to be getting more violent.
[03:20:48.597 --> 03:20:51.360]  They only appear to be escalating to an even greater degree.
[03:20:51.360 --> 03:20:54.422]  Of course, we had the video yesterday of a couple
[03:20:55.570 --> 03:21:03.156]  The female partner threw a hot coffee on a man simply because they had a debate or an argument about mask wearing.
[03:21:03.156 --> 03:21:07.719]  So these people literally feel emboldened because they're the good people, right?
[03:21:07.719 --> 03:21:12.242]  This is like the IRL version of virtue signaling.
[03:21:12.242 --> 03:21:18.587]  I'm a good person, I'm wearing the mask, I'm conforming, I'm obeying, I'm complaining.
[03:21:18.587 --> 03:21:21.669]  Not only does that give me the right to strut around like I'm some kind of
[03:21:22.347 --> 03:21:23.789]  Superclass.
[03:21:23.789 --> 03:21:27.452]  It gives me the right to get in your face and violently attack you.
[03:21:27.452 --> 03:21:36.081]  This is how these people think and we're emboldening a society full of them and it's only going to get worse.
[03:21:36.081 --> 03:21:42.548]  I'm going to talk about what's happening in the UK in the next segment where people are so panicked by coronavirus in some tourist hotspots
[03:21:43.422 --> 03:21:48.744]  They're literally leaping out of the way of people walking in the opposite direction.
[03:21:48.744 --> 03:21:50.485]  We're going to get that tomorrow.
[03:21:50.485 --> 03:21:52.466]  On the other side of the break, Summit.News.
[03:21:52.466 --> 03:21:53.146]  Don't go away.
[03:21:53.146 --> 03:21:57.587]  Storable food is again available for shipping within three to four weeks.
[03:21:57.587 --> 03:21:58.208]  We have it.
[03:21:58.208 --> 03:22:01.689]  It's high quality, but it's got to be packaged and shipped out to you.
[03:22:01.689 --> 03:22:04.250]  Some items are shipping in a week, some in four weeks.
[03:22:04.250 --> 03:22:05.591]  So they're saying three to four weeks.
[03:22:05.591 --> 03:22:06.391]  It's my Patriot.
[03:22:06.391 --> 03:22:07.711]  We have their full catalog.
[03:22:07.711 --> 03:22:10.632]  They're in our back end at InfoWarsStore.com.
[03:22:10.632 --> 03:22:11.753]  Get your orders in now.
[03:22:12.273 --> 03:22:15.658]  Before the next big surge comes in.
[03:22:15.658 --> 03:22:22.887]  Believe me, every angle I've looked at tells me that really, really serious times are ahead, whether Trump wins or loses.
[03:22:22.887 --> 03:22:26.893]  The globalists have already created a worldwide depression, lockdowns on a planetary scale.
[03:22:27.313 --> 03:22:28.754]  And it's only intensifying.
[03:22:28.754 --> 03:22:31.957]  This is one of the big boxes you've got to get checked off.
[03:22:31.957 --> 03:22:33.418]  It's high-quality, storable food.
[03:22:33.418 --> 03:22:37.802]  MyPatriot has really good, high-quality food at a very affordable price.
[03:22:37.802 --> 03:22:40.685]  And the packaging is the best you're going to find out there.
[03:22:40.685 --> 03:22:43.767]  Check it out for yourself at infowarrestore.com.
[03:22:43.767 --> 03:22:50.433]  And then, the money that comes in that's extra helps us fund the information warfare operation that fights the globalist toe-to-toe.
[03:22:50.433 --> 03:22:52.335]  Get your storable food now at infowarrestore.com.
[03:22:53.974 --> 03:22:59.197]  Allergies, dander, asthma, germs, toxins.
[03:22:59.197 --> 03:23:03.480]  There are many reasons why we need to think about what is really in the air around us.
[03:23:03.480 --> 03:23:07.922]  We may not be able to stop breathing, but we can control what's in the air we breathe.
[03:23:07.922 --> 03:23:16.328]  The revolutionary Alexa Pure Breathe air filtration system is a powerful ally in the fight against the dangerous toxins and viruses in the air.
[03:23:16.328 --> 03:23:23.552]  Powerful, quiet, and effective, the Breathe uses a four-step purification process to help you breathe easier and cleaner.
[03:23:23.972 --> 03:23:27.573]  Similar systems could cost hundreds to even thousands of dollars.
[03:23:27.573 --> 03:23:32.895]  But the Alexa Pure Breeze air purification is the best and most affordable bar none.
[03:23:32.895 --> 03:23:40.958]  The breeze and the ion cluster patented technology used in the system eliminate up to 99.97% of airborne contaminants.
[03:23:40.958 --> 03:23:46.340]  Get the Alexa Pure Breeze today and save big on a world-class air filtration system for your home.
[03:23:46.340 --> 03:23:48.621]  Don't keep breathing toxic or dangerous air.
[03:23:48.621 --> 03:23:50.642]  Get this special today at Infowarsstore.com.
[03:23:53.305 --> 03:23:54.025]  Six years.
[03:23:54.025 --> 03:24:01.128]  Starting about 24 years ago, I began to get calls from major Hollywood directors, producers, actors.
[03:24:01.128 --> 03:24:02.349]  They wanted to meet with me.
[03:24:02.349 --> 03:24:04.870]  And they said, what is your formal education?
[03:24:04.870 --> 03:24:06.891]  And I said, well, really, nothing but a few years of college.
[03:24:06.891 --> 03:24:13.514]  They said, well, how are you one of the best science fiction or cultural writers we've ever heard?
[03:24:13.514 --> 03:24:17.315]  The stuff you come up with is just unbelievable.
[03:24:17.315 --> 03:24:18.316]  We'd like you to be in movies.
[03:24:18.316 --> 03:24:19.556]  We'd like you to write with us.
[03:24:19.556 --> 03:24:21.017]  We'd like you to do voiceovers.
[03:24:21.496 --> 03:24:22.717]  You're just a renaissance man.
[03:24:22.717 --> 03:24:26.320]  Folks know I was in some movies and Harry Shearer makes statements like that and a lot of others.
[03:24:26.320 --> 03:24:27.621]  I'm not bragging.
[03:24:27.621 --> 03:24:28.662]  And I kept explaining to them.
[03:24:28.662 --> 03:24:32.725]  I said, do you understand I didn't come up with any of this?
[03:24:32.725 --> 03:24:37.048]  I'm reading globalist MIT white papers and futurist documents.
[03:24:37.048 --> 03:24:39.990]  And they would just laugh at me and say, oh, no way.
[03:24:39.990 --> 03:24:41.792]  Then I would give them the documents.
[03:24:41.792 --> 03:24:46.275]  They would get very, very scared the next time I saw them in a few months and say, man, you're right.
[03:24:46.275 --> 03:24:47.456]  This is dystopic.
[03:24:47.456 --> 03:24:50.178]  Folks, I didn't make any of this up, OK?
[03:24:50.178 --> 03:24:50.819]  It's real.
[03:24:50.819 --> 03:24:51.239]  It's real.
[03:24:56.155 --> 03:25:10.190]  You're listening to the Alex Jones Show!
[03:25:10.190 --> 03:25:18.039]  Live from the Summit.News headquarters, it's Paul Joseph Watson
[03:25:20.993 --> 03:25:30.578]  Now, there is no population that has been more terrorised by Covid-19 hysteria than that in the United Kingdom.
[03:25:30.578 --> 03:25:42.183]  There was an Ipsos Mori poll recently, which found that 68% of Brits were very concerned about the threat coronavirus poses to their health, compared to 28% who were just fairly concerned.
[03:25:42.183 --> 03:25:44.644]  But that's not the big enchilada here.
[03:25:44.644 --> 03:25:47.225]  This is absolutely insane.
[03:25:47.225 --> 03:25:48.566]  There was a separate survey
[03:25:49.474 --> 03:25:52.036]  And I'm reading here from the Spiked article.
[03:25:52.036 --> 03:25:55.498]  The British public has been terrorised.
[03:25:55.498 --> 03:26:07.247]  There was a separate survey which found, get this, on average the British public believes 7% of the UK population has died from coronavirus.
[03:26:07.247 --> 03:26:10.849]  That would amount to a death toll of nearly 5 million.
[03:26:14.091 --> 03:26:32.535]  OK, so the real figure of people who have died from coronavirus in the UK, bearing in mind that, according to the studies, 85% plus of them would have died anyway from other serious illnesses within a few weeks, the official COVID-19 death toll in the UK is 50,000.
[03:26:32.535 --> 03:26:38.916]  And yet the population of the country believes that 5 million people have died from it.
[03:26:39.983 --> 03:26:42.184]  How on earth do they believe that?
[03:26:42.184 --> 03:26:43.685]  What's the explanation?
[03:26:43.685 --> 03:26:50.207]  It's the constant drumbeat of terror, hysteria and propaganda from the mainstream media.
[03:26:50.207 --> 03:26:59.311]  To the point, which I highlight in the article, Corona Paranoia, panicked UK resident describes leaping out of the way to avoid tourists.
[03:27:00.359 --> 03:27:16.604]  To the point where people are afraid to leave their homes because they think that this second wave is already in effect and that this virus is raging and that it's already killed 5 million people in the United Kingdom.
