[00:00:05.603 --> 00:00:07.105]  Mark your calendars.
[03:39:35.532 --> 03:39:40.173]  To create the global fake ecumenist movement.
[03:39:40.173 --> 03:39:40.753]  Right?
[03:39:40.753 --> 03:39:51.076]  And so the Rockefellers not only did that, they also set up the Riverside Church, which had these statues to people like Darwin and Moses.
[03:39:51.076 --> 03:40:00.898]  It's a bizarre mix, but the whole chapter ends here, page 155, by saying that together with the money donated to countless seminaries across the country,
[03:40:02.138 --> 03:40:08.201]  $75 million would be given everywhere, just spread out, throwing, making it rain everywhere, right?
[03:40:08.201 --> 03:40:11.863]  To create a National Council of Churches.
[03:40:11.863 --> 03:40:18.987]  And this National Council of Churches would be an engine to promote Liberation Theology, right?
[03:40:18.987 --> 03:40:20.287]  Yes, Liberation Theology.
[03:40:20.287 --> 03:40:21.188]  It's a Rockefeller.
[03:40:21.188 --> 03:40:24.710]  Did you know that the Rockefellers are big fans of Liberation Theology?
[03:40:24.710 --> 03:40:25.810]  Now, why would they be fans of
[03:40:28.117 --> 03:40:29.298]  Communist ideas.
[03:40:29.298 --> 03:40:33.702]  I just can't figure out why anybody with a lot of money would like communism.
[03:40:33.702 --> 03:40:37.585]  That doesn't make any sense because the communists are against the people with money, right?
[03:40:37.585 --> 03:40:38.326]  No, they're not.
[03:40:38.326 --> 03:40:43.070]  Always, always, always, always, all the way back to Quigley.
[03:40:43.070 --> 03:40:44.251]  Go back to Quigley, right?
[03:40:44.251 --> 03:40:48.874]  When he's talking about the French Revolution, those commies in the French Revolution.
[03:40:48.874 --> 03:40:50.616]  Guess where they got their money?
[03:40:50.616 --> 03:40:51.777]  From banking elite.
[03:40:51.777 --> 03:40:56.541]  From wealthy Protestant and Swiss and other families.
[03:40:56.971 --> 03:40:59.031]  There's a whole chapter Quigley has on that.
[03:40:59.031 --> 03:41:03.592]  The French Revolution getting all this money to destroy the country.
[03:41:03.592 --> 03:41:05.332]  Do you think it's any different now?
[03:41:05.332 --> 03:41:07.733]  Well, no, it's not any different, right?
[03:41:07.733 --> 03:41:11.754]  Who are the protesters in the street, right?
[03:41:11.754 --> 03:41:15.494]  They're fighting the system, and the entire system's giving them hundreds of millions of dollars.
[03:41:15.494 --> 03:41:22.855]  I mean, it's ludicrous, but once you understand that the richest people on the planet love communism, I mean, they love it.
[03:41:22.855 --> 03:41:24.916]  It's their favorite thing, right?
[03:41:24.916 --> 03:41:26.356]  They lick their lips at communism.
[03:41:27.122 --> 03:41:29.043]  They want to lick Marx's beard.
[03:41:29.043 --> 03:41:31.624]  They want to eat the food out of Karl Marx's beard.
[03:41:31.624 --> 03:41:35.046]  That's how much they love communism, right?
[03:41:35.046 --> 03:41:40.949]  And they openly say it, right, in the 1978 or 1979 editorial from A China Traveler by David Rockefeller.
[03:41:40.949 --> 03:41:44.991]  There's also a lesser known essay, by the way, in Yale.
[03:41:44.991 --> 03:41:49.253]  There was the old Yale publication about Mao.
[03:41:49.253 --> 03:41:50.494]  Mao was a yali.
[03:41:50.494 --> 03:41:51.314]  Did you know that?
[03:41:51.314 --> 03:41:52.275]  Yale and China.
[03:41:54.043 --> 03:42:08.131]  And this essay talks about, it's Yale's publication, that the Skull and Bones Society wanted to put Mao into power to have this revolution in China, to completely basically rewrite the country.
[03:42:08.131 --> 03:42:10.773]  That's why, as I'm sure you've heard Alex mention many times,
[03:42:11.445 --> 03:42:12.285]  Chang Kai-Shek.
[03:42:12.285 --> 03:42:13.206]  They discarded him.
[03:42:13.206 --> 03:42:13.826]  Get him out of here.
[03:42:13.826 --> 03:42:17.607]  And let's put our full weight and support behind Mao.
[03:42:17.607 --> 03:42:21.009]  In fact, I've got Bill Donovan, founder of the OSS.
[03:42:21.009 --> 03:42:22.669]  I've got his autobiography.
[03:42:22.669 --> 03:42:23.629]  He tight bracks about it.
[03:42:23.629 --> 03:42:26.150]  He says, yeah, we wanted to put Mao in.
[03:42:26.150 --> 03:42:29.852]  This is a great thing to destroy this whole country.
[03:42:29.852 --> 03:42:30.392]  It was so great.
[03:42:30.999 --> 03:42:40.266]  Then fast forward, you've got in the middle of the Rockefeller's memoirs, he says, yeah, the whole Nixon thing, remember Nixon going to China, right?
[03:42:40.266 --> 03:42:42.708]  He says, no, no, no, that was actually me.
[03:42:42.708 --> 03:42:50.593]  He says, this, he says, I wanted to put Chase Bank in Communist China so that it would be the bank.
[03:42:50.593 --> 03:42:51.774]  And he brags about that.
[03:42:51.774 --> 03:42:57.138]  That's why he writes the China Traveler editorial, bragging and saying,
[03:42:58.038 --> 03:43:03.080]  That was all engineered so that David Rockefeller could get his thang going in China.
[03:43:03.080 --> 03:43:08.863]  Now, I mentioned the religion earlier in terms of older plans with H.G.
[03:43:08.863 --> 03:43:10.823]  Wells and these characters.
[03:43:10.823 --> 03:43:15.245]  I didn't even know about this book, and this is what I do all the time, read all these nerdy, boring books.
[03:43:15.245 --> 03:43:16.246]  And what do you know?
[03:43:16.246 --> 03:43:16.826]  H.G.
[03:43:16.826 --> 03:43:21.348]  Wells has a book about the coming religion.
[03:43:21.348 --> 03:43:22.968]  It's called God, the Invisible King.
[03:43:22.968 --> 03:43:25.229]  And you see that title and you think, well, that sounds good.
[03:43:25.229 --> 03:43:25.789]  I mean, H.G.
[03:43:25.789 --> 03:43:26.930]  Wells, he believes in God, right?
[03:43:27.597 --> 03:43:27.877]  H.G.
[03:43:27.877 --> 03:43:32.880]  Wells was a hardcore communist who said, the family, it's gone.
[03:43:32.880 --> 03:43:34.480]  We've got to end the family.
[03:43:34.480 --> 03:43:37.562]  That's the enemy number one, right?
[03:43:37.562 --> 03:43:40.903]  Traditional religion, enemy number two.
[03:43:40.903 --> 03:43:42.724]  Nation states, enemy number three, right?
[03:43:42.724 --> 03:43:46.086]  I mean, just total lunatic.
[03:43:46.086 --> 03:43:50.568]  And all of his science fiction, by the way, he transmits the same idea throughout all of his science fiction.
[03:43:51.852 --> 03:43:58.901]  But he wrote this obscure book that I came across and he outlines what the coming religion is.
[03:43:58.901 --> 03:44:05.190]  And it might surprise you because you think, well, he's going to say it's like a atheistic thing and it's all fake.
[03:44:06.130 --> 03:44:10.753]  Actually, he says that we do have a personal deity that we believe in.
[03:44:10.753 --> 03:44:15.476]  Now, he does say it's like personified generic nature and evolutionary process.
[03:44:15.476 --> 03:44:16.237]  Yeah.
[03:44:16.237 --> 03:44:20.019]  But on page 101, he says that we're not talking about Jesus.
[03:44:20.019 --> 03:44:21.080]  We don't want that Jesus.
[03:44:21.080 --> 03:44:21.640]  Get that out of here.
[03:44:21.640 --> 03:44:22.641]  That's not what we're talking about.
[03:44:22.641 --> 03:44:25.843]  He says our God is Prometheus.
[03:44:25.843 --> 03:44:27.064]  What?
[03:44:27.064 --> 03:44:27.984]  Yes.
[03:44:27.984 --> 03:44:30.986]  It's like that angel of light, Lucifer.
[03:44:30.986 --> 03:44:33.468]  He says that's our real God.
[03:44:33.468 --> 03:44:33.848]  Literally.
[03:44:34.582 --> 03:44:35.542]  Lucifer.
[03:44:35.542 --> 03:44:43.185]  Now, you can debate whether he thought that was a real entity or whether it was just some sort of symbolic thing, but he kind of goes back and forth in the book.
[03:44:43.185 --> 03:44:49.147]  He doesn't seem to say for sure whether he thinks it's, uh, uh, but it's basically, it's an antichrist type of thing.
[03:44:49.147 --> 03:44:50.247]  That's what I'm trying to get at here, right?
[03:44:50.247 --> 03:44:53.028]  I mean, he's, it doesn't matter whether he thinks it's a real entity or not.
[03:44:53.028 --> 03:44:58.170]  He's basically saying, I serve this antichrist spirit that I'm going to call Lucifer.
[03:44:58.530 --> 03:45:01.672]  That's going to erect the scientific Star Trek utopia.
[03:45:01.672 --> 03:45:03.754]  Literally, he says the Star Trek utopia.
[03:45:03.754 --> 03:45:11.519]  He says in the other book, either Open Conspiracy or New World Order, he says you've all got to die for our Star Trek future.
[03:45:11.519 --> 03:45:16.222]  We're going to have a federation of planets and all this kind of stuff and you all got to die.
[03:45:16.222 --> 03:45:17.863]  But look, at least you're going to die for something good.
[03:45:18.533 --> 03:45:20.814]  At least I'm going to give you something to die for.
[03:45:20.814 --> 03:45:22.435]  Don't you appreciate that?
[03:45:22.435 --> 03:45:25.236]  So I can go be Captain Kirk, right?
[03:45:25.236 --> 03:45:27.957]  Flying around, having sex with the green space women, right?
[03:45:27.957 --> 03:45:29.698]  That's what he says.
[03:45:29.698 --> 03:45:32.339]  He doesn't say the space women, but you know what I mean.
[03:45:32.339 --> 03:45:42.544]  And so look, what I'm trying to get across is that whether we go back a hundred years or whether we go back to, or whether we fast forward to the present day, what I mentioned last time with Alex, right?
[03:45:42.544 --> 03:45:45.105]  The head of Davos, Klaus Schwab.
[03:45:45.105 --> 03:45:47.427]  Klaus Schwab.
[03:45:47.427 --> 03:45:48.227]  He writes a whole book.
[03:45:49.139 --> 03:45:54.303]  Saying exactly the same thing that the people 100 years ago said.
[03:45:54.303 --> 03:45:55.043]  Here it is, right?
[03:45:55.043 --> 03:45:56.924]  The Shape of Things to Come.
[03:45:56.924 --> 03:45:57.725]  Ever watch that movie?
[03:45:57.725 --> 03:46:02.668]  It's hard to watch because it's really grainy bad, but H.G.
[03:46:02.668 --> 03:46:07.572]  Wells, he made that, well the story was written before World War II.
[03:46:07.572 --> 03:46:08.472]  And what does it predict?
[03:46:08.472 --> 03:46:10.954]  It predicts a big world war.
[03:46:10.954 --> 03:46:14.456]  With flying Masonic ships bombing everything.
[03:46:14.456 --> 03:46:14.776]  Literally.
[03:46:14.776 --> 03:46:15.357]  That's what he says.
[03:46:16.943 --> 03:46:30.595]  And so you fast forward to Klaus Schwab and we have the Internet of Things, we have biotech, we have geoengineering, all listed, all public.
[03:46:30.595 --> 03:46:36.059]  And I'm going to give you one last obscure book that a lot of people don't know about and they have forgotten.
[03:46:36.059 --> 03:46:39.522]  And it's part of this inner cadre, this inner cult.
[03:46:39.522 --> 03:46:42.785]  His name was Charles Galton Darwin.
[03:46:42.785 --> 03:46:43.986]  He wrote a book called The Next
[03:46:44.924 --> 03:46:46.005]  Million years.
[03:46:46.005 --> 03:46:48.827]  I don't know how he knew what was going to happen in a million years.
[03:46:48.827 --> 03:46:49.848]  That's a pretty big number.
[03:46:49.848 --> 03:46:50.889]  A million years, right?
[03:46:50.889 --> 03:47:01.516]  It's like when they talk about how Atali has this chapter about 11 million years ago, a monkey jumped out of a tree and that's how humans started walking was because it was 11.
[03:47:01.516 --> 03:47:03.578]  How do you know what happened 11 million years ago?
[03:47:03.578 --> 03:47:04.098]  Give me a break.
[03:47:04.098 --> 03:47:05.299]  Come on.
[03:47:05.299 --> 03:47:11.864]  But regardless, even though it sounds like science fiction, in their mind, they're writing future history by putting out the science fiction, right?
[03:47:11.864 --> 03:47:12.945]  So what does he say?
[03:47:12.945 --> 03:47:14.046]  Now, you might think again,
[03:47:14.907 --> 03:47:20.248]  Well, he's going to be talking about, you know, science and the importance of science.
[03:47:20.248 --> 03:47:21.669]  Yeah, he does say that.
[03:47:21.669 --> 03:47:24.929]  But who does he say the future will belong to?
[03:47:24.929 --> 03:47:29.190]  He says DNA, RNA, tracking, tracing, all of that, literally.
[03:47:29.190 --> 03:47:34.232]  He says, well, tell us who the superior bloodlines are.
[03:47:34.232 --> 03:47:35.012]  What?
[03:47:35.012 --> 03:47:36.092]  Yes, bloodlines.
[03:47:36.092 --> 03:47:42.674]  He says the elite have known about and worshipped bloodlines all the way back to Ptolemy and ancient dynasties.
[03:47:42.674 --> 03:47:44.154]  He says these royal bloodlines.
[03:47:45.262 --> 03:47:56.411]  We'll be tweaked so that you'll have breeders and specified breeding so that only the elite bloodlines can go into the future.
[03:47:56.411 --> 03:47:58.453]  What do we see in the news now?
[03:47:58.453 --> 03:48:00.354]  Covipest, right?
[03:48:00.354 --> 03:48:02.356]  Bill Gates, we gotta get these numbers down.
[03:48:02.356 --> 03:48:13.805]  Here's my chart for the numbers and if we get all these numbers down, you know, then maybe I can corner the market on New Balance sneakers with my slave class market that's building all my New Balance sneakers.
[03:48:14.491 --> 03:48:20.718]  Bill Gates, Kobe Pass, 50 years ago, Charles Galton, Darwin.
[03:48:20.718 --> 03:48:22.320]  I'm Jay Dyer of Jay's Analysis.
[03:48:22.320 --> 03:48:24.022]  Thank you for letting me be here.
