[00:00:13.725 --> 00:00:15.045]  Oh, I'm sorry.
[03:44:36.451 --> 03:44:42.994]  And so the traffic to InfoWars.com and Band.Video is triple our previous records right now.
[03:44:43.294 --> 03:44:50.499]  So you're doing a great job spreading the word and people are tuning in to find out the truth like never before because of you, the Modern Paul Reveres.
[03:44:53.561 --> 03:44:58.945]  For more than eight weeks, InfoWars has researched this deadly coronavirus, and it is deadly.
[03:44:58.945 --> 03:45:05.410]  It targets those who already have pre-existing conditions, compromised immune systems, and those over 70 particularly bad.
[03:45:05.410 --> 03:45:13.217]  It is deadly, but the globalists are hyping it as an economic and psychological warfare weapon to implement martial law and throw Trump out of office.
[03:45:13.217 --> 03:45:21.183]  But regardless, the mainstream media will not tell you about natural compounds that are known to be extremely antiviral, like zinc.
[03:45:21.503 --> 03:45:26.384]  So I don't care where you get zinc for yourself, your parents, your grandparents, your children.
[03:45:26.384 --> 03:45:33.526]  Please go out and research zinc and then know that we have three different formulas that have zinc in them at a very nice dosage level.
[03:45:33.526 --> 03:45:37.247]  Real Red Pill, Real Red Pill Plus, and Vitamin Mineral Fusion.
[03:45:37.247 --> 03:45:44.969]  And all of these products are 40 and 50% off right now at InfoWareStore.com, even though we're very, very close to selling them out.
[03:45:44.969 --> 03:45:50.431]  We ship within 24 hours, so secure yours today and boost your defense at InfoWareStore.com.
[03:45:56.457 --> 03:46:06.947]  The globalists and the enemy of the people, corporate media, have worked overtime like the devil to destroy all independent, pro-America, truth-based media.
[03:46:06.947 --> 03:46:09.809]  And chief amongst their enemy has been Infowars.
[03:46:09.809 --> 03:46:16.756]  But thanks to you spreading the word and thanks to you supporting Infowars, we are still on the air and have actually expanded in the face of their tyranny.
[03:46:17.216 --> 03:46:29.183]  It is now more critical than ever that you take this opportunity to share Band-Odd Video and InfoWars.com and the articles and reports that are so critical because the world is waking up and needs this information now more than ever.
[03:46:29.183 --> 03:46:42.452]  From myself and the InfoWars crew, you have our undying pledge and commitment to fight these tyrants harder than we ever have before and to defend basic freedom and justice and the American way of life.
[03:46:43.092 --> 03:46:44.873]  This is the crossroads.
[03:46:44.873 --> 03:46:47.074]  America and the planet in the balance.
[03:46:47.074 --> 03:46:50.696]  Whatever you do, please take action and spread the word.
[03:46:50.696 --> 03:46:56.819]  God bless and good luck.
[03:46:56.819 --> 03:46:59.461]  You're listening to the Alex Jones Show.
[03:47:05.631 --> 03:47:06.793]  Big Brother.
[03:47:06.793 --> 03:47:08.676]  Mainstream media.
[03:47:08.676 --> 03:47:10.319]  Government cover-ups.
[03:47:10.319 --> 03:47:11.842]  You want answers?
[03:47:11.842 --> 03:47:13.605]  Well, so does he.
[03:47:13.605 --> 03:47:15.348]  It's Mike Adams!
[03:47:17.802 --> 03:47:20.624]  All right, final segment for today here on the Alex Jones Show.
[03:47:20.624 --> 03:47:23.746]  I'm going to rapid fire some hot button issues here.
[03:47:23.746 --> 03:47:24.867]  So much to cover.
[03:47:24.867 --> 03:47:37.697]  Kaiser Permanente, and this was covered by The Intercept, we also covered it at Natural News, has threatened to fire nurses for wearing their own N95 masks as they are treating coronavirus infected patients.
[03:47:38.397 --> 03:47:42.360]  And the health care workers unions are up in arms over this.
[03:47:42.360 --> 03:47:47.863]  Obviously, this is an attempt, in my opinion, by Kaiser Permanente to spread the virus.
[03:47:47.863 --> 03:47:51.366]  Why on earth would you tell nurses to not wear masks?
[03:47:51.366 --> 03:47:56.009]  So there have been efforts in California to deliberately spread the virus to make it worse.
[03:47:56.009 --> 03:48:01.573]  The CDC, of course, withheld testing kits from the entire nation for almost four weeks back in February.
[03:48:02.273 --> 03:48:14.036]  And we've had what Sacramento County in California announced an end to all quarantines and isolation, just letting everybody just interact with the public in order to spread it more aggressively.
[03:48:14.036 --> 03:48:20.237]  And then I think two days ago, Los Angeles County told doctors to stop testing for the virus.
[03:48:20.237 --> 03:48:21.298]  They said it's over.
[03:48:21.298 --> 03:48:22.478]  We surrendered to the virus.
[03:48:22.478 --> 03:48:24.919]  We're not even going to test anybody anymore.
[03:48:24.919 --> 03:48:29.740]  Just going to let it spread and hope we can deal with the infections in the hospitals.
[03:48:31.020 --> 03:48:35.823]  That's like a suicide pact for California, but it's all an attempt to make it worse.
[03:48:35.823 --> 03:48:40.906]  I think probably to embarrass Trump, to have a bigger crisis, to have a bigger crash.
[03:48:40.906 --> 03:48:46.189]  This is how the Democrats are exploiting this crisis to make things worse for America.
[03:48:47.433 --> 03:49:00.409]  Tucker Carlson is correct when he says that big tech censorship is in the way here of people getting access to good information about how to prevent the spread of this and even natural cures, the kinds of things that I talk about a lot.
[03:49:00.409 --> 03:49:02.311]  We're censored everywhere.
[03:49:02.311 --> 03:49:06.956]  If Trump should issue any executive order right now, it should be to end the censorship
[03:49:07.657 --> 03:49:08.897]  At least during the pandemic.
[03:49:08.897 --> 03:49:19.000]  You know, you can re-censor us after the pandemic, but right now, stop the censorship of voices that are trying to help America get ahead of this and stop the infections.
[03:49:19.000 --> 03:49:33.163]  But you know, of course, Jack Dorsey at Twitter, they will gladly allow Beijing to push their communist Chinese propaganda on Twitter, but an American patriot like myself can't tell people to take vitamin C. That's banned.
[03:49:33.923 --> 03:49:41.451]  So Twitter is nothing but a communist Chinese front now, and Google's the same thing, and Facebook's the same thing, and YouTube is the same thing.
[03:49:41.451 --> 03:49:43.193]  So it's time to stop that, it's time to end that.
[03:49:43.193 --> 03:49:44.334]  In fact, it's time for America...
[03:49:45.461 --> 03:49:48.663]  To end any reliance on communist China.
[03:49:48.663 --> 03:49:54.245]  And I hope that one of the silver linings of all of this is that maybe there's a wake-up call.
[03:49:54.245 --> 03:49:55.886]  That we need industry here in America.
[03:49:55.886 --> 03:50:04.210]  That we need to stop allowing China to buy off universities and buy off senators like Feinstein, who of course sold millions of dollars worth of stocks.
[03:50:04.830 --> 03:50:08.295]  Reportedly, after that classified briefing, right?
[03:50:08.295 --> 03:50:11.760]  Remember that briefing back in January when they got information from the CDC?
[03:50:11.760 --> 03:50:13.963]  Oh, and some Republican senators, too.
[03:50:13.963 --> 03:50:18.250]  They also sold millions of dollars worth of stocks while they were telling the public everything was fine.
[03:50:19.494 --> 03:50:20.695]  Okay.
[03:50:20.695 --> 03:50:33.620]  I also believe that Trump should recommend healthy living advice for the American people for the reasons I just spoke about in the last segment, that high blood pressure is the number one comorbidity factor in this.
[03:50:33.620 --> 03:50:37.261]  And if you have high blood pressure, you can start healing that today.
[03:50:37.261 --> 03:50:41.903]  But it takes nutrition, it takes eating better, fresh fruits and vegetables, maybe some new
[03:50:42.003 --> 03:50:42.243]  Thank you.
[03:50:57.952 --> 03:50:59.914]  Drink more water, for example.
[03:50:59.914 --> 03:51:10.202]  Or you might even exercise on a treadmill in your lockdown home or apartment so you can sweat out excess sodium, which will also help lower your blood pressure.
[03:51:10.202 --> 03:51:12.504]  The number of deaths in Italy is declining.
[03:51:13.635 --> 03:51:18.240]  Because Italy is just about to get over the hump of new infections.
[03:51:18.240 --> 03:51:23.205]  There's a lag time behind the time when they had that very aggressive lockdown.
[03:51:23.205 --> 03:51:31.214]  And so that lockdown is producing results for Italy and they're going to start to see a more accelerated decline in the number of deaths.
[03:51:31.214 --> 03:51:32.735]  It's already begun and it will continue.
[03:51:33.516 --> 03:51:35.578]  The question is, how do they exit the lockdown?
[03:51:35.578 --> 03:51:37.920]  There's a lot of talk out there about the exit strategies.
[03:51:37.920 --> 03:51:48.848]  How do we end these lockdowns and get people back to work, but without reintroducing new infections back into the population, where we end up with another repeated lockdown, which we absolutely want to avoid.
[03:51:48.848 --> 03:51:53.812]  I don't have the answers for all that right now, but it's something that's being talked about.
[03:51:53.812 --> 03:51:54.653]  Also, an important note.
[03:51:55.805 --> 03:52:08.559]  Because so many people chose to treat their high blood pressure with pharmaceuticals rather than having healthy lifestyles, we now have a situation where I believe Big Pharma will be killing more Americans than the coronavirus.
[03:52:08.559 --> 03:52:10.081]  It's people's reliance on the drugs.
[03:52:10.982 --> 03:52:19.650]  That has given them a cover for their health symptoms, rather than treating the underlying condition, which is, hey, you're eating junk foods.
[03:52:19.650 --> 03:52:21.632]  You have a sedentary lifestyle.
[03:52:21.632 --> 03:52:25.296]  You need to exercise more, even in mild ways, just walking.
[03:52:25.296 --> 03:52:26.317]  You need to eat healthier.
[03:52:26.317 --> 03:52:31.461]  Instead of telling people to do that, all the doctors across America told people, no, just take these drugs.
[03:52:32.122 --> 03:52:32.882]  Just take this pill.
[03:52:32.882 --> 03:52:33.663]  Here's a statin drug.
[03:52:33.663 --> 03:52:34.923]  Here's a blood pressure drug.
[03:52:34.923 --> 03:52:35.904]  Here's an Alzheimer's drug.
[03:52:35.904 --> 03:52:36.824]  Here's a depression drug.
[03:52:36.824 --> 03:52:39.005]  Here's an erectile dysfunction drug.
[03:52:39.005 --> 03:52:43.887]  So people are living on drugs which allowed them to pretend like they weren't sick.
[03:52:43.887 --> 03:52:44.687]  But they are sick.
[03:52:44.687 --> 03:52:45.748]  They're still sick.
[03:52:45.748 --> 03:52:47.489]  They're relying on Big Pharma.
[03:52:47.489 --> 03:52:49.069]  That's what's going to get them killed.
[03:52:49.069 --> 03:52:52.751]  Because the coronavirus kills people who have underlying health conditions.
[03:52:52.751 --> 03:52:55.352]  So we are a Big Pharma nation.
[03:52:55.352 --> 03:52:59.394]  More Americans are on more drugs than any other nation, any other population in the world.
[03:53:00.345 --> 03:53:07.289]  And that, I believe, is going to result in a very high case fatality rate in America, maybe matching that of Italy, possibly.
[03:53:07.289 --> 03:53:07.689]  We'll see.
[03:53:07.689 --> 03:53:09.230]  We'll see where this goes.
[03:53:09.230 --> 03:53:20.297]  But maybe the lesson from this is don't hook your population on pharmaceuticals when you should be recommending, even doctors should be recommending, eat healthier.
