[00:00:01.495 --> 00:00:03.896]  It's Monday, August 24th.
[03:43:43.869 --> 03:43:47.774]  They've already taken over Joe Biden and the Democratic Party.
[03:43:47.774 --> 03:43:50.118]  Don't let them take over America.
[03:43:54.002 --> 03:44:04.266]  I don't have to tell you that fish oil is known to be so good for your brain, so good for your heart, so good for your cells, your cardiovascular system, your lungs, your sleep.
[03:44:04.266 --> 03:44:05.566]  It's amazing.
[03:44:05.566 --> 03:44:09.368]  Well, we set out a few years ago to go out and develop with
[03:44:09.628 --> 03:44:10.369]  We're good.
[03:44:28.652 --> 03:44:32.415]  Vitamin D. Vitamin E. Supports optimal heart health.
[03:44:32.415 --> 03:44:33.857]  Supports optimal joint health.
[03:44:33.857 --> 03:44:35.458]  Supports optimal cognitive health.
[03:44:35.458 --> 03:44:36.639]  Supports immune function.
[03:44:36.639 --> 03:44:37.840]  Supports vascular health.
[03:44:37.840 --> 03:44:39.402]  Supports circulatory health.
[03:44:39.402 --> 03:44:40.482]  It goes on and on.
[03:44:40.482 --> 03:44:46.948]  Get your Ultimate Fish Oil discounted with free shipping right now at InfoWarsore.com and Ultimate Critter Oil as well.
[03:44:46.948 --> 03:44:47.989]  InfoWarsore.com.
[03:44:53.285 --> 03:44:58.833]  The New World Order is a planetary corporate plan for world government.
[03:44:58.833 --> 03:45:02.299]  But world government is only the control grid now.
[03:45:03.146 --> 03:45:09.648]  Inner members of the cult are told that they are going to transcend and become gods and attain immortality.
[03:45:09.648 --> 03:45:16.671]  But the price for that is to carry out the orderly extermination of all carbon-based life forms.
[03:45:16.671 --> 03:45:18.912]  That's why they say carbon is bad.
[03:45:18.912 --> 03:45:22.653]  They are rewriting the entire genetic code of the planet.
[03:45:22.653 --> 03:45:23.834]  They are playing God.
[03:45:24.514 --> 03:45:34.397]  They believe they have been inspired by interdimensional entities that are giving them advanced technology to carry out this transformation.
[03:45:34.397 --> 03:45:39.698]  I know this sounds insane, but if you read the writings of the Globalist, it's all on record.
[03:45:39.698 --> 03:45:40.799]  You have been warned.
[03:45:42.119 --> 03:45:46.581]  You have been given the information to say no to this plan.
[03:45:46.581 --> 03:45:50.163]  This is the end of all life on Earth as we know it.
[03:45:50.163 --> 03:45:53.285]  This is the alien takeover of Earth.
[03:45:53.285 --> 03:45:57.827]  Introducing Infowars Life Pure Turmeric Extract.
[03:45:57.827 --> 03:46:00.368]  This is taken under the tongue.
[03:46:00.368 --> 03:46:01.509]  It is pure turmeric.
[03:46:02.549 --> 03:46:11.761]  It goes together very well with our body's ultimate turmeric formula that is taken as a powdered capsule and absorbed in the stomach and intestines.
[03:46:11.761 --> 03:46:19.771]  This is absorbed under the tongue into the bloodstream and then the remaining also is then absorbed by the stomach so it's more of an intense delivery system.
[03:46:20.211 --> 03:46:23.452]  The two formulas are different, but both are concentrates.
[03:46:23.452 --> 03:46:25.293]  And our first product got rave reviews.
[03:46:25.293 --> 03:46:27.413]  We've now been testing this out for several months.
[03:46:27.413 --> 03:46:29.594]  Some of our staff like it more than bodies.
[03:46:29.594 --> 03:46:30.954]  Some like bodies better.
[03:46:30.954 --> 03:46:35.076]  For me, they're both amazing for their anti-inflammatory action and so much more.
[03:46:35.076 --> 03:46:36.276]  And they fund the InfoWar.
[03:46:36.276 --> 03:46:40.898]  So get our new liquid turmeric extract exclusively at InfoWarStore.com today.
[03:46:40.898 --> 03:46:41.638]  An additional 25% off.
[03:46:41.638 --> 03:46:42.138]  This is a 360 win.
[03:46:45.399 --> 03:46:58.739]  Tumeric is renowned for what it does for all of our bodies for inflammation so much more get yours today at Infowarslife.com You're listening to the Alex Jones Show!
[03:47:03.769 --> 03:47:06.031]  The year is 2020.
[03:47:06.031 --> 03:47:25.283]  Following several decades of systematically weakening the social, moral, and financial resilience of the American people, the global cabal has launched a series of unimaginable terrors that have rocked the foundation of Western civilization and has fractured the population of a once united country along increasingly irreconcilable lines.
[03:47:25.803 --> 03:47:37.570]  The nation finds herself on the precipice of all-out civil war, diving headlong towards economic ruin, and already suffocating under the dictatorship of biotechnocratic enslavement.
[03:47:37.570 --> 03:47:40.011]  The final takedown order has been issued.
[03:47:40.011 --> 03:47:41.332]  The direct attack has begun.
[03:47:42.495 --> 03:47:47.317]  America's greatest trial, and the battle for her survival, is underway.
[03:47:47.317 --> 03:47:52.899]  InfoWars Emergency Transmissions are now broadcasting live with night 7 to 9 p.m.
[03:47:52.899 --> 03:47:54.400]  Central Standard Time.
[03:47:54.400 --> 03:47:55.860]  Election Countdown.
[03:47:55.860 --> 03:48:00.062]  Taking America back on Band.Video and InfoWars.com.
[03:48:00.062 --> 03:48:03.163]  If you are receiving this transmission, you are the resistance.
[03:48:13.237 --> 03:48:18.679]  Last segment here, John Rathaport.
[03:48:18.679 --> 03:48:20.500]  The Globalist Takeover.
[03:48:20.500 --> 03:48:25.042]  What does that mean?
[03:48:25.042 --> 03:48:28.984]  Well, for one thing, think about this.
[03:48:28.984 --> 03:48:42.570]  Try to find one school in America, anywhere in America, high school, college, that teaches an in-depth course
[03:48:44.435 --> 03:49:10.065]  I mean, you would think, since that is embedded in the original documents of the Republic, since a lot of bloodshed occurred in both America and in Europe for centuries in order to achieve this idea and to make it real,
[03:49:13.356 --> 03:49:24.141]  That there would be some school somewhere in America, some college, some high school, that would say, yes, we spend a year, we have a course here.
[03:49:24.141 --> 03:49:28.443]  It's called Freedom of the Individual.
[03:49:28.443 --> 03:49:29.684]  And we teach it.
[03:49:29.684 --> 03:49:32.265]  We teach the documents.
[03:49:32.265 --> 03:49:36.707]  We have letters of the founders.
[03:49:36.707 --> 03:49:39.548]  We have precedent historical.
[03:49:39.548 --> 03:49:42.490]  We have how this idea
[03:49:43.294 --> 03:49:51.979]  was fought for and evolved out of the mass of monarchy and the divine right of kings and so on and so forth.
[03:49:51.979 --> 03:50:04.246]  And we also have participation by the students who have to make it clear as to how they approach this for themselves as individuals.
[03:50:04.246 --> 03:50:08.788]  What does it mean to them?
[03:50:08.788 --> 03:50:11.390]  Really, not just to parrot something,
[03:50:11.946 --> 03:50:13.986]  But what does it mean for their future?
[03:50:13.986 --> 03:50:18.807]  In other words, what are they going to do with that freedom?
[03:50:18.807 --> 03:50:26.009]  What are they going to do with that individual freedom that they have?
[03:50:26.009 --> 03:50:27.269]  They want to give it away?
[03:50:27.269 --> 03:50:29.989]  Is that what they want to do?
[03:50:29.989 --> 03:50:33.250]  They want to sacrifice it for a cause?
[03:50:33.250 --> 03:50:35.230]  What cause?
[03:50:35.230 --> 03:50:36.951]  For what reason?
[03:50:36.951 --> 03:50:38.871]  All of these questions would come up
[03:50:41.218 --> 03:50:53.740]  If one school dared to have a one-year in-depth course for real called Individual Freedom, I don't see it anywhere.
[03:50:53.740 --> 03:50:54.380]  It's gone.
[03:50:54.380 --> 03:50:55.461]  It's destroyed.
[03:50:55.461 --> 03:50:57.481]  How did that happen?
[03:50:57.481 --> 03:50:59.601]  You think it happened overnight?
[03:50:59.601 --> 03:51:06.443]  You think it was just somebody said, okay, we've got 5,000 of these courses on Individual Freedom, so we have to wipe them?
[03:51:06.443 --> 03:51:07.223]  No!
[03:51:07.223 --> 03:51:07.483]  No!
[03:51:09.289 --> 03:51:11.550]  It happened by degree, by degree.
[03:51:11.550 --> 03:51:19.411]  Of course, we know some of the history of the Carnegie Foundation and so on, and their control of the education system.
[03:51:19.411 --> 03:51:23.092]  And we have some brilliant writers on that history and so on.
[03:51:23.092 --> 03:51:25.232]  Yes, yes, yes, indeed, indeed.
[03:51:25.232 --> 03:51:33.974]  But it was a gradual takeover and a wiping out of anything from the educational system.
[03:51:33.974 --> 03:51:35.535]  I mean, I'm 82 years old.
[03:51:37.486 --> 03:51:41.349]  I went to elementary school in the 1940s.
[03:51:41.349 --> 03:51:44.152]  I graduated from high school in 1955.
[03:51:44.152 --> 03:51:47.294]  I graduated from college in 1960.
[03:51:47.294 --> 03:51:49.596]  That's going back pretty far.
[03:51:49.596 --> 03:52:03.388]  I was never given a chance, never heard about any school anywhere in any school that I attended or heard of, even then, that taught a course in individual freedom.
[03:52:03.388 --> 03:52:05.049]  What does that mean?
[03:52:05.049 --> 03:52:05.670]  That means
[03:52:06.704 --> 03:52:11.969]  Indeed, you know, not just making this up.
[03:52:11.969 --> 03:52:23.678]  That sinister forces have been at work in America and other nations for a long, long, long time to wipe out that idea and destroy it.
[03:52:23.678 --> 03:52:25.160]  It's demonstrable.
[03:52:25.160 --> 03:52:26.741]  It's a fact.
[03:52:26.741 --> 03:52:33.867]  Because if they hadn't been working to destroy it, if the founding documents of this republic were really
[03:52:35.376 --> 03:52:47.241]  The root of the blossoming tree of freedom, liberty, responsibility, power for the individual, etc, etc, etc.
[03:52:47.241 --> 03:52:53.583]  We would still see it everywhere now in our institutions and we don't.
[03:52:53.583 --> 03:52:58.745]  Because they've been taken over and infiltrated.
[03:52:58.745 --> 03:52:59.986]  Whatever you want to call that.
[03:53:00.839 --> 03:53:02.340]  And there isn't one word for it.
[03:53:02.340 --> 03:53:10.604]  You could say communism, socialism, collectivism, fascism, tyranny, totalitarianism, etc., globalism, etc., etc.
[03:53:10.604 --> 03:53:17.927]  It's all of those things and more.
[03:53:17.927 --> 03:53:29.533]  It's done with the knowledge that if the individual were in full possession of his senses and understood
[03:53:30.515 --> 03:53:35.376]  At a deep level, what freedom meant to him.
[03:53:35.376 --> 03:53:36.437]  For real.
[03:53:36.437 --> 03:53:39.398]  Not just, you know, the jive.
[03:53:39.398 --> 03:53:40.958]  For real.
[03:53:40.958 --> 03:53:47.540]  And what he intended to do with it into the future.
[03:53:47.540 --> 03:53:50.541]  We would have a completely different world.
[03:53:50.541 --> 03:53:58.643]  And so what we're seeing now with this COVID covert op is a massive endgame, if you will.
[03:53:59.721 --> 03:54:09.963]  Based on more than a hundred years of repression of individual freedom.
[03:54:09.963 --> 03:54:17.705]  The wiping out of the concept itself as if it never existed.
[03:54:17.705 --> 03:54:19.626]  As if it was always about the group.
[03:54:19.626 --> 03:54:21.226]  It was always about the collective.
[03:54:21.226 --> 03:54:28.448]  It was always about we're all in this together and all that BS.
[03:54:28.448 --> 03:54:28.728]  As if
[03:54:30.683 --> 03:54:47.952]  We recently somehow all came to our senses and understood that we had to bow down and kneel before some kind of agenda on behalf of the planet, whatever that means, whatever we're told that means.
[03:54:47.952 --> 03:54:56.597]  And in the process, we have to just erase completely from our thoughts and ideas and mind and consciousness
[03:54:57.501 --> 03:55:02.763]  And emotions, the sense that each one of us is free.
[03:55:02.763 --> 03:55:09.305]  But that would be destructive to this overall agenda, and therefore we have to get rid of it.
[03:55:09.305 --> 03:55:25.170]  And in the process of that, in comes this insane, criminal, scientifically baseless and vacuous, empty program.
[03:55:26.738 --> 03:55:32.164]  Fake virus, fake tests, fake numbers, fake everything.
[03:55:32.164 --> 03:55:36.328]  Destructive vaccine.
[03:55:36.328 --> 03:55:39.772]  To put the lid on the population.
[03:55:40.353 --> 03:55:40.713]  Thank you.
[03:55:57.916 --> 03:56:10.741]  About one plan, one world, one governance, one protection, one security, one happiness, one sharing, one equality, one fairness, one social justice.
[03:56:10.741 --> 03:56:25.847]  All of this sold to the yokels and rubes and Marx and the young especially, because they're not taught anything else.
[03:56:25.847 --> 03:56:27.368]  They never learn anything else.
